"","logFC.groupAIHelevatedALT...grouphealthy","logFC.groupAIHelevatedALT...groupAIHnormalALT","logFC.groupAIHnormalALT...grouphealthy","logCPM","F","PValue"
"ENSG00000215915",-0.336810016904272,-0.624554333672678,0.287744316768406,0.181839323593582,0.513491261930685,0.599968554502632
"ENSG00000160072",-0.243248977253471,0.0970806880907817,-0.340329665344252,5.02937999494924,4.41013946339801,0.0145997732746821
"ENSG00000197785",-0.130233842141054,0.0969450274215899,-0.227178869562644,3.84860085299028,1.1187448390363,0.330734720292575
"ENSG00000205090",0.313358181002581,0.054840203059666,0.258517977942915,0.392881412443975,0.17496475996902,0.839742484274331
"ENSG00000160075",0.0632320666592295,0.0633494789688048,-0.00011741230957532,7.29370862137854,0.666749740175547,0.515636764814306
"ENSG00000228594",-0.0443242548649405,-0.210745386098589,0.166421131233649,2.48415036794708,0.386400702311725,0.680506114586246
"ENSG00000197530",-0.396424017586952,-0.00710076169582514,-0.389323255891127,6.80745709216638,10.1845787596758,9.40771290874415e-05
"ENSG00000189409",-0.657977843369281,-0.0343708707752402,-0.623606972594041,1.02302430860543,1.09605014126219,0.338160483889831
"ENSG00000248333",-0.0125493862121784,-0.0881898742422671,0.0756404880300887,5.84470529167472,0.645352694685234,0.526643101323555
"ENSG00000189339",-0.0975091919092483,0.0376303483355061,-0.135139540244754,7.3289397037841,1.65430176415242,0.196404298690629
"ENSG00000008128",-0.0774025796094529,-0.22370823338951,0.146305653780057,2.05121576116201,0.42474902042876,0.655105564006302
"ENSG00000215790",0.00610004534415608,0.15893969655655,-0.152839651212394,4.71427923956474,1.19843043086269,0.305953106781906
"ENSG00000008130",0.358182660319323,0.015615549698314,0.342567110621009,9.2773525305856,5.10330334367876,0.0077518436659777
"ENSG00000078369",0.210577993169161,0.0151006635938915,0.19547732957527,8.7687195116824,4.02633142040046,0.0208012700326469
"ENSG00000169885",-3.33664274955069,-2.19420557829559,-1.14243717125509,-0.672787235333305,9.70173169714466,0.000140754171791422
"ENSG00000178821",-0.548842967968192,-0.227285978095523,-0.321556989872669,-1.177870961259,0.2766985880831,0.758860423734811
"ENSG00000142609",-1.88503969116352,-1.16966455098898,-0.715375140174539,0.21387076536432,2.82602723448343,0.0640304259552025
"ENSG00000187730",0.0593820800380604,0.031431034627065,0.0279510454109954,-0.614879909634337,0.00228963552804132,0.997713035878393
"ENSG00000067606",-0.145051526426568,0.0589673114575077,-0.204018837884076,5.01504997741301,1.65047897018588,0.197132489476756
"ENSG00000162585",-0.166954451134768,-0.000248287023771431,-0.166706164110997,5.13712981458477,1.86930230880648,0.159569116474438
"ENSG00000157933",0.113436953026355,0.0145007200172949,0.0989362330090598,7.89434736833631,0.757785524994218,0.471369683782932
"ENSG00000116151",0.126550341994521,0.109076779354947,0.0174735626395735,4.28681151916848,0.509438048382667,0.602380619527238
"ENSG00000157916",-0.0356574884748274,-0.0226210487099021,-0.0130364397649253,6.60160713427867,0.171710152460572,0.842470516330974
"ENSG00000157911",0.00119586370646406,-0.129094613219047,0.130290476925511,3.37596202339897,0.397172839326969,0.673271215442382
"ENSG00000149527",-0.584159150269469,-0.00182631148616821,-0.582332838783301,5.2151629222087,13.3476453117669,7.3088965989333e-06
"ENSG00000157881",-0.158868678684018,-0.0778798456515281,-0.0809888330324901,6.35647743066745,2.48851897735878,0.0881515795177361
"ENSG00000197921",-0.636397895866655,-0.259206788971686,-0.377191106894969,-0.642357631443334,0.348331138868109,0.70671628848719
"ENSG00000157873",-0.0194750423609018,0.0209645233932497,-0.0404395657541515,7.18675386891226,0.120246756740089,0.886829350139121
"ENSG00000157870",-0.238141570707791,-0.0487387233682229,-0.189402847339568,3.96395930093489,2.1013767836157,0.127644238054924
"ENSG00000142606",-0.935637256227423,0.020719558958033,-0.956356815185456,0.0339798477174837,1.22025347752303,0.299502594801804
"ENSG00000215912",-0.143474317224702,0.214789374426206,-0.358263691650908,4.11178711612635,3.17294971409384,0.0461185881760679
"ENSG00000169717",-2.30576596898081,-2.26947266564474,-0.0362933033360715,-1.25691546482024,7.37998760685652,0.00102342247214412
"ENSG00000142611",-1.58409055643981,-1.52877563672709,-0.055314919712712,0.33310953869323,2.69357457522038,0.0725694613850352
"ENSG00000130762",-1.71257153287323,-1.18019081465304,-0.532380718220187,-0.107486404107697,2.28816154226004,0.106729767957489
"ENSG00000162591",-0.365278596485354,-0.068523237456821,-0.296755359028533,6.85501700088345,7.16377475895496,0.00123610358525809
"ENSG00000158109",0.217451068108719,-0.0194067216215998,0.236857789730319,6.33500805614172,2.55978571005047,0.0824336932349663
"ENSG00000116213",0.0406413978474967,0.0180081146545066,0.0226332831929901,5.22673791939035,0.103127796392231,0.902107292044011
"ENSG00000078900",-0.0199617135635374,0.195740580732359,-0.215702294295896,1.85188721480243,0.297265543312572,0.743499454683389
"ENSG00000162592",-1.40752217510068,-0.633087053188341,-0.774435121912337,0.0219692837850496,1.9902894379522,0.142021258298676
"ENSG00000235169",0.385310201272307,-0.0679552822478527,0.453265483520159,5.12612681011773,0.639527492195732,0.530113386618841
"ENSG00000130764",0.0463900395673469,0.0290124764038004,0.0173775631635465,5.67687737829392,0.132257071993871,0.876268406252349
"ENSG00000116198",-0.26955210023407,-0.118408503575508,-0.151143596658563,5.71472247196525,4.81273213673439,0.0100980266138147
"ENSG00000169598",-0.1973324796026,-0.0794374450674643,-0.117895034535135,4.43268946748773,1.09860366382448,0.337316543191947
"ENSG00000198912",-0.222509294181951,0.0339769960321125,-0.256486290214063,4.7185246700819,2.82375386983866,0.0641162357934763
"ENSG00000196581",-1.23640054818426,-0.459640344924553,-0.776760203259711,1.70781379447148,3.94688210333398,0.0225091786413934
"ENSG00000131697",0.0393777727259797,0.0161543161888442,0.0232234565371354,4.70949210143626,0.0697226037825332,0.932697698516713
"ENSG00000069424",-0.0175661189391487,-0.0545512472914375,0.0369851283522888,8.47672883801289,0.457107788946176,0.634425509756895
"ENSG00000116254",-1.06447369989744,-0.840986448053461,-0.223487251843977,0.822927251256855,1.78987720513791,0.172277126133798
"ENSG00000116251",0.0402879756906638,0.067360140474793,-0.0270721647841292,6.59097038222248,0.153380452283039,0.858024512241622
"ENSG00000158286",0.0768999567514261,0.216215689212298,-0.139315732460872,2.07205769447298,0.282543496191961,0.754462362811614
"ENSG00000116237",-0.05566300120295,0.176652077690536,-0.232315078893486,4.80461061506169,2.34190387488741,0.101385600806842
"ENSG00000173673",-1.2334639414366,-0.0878367440523555,-1.14562719738424,-1.3449516435715,2.32435751546686,0.103099731467533
"ENSG00000158292",-0.439897398838111,-0.192327042910181,-0.24757035592793,2.4702940722871,1.21336138159962,0.301524652382478
"ENSG00000097021",0.0253952621665608,0.150038677666685,-0.124643415500124,2.86935043719622,0.46701892117449,0.628225581116429
"ENSG00000069812",-2.38004462030938,-1.57646822707205,-0.803576393237333,-0.810576429625023,3.92777635238966,0.0227900039107135
"ENSG00000187017",0.168565016163014,0.534952500847785,-0.366387484684771,5.95762728417963,1.10157756636832,0.33714123009183
"ENSG00000215788",-0.419435572921578,0.139015854976467,-0.558451427898045,5.11329768320131,4.66770012712387,0.0119209471789748
"ENSG00000171680",-0.490326809518313,-0.0834349151498368,-0.406891894368476,2.45345196839032,1.59002872408881,0.209020604255714
"ENSG00000162408",-0.160937223906957,0.013413594383749,-0.174350818290706,5.75218437851412,1.96216302699412,0.145916707264656
"ENSG00000173662",-0.847686836136901,-1.33996106305695,0.492274226920045,-0.108307311592795,1.89153172881609,0.156186652317764
"ENSG00000204859",0.178685910035763,0.0160939367602391,0.162591973275524,6.27909591541115,2.54043504124164,0.0838997384308711
"ENSG00000162413",0.337017375776895,0.106795355521576,0.230222020255319,8.17895036976773,5.30656529162379,0.00644816477520059
"ENSG00000116273",0.121287591491798,0.0793084337939742,0.0419791576978241,4.11418045873303,0.431115639357318,0.650983100278297
"ENSG00000041988",-0.0154145755372767,0.203344959776968,-0.218759535314245,3.70591735031987,1.27417948633318,0.284151266904414
"ENSG00000007923",-0.0323318777567676,0.0317426331547599,-0.0640745109115275,4.67083285565388,0.15542032154167,0.856261222249229
"ENSG00000171735",-0.426712826804296,-0.0811833233758339,-0.345529503428462,3.94208614802409,5.30899468548413,0.00643401562025092
"ENSG00000049245",0.274288075825019,0.0913278677364399,0.182960208088579,6.06453808667077,4.61873621523803,0.012057046067853
"ENSG00000049246",-0.137227550600831,-0.108957211100238,-0.0282703395005935,2.93769364142585,0.202705550645471,0.816852580183544
"ENSG00000049247",-1.03962849721966,-0.54312749622862,-0.496501000991042,-0.231349743284706,0.935454647407071,0.395806477902807
"ENSG00000049249",0.214850188907741,-0.085864756185501,0.300714945093242,3.91978599112035,1.09289010605387,0.339445322171376
"ENSG00000116288",0.103340697696505,0.0197582721223625,0.0835824255741428,5.62859891808166,0.573339505772555,0.565477824972895
"ENSG00000116285",-0.749390372728807,-0.480091431416845,-0.269298941311963,0.98240955559984,1.36601851701474,0.25982935431372
"ENSG00000162426",-0.619306285712389,0.211937923197626,-0.831244208910014,0.68410929883731,1.45553089303081,0.23816504091863
"ENSG00000142599",0.169703925316728,-0.068104702630094,0.237808627946822,8.57988264215963,3.1293313830013,0.048050554293021
"ENSG00000074800",0.23035248231636,0.0191509660225354,0.211201516293825,8.6172868493866,3.54136051392423,0.0326530119080209
"ENSG00000131686",-0.12073821777886,0.175648037519271,-0.296386255298131,3.79810347553949,0.518287421010925,0.597420663999335
"ENSG00000197241",-0.677187319487185,-0.686107605123684,0.00892028563649907,-0.753559868745132,0.44513715023423,0.641997049827912
"ENSG00000142583",1.03395135087409,1.00085589339345,0.0330954574806342,2.38585296337192,4.59115372912426,0.01267280347327
"ENSG00000180758",-0.0768383062890335,0.200486408117229,-0.277324714406262,3.86087790375849,1.51737225971832,0.224281999729771
"ENSG00000049239",0.0783230921756724,0.000945102105714577,0.0773779900699578,7.16373926643674,0.484587621527673,0.617386881211788
"ENSG00000171621",0.0316314748993404,-0.0441544406449562,0.0757859155442967,2.28673477854322,0.0449699447308612,0.956045495811165
"ENSG00000171612",0.0772035127526374,0.689917693876726,-0.612714181124089,2.67910216643877,4.32595151898447,0.0157752694801558
"ENSG00000188807",-0.231844407174703,-0.0705381991632839,-0.161306208011419,3.69240161801904,1.11467585181743,0.332053761032004
"ENSG00000171608",0.147820427398906,0.0685689134437012,0.0792515139552046,9.66959155540576,1.12700155087106,0.328074548242441
"ENSG00000171603",-0.220743282231659,-0.227858979099508,0.00711569686784938,6.84383895292584,3.67688782304342,0.0287752467119693
"ENSG00000178585",-0.0716407649371058,0.0662097071342144,-0.13785047207132,3.7693854922393,0.471827099879913,0.6252401120007
"ENSG00000162441",0.105799353793475,0.132319816485089,-0.0265204626916146,4.177747254133,0.755364442346516,0.472495275495036
"ENSG00000173614",0.512065842487336,0.262418963307881,0.249646879179456,3.77002284076725,5.84810379824853,0.00396098585794745
"ENSG00000162444",0.226249257214102,-0.191294332645817,0.41754358985992,2.83774292345656,1.63163844284555,0.200761792647386
"ENSG00000130939",0.101331562987774,-0.0482698493160328,0.149601412303807,7.03106662569889,1.92761288097536,0.150851389924615
"ENSG00000054523",0.352308602590063,-0.0136289933103361,0.365937595900399,7.07915598519717,4.50354856577147,0.0136766228924885
"ENSG00000142657",0.547367725778784,0.127028767673368,0.420338958105416,8.21914905851077,6.71561092733559,0.00192886820334493
"ENSG00000251503",-0.362296238441088,0.184884683472549,-0.547180921913637,-1.00609952382274,0.256402905657327,0.77433620718205
"ENSG00000175279",0.398978480402905,0.0948144493921261,0.304164031010779,-1.13207324135816,0.136376169396715,0.872676004768403
"ENSG00000241563",0.22960513077889,-0.505862646786101,0.735467777564991,-0.250237351828778,0.609921266317452,0.545398219859039
"ENSG00000160049",0.0353384193438489,0.138425477808739,-0.10308705846489,4.45701360135438,0.707350114644757,0.495392985478478
"ENSG00000142655",-0.0776961102262362,0.0396722513792359,-0.117368361605472,4.4383232851479,0.400188402362366,0.671259960198648
"ENSG00000130940",-0.0720537002229283,-0.0944838793474627,0.0224301791245344,4.53306006610081,0.397039135593209,0.673360532446899
"ENSG00000175262",-0.690970584105905,-0.317338999838902,-0.373631584267003,0.420549143307288,0.679260226840944,0.509310520389952
"ENSG00000120948",-0.138463997988353,-0.122845444956119,-0.0156185530322339,5.24658736368431,1.46144438499482,0.236800412891218
"ENSG00000277726",-5.12548240610387e-15,-5.12548240610387e-15,0,-1.61522660110368,0,1
"ENSG00000009724",-0.298183187578482,-0.0203192840048381,-0.277863903573644,3.15171027524205,1.3743328502678,0.257735033062695
"ENSG00000116649",-0.178224987016684,-0.110684716035869,-0.0675402709808156,4.54523836226575,1.09114111714624,0.339788974167647
"ENSG00000171824",-0.169704831297996,-0.028221410033801,-0.141483421264195,4.99890848808123,1.28330618114633,0.281633659812361
"ENSG00000198793",-0.0696606515159706,0.0295148046487064,-0.099175456164677,6.83875317289438,1.11020232778854,0.333510133817823
"ENSG00000171819",-0.155176797019293,-0.201471722360949,0.0462949253416557,2.72220205792816,0.53631853702234,0.586566835478716
"ENSG00000120942",-0.190830610487393,0.0359199034133869,-0.22675051390078,5.01818271901891,1.89696401775387,0.155371243332947
"ENSG00000204624",-0.811141299093735,-0.493632608391108,-0.317508690702627,0.836599685280667,0.918069845787827,0.402650826061954
"ENSG00000116661",-0.130631314242191,0.603069413357912,-0.733700727600103,1.77268139312624,2.64503306259033,0.0759572294989433
"ENSG00000132879",-0.420742768253783,-0.0678241954743847,-0.352918572779398,3.90057611044333,4.94032035460053,0.00898959225547933
"ENSG00000116663",0.59544368886175,-0.189662219755778,0.785105908617528,4.47550662362914,10.2850441144278,9.07688029331866e-05
"ENSG00000116670",-0.00880845371038826,-0.275131293437388,0.266322839726999,4.06002303607231,2.5216018732428,0.0854174243338266
"ENSG00000162490",-0.0589197478770824,0.0532334062175706,-0.112153154094653,2.32502849329399,0.0906153997115979,0.913443675169648
"ENSG00000177674",0.485585053612194,0.104765450251975,0.380819603360219,7.27906171029545,9.49336941546882,0.000168965676894042
"ENSG00000215910",-0.725799076248857,-0.31752801284517,-0.408271063403687,-0.124354213752685,0.482570029682371,0.618621843002347
"ENSG00000177000",-0.189373144741186,-0.0944898553767346,-0.094883289364451,6.25118646240188,2.73691852561238,0.0696141623611232
"ENSG00000011021",-0.20853788664286,-0.054937876367445,-0.153600010275415,5.1250870668908,1.92546262879559,0.151164072510384
"ENSG00000175206",-0.228239870263513,-0.646930411062464,0.418690540798951,0.0272777134962127,0.631184094186342,0.534062826131288
"ENSG00000120937",-3.01433026396112,-2.45529482677972,-0.559035437181403,-1.29332020158233,12.3559666601917,2.47449717663465e-05
"ENSG00000116685",0.346813330733061,0.121857413606025,0.224955917127036,7.15592413789382,5.81966698060993,0.00406317311625988
"ENSG00000083444",0.301450643731125,-0.0744646073984048,0.37591525112953,5.8284429065204,4.51331337189413,0.0134347578546574
"ENSG00000116688",0.411928569874026,-0.0258354302815597,0.437764000155586,7.45081369976768,5.12474052182455,0.00786642110868387
"ENSG00000116691",0.425108575612242,0.0115656203673926,0.413542955244849,5.71802756830286,7.32116581182683,0.00108635642485048
"ENSG00000120949",0.229711374232398,0.0593980462728734,0.170313327959524,4.54821787130173,1.08774369028804,0.340973713290108
"ENSG00000028137",0.310614686088137,-0.0505816611856729,0.36119634727381,9.90440989018473,7.34904257162707,0.00105140997911589
"ENSG00000048707",-0.151425820888757,-0.139249679717745,-0.0121761411710111,8.01039877235975,4.02576400263522,0.0208121980960842
"ENSG00000162496",-0.383737643404787,0.104855221889407,-0.488592865294194,4.84390028863885,6.43218232326816,0.00236297762998109
"ENSG00000204518",-0.902911228666151,-0.240409676146167,-0.662501552519984,-1.37061948445904,1.01733384761224,0.365260638883523
"ENSG00000188984",-1.6300761583834,-0.322384194215531,-1.30769196416787,-1.0750004519057,2.74397165596206,0.0691501784812074
"ENSG00000157330",-4.19177446585062,-3.53070685178408,-0.661067614066541,-0.738648822051155,12.9950354588831,9.594639977776e-06
"ENSG00000116726",-2.74829228426844,-2.55193224672593,-0.196360037542502,-1.17122482931641,9.37580803491707,0.000185085328460796
"ENSG00000116721",-1.10141498267068,-0.199615487414858,-0.901799495255819,-1.26335259572162,1.38963108215998,0.253926390998311
"ENSG00000239810",-1.64256487402765,-2.52738026517245,0.884815391144792,-1.41060661899416,9.85466952153762,0.000166622263482629
"ENSG00000179172",-0.498323438867286,-0.615831765462173,0.117508326594887,-1.34918236199826,0.583210378420482,0.55998658355545
"ENSG00000120952",-2.9793987867094,-1.77811060427168,-1.20128818243772,-1.22250348579179,10.2836670897519,8.66461208398333e-05
"ENSG00000243073",-2.69418756718091,-0.390934583463682,-2.30325298371722,-1.36413394557466,14.9872789923861,2.02120125175318e-06
"ENSG00000187545",-0.291674512548375,0.907360180335343,-1.19903469288372,-1.28671773236334,1.46498887654108,0.23598629294822
"ENSG00000204510",-0.515954431919553,-0.243427484765105,-0.272526947154448,-1.56240233865913,1.12735847230516,0.705944870670668
"ENSG00000232423",-1.33094158206297,-1.85447733314198,0.523535751079008,-1.48288308342475,8.36741078315939,0.000771282698909685
"ENSG00000274764",-2.52405096493435,-0.299663142307097,-2.22438782262726,-1.48141670715022,19.4838443540874,2.46710967355829e-06
"ENSG00000280267",-1.43373520934114,-2.14362278466281,0.709887575321665,-1.44063732898614,9.13318117807654,0.000294522678935626
"ENSG00000229571",-1.94713273755175,-1.42811395670709,-0.519018780844662,-1.48722407950883,9.10732441323532,0.00446435054329409
"ENSG00000277058",-0.954778075906632,-5.12548240610387e-15,-0.954778075906627,-1.58920294774634,8.71362970508065,0.043877175165151
"ENSG00000275774",-2.30969568343341,-2.13712605486109,-0.172569628572324,-1.38381596649307,10.4706656216598,0.000103182505347076
"ENSG00000179412",-5.12548240610387e-15,-0.299238554907445,0.29923855490744,-1.60730401130019,4.61393620720672,0.360135235880162
"ENSG00000204505",-1.13594164761907,-1.17031181289217,0.0343701652731068,-1.27698766902338,1.75131661105622,0.178814491530376
"ENSG00000279169",-2.08748499611,-0.542300269055165,-1.54518472705483,-1.50969663680264,13.2132051772363,0.000361690954793014
"ENSG00000279804",-2.53185795992711,-1.14234408437292,-1.38951387555419,-1.36757855542124,9.68053438214599,0.000143276586987849
"ENSG00000270601",-0.547216937047599,-1.08623415736379,0.539017220316192,-1.44115665910817,1.99664615411719,0.141155660120696
"ENSG00000182330",0.0990056794970214,0.254302125688519,-0.155296446191498,-1.35192954112944,0.0587548471554889,0.94297036142193
"ENSG00000204501",-2.48570811988425,-1.61404544313247,-0.871662676751779,-1.19512192113857,5.86640213034187,0.00389662076435723
"ENSG00000237700",-2.49113747626914,-2.16460803800754,-0.326529438261606,-1.38109288625088,9.46048640762003,0.000227196082649698
"ENSG00000204481",-3.52108930991711,-3.46114020391016,-0.0599491060069504,-1.10615179794584,11.3531914130028,5.25079152041084e-05
"ENSG00000204480",-2.69047368476597,-1.84587131796556,-0.844602366800415,-1.38860105012573,10.6521805803613,8.97032191110807e-05
"ENSG00000204479",-1.23000891383839,-1.41340076990648,0.183391856068083,-1.15141063359831,2.02662587848224,0.13714525892035
"ENSG00000204478",-1.06909849169062,-0.932655783456093,-0.136442708234523,-1.21245021372672,1.1819840426304,0.310907874812298
"ENSG00000162494",0.124692693976067,1.3388681228843,-1.21417542890823,-1.01251978134888,1.58188275751417,0.210677574382022
"ENSG00000162493",-3.32767668579784,-2.42149072102029,-0.906185964777551,-0.965498870376329,9.29317863433476,0.000198436802250213
"ENSG00000116731",0.0706183431851884,-0.00379021058903965,0.074408553774228,7.93270937798445,1.09644624724265,0.338029429641099
"ENSG00000189337",0.275923580130431,0.0979349951056944,0.177988585024736,3.90333810442725,0.45046960704571,0.638852558702192
"ENSG00000171729",-0.539245303884998,-0.942699514605518,0.40345421072052,1.31676581431775,2.16907559844898,0.119619408376566
"ENSG00000142621",-0.627451335109858,0.101414092193841,-0.728865427303699,1.96000036219701,1.83325548580157,0.165553308517016
"ENSG00000142634",0.238565237780087,0.0832975638621221,0.155267673917965,9.50794671661877,2.77251749347461,0.0673043022249758
"ENSG00000162438",-0.430617394864137,0.723289020569747,-1.15390641543388,0.275737551626129,1.87101206821106,0.159306324513472
"ENSG00000142615",-0.66282108802926,-0.225318049903548,-0.437503038125712,-0.990159569230683,0.351515827660874,0.704484756029786
"ENSG00000215704",-0.419724067229187,0.151055469287324,-0.570779536516511,0.929204869205787,0.840767058906189,0.434399229757229
"ENSG00000132906",-0.0266696468507548,-0.0245552307255567,-0.00211441612519806,4.50354396859919,0.0322967140274907,0.968229328516842
"ENSG00000116138",0.052358028062818,0.153053833573334,-0.100695805510516,5.08757335310377,1.20385554435086,0.304336419656299
"ENSG00000116771",-0.00911263359699649,0.334885207026671,-0.343997840623667,2.67211987327212,1.32263378649048,0.271042672922291
"ENSG00000197312",0.0326865513317209,0.0744390811163758,-0.0417525297846549,6.07201192956915,0.419453299631171,0.658554888812366
"ENSG00000215695",-5.12548240610387e-15,-5.12548240610387e-15,0,-1.61522660110368,0,1
"ENSG00000116786",0.0924526926252699,-0.0164702234698279,0.108922916095098,6.51846402414846,1.21029474523323,0.302428837325388
"ENSG00000162461",-0.379092574111684,0.0120273982262999,-0.391119972337984,1.12885594385147,0.415971359179159,0.660832911150564
"ENSG00000162460",-2.57687395093968,-1.187106419695,-1.38976753124468,-1.18473877547685,6.66831965637632,0.00191043584282647
"ENSG00000162458",-1.09254671459644,-1.24969091755074,0.157144202954296,-0.297974900380923,1.7022378125202,0.187502604089515
"ENSG00000233954",-0.108776664093373,0.437014603108348,-0.545791267201721,1.02544866225041,0.971221938655334,0.38215485362064
"ENSG00000065526",-0.0128565136624183,-0.0714790728543764,0.0586225591919581,8.34641747800603,0.74141842587104,0.479032544058101
"ENSG00000116809",-0.135779934344761,-0.0334173278245801,-0.102362606520181,5.81753637188482,1.44870565061008,0.239750044775879
"ENSG00000183888",-2.672414610815,-2.0736186996979,-0.598795911117097,-1.27644898610208,9.27812121926262,0.00020097368676646
"ENSG00000173641",-0.771697637230407,-0.940825620193029,0.169127982962622,-0.48228119443807,0.876302248026901,0.419484845932983
"ENSG00000186510",-2.52604066181198,-1.99060757027396,-0.535433091538018,-0.318467613079377,5.01313229319679,0.00841346923922364
"ENSG00000184908",-1.32022983031438,-0.708534621577985,-0.611695208736396,-0.734480687252234,1.04059376428033,0.357029814817759
"ENSG00000185519",-0.486294651980314,-0.169764511068815,-0.316530140911499,-1.06642638400993,0.184038883823341,0.832183979017802
"ENSG00000142627",-1.40861103613698,-1.00972691419191,-0.398884121945074,1.24916398990631,3.76516916975106,0.0265356858588848
"ENSG00000142632",-0.377439132555783,0.00108649726006131,-0.378525629815844,2.59025924461732,1.80871817239353,0.169172095303686
"ENSG00000132881",-0.433351871489465,-0.138003996893298,-0.295347874596166,2.52175069944345,1.85503377024827,0.161779522055788
"ENSG00000037637",-0.0163054702816124,-0.0753738810515844,0.059068410769972,5.93722276785632,0.64499210668079,0.526830621854516
"ENSG00000055070",0.0946338910551215,0.0619588040583423,0.0326750869967793,6.39278535849838,0.874753889011151,0.420123691038461
"ENSG00000187144",0.215651563822642,0.0925974063726117,0.12305415745003,2.57884584062495,0.501213938151433,0.607305223283616
"ENSG00000157191",0.0116455887399349,0.0779021616521767,-0.0662565729122418,7.05670971579558,0.663106608056559,0.517494032872521
"ENSG00000219481",-0.374868699977655,-0.178873534442952,-0.195995165534703,4.87139742173909,3.01915515118988,0.0535174663459988
"ENSG00000058453",-0.397355328503124,-0.0824259538956326,-0.314929374607491,5.90744756527787,4.97745740703175,0.00885757205697775
"ENSG00000117122",-1.22008848218203,-1.63140684039684,0.411318358214804,-0.797666376456202,2.55392262409376,0.0828297564740087
