"","logFC","logCPM","F","PValue"
"ENSG00000008128",18.0623358415046,2.05121202395343,633.962249890172,3.36417368191953e-45
"ENSG00000215790",15.1095160576128,4.71427457085946,2275.89036857751,7.61616063899317e-71
"ENSG00000008130",11.2621676230574,9.27735315013615,1469.92660266541,8.43183480306708e-62
"ENSG00000078369",11.5136737167115,8.76872010814574,3521.59139550268,4.80157474191633e-80
"ENSG00000169885",18.7850045765778,-0.673161705539003,67.41277085746,7.77009602605804e-13
"ENSG00000178821",22.0850684432078,-1.17780077937946,78.4931279631652,3.00312036066183e-14
"ENSG00000142609",18.3114757732488,0.213734709949722,68.5125737894229,5.91533576180846e-13
"ENSG00000187730",21.4896208210306,-0.614726851070754,66.6134393838479,9.90927328803045e-13
"ENSG00000067606",14.6331173408026,5.01504359911073,2399.21110378218,5.98771770730828e-72
"ENSG00000162585",14.5227124440667,5.13711962773383,3248.57881795446,2.46580917008593e-78
"ENSG00000157933",12.2213747071726,7.89434839144672,2561.70035837369,2.52602684984046e-73
"ENSG00000116151",15.7895921675007,4.28680194603391,1826.36470045604,2.88198526310507e-66
"ENSG00000157916",13.2931866930242,6.60160627132284,7306.27278610932,1.17045141752968e-95
"ENSG00000157911",16.7155540420467,3.37595464753202,1254.95986063317,1.38209344079646e-58
"ENSG00000149527",13.7556451676706,5.21514577883813,1704.96491340803,7.59536666799662e-65
"ENSG00000157881",13.3782888494726,6.3564751621803,5531.80565845356,1.11094564114087e-89
"ENSG00000197921",20.7325383193,-0.642508710000899,75.3472543937586,7.4018637102809e-14
"ENSG00000157873",12.6962356767559,7.18675284268154,3781.62879320739,1.4724424124393e-81
"ENSG00000157870",15.6348198333102,3.96394368456268,2382.51456002943,8.38620634952789e-72
"ENSG00000142606",18.9088000523958,0.0337332856822762,82.67317357652,9.28568704614656e-15
"ENSG00000215912",15.4239746581702,4.11177600609158,1618.72065949116,8.89785873894218e-64
"ENSG00000169717",21.9813869416947,-1.25703230700527,73.0416603219909,1.44900923152575e-13
"ENSG00000142611",19.0388646290857,0.332911592173164,78.6884718095319,3.08293198284888e-14
"ENSG00000130762",19.0605690145249,-0.107740565035865,66.488690083062,1.02937121616507e-12
"ENSG00000162591",12.5243755432916,6.85501547595872,2436.18090603432,2.86259926774649e-72
"ENSG00000158109",13.9957170188287,6.33501595013427,2323.75669063457,4.91593962378036e-71
"ENSG00000116213",14.7706990634987,5.22673916403041,4096.79754195902,2.91258368062438e-83
"ENSG00000078900",18.0080203698617,1.85189129906993,418.856035362011,1.26948664708948e-37
"ENSG00000162592",18.7358175584061,0.0219277404691389,84.1315089127684,6.20542173518494e-15
"ENSG00000235169",15.5553142314811,5.12617449170245,198.800327962884,6.95531796285221e-24
"ENSG00000130764",14.3172666272595,5.67687622495417,3683.93249443683,5.30112494987473e-81
"ENSG00000116198",13.8719323195184,5.7147155030221,3875.13705441799,4.45165287204921e-82
"ENSG00000169598",15.2526087041002,4.43266961687907,1912.41181793087,3.20511132105479e-67
"ENSG00000198912",14.8234718968261,4.71851287834474,2394.24491913787,6.61721642211227e-72
"ENSG00000196581",16.7709135143713,1.70768703479314,191.695302037657,9.76817356965645e-25
"ENSG00000131697",15.2922952393252,4.70949236231782,3097.48383003442,2.50993052160495e-77
"ENSG00000069424",11.4738333197495,8.47672854265223,6065.88142841633,1.17075472628849e-91
"ENSG00000116254",18.4564391638919,0.822693846727122,124.877451925489,2.5129261640369e-19
"ENSG00000116251",13.3554801260403,6.59096772327929,1692.00144490118,3.38096944928579e-61
"ENSG00000158286",17.9212026148634,2.07195969418745,451.782073674565,5.74434650311777e-39
"ENSG00000116237",14.8980852547666,4.80459679073791,2457.32303304466,1.88611340857417e-72
"ENSG00000173673",21.556228490924,-1.34495606799685,80.8747416687304,1.53340111326475e-14
"ENSG00000158292",16.9760307145108,2.4702522506914,493.141082502493,1.51387661086316e-40
"ENSG00000097021",17.0394614898733,2.86933932756492,1325.58515795857,1.07478577966105e-59
"ENSG00000069812",19.7252624309379,-0.81062339746823,57.2506073238613,1.87792891652913e-11
"ENSG00000187017",13.8516220658568,5.95765696268469,198.179316600983,7.63427141482616e-24
"ENSG00000215788",14.0122380284225,5.11328016197313,820.66600352539,6.34242338023359e-46
"ENSG00000171680",16.8152668175196,2.45334680753355,446.049288501156,9.71482272041352e-39
"ENSG00000162408",13.9021029961537,5.75217893383649,3144.16694316693,1.21149020082763e-77
"ENSG00000173662",20.5790654039129,-0.108208164812561,90.384376090114,1.1427493303914e-15
"ENSG00000204859",13.9519787243452,6.27909851475673,4058.86061102363,4.59680187435887e-83
"ENSG00000162413",12.2448094210798,8.178951568724,2281.67294337842,6.74028396688402e-71
"ENSG00000116273",15.982994827858,4.11418873481489,2025.99564973273,2.02949906379562e-68
"ENSG00000041988",16.0620827891383,3.70590292668359,1457.4591708201,1.25883748555909e-61
"ENSG00000007923",15.1945594034665,4.67082415320308,2528.27541840318,4.76713845544056e-73
"ENSG00000171735",15.3716769224496,3.94206737045412,1786.41376604314,8.26302226463038e-66
"ENSG00000049245",14.2679807679931,6.06454062954261,3726.68901474621,3.01400997159793e-81
"ENSG00000049246",16.9151215174555,2.937646532824,738.399952708172,4.1827096029469e-48
"ENSG00000049247",19.6750587220271,-0.231867875784912,75.5902643323908,6.89957380136318e-14
"ENSG00000049249",16.4908959959504,3.91981971035961,891.147006820265,2.55354231016598e-50
"ENSG00000116288",14.4719915953652,5.62859986692818,3105.89909233293,2.19936310679916e-77
"ENSG00000116285",18.3929840167586,0.982327709172452,205.034394213445,5.24420506980401e-26
"ENSG00000162426",18.3822204264047,0.683849457340735,159.108246657428,1.96507141107629e-22
"ENSG00000142599",11.7057845527874,8.57988319489448,2494.89362830509,9.0624506809851e-73
"ENSG00000074800",11.6960398243976,8.61728749406197,2665.3774667487,3.70194757607185e-74
"ENSG00000131686",15.8119840455462,3.79806355028411,408.756729963665,2.30854251261255e-34
"ENSG00000197241",21.2633793468414,-0.753578916792557,63.7686843651146,2.37797279909362e-12
"ENSG00000142583",18.6899505369962,2.38591587733566,245.796310749736,2.68522192728455e-27
"ENSG00000180758",15.8035522858892,3.86087457251076,1265.25282669363,9.44772901924416e-59
"ENSG00000049239",12.9044773916909,7.1637398936456,3325.70972338843,7.85142022695289e-79
"ENSG00000171621",17.8299166006577,2.28678887360323,635.967993835146,2.93274814297191e-45
"ENSG00000171612",16.9262338156739,2.67903947401402,534.549609800263,5.08019759834663e-42
"ENSG00000188807",15.9419769680845,3.69237945582913,1450.24202618963,1.58986547088061e-61
"ENSG00000171608",10.4572377957846,9.66959173246962,2077.95303456011,6.03074048140986e-69
"ENSG00000171603",12.9203621524492,6.84383675190458,2632.11280907311,6.8008552973758e-74
"ENSG00000178585",16.0148416989582,3.76936038473068,1787.64366098524,7.9967282960104e-66
"ENSG00000162441",15.8459810937413,4.17774217361429,2514.92074230459,6.15802746100991e-73
"ENSG00000173614",16.8605628281242,3.7700484759519,1699.50772681987,8.84391813432248e-65
"ENSG00000162444",17.7218244938066,2.83779825796909,775.16175672944,4.83442992625843e-49
"ENSG00000130939",13.1208160825438,7.03106826348426,4590.30746302468,1.09132392357597e-85
"ENSG00000054523",13.4789847367689,7.07915877237377,1582.8591401844,1.68327085636071e-59
"ENSG00000142657",12.5577178884628,8.21915119870081,1114.48345115416,3.02905932102333e-52
"ENSG00000251503",21.5816478113014,-1.00616903421768,71.2906050860187,2.42836699055616e-13
"ENSG00000175279",23.1933801314479,-1.13195834209163,78.0894636888675,3.36856748695563e-14
"ENSG00000241563",21.7053641341579,-0.250164323862121,99.7229787300355,1.01174169758364e-16
"ENSG00000160049",15.4369010325202,4.45700697811919,2144.76251821087,1.32095514219548e-69
"ENSG00000142655",15.3447694867537,4.43829740603358,1928.16870062245,2.16572566834648e-67
"ENSG00000130940",15.3772680660411,4.53304952801563,2585.78625435645,1.60628447901231e-73
"ENSG00000175262",19.0529239826937,0.420279546533176,123.91682762487,3.11971973339418e-19
"ENSG00000120948",14.5686815820916,5.24658055167235,3832.68528340423,7.63562809154877e-82
"ENSG00000277726",25.5467942874612,-1.61522660110368,0,1
"ENSG00000009724",16.3446308183768,3.15165909765326,933.572756753471,1.12624423329887e-52
"ENSG00000116649",15.1989473879403,4.54522609217579,2254.07385357757,1.21082878565331e-70
"ENSG00000171824",14.6822896257329,4.99890131643298,2543.70596180517,3.55216268654984e-73
"ENSG00000198793",12.9524797092565,6.83875241113998,5819.89531746051,9.05623904781515e-91
"ENSG00000171819",17.1950055188879,2.72217346152181,898.162667139315,6.49813218665788e-52
"ENSG00000120942",14.571956998871,5.01817268197327,2046.97747343415,1.23888173022762e-68
"ENSG00000204624",18.4696221430218,0.836611689735475,118.997762911373,1.00962184078466e-18
"ENSG00000116661",17.6130008421296,1.77262939286092,340.933125228913,4.57340275002111e-34
"ENSG00000132879",15.4122572603563,3.90055100930098,1678.4696031611,1.59714029224643e-64
"ENSG00000116663",16.6938074472107,4.47549889277456,1245.78520841765,1.18666558875968e-56
"ENSG00000116670",16.1349128525078,4.06002219189261,1660.6877475622,2.64660896348439e-64
"ENSG00000162490",17.5522218775476,2.32500147967618,583.680401058039,1.19372329868565e-43
"ENSG00000177674",13.4089252933358,7.27906412932126,2152.71521778503,2.13019728339179e-69
"ENSG00000215910",19.7428189362233,-0.124463819422189,80.4651676614646,1.72019074075894e-14
"ENSG00000177000",13.4470239210892,6.25118324706492,4293.04850927283,2.9300619676501e-84
"ENSG00000011021",14.5125357758763,5.12507852788559,2645.15127675889,5.35367648701564e-74
"ENSG00000175206",20.6739722468424,0.0271899862732559,123.181112570118,3.68412601449908e-19
"ENSG00000120937",21.2622763518207,-1.29341125572381,80.9084664446156,1.51897418130653e-14
"ENSG00000116685",13.2737869880262,7.15592663455701,2652.20362259309,4.70601439677025e-74
"ENSG00000083444",14.7006825316226,5.82845005339516,1914.20409049312,5.83695286998037e-65
"ENSG00000116688",13.2230632770044,7.45081812389349,1258.06145212907,4.19165126520586e-54
"ENSG00000116691",14.9532765883249,5.71804623268374,2200.81168280169,1.14825139772449e-69
"ENSG00000120949",15.7451216611142,4.54821079083839,1411.8394690484,9.33567013961872e-61
"ENSG00000028137",10.6107282161034,9.90441021803945,2078.29295187984,5.98362451634619e-69
"ENSG00000048707",11.7882965047459,8.01039813625226,6132.86341723238,6.80252343142722e-92
"ENSG00000162496",14.3709985493897,4.84388893578385,1500.88536821657,4.66818757937423e-62
"ENSG00000204518",22.2923642802847,-1.37058166252587,80.0604801741073,1.92759514926742e-14
"ENSG00000188984",20.2650813081535,-1.07513892185533,67.3275239367522,7.973798172106e-13
"ENSG00000157330",19.3914185082013,-0.738801241873569,52.4384114333095,9.15072783287721e-11
"ENSG00000116726",21.4147529893483,-1.17144201042049,70.7068335701216,2.88799998633295e-13
"ENSG00000116721",21.5519962579313,-1.26343105819699,73.6311071509608,1.21929743201132e-13
"ENSG00000239810",24.0607696475872,-1.41060457572873,89.8370533614148,1.32214952820338e-15
"ENSG00000179172",23.2597050719701,-1.3492149084829,94.6453763394645,3.72538304233488e-16
"ENSG00000120952",20.3115762102144,-1.22273560357435,71.5592851312913,2.24261173213292e-13
"ENSG00000243073",19.9610429591569,-1.3643112873628,83.7266832388457,6.93776770929572e-15
"ENSG00000187545",21.9919583332787,-1.28660236522242,72.3258510992469,1.78836391813584e-13
"ENSG00000204510",24.2299734003626,-1.56239222978073,151.78198494176,1.25166090335798e-20
"ENSG00000232423",24.1392861139908,-1.48294034242809,107.515175563154,1.45932515369806e-17
"ENSG00000274764",20.6642407776533,-1.48141620176563,93.8992921273876,1.2515838154246e-06
"ENSG00000280267",24.1740153051984,-1.44081539115161,100.571889254007,8.16308616526027e-17
"ENSG00000229571",22.5635099206079,-1.48720758238802,107.379443019817,1.50842558365216e-17
"ENSG00000277058",23.63636722554,-1.58920158039202,8.69896944006664e-08,0.999906196419924
"ENSG00000275774",22.4139220372585,-1.38400198173793,93.0254658685133,5.68774752431714e-16
"ENSG00000179412",25.7122767771144,-1.60730891637299,257.129825645068,2.41347992341008e-08
"ENSG00000204505",22.572684180296,-1.27711677900893,75.5243698163826,7.03223632942916e-14
"ENSG00000279169",21.6840020084358,-1.5097215867635,117.103117581653,7.90530007034965e-13
"ENSG00000279804",20.7738674428878,-1.36762652607582,83.1168561400053,8.21123563782803e-15
"ENSG00000270601",24.165704272034,-1.44114190426771,95.90876094412,2.68487796465889e-16
"ENSG00000182330",23.3520579385067,-1.35180731849921,81.1774595358288,1.40874808447698e-14
"ENSG00000204501",20.6829032396841,-1.19520783538767,67.0512668703647,8.67215929354489e-13
"ENSG00000237700",22.0673797898368,-1.38114177802932,80.4476767530392,1.72866588281175e-14
"ENSG00000204481",21.0988700447722,-1.10623855210023,59.5499537285542,8.96910862269793e-12
"ENSG00000204480",21.4096439384283,-1.38864374036479,83.9741187916042,6.48028922510541e-15
"ENSG00000204479",22.2883786608044,-1.15160426468553,70.5773047375921,3.00149100660572e-13
"ENSG00000204478",22.1615331546257,-1.21256613656346,70.318458035515,3.24211720362323e-13
"ENSG00000162494",21.5313183078007,-1.01230517633299,61.7582544019301,4.45671084135859e-12
"ENSG00000162493",19.7818261155723,-0.965763336291332,61.1713391652495,5.3619013084043e-12
"ENSG00000116731",12.1251722437113,7.93271010189635,8063.00302484229,8.8167327432487e-98
"ENSG00000189337",16.4498940654695,3.90336235792797,450.22042147418,7.61710410723995e-36
"ENSG00000171729",18.8312351409716,1.31679458135711,194.386340407658,3.14434100071259e-25
"ENSG00000142621",16.9712482059354,1.95988939476773,224.778716630061,7.90674487631759e-27
"ENSG00000142634",10.7634044982508,9.50794698791361,2019.84677960009,2.34752010206268e-68
"ENSG00000162438",18.8699252350058,0.275478681427753,116.697782813368,1.63442766765021e-18
"ENSG00000142615",21.4085944592103,-0.990231829587161,66.0038153344746,1.19383175019521e-12
"ENSG00000215704",18.4237853633418,0.929269062806765,202.479286895719,8.01334814946788e-26
"ENSG00000132906",15.4231617425295,4.50354006008317,2427.25400046247,3.4175918621028e-72
"ENSG00000116138",14.8157865475594,5.08756826991603,2889.13489886153,7.41740272310418e-76
"ENSG00000116771",17.0420130607827,2.6720751286475,638.706468035047,2.43309471485624e-45
"ENSG00000197312",13.8586534713034,6.07201486376778,4004.89309081652,8.86160960740615e-83
"ENSG00000215695",25.5467942874612,-1.61522660110368,0,1
"ENSG00000116786",13.5911105363815,6.51846481615998,5228.36345710191,1.7964461260371e-88
"ENSG00000162461",18.3917782235696,1.12863549699349,178.999030406797,4.71077738395918e-24
"ENSG00000162460",19.9970396076311,-1.18478500630845,69.1679438272148,4.57433531227378e-13
"ENSG00000162458",20.4115989109402,-0.298101492318246,83.5822505711267,7.21990478806147e-15
"ENSG00000233954",18.6125903802711,1.02544476215849,246.148342692239,8.96892155248841e-29
"ENSG00000065526",11.6275051748673,8.34641775837466,5341.46995877322,6.25182280539694e-89
"ENSG00000116809",13.9199803262062,5.81753470479529,4402.09709038995,8.54579001645757e-85
"ENSG00000183888",21.2775609563503,-1.2766454625513,75.4269664460262,7.23311768022904e-14
"ENSG00000173641",20.8573691459455,-0.482212193098309,78.2602531618307,3.20870791502383e-14
"ENSG00000186510",19.1124598283718,-0.318803858591657,65.092624417613,1.5792027205927e-12
"ENSG00000184908",20.2398956246435,-0.734526881455759,51.6524442621948,1.19108035566652e-10
"ENSG00000185519",21.6922589808737,-1.06611153532846,65.519660290217,1.384881357777e-12
"ENSG00000142627",17.5675758613533,1.24900701124673,148.997499400599,1.82607859935304e-21
"ENSG00000142632",16.7836011214549,2.59016522378124,734.345317619113,5.33733655260628e-48
"ENSG00000132881",16.8828792604512,2.52170945634224,742.604446458272,3.25250417542404e-48
"ENSG00000037637",14.0401126190004,5.9372224989429,5564.03152384738,8.34011075226611e-90
"ENSG00000055070",13.6528273315221,6.39278607715866,5346.21657316202,5.98381469782165e-89
"ENSG00000187144",17.7182911947756,2.57888378980066,912.336517659365,3.198312289255e-52
"ENSG00000157191",12.83090012018,7.05670796162036,4523.93510923781,2.23351992877384e-85
"ENSG00000219481",14.6003163990385,4.87138679205285,1363.99639078218,9.4848596015265e-59
"ENSG00000058453",13.4332919456384,5.90743965642846,1608.93488059198,1.04821014551948e-60
"ENSG00000117122",21.5473878478256,-0.79773371634079,77.5036647149696,3.98131683327634e-14
"ENSG00000159363",14.3722441321787,5.58540985241129,3957.58788263992,1.58664155046523e-82
"ENSG00000117118",15.0805871961882,5.09807431700149,3906.24727282464,3.00873626313937e-82
"ENSG00000117115",12.6968807033714,8.38262987428718,448.606304090312,1.60977689276534e-35
"ENSG00000142623",19.6850767290047,-0.650354904102149,58.1161858073709,1.42003044915553e-11
"ENSG00000142619",20.6178605744482,-0.852667266067812,63.5594926810005,2.5376483228161e-12
"ENSG00000159339",13.3324804157388,7.24618168242759,663.988227913634,8.65692032325322e-42
"ENSG00000276747",19.6688510823786,-0.166595383594377,84.1837837338649,6.11678373583159e-15
"ENSG00000179051",13.3886969396564,6.47019153977813,3465.77117126657,1.0480724234256e-79
"ENSG00000074964",14.1216968239632,5.91745045475769,1122.64999034882,2.23253772825047e-51
"ENSG00000117148",22.102752514852,-1.07757556108513,64.4631239669451,1.91768915245873e-12
"ENSG00000117154",20.0923362555243,-0.541780353954018,57.9012223841702,1.52187059322445e-11
"ENSG00000179023",19.9723565893854,-0.0653780054537294,81.9037773027674,1.15011275201419e-14
"ENSG00000009709",18.6086077992249,-0.37708450953245,58.9931948726342,1.0715578336693e-11
"ENSG00000179002",21.9152131875776,-1.358361157284,78.3019322241489,3.17088476466697e-14
"ENSG00000255275",22.0491830812427,-0.993746366657078,68.9891094116542,4.8268068167841e-13
"ENSG00000159423",19.0149683842953,1.25280759384462,264.650766934126,6.51142741698158e-30
"ENSG00000169991",14.2580109212595,5.05398372227588,1292.47947645981,1.142631793415e-56
"ENSG00000127481",11.1733280669337,8.71504711684453,4580.38733997756,1.21383820880225e-85
"ENSG00000127463",13.8876515810535,5.69296101916143,4183.37898584076,1.04380242620328e-83
"ENSG00000053372",15.9569157510272,3.38407911771753,1168.29319210985,3.8332227245847e-57
"ENSG00000162482",18.6943092929905,0.395250429823342,130.5763288323,7.09771627486199e-20
"ENSG00000053371",15.1848057883152,4.38474404287841,1985.87765272467,5.28697823739979e-68
"ENSG00000040487",16.0216106133638,4.14899253969837,2073.89243384892,6.62373634240484e-69
"ENSG00000077549",11.6821402639551,8.52855214520728,4100.95868925859,2.77108771881531e-83
"ENSG00000173436",15.9267878935516,3.73302835162444,1860.2659198978,1.19921678561081e-66
"ENSG00000270136",23.7642549597528,-1.29647279012154,83.0317719253414,8.40697473457094e-15
"ENSG00000158747",18.0689395331322,0.564654630112941,133.851334416179,3.48144660361841e-20
"ENSG00000158748",17.0303045024097,1.62735636077646,231.367057052126,8.08248432474069e-28
"ENSG00000162542",14.6303964672131,5.11533683328795,2316.18484911619,3.27091851851085e-71
"ENSG00000178828",19.9788011494066,-1.26551899172911,70.6827413952119,2.90877271114438e-13
"ENSG00000169914",15.1618885925373,4.33237542602779,1514.6080571438,2.05741664004348e-62
"ENSG00000188784",22.358235700956,-1.16619653289066,77.4807488394974,4.00747702609654e-14
"ENSG00000188257",20.8631451289477,-1.17229451685805,67.3689096184234,7.87423302174819e-13
"ENSG00000127472",19.3074566448295,-0.768436914639586,57.0134763691445,2.02793348306567e-11
"ENSG00000117215",20.4002125353797,-0.381250261745208,76.3398978993329,5.55840791193861e-14
"ENSG00000158786",19.8186410858845,-0.0528552785124295,92.1344624065594,7.18935631910148e-16
"ENSG00000187980",20.3992365651829,0.31918311089409,122.661887183901,4.14426519788912e-19
"ENSG00000162543",18.2493868052695,2.04139072598684,404.994952436392,4.95843860152333e-37
"ENSG00000158816",17.2426878886846,1.62177760085198,301.59283763989,5.050979264119e-32
"ENSG00000162545",18.5215403931599,0.763548441865524,192.891912092572,4.064035311103e-25
"ENSG00000090432",15.217818357861,4.99893543596726,3084.38486525774,3.08500058490075e-77
"ENSG00000183114",20.114186905573,-0.816319720124815,59.9767666043561,7.82899393520703e-12
"ENSG00000158825",14.5225021485807,6.55176519441656,714.597610895988,5.7364381915488e-43
"ENSG00000158828",14.3107763877534,6.21052734568859,922.492030928968,1.95512396024946e-47
"ENSG00000244038",13.481400989308,6.52749772634097,5770.59450278505,1.37865109798053e-90
"ENSG00000117245",18.8382367505697,-0.204788688794843,77.6164389679409,3.8550921527403e-14
"ENSG00000189410",20.3284677966255,-0.41080707688442,72.4787715710546,1.7096231388337e-13
"ENSG00000127483",12.1893226072167,7.65947774302028,5780.08636116688,1.27115246720889e-90
"ENSG00000075151",13.6420279161838,6.70827429203805,3182.95165983324,6.66720826564114e-78
"ENSG00000117298",11.7244706008438,8.73783678605266,1463.04220798712,2.17813963595424e-61
"ENSG00000142794",15.4983774128748,3.66556473893663,773.733818838969,1.57589366047636e-48
"ENSG00000162551",12.7346039191483,8.47520616565222,325.643201672668,1.09355963270915e-30
"ENSG00000076864",17.3850525399557,5.66770728773225,132.828230909314,5.32269242513648e-19
"ENSG00000090686",12.9590270971798,6.91612897262207,5705.9037867604,2.4058683306302e-90
"ENSG00000187942",18.8640611960832,-0.457801477738667,77.2464374848006,4.28524051888499e-14
"ENSG00000142798",16.1488714415649,2.96007097117418,392.105253828691,5.52787131436116e-35
"ENSG00000219073",20.6831445576875,-1.19738777861437,64.4966949933773,1.89789403747341e-12
"ENSG00000142789",21.4329513381711,-1.25946228608402,69.4983854343206,4.14269664264763e-13
"ENSG00000070831",11.7964485870201,8.49299215011734,3544.53345959953,3.49594595747612e-80
"ENSG00000162552",15.4292096078991,4.53405620113248,2426.47951499157,3.47064279691754e-72
"ENSG00000184677",13.0806922668762,6.35415481603967,2430.17169596609,3.22505121233962e-72
"ENSG00000070886",19.1792916478186,-0.368913266866302,56.6437847739619,2.28659920077391e-11
"ENSG00000173372",19.4379189970629,2.14481936991811,285.437501282951,3.18549317723072e-30
"ENSG00000159189",24.2463731484501,1.14628177148755,184.680088941043,3.48245832193034e-24
"ENSG00000173369",21.4200747914754,1.22967206964873,209.591841636376,2.4834931747803e-26
"ENSG00000133216",17.7313955358358,2.79502869034319,325.64726614097,1.64734702101321e-31
"ENSG00000215906",20.8268696497418,-0.927521042500747,59.0165594722867,1.06357338495946e-11
"ENSG00000227868",21.4963367156144,-1.08793753961084,76.018006043882,6.0982982813427e-14
"ENSG00000004487",14.0075049452977,5.50875943106928,3071.08217505394,3.80732786002604e-77
"ENSG00000169641",14.6667570205532,5.10146434317013,2090.75427295917,4.49216018618702e-69
"ENSG00000179546",20.848416320016,-1.10699124563229,64.6272428005974,1.82287761551853e-12
"ENSG00000125944",13.2109593298438,6.66682934546557,4469.52368389017,4.04877216802031e-85
"ENSG00000125945",16.0889204300394,3.64023730046043,1754.92740453131,1.92551164903585e-65
"ENSG00000204219",16.5525915309762,3.28687806777758,516.506629979109,9.77919741252685e-40
"ENSG00000088280",18.5127669589048,1.15478364770015,208.50652070206,2.96435400846957e-26
"ENSG00000007968",14.1669283362591,7.462037926144,307.141667229555,7.75252379472675e-30
"ENSG00000117318",15.5403909101884,3.72982652657879,872.102396904164,2.45714434719878e-51
"ENSG00000142676",13.0391340352935,6.67723506996759,591.000668369571,7.14806995535418e-40
"ENSG00000011007",14.5574981930506,5.31632054926128,2871.86947451538,9.92389638691075e-76
"ENSG00000057757",13.9817157792437,7.59021453328821,309.417010594563,6.06648060103788e-30
"ENSG00000011009",14.5291578262023,5.49197673383647,5017.60929056004,1.36504871776306e-87
"ENSG00000117308",17.0931320649735,3.20501567790501,1452.02412750587,1.50065385455202e-61
"ENSG00000117305",15.2020653688506,4.88685805702293,3293.41410970616,1.26379539390139e-78
"ENSG00000179163",15.582805689165,4.52289046387966,1628.06531785165,6.77525502789511e-64
"ENSG00000188822",15.265516169258,4.20694241817743,1039.80654463425,5.37359173406841e-54
"ENSG00000189266",13.2581460459028,6.52738010076846,3135.82264228242,1.37888605062227e-77
