"","logFC.groupAIHcirrhosis...grouphealthy","logFC.groupAIHcirrhosis...groupAIHnocirrhosis","logFC.groupAIHnocirrhosis...grouphealthy","logCPM","F","PValue"
"ENSG00000130518",0.0543803372994914,-0.219692922396379,0.27407325969587,5.76293164021395,1.72387133627565,0.184554637429753
"ENSG00000130522",1.02290813591839,0.79491350456117,0.227994631357224,8.23879726461222,32.2045604727012,1.56523582647856e-11
"ENSG00000130520",-0.481121647954946,-0.375424319287967,-0.105697328666979,5.68039437833375,6.40014754554255,0.00242038974933253
"ENSG00000130517",-0.259518541471361,-0.124698522020017,-0.134820019451343,5.66518630328039,3.55171365317278,0.032331997653099
"ENSG00000130513",0.581776947213644,0.195536000493338,0.386240946720306,4.08903885261467,3.63658516761693,0.0300470924108902
"ENSG00000175489",0.482117469603407,0.0863562640398169,0.39576120556359,8.44599400555549,7.62747228448039,0.000827499242156249
"ENSG00000130511",-0.132540048295202,-0.0140660596298614,-0.118473988665341,5.86374621379811,0.867925081500468,0.422947378022073
"ENSG00000105655",-0.592930457465807,-0.592220504268204,-0.000709953197602194,3.80877325750347,5.53432508985174,0.00524765193104665
"ENSG00000105656",0.259667371996581,0.0195594681034832,0.240107903893098,7.47442229001926,3.1005472319243,0.0493624797763563
"ENSG00000105701",1.63824727610838,1.4055017493351,0.232745526773279,12.0282504156294,22.0760650491495,1.92414122138919e-08
"ENSG00000105700",0.139654767113619,0.108582532135292,0.0310722349783275,4.46246269653756,0.64732521902826,0.525614544986169
"ENSG00000221983",1.25383420094103,1.04209967866626,0.211734522274765,9.81230530715127,26.7192674892277,7.67141487197363e-10
"ENSG00000006016",-0.542604487882864,0.0201802565866836,-0.562784744469548,1.02738972831764,1.10762512959466,0.334344806989621
