AIHsteroid.vs.AIHnosteroid,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
4986,ENSG00000136279,2753.302,0.1978309,0.06036342,3.277331,0.001047935,0.01307333
4987,ENSG00000122678,324.1027,0.03814721,0.07759201,0.4916383,0.622975,0.7756693
4988,ENSG00000106624,45.26003,-0.339171,0.2315442,-1.464822,0.1429695,0.3153543
4989,ENSG00000106628,88.87941,-0.1023682,0.1435544,-0.713097,0.4757858,0.6612778
4990,ENSG00000106636,316.9354,0.1937969,0.06766402,2.864105,0.004181893,0.03162665
4991,ENSG00000015676,542.6847,-0.2392621,0.06920427,-3.457331,0.000545555,0.008523299
4992,ENSG00000136271,259.8958,-0.1544725,0.08223241,-1.878487,0.06031463,0.1821917
4993,ENSG00000158604,448.0656,-0.06526239,0.06369609,-1.02459,0.3055566,0.5057783
4994,ENSG00000105953,1042.58,-0.03071791,0.07831173,-0.3922517,0.6948722,0.8253312
4995,ENSG00000122515,573.6989,-0.164989,0.07858002,-2.09963,0.03576142,0.1288181
4996,ENSG00000196262,777.2574,-0.1055971,0.09995306,-1.056467,0.2907549,0.4906815
4997,ENSG00000105968,439.3669,0.0464074,0.06779726,0.6845026,0.4936578,0.6755215
4998,ENSG00000146676,449.748,0.2071508,0.07282301,2.844579,0.00444702,0.03282949
4999,ENSG00000136286,2221.434,-0.1062385,0.07553673,-1.406448,0.1595912,0.3393114
5000,ENSG00000136280,1198.978,0.1354469,0.05669422,2.389079,0.01689069,0.07877002
5001,ENSG00000136270,274.6442,-0.183411,0.09108612,-2.0136,0.04405155,0.1472694
5002,ENSG00000122679,54.86932,0.3540166,0.197584,1.791728,0.07317662,0.2062033
5003,ENSG00000164742,17.84316,0.2460075,0.307937,0.7988889,0.4243549,NA
5004,ENSG00000146674,31.38004,-0.7393702,0.287887,-2.568265,0.0102209,NA
5005,ENSG00000136205,344.6979,-0.04843995,0.1198917,-0.4040309,0.68619,0.8199322
5006,ENSG00000136273,169.3467,-0.2731505,0.1022592,-2.671159,0.007558978,0.0462087
5007,ENSG00000158683,18.57627,-0.05339781,0.3984157,-0.1340254,0.8933825,NA
5008,ENSG00000183696,533.8555,0.3299106,0.1035951,3.184617,0.001449455,0.01603682
5009,ENSG00000179869,107.7942,2.505988,0.4038908,6.204618,5.48E-10,2.71E-07
5010,ENSG00000185811,3586.599,-0.02340612,0.04789202,-0.4887269,0.625035,0.776947
5011,ENSG00000132436,42.66681,-0.4363452,0.192336,-2.268661,0.02328894,0.09770798
5012,ENSG00000106070,212.3038,1.859263,0.2764801,6.724763,1.76E-11,1.66E-08
5013,ENSG00000132432,49.42253,0.03824466,0.1618509,0.2362956,0.8132033,0.8999433
5014,ENSG00000132434,60.91604,-0.3290729,0.1987096,-1.656049,0.09771193,0.2479147
5015,ENSG00000154978,765.0699,-0.001653836,0.06781361,-0.02438797,0.9805431,0.9898875
5016,ENSG00000178665,7.612208,-0.4549118,0.3477201,-1.30827,0.1907817,NA
5017,ENSG00000146729,155.0305,-0.05314974,0.1005828,-0.5284176,0.5972096,0.7559544
5018,ENSG00000239789,13.79213,0.04101139,0.3225284,0.1271559,0.898817,NA
5019,ENSG00000146733,22.3477,-0.1604315,0.2568392,-0.6246379,0.5322087,NA
5020,ENSG00000146731,323.7119,-0.2320459,0.08484645,-2.734893,0.006240061,0.04088154
5021,ENSG00000129103,316.1238,-0.1482767,0.08510538,-1.742272,0.08146088,0.219523
5022,ENSG00000164776,50.74093,-0.1423629,0.2024336,-0.7032573,0.4818954,0.6662857
5023,ENSG00000106153,318.3262,0.1641737,0.1162853,1.411818,0.1580034,0.3378061
5024,ENSG00000234444,240.5523,0.08579752,0.1035348,0.8286829,0.4072839,0.6030151
5025,ENSG00000173041,56.69164,-0.2370348,0.1902207,-1.246104,0.2127262,0.4062325
5026,ENSG00000196247,231.4492,0.4612579,0.1594825,2.892215,0.003825356,0.02981764
5027,ENSG00000197008,48.94724,-0.0517244,0.17462,-0.2962112,0.7670688,0.8716053
5028,ENSG00000198039,41.13064,0.1684263,0.1864928,0.9031247,0.3664597,0.5666062
5029,ENSG00000152926,340.7247,0.2306057,0.1869345,1.233617,0.2173455,0.4116976
5030,ENSG00000213462,489.4925,0.4044049,0.1538819,2.628021,0.008588329,0.05027397
5031,ENSG00000146757,46.89685,-0.05847631,0.1920848,-0.3044298,0.7608005,0.8676808
5032,ENSG00000196715,112.6853,0.000745325,0.1112945,0.006696877,0.9946567,0.996835
5033,ENSG00000169919,292.4641,-0.00291845,0.09094007,-0.03209201,0.9743987,0.9874478
5034,ENSG00000126522,72.07207,0.05426627,0.1372913,0.3952636,0.6926484,0.823851
5035,ENSG00000241258,159.0116,0.164267,0.1043574,1.574081,0.1154688,0.2742416
5036,ENSG00000169902,158.6944,2.036704,0.2750137,7.405827,1.30E-13,2.70E-10
5037,ENSG00000243335,241.6024,-0.355798,0.09769867,-3.64179,0.000270749,0.005415185
5038,ENSG00000154710,47.01212,0.1329432,0.1776912,0.7481698,0.4543578,0.6427848
5039,ENSG00000106609,620.6638,-0.005773128,0.05888678,-0.09803776,0.9219023,0.9610487
5040,ENSG00000126524,43.07407,-0.1754139,0.2247583,-0.780456,0.4351225,0.6244725
5041,ENSG00000198874,140.3399,-0.3428094,0.1175344,-2.916672,0.003537877,0.02845397
5042,ENSG00000158321,164.2575,-0.07310347,0.1941319,-0.376566,0.7064961,0.8319125
5043,ENSG00000277149,50.07507,-0.200896,0.1552226,-1.294245,0.195581,0.3856234
5044,ENSG00000196313,569.6033,-0.1143974,0.0758155,-1.508892,0.1313264,0.2979779
5045,ENSG00000155428,7.363566,0.03544002,0.4670806,0.07587559,0.9395181,NA
5046,ENSG00000130305,181.9643,0.2891372,0.09570326,3.021184,0.002517881,0.02269815
5047,ENSG00000009954,562.7693,-0.1734557,0.08221102,-2.109883,0.03486842,0.126702
5048,ENSG00000106635,192.0631,-0.005375678,0.08614765,-0.06240075,0.9502437,0.9749502
5049,ENSG00000106638,117.6694,-0.2465143,0.1048932,-2.350145,0.01876611,0.08454944
5050,ENSG00000176410,41.93065,-0.1255638,0.1769318,-0.7096735,0.4779066,0.6629811
5051,ENSG00000071462,146.8542,-0.1037874,0.1055836,-0.9829882,0.3256132,0.5272778
5052,ENSG00000106089,20.8479,0.1201923,0.2502975,0.4801978,0.6310867,NA
5053,ENSG00000106077,64.94482,0.3786846,0.1485883,2.548549,0.0108172,0.05859033
5054,ENSG00000165171,8.865974,-0.9027493,0.4895139,-1.844175,0.06515764,NA
5055,ENSG00000106683,346.2181,0.2335035,0.1115598,2.09308,0.03634206,0.1299166
5056,ENSG00000106682,1097.805,0.1385536,0.05624816,2.463255,0.01376819,0.06885425
5057,ENSG00000086730,1104.675,0.3762202,0.1163835,3.23259,0.001226735,0.01443341
5058,ENSG00000049541,111.7946,0.2225717,0.1260354,1.765947,0.07740477,0.213419
5059,ENSG00000106665,203.838,0.04543006,0.1424127,0.3190028,0.7497244,0.8613978
5060,ENSG00000263001,187.1244,-0.07938161,0.1011422,-0.7848512,0.4325408,0.6231449
5061,ENSG00000158517,3075.593,0.4172812,0.1415778,2.947363,0.003204967,0.02664466
5062,ENSG00000196275,41.45258,0.133783,0.2151237,0.6218889,0.534015,0.7052721
5063,ENSG00000274070,86.30647,0.2193142,0.2101134,1.04379,0.2965826,0.4975198
5064,ENSG00000274523,226.6942,-0.1219277,0.09457666,-1.289194,0.1973305,0.3875948
5065,ENSG00000174428,131.5368,-0.2024764,0.1231496,-1.64415,0.1001452,0.2512598
5066,ENSG00000178809,10.04343,-0.02388641,0.3543377,-0.06741143,0.9462542,NA
5067,ENSG00000272391,633.2261,-0.03641537,0.07508123,-0.485013,0.6276672,0.7787249
5068,ENSG00000170092,93.33509,-0.110963,0.1292433,-0.8585587,0.390584,0.5891437
5069,ENSG00000127946,584.2409,0.07010894,0.1951805,0.3592006,0.719445,0.8409614
5070,ENSG00000005486,343.2451,0.228155,0.09673022,2.358673,0.0183404,0.08313726
5071,ENSG00000127948,501.1857,0.3874089,0.1035319,3.741928,0.000182614,0.004036583
5072,ENSG00000189077,235.7251,0.5556332,0.1278219,4.346932,1.38E-05,0.000761284
5073,ENSG00000127952,104.7078,0.2820428,0.1412323,1.997013,0.04582374,0.1511469
5074,ENSG00000146701,361.0415,-0.07706315,0.07816976,-0.9858434,0.32421,0.5259913
5075,ENSG00000106211,221.8087,-0.295432,0.1910304,-1.546518,0.1219795,0.2839339
5076,ENSG00000170027,523.262,0.06880946,0.08594804,0.8005938,0.4233669,0.6151452
5077,ENSG00000146700,13.18144,0.2591381,0.3502867,0.7397885,0.4594283,NA
5078,ENSG00000188372,12.90943,-0.2382485,0.3518356,-0.6771585,0.4983054,NA
5079,ENSG00000091073,377.9365,0.2295181,0.09345422,2.455942,0.01405159,0.06977172
5080,ENSG00000243566,25.43357,0.492498,0.2689565,1.831144,0.06707905,NA
5081,ENSG00000185040,14.82464,0.3020501,0.3022493,0.9993407,0.3176297,NA
5082,ENSG00000146707,47.91779,-0.06780631,0.1888895,-0.3589734,0.719615,0.8410653
5083,ENSG00000135205,68.59024,-0.2237474,0.1632795,-1.370333,0.1705829,0.3540154
5084,ENSG00000127951,2878.202,-0.1060933,0.1110622,-0.9552597,0.3394464,0.5408832
5085,ENSG00000186088,345.5333,0.007973081,0.104511,0.0762894,0.9391889,0.968981
5086,ENSG00000127947,645.2965,0.3634061,0.1000372,3.632708,0.000280462,0.005538191
5087,ENSG00000187257,610.9263,0.259372,0.0815746,3.179569,0.001474945,0.01618069
5088,ENSG00000135211,36.22149,0.08466657,0.1561834,0.5420973,0.5877515,0.7491011
5089,ENSG00000006576,260.9682,-0.1627255,0.1103229,-1.474992,0.1402147,0.3113312
5090,ENSG00000127955,8.239718,0.05157458,0.4305913,0.1197762,0.9046605,NA
5091,ENSG00000135218,598.7838,-0.1287424,0.1574418,-0.8177146,0.4135202,0.6070482
5092,ENSG00000075223,64.86865,0.05211292,0.1714776,0.3039052,0.7612001,0.8679526
5093,ENSG00000019991,59.80973,0.03857994,0.1687735,0.22859,0.8191876,0.9021157
5094,ENSG00000164659,44.65395,0.0191068,0.2399965,0.07961284,0.9365452,0.9676315
5095,ENSG00000135164,665.7197,-0.06400171,0.07206913,-0.88806,0.3745085,0.5737446
5096,ENSG00000135185,194.3203,-0.02548825,0.1151042,-0.2214364,0.8247527,0.9056467
5097,ENSG00000005469,49.54216,-0.2457488,0.1755297,-1.400041,0.1615011,0.342179
5098,ENSG00000005471,34.4502,-0.02746444,0.3413527,-0.08045766,0.9358733,NA
5099,ENSG00000085563,71.02644,-0.07153073,0.2067925,-0.3459058,0.7294135,0.8468328
5100,ENSG00000105784,10.42324,-0.2783128,0.4002651,-0.6953212,0.486854,NA
5101,ENSG00000075303,143.2649,0.05029935,0.1248323,0.4029355,0.6869957,0.8206112
5102,ENSG00000006634,41.74826,-0.01927207,0.2080896,-0.09261429,0.92621,0.9626289
5103,ENSG00000008277,68.21564,-0.04429319,0.1910822,-0.2318018,0.816692,0.9009591
5104,ENSG00000075142,94.65951,-0.1447649,0.1186646,-1.21995,0.2224837,0.4167098
5105,ENSG00000127954,1171.808,0.3701626,0.1481565,2.498457,0.01247352,0.06452742
5106,ENSG00000105793,107.8802,-0.02746846,0.1147799,-0.2393142,0.8108619,0.8990836
5107,ENSG00000157224,8.99296,0.7700811,0.4322721,1.781473,0.07483521,NA
5108,ENSG00000058091,219.3274,0.5915289,0.1390117,4.255246,2.09E-05,0.00097956
5109,ENSG00000157240,112.1351,-0.4017603,0.1758769,-2.284327,0.02235231,0.09478703
5110,ENSG00000127989,76.61907,-0.1167995,0.1511946,-0.7725111,0.4398118,0.6286404
5111,ENSG00000127914,576.9071,-0.2484656,0.08746599,-2.840711,0.004501307,0.03307232
5112,ENSG00000001630,5.61035,0.3436561,0.4697262,0.7316094,0.464407,NA
5113,ENSG00000001631,201.1076,-0.2474073,0.1058939,-2.33637,0.01947196,0.08671212
5114,ENSG00000001629,273.676,-0.079409,0.09270546,-0.8565731,0.3916809,0.5896828
5115,ENSG00000157259,174.0225,-0.02101124,0.0889728,-0.2361535,0.8133136,0.899949
5116,ENSG00000242950,35.89637,-0.007889434,0.2288053,-0.034481,0.9724936,0.986192
5117,ENSG00000127980,119.7541,0.1068471,0.1050515,1.017093,0.3091092,0.5098703
5118,ENSG00000127993,97.40195,0.04895588,0.1356559,0.3608828,0.718187,0.8396803
5119,ENSG00000234545,92.9449,-0.4947608,0.1475245,-3.353753,0.000797235,0.01084638
5120,ENSG00000105810,350.3104,-0.2458201,0.1214915,-2.023352,0.04303682,0.1458525
5121,ENSG00000205413,619.2869,0.01547387,0.1529276,0.1011843,0.9194042,0.9600479
5122,ENSG00000177409,874.4106,0.137374,0.1761101,0.7800465,0.4353635,0.6245498
5123,ENSG00000188175,13.76489,-0.007520648,0.4425838,-0.0169926,0.9864425,NA
5124,ENSG00000004766,163.7967,-0.1213766,0.1174872,-1.033104,0.301555,0.5025989
5125,ENSG00000127920,55.68763,0.1284592,0.2606569,0.4928288,0.6221336,0.7750425
5126,ENSG00000105829,61.22115,-0.3618955,0.1511947,-2.393572,0.01668522,0.0782065
5127,ENSG00000127995,135.0448,-0.1851422,0.1258208,-1.471475,0.1411626,0.3128111
5128,ENSG00000127990,11.68439,-0.4233994,0.3912939,-1.08205,0.2792305,NA
5129,ENSG00000242265,13.45277,0.4277725,0.4035393,1.060052,0.289121,NA
5130,ENSG00000158528,12.26771,0.4296258,0.4291163,1.001187,0.3167363,NA
5131,ENSG00000105854,25.44395,-0.2870465,0.2320959,-1.236758,0.2161769,NA
5132,ENSG00000004799,171.1096,-0.1125664,0.1920225,-0.5862146,0.5577313,0.7249249
5133,ENSG00000004864,104.4479,0.0229588,0.1361588,0.1686179,0.8660972,0.9302559
5134,ENSG00000127922,92.43829,-0.2906996,0.1352789,-2.148891,0.03164303,0.1192018
5135,ENSG00000196636,24.85024,0.4056252,0.2407127,1.685101,0.09196904,NA
5136,ENSG00000070669,66.75065,-0.2059905,0.1663628,-1.2382,0.2156418,0.4098688
5137,ENSG00000164715,792.3336,0.27984,0.1075889,2.601011,0.00929496,0.05291645
5138,ENSG00000205356,758.2267,-0.1019277,0.06715068,-1.517896,0.1290407,0.2945528
5139,ENSG00000164713,589.344,0.3751236,0.1049169,3.575434,0.000349648,0.006381687
5140,ENSG00000006453,97.69056,0.1287732,0.1572816,0.8187429,0.4129331,0.6070482
5141,ENSG00000196367,1307.303,-0.2179785,0.06613722,-3.295852,0.000981237,0.0124358
5142,ENSG00000198742,325.4451,0.02176031,0.06525811,0.33345,0.7387946,0.8534281
5143,ENSG00000241685,299.9553,0.08785624,0.07704234,1.140363,0.2541351,0.4508566
5144,ENSG00000130429,854.918,0.2124454,0.06937503,3.062274,0.002196624,0.0207755
5145,ENSG00000106244,570.6236,0.1259634,0.06509265,1.935141,0.05297304,0.1662645
5146,ENSG00000106245,60.90359,0.1180152,0.1593517,0.7405958,0.4589386,0.6465789
5147,ENSG00000106246,22.13928,-0.1532188,0.219525,-0.697956,0.4852047,NA
5148,ENSG00000160917,139.3038,0.01847668,0.1066789,0.173199,0.862495,0.9280214
5149,ENSG00000241468,59.44406,-0.1071083,0.1579856,-0.6779626,0.4977954,0.6789429
5150,ENSG00000198556,162.8507,-0.06942958,0.1138624,-0.6097674,0.5420159,0.712087
5151,ENSG00000160908,448.7355,0.01193416,0.06526699,0.1828514,0.8549146,0.9240312
5152,ENSG00000196652,107.6586,-0.007314975,0.1208533,-0.06052771,0.9517353,0.9751388
5153,ENSG00000221909,31.05951,-0.4295585,0.2276184,-1.887187,0.05913517,NA
5154,ENSG00000197343,598.2731,-0.01568659,0.06370226,-0.2462486,0.8054898,0.8956894
5155,ENSG00000197037,278.409,-0.1170508,0.08945049,-1.308554,0.1906855,0.3805268
5156,ENSG00000106258,72.05927,-0.2428139,0.1840533,-1.319259,0.1870825,0.3757929
5157,ENSG00000160868,5.794662,0.123558,0.5303801,0.2329612,0.8157916,NA
5158,ENSG00000146833,375.1154,-0.008266885,0.08250903,-0.1001937,0.9201905,0.9602828
5159,ENSG00000106261,586.3525,-0.005473446,0.05729535,-0.09553036,0.9238936,0.9617621
5160,ENSG00000166529,18.7599,0.1388282,0.2579889,0.5381171,0.5904962,NA
5161,ENSG00000166526,151.6055,-0.08084178,0.09813248,-0.8238025,0.4100518,0.6050394
5162,ENSG00000168090,151.1206,-0.1371853,0.105127,-1.304949,0.1919102,0.3818323
5163,ENSG00000166508,267.6562,0.03506302,0.0907385,0.3864184,0.6991868,0.8276399
5164,ENSG00000221838,32.19781,0.1609819,0.2164279,0.7438132,0.4569895,NA
5165,ENSG00000106290,109.2709,-0.2975015,0.1102934,-2.697363,0.006989095,0.04401941
5166,ENSG00000166997,102.4857,-0.2501251,0.1246681,-2.006329,0.04482117,0.1488821
5167,ENSG00000214309,25.32179,0.1733196,0.2430741,0.7130319,0.475826,NA
5168,ENSG00000188186,437.5505,0.1509516,0.09475281,1.59311,0.1111356,0.2676873
5169,ENSG00000146826,434.0575,0.3897859,0.09908371,3.933905,8.36E-05,0.002360872
5170,ENSG00000197093,44.12427,-0.6335376,0.224664,-2.819934,0.004803347,0.03441348
5171,ENSG00000213420,30.30148,-0.6617381,0.2772017,-2.387208,0.0169769,NA
5172,ENSG00000066923,67.55033,0.4040763,0.1606625,2.515064,0.01190109,0.06301257
5173,ENSG00000239521,236.7117,-0.07079286,0.1003798,-0.7052499,0.4806547,0.6652801
5174,ENSG00000213413,8.64092,0.6760854,0.4353792,1.552866,0.1204552,NA
5175,ENSG00000214300,59.61698,-0.2167317,0.1662643,-1.303538,0.1923913,0.3823851
5176,ENSG00000121716,68.40719,0.3295948,0.1755527,1.877469,0.06045383,0.1825058
5177,ENSG00000085514,1068.228,0.2325827,0.1194399,1.947278,0.05150147,0.1630684
5178,ENSG00000078487,202.9282,0.1140041,0.1116947,1.020676,0.3074079,0.5078722
5179,ENSG00000146834,348.5478,-0.03307068,0.08183637,-0.4041074,0.6861337,0.8199322
5180,ENSG00000160813,41.89654,0.02579678,0.2018057,0.1278298,0.8982837,0.9495445
5181,ENSG00000166925,1495.872,0.3195799,0.08764524,3.646289,0.000266055,0.005366126
5182,ENSG00000106351,222.1241,-0.2393244,0.1229698,-1.946204,0.0516302,0.1633094
5183,ENSG00000077454,491.5132,0.2196106,0.08631301,2.544351,0.01094811,0.05917574
5184,ENSG00000106336,42.51848,0.2563931,0.1794093,1.429096,0.1529766,0.3303287
5185,ENSG00000106333,13.37312,0.5313114,0.289605,1.834607,0.06656395,NA
5186,ENSG00000106330,58.34341,0.2182163,0.1585229,1.37656,0.1686483,0.3519985
5187,ENSG00000106327,92.98948,-0.07007333,0.246788,-0.2839414,0.7764553,0.8777262
5188,ENSG00000172354,2721.246,0.4319884,0.1118346,3.862744,0.000112121,0.002972771
5189,ENSG00000146830,778.1697,-0.02746317,0.07050101,-0.3895429,0.6968745,0.8264125
5190,ENSG00000172336,59.04033,0.2353095,0.1700385,1.38386,0.1664012,0.3493085
5191,ENSG00000196411,226.3117,0.416253,0.1913847,2.174954,0.02963355,0.1137819
5192,ENSG00000146828,1517.1,0.2944,0.1057824,2.78307,0.005384711,0.03725781
5193,ENSG00000087077,36.64583,0.08190443,0.2039234,0.4016431,0.6879467,0.821314
5194,ENSG00000087087,440.0783,-0.1726299,0.07456193,-2.315255,0.02059899,0.09006737
5195,ENSG00000176125,29.08686,0.3037974,0.227871,1.333199,0.1824665,NA
5196,ENSG00000087085,37.20618,0.5404477,0.3914383,1.380671,0.16738,0.3504804
5197,ENSG00000169894,13.63706,2.428194,0.7600443,3.194806,0.001399248,NA
5198,ENSG00000205277,27.3841,-0.3920542,0.3470815,-1.129574,0.2586558,NA
5199,ENSG00000169871,1494.812,0.1450905,0.06867293,2.112776,0.03461998,0.1262862
5200,ENSG00000106366,13.45527,0.8518296,0.400258,2.128202,0.03332037,NA
5201,ENSG00000106367,40.54522,-0.0410281,0.1855382,-0.2211302,0.824991,0.9057123
5202,ENSG00000106397,165.8501,-0.03910312,0.1162154,-0.3364711,0.7365156,0.8519342
5203,ENSG00000106400,161.8666,0.06667745,0.09098056,0.7328758,0.4636342,0.651022
5204,ENSG00000106404,133.4136,-0.0943863,0.1217955,-0.7749571,0.438365,0.6271778
5205,ENSG00000214253,436.8449,0.09713222,0.1497617,0.6485784,0.5166109,0.6936544
5206,ENSG00000128581,6.808398,-0.4591323,0.4547176,-1.009709,0.3126349,NA
5207,ENSG00000257923,1270.697,0.08194319,0.07624965,1.07467,0.2825227,0.4830001
5208,ENSG00000160999,410.9771,0.256353,0.1283151,1.99784,0.045734,0.1510431
5209,ENSG00000260097,109.9119,-0.07989734,0.1724474,-0.4633143,0.6431391,0.7892916
5210,ENSG00000128563,172.2779,0.01618726,0.09567662,0.1691872,0.8656494,0.930231
5211,ENSG00000160991,1730.418,0.4390374,0.1217601,3.605756,0.000311246,0.005916606
5212,ENSG00000160993,118.7132,0.3688444,0.1252486,2.944899,0.003230606,0.0268148
5213,ENSG00000161036,202.2402,0.3042126,0.1002525,3.034465,0.002409627,0.02200934
5214,ENSG00000005075,146.2825,0.2449439,0.1181304,2.073505,0.03812533,0.1343001
5215,ENSG00000170667,8.415492,-0.6679616,0.4464802,-1.496061,0.1346377,NA
5216,ENSG00000168255,262.3254,-0.1296637,0.1485509,-0.8728573,0.3827408,0.5823121
5217,ENSG00000205238,120.8803,-0.2474205,0.1858526,-1.331273,0.1830992,0.3705231
5218,ENSG00000105808,22.70229,-0.615189,0.2594763,-2.370887,0.01774544,NA
5219,ENSG00000173678,29.94133,-0.4986426,0.2645996,-1.884517,0.05949503,NA
5220,ENSG00000228049,56.99667,-0.2435215,0.1910619,-1.274568,0.2024622,0.3944607
5221,ENSG00000222011,90.13672,0.0790651,0.1340336,0.58989,0.5552644,0.7228966
5222,ENSG00000161040,102.1571,0.2964859,0.1967591,1.506847,0.1318498,0.2986426
5223,ENSG00000128606,15.62371,0.4015696,0.3799369,1.056938,0.2905399,NA
5224,ENSG00000230257,59.43343,0.8786052,0.2647197,3.319002,0.000903399,0.01185512
5225,ENSG00000170632,138.6936,-0.01189555,0.1266609,-0.09391646,0.9251755,0.9624982
5226,ENSG00000161048,95.42543,-0.1997819,0.1294731,-1.543038,0.1228217,0.285343
5227,ENSG00000105819,204.0999,-0.1410204,0.09996588,-1.410686,0.1583374,0.3382949
5228,ENSG00000105821,119.5109,-0.07016316,0.1266161,-0.5541407,0.5794826,0.7424514
5229,ENSG00000161057,127.7427,-0.2060409,0.1240317,-1.661196,0.09667418,0.2460646
5230,ENSG00000189056,6.286036,0.5590647,0.6460028,0.8654214,0.3868075,NA
5231,ENSG00000164815,76.77682,0.008811393,0.1437368,0.06130228,0.9511185,0.9751388
5232,ENSG00000005483,1365.111,0.007044829,0.06485791,0.1086194,0.9135043,0.9564993
5233,ENSG00000135250,876.2008,0.1468939,0.08339188,1.761489,0.07815568,0.2147351
5234,ENSG00000091127,34.73534,-0.05154551,0.2196954,-0.2346226,0.8145017,NA
5235,ENSG00000135249,80.44577,-0.1678955,0.1193515,-1.406732,0.159507,0.3392828
5236,ENSG00000185055,5.843256,-0.4329878,0.5588269,-0.7748156,0.4384486,NA
5237,ENSG00000146776,316.6866,-0.2208321,0.09092405,-2.428754,0.01515082,0.07325959
5238,ENSG00000128536,61.46126,-0.85271,0.2034453,-4.191348,2.77E-05,0.001145336
5239,ENSG00000008282,176.159,0.08471184,0.092323,0.9175594,0.3588496,0.5601471
5240,ENSG00000105835,7435.719,0.5710659,0.1600596,3.567833,0.000359946,0.006475477
5241,ENSG00000253276,202.5374,0.6447624,0.1421157,4.536882,5.71E-06,0.000402634
5242,ENSG00000105851,1160.899,0.1534103,0.08086426,1.897133,0.05781038,0.1769995
5243,ENSG00000005249,328.3152,0.3436555,0.2315913,1.483888,0.1378387,0.3078812
5244,ENSG00000105856,704.6926,0.1961877,0.07470174,2.626281,0.008632363,0.05044628
5245,ENSG00000164597,366.1622,0.02530796,0.09867806,0.25647,0.7975879,0.8910123
5246,ENSG00000172209,35.7188,0.04314042,0.2252039,0.1915616,0.8480856,0.9209284
5247,ENSG00000105865,20.07616,-0.1121598,0.2640093,-0.4248327,0.6709587,NA
5248,ENSG00000075790,91.52109,-0.007403484,0.125117,-0.0591725,0.9528147,0.9754918
5249,ENSG00000105879,257.6563,-0.06813265,0.08265799,-0.8242718,0.4097851,0.6049043
5250,ENSG00000091138,6.101205,-1.136258,0.5665682,-2.005509,0.04490867,NA
5251,ENSG00000091140,227.5819,0.1399958,0.09128641,1.533589,0.1251308,0.2887793
5252,ENSG00000091136,63.51224,0.3244575,0.1855613,1.748519,0.08037412,0.2178664
5253,ENSG00000091129,12.62567,-0.1321993,0.4235484,-0.3121234,0.7549468,NA
5254,ENSG00000135241,198.3331,0.1221158,0.1183807,1.031551,0.3022823,0.5030921
5255,ENSG00000177683,129.3412,0.157918,0.152244,1.037269,0.2996106,0.5002517
5256,ENSG00000128590,56.60649,-0.08262274,0.1594936,-0.5180318,0.6044361,0.7606444
5257,ENSG00000184903,43.15844,-0.2412107,0.2266204,-1.064382,0.2871556,0.4873841
5258,ENSG00000173114,62.03954,-0.1301627,0.2720971,-0.4783685,0.6323879,0.7820998
5259,ENSG00000128512,324.1137,0.5473503,0.1854209,2.951934,0.003157908,0.02642294
5260,ENSG00000198839,64.87179,-0.2385779,0.1486462,-1.605005,0.1084927,0.2638387
5261,ENSG00000006652,776.2418,0.3965732,0.1234955,3.211237,0.00132165,0.01504012
5262,ENSG00000181016,52.65055,0.7682303,0.2361548,3.253079,0.001141616,0.01379408
5263,ENSG00000146802,244.9578,-0.2560937,0.1020112,-2.510445,0.0120579,0.06324399
5264,ENSG00000164603,143.1806,0.1916824,0.1203025,1.593336,0.1110848,0.2676311
5265,ENSG00000214194,16.41793,-0.6428039,0.2918113,-2.202806,0.02760839,NA
5266,ENSG00000135272,365.6249,-0.2039008,0.1004348,-2.030181,0.04233818,0.1441596
5267,ENSG00000105967,157.8185,0.08466621,0.1882422,0.4497727,0.6528743,0.7959615
5268,ENSG00000135269,387.3021,0.1825103,0.08345672,2.186886,0.02875087,0.1116749
5269,ENSG00000105971,6.646925,-0.1493941,0.6002273,-0.2488958,0.8034413,NA
5270,ENSG00000198898,502.2742,0.2664889,0.1204188,2.213017,0.02689647,0.1068746
5271,ENSG00000004866,25.93812,-0.2667807,0.2309585,-1.155102,0.2480485,NA
5272,ENSG00000128534,163.1926,-0.01014115,0.1262633,-0.08031746,0.9359848,0.9674331
5273,ENSG00000071243,117.4237,0.08573636,0.1196252,0.7167083,0.4735541,0.6596518
5274,ENSG00000106034,64.90206,-0.2901552,0.1943164,-1.49321,0.1353822,0.3040527
5275,ENSG00000002745,19.85524,0.4017549,0.3495389,1.149385,0.2503972,NA
5276,ENSG00000196937,85.46544,-0.05380119,0.1646818,-0.3266978,0.7438964,0.8573397
5277,ENSG00000008311,16.74571,-0.04108577,0.3109389,-0.1321345,0.8948779,NA
5278,ENSG00000128609,70.6382,-0.2197701,0.1464001,-1.501161,0.1333139,0.300776
5279,ENSG00000106299,125.8208,-0.02998372,0.1100205,-0.2725284,0.7852157,0.8832825
5280,ENSG00000128513,72.93836,-0.4402733,0.1470295,-2.994455,0.002749353,0.02408026
5281,ENSG00000048405,446.2984,-0.1068192,0.0688638,-1.551166,0.1208618,0.2823286
5282,ENSG00000179562,320.6504,0.1656017,0.08569656,1.932419,0.05330777,0.1669108
5283,ENSG00000004059,336.8423,0.3228741,0.09073222,3.558538,0.000372925,0.006609407
5284,ENSG00000106328,5.532466,0.6278894,0.5544445,1.132466,0.2574387,NA
