AIHnosteroid.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2319,ENSG00000131368,166.791166,-0.103150677,0.12574528,-0.820314507,0.412036838,0.762904243
2320,ENSG00000131381,248.0600252,0.103342225,0.088970974,1.161527413,0.245427482,0.651677946
2321,ENSG00000131375,376.2994416,-0.066769629,0.082782382,-0.806568103,0.419915357,0.767856917
2322,ENSG00000131370,213.0126556,0.08259455,0.102664459,0.80450967,0.421102687,0.768390391
2323,ENSG00000206562,53.78722038,0.001316643,0.170659498,0.007715031,0.993844357,0.997413873
2324,ENSG00000144597,102.4122886,0.029745103,0.135062964,0.220231383,0.825690957,0.946914306
2325,ENSG00000206561,44.39402819,-0.317854466,0.261360707,-1.216152457,0.223926851,0.635077896
2326,ENSG00000131373,67.80563789,-0.360445126,0.164004728,-2.197772768,0.027965303,0.352803385
2327,ENSG00000169814,74.26876117,-0.275418475,0.15189307,-1.813239246,0.069794929,0.466272868
2328,ENSG00000206560,258.6242214,-0.171912457,0.129606879,-1.326414596,0.184702407,0.602105441
2329,ENSG00000154813,80.69691785,0.032231429,0.159336707,0.202285021,0.83969391,0.951515778
2330,ENSG00000154814,630.5540058,-0.184104505,0.153138305,-1.202210679,0.229281913,0.641081406
2331,ENSG00000131378,649.5368438,-0.043578081,0.117270758,-0.37160228,0.710188992,0.90862451
2332,ENSG00000154822,848.0822832,0.162194711,0.084219132,1.925865369,0.054121187,0.426123227
2333,ENSG00000131374,547.119759,0.001671187,0.073056693,0.022875208,0.981749817,0.994679623
2334,ENSG00000182568,1113.73258,-0.09304303,0.090978089,-1.022697129,0.306451069,0.696797723
2335,ENSG00000183960,17.65735697,-0.675432378,0.379454816,-1.780007394,0.075074751,0.477460872
2336,ENSG00000144566,300.6618053,0.103027157,0.104108183,0.989616318,0.322361691,0.706420172
2337,ENSG00000183977,28.1276415,-0.322605285,0.231989745,-1.390601489,0.164346305,0.584745954
2338,ENSG00000114166,923.6168599,0.406811685,0.157290597,2.586370021,0.009699274,0.252801764
2339,ENSG00000129810,21.25258238,-0.256979093,0.30116861,-0.853273165,0.393507838,0.751700136
2340,ENSG00000151789,7.925272616,-0.52580186,0.605481275,-0.868403173,0.385173659,0.747301766
2341,ENSG00000182247,57.88278133,-0.062537198,0.190566678,-0.32816439,0.742787371,0.918614119
2342,ENSG00000170142,126.8929658,0.074980621,0.115215086,0.650788223,0.515183204,0.820956431
2343,ENSG00000197885,27.45304023,-0.189564248,0.220213162,-0.860821608,0.389336302,0.749250663
2344,ENSG00000174748,1304.370297,-0.042530751,0.123180463,-0.345271888,0.729889979,0.915364394
2345,ENSG00000174738,205.675969,-0.159454117,0.135246503,-1.178988837,0.238402621,0.647380813
2346,ENSG00000151090,13.4183254,-0.45803211,0.468763273,-0.9771075,0.328515935,0.711360194
2347,ENSG00000077092,17.27494965,-0.243091493,0.313354286,-0.775772039,0.437883596,0.777980102
2348,ENSG00000077097,769.2974611,0.013528217,0.069303158,0.195203464,0.845233667,0.953155912
2349,ENSG00000151092,239.707532,-0.138288342,0.092742122,-1.491106074,0.135933648,0.55612004
2350,ENSG00000151093,19.18190833,0.241395764,0.292653415,0.824852031,0.409455603,0.761452907
2351,ENSG00000163491,9.525777002,-0.846412757,0.470426238,-1.79924649,0.071979698,0.469605745
2352,ENSG00000033867,390.2592059,-0.156430564,0.122349174,-1.278558398,0.201052608,0.616921472
2353,ENSG00000163508,137.1581893,-0.443756409,0.197408358,-2.247910944,0.024581869,0.340781214
2354,ENSG00000187118,91.16748951,-0.231401033,0.170727028,-1.355386057,0.17529459,0.596410323
2355,ENSG00000163512,109.3171134,0.063169073,0.142259366,0.444041574,0.657012526,0.883412164
2356,ENSG00000206559,9.088970211,0.066190319,0.433206766,0.152791518,0.878562687,0.964890765
2357,ENSG00000163513,2708.3305,0.061138503,0.078255372,0.781269079,0.434644252,0.775990071
2358,ENSG00000163527,731.1349989,-0.060075974,0.067861898,-0.885268098,0.376012052,0.742157246
2359,ENSG00000144645,119.5283553,-0.536842904,0.267977105,-2.003316306,0.045143348,0.405380995
2360,ENSG00000197385,24.95070107,-0.68423417,0.432726398,-1.581216617,0.113828517,0.528915606
2361,ENSG00000152642,117.2102755,0.017695211,0.139015345,0.127289621,0.898711175,0.970543036
2362,ENSG00000170293,21.03543327,-0.429862349,0.335810037,-1.280075942,0.200518429,0.61657891
2363,ENSG00000153551,339.0274446,0.061309898,0.083746133,0.732092287,0.464112242,0.794003661
2364,ENSG00000091317,1199.916935,0.187137312,0.128242983,1.459240162,0.144499018,0.564457349
2365,ENSG00000144635,385.9369218,0.24651638,0.122937274,2.005220807,0.044939447,0.405380995
2366,ENSG00000182973,160.7301345,-0.046926451,0.11275796,-0.41616974,0.677285801,0.894325549
2367,ENSG00000183813,165.4509806,-0.093531835,0.187978796,-0.497565876,0.61879006,0.866310616
2368,ENSG00000170266,325.6173631,0.238299959,0.087935458,2.709941646,0.006729505,0.236853392
2369,ENSG00000188167,251.7372623,0.041452833,0.100810556,0.411195361,0.68092929,0.89498042
2370,ENSG00000170275,564.8001978,0.000853444,0.090559484,0.009424122,0.99248075,0.997030956
2371,ENSG00000153558,45.46148797,-0.128845626,0.184604591,-0.697954609,0.485205581,0.805283065
2372,ENSG00000153560,452.993328,-0.054407509,0.08069649,-0.674223989,0.50016892,0.813996014
2373,ENSG00000163539,404.5302494,0.00862152,0.078069704,0.110433617,0.912065494,0.975102258
2374,ENSG00000170248,848.4963865,0.119738079,0.058614116,2.042819842,0.041070276,0.394857928
2375,ENSG00000168016,3113.349109,0.175842927,0.117022025,1.502648136,0.132929803,0.553062725
2376,ENSG00000178567,355.5244934,-0.064808925,0.101104101,-0.641011838,0.521514992,0.823298611
2377,ENSG00000076242,154.6612386,0.015550686,0.102052976,0.152378566,0.878888362,0.965076296
2378,ENSG00000093167,393.6774806,0.114120576,0.087080746,1.310514457,0.190021857,0.607441805
2379,ENSG00000144674,485.8568613,-0.088437972,0.095696393,-0.924151564,0.35540741,0.729171211
2380,ENSG00000144668,20.66215669,0.412694857,0.344603045,1.19759492,0.231074755,0.642866817
2381,ENSG00000144677,71.92062866,-0.201807299,0.334525755,-0.603263861,0.54633317,0.833923232
2382,ENSG00000136059,181.0580503,-0.183024127,0.124253224,-1.472992978,0.140752929,0.560482684
2383,ENSG00000187091,136.6260079,-0.165079934,0.122347529,-1.349270679,0.17725004,0.597797836
2384,ENSG00000008226,130.1218711,0.016018684,0.129229058,0.123955741,0.901350318,0.971475891
2385,ENSG00000060971,501.7872292,0.109498761,0.088935804,1.231211224,0.218243874,0.629518296
2386,ENSG00000172936,1748.257049,0.262966748,0.113871262,2.30933375,0.020925068,0.327246651
2387,ENSG00000172939,422.5045773,0.263328211,0.096344645,2.733189895,0.006272416,0.228187358
2388,ENSG00000172940,7.259135773,-0.027080723,0.565926137,-0.047852046,0.961834158,0.989125574
2389,ENSG00000093217,22.84972737,-0.047326585,0.282015718,-0.167815415,0.866728495,0.960569226
2390,ENSG00000114739,89.51100531,-0.365065395,0.190900575,-1.912332612,0.055833545,0.431201376
2391,ENSG00000157036,107.4236602,-0.040313751,0.150334235,-0.268160817,0.788575534,0.933982949
2392,ENSG00000183873,10.73081364,-1.082971035,0.643162906,-1.683820732,0.092216319,0.499831514
2393,ENSG00000114742,279.6808066,0.111010541,0.080700107,1.375593488,0.168947524,0.591248774
2394,ENSG00000114745,210.7686794,0.006693814,0.101277626,0.066093709,0.94730322,0.986151665
2395,ENSG00000168026,66.67757633,0.023470774,0.172563573,0.136012332,0.891811532,0.968747796
2396,ENSG00000144655,386.5126852,0.295564004,0.162293493,1.821169768,0.068581054,0.46546511
2397,ENSG00000168329,861.2713696,0.088260748,0.158392762,0.557227151,0.577372241,0.847935481
2398,ENSG00000179934,8.258049219,0.320444407,0.560056185,0.57216475,0.567210366,0.844468454
2399,ENSG00000144659,246.2422743,0.158349729,0.14937728,1.060065687,0.289114717,0.683641263
2400,ENSG00000168028,1257.77945,-0.119336477,0.153788087,-0.775979982,0.437760805,0.777980102
2401,ENSG00000170011,26.44213892,-0.137610604,0.299338406,-0.45971583,0.645720206,0.879759149
2402,ENSG00000114784,458.2839404,0.306785212,0.222629891,1.378005487,0.168201594,0.590481565
2403,ENSG00000168032,11.08678395,-0.226212378,0.428228471,-0.528251607,0.597324715,0.856363169
2404,ENSG00000188846,1315.344339,0.126282859,0.107048451,1.179679458,0.238127727,0.647380813
2405,ENSG00000177873,105.126472,0.010935506,0.113482289,0.09636311,0.923232189,0.977964861
2406,ENSG00000177842,20.43110595,-0.351776532,0.30061333,-1.170196051,0.241922082,0.650577865
2407,ENSG00000172888,202.5895782,-0.094095605,0.107814495,-0.872754674,0.38279681,0.746542261
2408,ENSG00000168036,963.5870501,0.06579208,0.052312315,1.257678618,0.208508008,0.621360488
2409,ENSG00000168038,139.0369234,0.093320768,0.121932929,0.76534509,0.444066081,0.781130437
2410,ENSG00000182606,602.7693871,0.030755239,0.064199507,0.479057253,0.631897899,0.873732903
2411,ENSG00000114812,154.927712,-0.114148496,0.140695976,-0.811313154,0.417185858,0.765958601
2412,ENSG00000093183,179.0017506,-0.07416758,0.104626087,-0.708882289,0.478397527,0.801990646
2413,ENSG00000008324,33.66962867,0.124793057,0.232930114,0.535753214,0.592129121,0.855124251
2414,ENSG00000114857,1270.98563,-0.045997452,0.082161565,-0.559841475,0.575587571,0.847253113
2415,ENSG00000114853,155.443068,0.192679419,0.143383091,1.343808518,0.179010314,0.599578668
2416,ENSG00000244607,27.23941987,0.104706773,0.258844808,0.404515639,0.68583358,0.89622412
2417,ENSG00000181061,20.75788934,0.095005339,0.259059368,0.36673192,0.713818994,0.910521986
2418,ENSG00000144648,21.95488443,-0.170358273,0.388929952,-0.43801788,0.661373322,0.885765434
2419,ENSG00000182983,9.627976256,-0.040821583,0.446264821,-0.091473899,0.927116045,0.97994487
2420,ENSG00000144647,49.9254806,0.050663708,0.216639177,0.233862171,0.815091982,0.94303987
2421,ENSG00000163788,975.4937788,0.061582248,0.092215547,0.667807653,0.504256381,0.81596834
2422,ENSG00000160746,144.4688052,0.225802224,0.123539591,1.827772151,0.067583754,0.462973662
2423,ENSG00000011198,526.7155709,0.264662047,0.178697503,1.481061809,0.138590104,0.558382475
2424,ENSG00000179152,167.2068793,0.349580694,0.140243129,2.492676075,0.012678445,0.277895346
2425,ENSG00000185219,479.2583243,-0.046871985,0.071586416,-0.654760879,0.512621722,0.819807729
2426,ENSG00000178917,91.46513317,-0.106445466,0.148262593,-0.717952274,0.472786715,0.799246119
2427,ENSG00000196345,29.8557844,-0.194492553,0.228631562,-0.850681116,0.394946516,0.752150898
2428,ENSG00000144792,10.81309078,-0.681005988,0.433602406,-1.57057705,0.116280924,0.531168866
2429,ENSG00000186448,78.28487592,-0.105872891,0.163733941,-0.646615422,0.517880874,0.821615066
2430,ENSG00000169981,29.42298726,0.080160324,0.251131644,0.319196431,0.749577563,0.920879526
2431,ENSG00000196653,17.12672009,-0.553650785,0.315160059,-1.756728903,0.078964029,0.479425498
2432,ENSG00000186446,14.3611387,0.044881447,0.304767416,0.147264585,0.882923185,0.965836535
2433,ENSG00000163807,163.1090421,-0.192207361,0.118144149,-1.626888529,0.103760775,0.513961588
2434,ENSG00000163808,17.49573561,0.440368098,0.378825292,1.162456961,0.245049897,0.651677946
2435,ENSG00000169964,55.25512217,-0.27535727,0.175014518,-1.573339593,0.115640206,0.530798346
2436,ENSG00000163810,10.13890926,-0.217952298,0.430795774,-0.505929518,0.612906129,0.862917688
2437,ENSG00000163812,522.2730687,0.202371056,0.092757567,2.181720169,0.029130191,0.358540666
2438,ENSG00000075914,87.98052649,-0.134513298,0.134070568,-1.003302216,0.315715067,0.702320635
2439,ENSG00000163814,9.44013063,-0.380210122,0.490540447,-0.775084143,0.438289941,0.777980102
2440,ENSG00000249992,172.0220149,2.601851216,0.510590327,5.095770675,3.47E-07,0.002280712
2441,ENSG00000011376,126.0414922,-0.124096026,0.122836621,-1.010252685,0.312374243,0.699720025
2442,ENSG00000144791,533.2719741,0.013994036,0.087631942,0.159691043,0.873124457,0.962944532
2443,ENSG00000211456,438.0342118,-0.142097319,0.072364561,-1.963631316,0.049572863,0.416181553
2444,ENSG00000163818,45.01719215,-0.056504135,0.203045913,-0.278282553,0.780795468,0.931366901
2445,ENSG00000173585,18.54453972,-0.661716276,0.392376478,-1.686432072,0.091712608,0.49888583
2446,ENSG00000163820,552.1968813,-0.164328386,0.086832942,-1.892465955,0.058428926,0.439054936
2447,ENSG00000172215,108.848262,-0.262604744,0.162118962,-1.619827441,0.10526935,0.516199589
2448,ENSG00000173578,6.21891322,-0.915285279,0.618884542,-1.478927356,0.139159731,NA
2449,ENSG00000183625,215.5803669,0.158731185,0.231507297,0.685642252,0.492938731,0.809232982
2450,ENSG00000163823,616.3566527,0.271001756,0.180329613,1.502813388,0.132887173,0.553062725
2451,ENSG00000121807,578.0182105,0.124366902,0.159071038,0.781832466,0.434313038,0.775990071
2452,ENSG00000160791,108.215554,-0.00462042,0.1963508,-0.023531457,0.981226347,0.994679623
2453,ENSG00000121797,28.44111,0.720132011,0.216545772,3.325541776,0.000882469,0.137969786
2454,ENSG00000012223,588.7772848,0.144586171,0.494991008,0.29209858,0.770211252,0.927913437
2455,ENSG00000178038,87.48791355,-0.587300155,0.238236693,-2.465196048,0.01369383,0.286696839
2456,ENSG00000181585,9.047691812,-0.284941868,0.450985465,-0.631820515,0.527504167,0.825605224
2457,ENSG00000160799,277.2654398,-0.107983967,0.100989696,-1.069257271,0.284953758,0.679191256
2458,ENSG00000160796,4960.417336,-0.030215808,0.112556776,-0.268449479,0.788353358,0.933982949
2459,ENSG00000181555,1136.593059,0.057834764,0.053284222,1.085401316,0.27774395,0.673667262
2460,ENSG00000088727,23.77867474,-0.57769788,0.291134467,-1.984299167,0.047222499,0.409089596
2461,ENSG00000114648,312.4962234,0.105517491,0.097912963,1.077666199,0.281182748,0.675849114
2462,ENSG00000076201,380.9311692,-0.143813148,0.087575659,-1.642158903,0.100557077,0.50805701
2463,ENSG00000114650,965.2022509,-0.06965891,0.096841529,-0.719308235,0.471951023,0.799077639
2464,ENSG00000163832,77.66769479,-0.039686889,0.144469402,-0.27470792,0.783540646,0.932632944
2465,ENSG00000173473,666.2790636,0.082586958,0.059836357,1.380213665,0.167520868,0.589984327
2466,ENSG00000132153,402.9255296,-0.071678142,0.083020817,-0.86337553,0.387931029,0.748534535
2467,ENSG00000047849,471.6481185,0.157776415,0.110184125,1.43193418,0.152162659,0.56872448
2468,ENSG00000164047,73.53042267,0.256214622,0.390629184,0.655902407,0.51188692,0.819231162
2469,ENSG00000164048,149.385627,-0.072978906,0.125354859,-0.582178522,0.560446439,0.84130486
2470,ENSG00000172113,141.4523208,-0.261416593,0.104360037,-2.504949208,0.012246898,0.273534881
2471,ENSG00000164050,13.52397205,-0.768348379,0.404578871,-1.899131256,0.05754722,0.436732876
2472,ENSG00000164051,23.09214813,0.237821807,0.282217955,0.842688433,0.399402718,0.754510342
2473,ENSG00000232112,11.97369114,-0.007880287,0.317749137,-0.024800341,0.980214219,0.994679623
2474,ENSG00000164053,65.89707138,-0.297464691,0.15318951,-1.941808498,0.052160288,0.421033226
2475,ENSG00000213689,198.1623072,0.221891239,0.133311902,1.664451832,0.096022169,0.504020444
2476,ENSG00000164054,2223.314466,0.233892815,0.121118773,1.931102907,0.053470328,0.424180233
2477,ENSG00000114268,774.9505339,0.150535502,0.156069624,0.964540688,0.33477492,0.715211023
2478,ENSG00000114270,15.4840626,-0.81292446,0.417900805,-1.945256987,0.051744056,0.419996998
2479,ENSG00000010256,410.8383119,0.121346471,0.094633761,1.282274627,0.199746325,0.61597052
2480,ENSG00000225697,96.09593594,-0.06861153,0.151153582,-0.453919313,0.649886902,0.881529094
2481,ENSG00000008300,47.8034557,-0.563681257,0.254654761,-2.213511557,0.026862397,0.346886789
2482,ENSG00000213672,94.36008862,0.03415134,0.125843267,0.271379955,0.786098817,0.933607865
2483,ENSG00000068745,284.8625506,-0.019828675,0.077945497,-0.254391542,0.799193084,0.93716073
2484,ENSG00000114302,229.0667081,0.067185574,0.087710287,0.765994226,0.443679738,0.781014479
2485,ENSG00000178537,135.471263,0.043550615,0.149218852,0.291857327,0.770395712,0.927965412
2486,ENSG00000221883,17.77071216,-0.320544411,0.283776108,-1.129568,0.258658301,0.659548982
2487,ENSG00000177479,358.2471697,-0.06313135,0.080118353,-0.787976136,0.430710665,0.774411941
2488,ENSG00000178467,214.9012997,-0.290152843,0.125260209,-2.316400749,0.020536398,0.325337169
2489,ENSG00000178252,450.2808875,-0.190308423,0.107933833,-1.763195257,0.077867563,0.479425498
2490,ENSG00000178149,100.9516547,0.158733153,0.116522893,1.362248651,0.173119427,0.594613864
2491,ENSG00000178057,142.202748,0.080814437,0.140063385,0.576984746,0.56394976,0.843259957
2492,ENSG00000178035,236.9410599,-0.150388035,0.095069083,-1.581881617,0.113676598,0.528652537
2493,ENSG00000198218,531.9590544,0.014244224,0.06165028,0.231048812,0.817276881,0.94346078
2494,ENSG00000172053,518.2766446,-0.018033533,0.076772631,-0.234895337,0.814289969,0.942726257
2495,ENSG00000172046,638.1346661,-0.033384895,0.094019867,-0.355083409,0.722527106,0.913180825
2496,ENSG00000172037,17.51561055,-0.302239765,0.347357326,-0.870111964,0.38423922,0.746934142
2497,ENSG00000177352,210.1873288,0.072459892,0.113246604,0.63984163,0.522275565,0.823513626
2498,ENSG00000185909,82.21838638,0.260280477,0.222730659,1.16858846,0.24256948,0.650644407
2499,ENSG00000173421,21.27781856,0.494447993,0.324216806,1.525053554,0.127245741,0.546610835
2500,ENSG00000188315,219.6000886,0.081763829,0.149446996,0.547109217,0.5843037,0.850688848
2501,ENSG00000114316,1441.362029,0.123520498,0.097265606,1.26992986,0.204109616,0.618926711
2502,ENSG00000067560,2911.616213,0.196259375,0.101808045,1.927739347,0.053887555,0.425998817
2503,ENSG00000145022,143.5713262,-0.056814975,0.134001985,-0.423986073,0.67157597,0.891819103
2504,ENSG00000145020,135.7665731,-0.033942626,0.128335908,-0.264482687,0.791408004,0.934070298
2505,ENSG00000145029,95.67487087,0.009784491,0.130128953,0.075190732,0.940062958,0.984206519
2506,ENSG00000173402,140.1372221,0.018072148,0.117451348,0.153869224,0.87771285,0.964824596
2507,ENSG00000164061,31.57210389,-0.498773048,0.289883055,-1.720600908,0.085323269,0.486732787
2508,ENSG00000164062,456.8735942,-0.089395428,0.079085872,-1.130359009,0.258324979,0.659393965
2509,ENSG00000173531,60.13493275,0.01375355,0.185870237,0.07399544,0.941014013,0.984392744
2510,ENSG00000164068,905.0496622,0.411532288,0.218935847,1.879693496,0.060149863,0.443541912
2511,ENSG00000173540,113.6162562,-0.439956067,0.138780743,-3.170152135,0.001523591,0.151476213
2512,ENSG00000176095,873.2744433,0.109699989,0.111925697,0.980114416,0.327029644,0.709787191
2513,ENSG00000185614,24.44279847,-0.445569754,0.278314592,-1.600957215,0.109386396,0.521868026
2514,ENSG00000182179,640.2949385,-0.110785739,0.09371592,-1.182144284,0.237148456,0.647380813
2515,ENSG00000183763,10.5911567,0.488078475,0.374549622,1.303107643,0.192538015,0.610920934
2516,ENSG00000164077,67.01580096,-0.183241421,0.14722987,-1.244594058,0.213281006,0.625130807
2517,ENSG00000004534,501.6887738,-0.007704568,0.095376346,-0.080780699,0.935616358,0.9828857
2518,ENSG00000003756,957.6072745,-0.012699281,0.066680093,-0.190450859,0.848955847,0.95436413
2519,ENSG00000114353,5659.99878,0.194282937,0.099139019,1.959702035,0.050030627,0.416477847
2520,ENSG00000012171,13.53022457,-0.134625127,0.37966821,-0.354586249,0.722899579,0.913220486
2521,ENSG00000214706,153.509421,0.101313045,0.19672469,0.514999137,0.606553623,0.85981934
2522,ENSG00000186792,23.49696983,0.868243407,0.304203574,2.854152553,0.00431518,0.201491701
2523,ENSG00000243477,42.71592244,-0.623848645,0.198624694,-3.140841312,0.001684633,0.162678553
2524,ENSG00000114378,62.20694135,-0.047338257,0.163095365,-0.290248943,0.771625796,0.928467895
2525,ENSG00000068001,51.00950888,-0.127082609,0.183982474,-0.690732145,0.489733884,0.808441672
2526,ENSG00000114383,130.199156,0.006806223,0.11365982,0.059882403,0.952249295,0.987604468
2527,ENSG00000068028,458.0179846,-0.277455273,0.097410588,-2.848307136,0.004395248,0.201491701
2528,ENSG00000004838,39.34080799,-0.552441438,0.236285914,-2.338021037,0.019386157,0.320181131
2529,ENSG00000114388,89.69776527,-0.20584883,0.133769202,-1.538835743,0.123844402,0.541322231
2530,ENSG00000114395,82.37026813,-0.135452569,0.149433983,-0.90643752,0.364704321,0.734836123
2531,ENSG00000126062,185.946477,0.119477542,0.106345783,1.123481711,0.261232964,0.661800253
2532,ENSG00000007402,53.02913785,-0.492160184,0.340448192,-1.445624314,0.148282603,0.565852381
2533,ENSG00000088543,44.55975021,-0.374961916,0.202665444,-1.850152193,0.064291617,0.455053759
2534,ENSG00000114735,337.2468079,-0.28297277,0.108580809,-2.606102982,0.009157892,0.252801764
2535,ENSG00000114737,537.2974162,0.192403736,0.125516553,1.532895315,0.12530165,0.544715847
2536,ENSG00000114738,1103.374815,0.145850256,0.080469287,1.812495945,0.0699096,0.466272868
2537,ENSG00000088538,37.29836577,-0.270812708,0.250184483,-1.082452057,0.279051708,0.673884567
2538,ENSG00000145050,69.42640035,0.066484649,0.145172719,0.457969304,0.646974494,0.880244066
2539,ENSG00000259956,537.5037264,0.068283078,0.075993428,0.898539257,0.368898126,0.738077253
2540,ENSG00000145041,241.950608,-0.136589664,0.108099706,-1.263552592,0.206390659,0.619869045
2541,ENSG00000164080,317.0265255,-0.07553818,0.094723686,-0.797458199,0.425184971,0.770329302
2542,ENSG00000164081,228.9965381,-0.151510488,0.096129267,-1.576111979,0.114999999,0.530329051
2543,ENSG00000164082,13.46588688,-0.333781919,0.339385273,-0.983489695,0.325366485,0.708277481
2544,ENSG00000114767,51.3381224,-0.174609024,0.188322597,-0.927180416,0.353832869,0.728118727
2545,ENSG00000041880,39.03402547,-0.047706635,0.230015296,-0.207406361,0.835692515,0.950757606
2546,ENSG00000090097,38.29233792,-0.399406604,0.235529975,-1.695778233,0.089927886,0.494954985
2547,ENSG00000114779,136.882694,-0.033433587,0.130957892,-0.255300286,0.798491179,0.936804061
2548,ENSG00000248487,24.20516623,-0.67399369,0.239274201,-2.816825577,0.004850086,0.203269725
2549,ENSG00000162244,1485.409864,0.192459448,0.119203695,1.614542633,0.106409777,0.517286293
2550,ENSG00000164086,379.173518,-0.028762923,0.091085568,-0.315779142,0.752170151,0.922329375
2551,ENSG00000164087,18.7008084,-0.829657187,0.310088159,-2.675552624,0.007460616,0.240654894
2552,ENSG00000023330,261.6976778,-0.020912598,0.105795855,-0.197669348,0.843303773,0.95220604
2553,ENSG00000239732,18.60223434,0.258280603,0.315515647,0.818598399,0.413015581,0.763515113
2554,ENSG00000247596,352.1822461,0.008767161,0.10168667,0.086217409,0.931293591,0.981415002
2555,ENSG00000164088,671.1998591,0.000938783,0.079312559,0.011836496,0.990556063,0.996554936
2556,ENSG00000164091,1281.300925,0.010436417,0.062328529,0.167442057,0.867022236,0.960676347
2557,ENSG00000168237,116.616008,-0.16610829,0.129719278,-1.280521238,0.20036188,0.61635713
2558,ENSG00000114841,924.37403,-0.239138079,0.090672108,-2.637394061,0.008354572,0.246563123
2559,ENSG00000163930,542.565935,-0.023657099,0.075840946,-0.311930434,0.755093392,0.922478281
2560,ENSG00000010318,44.62910666,-0.068364159,0.186415474,-0.366730066,0.713820377,0.910521986
2561,ENSG00000010319,8.704956308,-0.747828206,0.446162438,-1.676134388,0.093711872,0.500940606
2562,ENSG00000010322,859.1079469,-0.167703763,0.068423941,-2.450951518,0.014247914,0.29071967
2563,ENSG00000010327,777.1070785,0.262521067,0.156972891,1.67239748,0.094445969,0.502560912
2564,ENSG00000168268,24.84502128,-0.172051267,0.261876666,-0.656993499,0.511185097,0.818906304
2565,ENSG00000168273,33.41828559,0.124766958,0.242364183,0.51479124,0.606698908,0.859846935
2566,ENSG00000163939,524.5345859,-0.084474398,0.067484445,-1.251761026,0.210656956,0.623519901
2567,ENSG00000163938,82.96896801,-0.09550008,0.189815464,-0.503120654,0.614879446,0.864062791
2568,ENSG00000016864,83.49612144,0.067406414,0.145143347,0.464412703,0.642352091,0.878122108
2569,ENSG00000114902,150.3770022,0.05501348,0.11334408,0.48536703,0.627416016,0.872004087
2570,ENSG00000114904,145.5350569,0.0084098,0.116396945,0.072251038,0.942402129,0.985021504
2571,ENSG00000162267,8.560995185,-0.588961072,0.579541553,-1.016253398,0.309508734,0.697876384
2572,ENSG00000243696,6.210761452,-0.568954091,0.438448079,-1.297654427,0.19440611,NA
2573,ENSG00000213533,20.37801478,0.089839786,0.256714072,0.349960503,0.726368339,0.914412077
2574,ENSG00000163935,99.08170927,-0.057580712,0.154525804,-0.372628454,0.709424992,0.908298313
2575,ENSG00000272305,15.03241796,-0.073329581,0.33237388,-0.220623778,0.825385385,0.946914306
2576,ENSG00000163933,155.2847311,-0.123071764,0.113480943,-1.084514813,0.278136603,0.673818116
2577,ENSG00000163932,1860.801997,0.250433292,0.118681733,2.110124992,0.034847591,0.374374682
2578,ENSG00000163931,4745.256907,0.254077059,0.119158955,2.132253165,0.03298604,0.369390322
2579,ENSG00000272886,299.0144777,-0.079116182,0.088017355,-0.89887025,0.368721776,0.737836825
2580,ENSG00000157388,31.04161459,-0.119236496,0.268677906,-0.443789732,0.657194612,0.883412164
2581,ENSG00000016391,8.58567697,-0.354488091,0.508656153,-0.696911046,0.485858465,0.805755678
2582,ENSG00000056736,21.3178384,-0.187325641,0.265305684,-0.706074737,0.480141662,0.802739891
2583,ENSG00000113812,151.4412209,-0.087509864,0.103312747,-0.847038404,0.396973716,0.753307853
2584,ENSG00000113811,168.2651542,0.220164455,0.19317053,1.139741425,0.254394043,0.657685167
2585,ENSG00000157445,25.25709375,0.091782824,0.291707575,0.314639839,0.753035127,0.922329375
2586,ENSG00000180376,151.526581,-0.029709245,0.149229241,-0.199084608,0.842196561,0.952010088
2587,ENSG00000163946,742.4065378,0.027815406,0.066665337,0.417239414,0.676503299,0.893882013
2588,ENSG00000163947,748.2652347,-0.012201372,0.086009228,-0.141861192,0.887189649,0.967217385
2589,ENSG00000157500,240.375649,-0.023320367,0.093412122,-0.24965033,0.802857773,0.938742808
2590,ENSG00000239388,28.15637772,-0.14683652,0.277149029,-0.529810698,0.596243187,0.85601575
2591,ENSG00000174840,255.4735445,0.035731724,0.094145836,0.379535896,0.704289954,0.905623261
2592,ENSG00000168374,254.937068,0.211783381,0.09557732,2.215833021,0.02670294,0.346192147
2593,ENSG00000174839,254.1241554,-0.062623206,0.098205887,-0.637672628,0.523686807,0.824130806
2594,ENSG00000163681,738.3351361,0.090563566,0.079057773,1.145536524,0.251986974,0.655575463
2595,ENSG00000136068,387.288105,-0.158732992,0.136351819,-1.164142827,0.244366135,0.651660186
2596,ENSG00000163686,69.54786825,0.054142506,0.163625629,0.330892577,0.740725629,0.91778111
2597,ENSG00000163684,74.54849058,-0.164244059,0.131174219,-1.252106242,0.210531154,0.623519901
2598,ENSG00000168297,495.5752266,0.107672369,0.111479326,0.965850557,0.334118966,0.715211023
2599,ENSG00000168291,128.9003897,0.138114059,0.115946519,1.191187632,0.233579934,0.643880662
2600,ENSG00000168301,35.54326883,-0.25516465,0.208693011,-1.222679422,0.221450802,0.632517048
2601,ENSG00000168306,6.59926363,-0.202446473,0.580228963,-0.348907907,0.727158449,NA
2602,ENSG00000189283,107.4987677,-0.19997346,0.253791943,-0.787942509,0.430730335,0.774411941
