AIHnosteroid.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8261,ENSG00000186815,473.0078466,-0.176874465,0.099810952,-1.772094759,0.076378829,0.479425498
8262,ENSG00000089060,539.7019297,0.049237638,0.073475463,0.670123547,0.502779036,0.815080962
8263,ENSG00000151176,259.4739144,0.267312795,0.151793724,1.761026664,0.07823389,0.479425498
8264,ENSG00000135094,8.991156705,-0.549956983,0.483754544,-1.136851303,0.255600452,0.657779405
8265,ENSG00000139410,16.83954354,-0.110067221,0.368694349,-0.298532432,0.765296827,0.926609898
8266,ENSG00000122965,411.4457631,-0.149098436,0.101899074,-1.463197169,0.143413435,0.562409871
8267,ENSG00000123066,2178.414112,0.13058988,0.093915502,1.390503994,0.164375887,0.584745954
8268,ENSG00000258102,21.98607182,0.008253258,0.284966101,0.028962245,0.976894702,0.993692055
8269,ENSG00000111412,256.4873569,-0.129427311,0.096830627,-1.336636092,0.181341452,0.600827221
8270,ENSG00000135119,29.36184348,-0.168682667,0.254404471,-0.663049143,0.507299081,0.816784988
8271,ENSG00000135116,17.71624321,0.396462472,0.573327267,0.691511628,0.489244076,0.808104949
8272,ENSG00000174989,130.1197188,-0.078808473,0.13565587,-0.580944073,0.561278147,0.841660871
8273,ENSG00000088992,925.3268775,0.46009071,0.262125201,1.755232645,0.079219522,0.479425498
8274,ENSG00000135108,220.4986189,-0.129774657,0.119320902,-1.087610422,0.276767128,0.673284735
8275,ENSG00000111445,55.53848771,-0.07995033,0.154997965,-0.515815353,0.605983379,0.85981934
8276,ENSG00000176871,262.786923,0.068288603,0.106454416,0.641482105,0.521209504,0.823117414
8277,ENSG00000176834,39.49732062,-0.053621825,0.288359579,-0.185954719,0.852480271,0.955118907
8278,ENSG00000089220,167.3864955,0.015184696,0.149837081,0.101341373,0.919279474,0.976972941
8279,ENSG00000135090,867.1862948,0.023428726,0.065205624,0.359305291,0.719366717,0.912191952
8280,ENSG00000111707,472.9880421,0.068906204,0.081110573,0.849534182,0.395584118,0.752710261
8281,ENSG00000111725,204.9237483,0.050249872,0.102785641,0.488880276,0.624926461,0.870509038
8282,ENSG00000122966,28.18636952,-0.272370706,0.304853625,-0.893447489,0.371617581,0.739437416
8283,ENSG00000135127,195.2601799,-0.140038111,0.129860745,-1.078371383,0.280868053,0.675849114
8284,ENSG00000111737,639.281019,0.027294015,0.097344018,0.280387186,0.779180467,0.931022568
8285,ENSG00000089154,778.3325034,-0.14002164,0.090136282,-1.553443707,0.120317168,0.5377659
8286,ENSG00000089157,1972.693621,-0.015002233,0.146285174,-0.102554707,0.918316392,0.976459329
8287,ENSG00000089159,2679.21832,0.013629105,0.114389812,0.119146147,0.905159571,0.972537225
8288,ENSG00000089163,6.788301806,-0.18549632,0.538075325,-0.344740433,0.730289519,NA
8289,ENSG00000111775,16.04406717,0.196499464,0.272085122,0.722198487,0.470172453,0.797865815
8290,ENSG00000170855,25.51385811,-0.125576204,0.299642135,-0.419087269,0.675152354,0.893222353
8291,ENSG00000257218,57.02683403,-0.294682078,0.162213423,-1.816631891,0.069273497,0.466272868
8292,ENSG00000111786,330.2429259,0.018318147,0.080598198,0.227277374,0.820208065,0.94435429
8293,ENSG00000088986,169.2250913,0.144409909,0.12472992,1.157780822,0.246953492,0.652698364
8294,ENSG00000110871,42.09469141,-0.045942195,0.21004227,-0.21872833,0.826861679,0.947414452
8295,ENSG00000022840,7340.655554,0.458293923,0.286057778,1.602102645,0.109132913,0.521443062
8296,ENSG00000167272,70.12039157,-0.175371415,0.156639794,-1.119584054,0.262891054,0.662303579
8297,ENSG00000110917,341.5459512,-0.021430024,0.099974456,-0.214354993,0.830270237,0.948828665
8298,ENSG00000175970,155.3016438,-0.173280978,0.106827916,-1.622057086,0.104791126,0.515933359
8299,ENSG00000122971,76.54581814,0.096491897,0.161172874,0.598685713,0.549382486,0.835751209
8300,ENSG00000157837,381.3108177,0.016788505,0.079942085,0.210008342,0.833661162,0.950343077
8301,ENSG00000157895,69.99385593,0.058265923,0.151095268,0.385623747,0.699775344,0.902981667
8302,ENSG00000135114,295.2317195,0.781839952,0.301891891,2.589801106,0.00960314,0.252801764
8303,ENSG00000089041,180.1251371,0.30823029,0.157889113,1.9521947,0.050915093,0.418273754
8304,ENSG00000135124,208.4016699,-0.095032857,0.107831282,-0.881310649,0.378149704,0.743080115
8305,ENSG00000110931,1437.037316,0.255698616,0.124725782,2.050086295,0.040356011,0.391926364
8306,ENSG00000089053,542.9358319,-0.029202332,0.076942729,-0.379533354,0.704291841,0.905623261
8307,ENSG00000170633,381.3647929,0.025768441,0.072777445,0.354071794,0.72328508,0.913619598
8308,ENSG00000089094,436.5265936,-0.184443867,0.093681564,-1.968838467,0.048971643,0.413597809
8309,ENSG00000276045,391.9188887,-0.156923847,0.097207436,-1.614319372,0.10645817,0.517286293
8310,ENSG00000139714,67.33267223,-0.232083853,0.165173586,-1.405090602,0.159994339,0.578425568
8311,ENSG00000188735,100.0769007,-0.280303342,0.132290769,-2.118842791,0.034103755,0.373887957
8312,ENSG00000139725,88.71606209,-0.191667032,0.164322105,-1.166410519,0.243448507,0.651327175
8313,ENSG00000139718,1836.558794,0.005010624,0.085559226,0.058563227,0.953300001,0.987604468
8314,ENSG00000158104,20.53203908,-0.047038711,0.285655621,-0.164669299,0.869204283,0.960757989
8315,ENSG00000110801,52.44655657,-0.134777443,0.170944019,-0.788430292,0.430445058,0.774411941
8316,ENSG00000158023,16.34309152,-0.484861257,0.368528083,-1.315669767,0.188284906,0.605619806
8317,ENSG00000110987,71.28315255,-0.480094074,0.252691493,-1.899921794,0.057443383,0.436732876
8318,ENSG00000175727,1125.257784,-0.002831154,0.117828909,-0.024027673,0.980830535,0.994679623
8319,ENSG00000176383,11.54373186,0.024636249,0.365985264,0.067314866,0.946331042,0.986127555
8320,ENSG00000184047,51.5688921,-0.086495709,0.173471287,-0.498616866,0.618049321,0.866199147
8321,ENSG00000139719,83.71513332,-0.110083571,0.145989364,-0.754051992,0.450818003,0.784057041
8322,ENSG00000130779,761.3168046,0.077499008,0.084799122,0.913912861,0.360762635,0.732931758
8323,ENSG00000033030,203.4312505,0.006227788,0.084225625,0.07394172,0.941056759,0.984392744
8324,ENSG00000111011,448.0044889,0.108057759,0.073941907,1.461387233,0.143909202,0.563479109
8325,ENSG00000184445,151.4315114,0.064710754,0.111789632,0.578861852,0.562682393,0.842447893
8326,ENSG00000182782,313.0196517,0.139986354,0.182944912,0.765183095,0.444162525,0.781195451
8327,ENSG00000255398,176.9375044,0.205625915,0.227331757,0.904519097,0.365720213,0.735837209
8328,ENSG00000139726,186.5994772,0.020546159,0.099044084,0.207444587,0.835662664,0.950757606
8329,ENSG00000130783,10.90371473,0.009061616,0.393017286,0.023056534,0.981605177,0.994679623
8330,ENSG00000130787,385.7741298,-0.328755781,0.107687151,-3.052878448,0.002266577,0.178625744
8331,ENSG00000139722,308.2382516,-0.014044716,0.127518202,-0.110138908,0.912299212,0.975272735
8332,ENSG00000150967,23.90743424,-0.467239884,0.282579562,-1.653480811,0.098233048,0.505786785
8333,ENSG00000111325,16.92145528,-0.142529861,0.335905372,-0.424315515,0.671335725,0.891819103
8334,ENSG00000090975,285.4641619,-0.335661195,0.131558538,-2.551420842,0.010728469,0.259199098
8335,ENSG00000051825,204.3729967,-0.112105064,0.110545307,-1.014109662,0.310530428,0.698343937
8336,ENSG00000130921,132.715486,-0.114580674,0.132904692,-0.862126624,0.388617842,0.749024072
8337,ENSG00000111328,44.64190141,-0.139569549,0.204432797,-0.682716039,0.494786293,0.81035921
8338,ENSG00000139697,637.1478693,0.112143379,0.065505022,1.711981388,0.086900098,0.490021036
8339,ENSG00000183955,154.9813215,0.123550344,0.125782347,0.982255044,0.325974216,0.709365267
8340,ENSG00000150977,571.4168074,0.346125152,0.121770352,2.842441913,0.004476939,0.201491701
8341,ENSG00000184209,126.520066,-0.100637961,0.107628513,-0.935049262,0.349762913,0.724745398
8342,ENSG00000188026,62.38611623,-0.243814842,0.195306759,-1.248368685,0.211896072,0.624306862
8343,ENSG00000086598,298.2111659,-0.0123586,0.092749338,-0.133247313,0.893997794,0.969458197
8344,ENSG00000111364,105.0140295,-0.280280153,0.124495752,-2.251323018,0.024365086,0.340114987
8345,ENSG00000111361,187.4771387,-0.226823891,0.110342842,-2.055628497,0.039818339,0.391445901
8346,ENSG00000111358,50.45951311,-0.074703543,0.167033227,-0.447237619,0.654703502,0.883006139
8347,ENSG00000168778,20.29861275,-0.071231053,0.346598948,-0.205514337,0.837170298,0.951205559
8348,ENSG00000185344,253.2018802,0.007196316,0.095125497,0.075650763,0.939696949,0.984206519
8349,ENSG00000197653,28.00528559,-0.524280918,0.363422132,-1.442622427,0.149126862,0.566342868
8350,ENSG00000119242,252.8052442,-0.143036469,0.109351724,-1.308040368,0.190859618,0.608039721
8351,ENSG00000179195,142.6229131,-0.141541742,0.123056736,-1.15021531,0.250055202,0.654884767
8352,ENSG00000196498,1752.010518,0.068871719,0.084745855,0.812685398,0.416398455,0.765266207
8353,ENSG00000073060,103.1953619,-0.26871509,0.148780388,-1.806119021,0.07089975,0.468937772
8354,ENSG00000150991,4549.17299,0.149928005,0.095788106,1.565204813,0.117534893,0.533301068
8355,ENSG00000150990,205.1444869,-0.108233912,0.10447715,-1.035957731,0.300221862,0.692889178
8356,ENSG00000184992,154.9837063,-0.040288066,0.116652554,-0.345368062,0.729817685,0.915364394
8357,ENSG00000081760,115.8531715,-0.177497306,0.137819411,-1.287897724,0.197781568,0.615554771
8358,ENSG00000139370,905.8699565,0.015151564,0.120968735,0.125251905,0.900324127,0.971147293
8359,ENSG00000151948,1462.279812,0.239221013,0.164525092,1.454009294,0.14594373,0.564609088
8360,ENSG00000151952,14.86999075,-0.229218749,0.396130804,-0.578644092,0.562829347,0.842447893
8361,ENSG00000111450,102.8942289,-0.203076438,0.195402297,-1.039273547,0.298677534,0.692048704
8362,ENSG00000132341,304.8338942,0.048606388,0.117783667,0.412675111,0.679844662,0.894616962
8363,ENSG00000111452,55.29415877,-0.055136938,0.225967393,-0.244003955,0.807227756,0.939959787
8364,ENSG00000061936,679.9468538,-0.003858431,0.067314576,-0.057319394,0.954290771,0.987604468
8365,ENSG00000198598,77.33361356,0.092892671,0.214917337,0.432225117,0.665577806,0.889146601
8366,ENSG00000177169,1193.178617,0.029212821,0.127402303,0.229295862,0.818638969,0.943824953
8367,ENSG00000177192,131.4915007,-0.14237669,0.127018847,-1.120909951,0.262326195,0.66218469
8368,ENSG00000183495,962.7042428,-0.049588713,0.089274753,-0.555461777,0.578578848,0.848896884
8369,ENSG00000185163,131.6984518,-0.213395308,0.137878907,-1.547700903,0.121694324,0.540196511
8370,ENSG00000184967,82.36216683,-0.106015638,0.149841525,-0.707518416,0.479244372,0.802590709
8371,ENSG00000182870,6.770201843,-0.311193434,0.589757269,-0.527663583,0.597732853,NA
8372,ENSG00000112787,804.8188154,-0.113151447,0.078518877,-1.441073164,0.149564014,0.566712118
8373,ENSG00000177084,263.6185964,-0.338687361,0.106571507,-3.178029186,0.001482798,0.150958056
8374,ENSG00000176894,6.26149952,-0.654266684,0.438533459,-1.491942453,0.135714232,NA
8375,ENSG00000247077,140.9007465,-0.025043667,0.094716605,-0.264406296,0.79146686,0.934070298
8376,ENSG00000176915,704.9560676,-0.045651913,0.052228363,-0.874082786,0.382073171,0.746078018
8377,ENSG00000090615,842.3025825,-0.030232215,0.086518371,-0.349431161,0.726765642,0.914497766
8378,ENSG00000072609,917.264968,0.038051485,0.06927358,0.549292897,0.582804461,0.85062764
8379,ENSG00000196458,70.45806985,-0.074196151,0.179092257,-0.41429011,0.678661656,0.894421471
8380,ENSG00000198393,233.3473868,-0.194622047,0.115044105,-1.691716817,0.09069998,0.496317851
8381,ENSG00000198040,126.1235151,-0.120937977,0.148472023,-0.81455061,0.415329592,0.765068961
8382,ENSG00000196387,94.79473893,-0.117243665,0.1393734,-0.84121981,0.400224805,0.755302825
8383,ENSG00000214029,114.4503259,-0.183919916,0.14959065,-1.229488042,0.218888878,0.630149299
8384,ENSG00000256223,23.77067246,-0.23679528,0.29706407,-0.797118546,0.425382186,0.770345319
8385,ENSG00000090612,57.42648645,-0.230137783,0.205087966,-1.122141819,0.261802146,0.662014785
8386,ENSG00000196199,633.073768,-0.028276284,0.071761873,-0.394029351,0.69355937,0.899454368
8387,ENSG00000121390,510.4886812,-0.006385084,0.079239838,-0.080579213,0.935776598,0.9828857
8388,ENSG00000132950,128.3033864,0.160145785,0.109965951,1.456321562,0.145303748,0.564609088
8389,ENSG00000121741,658.2247547,0.078761345,0.07292548,1.080025051,0.280131025,0.674724098
8390,ENSG00000165475,65.27008879,0.077487094,0.160297158,0.483396552,0.628814196,0.872536682
8391,ENSG00000032742,60.45827639,0.046838166,0.189963915,0.246563491,0.805246062,0.939441817
8392,ENSG00000150456,17.48251484,0.20206082,0.329436307,0.613353222,0.539642809,0.830660301
8393,ENSG00000132953,248.2767433,-0.090489444,0.108506536,-0.833953862,0.404306984,0.757986242
8394,ENSG00000150457,270.5815239,0.193152027,0.111956091,1.725248048,0.08448278,0.485627114
8395,ENSG00000150459,269.0705612,0.091399496,0.087592015,1.043468364,0.296731426,0.690585471
8396,ENSG00000165480,25.65931577,0.599446543,0.31406771,1.908653848,0.05630676,0.433456439
8397,ENSG00000173141,60.53831002,0.098154005,0.163747739,0.599422045,0.54889148,0.83565181
8398,ENSG00000180776,554.6822954,0.128730077,0.104087054,1.236753964,0.216178438,0.628036038
8399,ENSG00000165487,209.8157867,-0.044332357,0.105789492,-0.41906201,0.675170814,0.893222353
8400,ENSG00000151835,277.9535471,-0.04842823,0.145944982,-0.331825247,0.740021219,0.917579548
8401,ENSG00000027001,41.58088342,-0.042571837,0.231353469,-0.184012099,0.854003963,0.955986537
8402,ENSG00000182957,641.9340277,0.110556383,0.086041435,1.284920253,0.198820153,0.615681458
8403,ENSG00000102699,1219.743834,0.050686178,0.095369949,0.531469068,0.595093771,0.85601575
8404,ENSG00000151849,34.55990347,-0.143121219,0.224432867,-0.63770169,0.523667885,0.824130806
8405,ENSG00000139505,344.209859,0.063464331,0.115982336,0.547189628,0.584248461,0.850688848
8406,ENSG00000139496,485.6525091,0.099305215,0.099967057,0.993379398,0.320525097,0.705224392
8407,ENSG00000132932,11.49563279,-0.926288411,0.436258934,-2.123253734,0.033732595,0.373877779
8408,ENSG00000127870,213.0408145,0.120458565,0.103611569,1.162597626,0.244992794,0.651677946
8409,ENSG00000132964,139.5963532,0.014319269,0.13209495,0.108401337,0.91367734,0.975374176
8410,ENSG00000132970,22.1438598,-0.190235992,0.422728982,-0.450018806,0.652696881,0.88221516
8411,ENSG00000152484,365.4530056,0.383772794,0.223847978,1.714434933,0.086448877,0.489789952
8412,ENSG00000122026,825.2076313,0.571833012,0.235467834,2.428497358,0.015161536,0.293813603
8413,ENSG00000122035,18.81044189,-0.30263983,0.335483439,-0.902100655,0.367003401,0.736828092
8414,ENSG00000122034,369.3515278,0.109354626,0.097838499,1.117705472,0.263692805,0.662916846
8415,ENSG00000122033,104.7375077,-0.050220754,0.132352968,-0.379445623,0.704356977,0.905623261
8416,ENSG00000139517,107.3120055,-0.133032711,0.121374561,-1.096051025,0.273056445,0.670248046
8417,ENSG00000186184,548.9438412,0.488999866,0.183756513,2.661129438,0.007787901,0.240654894
8418,ENSG00000122025,52.97383118,-0.161147511,0.409529495,-0.393494272,0.693954454,0.899674614
8419,ENSG00000152520,1073.467326,0.042289329,0.081649502,0.517937378,0.604501962,0.859818492
8420,ENSG00000102755,25.12358776,-0.30073766,0.368275227,-0.81661116,0.414150675,0.763690605
8421,ENSG00000132963,97.59802161,0.297925461,0.140850792,2.115184853,0.034414195,0.373887957
8422,ENSG00000139508,150.5214756,-0.101491318,0.115080743,-0.881913998,0.377823317,0.743080115
8423,ENSG00000139514,239.2995123,-0.08966374,0.137767416,-0.650834155,0.51515355,0.820956431
8424,ENSG00000122042,475.9457911,-0.045885065,0.094711191,-0.484473533,0.628049843,0.872004087
8425,ENSG00000102781,57.00417255,-0.003260335,0.193669101,-0.016834562,0.986568597,0.996408644
8426,ENSG00000189403,546.2058558,0.097394287,0.119130347,0.817543889,0.413617679,0.763690605
8427,ENSG00000132952,149.7186184,-0.111937949,0.114614991,-0.976643178,0.328745835,0.711506106
8428,ENSG00000132965,869.6212267,0.230657052,0.187454881,1.230467034,0.218522264,0.629990969
8429,ENSG00000120694,228.4079849,0.073238044,0.11601196,0.631297359,0.527846113,0.825605224
8430,ENSG00000187676,31.61922024,-0.304077366,0.240720394,-1.263197357,0.206518262,0.619869045
8431,ENSG00000133105,15.29770267,-0.323639023,0.403627143,-0.801826708,0.422653207,0.768839121
8432,ENSG00000073910,1600.357712,0.302125873,0.119147292,2.535734284,0.011221184,0.263627569
8433,ENSG00000139618,46.18346318,-0.085537159,0.207571692,-0.412084898,0.680277198,0.894711506
8434,ENSG00000139597,180.7637602,0.184138485,0.097722397,1.884301762,0.059524169,0.441905548
8435,ENSG00000244754,1458.196623,0.063182196,0.075908306,0.832348915,0.405212028,0.758693605
8436,ENSG00000083642,418.8905501,-0.031052661,0.075949425,-0.408859725,0.682642607,0.895658645
8437,ENSG00000133116,7.371753305,-0.755084881,0.557592884,-1.354186725,0.175676813,0.596968199
8438,ENSG00000133119,33.40332167,0.120208839,0.2070811,0.580491603,0.561583148,0.841978027
8439,ENSG00000172915,62.88626328,-0.406094597,0.188857027,-2.150275281,0.031533446,0.365580871
8440,ENSG00000133104,207.9843196,-0.015000021,0.117636126,-0.127512026,0.898535155,0.970543036
8441,ENSG00000133111,59.51208352,-0.098593423,0.179953971,-0.547881342,0.583773381,0.850688848
8442,ENSG00000120693,14.71045618,-0.721373553,0.358686918,-2.011150999,0.04430951,0.405222304
8443,ENSG00000120697,51.30554668,0.093424813,0.217351435,0.429832972,0.667317146,0.88982395
8444,ENSG00000120699,81.32911094,-0.028440741,0.146869883,-0.193645835,0.846453206,0.953794076
8445,ENSG00000102710,502.2621313,0.019234947,0.089536482,0.214828039,0.829901392,0.948654798
8446,ENSG00000180138,143.3732223,0.209435897,0.211285366,0.991246581,0.32156519,0.705970519
8447,ENSG00000120686,152.3498641,-0.046567472,0.140145666,-0.332279072,0.739678541,0.917502378
8448,ENSG00000120685,296.0783106,0.082583254,0.087714607,0.94149945,0.346448971,0.722950699
8449,ENSG00000188811,157.4063864,-0.045634976,0.107026776,-0.426388402,0.669824851,0.891272256
8450,ENSG00000133103,92.70697673,-0.025743649,0.157069791,-0.163899428,0.869810317,0.960757989
8451,ENSG00000150907,599.3491167,-0.031658918,0.078012364,-0.40581924,0.68487542,0.895892333
8452,ENSG00000102738,90.1367028,0.006173403,0.162381651,0.038017862,0.969673441,0.992307513
8453,ENSG00000102743,39.46518297,-0.210841528,0.189791563,-1.110910962,0.266606676,0.666034902
8454,ENSG00000120690,1126.861,0.098056728,0.090208718,1.086998355,0.277037537,0.673416172
8455,ENSG00000120688,52.95056482,-0.080505079,0.177998001,-0.452280804,0.651066703,0.88221516
8456,ENSG00000165572,83.2719206,-0.05256872,0.170413439,-0.308477548,0.757718982,0.923538133
8457,ENSG00000120696,252.9416689,0.055513769,0.162174218,0.342309458,0.732118018,0.91562422
8458,ENSG00000120662,72.80406678,-0.134153805,0.146317179,-0.916869815,0.359210863,0.731851732
8459,ENSG00000172766,182.3393478,-0.017574408,0.12542772,-0.14011582,0.888568481,0.96774911
8460,ENSG00000102760,253.117056,0.15231727,0.188185168,0.809401037,0.418284506,0.76679654
8461,ENSG00000102763,257.6862044,0.216408189,0.128107504,1.689270193,0.091167663,0.497426222
8462,ENSG00000102780,193.8265068,0.158054479,0.181602771,0.870330767,0.38411967,0.746934142
8463,ENSG00000023516,481.7404458,-0.045141009,0.091786731,-0.491803215,0.622858463,0.869010963
8464,ENSG00000133106,416.7985902,1.026075537,0.328759507,3.121052064,0.001802062,0.166622216
8465,ENSG00000120675,82.77372233,-0.007752974,0.162730978,-0.047642891,0.962000849,0.989125574
8466,ENSG00000151773,13.97148651,-0.372197007,0.44601488,-0.834494594,0.404002332,0.757945213
8467,ENSG00000179630,16.75560706,0.382782886,0.331809381,1.153622854,0.248654824,0.65398832
8468,ENSG00000102804,337.6865165,-0.196661838,0.158743902,-1.238862321,0.21539649,0.627785641
8469,ENSG00000083635,20.37734593,-0.494491819,0.315378045,-1.567933554,0.11689664,0.532969581
8470,ENSG00000133114,112.9111068,-0.0836167,0.139961598,-0.597426018,0.550222987,0.836158122
8471,ENSG00000188342,93.6166212,0.089629985,0.147626121,0.607141775,0.543756829,0.832462464
8472,ENSG00000180332,9.678943917,0.103199733,0.419992314,0.245718147,0.805900424,0.939675899
8473,ENSG00000133112,599.0662711,0.292838948,0.218388262,1.340909738,0.17994976,0.600007097
8474,ENSG00000174032,105.0709537,-0.325818564,0.127662093,-2.552195065,0.010704657,0.259199098
8475,ENSG00000136152,269.7119617,0.015726861,0.090993521,0.172834949,0.862781165,0.959108265
8476,ENSG00000123200,571.4800048,0.006743735,0.081678848,0.08256403,0.934198203,0.982842666
8477,ENSG00000136167,10795.45529,0.227547359,0.11396611,1.996623017,0.045866151,0.407283447
8478,ENSG00000102445,520.2459762,0.071986158,0.161705507,0.445168254,0.656198167,0.883157463
8479,ENSG00000136141,206.3384943,0.021032367,0.120591595,0.174409891,0.861543342,0.958695855
8480,ENSG00000139684,119.3739879,0.115307911,0.132829972,0.868086542,0.385346958,0.747392295
8481,ENSG00000136143,65.20058123,0.2258893,0.17765399,1.271512674,0.203546322,0.618236395
8482,ENSG00000136159,39.92276493,-0.281401218,0.235602873,-1.194387887,0.232326273,0.643301708
8483,ENSG00000136146,78.19443137,0.036340653,0.15108266,0.240534905,0.809915607,0.941210631
8484,ENSG00000136156,7582.0677,0.14897923,0.123192538,1.209320237,0.226539839,0.638281815
8485,ENSG00000139687,356.6621101,0.020631883,0.087394452,0.236077717,0.813372365,0.942558834
8486,ENSG00000139679,205.1688812,0.128116322,0.143611259,0.892104998,0.372336656,0.739772664
8487,ENSG00000136161,400.0889695,0.142837577,0.116639996,1.224602047,0.220725196,0.631876315
8488,ENSG00000152207,82.68873876,0.096306491,0.240141689,0.401040284,0.688390465,0.896977079
8489,ENSG00000102531,394.465769,0.068334822,0.07949685,0.859591569,0.390014224,0.749424502
8490,ENSG00000102543,53.76785953,0.135401385,0.164970747,0.820759965,0.411783007,0.762904243
8491,ENSG00000102547,29.08016216,-0.200044237,0.280193355,-0.713950684,0.475257675,0.799246119
8492,ENSG00000136169,181.7768177,-0.078937208,0.1178841,-0.669617093,0.503101915,0.815205114
8493,ENSG00000136147,308.1149421,0.061823743,0.115433971,0.535576679,0.59225115,0.855124251
8494,ENSG00000136144,187.6322782,0.176604361,0.119764727,1.474594107,0.1403217,0.559794924
8495,ENSG00000152213,471.5034645,0.295071493,0.146195928,2.018329085,0.043557,0.402962131
8496,ENSG00000123179,51.58856748,0.39852838,0.199223625,2.000407225,0.045456309,0.405831206
8497,ENSG00000102753,166.3013998,0.016311003,0.107425825,0.151835028,0.879317054,0.965154273
8498,ENSG00000123178,25.07493061,0.058988863,0.241800901,0.24395634,0.807264634,0.939959787
8499,ENSG00000204977,329.2230016,0.164240495,0.11389158,1.442077587,0.149280487,0.566461189
8500,ENSG00000198553,45.94702139,0.26024035,0.223618257,1.163770587,0.244516995,0.651660186
8501,ENSG00000186047,21.1536032,-0.416620834,0.294859261,-1.412948102,0.157670984,0.575739927
8502,ENSG00000136104,257.5173474,-0.01607491,0.109079151,-0.147369227,0.882840593,0.965836535
8503,ENSG00000253309,17.97503572,-0.464770189,0.324518397,-1.432184413,0.152091051,0.56872448
8504,ENSG00000102786,658.0144545,-0.009674582,0.0739167,-0.130884927,0.895866338,0.969943332
8505,ENSG00000139668,933.3639685,0.141680032,0.077496629,1.828208977,0.067518194,0.462973662
8506,ENSG00000102796,281.8337624,0.123614834,0.139252733,0.887701311,0.37470144,0.741666016
8507,ENSG00000281106,328.3605427,0.167714503,0.160330227,1.046056666,0.295534871,0.689459666
8508,ENSG00000123191,29.48753967,0.260883128,0.26622664,0.979928712,0.327121309,0.709787191
8509,ENSG00000253710,113.1275258,0.056163492,0.116753738,0.481042349,0.6304864,0.873732903
8510,ENSG00000253797,101.8586543,0.113049615,0.136853018,0.82606593,0.408766693,0.761033879
8511,ENSG00000197168,12.81034017,-0.245848463,0.333824824,-0.736459502,0.461451105,0.792032158
8512,ENSG00000136098,28.56369768,-0.078244864,0.227767728,-0.343529196,0.731200381,0.915603852
8513,ENSG00000136114,7.514118984,-0.924632726,0.454906795,-2.032576204,0.042095358,0.397169626
8514,ENSG00000136100,263.7672821,-0.112357902,0.09414856,-1.193410723,0.232708557,0.643402418
8515,ENSG00000136108,74.75607263,0.228136951,0.168504137,1.353895249,0.175769799,0.596968199
8516,ENSG00000139675,33.06050136,-0.237058299,0.230138038,-1.030070045,0.302977126,0.694045679
8517,ENSG00000165416,269.9440915,0.011731385,0.108630022,0.107993945,0.914000495,0.975374176
8518,ENSG00000102837,65.16861119,-0.78567202,0.673542991,-1.166476425,0.243421875,0.651327175
8519,ENSG00000139734,11.17783419,0.494037182,0.523817512,0.94314751,0.345605457,0.722950699
8520,ENSG00000083544,101.7796858,-0.055130434,0.150772103,-0.365654078,0.714623217,0.910677289
8521,ENSG00000184226,102.2254807,-0.45922113,0.362779112,-1.265842257,0.205569563,0.619491756
8522,ENSG00000276644,64.7624533,0.211471504,0.240047663,0.880956315,0.378341465,0.743145767
8523,ENSG00000204899,28.12912398,-0.094837791,0.261654983,-0.3624536,0.717013091,0.911177601
8524,ENSG00000136122,31.33157518,-0.11558003,0.257131435,-0.44949786,0.653072551,0.882330187
8525,ENSG00000083520,286.4416928,0.042575022,0.081090798,0.52502902,0.599563018,0.856994026
8526,ENSG00000083535,124.156359,-0.213352745,0.146304317,-1.458280585,0.144763219,0.564609088
8527,ENSG00000102554,57.62944434,0.233504821,0.238336701,0.979726665,0.32722106,0.709787191
8528,ENSG00000118922,514.4602602,-0.225441939,0.134346382,-1.678064835,0.093334443,0.500940606
8529,ENSG00000136111,212.6614799,-0.265955712,0.166233242,-1.599894872,0.109621907,0.522185167
8530,ENSG00000188243,38.51914547,-0.036216678,0.250053458,-0.144835743,0.884840561,0.966049637
8531,ENSG00000118939,7.46592067,-0.24737224,0.465982735,-0.530861385,0.595514838,0.85601575
8532,ENSG00000136153,74.75727857,-0.14303984,0.188514993,-0.758771691,0.447989143,0.782288868
8533,ENSG00000178695,1387.044479,0.211099465,0.107693469,1.960188177,0.0499738,0.416477847
8534,ENSG00000102805,42.07635029,0.030911361,0.177155203,0.174487456,0.861482388,0.958695855
8535,ENSG00000005812,596.8798927,0.065026798,0.075146188,0.865337284,0.386853693,0.747830718
8536,ENSG00000005810,1607.008414,0.001069892,0.076666701,0.013955101,0.988865802,0.996554936
8537,ENSG00000139737,83.56205205,-0.290939569,0.157666888,-1.845280091,0.064996805,0.456501124
8538,ENSG00000152193,30.91691392,-0.008622105,0.248975492,-0.034630335,0.972374512,0.992455296
8539,ENSG00000139746,564.1039659,-0.016175076,0.085045799,-0.19019254,0.849158257,0.954387384
8540,ENSG00000102471,15.9977788,-0.531751684,0.303712378,-1.750839683,0.079973529,0.479425498
8541,ENSG00000136158,11.80723189,-0.122272785,0.435740038,-0.28060948,0.779009944,0.931022568
8542,ENSG00000165300,5.807386861,-0.924848349,0.597592182,-1.547624579,0.12171271,NA
8543,ENSG00000088451,49.55052201,-0.283575078,0.167692214,-1.691044987,0.090828211,0.496605701
8544,ENSG00000152749,53.15598637,-0.08761085,0.198814375,-0.440666575,0.659454398,0.884717643
