,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,,,,,,,,,,,,,
2256,ENSG00000006607,165.3353561,-0.237088933,0.200631986,-1.181710543,0.237320574,0.564478866,,,,,,,,,,,,,,,
2257,ENSG00000115694,370.8394318,-0.193378226,0.14436377,-1.339520475,0.180401293,0.50981259,,,,,,,,,,,,,,,
2258,ENSG00000176720,21.20250567,0.094669298,0.47232854,0.200431034,0.84114349,NA,,,,,,,,,,,,,,,
2259,ENSG00000176946,133.6910183,-0.203678479,0.169827753,-1.199323878,0.230402034,0.560061124,,,,,,,,,,,,,,,
2260,ENSG00000168397,392.6408357,-0.04044049,0.131563705,-0.307383333,0.758551613,0.902163804,,,,,,,,,,,,,,,
2261,ENSG00000168393,83.46885247,-0.030016357,0.214660058,-0.139832057,0.888792684,0.959088301,,,,,,,,,,,,,,,
2262,ENSG00000168395,186.3018973,-0.321313609,0.156753878,-2.04979687,0.040384257,0.306069741,,,,,,,,,,,,,,,
2263,ENSG00000180902,160.2378828,-0.512237463,0.212394179,-2.41173023,0.015877024,0.24652372,,,,,,,,,,,,,,,
2264,ENSG00000188389,43.7408575,-0.449440915,0.35718853,-1.258273648,0.208292808,NA,,,,,,,,,,,,,,,
2265,ENSG00000188011,7.84999623,-0.255340433,0.747671699,-0.341514107,0.732716587,NA,,,,,,,,,,,,,,,
2266,ENSG00000216921,32.46635502,-0.108592448,0.362758031,-0.299352291,0.76467126,NA,,,,,,,,,,,,,,,
2267,ENSG00000134121,7.382460818,-1.151685967,0.958018584,-1.202154099,0.229303829,NA,,,,,,,,,,,,,,,
2268,ENSG00000091181,128.3900443,-0.642764046,0.405770369,-1.584058608,0.113180383,0.42317889,,,,,,,,,,,,,,,
2269,ENSG00000072756,184.1841876,0.057944464,0.163407674,0.354600631,0.722888804,0.88847403,,,,,,,,,,,,,,,
2270,ENSG00000113851,303.6784352,-0.163390629,0.176677112,-0.924797938,0.355071024,0.661580325,,,,,,,,,,,,,,,
2271,ENSG00000144455,216.0155092,0.123175024,0.158716109,0.776071342,0.437706864,0.723195669,,,,,,,,,,,,,,,
2272,ENSG00000175928,33.88079488,0.622830487,0.429041114,1.451680193,0.146590549,NA,,,,,,,,,,,,,,,
2273,ENSG00000170364,54.06310954,-0.356032613,0.291647509,-1.220763432,0.222175603,NA,,,,,,,,,,,,,,,
2274,ENSG00000150995,943.3958175,-0.097951558,0.129962595,-0.753690383,0.451035158,0.731194272,,,,,,,,,,,,,,,
2275,ENSG00000134107,473.7370341,-0.076988303,0.173806227,-0.442954806,0.657798424,0.853588768,,,,,,,,,,,,,,,
2276,ENSG00000134108,389.7356562,0.233623263,0.113475885,2.058792171,0.039514152,0.305573668,,,,,,,,,,,,,,,
2277,ENSG00000134109,861.915393,0.034277816,0.098086385,0.349465587,0.726739802,0.890074228,,,,,,,,,,,,,,,
2278,ENSG00000070950,77.01020695,-0.163985949,0.238791247,-0.686733501,0.492250682,0.761309568,,,,,,,,,,,,,,,
2279,ENSG00000196220,51.5198326,-0.507225351,0.394262779,-1.286515945,0.198263058,NA,,,,,,,,,,,,,,,
2280,ENSG00000134077,143.4058075,-0.383492113,0.207306021,-1.849884106,0.064330255,0.347837111,,,,,,,,,,,,,,,
2281,ENSG00000168137,944.0352167,-0.038322233,0.082126157,-0.4666264,0.640767195,0.847494885,,,,,,,,,,,,,,,
2282,ENSG00000156959,7.575216375,-0.04816067,0.820665462,-0.0586849,0.953203087,NA,,,,,,,,,,,,,,,
2283,ENSG00000163719,934.6514375,0.07985121,0.089178168,0.895412088,0.370566841,0.673854132,,,,,,,,,,,,,,,
2284,ENSG00000144550,7.756814796,-2.255692209,0.807338727,-2.793984895,0.005206291,NA,,,,,,,,,,,,,,,
2285,ENSG00000156983,377.2044998,-0.066329117,0.137896618,-0.481006118,0.63051215,0.842584661,,,,,,,,,,,,,,,
2286,ENSG00000114026,206.6331941,-0.268553202,0.174985043,-1.534720894,0.124852401,0.438946195,,,,,,,,,,,,,,,
2287,ENSG00000134072,36.47861147,-0.305504786,0.323085373,-0.94558532,0.344360135,NA,,,,,,,,,,,,,,,
2288,ENSG00000171148,455.2842605,0.021396718,0.136269578,0.157017572,0.875230999,0.954471322,,,,,,,,,,,,,,,
2289,ENSG00000241553,611.2657945,0.136876603,0.156674576,0.873636343,0.382316328,0.681742302,,,,,,,,,,,,,,,
2290,ENSG00000214021,350.1762388,-0.096061977,0.145307692,-0.661093546,0.508552324,0.772328039,,,,,,,,,,,,,,,
2291,ENSG00000156990,161.4146981,0.079524879,0.169968474,0.467880173,0.639870283,0.847370921,,,,,,,,,,,,,,,
2292,ENSG00000171135,98.09592953,0.032777117,0.181370483,0.180719138,0.856588036,0.946034487,,,,,,,,,,,,,,,
2293,ENSG00000163701,12.60966037,-2.174624341,0.618481483,-3.516070249,0.000437985,NA,,,,,,,,,,,,,,,
2294,ENSG00000163702,46.12604825,0.1639382,0.289791069,0.565711705,0.571589777,NA,,,,,,,,,,,,,,,
2295,ENSG00000163703,126.9591616,-0.225856727,0.196704736,-1.148201777,0.250885276,0.577632407,,,,,,,,,,,,,,,
2296,ENSG00000163704,73.57295104,-0.055268323,0.236854113,-0.233343311,0.815494829,0.927453637,,,,,,,,,,,,,,,
2297,ENSG00000125037,417.2709955,0.465560436,0.255917103,1.81918453,0.068883282,0.355053088,,,,,,,,,,,,,,,
2298,ENSG00000144554,105.1805287,-0.052149579,0.217517334,-0.239749074,0.810524789,0.924474498,,,,,,,,,,,,,,,
2299,ENSG00000254999,297.4945016,0.456817363,0.163447802,2.794882258,0.005191862,0.176562346,,,,,,,,,,,,,,,
2300,ENSG00000134086,618.5142238,-0.051558866,0.094907881,-0.543251681,0.586956528,0.815533036,,,,,,,,,,,,,,,
2301,ENSG00000134070,77.64763701,-0.222409087,0.250454503,-0.888021912,0.374528965,0.675324657,,,,,,,,,,,,,,,
2302,ENSG00000157014,246.5533761,0.02913152,0.136127485,0.21400175,0.830545692,0.934243892,,,,,,,,,,,,,,,
2303,ENSG00000157017,149.8187663,0.107431983,0.188839946,0.568904967,0.569420634,0.806226469,,,,,,,,,,,,,,,
2304,ENSG00000157020,396.8436088,-0.032859428,0.122092767,-0.269134929,0.787825852,0.91670785,,,,,,,,,,,,,,,
2305,ENSG00000157087,7.221377558,-0.269848989,1.017854779,-0.265115412,0.790920555,NA,,,,,,,,,,,,,,,
2306,ENSG00000197548,702.4074656,0.194501059,0.153003297,1.271221363,0.203649909,0.536436798,,,,,,,,,,,,,,,
2307,ENSG00000144560,198.268833,-0.000874871,0.140340357,-0.006233926,0.995026079,0.998540741,,,,,,,,,,,,,,,
2308,ENSG00000144559,169.4268169,-0.304309781,0.213610585,-1.424600662,0.154272668,0.477866659,,,,,,,,,,,,,,,
2309,ENSG00000154743,74.85230156,-0.497839511,0.275325526,-1.808185094,0.070577698,0.357303353,,,,,,,,,,,,,,,
2310,ENSG00000225526,18.48893984,-0.224344345,0.442935323,-0.50649459,0.612509487,NA,,,,,,,,,,,,,,,
2311,ENSG00000075975,210.4801374,0.006386082,0.151965899,0.042023128,0.966480261,0.989276979,,,,,,,,,,,,,,,
2312,ENSG00000132155,2197.86433,0.18464783,0.169698939,1.088090663,0.276555085,0.600940981,,,,,,,,,,,,,,,
2313,ENSG00000088726,31.64307104,-0.307157714,0.518412381,-0.592496872,0.553517915,NA,,,,,,,,,,,,,,,
2314,ENSG00000144712,29.06513151,-0.300508642,0.426773152,-0.704141392,0.481344725,NA,,,,,,,,,,,,,,,
2315,ENSG00000144713,942.1020953,-0.192809971,0.176145939,-1.094603554,0.273690358,0.597442803,,,,,,,,,,,,,,,
2316,ENSG00000144711,4494.798812,0.204840653,0.145825438,1.404697672,0.160111198,0.484727544,,,,,,,,,,,,,,,
2317,ENSG00000132182,1954.775311,-0.244413555,0.151743646,-1.610700424,0.107245033,0.416296059,,,,,,,,,,,,,,,
2318,ENSG00000163517,33.85500608,-0.072831298,0.338909054,-0.21489924,0.829845877,NA,,,,,,,,,,,,,,,
2319,ENSG00000163520,20.53674242,-1.367355517,0.531688494,-2.571722978,0.010119383,NA,,,,,,,,,,,,,,,
2320,ENSG00000154764,51.56989722,-0.610114368,0.423933658,-1.439174167,0.150101183,NA,,,,,,,,,,,,,,,
2321,ENSG00000163528,33.15661698,-0.018168082,0.318182169,-0.057099622,0.954465837,NA,,,,,,,,,,,,,,,
2322,ENSG00000170876,617.3522277,0.1838922,0.158422941,1.160767488,0.245736468,0.57395613,,,,,,,,,,,,,,,
2323,ENSG00000268279,27.05471231,-0.099961273,0.385103294,-0.259570029,0.795195458,NA,,,,,,,,,,,,,,,
2324,ENSG00000154767,337.0638034,0.343160451,0.147381464,2.328382697,0.019891792,0.260008148,,,,,,,,,,,,,,,
2325,ENSG00000170860,48.45126825,-0.104114288,0.282080113,-0.369094748,0.712057104,NA,,,,,,,,,,,,,,,
2326,ENSG00000131389,4642.606444,0.327489895,0.224582435,1.458216867,0.144780776,0.464532259,,,,,,,,,,,,,,,
2327,ENSG00000144596,88.29442503,0.192214457,0.257036679,0.747809447,0.454575103,0.734038982,,,,,,,,,,,,,,,
2328,ENSG00000154781,213.3575013,0.112439709,0.150984001,0.744712742,0.456445395,0.735382028,,,,,,,,,,,,,,,
2329,ENSG00000131379,14.50051964,-0.321950799,0.657597147,-0.489586673,0.624426409,NA,,,,,,,,,,,,,,,
2330,ENSG00000154783,9.314475134,-0.628865971,0.696428661,-0.902986918,0.366532838,NA,,,,,,,,,,,,,,,
2331,ENSG00000177463,863.9122988,0.028295966,0.089385314,0.316561687,0.751576211,0.899350838,,,,,,,,,,,,,,,
2332,ENSG00000131368,179.7908445,-0.221429023,0.183198537,-1.208683356,0.226784518,0.557793551,,,,,,,,,,,,,,,
2333,ENSG00000131381,262.4246218,-0.272004197,0.125201441,-2.172532478,0.029815523,0.290417546,,,,,,,,,,,,,,,
2334,ENSG00000131375,397.2067871,-0.027759123,0.1245863,-0.2228104,0.823683074,0.930914179,,,,,,,,,,,,,,,
2335,ENSG00000131370,222.8300563,0.151718208,0.155876344,0.973324136,0.33039223,0.641429657,,,,,,,,,,,,,,,
2336,ENSG00000206562,58.44672895,-0.019565977,0.263332554,-0.074301398,0.940770565,NA,,,,,,,,,,,,,,,
2337,ENSG00000144597,109.4967939,0.310145085,0.203764013,1.522079788,0.12798909,0.442761176,,,,,,,,,,,,,,,
2338,ENSG00000206561,45.74676172,-0.619446181,0.397354991,-1.558923873,0.119014399,NA,,,,,,,,,,,,,,,
2339,ENSG00000131373,70.61505941,-0.164763754,0.251675892,-0.654666416,0.512682553,0.774374081,,,,,,,,,,,,,,,
2340,ENSG00000169814,79.11206049,-0.474274898,0.217410798,-2.181468919,0.029148751,0.289757803,,,,,,,,,,,,,,,
2341,ENSG00000206560,282.1583949,0.211823184,0.195517423,1.083397994,0.278631805,0.60259873,,,,,,,,,,,,,,,
2342,ENSG00000154813,85.41581249,0.26431099,0.23463493,1.126477588,0.259963422,0.586546111,,,,,,,,,,,,,,,
2343,ENSG00000154814,668.8493079,-0.173676657,0.240525228,-0.722072521,0.470249892,0.745712053,,,,,,,,,,,,,,,
2344,ENSG00000131378,693.6224978,-0.133471554,0.186052119,-0.717387983,0.473134732,0.747986157,,,,,,,,,,,,,,,
2345,ENSG00000154822,882.0242146,0.332334406,0.12320721,2.697361661,0.006989132,0.192156162,,,,,,,,,,,,,,,
2346,ENSG00000131374,583.5162804,0.015255357,0.115114098,0.132523793,0.894570005,0.960372605,,,,,,,,,,,,,,,
2347,ENSG00000182568,1194.424315,-0.03082407,0.127718074,-0.241344619,0.809288031,0.923760365,,,,,,,,,,,,,,,
2348,ENSG00000183960,19.13198792,-0.896847207,0.566770451,-1.582381732,0.113562452,NA,,,,,,,,,,,,,,,
2349,ENSG00000144566,316.0197126,0.343803812,0.151943939,2.262701721,0.023654083,0.272612888,,,,,,,,,,,,,,,
2350,ENSG00000183977,27.84867808,-0.093186702,0.335729088,-0.277565171,0.781346171,NA,,,,,,,,,,,,,,,
2351,ENSG00000114166,952.5210113,0.414660205,0.231910172,1.788020773,0.073772656,0.364073895,,,,,,,,,,,,,,,
2352,ENSG00000129810,23.15592854,-0.287842771,0.45810285,-0.628336566,0.529783483,NA,,,,,,,,,,,,,,,
2353,ENSG00000151789,8.145700766,-0.346442274,0.882924162,-0.392380556,0.694777051,NA,,,,,,,,,,,,,,,
2354,ENSG00000182247,60.49313026,-0.218934376,0.304886591,-0.718084635,0.472705103,NA,,,,,,,,,,,,,,,
2355,ENSG00000170142,131.5558574,-0.146047159,0.174303577,-0.837889622,0.402092698,0.695208438,,,,,,,,,,,,,,,
2356,ENSG00000197885,28.97246276,-0.656607309,0.320684854,-2.047515809,0.040607466,NA,,,,,,,,,,,,,,,
2357,ENSG00000174748,1350.954639,-0.234338403,0.174083263,-1.346128277,0.178261151,0.507051798,,,,,,,,,,,,,,,
2358,ENSG00000174738,219.646249,-0.258751277,0.210394448,-1.229838902,0.218757437,0.549797276,,,,,,,,,,,,,,,
2359,ENSG00000151090,14.41800399,0.075966841,0.675163445,0.112516223,0.910414107,NA,,,,,,,,,,,,,,,
2360,ENSG00000077092,18.85408441,-0.611889937,0.483302474,-1.266060013,0.205491597,NA,,,,,,,,,,,,,,,
2361,ENSG00000077097,821.1269591,-9.41E-05,0.109528117,-0.000859566,0.999314166,0.999866822,,,,,,,,,,,,,,,
2362,ENSG00000151092,254.7440635,-0.085601889,0.133111529,-0.643083957,0.520169624,0.779116751,,,,,,,,,,,,,,,
2363,ENSG00000151093,20.15210907,-0.173714645,0.431628936,-0.402462927,0.687343367,NA,,,,,,,,,,,,,,,
2364,ENSG00000163491,10.80053449,-1.162933464,0.663152389,-1.753644386,0.07949146,NA,,,,,,,,,,,,,,,
2365,ENSG00000033867,410.522043,-0.297993915,0.184694089,-1.613445868,0.106647675,0.415977519,,,,,,,,,,,,,,,
2366,ENSG00000163508,147.6063302,-0.61524792,0.294965904,-2.085827247,0.036994274,0.30395114,,,,,,,,,,,,,,,
2367,ENSG00000187118,96.69664766,-0.27111998,0.255611822,-1.06067074,0.288839562,0.610350908,,,,,,,,,,,,,,,
2368,ENSG00000163512,113.5057726,0.064131471,0.209595674,0.305977076,0.7596221,0.902724844,,,,,,,,,,,,,,,
2369,ENSG00000206559,9.755990299,0.678362963,0.608859866,1.114152863,0.265213613,NA,,,,,,,,,,,,,,,
2370,ENSG00000144642,6.325766766,-0.072527303,0.884429709,-0.082004598,0.934643057,NA,,,,,,,,,,,,,,,
2371,ENSG00000163513,2888.592933,0.158568728,0.125420695,1.264294766,0.206124248,0.538705437,,,,,,,,,,,,,,,
2372,ENSG00000163527,769.9215699,0.086480339,0.101682104,0.850497144,0.395048748,0.688738072,,,,,,,,,,,,,,,
2373,ENSG00000144645,129.4872413,-0.746705602,0.398735649,-1.872683326,0.061112127,0.343991995,,,,,,,,,,,,,,,
2374,ENSG00000197385,28.08888036,-1.090015165,0.606825123,-1.796259127,0.072453315,NA,,,,,,,,,,,,,,,
2375,ENSG00000152642,123.7746042,0.114133158,0.212598002,0.536849624,0.591371491,0.817376535,,,,,,,,,,,,,,,
2376,ENSG00000170293,22.26512143,-0.649090925,0.539550907,-1.203020729,0.228968299,NA,,,,,,,,,,,,,,,
2377,ENSG00000153551,363.626992,-0.191232187,0.120042851,-1.593032696,0.111152856,0.421453011,,,,,,,,,,,,,,,
2378,ENSG00000091317,1274.415659,0.374583253,0.211835724,1.768272348,0.077015384,0.369245594,,,,,,,,,,,,,,,
2379,ENSG00000144635,408.4748445,0.207576871,0.191121463,1.086099217,0.277435099,0.601631879,,,,,,,,,,,,,,,
2380,ENSG00000182973,170.3598607,-0.056608407,0.16063027,-0.352414317,0.724527567,0.889005613,,,,,,,,,,,,,,,
2381,ENSG00000183813,175.6936462,-0.262166554,0.272685601,-0.961424267,0.336338887,0.646657083,,,,,,,,,,,,,,,
2382,ENSG00000170266,342.2247768,0.09153217,0.137619674,0.665109631,0.505980375,0.771074541,,,,,,,,,,,,,,,
2383,ENSG00000188167,267.7390991,0.301548458,0.148585641,2.029458948,0.042411566,0.309330646,,,,,,,,,,,,,,,
2384,ENSG00000170275,596.2391248,-0.080577346,0.14355008,-0.561318715,0.574580286,0.808242451,,,,,,,,,,,,,,,
2385,ENSG00000153558,47.99750026,-0.043547721,0.274862386,-0.158434634,0.874114325,NA,,,,,,,,,,,,,,,
2386,ENSG00000153560,481.1086941,-0.193101855,0.128130593,-1.507070644,0.13179255,0.448094808,,,,,,,,,,,,,,,
2387,ENSG00000163539,428.8275787,-0.052410675,0.121693022,-0.430679377,0.666701516,0.858991869,,,,,,,,,,,,,,,
2388,ENSG00000170248,889.2560265,0.152879631,0.083853147,1.823182995,0.06827568,0.354500466,,,,,,,,,,,,,,,
2389,ENSG00000168016,3303.469946,0.218164293,0.177624253,1.228234825,0.219358829,0.550435497,,,,,,,,,,,,,,,
2390,ENSG00000178567,366.0361013,-0.146400461,0.146761822,-0.99753777,0.31850355,0.631838402,,,,,,,,,,,,,,,
2391,ENSG00000076242,166.1142749,0.05903677,0.158301519,0.372938746,0.709194034,0.881788426,,,,,,,,,,,,,,,
2392,ENSG00000093167,413.532915,0.421152538,0.137048756,3.073012488,0.002119096,0.147299725,,,,,,,,,,,,,,,
2393,ENSG00000144674,518.2453895,-0.08458601,0.154795763,-0.546436211,0.584766125,0.814566425,,,,,,,,,,,,,,,
2394,ENSG00000144668,22.18894496,1.054765512,0.54864728,1.922483807,0.054544909,NA,,,,,,,,,,,,,,,
2395,ENSG00000144677,78.24376742,0.413205345,0.496999547,0.831399842,0.405747788,0.698457562,,,,,,,,,,,,,,,
2396,ENSG00000136059,195.3789741,-0.061056185,0.185582529,-0.328997484,0.74215759,0.89623294,,,,,,,,,,,,,,,
2397,ENSG00000187091,143.6568337,0.00978981,0.183003354,0.053495249,0.957337316,0.984903963,,,,,,,,,,,,,,,
2398,ENSG00000008226,135.9709305,0.164882059,0.198145364,0.832126756,0.405337401,0.698089656,,,,,,,,,,,,,,,
2399,ENSG00000060971,530.1906048,0.329273727,0.143379636,2.296516683,0.021646356,0.264876948,,,,,,,,,,,,,,,
2400,ENSG00000172936,1848.717071,0.510003824,0.186550049,2.73387129,0.006259451,0.185905209,,,,,,,,,,,,,,,
2401,ENSG00000172939,437.2129655,0.235108371,0.142416457,1.650851145,0.098768974,0.405347413,,,,,,,,,,,,,,,
2402,ENSG00000172940,8.05882857,-0.034392638,0.848279428,-0.040543996,0.967659432,NA,,,,,,,,,,,,,,,
2403,ENSG00000093217,23.27304618,-0.482596452,0.443702647,-1.087657364,0.276746396,NA,,,,,,,,,,,,,,,
2404,ENSG00000114739,95.84714858,-0.443033734,0.266039022,-1.665296056,0.095853705,0.400874996,,,,,,,,,,,,,,,
2405,ENSG00000157036,112.7372078,-0.208896125,0.245014445,-0.852586979,0.393888386,0.687471956,,,,,,,,,,,,,,,
2406,ENSG00000183873,10.8454362,0.302062366,0.972175416,0.310707678,0.75602286,NA,,,,,,,,,,,,,,,
2407,ENSG00000114742,294.3674075,0.041723633,0.122463832,0.340701674,0.733328179,0.892944771,,,,,,,,,,,,,,,
2408,ENSG00000114745,221.9652498,-0.094254081,0.1545987,-0.609669303,0.542080893,0.792624172,,,,,,,,,,,,,,,
2409,ENSG00000168026,72.26535769,-0.063701047,0.264287148,-0.241029681,0.809532112,0.923808186,,,,,,,,,,,,,,,
2410,ENSG00000144655,412.1511098,0.390684781,0.257232925,1.518797726,0.128813418,0.443878826,,,,,,,,,,,,,,,
2411,ENSG00000168329,899.8257284,-0.144694542,0.245796033,-0.588677287,0.556077777,0.799200505,,,,,,,,,,,,,,,
2412,ENSG00000179934,8.203537973,-0.650599838,0.817122665,-0.796208288,0.425910981,NA,,,,,,,,,,,,,,,
2413,ENSG00000144659,254.2627151,0.344549334,0.201244076,1.712096777,0.086878835,0.386390276,,,,,,,,,,,,,,,
2414,ENSG00000168028,1280.952299,-0.158839579,0.213641587,-0.743486237,0.457187351,0.735382028,,,,,,,,,,,,,,,
2415,ENSG00000170011,28.68569038,-0.217767707,0.423554824,-0.514142905,0.607152082,NA,,,,,,,,,,,,,,,
2416,ENSG00000114784,460.0366475,0.3845897,0.30579162,1.257685544,0.208505502,0.5413975,,,,,,,,,,,,,,,
2417,ENSG00000168032,12.19573742,0.570859871,0.616249524,0.926345333,0.354266544,NA,,,,,,,,,,,,,,,
2418,ENSG00000188846,1361.200396,-0.125898483,0.158527626,-0.794173778,0.427094272,0.713627545,,,,,,,,,,,,,,,
2419,ENSG00000177873,111.7949547,0.082200553,0.176508756,0.465702413,0.641428525,0.847528949,,,,,,,,,,,,,,,
2420,ENSG00000177842,22.70948658,0.187333242,0.452437926,0.414052914,0.678835355,NA,,,,,,,,,,,,,,,
2421,ENSG00000172888,211.6598184,-0.058760737,0.16517033,-0.355758428,0.722021484,0.888034474,,,,,,,,,,,,,,,
2422,ENSG00000168036,1020.511574,0.073156388,0.07941605,0.921178884,0.356957041,0.66313236,,,,,,,,,,,,,,,
2423,ENSG00000168038,146.2082491,0.053855618,0.193319047,0.278584127,0.780563996,0.913806381,,,,,,,,,,,,,,,
2424,ENSG00000182606,636.6411012,-0.050603563,0.093812181,-0.539413568,0.589601521,0.816691879,,,,,,,,,,,,,,,
2425,ENSG00000114812,163.3152235,-0.296630339,0.219011015,-1.354408313,0.175606147,0.503066489,,,,,,,,,,,,,,,
2426,ENSG00000093183,188.0487512,0.034712372,0.159977241,0.216983193,0.828221443,0.933710266,,,,,,,,,,,,,,,
2427,ENSG00000008324,34.23710158,-0.567607185,0.366795032,-1.547477841,0.121748064,NA,,,,,,,,,,,,,,,
2428,ENSG00000114857,1342.952646,-0.140916612,0.130776474,-1.07753793,0.281240015,0.604155112,,,,,,,,,,,,,,,
2429,ENSG00000114853,161.8897956,0.244542926,0.220712134,1.10797228,0.267873788,0.59275594,,,,,,,,,,,,,,,
2430,ENSG00000244607,28.19798548,-0.249572755,0.404089305,-0.617617818,0.536827296,NA,,,,,,,,,,,,,,,
2431,ENSG00000181061,21.03732209,-0.038293551,0.374137095,-0.102351655,0.918477556,NA,,,,,,,,,,,,,,,
2432,ENSG00000144648,22.65361504,-0.281999276,0.574538392,-0.490827557,0.623548418,NA,,,,,,,,,,,,,,,
2433,ENSG00000182983,11.24749706,-0.007796971,0.654324574,-0.011916059,0.990492585,NA,,,,,,,,,,,,,,,
2434,ENSG00000144647,54.0307547,-0.122860304,0.3141051,-0.391143931,0.69569085,NA,,,,,,,,,,,,,,,
2435,ENSG00000163788,1044.604308,0.296982708,0.147903935,2.007943254,0.044649322,0.314467491,,,,,,,,,,,,,,,
2436,ENSG00000160746,152.6412273,0.41123055,0.196707211,2.090571806,0.036566465,0.30347308,,,,,,,,,,,,,,,
2437,ENSG00000011198,564.3441813,0.61239234,0.292589124,2.093011291,0.036348147,0.30347308,,,,,,,,,,,,,,,
2438,ENSG00000179152,175.1464045,0.387874353,0.221986475,1.74728822,0.080587356,0.374665192,,,,,,,,,,,,,,,
2439,ENSG00000185219,505.8597645,-0.067174792,0.109962393,-0.610888777,0.541273215,0.792624172,,,,,,,,,,,,,,,
2440,ENSG00000178917,99.31503281,-0.058029628,0.200217509,-0.289832935,0.771944051,0.909127794,,,,,,,,,,,,,,,
2441,ENSG00000196345,31.34420371,-0.357789526,0.359076668,-0.996415412,0.319048348,NA,,,,,,,,,,,,,,,
2442,ENSG00000144792,11.69374693,-0.694901706,0.654376891,-1.061928859,0.288267983,NA,,,,,,,,,,,,,,,
2443,ENSG00000186448,82.61578554,-0.056271279,0.250019923,-0.225067179,0.821927013,0.929851984,,,,,,,,,,,,,,,
2444,ENSG00000169981,30.32480139,0.166899413,0.384766689,0.433767833,0.664457043,NA,,,,,,,,,,,,,,,
2445,ENSG00000196653,18.6183892,0.204042083,0.412443297,0.494715479,0.620800973,NA,,,,,,,,,,,,,,,
2446,ENSG00000186446,14.50441992,0.478033933,0.470159832,1.016747712,0.309273462,NA,,,,,,,,,,,,,,,
2447,ENSG00000163807,172.6900496,-0.2024874,0.174708016,-1.159004634,0.246454296,0.574172686,,,,,,,,,,,,,,,
2448,ENSG00000163808,19.12660453,0.422933496,0.546725874,0.773575052,0.43918213,NA,,,,,,,,,,,,,,,
2449,ENSG00000169964,59.34573684,-0.013165915,0.243220754,-0.054131546,0.956830359,NA,,,,,,,,,,,,,,,
2450,ENSG00000163810,11.03572454,-0.095896586,0.633411148,-0.151397061,0.879662508,NA,,,,,,,,,,,,,,,
2451,ENSG00000163812,548.5214201,0.419655173,0.144868053,2.89680965,0.003769784,0.163526838,,,,,,,,,,,,,,,
2452,ENSG00000075914,93.62562158,-0.102019478,0.210472378,-0.484716706,0.627877315,0.840489634,,,,,,,,,,,,,,,
2453,ENSG00000163814,10.44239078,-1.452497002,0.762563054,-1.90475659,0.056811719,NA,,,,,,,,,,,,,,,
2454,ENSG00000249992,164.1165974,1.033203868,0.783805905,1.318188421,0.187440581,0.517736639,,,,,,,,,,,,,,,
2455,ENSG00000011376,134.9556999,-0.117476335,0.1887092,-0.622525746,0.53359622,0.787744331,,,,,,,,,,,,,,,
2456,ENSG00000144791,559.9280714,-0.203651395,0.137167414,-1.48469224,0.137625368,0.455087207,,,,,,,,,,,,,,,
2457,ENSG00000211456,465.0007734,-0.02025723,0.112173564,-0.18058827,0.856690763,0.946034487,,,,,,,,,,,,,,,
2458,ENSG00000163818,48.37994282,-0.072478613,0.316837829,-0.228756184,0.819058424,NA,,,,,,,,,,,,,,,
2459,ENSG00000173585,19.37919274,-0.490970953,0.597651506,-0.821500404,0.411361294,NA,,,,,,,,,,,,,,,
2460,ENSG00000163820,586.5493081,-0.286597432,0.127556844,-2.246821285,0.024651451,0.275742682,,,,,,,,,,,,,,,
2461,ENSG00000172215,117.9269128,-0.110876323,0.222103387,-0.499210413,0.61763116,0.833148146,,,,,,,,,,,,,,,
2462,ENSG00000173578,7.263900926,-0.235004733,0.882228,-0.266376416,0.789949326,NA,,,,,,,,,,,,,,,
2463,ENSG00000183625,228.943203,-0.22214749,0.399700223,-0.555785255,0.578357666,0.810316732,,,,,,,,,,,,,,,
2464,ENSG00000163823,640.0813658,0.255730541,0.277929937,0.920125928,0.357506956,0.663633695,,,,,,,,,,,,,,,
2465,ENSG00000121807,609.9651981,0.255854936,0.249169457,1.026831054,0.304500024,0.62561338,,,,,,,,,,,,,,,
2466,ENSG00000160791,118.4856428,-0.233756357,0.312242329,-0.748637631,0.454075644,0.733363378,,,,,,,,,,,,,,,
2467,ENSG00000121797,27.77727696,0.676968266,0.3112536,2.174973289,0.029632118,NA,,,,,,,,,,,,,,,
2468,ENSG00000012223,646.7212298,3.457274442,0.850423096,4.065358123,4.80E-05,0.043383496,,,,,,,,,,,,,,,
2469,ENSG00000178038,93.77722905,-0.436034261,0.360365359,-1.209978291,0.226287223,0.5574603,,,,,,,,,,,,,,,
2470,ENSG00000181585,9.848744489,-0.391036336,0.667107724,-0.586166705,0.557763494,NA,,,,,,,,,,,,,,,
2471,ENSG00000160799,291.2481763,-0.218110204,0.14859226,-1.467843638,0.142146701,0.463008915,,,,,,,,,,,,,,,
2472,ENSG00000160796,5282.929236,0.222228934,0.182267209,1.219248018,0.222750072,0.553420791,,,,,,,,,,,,,,,
2473,ENSG00000181555,1201.428374,0.083341082,0.081321064,1.02484003,0.305438675,0.626209552,,,,,,,,,,,,,,,
2474,ENSG00000088727,25.83216341,-0.435717114,0.425833615,-1.023209767,0.306208676,NA,,,,,,,,,,,,,,,
2475,ENSG00000114648,325.8968883,0.022609205,0.135011272,0.167461608,0.867006853,0.950775124,,,,,,,,,,,,,,,
