"","x"
"153","ENSG00000122188"
"154","ENSG00000123575"
"155","ENSG00000123609"
"156","ENSG00000124215"
"157","ENSG00000124374"
"158","ENSG00000124574"
"159","ENSG00000124608"
"160","ENSG00000125355"
"161","ENSG00000125459"
"162","ENSG00000125731"
"163","ENSG00000126001"
"164","ENSG00000126070"
"165","ENSG00000126351"
"166","ENSG00000126458"
"167","ENSG00000126838"
"168","ENSG00000126882"
"169","ENSG00000126895"
"170","ENSG00000128159"
"171","ENSG00000129197"
"172","ENSG00000129244"
"173","ENSG00000129317"
"174","ENSG00000129351"
"175","ENSG00000130066"
"176","ENSG00000130193"
"177","ENSG00000130299"
"178","ENSG00000130475"
"179","ENSG00000130827"
"180","ENSG00000130856"
"181","ENSG00000131400"
"182","ENSG00000132274"
"183","ENSG00000132275"
"184","ENSG00000132464"
"185","ENSG00000132680"
"186","ENSG00000132952"
"187","ENSG00000133030"
"188","ENSG00000133059"
"189","ENSG00000133226"
"190","ENSG00000133393"
"191","ENSG00000133818"
"192","ENSG00000134186"
"193","ENSG00000134243"
"194","ENSG00000134262"
"195","ENSG00000134602"
"196","ENSG00000134744"
"197","ENSG00000134884"
"198","ENSG00000135316"
"199","ENSG00000135318"
"200","ENSG00000135436"
"201","ENSG00000135677"
"202","ENSG00000136146"
"203","ENSG00000136271"
"204","ENSG00000136826"
"205","ENSG00000136877"
"206","ENSG00000136895"
"207","ENSG00000136935"
"208","ENSG00000137497"
"209","ENSG00000137501"
"210","ENSG00000137770"
"211","ENSG00000138175"
"212","ENSG00000138193"
"213","ENSG00000138592"
"214","ENSG00000138834"
"215","ENSG00000139163"
"216","ENSG00000139187"
"217","ENSG00000139350"
"218","ENSG00000139645"
"219","ENSG00000140326"
"220","ENSG00000140474"
"221","ENSG00000140983"
"222","ENSG00000141002"
"223","ENSG00000141524"
"224","ENSG00000141665"
"225","ENSG00000142089"
"226","ENSG00000142102"
"227","ENSG00000142188"
"228","ENSG00000142303"
"229","ENSG00000142330"
"230","ENSG00000142751"
"231","ENSG00000142765"
"232","ENSG00000143198"
"233","ENSG00000143365"
"234","ENSG00000143630"
"235","ENSG00000143819"
"236","ENSG00000144029"
"237","ENSG00000144290"
"238","ENSG00000144674"
"239","ENSG00000145833"
"240","ENSG00000146067"
"241","ENSG00000146263"
"242","ENSG00000146350"
"243","ENSG00000146576"
"244","ENSG00000146676"
"245","ENSG00000146830"
"246","ENSG00000147180"
"247","ENSG00000147853"
"248","ENSG00000148341"
"249","ENSG00000148384"
"250","ENSG00000148600"
"251","ENSG00000148848"
"252","ENSG00000149091"
"253","ENSG00000149311"
"254","ENSG00000149476"
"255","ENSG00000149499"
"256","ENSG00000149527"
"257","ENSG00000150045"
"258","ENSG00000150337"
"259","ENSG00000151092"
"260","ENSG00000151208"
"261","ENSG00000151366"
"262","ENSG00000152061"
"263","ENSG00000152102"
"264","ENSG00000153201"
"265","ENSG00000153406"
"266","ENSG00000154222"
"267","ENSG00000154240"
"268","ENSG00000154451"
"269","ENSG00000154734"
"270","ENSG00000154930"
"271","ENSG00000155158"
"272","ENSG00000155330"
"273","ENSG00000155659"
"274","ENSG00000156521"
"275","ENSG00000156587"
"276","ENSG00000156858"
"277","ENSG00000157168"
"278","ENSG00000157916"
"279","ENSG00000158050"
"280","ENSG00000158158"
"281","ENSG00000158321"
"282","ENSG00000158748"
"283","ENSG00000158869"
"284","ENSG00000159189"
"285","ENSG00000159618"
"286","ENSG00000159674"
"287","ENSG00000159905"
"288","ENSG00000160218"
"289","ENSG00000160305"
"290","ENSG00000160439"
"291","ENSG00000160613"
"292","ENSG00000160856"
"293","ENSG00000161048"
"294","ENSG00000162004"
"295","ENSG00000162496"
"296","ENSG00000162591"
"297","ENSG00000162623"
"298","ENSG00000162645"
"299","ENSG00000162804"
"300","ENSG00000163481"
"301","ENSG00000163599"
"302","ENSG00000163736"
"303","ENSG00000164039"
"304","ENSG00000164074"
"305","ENSG00000164136"
"306","ENSG00000164181"
"307","ENSG00000164211"
"308","ENSG00000164530"
"309","ENSG00000164707"
"310","ENSG00000164880"
"311","ENSG00000165029"
"312","ENSG00000165168"
"313","ENSG00000165282"
"314","ENSG00000165410"
"315","ENSG00000165525"
"316","ENSG00000166822"
"317","ENSG00000167074"
"318","ENSG00000167280"
"319","ENSG00000167378"
"320","ENSG00000167393"
"321","ENSG00000167604"
"322","ENSG00000167615"
"323","ENSG00000167702"
"324","ENSG00000167766"
"325","ENSG00000167895"
"326","ENSG00000167967"
"327","ENSG00000168071"
"328","ENSG00000168229"
"329","ENSG00000168255"
"330","ENSG00000168724"
"331","ENSG00000168758"
"332","ENSG00000168792"
"333","ENSG00000168970"
"334","ENSG00000169016"
"335","ENSG00000169203"
"336","ENSG00000169282"
"337","ENSG00000169592"
"338","ENSG00000170092"
"339","ENSG00000170522"
"340","ENSG00000170835"
"341","ENSG00000171163"
"342","ENSG00000171735"
"343","ENSG00000171960"
"344","ENSG00000172115"
"345","ENSG00000172493"
"346","ENSG00000173068"
"347","ENSG00000173137"
"348","ENSG00000173369"
"349","ENSG00000173540"
"350","ENSG00000173611"
"351","ENSG00000174500"
"352","ENSG00000175048"
"353","ENSG00000175066"
"354","ENSG00000175463"
"355","ENSG00000175970"
"356","ENSG00000176049"
"357","ENSG00000176105"
"358","ENSG00000176248"
"359","ENSG00000176531"
"360","ENSG00000176953"
"361","ENSG00000176978"
"362","ENSG00000177000"
"363","ENSG00000177239"
"364","ENSG00000177599"
"365","ENSG00000177728"
"366","ENSG00000177943"
"367","ENSG00000178467"
"368","ENSG00000178498"
"369","ENSG00000178562"
"370","ENSG00000178691"
"371","ENSG00000178921"
"372","ENSG00000179532"
"373","ENSG00000180008"
"374","ENSG00000180228"
"375","ENSG00000180488"
"376","ENSG00000180596"
"377","ENSG00000180739"
"378","ENSG00000180902"
"379","ENSG00000181045"
"380","ENSG00000181135"
"381","ENSG00000181523"
"382","ENSG00000182087"
"383","ENSG00000182621"
"384","ENSG00000182979"
"385","ENSG00000183066"
"386","ENSG00000183401"
"387","ENSG00000183762"
"388","ENSG00000184056"
"389","ENSG00000184432"
"390","ENSG00000184436"
"391","ENSG00000184574"
"392","ENSG00000184939"
"393","ENSG00000185101"
"394","ENSG00000185112"
"395","ENSG00000185278"
"396","ENSG00000185324"
"397","ENSG00000185522"
"398","ENSG00000185658"
"399","ENSG00000185697"
"400","ENSG00000185864"
"401","ENSG00000186166"
"402","ENSG00000186566"
"403","ENSG00000186871"
"404","ENSG00000186919"
"405","ENSG00000187609"
"406","ENSG00000188199"
"407","ENSG00000188687"
"408","ENSG00000188735"
"409","ENSG00000188827"
"410","ENSG00000189190"
"411","ENSG00000196199"
"412","ENSG00000196268"
"413","ENSG00000196510"
"414","ENSG00000196581"
"415","ENSG00000196605"
"416","ENSG00000196724"
"417","ENSG00000197150"
"418","ENSG00000197283"
"419","ENSG00000197530"
"420","ENSG00000197608"
"421","ENSG00000197912"
"422","ENSG00000197976"
"423","ENSG00000198026"
"424","ENSG00000198198"
"425","ENSG00000198467"
"426","ENSG00000198563"
"427","ENSG00000198574"
"428","ENSG00000198668"
"429","ENSG00000198677"
"430","ENSG00000198837"
"431","ENSG00000198932"
"432","ENSG00000203880"
"433","ENSG00000204103"
"434","ENSG00000204231"
"435","ENSG00000204256"
"436","ENSG00000204525"
"437","ENSG00000206503"
"438","ENSG00000211456"
"439","ENSG00000213638"
"440","ENSG00000214022"
"441","ENSG00000214279"
"442","ENSG00000214711"
"443","ENSG00000221890"
"444","ENSG00000221978"
"445","ENSG00000233436"
"446","ENSG00000242802"
"447","ENSG00000243716"
"448","ENSG00000246922"
"449","ENSG00000248487"
"450","ENSG00000249115"
"451","ENSG00000249437"
"452","ENSG00000255529"
"453","ENSG00000255819"
"454","ENSG00000256294"
"455","ENSG00000257103"
"456","ENSG00000258472"
"457","ENSG00000260097"
"458","ENSG00000261150"
"459","ENSG00000262874"
"460","ENSG00000263961"
"461","ENSG00000266714"
"462","ENSG00000271601"
"463","ENSG00000272047"
"464","ENSG00000274588"
"465","ENSG00000275023"
"466","ENSG00000275395"
"467","ENSG00000276045"
"468","ENSG00000276293"
"469","ENSG00000278129"
"470","ENSG00000278259"
"471","ENSG00000278505"
