"","logFC.groupyes...grouphealthy","logFC.groupyes...groupno","logFC.groupno...grouphealthy","logCPM","F","PValue"
"ENSG00000186092",1.04632824356076,1.97886082161247,-0.932532578051712,-1.44976606437033,4.89774095989877,0.00983659928192879
"ENSG00000187634",-0.463265907783633,1.49095836779827,-1.9542242755819,0.088148080876668,1.70605859954696,0.186822800568929
"ENSG00000188976",-0.0447391652431787,0.109043714094472,-0.15378287933765,5.61985045401502,0.63747774873682,0.530758728395653
"ENSG00000187961",-0.313509787277055,-0.308892744901411,-0.00461704237564409,3.27226384412918,1.98866620339435,0.142255242368509
"ENSG00000187583",0.163645203470026,-0.241823976997178,0.405469180467204,1.07646843395538,0.234296050695168,0.791560669238846
"ENSG00000187642",-1.38154394532174,1.004868428223,-2.38641237354474,-0.604952809853293,2.9773153825331,0.0554634526280991
"ENSG00000188290",0.242716666820578,-0.0906782361627597,0.333394902983337,2.66273888724039,0.403833367586642,0.668921146105333
"ENSG00000187608",0.90835553223964,0.472324769748911,0.436030762490729,5.98649525173185,3.98708242111527,0.0222034281705556
"ENSG00000188157",0.0884109424312025,0.366977830847716,-0.278566888416513,4.10983420590008,0.48220194533978,0.619113692334753
"ENSG00000237330",-0.454297476874119,2.1161147411426,-2.57041221801672,-0.902106648787824,2.04297702492923,0.135019213368083
"ENSG00000131591",-0.238124722378071,-0.257923420335178,0.0197986979571064,3.91959843747011,2.19338300148714,0.116877275125423
"ENSG00000162571",0.117680544976919,0.194189898599012,-0.0765093536220932,-0.119835481823837,0.0275771914638009,0.9728069841293
"ENSG00000186891",-0.0393739534294544,-0.401652665280343,0.362278711850889,2.24331822485697,0.568621432591837,0.568125987184619
"ENSG00000186827",0.033948137717461,0.0946252922371574,-0.0606771545196964,2.70769474174154,0.052252390269743,0.94911519404289
"ENSG00000078808",0.00583311302757296,0.0543394347102927,-0.0485063216827198,7.26698344695106,0.215264578751334,0.806700776787165
"ENSG00000176022",-0.0649322814696975,-0.0753736474294003,0.0104413659597029,5.16666569779498,0.387527630108434,0.679747821256556
"ENSG00000184163",-0.588261825017159,0.548037268581962,-1.13629909359912,0.88842612409203,1.55213721144408,0.216854089622507
"ENSG00000160087",0.00187661615043044,0.0964158531349411,-0.0945392369845106,6.62737596931522,0.462073148117651,0.631314668724192
"ENSG00000162572",-0.473142735896506,0.394356115111032,-0.867498851007538,1.83378811793472,2.04756225339715,0.134425759201547
"ENSG00000131584",-0.258513411388117,-0.0192929342311183,-0.239220477156999,6.17173622592322,6.13847846049406,0.0030583285808164
"ENSG00000169972",-0.0242876448486609,-0.373708360354854,0.349420715506193,2.80459733250011,1.05035697733397,0.353640159169969
"ENSG00000127054",-0.176412624234706,-0.0260550252786709,-0.150357598956035,6.40684531648711,3.56478861634947,0.0319548016133678
"ENSG00000224051",0.0685737039280626,0.00565488002108961,0.062918823906973,5.15821486875295,0.291669268401199,0.747648928965082
"ENSG00000169962",-0.21048730302297,-0.242824764585443,0.0323374615624731,2.54898107839855,0.808379366190055,0.448470011476303
"ENSG00000107404",-0.341450435809518,-0.187766132864886,-0.153684302944633,5.14104691763986,6.62172361036832,0.0019923430802229
"ENSG00000162576",-0.335403267872643,-0.204714438072596,-0.130688829800047,3.40601441248941,2.23398172545069,0.112420596260822
"ENSG00000175756",0.224170393204433,0.0148798770681215,0.209290516136311,5.68833020126954,2.83075790594378,0.0637032823032233
"ENSG00000221978",-0.272296124807749,-0.198781336166116,-0.0735147886416333,7.06809949126866,10.4059856449679,7.84409076366882e-05
"ENSG00000242485",-0.166809369462375,-0.382902865242992,0.216093495780616,4.98948540546131,5.31749801977891,0.00638830831091054
"ENSG00000235098",-0.114226278893972,0.282062460284744,-0.396288739178717,-0.761448913088311,0.0594973867308319,0.942271328469903
"ENSG00000205116",-1.95827858883738,0.899920383051911,-2.85819897188929,-1.41437675242327,10.7645583072652,6.30023449994788e-05
"ENSG00000179403",-0.419166460316141,3.79292138726628,-4.21208784758242,-0.740870545195263,4.9747248692107,0.00888275705139628
"ENSG00000215915",-0.0595522523977501,-0.438467155469155,0.378914903071405,0.181828481797165,0.140336448485646,0.869236663368442
"ENSG00000160072",-0.345056738937871,-0.325397747431119,-0.0196589915067523,5.02938423916848,6.50328004511261,0.00221225317420791
"ENSG00000197785",-0.203377546472689,-0.158342732419551,-0.0450348140531378,3.84860389723367,1.20781936814683,0.303170399974503
"ENSG00000205090",0.356025037962233,0.557173457275002,-0.201148419312769,0.392904169186332,0.432127289873066,0.650333200385091
"ENSG00000160075",0.029023703502734,-0.0157509551052748,0.0447746586080089,7.29370872924399,0.164306965797928,0.848710145709699
"ENSG00000228594",0.0509052324842678,-0.109213703260894,0.160118935745162,2.48416851507741,0.0891425876165814,0.914787748940675
"ENSG00000197530",-0.418076721813751,-0.16314589119985,-0.254930830613901,6.80745989407974,11.1273320224418,4.3328581677456e-05
"ENSG00000189409",-0.553300559012516,0.744959211033532,-1.29825977004605,1.02318196204915,1.61836800636752,0.203370506164126
"ENSG00000248333",0.0337150870652999,0.00433804787399991,0.0293770391913,5.84470535662034,0.0910223333609621,0.913072882758481
"ENSG00000189339",-0.107018051403663,0.0655743689454712,-0.172592420349134,7.32894022965003,1.73958316722272,0.180865342522274
"ENSG00000008128",0.0482886593047508,0.0450580650893707,0.00323059421538007,2.05121783303267,0.0249606473377777,0.975354369258098
"ENSG00000215790",-0.0986449714989235,-0.164965175734973,0.0663202042360497,4.71428181608519,0.771249131285132,0.465166119773854
"ENSG00000008130",0.402006495345032,0.393386980017093,0.00861951532793944,9.2773521884757,8.28745595107591,0.000467490289833942
"ENSG00000078369",0.226747189182416,0.169677506692287,0.0570696824901286,8.76871918232479,5.40893935611247,0.00588194368702224
"ENSG00000169885",-2.20802896442818,-1.63107923969874,-0.576949724729443,-0.672581738742209,6.12129083401037,0.00310551308652952
"ENSG00000178821",-0.487320377792234,-0.370939453296755,-0.116380924495479,-1.17790967083272,0.294421134425248,0.745606284198433
"ENSG00000142609",-0.966483961093792,2.60611845260161,-3.5726024136954,0.213944927807108,3.78666055172556,0.0259989700677311
"ENSG00000187730",0.131574081699362,0.724456110027272,-0.59288202832791,-0.61496375417227,0.189708993460759,0.827496860415816
"ENSG00000067606",-0.145480579171771,0.211002563625673,-0.356483142797444,5.01505349772679,2.4415545678722,0.0921987619626961
"ENSG00000162585",-0.18581789869682,-0.123492724418907,-0.0623251742779133,5.13713543745008,2.33964179708893,0.101616781550759
