"","logFC.groupAIHcirrhosis....Intercept.","logFC.groupAIHcirrhosis...groupAIHnocirrhosis","logFC.groupAIHnocirrhosis....Intercept.","logCPM","F","PValue"
"ENSG00000197530",12.327579422283,-0.182040394276318,12.5096198165594,6.80746177363229,1286.71972353226,2.78591091258369e-72
"ENSG00000189409",17.5726173438472,-0.671782477981941,18.2443998218291,1.02328743767853,82.6564885031645,6.04687480334335e-22
"ENSG00000248333",14.023247640355,-0.166550403602098,14.1897980439571,5.84470540014087,1989.06552738275,1.7373758922042e-81
"ENSG00000189339",12.293303656983,-0.148732777399855,12.4420364343829,7.32894058240703,2219.92085174827,7.97672350551091e-84
"ENSG00000008128",17.9878018444596,-0.0969261643022879,18.0847280087619,2.05121922623204,314.020741686298,6.2356513765499e-44
"ENSG00000215790",15.1204100395987,0.0144649992929128,15.1059450403058,4.71428354397336,1131.1292554961,1.38811705125854e-69
"ENSG00000008130",11.3382632531479,0.101725841162139,11.2365374119858,9.27735195896799,735.106976478072,1.10776130588573e-60
"ENSG00000078369",11.525348933183,0.0154658777050894,11.5098830554779,8.76871896137357,1741.48377624676,1.15278983997362e-78
"ENSG00000169885",19.562593939493,1.11440786019463,18.4481860792984,-0.67244438625666,35.0254774469942,2.88899710507368e-12
"ENSG00000178821",22.3854990673162,0.40752428893174,21.9779747783844,-1.1779356208022,39.1186474340682,2.74181987511215e-13
"ENSG00000142609",17.2382000688307,-1.28441951583546,18.5226195846661,0.213994299296821,35.5239066545678,2.33371696949251e-12
"ENSG00000187730",21.9801328850089,0.682815353077551,21.2973175319313,-0.615019736955801,33.5076820552033,7.1205554108183e-12
"ENSG00000067606",14.526070758251,-0.139447117955561,14.6655178762066,5.0150558586762,1206.65220765328,6.18563193626821e-71
"ENSG00000162585",14.3663980714348,-0.202714361174701,14.5691124326095,5.1371392087199,1667.80426492779,9.48967822728532e-78
"ENSG00000157933",12.1916530481425,-0.0392324709339865,12.2308855190764,7.89434642442328,1274.61448232115,4.39814929256034e-72
"ENSG00000116151",15.7323968736449,-0.0746820697934714,15.8070789434384,4.28682034297997,909.719895842456,4.64772753210091e-65
"ENSG00000157916",13.2681453831546,-0.0330081982639255,13.3011535814186,6.60160793030314,3613.28764364708,2.93760712870732e-94
"ENSG00000157911",16.7727244894403,0.0757255406900282,16.6969989487503,3.37596882104341,623.571219809205,2.42155136203312e-57
"ENSG00000149527",13.5829417583795,-0.223619640672928,13.8065613990525,5.21517873156301,869.440470929118,4.36765339440187e-64
"ENSG00000157881",13.3233267575343,-0.0721883974471093,13.3955151549814,6.35647952325975,2760.3262585983,1.7634165081879e-88
"ENSG00000197921",20.47555666558,-0.329902494850751,20.8054591604308,-0.642220212286102,37.4309177594477,7.14388259190998e-13
"ENSG00000157873",12.6240134004246,-0.0948536213160764,12.7188670217407,7.1867548156404,1897.25509979168,1.75472390188079e-80
"ENSG00000157870",15.4331289678726,-0.259712707102099,15.6928416749747,3.96397368958005,1222.30748053255,3.32279018125413e-71
"ENSG00000142606",18.0691651569504,-1.02318946719817,19.0923546241486,0.0342049889183136,42.3221303206635,4.67524954177535e-14
"ENSG00000215912",15.320677090923,-0.134194131013983,15.454871221937,4.1117973593435,809.556789676787,1.17429099521417e-62
"ENSG00000169717",20.8806153595141,-1.30761669827879,22.1882320577928,-1.25680916501397,38.2864862706656,4.38642924299666e-13
"ENSG00000142611",18.3263492957532,-0.880317835647316,19.2066671314005,0.333290443794988,39.9422766846892,1.95935672879503e-13
"ENSG00000130762",17.1876097052515,-2.1676314712304,19.3552411764818,-0.107254900845391,36.7540712762402,1.05433730395766e-12
"ENSG00000162591",12.4445180047078,-0.104662706801372,12.5491807115092,6.85501840758847,1222.93356871332,3.24174578820855e-71
"ENSG00000158109",14.1465178282391,0.202783982707546,13.9437338455316,6.33500077437256,1188.63952193098,3.72766560361959e-70
"ENSG00000116213",14.7622087319847,-0.0112088505626014,14.7734175825473,5.22673677125371,2028.15439483797,6.69814172098225e-82
"ENSG00000078900",17.9038882487769,-0.135275474875509,18.0391637236524,1.85188343851798,208.089029132118,1.93933764088547e-36
"ENSG00000162592",18.2110550175789,-0.655082680243374,18.8661376978222,0.022006793997407,42.3222698306071,4.67489566603966e-14
"ENSG00000235169",16.1117480523863,0.790581556782203,15.3211664956041,5.12608283195407,103.972386490011,2.3144692039112e-23
"ENSG00000130764",14.2297940382983,-0.11430415780686,14.3440981961052,5.67687844197975,1851.78957145898,5.74414622760447e-80
"ENSG00000116198",13.800711319104,-0.0933346398679001,13.8940459589719,5.7147288998686,1939.98235125369,5.90274493633821e-81
"ENSG00000169598",14.9728384956105,-0.358035741006075,15.3308742366165,4.4327077695522,1008.29654973852,3.43583442345166e-67
"ENSG00000198912",14.6304559171774,-0.249251449518044,14.8797073666954,4.71853554088119,1233.9271346707,2.10537719379091e-71
"ENSG00000196581",16.454623138067,-0.401130675016629,16.8557538130836,1.70793012447419,95.9406276992225,1.20140039701691e-23
"ENSG00000131697",15.3915127913984,0.131979009315334,15.259533782083,4.7094918618118,1555.6981281763,2.80815713399159e-76
"ENSG00000069424",11.4385844897262,-0.0465341172971161,11.4851186070233,8.47672911051403,2993.88901544049,3.20582833411359e-90
"ENSG00000116254",17.5868403251716,-1.05371497195064,18.6405552971222,0.823141130418973,64.527721775874,9.54968495897843e-19
"ENSG00000116251",13.0960850993532,-0.333920803881762,13.4300059032349,6.59097283505326,896.461868761351,3.73407186889164e-61
"ENSG00000158286",17.6602360901019,-0.333974417327483,17.9942105074294,2.07214783402849,226.893838244911,5.69517363830444e-38
"ENSG00000116237",14.7378614563907,-0.207757947990602,14.9456194043813,4.80462336096593,1253.07464207487,1.00149551315246e-71
"ENSG00000173673",22.1022165229149,0.737450451172973,21.3647660717419,-1.34494778007251,40.9180696472535,1.00736834496895e-13
"ENSG00000158292",16.6802008497468,-0.377001932636394,17.0572027823832,2.47033254755618,249.043019322655,1.19942491592384e-39
"ENSG00000097021",16.7298810050869,-0.394308776005253,17.1241897810921,2.86936065811989,683.014456329418,3.47397079681119e-59
"ENSG00000069812",19.1111314001031,-0.758694310628398,19.8698257107315,-0.810534737904767,28.8754993751221,1.2405834459002e-10
"ENSG00000187017",14.792750655679,1.44357631759481,13.3491743380842,5.95759990739647,124.058234685726,1.0672632041359e-25
"ENSG00000215788",13.7021064125982,-0.396394314696925,14.0985007272952,5.11331384012236,424.302194511233,4.02577711893143e-45
"ENSG00000171680",16.3779963614791,-0.550317227929743,16.9283135894088,2.4535486871195,229.043098403698,3.8641788379569e-38
"ENSG00000162408",13.6992681424766,-0.26215083760077,13.9614189800774,5.7521894002026,1658.89220430256,1.23208359919845e-77
"ENSG00000173662",21.0925918208793,0.721463002652734,20.3711288182266,-0.108398479036421,45.6548536646901,7.91239169915484e-15
"ENSG00000204859",13.9204889077875,-0.0414360840747481,13.9619249918622,6.27909351757718,2018.23578859037,8.51623470147447e-82
"ENSG00000162413",12.1957687111865,-0.0646107240887733,12.2603794352752,8.17894926360331,1137.61696768884,1.05444126747707e-69
"ENSG00000116273",15.8336357605515,-0.193551798243885,16.0271875587954,4.11417282771239,1022.25522189102,1.77995449634694e-67
"ENSG00000041988",15.8797538597641,-0.23523354595665,16.1149874057208,3.70593064199326,736.485707604222,1.01438706097673e-60
"ENSG00000007923",15.0601661793572,-0.174374049441466,15.2345402287987,4.67084088093209,1278.27131830161,3.8297896301262e-72
"ENSG00000171735",15.1981755466822,-0.224579853686083,15.4227554003683,3.94210344233829,905.207104917527,5.88811181168893e-65
"ENSG00000049245",14.2523099310377,-0.0207038958628216,14.2730138269005,6.06453574106825,1851.20764710588,5.83306488764789e-80
"ENSG00000049246",16.6431515589519,-0.348296359144342,16.9914479180963,2.93773697551891,374.484340903683,2.79556918823166e-47
"ENSG00000049247",20.4396252396515,1.11142270504264,19.3282025346088,-0.230874575826882,39.2213569627746,2.58811290959961e-13
"ENSG00000049249",16.6049192604463,0.151925405577421,16.4529938548689,3.91975490011765,443.038229670048,1.08789859832603e-48
"ENSG00000116288",14.4344722078519,-0.0492553969152021,14.4837276047671,5.62859804332024,1546.33719243609,3.76596663884307e-76
"ENSG00000116285",18.2479666593307,-0.187057522435675,18.4350241817664,0.98248460494544,101.857586397339,6.89516366521107e-25
"ENSG00000162426",17.2741749931061,-1.32393965748212,18.5981146505882,0.684347836095277,84.4183576397516,3.12112537173158e-22
"ENSG00000142599",11.7115555873846,0.00761373474102644,11.7039418526435,8.57988213219378,1237.94405035564,1.79985846303275e-71
"ENSG00000074800",11.7462116221132,0.0668315174948317,11.6793801046183,8.61728625460792,1327.66207882812,6.12812876413511e-73
"ENSG00000131686",15.3317354669114,-0.603857129154881,15.9355925960663,3.7981402562065,211.548250437904,1.1729829071648e-33
"ENSG00000197241",20.9243248304993,-0.429134152834276,21.3534589833336,-0.7535430009755,31.7844711114688,2.02304711427995e-11
"ENSG00000142583",18.5218256266217,-0.216492207798737,18.7383178344204,2.38579505279573,121.786746146807,5.59463845769489e-26
"ENSG00000180758",15.5989723079895,-0.263241144786563,15.8622134527761,3.86088096637164,641.875802210552,6.30530910397461e-58
"ENSG00000049239",12.9265561146268,0.0292716816409817,12.8972844329858,7.16373868779666,1653.73789179771,1.43380134665048e-77
"ENSG00000171621",18.036203052186,0.276991377336888,17.7592116748491,2.28668500575231,318.556977291262,3.34987578612196e-44
"ENSG00000171612",16.710446905897,-0.277514758394044,16.987961664291,2.67915985355382,268.511753567849,5.06755632918068e-41
"ENSG00000188807",15.646946567919,-0.376602160671462,16.0235487285905,3.69242202891186,753.935303865302,3.37214157167856e-61
"ENSG00000171608",10.4423916022668,-0.0196572286368845,10.4620488309037,9.66959139203915,1028.99888851314,1.29941748509274e-67
"ENSG00000171603",12.7956378864353,-0.162826731501025,12.9584646179363,6.84384098334119,1338.78041380066,4.09365780548904e-73
"ENSG00000178585",15.8339074037366,-0.233849601908831,16.0677570056454,3.76940862277678,905.715883083029,5.73283283869502e-65
"ENSG00000162441",15.7024344152246,-0.185905873361925,15.8883402885865,4.17775193778192,1269.84327298829,5.27142572569973e-72
"ENSG00000173614",16.9759999253207,0.153794874152002,16.8222050511687,3.76999922293174,850.405794924044,1.14232631569028e-63
"ENSG00000162444",18.036221761395,0.428548381502167,17.6076733798929,2.83769201150298,397.747317107573,1.92223338867472e-48
"ENSG00000130939",13.1983649597183,0.103470788414186,13.0948941713041,7.03106511479692,2310.61753474399,1.11622501342342e-84
"ENSG00000054523",13.6357897238029,0.211343424741712,13.4244462990611,7.079153413924,802.438072862594,3.71761265825851e-58
"ENSG00000142657",12.7345504527127,0.239229339798144,12.4953211129146,8.21914708397881,565.009592714364,5.66496230394246e-51
"ENSG00000251503",21.9293668414056,0.472779031313207,21.4565878100924,-1.00603616267307,35.5936104061231,2.06964130507426e-12
"ENSG00000175279",24.6346485770942,2.50239261123745,22.1322559658568,-1.13217730796992,48.7708911120754,1.58803971068676e-15
"ENSG00000241563",21.1769217980046,-0.661104755514796,21.8380265535194,-0.250304107636602,50.0202012106512,8.4602394717978e-16
"ENSG00000160049",15.462223745189,0.0335121405522334,15.4287116046368,4.45701970842351,1065.67503980466,2.42741459823582e-68
"ENSG00000142655",15.0610452485266,-0.363174488589951,15.4242197371165,4.43834714137231,1018.5899116981,2.11371875472225e-67
"ENSG00000130940",15.2651500333962,-0.145878284311617,15.4110283177078,4.53306978272334,1298.92623370366,1.7652873933806e-72
"ENSG00000175262",18.8426786682982,-0.269808893179213,19.1124875614774,0.420796140130638,61.6666186080995,3.39292903194327e-18
"ENSG00000120948",14.5221480534826,-0.0611495948137786,14.5832976482964,5.24659364498081,1906.2876803817,1.39098965836461e-80
"ENSG00000277726",25.5467942874612,0,25.5467942874612,-1.61522660110368,0,1
"ENSG00000009724",16.3105540397125,-0.0446806563750411,16.3552346960876,3.15175740130878,463.784942542881,1.93061379981427e-51
"ENSG00000116649",14.9807066992022,-0.280790818135301,15.2614975173375,4.54524967508084,1168.17100283119,2.94656658589315e-70
"ENSG00000171824",14.5302465350691,-0.197097768419042,14.7273443034881,4.99891510188064,1296.00159783549,1.96846672127976e-72
"ENSG00000198793",12.9710414272243,0.0245602131581732,12.9464812140661,6.83875387561059,2881.57545573547,2.11609768320667e-89
"ENSG00000171819",17.3304695888911,0.18052917294441,17.1499404159467,2.72222836523956,448.138541239904,9.11328677931075e-51
"ENSG00000120942",14.2902547154011,-0.361055138020404,14.6513098534215,5.01819197301802,1091.66279112162,7.64236202483898e-69
"ENSG00000204624",18.7503560833733,0.379831704903429,18.3705243784699,0.836588257267144,59.407238041686,1.07675357834862e-17
"ENSG00000116661",17.4716121869871,-0.182543752215238,17.6541559392024,1.77272921095709,169.730785839584,6.20307585933367e-33
"ENSG00000132879",15.2756816880484,-0.177255092958045,15.4529367810064,3.90059924234732,843.069166235997,1.7223441024089e-63
"ENSG00000116663",16.6294259282692,-0.0844093082060453,16.7138352364752,4.47551375048489,617.10940540686,8.23585072938967e-55
"ENSG00000116670",16.2919220724423,0.210686218830902,16.0812358536114,4.060023818889,839.425530230505,2.11460868774604e-63
"ENSG00000162490",17.6763539941582,0.165481767744535,17.5108722264137,2.32505339519462,290.676250166438,1.73391900770929e-42
"ENSG00000177674",13.5419396762841,0.178869845487034,13.363069830797,7.27905947861264,1092.74673952496,3.07381176794881e-68
"ENSG00000215910",19.0506984906078,-0.851502172085962,19.9022006626937,-0.124254484088189,40.7656109162506,1.0957140063412e-13
"ENSG00000177000",13.422552465087,-0.0322171188436252,13.4547695839306,6.25118942841832,2132.07946547766,5.78336649456813e-83
"ENSG00000011021",14.5440274612827,0.0415851368014222,14.5024423244813,5.12509494104417,1315.8713418471,9.43392147602435e-73
"ENSG00000175206",20.0728743001553,-0.750780765029449,20.8236550651847,0.0273577746989553,62.1845843871992,2.69067981793182e-18
"ENSG00000120937",19.5181725579426,-2.00923832437901,21.5274108823216,-1.29323765219826,42.0066283687873,1.8049206555195e-13
"ENSG00000116685",13.2806559055874,0.00908308930895057,13.2715728162785,7.15592183459958,1319.39391410184,8.2898535788881e-73
"ENSG00000083444",14.7509488932525,0.0665801375872603,14.6843687556653,5.82843631429424,948.412452028122,5.55617195918262e-63
"ENSG00000116688",13.4517924002321,0.311184439735002,13.1406079604971,7.4508096182135,652.683419009668,2.53118229378576e-53
"ENSG00000116691",15.4312653366287,0.671167174786722,14.760098161842,5.7180103540031,1519.72844290726,8.75577363838095e-76
"ENSG00000120949",15.5292254451893,-0.278211197227729,15.807436642417,4.54822439748967,720.746868545128,6.7263884236073e-60
"ENSG00000028137",10.6843654934328,0.0984395666376003,10.5859259267952,9.90440958769327,1037.16113282769,8.90182072696121e-68
"ENSG00000048707",11.7367394066153,-0.0679356697302561,11.8046750763455,8.01039935921728,3049.47899984485,1.29241122187433e-90
"ENSG00000162496",14.2209478464137,-0.194702934731563,14.4156507811453,4.84391075545657,757.947009058128,6.82549105974835e-61
"ENSG00000204518",23.0067120611645,0.992211494840659,22.0145005663238,-1.37065426952832,41.2604095265686,8.3450916699837e-14
"ENSG00000188984",20.7138646260402,0.610370218632385,20.1034944074078,-1.07487420983511,33.8147856698857,5.92482440704407e-12
"ENSG00000157330",17.6621041407504,-2.00929260192513,19.6713967426755,-0.73851088578899,28.7147833405573,1.37398310465091e-10
"ENSG00000116726",19.1178352016212,-2.59892328473073,21.716758486352,-1.1710273170819,38.2199124501073,1.28630419408748e-12
"ENSG00000116721",21.5376720892537,-0.0181743657199253,21.5558464549736,-1.26328124734652,36.5005337996254,1.22078901421966e-12
"ENSG00000239810",22.2616689092638,-2.07195941376579,24.3336283230295,-1.41060900741812,46.0778188680744,2.40318479528917e-14
"ENSG00000179172",22.1469538580995,-1.32732770753746,23.474281565637,-1.34915291729707,49.7868905968882,9.51032607214716e-16
"ENSG00000120952",18.6554753140932,-1.91360391919956,20.5690792332927,-1.22229212160607,36.758716087835,2.81257042486289e-12
"ENSG00000243073",19.3253732899201,-0.769748146297097,20.0951214362172,-1.36397229384484,38.8271874141237,9.33102374025692e-13
"ENSG00000187545",22.7806102747672,1.12133695523833,21.6592733195288,-1.28682328189835,37.5793702292002,6.56194065483415e-13
"ENSG00000204510",23.6814412060134,-0.670111526694822,24.3515527327082,-1.56241167038241,69.4884581853892,1.02736579149734e-18
"ENSG00000232423",22.8848708293786,-1.47044004634113,24.3553108757197,-1.48283121131235,52.9107426480346,9.93491429572915e-16
"ENSG00000274764",20.4985568935371,-0.207177356506998,20.7057342500441,-1.48141751477585,40.5760276732497,6.45906456782132e-06
"ENSG00000280267",22.6817466276097,-1.72976796319127,24.411514590801,-1.44047504488324,50.4154634065815,3.09524400345281e-15
"ENSG00000229571",22.524017872212,-0.0509393697339273,22.5749572419459,-1.48723942462757,53.0309258414487,1.91463049350255e-16
"ENSG00000277058",23.636788543746,0,23.636788543746,-1.58920425030662,4.21139509870412e-08,0.999999993089192
"ENSG00000275774",20.9283378844275,-1.72378736102062,22.6521252454481,-1.38364649670235,47.0496944758606,1.5054064950822e-14
"ENSG00000179412",25.5467942874612,-0.206869532784063,25.7536638202453,-1.60729956094716,103.813657865919,1.42095444828175e-07
"ENSG00000204505",22.396550829123,-0.222566276247858,22.6191171053708,-1.27687016368457,37.5246165024676,6.77073159769446e-13
"ENSG00000279169",21.3719821075844,-0.385323394807301,21.7573055023917,-1.50967416630717,52.2336782226401,4.82805012417633e-12
"ENSG00000279804",19.6496545046222,-1.32845670701997,20.9781112116422,-1.36753535384167,40.6227293910909,3.66166020965718e-13
"ENSG00000270601",24.1753325460309,0.0118830623346619,24.1634494836963,-1.44117040763693,47.5066099494681,3.02799035755358e-15
"ENSG00000182330",22.8575383981339,-0.614039059048502,23.4715774571824,-1.35204113343914,40.7471954165648,1.10690734296797e-13
"ENSG00000204501",20.3051957479461,-0.468493966423221,20.7736897143693,-1.19504428634893,33.5339846002123,7.00913591555204e-12
"ENSG00000237700",20.5645126070263,-1.74562631448623,22.3101389215125,-1.38104889694545,40.4717751492737,3.95818058207696e-13
"ENSG00000204481",22.3084129732041,1.89032405700603,20.4180889161981,-1.1060720837084,33.6604867660816,6.49759077343708e-12
"ENSG00000204480",20.1658325456942,-1.45997661852145,21.6258091642157,-1.38856264982437,41.4562300440315,2.38804468529789e-13
"ENSG00000204479",20.7089750699165,-1.83682465190209,22.5457997218185,-1.15123450654462,38.3217675636015,4.29952177374447e-13
"ENSG00000204478",22.4773583109672,0.420225550839367,22.0571327601279,-1.21234459696486,35.0710229670852,2.81254320610085e-12
"ENSG00000162494",21.6855921772219,0.206218911396872,21.4793732658251,-1.01271555037864,30.6873592666266,3.97853338137495e-11
"ENSG00000162493",19.0689337733425,-0.876330439046671,19.9452642123892,-0.96525805662133,31.0735348447657,3.13245483825074e-11
"ENSG00000116731",12.2264379045058,0.135709352375648,12.0907285521302,7.93270871012225,4165.67016906088,2.54787449785486e-97
"ENSG00000189337",16.888877003715,0.610539120483252,16.2783378832318,3.90331575055088,235.447239513374,2.67118735023874e-35
"ENSG00000171729",19.6821239701558,1.26265641014133,18.4194675600145,1.31673971276374,106.704001710032,1.42732934527533e-25
"ENSG00000142621",16.8802795691705,-0.118424403349771,16.9987039725202,1.96010238023776,111.390672609081,1.55986289317772e-25
"ENSG00000142634",10.8221933422531,0.0784464530727239,10.7437468891804,9.50794646631203,1006.15410234997,3.80368268617838e-67
"ENSG00000162438",19.004464987637,0.179171901742763,18.8252930858942,0.275974308549832,57.9385593706174,1.86000584090303e-17
"ENSG00000142615",21.4507447764585,0.0563959176060076,21.3943488588525,-0.99009391843595,32.7398232243039,1.13090114637559e-11
"ENSG00000215704",18.1047499921965,-0.405380298699605,18.5101302908961,0.929145731543439,101.220529252583,8.5128647406178e-25
"ENSG00000132906",15.4409490374176,0.0234779119567424,15.4174711254609,4.50354757128326,1204.34184481841,6.78417157432207e-71
"ENSG00000116138",14.6334785945065,-0.235852688768175,14.8693312832747,5.0875780405578,1494.08572380338,2.0014011413946e-75
"ENSG00000116771",16.6136483627003,-0.540097174451119,17.1537455371515,2.67216101413307,330.412308088331,6.84152015680383e-45
"ENSG00000197312",14.0658994013919,0.280676372437147,13.7852230289548,6.07200922310386,2187.73404099972,1.63361186895418e-83
"ENSG00000215695",25.5467942874612,0,25.5467942874612,-1.61522660110368,0,1
"ENSG00000116786",13.5770222220568,-0.0186603755535861,13.5956825976103,6.51846329335734,2591.27351580177,3.97017035087551e-87
"ENSG00000162461",17.9558854796519,-0.548322089226989,18.5042075688789,1.12905816622694,90.2259073517458,3.74538580697587e-23
"ENSG00000162460",18.1616448199325,-2.11130390995106,20.2729487298835,-1.18469730310986,36.2125598866233,3.7817520218952e-12
"ENSG00000162458",20.4105207303364,-0.00152243195904106,20.4120431622954,-0.297860175555572,41.4220780736625,7.6370907636754e-14
"ENSG00000233954",18.378613776923,-0.299633127617383,18.6782469045404,1.02545213848029,122.522897036589,1.14918519877996e-27
"ENSG00000065526",11.6326170296554,0.00674753666460474,11.6258694929908,8.34641721933099,2631.17815530333,1.87032586806757e-87
"ENSG00000116809",13.95771903992,0.0500259202130274,13.907693119707,5.81753790952226,2188.25333430947,1.61469540734099e-83
"ENSG00000183888",19.5094208152246,-2.03342019213725,21.5428410073618,-1.27627006968801,39.0155655414623,8.45069258756587e-13
"ENSG00000173641",21.8424999469809,1.52888063509816,20.3136193118827,-0.482344995033192,42.2386585692767,4.89195705125735e-14
"ENSG00000186510",18.4489859827646,-0.821054112117656,19.2700400948822,-0.318161054960809,32.9401954096297,1.00188605812352e-11
"ENSG00000184908",20.8090611137393,0.793838401741153,20.0152227119981,-0.734439101089768,26.150874376619,7.21219222851458e-10
"ENSG00000185519",22.7813231376143,1.68623075833424,21.0950923792801,-1.06671386598793,35.8769203079255,1.75396131679381e-12
"ENSG00000142627",18.0622009371483,0.683677125232106,17.3785238119162,1.2493082065851,75.8481453754739,1.14239664139308e-20
"ENSG00000142632",16.4619532329573,-0.410134457437566,16.8720876903949,2.59034572999138,374.125484829901,2.9167567843259e-47
"ENSG00000132881",16.6625260768331,-0.283596478266557,16.9461225550997,2.52178859696805,372.902976704854,3.37133919521732e-47
"ENSG00000037637",14.0081189002992,-0.0421600663806538,14.0502789666798,5.93722301581751,2759.44820524202,1.79129499545422e-88
"ENSG00000055070",13.5919640494211,-0.0799516380866343,13.6719156875078,6.39278469548467,2673.0293482198,8.59538425376862e-88
"ENSG00000187144",17.6319705916113,-0.112261581294091,17.7442321729054,2.57881092373627,452.42200548823,5.93035856326891e-51
"ENSG00000157191",12.7465668409412,-0.110626115138769,12.85719295608,7.05671133404583,2282.0730078283,2.05569890728413e-84
"ENSG00000219481",14.4722561004913,-0.166612762907144,14.6388688633984,4.87140722166948,682.798300269186,3.34258960396564e-57
"ENSG00000058453",13.2466774643202,-0.24163523156617,13.4883126958864,5.90745486020278,822.463910684139,1.12061065159353e-59
