,yes.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
295,ENSG00000121774,663.9261391,0.051366615,0.081249258,0.632210259,0.527249495,0.727516522
296,ENSG00000121775,101.6126786,-0.147386523,0.142009382,-1.03786469,0.299333054,0.534348758
297,ENSG00000025800,520.3554993,-0.043636661,0.097090375,-0.449443741,0.653111583,0.811855282
298,ENSG00000084652,365.9776786,-0.044001101,0.117465894,-0.37458618,0.707968252,0.845431675
299,ENSG00000160050,39.56149171,0.153437344,0.251871324,0.609189413,0.542398897,0.738727506
300,ENSG00000160051,21.12052859,0.133655588,0.320052958,0.417604602,0.676236231,NA
301,ENSG00000222046,37.02248361,0.276766599,0.280237176,0.987615571,0.323340957,NA
302,ENSG00000160055,62.77531752,0.365646151,0.18574424,1.968546378,0.049005205,0.195204068
303,ENSG00000084623,216.5983864,-0.362257625,0.132176864,-2.740703728,0.006130776,0.065699673
304,ENSG00000182866,835.4215545,-0.273562395,0.157832939,-1.733240197,0.083052985,0.264007278
305,ENSG00000116478,595.2348329,0.096382468,0.078658211,1.225332571,0.220449941,0.457782187
306,ENSG00000175130,258.9276302,-0.366866428,0.180264421,-2.035157163,0.041835062,0.180232395
307,ENSG00000162526,7.222381331,-0.797806078,0.607589278,-1.313068065,0.189160014,NA
308,ENSG00000225828,41.64423528,-0.19326366,0.220203052,-0.877661133,0.380127643,0.611644244
309,ENSG00000160058,595.1095812,0.119692835,0.083650702,1.430864688,0.152468999,0.371925921
310,ENSG00000176261,77.52454333,0.405931663,0.186764831,2.173490918,0.029743389,0.148384857
311,ENSG00000162521,521.9566482,-0.129987574,0.083070525,-1.564785754,0.117633153,0.321434702
312,ENSG00000162522,28.8929426,-0.32643769,0.381015977,-0.85675591,0.391579797,NA
313,ENSG00000134684,251.1314893,-0.234352089,0.133299866,-1.758081947,0.078733567,0.256604066
314,ENSG00000116497,324.6643247,-0.029997298,0.119576079,-0.250863702,0.801919489,0.90030296
315,ENSG00000160097,21.5062352,-0.078726128,0.355446604,-0.221485103,0.824714734,NA
316,ENSG00000116514,1152.75499,0.310497647,0.154221491,2.013322817,0.044080679,0.184355231
317,ENSG00000004455,395.3834685,-0.188397401,0.108165839,-1.741745857,0.081552924,0.261154125
318,ENSG00000142920,41.74923427,-0.195220672,0.359231852,-0.543439206,0.586827438,0.769434241
319,ENSG00000116525,219.7203396,-0.005161626,0.138149589,-0.03736259,0.970195901,0.985570488
320,ENSG00000160094,236.5939347,0.099780491,0.125992647,0.791954879,0.428386986,0.651455025
321,ENSG00000184389,14.02259564,0.70915537,0.529999056,1.338031382,0.180886207,NA
322,ENSG00000134686,2029.098144,1.043311993,0.258006957,4.043735887,5.26E-05,0.006843464
323,ENSG00000121903,22.35492639,-0.043321099,0.339807543,-0.127487161,0.898554835,NA
324,ENSG00000163866,223.4947914,-0.11863604,0.112382201,-1.055647949,0.291129086,0.52647081
325,ENSG00000187513,8.113484257,0.588061846,0.704936996,0.83420483,0.40416557,NA
326,ENSG00000116544,17.5999175,0.184892485,0.420326122,0.439878646,0.660025003,NA
327,ENSG00000163867,84.4858202,-0.112038716,0.206753559,-0.541894982,0.587890854,0.769944477
328,ENSG00000197056,75.7352826,-0.206932985,0.223268845,-0.926833231,0.354013128,0.587563456
329,ENSG00000116560,1835.49413,-0.05317494,0.061654786,-0.862462474,0.388433074,0.618232415
330,ENSG00000146463,201.1975218,-0.041897079,0.143510708,-0.291943924,0.770329499,0.88375046
331,ENSG00000142687,795.8670653,0.514380989,0.136475577,3.769033266,0.000163881,0.012204388
332,ENSG00000020129,163.2328811,-0.352746927,0.155628743,-2.266592404,0.023415137,0.12963549
333,ENSG00000116819,31.44307356,0.576212891,0.284311334,2.026696869,0.042693423,NA
334,ENSG00000126067,196.4061975,-0.230937292,0.116686411,-1.979127569,0.047801645,0.192561799
335,ENSG00000142686,45.18824724,-0.062777843,0.249247241,-0.251869759,0.801141735,0.899916232
336,ENSG00000092853,13.23028363,0.495149815,0.504519529,0.981428441,0.326381506,NA
337,ENSG00000134698,1442.565572,0.484901526,0.152896808,3.171430008,0.001516904,0.034038689
338,ENSG00000092847,707.7558109,0.099850527,0.106230358,0.939943431,0.347246578,0.580930015
339,ENSG00000126070,493.5702712,-0.06482195,0.094218915,-0.687992954,0.491457219,0.703049253
340,ENSG00000116863,148.5164996,-0.207216767,0.147308204,-1.406688567,0.159519757,0.380742885
341,ENSG00000171812,22.54325992,-0.096982288,0.390296122,-0.248483862,0.803760055,NA
342,ENSG00000054116,155.9461171,-0.026803609,0.129573297,-0.206860592,0.836118734,0.919258264
343,ENSG00000116871,1952.396289,0.364746059,0.135557873,2.69070361,0.007130151,0.070322996
344,ENSG00000054118,1203.905938,0.217313438,0.096847042,2.243883074,0.024839925,0.134428601
345,ENSG00000214193,37.06120336,0.037639144,0.358089222,0.105111077,0.91628767,NA
346,ENSG00000142694,19.65867384,0.234673366,0.340375946,0.689453439,0.490537964,NA
347,ENSG00000196182,1916.772397,0.380258254,0.154617712,2.459344733,0.013919089,0.098683808
348,ENSG00000181817,218.5399881,0.03407973,0.143634678,0.23726673,0.812449871,0.906448294
349,ENSG00000116885,16.64541901,0.32306028,0.488593854,0.661204143,0.508481405,NA
350,ENSG00000116898,70.97440419,-0.110220522,0.181969597,-0.605708449,0.544708372,0.739982543
351,ENSG00000119535,17005.73225,0.55347932,0.188003576,2.943982933,0.003240179,0.046900445
352,ENSG00000163874,290.1526179,-0.193111967,0.126108161,-1.531320145,0.125690289,0.332324268
353,ENSG00000163875,192.7453803,-0.104496754,0.131772442,-0.793009162,0.427772485,0.650978444
354,ENSG00000163877,186.27059,-0.000946502,0.119480237,-0.007921829,0.993679361,0.996702785
355,ENSG00000163879,6.950933539,0.012599291,0.600607163,0.020977591,0.983263532,NA
356,ENSG00000134697,118.4769855,-0.177757589,0.181104124,-0.981521488,0.326335643,0.561109487
357,ENSG00000116922,59.12440724,0.277950433,0.22850992,1.216360464,0.223847638,0.461018472
358,ENSG00000134690,11.50995032,-0.277341383,0.480070645,-0.577709523,0.563460249,NA
359,ENSG00000185090,10.2225639,1.017854799,0.630331906,1.614791808,0.106355788,NA
360,ENSG00000196449,35.32125677,-0.405758894,0.256180463,-1.583879148,0.113221224,NA
361,ENSG00000197982,43.70196306,0.257530243,0.246184601,1.046085913,0.295521369,0.530461315
362,ENSG00000188786,519.9269216,0.363070115,0.141385391,2.56794646,0.010230296,0.082915416
363,ENSG00000204084,248.5758898,0.133447561,0.159891232,0.834614627,0.403934724,0.631558978
364,ENSG00000183431,280.7424084,-0.07563929,0.121897318,-0.620516436,0.534917836,0.733566934
365,ENSG00000183386,285.4422246,0.126155265,0.245208093,0.514482469,0.606914714,0.781709803
366,ENSG00000183520,63.84894924,-0.26198004,0.210211523,-1.246268695,0.212665767,0.448251982
367,ENSG00000116954,63.6060145,0.470147458,0.200127057,2.349244853,0.018811532,0.115006611
368,ENSG00000214114,51.41686725,0.15460378,0.19275525,0.802072992,0.422510737,0.647083469
369,ENSG00000174574,452.9327354,0.058832377,0.101601358,0.579051086,0.562554703,0.752587176
370,ENSG00000168653,60.95828757,-0.287112508,0.269527483,-1.065243906,0.28676557,0.521912738
371,ENSG00000127603,3816.177402,-0.042775115,0.095859827,-0.446225668,0.655434243,0.813023261
372,ENSG00000090621,417.2838537,-0.145166625,0.123830795,-1.172298252,0.241077333,0.478700625
373,ENSG00000116983,43.02705677,-0.898751012,0.390449362,-2.301837574,0.021344334,0.12337217
374,ENSG00000084072,141.9683784,-0.481005904,0.167005963,-2.880172041,0.003974582,0.051770319
375,ENSG00000116985,44.0309131,-0.526948726,0.28133589,-1.873023473,0.061065144,0.221833327
376,ENSG00000043514,58.16937866,-0.169990079,0.21695529,-0.783525855,0.433318377,0.654884259
377,ENSG00000116990,165.7548107,-0.504213842,0.219529517,-2.296792927,0.021630585,0.124272714
378,ENSG00000168389,39.60815463,-0.057836228,0.330536055,-0.174977063,0.861097657,0.933314646
379,ENSG00000131236,3663.629395,0.356124443,0.136938776,2.60061067,0.0093058,0.079168629
380,ENSG00000131238,1193.48451,0.260869692,0.162070072,1.60961051,0.107482912,0.306153983
381,ENSG00000117000,310.5816417,0.065527676,0.119328385,0.549137372,0.58291118,0.766960225
382,ENSG00000084073,224.3258022,0.530007475,0.166669011,3.180000121,0.00147275,0.034012249
383,ENSG00000049089,86.30591361,2.025459138,0.334129458,6.06189934,1.35E-09,5.83E-06
384,ENSG00000084070,4613.146415,1.063207893,0.23272655,4.56848561,4.91E-06,0.001952204
385,ENSG00000187801,19.52069651,-0.291737356,0.360334425,-0.809629433,0.418153187,NA
386,ENSG00000187815,42.39222773,-0.121270689,0.291019776,-0.416709444,0.676890946,0.825000978
387,ENSG00000164002,22.02503847,0.023264694,0.393502533,0.059122095,0.95285486,NA
388,ENSG00000117010,22.57577556,0.916063624,0.367237323,2.494473103,0.012614429,NA
389,ENSG00000117016,32.40824651,-0.131412371,0.284658738,-0.461648822,0.644333177,NA
390,ENSG00000066136,531.3040606,0.332164724,0.11272981,2.946556238,0.00321334,0.046775486
391,ENSG00000117013,7.35928235,0.607922174,0.697399341,0.871698807,0.383372711,NA
392,ENSG00000179862,38.67978951,1.067734992,0.309107709,3.454248992,0.000551828,0.021400501
393,ENSG00000171793,101.0619454,0.007623506,0.197754696,0.038550316,0.969248915,0.985064389
394,ENSG00000171790,33.61692653,-0.441990223,0.284606184,-1.552988825,0.120425804,NA
395,ENSG00000010803,139.0043307,-0.192833781,0.157763775,-1.22229441,0.221596313,0.459106653
396,ENSG00000127124,318.2327647,-0.127986624,0.19481154,-0.656976604,0.51119596,0.717868439
397,ENSG00000198815,448.6312748,-0.033415137,0.091605569,-0.364771897,0.715281684,0.849231732
398,ENSG00000127125,182.193391,-0.290089752,0.14039336,-2.066264053,0.038803554,0.172633819
399,ENSG00000186409,71.89969686,0.600725423,0.246782237,2.434232834,0.014923392,0.102450034
400,ENSG00000171960,53.22016832,0.227593334,0.212340333,1.071832801,0.283795137,0.519034381
401,ENSG00000065978,5736.321366,0.152117419,0.304139543,0.500156665,0.616964769,0.788682559
402,ENSG00000117385,159.1887501,-0.340565794,0.145931137,-2.33374316,0.019609175,0.118057111
403,ENSG00000164008,50.15811033,0.1020707,0.235402043,0.433601591,0.664577779,0.818045974
404,ENSG00000177868,24.82639233,0.544919983,0.323319949,1.6853893,0.091913487,NA
405,ENSG00000164010,80.38454023,0.423650533,0.237269838,1.785522077,0.074176674,0.24855353
406,ENSG00000164011,54.23566111,-0.378852902,0.213255835,-1.776518336,0.075647522,0.251680959
407,ENSG00000117394,798.1089556,0.191315813,0.241612366,0.79182956,0.428460064,0.651469755
408,ENSG00000117395,40.16202348,-0.011612811,0.266042748,-0.043650171,0.965183259,0.983301701
409,ENSG00000066056,9.758783661,-0.292388251,0.716871606,-0.407866971,0.683371343,NA
410,ENSG00000117400,37.13872998,-0.336395303,0.346948821,-0.969581917,0.33225493,0.566829999
411,ENSG00000117399,20.81133223,0.493853523,0.404065405,1.222211844,0.221627526,NA
412,ENSG00000066322,347.2621323,0.048979767,0.117883626,0.41549254,0.677781375,0.825792435
413,ENSG00000159479,81.65109145,-0.190485111,0.175600063,-1.08476676,0.278024971,0.513910673
414,ENSG00000198198,883.8009801,0.010272291,0.08452288,0.121532668,0.903269141,0.953922136
415,ENSG00000178922,14.59624589,0.178718727,0.399284895,0.447597015,0.654444058,NA
416,ENSG00000142949,48.22468017,1.052052349,0.543835218,1.934505736,0.053050977,0.203207192
417,ENSG00000066135,347.7578465,-0.004605237,0.096043234,-0.047949619,0.961756394,0.981526362
418,ENSG00000126091,80.76839414,0.281796842,0.233359398,1.207565862,0.227214297,0.464633359
419,ENSG00000117408,148.3036386,0.132393786,0.156788544,0.844409819,0.398440438,0.626591029
420,ENSG00000132768,73.03898163,-0.227222173,0.209438214,-1.084912677,0.277960333,0.513910673
421,ENSG00000117410,1018.457635,0.292972221,0.165655028,1.768568239,0.076965955,0.254334122
422,ENSG00000117411,15.86347817,0.164623724,0.398466624,0.413143068,0.679501797,NA
423,ENSG00000159214,13.98832283,-0.635719299,0.528756391,-1.202291471,0.22925062,NA
424,ENSG00000196517,166.5825017,-0.220688573,0.443140051,-0.498010894,0.618476364,0.789379234
425,ENSG00000178028,194.8531882,0.104811247,0.135439195,0.773862008,0.439012399,0.659802635
426,ENSG00000117419,120.0249607,-0.07301112,0.189512163,-0.385258226,0.700046108,0.838994035
427,ENSG00000187147,279.3519123,-0.147373284,0.098916581,-1.489874424,0.136257258,0.348944888
428,ENSG00000126106,23.50551833,-0.040969929,0.295132601,-0.138818719,0.889593402,NA
429,ENSG00000198520,81.4607871,0.027933831,0.20982399,0.133129823,0.89409071,0.948644459
430,ENSG00000142945,17.25392991,-0.491942693,0.34534985,-1.424476349,0.154308627,NA
431,ENSG00000142937,868.0805578,-0.636815599,0.201644886,-3.158104378,0.001587987,0.034628189
432,ENSG00000142959,7.241886968,0.98479468,0.626137618,1.572808681,0.115763125,NA
433,ENSG00000173846,250.4740685,0.414230024,0.179741982,2.304581372,0.02119003,0.122832217
434,ENSG00000188396,24.33792853,0.3240143,0.378619087,0.855779096,0.39211998,NA
435,ENSG00000222009,58.27311833,0.553160682,0.281555075,1.964662443,0.04945332,0.19562789
436,ENSG00000117425,15.34553184,-0.014722228,0.458656501,-0.032098592,0.974393427,NA
437,ENSG00000070785,69.42834542,-0.429182777,0.203884799,-2.105025872,0.035289056,0.163382034
438,ENSG00000126107,350.6669955,-0.078166178,0.157181676,-0.497298287,0.618978719,0.789530135
439,ENSG00000126088,128.8518059,-0.110788045,0.177645872,-0.623645481,0.532860435,0.731882766
440,ENSG00000162415,30.28527245,-0.226658457,0.379772451,-0.596827012,0.550622881,NA
441,ENSG00000186603,7.27078685,0.309490805,0.596940988,0.518461308,0.604136449,NA
442,ENSG00000132781,62.13843998,-0.115425478,0.220042264,-0.524560491,0.599888758,0.777393093
443,ENSG00000132773,51.19827331,-0.113852806,0.200391366,-0.568152253,0.569931589,0.757917565
444,ENSG00000070759,129.2126148,0.352426776,0.150013264,2.349304096,0.018808539,0.115006611
445,ENSG00000280670,15.6240869,0.244453642,0.540265615,0.452469369,0.650930883,NA
446,ENSG00000132763,34.72457281,-0.001750845,0.313431856,-0.005586048,0.995543002,NA
447,ENSG00000117450,127.409256,-0.364293263,0.16718485,-2.178984889,0.029332791,0.147308668
448,ENSG00000117448,157.512523,-0.119083837,0.170719082,-0.69754263,0.485463271,0.698363107
449,ENSG00000132780,291.6807581,0.148060499,0.114814935,1.289557832,0.197204225,0.430250508
450,ENSG00000159588,93.30067551,0.088487134,0.208273122,0.424861032,0.670937983,0.821495981
451,ENSG00000159592,883.548789,0.051206768,0.076318113,0.67096481,0.502242948,0.711451716
452,ENSG00000159596,71.98469497,-0.077058612,0.184528039,-0.417598391,0.676240773,0.825000978
453,ENSG00000197429,65.39559757,-0.120291132,0.222305074,-0.541108352,0.588432902,0.770458011
454,ENSG00000086015,123.1904209,0.274686818,0.164392709,1.670918495,0.094737778,0.284353594
455,ENSG00000117461,14.99856425,-0.50849358,0.423389838,-1.201005632,0.229749017,NA
456,ENSG00000085998,90.54936263,-0.047086872,0.195375823,-0.241006647,0.809549965,0.904040832
457,ENSG00000085999,9.562703846,-0.176305952,0.599576092,-0.294051005,0.768718929,NA
458,ENSG00000132128,233.9000839,-0.252388,0.10749789,-2.347841427,0.018882558,0.115166796
459,ENSG00000173660,83.60992443,0.081460577,0.190112852,0.428485379,0.668297776,0.819813071
460,ENSG00000117481,156.1727928,-0.141596612,0.187906796,-0.753547053,0.451121248,0.669193571
461,ENSG00000117480,67.44829207,-0.001575487,0.273087864,-0.005769159,0.995396903,0.997395837
462,ENSG00000079277,682.332665,0.626968709,0.160179299,3.914168135,9.07E-05,0.009054713
463,ENSG00000142961,327.9080749,-0.050004425,0.111420092,-0.448791811,0.653581847,0.811855282
464,ENSG00000123472,124.9798331,-0.538969042,0.1855464,-2.904766915,0.003675267,0.049829442
465,ENSG00000186118,8.316779687,-0.405405101,0.637751177,-0.635679111,0.524985594,NA
466,ENSG00000159658,805.5940621,-0.111493081,0.079925978,-1.394954228,0.163029643,0.38586982
467,ENSG00000162366,769.3084379,0.496870375,0.410666287,1.209912747,0.226312376,0.463771143
468,ENSG00000162367,327.0195355,0.540962193,0.320517723,1.687776225,0.091454193,0.278892203
469,ENSG00000123473,199.5428675,-0.109089349,0.359925374,-0.303088798,0.761822191,0.878210505
470,ENSG00000162368,375.8046815,-0.334154087,0.126336263,-2.644957834,0.00817011,0.074901175
471,ENSG00000186564,28.52106686,-0.267475469,0.364146674,-0.73452674,0.462627769,NA
472,ENSG00000117834,41.49609876,1.352485284,0.357096698,3.787448311,0.000152202,0.011929406
473,ENSG00000132122,78.30707149,0.762551241,0.270333409,2.820780615,0.004790695,0.057583597
474,ENSG00000162373,17.73107832,-0.182875724,0.472362339,-0.387151365,0.698644153,NA
475,ENSG00000185104,184.5551577,-0.229594231,0.1186534,-1.934999176,0.052990397,0.203170149
476,ENSG00000123080,24.684387,-0.051589174,0.360216006,-0.143217329,0.886118544,NA
477,ENSG00000123091,964.0092361,0.34781626,0.298820014,1.163965743,0.244437895,0.4819953
478,ENSG00000085831,22.69386149,-0.201446208,0.375698102,-0.536191711,0.591826062,NA
479,ENSG00000085832,756.47416,0.089645692,0.093458885,0.959199248,0.337458379,0.572192668
480,ENSG00000117859,384.5017025,0.189001943,0.114095871,1.656518695,0.097616822,0.28958689
481,ENSG00000078618,1061.073243,0.375631593,0.130595106,2.876306823,0.004023584,0.05213768
482,ENSG00000117862,205.8646467,-0.000260868,0.130626217,-0.001997056,0.998406581,0.99901977
483,ENSG00000198841,40.17506469,-0.161273942,0.230884197,-0.698505763,0.484860955,0.697849478
484,ENSG00000134717,161.335375,-0.162407644,0.159337862,-1.019265868,0.308076763,0.542978031
485,ENSG00000157077,35.33543447,-0.55732577,0.349895573,-1.592834583,0.111197305,NA
486,ENSG00000154222,360.5166513,0.017893006,0.11628803,0.153867994,0.877713821,0.941066917
487,ENSG00000085840,10.55692768,0.801267592,0.481774614,1.663158599,0.096280692,NA
488,ENSG00000134748,304.5087801,-0.17123012,0.091704457,-1.867195173,0.061874337,0.223666045
489,ENSG00000134744,485.9143712,-0.118961489,0.124190628,-0.957894252,0.338116085,0.572853013
490,ENSG00000116157,57.32276545,-0.196300473,0.235920726,-0.832061159,0.405374424,0.632751056
491,ENSG00000182183,195.9150719,-0.492823858,0.198007079,-2.488920391,0.012813165,0.093723061
492,ENSG00000162377,61.12053142,0.181357962,0.218881607,0.828566474,0.407349766,0.635062734
493,ENSG00000162378,312.3460345,0.114544729,0.131758119,0.869356132,0.384652369,0.614497518
494,ENSG00000121310,229.7755496,-0.090841037,0.182532903,-0.497669382,0.618717092,0.789392371
