Non-elite.vs.elite,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8598,ENSG00000165416,286.678238,0.006924992,0.104396552,0.066333533,0.947112287,0.993543133
8599,ENSG00000102837,22.79344235,1.4768719,0.681232703,2.167940403,0.030163221,0.974955382
8600,ENSG00000139734,10.48435129,-0.58819539,0.56640832,-1.038465307,0.299053479,0.974955382
8601,ENSG00000083544,107.5315195,0.001601329,0.156686468,0.010219955,0.991845797,0.998440746
8602,ENSG00000184226,99.99248586,0.233532205,0.447132939,0.522288082,0.601469766,0.988030617
8603,ENSG00000276644,62.1100002,-0.272994306,0.277709109,-0.983022512,0.325596359,0.974955382
8604,ENSG00000204899,28.70216612,0.36112113,0.27763637,1.300698211,0.193361775,0.974955382
8605,ENSG00000136122,33.91700096,-0.012868058,0.260247685,-0.049445426,0.960564328,0.993961188
8606,ENSG00000083520,289.129255,0.167329939,0.089348878,1.872770453,0.06110009,0.974955382
8607,ENSG00000083535,129.8179189,0.146842515,0.165278717,0.888453866,0.374296661,0.976993107
8608,ENSG00000102554,48.98270121,0.037698831,0.230477467,0.163568403,0.87007092,0.991650156
8609,ENSG00000118922,560.8201587,0.093038484,0.127579149,0.729260895,0.465842088,0.976993107
8610,ENSG00000136111,228.0690529,0.206623496,0.16697647,1.237440793,0.215923482,0.974955382
8611,ENSG00000188243,38.02774093,-0.434166287,0.280690043,-1.546781933,0.121915838,0.974955382
8612,ENSG00000118939,7.661832692,0.287151197,0.522431911,0.549643296,0.582564057,0.988030617
8613,ENSG00000136153,83.41753721,-0.040870949,0.187573625,-0.217892836,0.827512609,0.991512695
8614,ENSG00000178695,1403.908085,0.097550871,0.114337841,0.853180977,0.393558951,0.976993107
8615,ENSG00000102805,42.87970177,0.14623169,0.190484321,0.767683606,0.442675178,0.976993107
8616,ENSG00000005812,584.6247159,0.084649734,0.071107879,1.190441,0.233873107,0.974955382
8617,ENSG00000005810,1706.140334,-0.021708487,0.082559127,-0.262944723,0.792593185,0.990228822
8618,ENSG00000139737,84.30093267,0.23285657,0.158114006,1.472713111,0.14082841,0.974955382
8619,ENSG00000152193,33.23971779,0.319555835,0.275232132,1.161041165,0.245625159,0.974955382
8620,ENSG00000139746,601.9723454,0.077333852,0.095286761,0.811590728,0.417026513,0.976993107
8621,ENSG00000102471,17.38949665,0.057897944,0.32136138,0.180164599,0.857023349,0.991650156
8622,ENSG00000136158,12.50494992,0.806473414,0.485053757,1.662647494,0.096383018,0.974955382
8623,ENSG00000165300,6.534274971,0.567450632,0.651651819,0.870788074,0.383869878,0.976993107
8624,ENSG00000088451,50.41073243,0.578381973,0.179086908,3.229616167,0.001239565,0.583700123
8625,ENSG00000152749,57.61123253,0.270971544,0.205218671,1.320403952,0.186700185,0.974955382
8626,ENSG00000125257,255.5049036,-0.140945024,0.230253037,-0.612131008,0.540451084,0.983014805
8627,ENSG00000102580,595.9325582,-0.011630833,0.13248616,-0.08778904,0.930044349,0.993543133
8628,ENSG00000102595,30.29793582,-0.076971949,0.359997976,-0.213812172,0.830693533,0.991512695
8629,ENSG00000139793,202.9452075,0.046856845,0.119811749,0.391087228,0.695732761,0.988030617
8630,ENSG00000125249,193.3470899,0.032193437,0.148924214,0.216173289,0.828852673,0.991512695
8631,ENSG00000065150,309.9909127,0.092843073,0.114739172,0.809166315,0.418419488,0.976993107
8632,ENSG00000152767,67.34881569,-0.163689873,0.171422139,-0.954893426,0.339631595,0.974955382
8633,ENSG00000102572,552.8916431,-0.170841218,0.093444713,-1.828259871,0.067510559,0.974955382
8634,ENSG00000088387,471.9527675,-0.027347017,0.143819655,-0.190147981,0.849193173,0.991650156
8635,ENSG00000134882,441.1347358,0.014076515,0.064485303,0.218290283,0.827202945,0.991512695
8636,ENSG00000125245,153.3482638,0.089798044,0.139643985,0.643049849,0.520191754,0.980069924
8637,ENSG00000169508,228.8119446,0.181893193,0.165648956,1.098064229,0.272176444,0.974955382
8638,ENSG00000125304,980.80474,-0.095454485,0.086130982,-1.108247958,0.267754744,0.974955382
8639,ENSG00000125246,50.82877385,-0.19134927,0.237994159,-0.804008262,0.421392203,0.976993107
8640,ENSG00000175198,74.85416413,0.031255295,0.200323204,0.156024336,0.876013839,0.991650156
8641,ENSG00000134864,27.11055616,-0.174014987,0.260157172,-0.668884067,0.503569435,0.979148277
8642,ENSG00000125247,94.44674044,-0.020191335,0.180221154,-0.112036432,0.91079452,0.993543133
8643,ENSG00000134900,558.8868246,0.15551689,0.095365423,1.630747125,0.102943689,0.974955382
8644,ENSG00000151287,15.38012138,0.260588203,0.357738434,0.728432225,0.466349043,0.976993107
8645,ENSG00000134897,29.40882291,0.243071889,0.272723103,0.891277219,0.372780467,0.976993107
8646,ENSG00000134899,134.8166694,-0.030671873,0.118898406,-0.257967067,0.796432324,0.990281914
8647,ENSG00000134884,499.0916522,0.200971858,0.094205317,2.133338812,0.032896943,0.974955382
8648,ENSG00000174405,78.43442922,0.048468324,0.206076525,0.235195758,0.814056798,0.991512695
8649,ENSG00000139826,213.2171588,0.062297077,0.131578807,0.473458288,0.635886253,0.988030617
8650,ENSG00000102524,397.6971638,-0.178765293,0.154958218,-1.153635444,0.248649661,0.974955382
8651,ENSG00000041515,22.67764212,0.228215697,0.450422294,0.506670518,0.61238602,0.988030617
8652,ENSG00000185950,1104.818038,-0.138456862,0.228648129,-0.60554557,0.544816556,0.983014805
8653,ENSG00000139832,58.3669266,0.177944608,0.223179198,0.797317177,0.425266847,0.976993107
8654,ENSG00000213995,180.4236536,-0.077065728,0.107053241,-0.719882254,0.471597495,0.976993107
8655,ENSG00000134905,811.9673742,-0.030429019,0.096344,-0.315837201,0.75212608,0.989754705
8656,ENSG00000153487,280.5609837,0.010406069,0.090209148,0.115354923,0.908163807,0.993543133
8657,ENSG00000088448,772.7385824,0.067833065,0.071334383,0.95091683,0.341646598,0.974955382
8658,ENSG00000102606,488.8096569,-0.01197263,0.078384101,-0.152743092,0.878600877,0.991650156
8659,ENSG00000153495,5.688253182,-0.887930248,0.560519995,-1.584118774,0.113166693,0.974955382
8660,ENSG00000126216,525.638261,-0.111151659,0.076337883,-1.456048486,0.145379217,0.974955382
8661,ENSG00000068650,2184.435848,-0.154347326,0.110148885,-1.401260899,0.161136069,0.974955382
8662,ENSG00000126217,94.12037845,0.110857511,0.215437841,0.514568429,0.606854632,0.988030617
8663,ENSG00000126231,11.95154284,-0.045532196,0.397412793,-0.114571542,0.908784738,0.993543133
8664,ENSG00000126226,201.5599037,0.056355234,0.145797209,0.386531634,0.699102979,0.988030617
8665,ENSG00000139842,710.9450081,-0.187631528,0.110226129,-1.702241835,0.088710043,0.974955382
8666,ENSG00000185896,1040.559963,-0.118721552,0.098925865,-1.200106284,0.230098065,0.974955382
8667,ENSG00000139835,35.34458103,-0.502961468,0.246974015,-2.036495495,0.041700625,0.974955382
8668,ENSG00000153531,13.11459273,0.899536605,0.462226975,1.946092836,0.051643589,0.974955382
8669,ENSG00000150401,137.5762613,0.076511745,0.127285584,0.601102988,0.547771394,0.983014805
8670,ENSG00000150403,415.7718291,-0.02241361,0.127858197,-0.175300536,0.860843491,0.991650156
8671,ENSG00000198176,553.76383,-0.138916778,0.267302184,-0.519699375,0.603273123,0.988030617
8672,ENSG00000184497,41.84029939,0.014175738,0.245132357,0.057828914,0.953884907,0.993746558
8673,ENSG00000183087,104.383005,-0.138459236,0.166141098,-0.833383418,0.404628524,0.976993107
8674,ENSG00000185989,1726.616985,-0.094554166,0.097472156,-0.970063349,0.332014917,0.974955382
8675,ENSG00000130177,256.6372284,-0.170482713,0.124982375,-1.364054041,0.172550558,0.974955382
8676,ENSG00000169062,214.3292396,0.250138408,0.110140272,2.271089444,0.023141564,0.939739775
8677,ENSG00000198824,134.97259,0.024392486,0.119553909,0.204029181,0.838330695,0.991650156
8678,ENSG00000136319,118.327816,0.033596679,0.119855134,0.280310721,0.779239126,0.990228822
8679,ENSG00000100814,45.42859598,0.183352582,0.219140924,0.836688001,0.402767966,0.976993107
8680,ENSG00000129484,35.10070064,-0.116467917,0.228103737,-0.510591887,0.609636858,0.988030617
8681,ENSG00000129566,1071.507436,-0.052533857,0.091938243,-0.571403749,0.567725988,0.985630735
8682,ENSG00000092094,120.5175569,-0.016546103,0.152333189,-0.108617844,0.913505607,0.993543133
8683,ENSG00000100823,245.7674423,0.09687512,0.127849543,0.757727539,0.448614109,0.976993107
8684,ENSG00000165782,190.9336479,0.042712096,0.092071744,0.463900153,0.642719283,0.988030617
8685,ENSG00000198805,160.0357146,0.151954449,0.151074031,1.005827728,0.314498446,0.974955382
8686,ENSG00000169413,150.2718543,0.042337539,0.227005149,0.186504752,0.852048953,0.991650156
8687,ENSG00000169385,49.96862804,0.013211017,0.419958994,0.031457875,0.974904387,0.995902162
8688,ENSG00000165792,72.80717332,-0.104423318,0.176656818,-0.591108338,0.554447833,0.983780424
8689,ENSG00000165795,43.85916221,-0.045890014,0.198892155,-0.230728126,0.817526022,0.991512695
8690,ENSG00000165801,924.1754727,-0.359746966,0.192950397,-1.8644531,0.062258102,0.974955382
8691,ENSG00000165804,172.1902231,-0.244100723,0.223594465,-1.091711833,0.274959782,0.974955382
8692,ENSG00000092199,1890.309926,0.078268223,0.05092551,1.536915848,0.124313918,0.974955382
8693,ENSG00000092200,66.82257762,-0.287226191,0.251883033,-1.140315754,0.254154777,0.974955382
8694,ENSG00000092201,397.6597427,0.030417502,0.097281819,0.312674063,0.754528303,0.989920034
8695,ENSG00000100888,837.7671895,-0.021891019,0.077709083,-0.281704769,0.778169897,0.990228822
8696,ENSG00000129472,601.9483682,0.008456,0.315621784,0.026791561,0.978625985,0.996339621
8697,ENSG00000092203,466.9859435,-0.021569559,0.087270463,-0.247157613,0.804786247,0.991512695
8698,ENSG00000165819,252.0015223,0.117216593,0.112555414,1.04141231,0.297684232,0.974955382
8699,ENSG00000165821,19.00903384,-0.061253436,0.371278661,-0.164979684,0.868959972,0.991650156
8700,ENSG00000129562,196.7114183,-0.040013309,0.102100404,-0.391901575,0.695130939,0.988030617
8701,ENSG00000100439,240.7298238,-0.05405691,0.143256468,-0.377343588,0.705918284,0.988030617
8702,ENSG00000155463,446.6608886,-0.002120328,0.080664766,-0.026285679,0.979029478,0.996339621
8703,ENSG00000155465,706.3390327,-0.015777993,0.126177109,-0.125046395,0.900486821,0.993543133
8704,ENSG00000172590,65.4233307,0.010779394,0.157350414,0.068505659,0.945383116,0.993543133
8705,ENSG00000157227,26.57542732,-0.318712242,0.380934671,-0.836658531,0.402784535,0.976993107
8706,ENSG00000197324,5370.741483,-0.21002049,0.150977956,-1.391067248,0.164205036,0.974955382
8707,ENSG00000139890,145.8455888,-0.146949621,0.189073189,-0.777210252,0.437034734,0.976993107
8708,ENSG00000100461,890.6368624,-0.163411936,0.097450076,-1.676878489,0.093566245,0.974955382
8709,ENSG00000100462,35.20013216,-0.256952877,0.228171207,-1.126140673,0.260105981,0.974955382
8710,ENSG00000092036,74.39259004,0.237749971,0.246342639,0.965119038,0.334485192,0.974955382
8711,ENSG00000129474,9.114375207,-0.185546778,0.563532846,-0.329256367,0.741961921,0.989754705
8712,ENSG00000100802,56.91949386,0.101234083,0.196402322,0.515442395,0.606243913,0.988030617
8713,ENSG00000100804,40.56782129,0.116980891,0.213960621,0.546740285,0.584557174,0.988030617
8714,ENSG00000139880,8.193212942,0.143354808,0.492592139,0.291021307,0.771035024,0.990228822
8715,ENSG00000100813,1634.191763,-0.04791036,0.054090528,-0.885743996,0.375755495,0.976993107
8716,ENSG00000179933,103.5222975,0.209890351,0.127838117,1.641844825,0.100622167,0.974955382
8717,ENSG00000092067,53.53868804,0.071764784,0.358226716,0.200333422,0.841219826,0.991650156
8718,ENSG00000092068,27.5863588,-0.304998691,0.410332843,-0.743295828,0.457302597,0.976993107
8719,ENSG00000215271,105.7004137,-0.210062453,0.147717385,-1.422056401,0.155009878,0.974955382
8720,ENSG00000235194,222.7542819,0.057767176,0.114683964,0.503707527,0.614466918,0.988030617
8721,ENSG00000129473,50.29885135,0.077958895,0.184318313,0.422957945,0.672325945,0.988030617
8722,ENSG00000100836,131.1325225,0.101643174,0.115959049,0.876543698,0.380734531,0.976993107
8723,ENSG00000092096,24.82291611,0.032120825,0.40506399,0.079298149,0.936795478,0.993543133
8724,ENSG00000166091,62.02136072,0.215316906,0.360765164,0.596833974,0.550618233,0.983014805
8725,ENSG00000129460,71.13194398,0.261885309,0.190322195,1.376010343,0.168818431,0.974955382
8726,ENSG00000136367,28.03178707,0.086651324,0.301113607,0.287769539,0.773523156,0.990228822
8727,ENSG00000259431,39.66042324,0.24066544,0.189857284,1.267612359,0.204936416,0.974955382
8728,ENSG00000213983,218.1587253,0.00385735,0.115794272,0.033312097,0.973425707,0.995227615
8729,ENSG00000092051,10.18941358,-0.484506432,0.475357683,-1.019246032,0.308086178,0.974955382
8730,ENSG00000157326,45.86962908,0.234107183,0.208839771,1.120989463,0.262292348,0.974955382
8731,ENSG00000187630,58.49498837,0.046819227,0.175794867,0.266328747,0.789986036,0.990228822
8732,ENSG00000186648,26.63142108,-0.043011417,0.34665079,-0.124077078,0.901254247,0.993543133
8733,ENSG00000100884,11.48863362,0.566946505,0.431168711,1.314906416,0.188541356,0.974955382
8734,ENSG00000129535,18.29490041,0.247103212,0.345830336,0.714521506,0.474904763,0.976993107
8735,ENSG00000100889,172.6136967,0.141969085,0.134977367,1.051799185,0.292891693,0.974955382
8736,ENSG00000100897,499.846743,-0.200297598,0.131682187,-1.521068284,0.128242702,0.974955382
8737,ENSG00000092010,848.7448372,0.018155725,0.092228201,0.196856541,0.843939803,0.991650156
8738,ENSG00000100908,20.02225204,-0.346343202,0.308532972,-1.122548425,0.26162933,0.974955382
8739,ENSG00000100911,238.0961314,0.148583482,0.121976909,1.218127955,0.223175352,0.974955382
8740,ENSG00000092098,265.7187873,-0.058340103,0.127442914,-0.457774399,0.64711453,0.988030617
8741,ENSG00000259529,33.66196934,-0.229972842,0.266454702,-0.863084195,0.388091177,0.976993107
8742,ENSG00000213928,70.74163396,-0.029973851,0.168124129,-0.178284049,0.858499905,0.991650156
8743,ENSG00000100918,144.2323377,-0.061757045,0.165072635,-0.374120431,0.708314719,0.988030617
8744,ENSG00000100926,15.69721222,0.017231965,0.299026878,0.057626809,0.954045894,0.99374769
8745,ENSG00000139908,98.96648307,-0.197144805,0.130165134,-1.514574592,0.129880171,0.974955382
8746,ENSG00000254505,20.63484017,-0.230314587,0.326827296,-0.70469814,0.480998109,0.977249009
8747,ENSG00000129559,41.23311336,0.3683336,0.207024451,1.779179214,0.075210385,0.974955382
8748,ENSG00000100938,428.0290312,-0.097515829,0.097213072,-1.003114363,0.315805686,0.974955382
8749,ENSG00000092330,409.8933456,-0.003548652,0.071307687,-0.049765346,0.960309382,0.993961188
8750,ENSG00000092295,21.16721601,-0.356654121,0.343987052,-1.03682426,0.299817767,0.974955382
8751,ENSG00000100949,146.1994202,0.071026611,0.125398199,0.56640854,0.571116091,0.98657628
8752,ENSG00000157379,129.3825459,-0.071715907,0.125409903,-0.571852021,0.567422231,0.985547905
8753,ENSG00000196943,132.7602478,-0.07021326,0.114970716,-0.610705598,0.5413945,0.983014805
8754,ENSG00000213906,33.0322308,-0.339886424,0.253172566,-1.342508903,0.179431046,0.974955382
8755,ENSG00000213903,613.1736128,-0.026207073,0.145898778,-0.179625035,0.857446949,0.991650156
8756,ENSG00000129467,99.3580987,0.069216914,0.192726347,0.359146088,0.719485805,0.988332289
8757,ENSG00000129465,149.1491669,-0.144465565,0.119349805,-1.210438212,0.226110787,0.974955382
8758,ENSG00000205978,8.146360304,-0.272034317,0.595396775,-0.456895853,0.647745905,0.988030617
8759,ENSG00000139899,13.54935317,0.07761449,0.479289057,0.161936704,0.871355699,0.991650156
8760,ENSG00000100441,728.6415149,-0.077464643,0.071648785,-1.081171764,0.279620716,0.974955382
8761,ENSG00000100445,19.80667662,-0.057756151,0.301731381,-0.191415791,0.848199849,0.991650156
8762,ENSG00000100448,14.55546668,1.626909916,0.790729141,2.057480662,0.039640013,0.974955382
8763,ENSG00000100450,141.0429417,-0.391050115,0.36516308,-1.070891708,0.284218125,0.974955382
8764,ENSG00000100453,173.3980311,0.015775491,0.231572412,0.068123359,0.945687436,0.993543133
8765,ENSG00000092140,155.9458595,0.016031948,0.152241738,0.105305866,0.916133108,0.993543133
8766,ENSG00000092108,224.7044669,0.142869395,0.094276479,1.515429897,0.129663571,0.974955382
8767,ENSG00000100473,8.546946207,-0.231997862,0.528730441,-0.438782874,0.660818871,0.988030617
8768,ENSG00000196792,172.2009699,0.002172457,0.12603006,0.017237611,0.986247057,0.997457377
8769,ENSG00000100478,118.4860743,-0.118146646,0.152488165,-0.774792235,0.438462438,0.976993107
8770,ENSG00000092148,872.7565336,-0.128885778,0.065278977,-1.974384163,0.048338077,0.974955382
8771,ENSG00000129493,115.6626892,-0.009183239,0.151360464,-0.060671321,0.951620972,0.993543133
8772,ENSG00000129480,26.51208198,0.315252294,0.279047498,1.129744207,0.258584024,0.974955382
8773,ENSG00000151413,36.15692715,-0.248801537,0.23543671,-1.056766116,0.290618342,0.974955382
8774,ENSG00000100852,217.8850112,0.138058405,0.149317465,0.924596496,0.355175836,0.974955382
8775,ENSG00000151320,29.89023235,0.683690995,0.388996759,1.75757504,0.078819843,0.974955382
8776,ENSG00000129521,36.02452224,0.007893733,0.27260346,0.028956832,0.976899019,0.996339621
8777,ENSG00000165389,58.75671064,0.304253015,0.196522586,1.548183445,0.121578136,0.974955382
8778,ENSG00000129518,108.6837922,0.006492521,0.107953853,0.060141636,0.952042829,0.993543133
8779,ENSG00000129515,352.9455305,0.146853961,0.098467532,1.49139476,0.135857883,0.974955382
8780,ENSG00000165410,33.46220105,0.54431472,0.260080577,2.092869552,0.036360801,0.974955382
8781,ENSG00000198604,885.1827744,-0.036649992,0.099154654,-0.369624528,0.711662272,0.988030617
8782,ENSG00000100883,203.7153074,0.000550873,0.117734334,0.004678954,0.996266749,0.998918708
8783,ENSG00000151327,230.8927285,-0.295623273,0.132101928,-2.237842235,0.025231345,0.939739775
8784,ENSG00000092020,123.4369893,-0.202756704,0.154411318,-1.313094833,0.189150995,0.974955382
8785,ENSG00000100890,56.81893634,-0.209360789,0.197173304,-1.061811032,0.288321481,0.974955382
8786,ENSG00000100902,46.9787543,0.20044123,0.222522834,0.900767018,0.367712207,0.976993107
8787,ENSG00000100906,912.5726968,0.075310095,0.143720663,0.524003253,0.600276277,0.988030617
8788,ENSG00000174373,370.0486809,-0.013903688,0.120753872,-0.11514072,0.908333585,0.993543133
8789,ENSG00000100916,12.00583242,0.028617689,0.426853069,0.067043418,0.946547138,0.993543133
8790,ENSG00000151332,42.32283859,-0.198364224,0.266014509,-0.745689493,0.455855008,0.976993107
8791,ENSG00000100934,269.7747805,0.016765793,0.093484983,0.179342101,0.857669091,0.991650156
8792,ENSG00000092208,27.52426015,0.058372519,0.258597376,0.225727423,0.821413428,0.991512695
8793,ENSG00000182400,150.4159857,0.313539613,0.141017647,2.223406932,0.026188373,0.950862808
8794,ENSG00000100941,424.6782894,-0.014670378,0.099031888,-0.148137925,0.88223392,0.991992121
8795,ENSG00000150527,52.51648077,-0.120963879,0.202737617,-0.596652367,0.550739501,0.983014805
8796,ENSG00000165355,295.8162684,-0.038658975,0.109929068,-0.351671995,0.725084266,0.988332289
8797,ENSG00000179476,28.05198569,-0.065842393,0.264274163,-0.249144268,0.803249188,0.991512695
8798,ENSG00000179454,266.0719977,0.203305492,0.104720828,1.941404553,0.052209226,0.974955382
8799,ENSG00000198718,111.5837407,0.178086739,0.133089826,1.338094307,0.180865696,0.974955382
8800,ENSG00000185246,109.8273013,0.256108853,0.142929755,1.791851207,0.073156804,0.974955382
8801,ENSG00000100442,54.55951236,0.168895608,0.210876945,0.800920212,0.423177838,0.976993107
8802,ENSG00000187790,68.57732716,0.05058321,0.189581786,0.266814714,0.789611824,0.990228822
8803,ENSG00000129534,314.8917836,0.048030603,0.11230147,0.427693451,0.668874318,0.988030617
8804,ENSG00000213741,239.53857,0.168571443,0.197568474,0.853230475,0.393531507,0.976993107
8805,ENSG00000165501,31.23905156,0.000620658,0.248923359,0.00249337,0.998010581,0.999467423
8806,ENSG00000165502,238.0478565,0.263686495,0.111334463,2.368417537,0.017864362,0.939739775
8807,ENSG00000165506,73.02164723,0.075696239,0.19842353,0.381488216,0.702841013,0.988030617
8808,ENSG00000100479,36.51962534,-0.104808989,0.314034315,-0.333750115,0.73856813,0.989394301
8809,ENSG00000197776,36.34846218,-0.088879846,0.283419839,-0.313597827,0.75382651,0.989754705
8810,ENSG00000165516,203.6693671,0.079183718,0.108219454,0.731695777,0.464354274,0.976993107
8811,ENSG00000165525,356.6820252,-0.06262679,0.094921118,-0.659777202,0.509396816,0.980069924
8812,ENSG00000165527,1286.407368,0.122962785,0.064786433,1.897971215,0.057699874,0.974955382
8813,ENSG00000100483,159.0715214,-0.194348537,0.168374107,-1.154266178,0.248391058,0.974955382
8814,ENSG00000100485,849.3030618,-0.105383332,0.134930484,-0.781019444,0.434791059,0.976993107
8815,ENSG00000087299,28.70616188,-0.125180182,0.228857469,-0.546978792,0.584393303,0.988030617
8816,ENSG00000125375,146.3975343,-0.16767735,0.130775812,-1.282174031,0.199781604,0.974955382
8817,ENSG00000100490,46.57666547,-0.059029475,0.216175097,-0.273063254,0.784804593,0.990228822
8818,ENSG00000012983,198.5369592,-0.152761307,0.128363598,-1.190067191,0.234019984,0.974955382
8819,ENSG00000198513,20.3033384,0.053608959,0.34595692,0.154958483,0.876854048,0.991650156
8820,ENSG00000151748,71.35405688,0.12647461,0.163673202,0.772726432,0.4396843,0.976993107
8821,ENSG00000100503,2474.604876,-0.142658636,0.087515148,-1.630102217,0.103079895,0.974955382
8822,ENSG00000100504,1475.362723,-0.199891506,0.203176504,-0.9838318,0.325198221,0.974955382
8823,ENSG00000131969,164.0477269,-0.375801686,0.249945497,-1.503534533,0.132701259,0.974955382
8824,ENSG00000100505,23.03024771,-0.094263398,0.407442877,-0.231353654,0.817040068,0.991512695
8825,ENSG00000139921,208.8468575,0.127235068,0.132973941,0.956842122,0.338646948,0.974955382
8826,ENSG00000139926,5.94199321,1.143894156,0.634800946,1.801972985,0.071549656,0.974955382
8827,ENSG00000186469,581.5528539,0.109859338,0.083045714,1.322877873,0.185875995,0.974955382
8828,ENSG00000087302,138.5195649,0.23926777,0.135088796,1.771188848,0.076529303,0.974955382
8829,ENSG00000087303,14.49849303,0.295120916,0.413398624,0.713889449,0.475295542,0.976993107
8830,ENSG00000168229,231.4317423,-0.160273595,0.223294279,-0.717768479,0.472900052,0.976993107
8831,ENSG00000125384,505.6169508,0.000941806,0.120214883,0.00783435,0.993749157,0.998669652
8832,ENSG00000087301,92.98045258,0.232018528,0.172810122,1.342621175,0.17939467,0.974955382
8833,ENSG00000197930,534.4500429,-0.112681986,0.105105357,-1.072086047,0.283681385,0.974955382
8834,ENSG00000100519,153.2964524,0.05209071,0.135494175,0.384449809,0.700645089,0.988030617
8835,ENSG00000198252,286.6210689,0.118725325,0.126048242,0.941903851,0.346241868,0.974955382
8836,ENSG00000100522,35.96585212,0.05055819,0.216932854,0.233059168,0.815715461,0.991512695
8837,ENSG00000100523,482.0291144,0.025069918,0.10122096,0.247675167,0.804385747,0.991512695
8838,ENSG00000100526,6.941881025,-0.27101259,0.563305584,-0.481111137,0.630437513,0.988030617
8839,ENSG00000100528,121.2495487,0.030404949,0.141893511,0.214280054,0.830328672,0.991512695
8840,ENSG00000197045,184.6221906,0.236691285,0.139499118,1.696722441,0.089749148,0.974955382
8841,ENSG00000100532,38.8632438,0.365909276,0.249036052,1.469302433,0.141750777,0.974955382
8842,ENSG00000020577,54.96978182,0.313676913,0.270277858,1.160571998,0.245815998,0.974955382
8843,ENSG00000131979,307.4615458,0.178208777,0.120362826,1.480596484,0.138714133,0.974955382
8844,ENSG00000198554,25.7717193,0.153535207,0.314238164,0.488595036,0.625128428,0.988030617
8845,ENSG00000180008,158.8496163,0.256180205,0.13767462,1.860765664,0.062777276,0.974955382
8846,ENSG00000168175,429.3976109,-0.072279704,0.075766091,-0.953984862,0.340091305,0.974955382
8847,ENSG00000131981,714.0593165,0.011213985,0.320171141,0.035024972,0.972059828,0.994712269
8848,ENSG00000126787,9.218625831,-0.308500531,0.567156875,-0.543942151,0.586481282,0.988030617
8849,ENSG00000178974,222.6033763,-0.029927187,0.103529736,-0.289068513,0.772528949,0.990228822
8850,ENSG00000126775,171.8214967,0.116205476,0.103622768,1.121428029,0.262105711,0.974955382
8851,ENSG00000126777,378.9920918,0.233932812,0.127193672,1.839185926,0.065887844,0.974955382
8852,ENSG00000139946,657.2429436,-0.051566669,0.134321512,-0.383904769,0.701049032,0.988030617
8853,ENSG00000070269,263.4014536,-0.029565432,0.11282188,-0.26205406,0.793279764,0.990280504
8854,ENSG00000070367,263.6157327,0.123300564,0.095708135,1.288297639,0.197642375,0.974955382
8855,ENSG00000053770,302.3532704,0.030832247,0.096875902,0.318265397,0.75028363,0.989754705
8856,ENSG00000139977,180.3823805,-0.047732397,0.139844506,-0.341324791,0.732859087,0.98845997
8857,ENSG00000131966,163.2605366,0.062577297,0.100334879,0.62368438,0.532834883,0.982152237
8858,ENSG00000100567,402.3934341,0.040226109,0.099782076,0.403139625,0.686845512,0.988030617
8859,ENSG00000032219,577.3499458,0.037045999,0.102663829,0.360847624,0.718213359,0.988030617
8860,ENSG00000100575,16.91281384,0.663529888,0.359124164,1.847633648,0.064655359,0.974955382
8861,ENSG00000100578,199.9661107,0.042442308,0.15285693,0.277660347,0.781273103,0.990228822
8862,ENSG00000165617,50.0127381,0.431100998,0.449210919,0.959685037,0.337213756,0.974955382
8863,ENSG00000100592,106.8440418,0.013504383,0.14836563,0.091020968,0.92747593,0.993543133
8864,ENSG00000181619,34.49005111,0.129389023,0.239821062,0.539523182,0.589525906,0.988030617
8865,ENSG00000126790,92.11892497,-0.002307698,0.17148308,-0.013457293,0.989262958,0.99795288
8866,ENSG00000050130,139.9439987,0.200450872,0.112229029,1.786087557,0.074085082,0.974955382
8867,ENSG00000139970,199.5056584,-0.211311033,0.181861988,-1.161930732,0.245263602,0.974955382
8868,ENSG00000126773,458.3915205,0.03629186,0.08352241,0.434516443,0.663913457,0.988030617
8869,ENSG00000100612,422.8693797,-0.070357657,0.122963622,-0.572182701,0.567198206,0.985547039
8870,ENSG00000100614,1718.696374,-0.082234457,0.197018917,-0.417393712,0.676390453,0.988030617
8871,ENSG00000020426,31.59499711,0.716045495,0.268563447,2.66620608,0.007671265,0.871043161
8872,ENSG00000126814,30.44829724,-0.068115476,0.289013682,-0.235682529,0.813679028,0.991512695
8873,ENSG00000139974,50.6666889,0.082555582,0.187796498,0.439601283,0.660225911,0.988030617
8874,ENSG00000027075,1000.057586,-0.11483518,0.11119618,-1.032725941,0.30173217,0.974955382
8875,ENSG00000182107,14.99348496,0.23952004,0.346727582,0.690801806,0.4896901,0.977749716
8876,ENSG00000100644,630.6019222,-0.185703642,0.114584214,-1.620673874,0.1050876,0.974955382
8877,ENSG00000023608,17.42171555,-0.176545882,0.320005869,-0.551695763,0.581156814,0.988030617
8878,ENSG00000154001,389.4606944,-0.093686164,0.067701443,-1.383813402,0.166415598,0.974955382
8879,ENSG00000140006,37.49416935,-0.145877399,0.214038211,-0.681548393,0.495524557,0.977749716
8880,ENSG00000126821,183.081628,0.080796139,0.125425285,0.644177436,0.519460381,0.980069924
8881,ENSG00000054654,3188.575582,-0.205163379,0.102237322,-2.006736628,0.044777714,0.974955382
8882,ENSG00000140009,73.0831292,0.024383267,0.190909677,0.127721483,0.898369389,0.993543133
