Elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11760,ENSG00000099341,263.9516692,0.014882062,0.111836645,0.13306964,0.894138305,NA
11761,ENSG00000179168,21.44673081,-0.282319005,0.327329481,-0.862491835,0.388416924,NA
11762,ENSG00000188766,12.98579564,-0.769705439,0.477254526,-1.612777661,0.106792821,NA
11763,ENSG00000130244,185.8210108,-0.011400629,0.112840947,-0.10103273,0.919524479,NA
11764,ENSG00000171777,1405.945122,0.322577938,0.160880309,2.005080297,0.044954463,0.123331743
11765,ENSG00000196218,39.968928,-0.324454207,0.322998337,-1.004507359,0.315134126,NA
11766,ENSG00000104814,271.5757828,-0.200653033,0.133331862,-1.504914353,0.132346098,NA
11767,ENSG00000178982,486.8837487,0.015148062,0.078867143,0.192070636,0.847686876,NA
11768,ENSG00000130402,2346.226163,0.226783788,0.133031373,1.704739137,0.088243087,0.174662551
11769,ENSG00000182472,25.95053504,-0.331901272,0.347978464,-0.953798312,0.340185744,NA
11770,ENSG00000171747,7.259264762,-0.149229499,0.511107206,-0.291972991,0.770307275,NA
11771,ENSG00000104823,121.0918174,-0.035204673,0.131198998,-0.268330348,0.788445048,NA
11772,ENSG00000104824,749.7583797,0.09422524,0.060683263,1.552738525,0.120485615,NA
11773,ENSG00000187994,160.8372848,-0.196589087,0.116771923,-1.683530441,0.092272451,NA
11774,ENSG00000068903,310.3332461,0.096761586,0.100457769,0.963206607,0.33544385,NA
11775,ENSG00000104825,147.1621402,-0.052818813,0.142225324,-0.371374183,0.710358852,NA
11776,ENSG00000128626,65.3512343,-0.255201307,0.204884393,-1.24558686,0.212916109,NA
11777,ENSG00000130669,104.7397738,-0.232649778,0.161569429,-1.439936867,0.149885261,NA
11778,ENSG00000128011,201.619102,0.090528291,0.19123278,0.473393167,0.635932704,NA
11779,ENSG00000130755,671.9949821,0.304271699,0.125726156,2.42011455,0.015515619,NA
11780,ENSG00000179134,528.2184886,0.151713363,0.098133417,1.545990841,0.12210678,NA
11781,ENSG00000006712,262.3203349,0.120182547,0.121868438,0.986166306,0.324051511,NA
11782,ENSG00000063322,301.1896443,-0.220864266,0.107363946,-2.057154875,0.039671331,NA
11783,ENSG00000128016,2575.332619,0.238620244,0.122583416,1.946594833,0.051583329,0.130662607
11784,ENSG00000090924,182.402847,-0.217008938,0.132389773,-1.639166932,0.101178499,NA
11785,ENSG00000105193,1744.553473,-0.24397587,0.135865265,-1.795719236,0.072539181,0.153822322
11786,ENSG00000196235,872.5709079,0.144318699,0.092813063,1.554939516,0.119960475,0.210388463
11787,ENSG00000105197,119.2616805,-0.11141927,0.156734378,-0.710879585,0.477158858,NA
11788,ENSG00000176401,8.225151049,-0.430539633,0.512208021,-0.840556211,0.400596599,NA
11789,ENSG00000176396,44.80864566,0.24701766,0.237806949,1.038731882,0.298929449,NA
11790,ENSG00000105205,180.9861475,0.266852268,0.332566829,0.802401938,0.422320492,NA
11791,ENSG00000105204,297.6383452,0.143530159,0.13078089,1.097485721,0.27242912,NA
11792,ENSG00000105202,266.369885,-0.224904102,0.153242049,-1.467639618,0.14220214,NA
11793,ENSG00000275395,182.984505,-0.614808986,0.333487061,-1.84357673,0.06524485,NA
11794,ENSG00000013275,217.3081053,-0.03992237,0.102090553,-0.391048623,0.695761296,NA
11795,ENSG00000187187,88.41756464,-0.500868461,0.175769712,-2.849572072,0.004377809,NA
11796,ENSG00000128000,274.5703385,-0.423493052,0.145319982,-2.914210747,0.003565891,NA
11797,ENSG00000197782,204.2852228,-0.032585997,0.121940305,-0.267229095,0.789292776,NA
11798,ENSG00000130758,134.7153393,-0.267084461,0.122645497,-2.177694806,0.029428766,NA
11799,ENSG00000105221,1241.493123,0.218802169,0.099176367,2.206192621,0.027370516,0.098148435
11800,ENSG00000160392,111.9004717,-0.227830681,0.145067989,-1.57050968,0.116296584,NA
11801,ENSG00000105223,560.7194168,-0.120843113,0.133573855,-0.904691364,0.365628918,NA
11802,ENSG00000105227,36.28954122,-0.230593442,0.281713722,-0.818538196,0.413049941,NA
11803,ENSG00000197019,75.68753178,-0.213215927,0.17289429,-1.233215545,0.217495357,NA
11804,ENSG00000167565,144.6413707,0.122958751,0.141125374,0.87127317,0.383605017,NA
11805,ENSG00000090013,2331.504754,0.708381275,0.322706729,2.195123963,0.028154707,0.098769891
11806,ENSG00000160460,9.514418818,-2.073601861,0.625626122,-3.314442585,0.00091826,NA
11807,ENSG00000160410,1853.074515,0.179382572,0.153868149,1.165820043,0.243687212,0.339077283
11808,ENSG00000090006,320.6587594,-0.260468276,0.157852062,-1.650078387,0.098926905,NA
11809,ENSG00000105245,61.85690603,-0.166363759,0.211267371,-0.787456001,0.431014975,NA
11810,ENSG00000123815,226.964671,-0.024029174,0.115189437,-0.208605712,0.834756051,NA
11811,ENSG00000086544,96.03744868,0.291737879,0.187524977,1.555728116,0.119772758,NA
11812,ENSG00000188493,66.74506846,0.115538466,0.197927374,0.583741725,0.559394091,NA
11813,ENSG00000077312,116.7373388,-0.102916773,0.153286493,-0.671401444,0.501964825,NA
11814,ENSG00000167578,63.23830572,-0.049435548,0.162865307,-0.303536392,0.761481118,NA
11815,ENSG00000269858,370.758426,0.064508395,0.102682518,0.628231523,0.529852283,NA
11816,ENSG00000255974,16.59262722,-0.577107399,0.433240553,-1.332071512,0.182836691,NA
11817,ENSG00000167600,40.2512331,0.173931935,0.340792798,0.510374443,0.609789158,NA
11818,ENSG00000167601,11.41904194,-0.745030098,0.539137997,-1.381891281,0.167005085,NA
11819,ENSG00000105323,1605.38584,0.141266299,0.079725772,1.771902548,0.076410735,0.158196155
11820,ENSG00000105329,3218.039201,0.105433993,0.108271223,0.973795159,0.330158257,0.426681286
11821,ENSG00000142039,571.7598502,0.073280023,0.0748858,0.978556992,0.327798918,NA
11822,ENSG00000142046,92.15953262,0.118769009,0.197994824,0.59985916,0.548600102,NA
11823,ENSG00000123810,93.2275543,0.012872524,0.178073288,0.07228779,0.942372882,NA
11824,ENSG00000077348,91.52056186,-0.418092415,0.157430743,-2.655722817,0.007913863,NA
11825,ENSG00000248098,15.00720978,0.338014552,0.350527137,0.964303521,0.334893776,NA
11826,ENSG00000177191,216.7598158,0.191966872,0.189360064,1.013766406,0.310694229,NA
11827,ENSG00000105341,127.5957811,-0.203134753,0.155947353,-1.302585446,0.192716329,NA
11828,ENSG00000007129,133.4383251,-0.054734639,0.131219064,-0.417124136,0.676587612,NA
11829,ENSG00000105352,450.944958,0.319824423,0.229571943,1.393133757,0.163579347,NA
11830,ENSG00000086548,22.89206918,-0.380682042,0.507950513,-0.749447105,0.453587768,NA
11831,ENSG00000170956,793.4786355,0.338821498,0.189779992,1.78533835,0.074206452,0.155631875
11832,ENSG00000105372,1375.930751,-0.085322688,0.123991511,-0.688133302,0.491368841,0.583014372
11833,ENSG00000105369,362.3692663,-0.702540446,0.338103307,-2.077886938,0.037719774,NA
11834,ENSG00000076928,3953.194985,-0.135014034,0.082464596,-1.637236339,0.101581097,0.188510023
11835,ENSG00000268041,31.71502638,0.290350977,0.234607968,1.237600662,0.215864169,NA
11836,ENSG00000105404,333.9727337,0.162437709,0.119435233,1.360048502,0.173814576,NA
11837,ENSG00000105409,37.14390653,0.061875426,0.291782298,0.212060248,0.832060032,NA
11838,ENSG00000105737,9.802262466,0.169354624,0.590856208,0.286625784,0.77439887,NA
11839,ENSG00000105732,84.39985051,-0.011642762,0.139620575,-0.083388584,0.933542566,NA
11840,ENSG00000028277,779.3152433,0.019199792,0.118602801,0.161883126,0.871397891,0.901710436
11841,ENSG00000160570,1166.463021,0.266046118,0.123188703,2.159663278,0.030798746,0.103934065
11842,ENSG00000167625,205.847805,-0.191129826,0.116786062,-1.636580787,0.101718093,NA
11843,ENSG00000105723,393.1042882,0.277250244,0.153684646,1.804020452,0.071228101,NA
11844,ENSG00000105722,308.3221051,0.157610884,0.139221873,1.132084207,0.257599034,NA
11845,ENSG00000079432,1253.968332,0.040840335,0.098577284,0.41429763,0.678656149,0.739572188
11846,ENSG00000079462,15.29217798,-0.049751914,0.393934515,-0.126294885,0.899498505,NA
11847,ENSG00000105429,156.2043169,-0.466345656,0.177502281,-2.627265711,0.008607409,NA
11848,ENSG00000079435,172.0079187,-0.107178381,0.099559441,-1.076526552,0.281691833,NA
11849,ENSG00000079385,185.1157986,0.424211282,0.196511307,2.158711818,0.030872531,NA
11850,ENSG00000124469,60.55676459,-0.66332468,0.613315787,-1.081538572,0.279457612,NA
11851,ENSG00000204936,59.79966459,0.68591672,0.791811741,0.866262376,0.386346294,NA
11852,ENSG00000124466,9.396185364,-1.457782708,0.549801384,-2.651471515,0.008014187,NA
11853,ENSG00000176531,75.42720798,-0.257680003,0.19568223,-1.316828837,0.187896004,NA
11854,ENSG00000105755,17.10902493,-0.284548005,0.371137112,-0.766692404,0.443264421,NA
11855,ENSG00000176472,54.88482431,0.142713527,0.204369674,0.698310681,0.484982921,NA
11856,ENSG00000073050,103.430058,0.143451512,0.152514254,0.940577737,0.346921295,NA
11857,ENSG00000234465,9.165879314,0.331703714,0.53148541,0.624106905,0.53255738,NA
11858,ENSG00000167378,181.6122766,-0.024475705,0.128927432,-0.189840941,0.849433773,NA
11859,ENSG00000124444,48.86059466,-0.154013477,0.239032276,-0.644320838,0.519367406,NA
11860,ENSG00000226763,16.90467889,-0.714855035,0.36955509,-1.934366633,0.053068066,NA
11861,ENSG00000131116,39.49787425,0.054255358,0.238076273,0.227890655,0.819731248,NA
11862,ENSG00000105767,34.0642129,-0.014937238,0.236103775,-0.063265564,0.949555037,NA
11863,ENSG00000011422,650.8610196,0.684942126,0.166976598,4.102024692,4.10E-05,NA
11864,ENSG00000105771,190.1259412,-0.316543783,0.13538351,-2.338126572,0.019380683,NA
11865,ENSG00000104783,153.0273451,-0.390258216,0.188327143,-2.072235634,0.038243472,NA
11866,ENSG00000167637,63.53246657,-0.406576558,0.213538447,-1.903996983,0.056910577,NA
11867,ENSG00000176222,6.305439125,-0.749799685,0.566365298,-1.323879989,0.185542905,NA
11868,ENSG00000124459,109.7394048,-0.067574052,0.146607898,-0.460916862,0.644858254,NA
11869,ENSG00000159905,12.80853545,-0.926012856,0.48870299,-1.894837713,0.058113905,NA
11870,ENSG00000204920,22.69161174,0.480709589,0.34034465,1.412419998,0.157826332,NA
11871,ENSG00000159882,98.41836973,0.156931853,0.163725809,0.958504065,0.337808643,NA
11872,ENSG00000159885,14.35387738,0.501553798,0.396807624,1.26397218,0.206240013,NA
11873,ENSG00000178386,7.997620664,0.075877328,0.619594867,0.12246281,0.902532498,NA
11874,ENSG00000186026,16.18779117,-0.411902148,0.298012238,-1.38216521,0.16692098,NA
11875,ENSG00000267680,70.58201615,-0.204391565,0.198778182,-1.028239435,0.303837213,NA
11876,ENSG00000256294,62.93696966,-0.48636643,0.170590757,-2.851071414,0.004357218,NA
11877,ENSG00000263002,88.97213914,-0.272190578,0.16920303,-1.608662552,0.107690148,NA
11878,ENSG00000167380,179.0687257,-0.151005424,0.167369386,-0.902228465,0.366935517,NA
11879,ENSG00000131115,79.03448535,-0.063946117,0.176472317,-0.362357781,0.717084685,NA
11880,ENSG00000159917,52.84928998,-0.269340565,0.199981699,-1.346826067,0.178036257,NA
11881,ENSG00000159915,21.81365283,0.124593887,0.319170358,0.390367978,0.696264463,NA
11882,ENSG00000267508,8.307407103,-0.73006938,0.563255536,-1.296160149,0.194920316,NA
11883,ENSG00000278318,5.778684506,-0.535721277,0.646893627,-0.82814431,0.407588778,NA
11884,ENSG00000167384,96.9702821,-0.102403858,0.170333125,-0.601197556,0.547708412,NA
11885,ENSG00000073008,113.8211247,0.088374673,0.201336182,0.438940841,0.660704403,NA
11886,ENSG00000186567,20.91543182,-0.164541852,0.392750443,-0.41894759,0.675254436,NA
11887,ENSG00000069399,754.7540845,0.394758497,0.193020646,2.045162038,0.040838886,NA
11888,ENSG00000187244,126.7083288,2.491377731,0.528782743,4.711533733,2.46E-06,NA
11889,ENSG00000130202,94.70342579,-0.148537053,0.490106111,-0.303071211,0.761835593,NA
11890,ENSG00000130204,135.980585,-0.163926551,0.145604905,-1.125831242,0.260236958,NA
11891,ENSG00000104853,607.4490187,0.067875272,0.098255128,0.690806401,0.489687213,NA
11892,ENSG00000104856,334.9041109,0.184166402,0.144166754,1.277454037,0.201441998,NA
11893,ENSG00000104859,480.113725,0.02245696,0.095445601,0.235285434,0.8139872,NA
11894,ENSG00000170684,71.25248583,0.09022965,0.170606883,0.528874614,0.596892434,NA
11895,ENSG00000142252,37.66356674,-0.044848557,0.199519997,-0.224782265,0.822148663,NA
11896,ENSG00000007047,313.0005835,-0.052910686,0.114443544,-0.462330024,0.643844672,NA
11897,ENSG00000104866,138.1118571,-0.186524909,0.132126602,-1.411713504,0.158034335,NA
11898,ENSG00000179846,15.00468572,-0.642271795,0.372639744,-1.723572982,0.08478496,NA
11899,ENSG00000007255,98.67070995,-0.314483563,0.195411166,-1.609342847,0.107541395,NA
11900,ENSG00000189114,191.3457642,-0.052927014,0.10709444,-0.494208791,0.621158732,NA
11901,ENSG00000104879,7.085492501,-0.445666522,0.677451929,-0.657857042,0.510629996,NA
11902,ENSG00000104892,141.0981097,1.136854036,0.386668913,2.940122668,0.003280823,NA
11903,ENSG00000104884,96.58719796,-0.332426176,0.16078484,-2.067521891,0.038685004,NA
11904,ENSG00000104881,28.2648123,-0.411827537,0.282915303,-1.455656634,0.145487564,NA
11905,ENSG00000012061,140.6572006,-0.173428271,0.126601019,-1.369880536,0.170724196,NA
11906,ENSG00000125740,25.9413632,-0.213533349,0.340921247,-0.626342155,0.531090542,NA
11907,ENSG00000125744,49.64012418,0.163508827,0.271015098,0.603319992,0.546295836,NA
11908,ENSG00000213889,36.33393225,0.153414089,0.284437007,0.539360508,0.589638126,NA
11909,ENSG00000125753,3082.121806,0.31006517,0.151671264,2.044323768,0.040921573,0.117385676
11910,ENSG00000125741,240.2853146,0.073764074,0.09703619,0.760170756,0.447152523,NA
11911,ENSG00000125746,175.6469663,-0.091497156,0.148458857,-0.616313219,0.537687816,NA
11912,ENSG00000010310,33.23255879,-0.504502683,0.303584052,-1.661822091,0.096548452,NA
11913,ENSG00000125743,83.56446457,-0.144641225,0.239063364,-0.605033005,0.545157067,NA
11914,ENSG00000011478,34.89541465,-0.563027673,0.267897239,-2.101655377,0.035583475,NA
11915,ENSG00000177051,231.2455885,-0.182028859,0.113197846,-1.608059382,0.107822174,NA
11916,ENSG00000104936,56.30308246,-0.363090087,0.245905293,-1.476544417,0.139797801,NA
11917,ENSG00000185800,157.2061162,-0.181347573,0.13374166,-1.355954256,0.175113723,NA
11918,ENSG00000125755,668.0354609,-0.033312384,0.073983063,-0.45027041,0.652515473,NA
11919,ENSG00000170604,251.0727015,-0.033838543,0.126037452,-0.268480058,0.788329823,NA
11920,ENSG00000176182,91.81296518,0.000717809,0.16601606,0.004323732,0.996550172,NA
11921,ENSG00000104983,107.357905,-0.16060128,0.160729653,-0.999201309,0.317697182,NA
11922,ENSG00000008438,216.8431257,0.460886863,0.324417131,1.420661303,0.155415247,NA
11923,ENSG00000204869,8.675100477,-0.790034894,0.580576857,-1.360775725,0.173584575,NA
11924,ENSG00000011485,189.7968168,0.044601257,0.130819316,0.340937851,0.733150369,NA
11925,ENSG00000230510,10.43623056,-0.206452055,0.475994345,-0.433727956,0.664486003,NA
11926,ENSG00000204851,9.174938945,-0.695661432,0.601791778,-1.155983611,0.247687861,NA
11927,ENSG00000160014,1286.17211,0.066007697,0.101080449,0.653021406,0.513742478,0.601832224
11928,ENSG00000160013,94.04303512,0.059732993,0.175111756,0.341113554,0.733018098,NA
11929,ENSG00000105287,1374.753572,0.086865051,0.123186022,0.705153467,0.480714736,0.573134305
11930,ENSG00000090372,749.2883989,0.038153091,0.121980321,0.312780709,0.754447273,NA
11931,ENSG00000181027,171.4438236,-0.000313597,0.150179574,-0.00208815,0.998333899,NA
11932,ENSG00000105281,734.8993404,0.958037003,0.329480289,2.907721755,0.003640721,NA
11933,ENSG00000042753,293.2135402,0.429130103,0.177340078,2.419814561,0.015528424,NA
11934,ENSG00000160007,513.2449006,0.039765201,0.098945009,0.401891937,0.687763557,NA
11935,ENSG00000130751,17.64734287,-0.219625116,0.414092445,-0.530377017,0.595850558,NA
11936,ENSG00000130748,64.6069355,-0.014719796,0.184837681,-0.07963634,0.936526492,NA
11937,ENSG00000130749,841.7440912,0.032956558,0.089015846,0.37023249,0.711209271,0.768730271
11938,ENSG00000142230,216.0324188,-0.136377173,0.125992695,-1.082421269,0.279065382,NA
11939,ENSG00000105327,222.2173083,0.026218542,0.148405505,0.176668256,0.859768977,NA
11940,ENSG00000105321,286.7119279,0.307120677,0.112565171,2.72838104,0.006364604,NA
11941,ENSG00000257704,96.45650973,0.185216814,0.194932003,0.950161139,0.342030381,NA
11942,ENSG00000197405,2581.092052,0.353309862,0.189603321,1.863416004,0.06240376,0.142306987
11943,ENSG00000134830,1041.666901,0.334608386,0.183324515,1.825224444,0.067967167,0.148888685
11944,ENSG00000134815,1006.446179,0.164567984,0.151916813,1.08327697,0.278685504,0.373312983
11945,ENSG00000118162,26.41911629,0.075057395,0.265332833,0.282880161,0.777268703,NA
11946,ENSG00000105402,428.8095726,0.372730948,0.133503781,2.791913045,0.005239744,NA
11947,ENSG00000063169,373.3157168,-0.119129573,0.096399537,-1.235789881,0.216536677,NA
11948,ENSG00000105373,2451.142232,-0.274355386,0.122540515,-2.238895324,0.025162728,0.095341852
11949,ENSG00000178980,123.1541587,-0.263535555,0.168319629,-1.565685218,0.117422329,NA
11950,ENSG00000105507,7.640201168,-0.253330325,0.6371992,-0.397568492,0.69094829,NA
11951,ENSG00000105499,22.97443239,0.318552771,0.493198061,0.64589218,0.518349185,NA
11952,ENSG00000105486,176.3201381,-0.391882146,0.153831913,-2.547469754,0.010850726,NA
11953,ENSG00000185453,84.10908898,-0.478830823,0.166850876,-2.869813062,0.004107145,NA
11954,ENSG00000178150,11.3261455,-0.813915158,0.412843367,-1.971486582,0.048668246,NA
11955,ENSG00000105483,1748.951223,0.204627677,0.0846389,2.417655199,0.015620871,0.081198747
11956,ENSG00000105479,7.739573325,-0.818255055,0.515452076,-1.587451276,0.112410474,NA
11957,ENSG00000142227,719.6032382,0.077728472,0.105153722,0.739188981,0.459792251,NA
11958,ENSG00000161558,54.51128896,-0.236335974,0.18527961,-1.275563862,0.202109736,NA
11959,ENSG00000105438,241.047562,0.093569905,0.112497833,0.831748512,0.405550912,NA
11960,ENSG00000105464,15.18538043,-0.636485629,0.388343285,-1.638976785,0.101218095,NA
11961,ENSG00000105447,167.1370631,-0.204571484,0.151223622,-1.352774667,0.176127628,NA
11962,ENSG00000182324,12.72697284,-0.178102338,0.458036123,-0.388839065,0.697395201,NA
11963,ENSG00000105443,270.1611829,0.049327856,0.107989991,0.456781746,0.647827928,NA
11964,ENSG00000142235,81.25265175,-0.309775712,0.22046618,-1.405094025,0.159993321,NA
11965,ENSG00000088002,25.31525244,-0.559069788,0.405043567,-1.380270749,0.167503298,NA
11966,ENSG00000063177,2065.831702,-0.161653205,0.117305127,-1.37805745,0.168185551,0.263114238
11967,ENSG00000063176,132.7348843,-0.213758986,0.16106786,-1.32713619,0.184463636,NA
11968,ENSG00000105516,222.4306593,-0.20507217,0.13868892,-1.478648547,0.139234271,NA
11969,ENSG00000063180,28.66174322,-0.499232317,0.257058984,-1.942092469,0.052125907,NA
11970,ENSG00000142233,7.106945289,-0.260278557,0.571709446,-0.455263698,0.648919539,NA
11971,ENSG00000176920,23.99620333,-0.141653157,0.323184425,-0.438304404,0.661165634,NA
11972,ENSG00000176909,13.23239641,-0.639141813,0.459944576,-1.389606153,0.164648506,NA
11973,ENSG00000105552,80.79614682,-0.630793242,0.178252248,-3.538767385,0.000402,NA
11974,ENSG00000105559,7.477792687,-0.155321863,0.662211932,-0.234550082,0.814557957,NA
11975,ENSG00000087074,726.0666766,0.265522055,0.149921743,1.771071024,0.076548892,NA
11976,ENSG00000104804,10.59242215,0.326268182,0.609687634,0.535139904,0.592553118,NA
11977,ENSG00000104805,1123.600075,0.604872432,0.168578379,3.588078345,0.000333124,0.029251408
11978,ENSG00000087088,261.9431551,-0.028577173,0.096075706,-0.297444325,0.766127308,NA
11979,ENSG00000087086,9976.778844,0.573122481,0.233510055,2.454380307,0.014112764,0.07913142
11980,ENSG00000104812,286.7517696,-0.253328972,0.099339128,-2.550142907,0.010767877,NA
11981,ENSG00000183207,143.4009605,-0.077539493,0.122607115,-0.632422456,0.527110864,NA
11982,ENSG00000104826,5.055467835,-1.734207637,0.71206693,-2.435455945,0.014873036,NA
11983,ENSG00000104852,1432.67418,-0.199259446,0.093377393,-2.133915286,0.032849716,0.106653315
11984,ENSG00000104863,13.65750639,-0.786155427,0.407421924,-1.929585475,0.05365822,NA
11985,ENSG00000177380,18.04963667,-0.791618781,0.427675089,-1.850981742,0.06417218,NA
11986,ENSG00000130529,19.50377001,-0.808132643,0.331123382,-2.44057861,0.014663754,NA
11987,ENSG00000063127,66.95315564,-0.166871983,0.163810117,-1.01869156,0.308349421,NA
11988,ENSG00000104894,2091.835854,0.048446718,0.080195202,0.604109939,0.545770552,0.632636016
11989,ENSG00000074219,17.58420483,-0.67644034,0.323646793,-2.090057296,0.036612653,NA
11990,ENSG00000104872,163.981703,-0.200848904,0.138591471,-1.449215472,0.147277418,NA
11991,ENSG00000161618,180.0903218,-0.130550464,0.1325049,-0.985250085,0.324501244,NA
11992,ENSG00000090554,30.813882,-0.491082094,0.302457203,-1.623641589,0.104452324,NA
11993,ENSG00000142541,3186.587722,-0.208584057,0.153192447,-1.361581865,0.173329882,0.268965541
11994,ENSG00000142534,2449.269005,0.047221407,0.137457131,0.34353552,0.731195623,0.784919835
11995,ENSG00000104870,1631.354424,0.194228995,0.130583567,1.48739233,0.136911221,0.228716033
11996,ENSG00000142552,191.1024904,0.188083139,0.198264786,0.948646217,0.342800576,NA
11997,ENSG00000142546,651.188416,-0.325973269,0.115607979,-2.819643344,0.004807705,NA
11998,ENSG00000126464,742.7486194,-0.088350488,0.110975804,-0.796123885,0.425960033,NA
11999,ENSG00000126458,93.35599939,0.290154233,0.210372189,1.37924235,0.167820045,NA
12000,ENSG00000126461,628.0741279,0.112533222,0.109170719,1.03080041,0.302634426,NA
12001,ENSG00000126456,410.0184581,-0.203553085,0.095698069,-2.127034399,0.033417225,NA
12002,ENSG00000126453,45.67509325,-0.151560625,0.242143631,-0.625912087,0.531372606,NA
12003,ENSG00000126457,238.3497228,-0.194263939,0.115086419,-1.687983172,0.091414459,NA
12004,ENSG00000126467,10.22883632,-0.123671578,0.636843673,-0.194194561,0.846023541,NA
12005,ENSG00000196961,2899.952592,0.645538536,0.272955412,2.364996289,0.018030252,0.084697967
12006,ENSG00000010361,90.23268179,0.115940243,0.167001324,0.694247449,0.487527041,NA
12007,ENSG00000104973,1283.003139,0.298236077,0.191029678,1.561202843,0.118475898,0.208535622
12008,ENSG00000104960,182.3749204,-0.308968633,0.138744757,-2.226885115,0.025954953,NA
12009,ENSG00000039650,308.6219989,-0.142487083,0.112772035,-1.263496602,0.206410767,NA
12010,ENSG00000204673,433.8640559,0.392177991,0.169697757,2.311038158,0.020830747,NA
12011,ENSG00000104946,384.6491049,0.057019297,0.123915156,0.460147888,0.645410073,NA
12012,ENSG00000104951,23.73465689,-0.786067561,0.329781884,-2.383598372,0.017144302,NA
12013,ENSG00000213024,374.5068105,-0.139453795,0.10013083,-1.392715861,0.16370573,NA
12014,ENSG00000169136,44.35759269,0.189708228,0.25038819,0.757656452,0.448656676,NA
12015,ENSG00000161640,8.065378532,0.572472219,0.727964522,0.786401263,0.431632444,NA
12016,ENSG00000105053,665.8711043,0.177611768,0.09105898,1.950513469,0.05111495,NA
12017,ENSG00000142528,63.86308558,-0.497425174,0.213936106,-2.32511091,0.02006603,NA
12018,ENSG00000131398,79.21302818,0.067424524,0.19207484,0.351032564,0.725563918,NA
12019,ENSG00000131408,625.5104124,0.248021975,0.087671751,2.828983949,0.004669604,NA
12020,ENSG00000131400,21.93613489,0.062546172,0.327746112,0.190837266,0.848653091,NA
12021,ENSG00000062822,137.379724,-0.322315831,0.159313128,-2.023159266,0.04305673,NA
12022,ENSG00000269404,51.95414629,-0.828060977,0.32130456,-2.57718402,0.009960891,NA
12023,ENSG00000161671,309.1860074,-0.133134356,0.095258868,-1.397605894,0.162231447,NA
12024,ENSG00000161677,109.0313984,0.116962364,0.15796056,0.740452957,0.459025196,NA
12025,ENSG00000204653,32.98529406,-0.36837527,0.239316914,-1.539278036,0.123736434,NA
12026,ENSG00000131409,8.515090704,-0.499499408,0.499187306,-1.000625219,0.317008033,NA
12027,ENSG00000161681,9.17139426,-2.499018948,0.791146272,-3.158731876,0.001584572,NA
12028,ENSG00000105472,25.58689936,-0.471490945,0.339880677,-1.387224919,0.165373189,NA
12029,ENSG00000142513,19.28487176,-0.538977521,0.371068537,-1.452501271,0.146362276,NA
12030,ENSG00000167747,62.14339792,-0.328237401,0.19698763,-1.666284331,0.095656796,NA
12031,ENSG00000142544,90.26195252,-0.055978379,0.167184766,-0.334829422,0.737753765,NA
12032,ENSG00000129450,819.9117722,0.202734957,0.167366071,1.211326504,0.225770295,0.320880452
12033,ENSG00000168995,131.1502046,0.174380392,0.158517726,1.100068718,0.271302182,NA
12034,ENSG00000105383,221.078852,0.117956691,0.171394319,0.688218205,0.491315381,NA
12035,ENSG00000105379,44.27192352,-0.160532558,0.191029718,-0.840353844,0.40071002,NA
12036,ENSG00000160318,51.009418,-0.438535864,0.299546547,-1.46399906,0.143194205,NA
12037,ENSG00000105374,651.772369,-0.23845947,0.209917254,-1.135968893,0.255969583,NA
12038,ENSG00000105370,13.59887931,-1.054302453,0.480755882,-2.193009991,0.028306659,NA
12039,ENSG00000262874,31.01125553,-1.04068687,0.390060972,-2.668010763,0.007630181,NA
12040,ENSG00000142512,326.80351,0.390654619,0.175673108,2.223758792,0.026164677,NA
12041,ENSG00000105366,48.3179764,0.218430716,0.445212256,0.490621524,0.62369416,NA
12042,ENSG00000105492,10.4881579,-1.305634408,0.505503826,-2.582837835,0.009799137,NA
12043,ENSG00000105497,81.92932234,-0.094326714,0.147582257,-0.63914671,0.522727496,NA
12044,ENSG00000105501,116.4074189,0.57798443,0.337920874,1.710413515,0.087189434,NA
12045,ENSG00000254415,351.9758019,0.523410437,0.293811278,1.781451143,0.07483878,NA
12046,ENSG00000182310,98.34798179,0.230493375,0.219097294,1.05201379,0.292793223,NA
12047,ENSG00000105509,21.05966237,0.175792322,0.426224097,0.412441068,0.680016167,NA
12048,ENSG00000171051,4383.456102,0.470473038,0.192370071,2.445666501,0.014458467,0.07913142
12049,ENSG00000171049,1231.75921,0.425360556,0.214847938,1.97982145,0.047723595,0.125611417
12050,ENSG00000187474,14.58384403,0.916383664,0.48350033,1.895311353,0.058051165,NA
12051,ENSG00000161551,68.97419242,-0.144900569,0.189213161,-0.765805971,0.443791761,NA
12052,ENSG00000176024,44.26913833,-0.138905035,0.220981302,-0.628582752,0.529622255,NA
12053,ENSG00000198093,52.28303954,-0.380189396,0.246476202,-1.54249941,0.122952281,NA
12054,ENSG00000256683,153.8072622,0.114413655,0.134892452,0.848184262,0.396335361,NA
12055,ENSG00000197619,60.0971211,-0.244485207,0.181074457,-1.35019158,0.176954538,NA
12056,ENSG00000142556,46.87464254,-0.481066931,0.219526455,-2.191384774,0.02842396,NA
12057,ENSG00000256087,53.02983412,-0.193630637,0.193413142,-1.00112451,0.316766617,NA
12058,ENSG00000197608,126.4022278,-0.231794283,0.146571168,-1.58144529,0.113776259,NA
12059,ENSG00000204611,49.5297098,-0.171023534,0.176285486,-0.970150964,0.331971249,NA
