,yes.vs.no,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
12868,ENSG00000183172,108.4104467,0.073366394,0.133130028,0.55108825,0.58157318,0.754125888
12869,ENSG00000184983,68.62394701,-0.21536896,0.163796965,-1.314853174,0.188559253,0.380893314
12870,ENSG00000100197,88.06637291,-0.192765947,0.171106229,-1.126586382,0.259917399,0.465210467
12871,ENSG00000100207,834.0646109,-0.008970925,0.066234142,-0.135442616,0.892261932,0.946120197
12872,ENSG00000235568,4207.289832,0.456857718,0.12651784,3.611014218,0.000305002,0.005022179
12873,ENSG00000189306,227.0289705,-0.030689272,0.131788766,-0.232867133,0.815864581,0.906013379
12874,ENSG00000183569,61.53192878,-0.265689195,0.176181526,-1.508042311,0.131543698,0.302380293
12875,ENSG00000100227,644.3992349,0.11857678,0.06055939,1.958024665,0.050227119,0.161982778
12876,ENSG00000100243,857.5904632,0.190563993,0.126813705,1.502708186,0.132914311,0.304697965
12877,ENSG00000128274,9.702467654,1.327532136,0.833604159,1.592521008,0.111267687,NA
12878,ENSG00000242247,226.9436016,0.169389912,0.091187263,1.85760496,0.063225134,0.188613673
12879,ENSG00000100266,1498.531317,0.355859691,0.108486878,3.28020952,0.0010373,0.011598819
12880,ENSG00000100271,25.30306218,-0.125329594,0.23778465,-0.527071842,0.598143699,0.767329789
12881,ENSG00000100290,13.40192071,0.230186889,0.35826729,0.642500433,0.520548308,0.703415022
12882,ENSG00000100294,53.91512324,0.220957928,0.184471558,1.197788589,0.230999331,0.430784859
12883,ENSG00000100300,847.6846517,0.568553168,0.121773287,4.668948179,3.03E-06,0.000189977
12884,ENSG00000100304,265.4866114,0.177320737,0.079749101,2.223482579,0.026183277,0.105288959
12885,ENSG00000159307,8.764251234,-0.062722101,0.677200935,-0.092619631,0.926205748,NA
12886,ENSG00000100347,143.8452936,-0.292217822,0.114400598,-2.554338246,0.010638985,0.056811819
12887,ENSG00000188677,163.2671069,0.064259039,0.139928255,0.459228477,0.646070103,0.800007802
12888,ENSG00000138964,694.1953181,0.045758957,0.072808503,0.628483692,0.529687127,0.710436381
12889,ENSG00000188636,179.3749379,-0.305297117,0.122958049,-2.482937232,0.013030405,0.065359426
12890,ENSG00000186654,332.218088,-0.184720795,0.135657204,-1.361673316,0.173301006,0.360760124
12891,ENSG00000093000,1345.198663,0.130094582,0.076786449,1.694238816,0.090219912,0.237060949
12892,ENSG00000100364,1018.391856,0.130921476,0.108882205,1.202413893,0.229203209,0.428223978
12893,ENSG00000100373,11.5377967,-0.429772728,0.438026671,-0.981156529,0.326515557,0.534901468
12894,ENSG00000100376,356.3286725,-0.324665495,0.165549448,-1.961139097,0.049862799,0.161261406
12895,ENSG00000077935,20.90113632,-0.53834085,0.320697295,-1.678657281,0.093218856,0.242226912
12896,ENSG00000130638,181.0476137,-0.192910058,0.114291034,-1.68788444,0.091433414,0.239065019
12897,ENSG00000182257,85.47288253,0.126911812,0.125554582,1.010809875,0.312107436,0.52009659
12898,ENSG00000186951,181.3616293,-0.26721353,0.109966001,-2.429964971,0.015100282,0.072390672
12899,ENSG00000205643,47.47035415,-0.086201793,0.181577823,-0.47473745,0.634974121,0.793041746
12900,ENSG00000130943,11.26448898,0.145055184,0.364376822,0.398091139,0.690563006,0.830083281
12901,ENSG00000075234,223.3624473,0.338703577,0.137172648,2.469177222,0.013542413,0.066984493
12902,ENSG00000075218,15.0474417,0.860861899,0.384494708,2.238943424,0.025159598,0.102136467
12903,ENSG00000100416,213.8973063,-0.081125092,0.108063343,-0.750717959,0.452822413,0.648165302
12904,ENSG00000075275,70.81148418,-0.197223022,0.217667695,-0.906073924,0.364896726,0.570244382
12905,ENSG00000075240,320.5538909,0.052327903,0.088557723,0.590890339,0.5545939,0.731627743
12906,ENSG00000100422,939.6597913,-0.138729416,0.06554752,-2.116470878,0.034304779,0.125753216
12907,ENSG00000054611,817.8656549,0.007176535,0.056840434,0.126257568,0.899528043,0.950389279
12908,ENSG00000100425,679.5447089,0.001751944,0.062365454,0.028091576,0.977589113,0.989486434
12909,ENSG00000100426,367.5911638,-0.149092567,0.079148938,-1.883696357,0.05960606,0.18164079
12910,ENSG00000182858,125.1660623,-0.07047478,0.117779527,-0.598361886,0.549598492,0.727472534
12911,ENSG00000184164,135.584962,0.053108802,0.123707648,0.429308962,0.667698396,0.814003466
12912,ENSG00000198355,821.4910851,0.291869276,0.123983434,2.354098971,0.018567667,0.08346186
12913,ENSG00000188263,7.85926905,1.061759504,0.49442045,2.147482984,0.03175485,NA
12914,ENSG00000100427,89.82560954,0.56782788,0.20505556,2.769141585,0.005620421,0.036864464
12915,ENSG00000073150,286.3996023,0.519298032,0.174724115,2.972102797,0.002957676,0.023791564
12916,ENSG00000170638,629.3667529,0.231613358,0.062094199,3.73003215,0.000191455,0.003581693
12917,ENSG00000073169,260.0074746,-0.019495691,0.09627285,-0.202504563,0.839522291,0.919015333
12918,ENSG00000128159,727.6171233,-0.15940068,0.090783171,-1.755839518,0.079115815,0.21843113
12919,ENSG00000100429,10.07242797,0.351456614,0.301795921,1.164550579,0.244200959,0.446780779
12920,ENSG00000188130,30.83501458,-0.448998406,0.189945893,-2.363822657,0.018087469,0.082066695
12921,ENSG00000185386,19.3806376,-0.289897213,0.279477568,-1.037282579,0.299604182,0.508054255
12922,ENSG00000196576,1393.711201,-0.302502429,0.164798912,-1.835585111,0.066419041,0.194362368
12923,ENSG00000205593,44.85933033,-0.443203658,0.21105926,-2.099901505,0.035737506,0.129453523
12924,ENSG00000100239,668.0453553,0.033046616,0.071145743,0.464491827,0.642295414,0.798107835
12925,ENSG00000100241,1781.619146,-0.028417877,0.063799182,-0.445426989,0.656011211,0.806373702
12926,ENSG00000128165,15.16698964,0.109925672,0.336795567,0.326386933,0.744131623,0.86584245
12927,ENSG00000100258,445.9861529,0.019359083,0.076647337,0.252573462,0.800597839,0.898313366
12928,ENSG00000025770,135.1186391,-0.064109867,0.125665834,-0.510161475,0.60993834,0.77536306
12929,ENSG00000130489,50.6574375,0.2206556,0.213134648,1.035287327,0.300534746,0.5094874
12930,ENSG00000025708,1713.176014,0.242226966,0.104666613,2.314271569,0.02065283,0.089210325
12931,ENSG00000177989,531.0087976,0.323376302,0.132513677,2.44032396,0.014674096,0.070832136
12932,ENSG00000130487,65.82263282,-0.531962239,0.214533689,-2.479620991,0.01315221,0.065724574
12933,ENSG00000205560,6.517824455,-0.260238275,0.434692334,-0.598672337,0.549391408,NA
12934,ENSG00000100299,373.2622251,0.088966531,0.104915506,0.847982666,0.396447624,0.600601027
12935,ENSG00000079974,128.3781462,-0.387352272,0.126336596,-3.066033785,0.002169188,0.019339434
12936,ENSG00000182378,129.4862307,-0.039656267,0.127925731,-0.309994456,0.756565172,0.872262936
12937,ENSG00000178605,401.334682,-0.040741733,0.099430565,-0.409750594,0.681988912,0.824413086
12938,ENSG00000167393,131.3667264,0.010827035,0.143574255,0.075410701,0.939887945,0.969877007
12939,ENSG00000198223,650.2580811,0.521391542,0.13157872,3.962582568,7.41E-05,0.001855496
12940,ENSG00000185291,145.2506358,-0.302101412,0.151049116,-2.000021059,0.04549799,0.151136726
12941,ENSG00000169100,2446.723016,-0.053903705,0.074084989,-0.727592798,0.466862891,0.658306038
12942,ENSG00000169093,177.9363079,0.043368659,0.090623955,0.47855624,0.632254356,0.791100689
12943,ENSG00000182162,1056.566938,0.136825571,0.070320663,1.945737784,0.051686246,0.164940145
12944,ENSG00000197976,833.5994415,0.0550024,0.07145992,0.769695793,0.441480366,0.637895555
12945,ENSG00000169084,203.1497827,0.441350981,0.126208987,3.496985369,0.000470548,0.00676337
12946,ENSG00000214717,589.4921736,0.309273424,0.083508579,3.703492844,0.000212651,0.003870374
12947,ENSG00000002586,564.3998882,-0.008249345,0.086110694,-0.095799312,0.923679964,0.961887003
12948,ENSG00000124343,6.480582818,-0.177517881,0.549173495,-0.323245537,0.746509297,NA
12949,ENSG00000006756,137.3805492,0.30432779,0.124531922,2.443773332,0.014534555,0.070401053
12950,ENSG00000183943,498.5611151,-0.339491124,0.087048652,-3.900015881,9.62E-05,0.002234252
12951,ENSG00000130021,117.6056943,0.060653319,0.117011517,0.518353413,0.604211713,0.771270351
12952,ENSG00000101846,96.25577607,0.751675833,0.207972147,3.6143101,0.000301148,0.004978509
12953,ENSG00000006757,20.14474447,-0.096915029,0.264693698,-0.366140295,0.714260391,0.845594735
12954,ENSG00000101849,1057.93877,0.222779433,0.104935688,2.123009214,0.03375308,0.124700526
12955,ENSG00000101850,7.553707031,0.933062369,0.448107069,2.082230862,0.037321388,NA
12956,ENSG00000047644,1136.678293,0.40512997,0.106762748,3.794675353,0.000147837,0.002983464
12957,ENSG00000073464,114.4094548,0.8259538,0.172036903,4.801026912,1.58E-06,0.000118513
12958,ENSG00000004961,72.27807018,-0.250806724,0.128253858,-1.955549167,0.050518286,0.16246485
12959,ENSG00000047648,47.21942106,-0.044631956,0.253696528,-0.175926555,0.860351643,0.929952462
12960,ENSG00000005302,567.5725067,0.417249641,0.102388339,4.075167611,4.60E-05,0.001300361
12961,ENSG00000101911,94.2092428,0.030630374,0.121389693,0.25233093,0.800785283,0.898363851
12962,ENSG00000196664,99.00899806,-0.417334014,0.185135427,-2.254209372,0.024182999,0.099387479
12963,ENSG00000101916,1010.13082,0.568827541,0.144407116,3.939054772,8.18E-05,0.001988024
12964,ENSG00000205542,9292.813717,0.136411171,0.07842696,1.739340277,0.081974927,0.223363524
12965,ENSG00000176896,100.5068877,-0.001338785,0.160231222,-0.00835533,0.993333489,0.997286898
12966,ENSG00000123595,85.35060019,-0.054716244,0.127122278,-0.430422148,0.666888587,0.813724074
12967,ENSG00000196459,188.9319807,0.076798424,0.091523573,0.839110869,0.401407098,0.604892201
12968,ENSG00000046651,287.405041,-0.290073857,0.101738809,-2.851162311,0.004355973,0.030710947
12969,ENSG00000046653,46.79544261,-0.254830536,0.198929411,-1.28100985,0.200190206,0.395168058
12970,ENSG00000046647,56.60220558,-0.165903661,0.173772274,-0.954718827,0.339719906,0.547327513
12971,ENSG00000181544,21.77925222,-0.193365494,0.28382976,-0.681272793,0.495698895,0.683530138
12972,ENSG00000130150,383.6478944,0.328056302,0.115557295,2.838906039,0.004526848,0.031458479
12973,ENSG00000165195,40.76576441,-0.364096818,0.178638508,-2.038176554,0.041532279,0.142349631
12974,ENSG00000102010,45.03433065,1.19798413,0.302529028,3.959898116,7.50E-05,0.001869061
12975,ENSG00000169239,186.6951623,-0.187953965,0.112476844,-1.671045854,0.094712621,0.244096912
12976,ENSG00000169249,160.3195817,-0.162745003,0.112771129,-1.443144218,0.148979849,0.327605867
12977,ENSG00000182287,381.0146576,-0.167085609,0.118344667,-1.411855834,0.157992414,0.340177249
12978,ENSG00000047230,45.88907188,0.074703667,0.158311086,0.47187894,0.637013201,0.794329956
12979,ENSG00000169895,195.6346133,0.132265798,0.105963635,1.248218769,0.211950952,0.408392509
12980,ENSG00000086712,107.9113367,-0.040739585,0.127957248,-0.318384348,0.75019341,0.868854413
12981,ENSG00000102054,221.5682285,-0.077495176,0.096425129,-0.803682366,0.421580441,0.622135731
12982,ENSG00000169891,659.2880893,0.899271749,0.169169109,5.315815376,1.06E-07,1.56E-05
12983,ENSG00000188158,79.56563397,0.074804423,0.17741566,0.421633709,0.673292397,0.818450543
12984,ENSG00000047634,40.55795106,-0.473769651,0.248467744,-1.906765216,0.056550998,0.175554451
12985,ENSG00000177324,43.80358107,0.44632427,0.317569119,1.405439771,0.159890547,0.342553844
12986,ENSG00000102098,6.022287078,-0.317578642,0.493381878,-0.643677151,0.519784809,NA
12987,ENSG00000008086,165.1611703,0.439897223,0.122731041,3.584237694,0.000338064,0.00538829
12988,ENSG00000044446,465.985943,0.155905514,0.077378039,2.014854807,0.043919864,0.147723
12989,ENSG00000173698,34.48695418,0.004061899,0.209413158,0.019396578,0.98452474,0.993107049
12990,ENSG00000131828,138.0880443,-0.035887268,0.104738468,-0.342636942,0.731871607,0.857471838
12991,ENSG00000180815,11.29599237,0.186798554,0.461789287,0.404510366,0.685837457,0.827004574
12992,ENSG00000147010,1456.117875,0.158328774,0.078028196,2.029122588,0.042445806,0.144226549
12993,ENSG00000173681,150.41371,0.149036194,0.119144471,1.250886365,0.210975939,0.407341533
12994,ENSG00000184368,11.53521921,-0.155494927,0.447006551,-0.347858274,0.727946623,0.855216033
12995,ENSG00000173674,189.0555528,-0.048847419,0.124861847,-0.391211729,0.695640739,0.833292685
12996,ENSG00000177189,964.5726828,0.244392923,0.065608205,3.725035986,0.000195287,0.003627628
12997,ENSG00000149970,40.80353798,-0.197105326,0.228132415,-0.863995265,0.387590492,0.592197649
12998,ENSG00000185915,9.832452974,-0.409035971,0.42158789,-0.970227041,0.331933335,NA
12999,ENSG00000012174,54.22126913,-0.066692715,0.177392706,-0.375960866,0.70694599,0.841357781
13000,ENSG00000230797,6.511182614,0.058225974,0.476585694,0.122173147,0.902761893,NA
13001,ENSG00000102172,155.7581565,0.129180812,0.098178932,1.315769171,0.18825153,0.380637471
13002,ENSG00000102174,10.80500698,-0.912629278,0.500523362,-1.823350012,0.068250396,0.197886981
13003,ENSG00000123131,30.66276399,-0.137905084,0.262500893,-0.525350912,0.599339271,0.768160372
13004,ENSG00000123130,209.166185,0.028432537,0.118647067,0.239639615,0.810609651,0.903468181
13005,ENSG00000130066,1305.691935,0.415306998,0.116144061,3.575791935,0.000349169,0.005498217
13006,ENSG00000184831,11.14840924,0.058368104,0.39337432,0.148378024,0.882044442,0.940590801
13007,ENSG00000165182,7.527888363,0.110740687,0.459735797,0.240878975,0.809648918,NA
13008,ENSG00000174010,95.36389619,-0.102194434,0.119378644,-0.856052901,0.391968519,0.595794038
13009,ENSG00000130741,1092.880462,0.023008247,0.060157403,0.382467422,0.702114689,0.837504499
13010,ENSG00000005889,597.7756486,0.112051793,0.061354778,1.82629287,0.067806159,0.19703145
13011,ENSG00000067992,306.1507319,0.326520159,0.108603704,3.006528751,0.002642491,0.022072672
13012,ENSG00000102230,22.32505382,0.198517992,0.320141534,0.620094459,0.5351956,0.714859907
13013,ENSG00000101868,86.80686829,-0.096873644,0.132573784,-0.730714933,0.464953293,0.656840562
13014,ENSG00000120280,126.1572534,0.14885375,0.120608803,1.234186449,0.217133436,0.414225942
13015,ENSG00000198814,686.7927427,0.576908786,0.139114718,4.147000356,3.37E-05,0.001056652
13016,ENSG00000157625,325.1455937,0.106146262,0.085490668,1.241612265,0.214379654,0.411131986
13017,ENSG00000147036,21.88296018,0.595429767,0.321335559,1.852984363,0.0638846,0.189639082
13018,ENSG00000047597,372.3052357,-0.085233986,0.329850481,-0.258401886,0.796096761,0.896706643
13019,ENSG00000165168,2958.977842,-0.03426468,0.136352596,-0.251294667,0.801586298,0.898702931
13020,ENSG00000165169,32.00371064,-0.290357614,0.24561497,-1.182165782,0.237139927,0.437963784
13021,ENSG00000156313,170.8611504,0.15127524,0.136984231,1.104325943,0.269451773,0.475690467
13022,ENSG00000156298,10.34077464,-0.017872647,0.32204062,-0.055498115,0.955741632,0.977806717
13023,ENSG00000165175,706.3620522,0.316148923,0.108044575,2.926097149,0.003432437,0.026268975
13024,ENSG00000183337,412.2694244,-0.139183392,0.097467953,-1.427991335,0.153294353,0.334168972
13025,ENSG00000182220,460.4576159,0.041985719,0.080470797,0.521751005,0.601843707,0.769716828
13026,ENSG00000185753,445.3132661,0.182980825,0.079809461,2.292720968,0.021864075,0.092540796
13027,ENSG00000180182,317.0713954,-0.004039389,0.070503976,-0.057293061,0.954311748,0.976849056
13028,ENSG00000124486,1649.983055,0.148654945,0.077952466,1.906994764,0.056521266,0.175548565
13029,ENSG00000215301,3003.655857,0.265275821,0.069614282,3.810652285,0.000138601,0.002847181
13030,ENSG00000147044,194.8493357,-0.11080593,0.122265618,-0.906272198,0.364791797,0.570151046
13031,ENSG00000171659,32.90868866,-0.022566298,0.254929827,-0.088519646,0.92946367,0.964644555
13032,ENSG00000171657,38.88874444,-0.37275729,0.206141879,-1.808256002,0.070566666,0.202381573
13033,ENSG00000189221,25.04029611,1.93090767,0.556614333,3.469022543,0.000522356,0.007192654
13034,ENSG00000183690,31.72991897,0.725997951,0.214653071,3.382192247,0.000719098,0.008989081
13035,ENSG00000069509,14.691534,0.038257934,0.294381008,0.129960606,0.896597594,0.948644027
13036,ENSG00000147050,831.8479175,0.295911651,0.062837503,4.709156772,2.49E-06,0.000159688
13037,ENSG00000147113,7.714803133,0.343225147,0.502773584,0.682663445,0.494819534,NA
13038,ENSG00000147121,65.21615586,-0.19600815,0.150195473,-1.305020358,0.191885916,0.385043479
13039,ENSG00000251192,69.50670696,0.30740055,0.156881675,1.959442038,0.050061042,0.161571115
13040,ENSG00000147119,204.4485582,0.161348596,0.1569877,1.027778583,0.304053993,0.512567898
13041,ENSG00000065923,179.4855893,-0.091392168,0.131901784,-0.692880455,0.488384576,0.6774436
13042,ENSG00000102218,516.6275112,0.518039022,0.127087925,4.076225351,4.58E-05,0.001297372
13043,ENSG00000102221,16.93210566,0.48451035,0.342712814,1.413750316,0.157435226,0.339325103
13044,ENSG00000147123,125.0719061,0.106765739,0.117017272,0.912392991,0.361561878,0.566225473
13045,ENSG00000182872,397.3204112,-0.036303877,0.079381066,-0.457336723,0.647429038,0.800590437
13046,ENSG00000130985,1692.807673,0.219754864,0.086995292,2.526054684,0.011535152,0.060270455
13047,ENSG00000102225,228.4684275,0.02638002,0.082442798,0.319979674,0.748983739,0.868044831
13048,ENSG00000102226,240.698627,-0.107610008,0.10922873,-0.985180437,0.324535448,0.532990314
13049,ENSG00000147124,118.6950524,-0.494058662,0.121330291,-4.072014143,4.66E-05,0.001312212
13050,ENSG00000078061,551.7244708,0.11990145,0.078511862,1.527176234,0.126717194,0.295486037
13051,ENSG00000102265,355.8905729,0.18833282,0.138134139,1.363405325,0.172754804,0.359961439
13052,ENSG00000126759,1321.885722,0.397085462,0.114015261,3.482739587,0.000496311,0.006971013
13053,ENSG00000126767,118.982847,-0.027539085,0.107969748,-0.255062972,0.798674463,0.897877473
13054,ENSG00000126756,29.54163345,0.067049458,0.195140293,0.343596172,0.731150004,0.857228623
13055,ENSG00000197779,130.4280748,0.05524033,0.097455211,0.566827869,0.570831134,0.744825185
13056,ENSG00000147118,54.84173393,0.178929386,0.165132059,1.083553291,0.27856291,0.48567681
13057,ENSG00000221994,27.44035226,0.026931733,0.228066645,0.11808712,0.905998629,0.952994805
13058,ENSG00000017483,1047.823419,0.1460744,0.308941965,0.47282149,0.636340541,0.793962137
13059,ENSG00000068438,96.01280056,-0.035222762,0.113339839,-0.310771234,0.75597454,0.871994667
13060,ENSG00000102312,46.14768972,-0.21647502,0.18398889,-1.176565718,0.239368888,0.44124906
13061,ENSG00000147155,73.61180174,-0.184652749,0.150763961,-1.224780435,0.220657959,0.418214472
13062,ENSG00000068354,304.2809485,0.203053408,0.119398213,1.700640258,0.08901056,0.235499016
13063,ENSG00000102317,350.6479136,-0.000118092,0.088555592,-0.001333539,0.99893599,0.999442846
13064,ENSG00000101940,408.2308923,0.175927288,0.11166158,1.575540013,0.11513185,0.277606198
13065,ENSG00000015285,1816.248928,0.455205573,0.110443589,4.121611543,3.76E-05,0.001138061
13066,ENSG00000101945,50.63447337,-0.250338169,0.177269102,-1.412192904,0.157893169,0.340021605
13067,ENSG00000102145,258.7318656,0.090284871,0.246250239,0.366638713,0.713888527,0.845422336
13068,ENSG00000094631,263.3198938,-0.105960305,0.128468572,-0.824795538,0.40948768,0.612330956
13069,ENSG00000102109,89.99355747,0.216913447,0.293918175,0.738006238,0.460510658,0.653806949
13070,ENSG00000126768,116.8487524,0.102613613,0.11701893,0.876897549,0.380542287,0.586268459
13071,ENSG00000102103,92.66612066,-0.059962089,0.132612376,-0.452160577,0.651153306,0.803384197
13072,ENSG00000102100,86.29863062,0.113621654,0.145902031,0.778753069,0.436125188,0.634015529
13073,ENSG00000102096,994.1453559,-0.050932779,0.074983088,-0.679256887,0.496975108,0.684207938
13074,ENSG00000068308,690.4239516,0.163092478,0.082197905,1.984143973,0.047239792,0.155044366
13075,ENSG00000102057,17.03047398,0.191914358,0.304877725,0.629479761,0.529035014,0.70993921
13076,ENSG00000068400,493.7033393,0.046053726,0.078982201,0.583089932,0.559832761,0.735799074
13077,ENSG00000068323,904.3586936,0.325665378,0.118215939,2.754834762,0.005872178,0.03789761
13078,ENSG00000147144,56.34978142,-0.372246506,0.15887635,-2.342995072,0.019129636,0.08500741
13079,ENSG00000243279,26.88088806,0.624403307,0.230879485,2.704455558,0.006841642,0.041980443
13080,ENSG00000196998,186.3535016,0.200347802,0.136489315,1.467864365,0.14214107,0.317580225
13081,ENSG00000068394,119.5746489,0.024148617,0.114604332,0.210712947,0.833111271,0.915812486
13082,ENSG00000269313,21.02566153,0.291597318,0.2657598,1.097221321,0.272544655,0.478570125
13083,ENSG00000102007,620.6449898,0.328531596,0.148217903,2.216544622,0.026654225,0.10638916
13084,ENSG00000012211,92.24184355,0.135281105,0.129018463,1.048540664,0.294389577,0.50286237
13085,ENSG00000102003,25.9114888,-0.168674959,0.205175594,-0.822100503,0.411019699,0.613659028
13086,ENSG00000102001,14.6025227,-0.371309073,0.35159339,-1.056075238,0.290933842,0.498783275
13087,ENSG00000101997,168.3404327,-0.136823166,0.102457867,-1.335409087,0.181742492,0.37255291
13088,ENSG00000049768,54.83559328,-0.506530643,0.225121801,-2.250029276,0.024447087,0.100211605
13089,ENSG00000049769,135.8408213,-0.107513458,0.127675534,-0.842083486,0.399741224,0.603487898
13090,ENSG00000273820,20.29723319,0.13135148,0.291126011,0.451184281,0.651856737,0.80385892
13091,ENSG00000171365,65.41519307,-0.32780547,0.19363084,-1.692940386,0.090466815,0.237176873
13092,ENSG00000274588,11.78843945,0.212735223,0.597659982,0.355946908,0.721880325,0.850703218
13093,ENSG00000158352,11.82575841,0.981186692,0.43520389,2.254544859,0.024161912,0.099365567
13094,ENSG00000122824,10.22043984,-0.175973009,0.414954734,-0.424077603,0.671509219,0.817148652
13095,ENSG00000187690,10.25831103,-1.258029965,0.426190898,-2.951799231,0.003159283,0.024815422
13096,ENSG00000189369,30.32610112,0.048995661,0.231555565,0.211593538,0.832424151,0.915685282
13097,ENSG00000179222,95.29871953,-0.421471798,0.139910951,-3.012428943,0.002591661,0.021792509
13098,ENSG00000268350,7.418630613,-0.169555172,0.516675743,-0.328165536,0.742786505,NA
13099,ENSG00000184205,116.6981314,-0.160918754,0.139532454,-1.153271155,0.248799106,0.451881278
13100,ENSG00000232593,26.29377573,-0.281167614,0.266313077,-1.055778477,0.291069434,0.498947916
13101,ENSG00000126012,1192.412232,0.108507162,0.05584399,1.943040991,0.052011206,0.165577319
13102,ENSG00000124313,103.6482198,-0.302444205,0.175149988,-1.72677263,0.084208506,0.227104206
13103,ENSG00000072501,847.3906638,-0.088445974,0.086204692,-1.025999538,0.304891802,0.513499839
13104,ENSG00000158423,9.017096317,-0.47805295,0.411001398,-1.163141906,0.244771932,NA
13105,ENSG00000072506,108.7959935,-0.152468067,0.123180667,-1.237759711,0.215805171,0.412979916
13106,ENSG00000086758,1647.451244,-0.126343357,0.081803815,-1.544467781,0.122475051,0.288743517
13107,ENSG00000172943,532.6285701,-0.020729074,0.064643774,-0.320666206,0.74846336,0.867840445
13108,ENSG00000184083,103.3084407,-0.181060616,0.133570874,-1.35553965,0.175245685,0.363070602
13109,ENSG00000196632,9.222095231,-0.994617816,0.428680495,-2.320184442,0.020330902,NA
13110,ENSG00000158526,94.35038135,-0.12859639,0.119094954,-1.079780343,0.280240007,0.487420033
13111,ENSG00000102302,31.06486388,-0.328303734,0.248702477,-1.320066201,0.186812916,0.379047691
13112,ENSG00000130119,373.8707044,-0.014253155,0.095872407,-0.148667956,0.881815647,0.940590801
13113,ENSG00000102316,169.2065192,-0.227419535,0.098544669,-2.307781207,0.021011309,0.090344794
13114,ENSG00000169188,105.6356048,-0.027292579,0.128463986,-0.212453154,0.831753521,0.915436925
13115,ENSG00000158578,18592.09169,0.22505304,0.350649405,0.641817832,0.52099147,0.703636944
13116,ENSG00000182518,16.66640788,0.150178877,0.31355526,0.478955058,0.631970601,0.790856751
13117,ENSG00000187601,29.327723,-0.149934698,0.246138695,-0.609147205,0.542426871,0.721006441
13118,ENSG00000247746,10.55407588,0.101399313,0.425571494,0.238266225,0.811674616,0.903695045
13119,ENSG00000083750,69.84998234,0.24956019,0.167928952,1.486105804,0.137251137,0.310130526
13120,ENSG00000102349,41.29626089,-0.36836061,0.248534385,-1.482131374,0.138305342,0.311519639
13121,ENSG00000188021,511.2698303,0.245114148,0.073054575,3.35521966,0.00079302,0.009654787
13122,ENSG00000204272,53.73868451,-0.367576687,0.172957585,-2.125241788,0.033566443,0.124229326
13123,ENSG00000204271,26.42133461,-0.23554627,0.241521709,-0.975259205,0.329431701,0.537696501
13124,ENSG00000186787,20.54495208,-0.377569197,0.237219526,-1.591644683,0.111464564,0.271934729
13125,ENSG00000147059,9.71497524,-0.311600059,0.449315801,-0.693499001,0.487996453,NA
13126,ENSG00000165591,29.79538199,-0.57563264,0.271272922,-2.121968665,0.033840369,0.124745009
13127,ENSG00000198455,126.0748923,-0.322603531,0.121548263,-2.654118817,0.007951582,0.046639449
13128,ENSG00000198205,82.37771868,-0.290457964,0.163644482,-1.774932829,0.075908979,0.211815021
13129,ENSG00000186767,31.45236977,-0.089556123,0.247603547,-0.361691599,0.717582505,0.8478565
13130,ENSG00000131089,117.5660493,-0.257525362,0.140195939,-1.836896021,0.066225247,0.194012676
13131,ENSG00000184675,69.58747364,-0.341082824,0.154549211,-2.206952864,0.027317353,0.108180147
13132,ENSG00000102043,33.57160381,-0.177994239,0.216926676,-0.820527206,0.411915626,0.614196926
13133,ENSG00000126970,24.16156369,-0.596659289,0.273393344,-2.182420688,0.029078499,0.112859547
13134,ENSG00000102053,37.94006642,-0.071539324,0.211119778,-0.338856571,0.734717782,0.85972682
13135,ENSG00000001497,183.5860602,-0.344398724,0.12512169,-2.75251016,0.005914031,0.038077425
13136,ENSG00000147065,6971.584892,0.288658379,0.111746044,2.583164184,0.009789872,0.053663476
13137,ENSG00000155659,173.6923915,0.965838526,0.154255305,6.261298596,3.82E-10,1.55E-07
13138,ENSG00000089472,7.70220877,1.218479068,0.485778217,2.508303224,0.012131252,NA
13139,ENSG00000169083,8.108504437,0.153956218,0.537263257,0.286556387,0.774452013,NA
13140,ENSG00000079482,20.36136732,-0.09218711,0.268371115,-0.34350608,0.731217767,0.857228623
13141,ENSG00000181704,245.1617449,0.095416786,0.141204799,0.675733308,0.499209984,0.6862255
13142,ENSG00000130052,73.02711285,0.053634129,0.219130228,0.244759152,0.806642924,0.900928647
13143,ENSG00000090776,72.52193181,-0.261993394,0.172847197,-1.515751478,0.129582206,0.299721239
13144,ENSG00000181191,64.3641176,-0.181780539,0.153211255,-1.186469882,0.235436789,0.43593133
13145,ENSG00000158813,29.53691801,-0.97359838,0.290281446,-3.353980747,0.000796579,0.009688767
13146,ENSG00000089289,133.7724337,-0.027570741,0.110244161,-0.250087992,0.802519302,0.899109607
13147,ENSG00000120500,13.06291175,-0.093086242,0.338692696,-0.274839826,0.783439299,0.889185627
13148,ENSG00000120509,24.87239572,-0.363191753,0.23456287,-1.548377,0.121531556,0.287109479
13149,ENSG00000090889,13.2290386,0.208626496,0.440959057,0.473119879,0.636127655,0.793892629
13150,ENSG00000082458,48.86380491,0.01368792,0.182811188,0.074874632,0.940314461,0.97010061
13151,ENSG00000147164,158.0145967,0.246499179,0.101607348,2.425997558,0.015266373,0.072928654
13152,ENSG00000184481,1571.786124,0.074747864,0.270908098,0.275915945,0.782612627,0.888536787
13153,ENSG00000204165,24.91997269,-0.120348666,0.226484536,-0.531376969,0.595157578,0.765055292
