"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"OR4F5"	0.269723758213754	-0.982957762533207	3.48171486900073	-0.282320005950206	0.777698146723796	0.999975600601162
"SAMD11"	2.42193600677807	0.92766881626475	1.1186014941152	0.829311261557475	0.406928300063393	0.999975600601162
"NOC2L"	232.509543294252	0.00846904616406979	0.139570451291477	0.0606793636167528	0.951614566839091	0.999975600601162
"KLHL17"	45.6140245815565	0.172553723007115	0.261651759689247	0.659478549703049	0.509588515968122	0.999975600601162
"PLEKHN1"	7.39584592492731	0.019063263784293	0.563029875001223	0.0338583521598238	0.972990104292792	0.999975600601162
"PERM1"	1.58019216271982	2.14134475822472	1.50696183098941	1.42096814543657	0.15532602025394	0.999975600601162
"HES4"	27.9784491005863	-0.471998662978297	0.409643313205847	-1.15221864427485	0.249231238136199	0.999975600601162
"ISG15"	274.117134399164	-0.996007975017898	0.406601741571031	-2.44959102036679	0.0143018557499528	0.817714103217304
"AGRN"	72.1430117410345	0.245788415508151	0.320622896026937	0.766596579825979	0.443321409601112	0.999975600601162
"RNF223"	0.245945078245405	0.0409034094436839	3.48139492556858	0.0117491437536359	0.990625755270657	0.999975600601162
"C1orf159"	67.3531299548854	0.304557379470578	0.200953593006002	1.51556075666426	0.129630456454703	0.984973822353117
"TTLL10"	1.65549436014074	-2.05504708934003	1.38835474613802	-1.4802031649739	0.138819036057491	0.991327325977403
"TNFRSF18"	19.3389189740535	-0.0256619828341982	0.407726687855916	-0.0629391786177771	0.949814936648059	0.999975600601162
"TNFRSF4"	29.5124668730163	-0.0656988111575336	0.339706672274342	-0.19339864806799	0.846646774134356	0.999975600601162
"SDF4"	725.550616627759	-0.00222519990376108	0.0789096466468839	-0.0281993393497087	0.977503164138454	0.999975600601162
"B3GALT6"	166.944294784665	-0.047207135490194	0.14044262536122	-0.336131109545813	0.736771999837827	0.999975600601162
"C1QTNF12"	5.64672088103401	1.08350665458108	0.800647814643211	1.3532874689278	0.175963810902091	0.999975600601162
"UBE2J2"	489.911628523325	0.0457335311697851	0.111815947448088	0.409007232094665	0.682534353783774	0.999975600601162
"SCNN1D"	12.921961958795	0.696372140787023	0.478216217568748	1.45618679418147	0.145340989138304	0.995804256979728
"ACAP3"	349.383791481144	0.247803241925996	0.12881781446223	1.92367214861151	0.0543956912095249	0.923271857723824
"PUSL1"	32.2229350510777	-0.115744177125313	0.272045371080689	-0.425459094067743	0.670502035289526	0.999975600601162
"INTS11"	412.10456515872	0.0272489689943816	0.0901857630091062	0.302142689546577	0.762543290687805	0.999975600601162
"CPTP"	164.383272259968	-0.191574332855266	0.157439527072574	-1.21681217174235	0.223675687908543	0.999975600601162
"TAS1R3"	26.4333872848681	0.643638223655466	0.290034753246784	2.21917620716235	0.0264747390886912	0.87536228068694
"DVL1"	168.792038032449	0.191375025266682	0.155589813592786	1.22999713700766	0.218698176960408	0.999975600601162
"MXRA8"	49.9447089698231	0.150499043843488	0.283377833296524	0.531089683666287	0.595356632757627	0.999975600601162
"AURKAIP1"	252.012355652921	-0.120848469859651	0.133270630085313	-0.906789964017498	0.364517878073159	0.999975600601162
"CCNL2"	657.80606677718	0.153383653963998	0.0979075935322911	1.56661652513612	0.117204352863375	0.977550400675955
"MRPL20"	161.168395679401	-0.00680814276151916	0.133403405051855	-0.0510342502792398	0.959298228321236	0.999975600601162
"ANKRD65"	0.638995818355185	-0.249579093982096	1.86979545441016	-0.133479356468341	0.893814289324094	0.999975600601162
"TMEM88B"	0.0651114919686867	0.36483278768989	3.48201907887598	0.104776217311153	0.916553381993617	0.999975600601162
"VWA1"	1.17150010624628	0.694425897685328	1.66200309785543	0.417824671073948	0.676075311524416	0.999975600601162
"ATAD3C"	3.25986841268907	0.397621105753437	1.01189422770888	0.392947301076838	0.694358404549228	0.999975600601162
"ATAD3B"	155.143684511251	0.348397389423391	0.190108368136532	1.83262521707187	0.0668583253902508	0.943496930276946
"ATAD3A"	71.827856409962	0.107297326488576	0.211364191544797	0.507641931702681	0.611704478382897	0.999975600601162
"TMEM240"	5.27819328773516	-2.16690057727876	0.730153882231148	-2.9677313645958	0.00300006402949128	0.673219555082779
"SSU72"	743.167929276524	-0.0043254216719874	0.092048255363146	-0.0469908055826031	0.962520555517195	0.999975600601162
"FNDC10"	21.9386641486338	-0.212554567902671	0.341370825311101	-0.622650068906633	0.533514501159964	0.999975600601162
"MIB2"	529.761335597752	0.20139504751025	0.147277990725315	1.36744836426963	0.171484811665617	0.999975600601162
"MMP23B"	8.17098134357387	0.370708889151226	0.709304173543427	0.522637400114676	0.601226608777923	0.999975600601162
"CDK11B"	279.66385465105	0.0914620939293131	0.131580003616645	0.695106333906068	0.486988665664771	0.999975600601162
"SLC35E2B"	738.877373832785	0.177308567812809	0.104916959257728	1.68998957906558	0.0910299483270541	0.962507740794382
"CDK11A"	18.0787146598116	0.261587654638986	0.370377123928812	0.706273788899727	0.480017890275241	0.999975600601162
"SLC35E2A"	119.230132653915	0.161848742021343	0.190160779244454	0.851115265011007	0.394705326544556	0.999975600601162
"NADK"	3064.63165289963	-0.211534436628749	0.170528214442422	-1.24046590952943	0.214803115842089	0.999975600601162
"GNB1"	2145.7295956397	-0.0708314658479793	0.112184345378242	-0.631384580523806	0.527789095603206	0.999975600601162
"CALML6"	1.15619485936929	1.74840321979638	1.66530125308921	1.04990206219626	0.293763143370992	0.999975600601162
"TMEM52"	0.287298545515683	-0.0796234472617218	2.63489446968035	-0.0302188372923266	0.975892525404618	0.999975600601162
"CFAP74"	1.71307094846039	2.39804727055494	1.12992548335663	2.12230567933662	0.0338120768732096	0.894313993659647
"GABRD"	1.35675234752445	-0.215668247343119	1.61174728535142	-0.133810212868512	0.89355265112667	0.999975600601162
"PRKCZ"	156.235019421301	0.259484414279563	0.165776013603028	1.56527116703948	0.11751934075279	0.977941956949548
"FAAP20"	156.740218397416	0.118943924836188	0.14400210037784	0.825987430211759	0.408811222240913	0.999975600601162
"SKI"	1032.49021777828	0.0384826641366245	0.126727943074762	0.303663605696828	0.761384187855888	0.999975600601162
"MORN1"	91.2460055234929	-0.187224946430976	0.181438704028742	-1.03189089358419	0.302123232433875	0.999975600601162
"RER1"	478.503594518235	-0.027765928634548	0.0919214504351244	-0.302061472084194	0.762605202196817	0.999975600601162
"PEX10"	48.2917894896721	-0.29942412467373	0.238159132047728	-1.25724393643543	0.208665318062158	0.999975600601162
"PLCH2"	171.554175716086	0.407855298167586	0.188632279997956	2.1621712793378	0.0306049764504674	0.888753020715374
"PANK4"	410.548864625445	0.0499724812045669	0.107521353772899	0.46476796888287	0.64209762829145	0.999975600601162
"HES5"	0.782412103216627	1.01596109764979	1.70828715913109	0.594725009913759	0.552027301274161	0.999975600601162
"TNFRSF14"	671.919751314477	-0.0185385108310777	0.122474329239711	-0.151366502238959	0.879686612302996	0.999975600601162
"FAM213B"	72.4888851538556	0.221991059970576	0.176207138415755	1.25983011793084	0.207730652454551	0.999975600601162
"MMEL1"	2.10294914440368	1.20601906363937	1.20253173342807	1.00289999017436	0.315909117372891	0.999975600601162
"TTC34"	78.9608647454499	0.156731284690696	0.229250083693253	0.683669476432597	0.494183902075239	0.999975600601162
"ACTRT2"	0.384643500342108	-1.04924302882515	3.42273619679464	-0.306550948860083	0.759185194114129	0.999975600601162
"PRDM16"	3.5074079961227	-0.774174859435381	1.22073336670943	-0.634188333462387	0.52595792038618	0.999975600601162
"ARHGEF16"	1.63762819496853	-0.945564394434747	1.75683893150566	-0.538219171648464	0.590425745828049	0.999975600601162
"MEGF6"	554.887615837622	0.263151807325223	0.133416516819031	1.97240801663386	0.048563047427295	0.923271857723824
"TPRG1L"	401.229376117624	-0.105403097979764	0.175166679037927	-0.601730298014855	0.547353678721173	0.999975600601162
"WRAP73"	178.397554267812	-0.153563094906323	0.137388787920583	-1.11772654254064	0.26368380300264	0.999975600601162
"TP73"	14.7193268918466	-0.111159858626546	0.408781994664487	-0.271929439352587	0.78567627454441	0.999975600601162
"CCDC27"	3.02657706488161	2.2557315144799	1.20598211417214	1.87045188147618	0.0614210931119479	0.935865836456799
"SMIM1"	167.287287615449	0.106721911034634	0.522035254935811	0.204434298307605	0.838014129927331	0.999975600601162
