"modLLIDs" "logFC" "logCPM" "F" "PValue" "FDR"
"ENSG00000136560" "ENSG00000130764" 0.297679781249522 6.93624934312633 15.2551018648686 0.000176644687203825 0.00998646396162136
"ENSG00000104731" "ENSG00000130940" -0.371482027372605 6.39036098314916 14.1551474294339 0.000292877323187479 0.0123156697214177
"ENSG00000138190" "ENSG00000120948" 0.460480445515324 5.51415925898045 13.0243216178471 0.000499490591284379 0.0156211844730521
"ENSG00000266714" "ENSG00000171729" -0.323748731642089 7.63998752293058 12.8059927389427 0.000548249801807992 0.0160800276763572
"ENSG00000118113" "ENSG00000126705" 2.30506086743394 4.19347964418736 12.8139391077071 0.000573861668119279 0.0164984425318499
"ENSG00000136754" "ENSG00000084652" 0.196229996395848 6.9716487993518 11.2051231024761 0.00117359620730982 0.0229192609841014
"ENSG00000135655" "ENSG00000134684" 0.301898601616138 8.7015261750046 11.18880356073 0.00118284667798293 0.0229261163994401
"ENSG00000082996" "ENSG00000204084" 0.278787100039083 6.64990044543479 10.1794954825246 0.00192973413163089 0.0286888288923145
"ENSG00000115091" "ENSG00000186409" 0.196761994190259 8.75019407381407 10.0515932514331 0.00205437553062275 0.0295758467730738
"ENSG00000106052" "ENSG00000066056" 0.23282632904983 6.48607034637737 9.8937805123912 0.00221971829166531 0.0304070642036374
"ENSG00000138375" "ENSG00000117408" -0.317437106007747 4.77592923137966 9.57209196184725 0.00260076377077341 0.0323056374869121
"ENSG00000103326" "ENSG00000126106" -0.265575997433813 6.56651184063856 9.43765644410854 0.00277949446320274 0.0333968503666749
"ENSG00000136895" "ENSG00000159658" -0.674469503891251 2.22121814491053 8.85997168301909 0.00370491565006555 0.0385126568266166
"ENSG00000185800" "ENSG00000117862" -0.282369814382107 4.76753385352908 8.78191894440925 0.00385249025363998 0.0393853118743457
"ENSG00000027697" "ENSG00000198160" 0.412781224127153 7.34539581382575 8.7386059325408 0.00399766837751403 0.040216847882991
"ENSG00000101343" "ENSG00000065243" 0.200658051345059 5.74129152916696 8.48303763296793 0.00447635345442859 0.0430048510157123
"ENSG00000139645" "ENSG00000117505" -0.203825965471905 5.95403613083097 8.3052674967016 0.00489630616737068 0.0450439737747891
"ENSG00000180900" "ENSG00000023909" -0.246141000238679 5.67792196367351 8.29403828391435 0.00492416970573265 0.0452059965559592
"ENSG00000162819" "ENSG00000185946" 0.224530436927387 6.29240154340945 7.92647351286153 0.00593336091256807 0.0495533027224514
"ENSG00000071189" "ENSG00000116266" 0.207051210555253 6.78252745451613 7.89763173170836 0.00602114512237876 0.0499709716586879
"ENSG00000162772" "ENSG00000031698" 1.16470717528106 1.6668060473439 7.84669785535401 0.00617948288173078 0.0506716395104114
"ENSG00000276043" "ENSG00000168765" -0.235959269784242 5.25486207849901 7.71160698120673 0.00662076257382206 0.0522589905066181
"ENSG00000135049" "ENSG00000121931" 0.245701451410135 7.41743117667495 7.58235661476489 0.00707370445052765 0.0543362172164908
"ENSG00000085063" "ENSG00000116473" 0.420444199670883 5.52161159722214 7.5910479676503 0.00711939572524817 0.0543362172164908
"ENSG00000111052" "ENSG00000175984" 0.458748341954611 5.44622811213119 7.58974541988194 0.00713988102024507 0.054392402686748
"ENSG00000166527" "ENSG00000183598" 0.624008341867749 4.00721475013953 7.38602301154126 0.00790510573381599 0.0578730734657729
"ENSG00000140691" "ENSG00000184270" -0.390575163542743 3.26198426407328 7.32553342506901 0.00807205523104166 0.0582794425112871
"ENSG00000075884" "ENSG00000143443" 0.199151017902128 7.65048075567913 7.21409113835905 0.00854993508823427 0.0598450218424609
"ENSG00000177728" "ENSG00000160767" -0.201875087520246 5.96353824534925 6.9614875942998 0.00974561828044977 0.0644946394357529
"ENSG00000050130" "ENSG00000143179" 0.250277085763614 4.75377961312291 6.80648331338419 0.0105645980191172 0.0673537673228439
"ENSG00000021762" "ENSG00000143155" -0.271211042762092 6.13191804393542 6.80044702688517 0.0106082370581627 0.0674137596132448
"ENSG00000124507" "ENSG00000117475" -0.611779133241116 2.6174394083992 6.6920315120084 0.0112152576961814 0.0700834407476538
"ENSG00000065243" "ENSG00000180999" 0.195697345381589 7.20200754477596 6.66899038907856 0.0113512358685202 0.0706244137712816
"ENSG00000081320" "ENSG00000185278" 0.207420101966312 8.95165199956983 6.36158944536654 0.0133397737883065 0.0773724200355335
"ENSG00000114098" "ENSG00000143344" 0.150875221711938 6.23991173033524 6.2846043360834 0.0138927588604104 0.0792186667949867
"ENSG00000102531" "ENSG00000121486" 0.162339383375234 6.16631237146313 6.24969964680588 0.0141513423170922 0.080312358435355
"ENSG00000165271" "ENSG00000047410" -0.205015787798468 5.52526983867768 6.16783213450583 0.014777826718678 0.0822205796269807
"ENSG00000132182" "ENSG00000150681" -0.192023414493502 8.41527794977327 6.01752524239671 0.0160049392661158 0.08617099295923
"ENSG00000090989" "ENSG00000116747" 0.165213437220808 5.87290866572444 5.9042774339893 0.0169998992944606 0.0893628126204479
"ENSG00000103335" "ENSG00000134371" -0.223600034944524 7.77396037641898 5.88616985550994 0.0171649155081522 0.0898431168510979
"ENSG00000106624" "ENSG00000151414" -0.521382770603068 3.12600426865907 5.77119294159578 0.0182527607372929 0.0930862651478983
"ENSG00000172007" "ENSG00000118197" 0.304856917821127 5.06519423355393 5.66720833450079 0.0193024538634758 0.0967609557256237
"ENSG00000100403" "ENSG00000123689" -0.1727275336501 6.51586301316007 5.59544124456832 0.0200579073930862 0.0984394119161184
"ENSG00000111802" "ENSG00000162772" 0.241556267132215 6.14723947435659 5.55300324402085 0.0205213427702557 0.0998076630543059
"ENSG00000130517" "ENSG00000162819" -0.165899348224553 5.66808265189737 5.52317446478618 0.0208538216547123 0.100868448508296
"ENSG00000130147" "ENSG00000010072" -0.586045862268324 2.09789409766177 5.51112716041815 0.0209897082198439 0.101340456219093
"ENSG00000079950" "ENSG00000054267" 0.164040379415413 7.82949430002364 5.46707187260683 0.0214946238297272 0.102802739928945
"ENSG00000005302" "ENSG00000188295" 0.216856361688827 6.69403342221886 5.34332914144368 0.0229825255952585 0.106604428856828
"ENSG00000136051" "ENSG00000169224" 0.162583439120115 7.60070261643723 5.31877470297127 0.0232904797931342 0.107280556122344
