"","logFC.groupyes....Intercept.","logFC.groupyes...groupno","logFC.groupno....Intercept.","logCPM","F","PValue"
"ENSG00000186092",25.6605899529703,1.97886082161247,23.6817291313578,-1.44976606437033,57.062199843403,7.67197695026623e-17
"ENSG00000187634",19.4747105291795,1.49095836779827,17.9837521613813,0.088148080876668,50.8558535744149,5.80668633140473e-16
"ENSG00000188976",14.2328412707065,0.109043714094472,14.1237975566121,5.61985045401502,1725.38327929756,3.09212794853221e-78
"ENSG00000187961",16.2096967567537,-0.308892744901408,16.5185895016551,3.27226384412918,497.936008308061,1.03668445929878e-52
"ENSG00000187583",19.4004118308446,-0.241823976997178,19.6422358078418,1.07646843395538,123.638775935516,9.27833014546495e-28
"ENSG00000187642",19.1832491274787,1.004868428223,18.1783806992557,-0.604952809853293,32.7905102529189,1.12134012701935e-11
"ENSG00000188290",17.7686407666754,-0.0906782361627597,17.8593190028382,2.66273888724039,190.535789979757,1.30428812311759e-33
"ENSG00000187608",15.5090020283876,0.472324769748911,15.0366772586387,5.98649525173185,139.568272201668,2.57348800946115e-27
"ENSG00000188157",15.9643233421716,0.366977830847718,15.5973455113239,4.10983420590008,239.622607073231,1.61958249394483e-35
"ENSG00000237330",21.2833168075645,2.1161147411426,19.1672020664219,-0.902106648787824,36.3772114931323,1.34539187664575e-12
"ENSG00000131591",15.6652218149413,-0.257923420335178,15.9231452352765,3.91959843747011,862.600799810991,8.69474115954236e-64
"ENSG00000162571",20.8242168064378,0.194189898599012,20.6300269078388,-0.119835481823837,42.2209806530991,5.09790205065082e-14
"ENSG00000186891",17.7644850696988,-0.401652665280343,18.1661377349792,2.24331822485697,245.976370977418,2.44325237863167e-39
"ENSG00000186827",17.3414408316314,0.09462529223716,17.2468155393943,2.70769474174154,385.498537348632,1.00530717093423e-47
"ENSG00000078808",12.6717822166081,0.0543394347102927,12.6174427818978,7.26698344695106,3380.28316678624,1.54862081672164e-92
"ENSG00000176022",14.6736583289316,-0.0753736474294003,14.749031976361,5.16666569779498,1783.58027949198,6.16515597538298e-79
"ENSG00000184163",18.2865707515349,0.548037268581962,17.738533482953,0.88842612409203,87.4630917851657,1.09676499726637e-22
"ENSG00000160087",13.3019872776517,0.0964158531349411,13.2055714245168,6.62737596931522,2408.11729793983,2.66386006848273e-85
"ENSG00000162572",17.4060787478655,0.394356115111037,17.0117226327545,1.83378811793472,181.092895699308,5.76767371752321e-34
"ENSG00000131584",13.3303031691958,-0.0192929342311183,13.3495961034269,6.17173622592322,1967.59526200267,5.16971059080092e-81
"ENSG00000169972",17.1938203964038,-0.373708360354854,17.5675287567586,2.80459733250011,499.262907244103,9.18608558657135e-53
"ENSG00000127054",13.2327847305187,-0.0260550252786709,13.2588397557973,6.40684531648711,2479.70004541525,6.34247888260079e-86
"ENSG00000224051",14.9031292412319,0.00565488002108961,14.8974743612108,5.15821486875295,1601.39474243117,1.1538429318424e-76
"ENSG00000169962",17.1307152571422,-0.242824764585441,17.3735400217277,2.54898107839855,441.337566475756,2.41489823136505e-50
"ENSG00000107404",14.2463120303188,-0.187766132864886,14.4340781631837,5.14104691763986,1360.32174667274,3.07898514378481e-73
"ENSG00000162576",16.0237727115436,-0.204714438072594,16.2284871496162,3.40601441248941,554.929022501122,7.36442657695288e-55
"ENSG00000175756",14.637797928666,0.0148798770681215,14.6229180515979,5.68833020126954,1429.70166665491,2.79076413212665e-74
"ENSG00000221978",12.4271701523937,-0.198781336166116,12.6259514885598,7.06809949126866,2636.92405624328,3.11233068695259e-87
"ENSG00000242485",14.7169888171912,-0.382902865242992,15.0998916824342,4.98948540546131,1708.89549783478,4.92991751652085e-78
"ENSG00000235098",21.4938293011653,0.282062460284744,21.2117668408805,-0.761448913088311,36.4477745314612,1.29156941453159e-12
"ENSG00000205116",20.7303167267346,0.899920383051911,19.8303963436827,-1.41437675242327,42.7442620483592,7.4616878914887e-14
"ENSG00000179403",20.9155399795627,3.79292138726628,17.1226185922964,-0.740870545195263,35.9431058232569,2.9216540547829e-12
"ENSG00000215915",20.1523051853536,-0.438467155469158,20.5907723408228,0.181828481797165,56.00283089189,4.82140495537132e-17
"ENSG00000160072",14.3695463233027,-0.325397747431119,14.6949440707338,5.02938423916848,1160.90840671349,6.28628262951038e-70
"ENSG00000197785",15.7864280067129,-0.158342732419551,15.9447707391325,3.84860389723367,763.557778970202,2.71402442866468e-61
"ENSG00000205090",20.492095232217,0.557173457275004,19.9349217749419,0.392904169186332,78.4565028851321,3.24721255663609e-21
"ENSG00000160075",12.6919409955353,-0.0157509551052749,12.7076919506406,7.29370872924399,3015.18209332159,4.2989096386368e-90
"ENSG00000228594",17.6279567760169,-0.109213703260896,17.7371704792778,2.48416851507741,288.981200540875,2.76897805215618e-42
"ENSG00000197530",12.4419857201979,-0.16314589119985,12.6051316113978,6.80745989407974,1270.09918496904,8.39138369471377e-72
"ENSG00000189409",18.1959623305536,0.744959211033532,17.4510031195201,1.02318196204915,82.2504729976152,7.57700708721939e-22
"ENSG00000248333",14.1517330677934,0.00433804787399991,14.1473950199194,5.84470535662034,1931.11245626732,1.28726715871371e-80
"ENSG00000189339",12.4165507667513,0.0655743689454712,12.3509763978058,7.32894022965003,2165.77879796491,4.77609166542392e-83
"ENSG00000008128",18.0688426853631,0.0450580650893707,18.0237846202737,2.05121783303267,313.771409720552,8.12494248740763e-44
"ENSG00000215790",15.0837984613039,-0.164965175734973,15.2487636370389,4.71428181608519,1142.35191400661,1.36050363139664e-69
"ENSG00000008130",11.3139145086858,0.393386980017092,10.9205275286687,9.2773521884757,777.265209986152,1.17715660994529e-61
"ENSG00000078369",11.5375057734568,0.169677506692287,11.3678282667645,8.76871918232479,1800.34400217185,3.9114554683162e-79
"ENSG00000169885",18.4259396526195,-1.63107923969874,20.0570188923182,-0.672581738742209,36.38220287501,1.34151055138241e-12
"ENSG00000178821",22.0266728646521,-0.370939453296755,22.3976123179489,-1.17790967083272,39.367389697952,2.45408757087353e-13
"ENSG00000142609",18.5052324056243,2.60611845260161,15.8991139530227,0.213944927807108,37.753592933544,6.2323995727388e-13
"ENSG00000187730",21.5782238500178,0.724456110027272,20.8537677399905,-0.61496375417227,33.5300567461384,7.18844889633169e-12
"ENSG00000067606",14.6624754634953,0.211002563625673,14.4514728998696,5.01505349772679,1213.40121454908,7.53344908856803e-71
"ENSG00000162585",14.5036932533164,-0.123492724418907,14.6271859777353,5.13713543745008,1625.85895242073,5.53163257407438e-77
"ENSG00000157933",12.2525817820888,0.225743458792978,12.0268383232958,7.89434680340486,1313.53154904317,1.66333035076293e-72
"ENSG00000116151",15.7952577221312,0.0391219858323944,15.7561357362988,4.28681680116905,907.155004752454,8.02224081449418e-65
"ENSG00000157916",13.2938264982725,0.00434778596340941,13.2894787123091,6.60160761071404,3619.00320574861,5.36045440652468e-94
"ENSG00000157911",16.6491889031859,-0.399670802694984,17.0488597058809,3.37596609262267,643.794320599034,7.7827444058317e-58
"ENSG00000149527",13.7230305060574,-0.207541455033952,13.9305719610913,5.21517238490289,859.472433924637,1.26854729191168e-63
"ENSG00000157881",13.3394999207102,-0.244319118290683,13.5838190390009,6.35647868311684,2945.69828700997,1.35273744793342e-89
"ENSG00000197921",20.6359851814136,-0.545869397709538,21.1818545791231,-0.642275162017347,37.8434880377929,5.79891496960839e-13
"ENSG00000157873",12.6933797339618,-0.0192790372342508,12.7126587711961,7.1867544355359,1879.6801735733,4.79507717512049e-80
"ENSG00000157870",15.619547856819,-0.100251938902417,15.7197997957214,3.96396791470705,1184.78344827599,2.36845163201712e-70
"ENSG00000142606",19.0853671935988,2.11353860092182,16.971828592677,0.0341148616293566,44.3472762712893,1.63093198160645e-14
"ENSG00000215912",15.3166619359688,-0.606675974597694,15.9233379105665,4.11179324747096,903.635542968672,9.6444930531855e-65
"ENSG00000169717",22.1616702848242,2.31131502551745,19.8503552593067,-1.25685167371433,39.318076440232,4.56410959718933e-13
"ENSG00000142611",19.2131290438849,2.04197277200323,17.1711562718817,0.333218007036301,41.9400793575167,6.31570580302628e-14
"ENSG00000130762",19.2799834546749,4.72951247059197,14.550470984083,-0.10734750869256,39.5067758153485,4.12308880069246e-13
"ENSG00000162591",12.5429824873731,0.130981458527925,12.4120010288452,6.85501784281615,1222.06974362091,5.35215028840187e-71
"ENSG00000158109",14.0406075698989,0.334578639952093,13.7060289299468,6.33500369787274,1214.50805971852,9.03444710634467e-71
"ENSG00000116213",14.7822811336398,0.0800614016926198,14.7022197319471,5.22673723221298,2038.90199392313,9.10643682320582e-82
"ENSG00000078900",18.0543236911612,0.344678069736324,17.7096456214249,1.85188495564664,209.182911648683,1.8630981799325e-36
"ENSG00000162592",18.6979696428916,-0.231430699622824,18.9294003425144,0.0219918269296775,41.8819801793005,6.12853763217038e-14
"ENSG00000235169",15.6443498844625,0.752940692055954,14.8914091924065,5.12610048777294,101.033991879807,5.4073547146488e-23
"ENSG00000130764",14.3270123269735,0.067103612637158,14.2599087143364,5.67687801495264,1833.02066136673,1.63023303553963e-79
"ENSG00000116198",13.8721864733539,0.00160555979782926,13.8705809135561,5.71472631924475,1921.76904646094,1.63046545919849e-80
"ENSG00000169598",15.187105957639,-0.394070973908997,15.581176931548,4.43270042263962,1003.85666537848,6.52463309552178e-67
"ENSG00000198912",14.8133112246556,-0.0674349404032357,14.8807461650589,4.71853117718965,1190.29361439153,1.89578710130235e-70
"ENSG00000196581",16.7469628111292,-0.153667279470923,16.9006300906001,1.7078834887995,95.0333854706656,1.70981675817206e-23
"ENSG00000131697",15.3104052527168,0.126822784928583,15.1835824677882,4.70949195789875,1548.19341200912,5.93126089012881e-76
"ENSG00000069424",11.4762701634472,0.0165632150536821,11.4597069483935,8.47672900110423,3024.95943874734,3.66615148419279e-90
"ENSG00000116254",18.3848200848118,-0.421696330318284,18.8065164151301,0.823055424957088,62.387745741097,2.58926444159094e-18
"ENSG00000116251",13.293628620411,-0.37441506185992,13.6680436822709,6.59097185027359,892.356206045461,5.53840553839377e-61
"ENSG00000158286",17.8365447516305,-0.494734517808838,18.3312792694394,2.07211167452589,228.498179322643,5.12364739429985e-38
"ENSG00000116237",14.8845860587202,-0.0894413643672425,14.9740274230875,4.80461824443526,1223.59824403629,5.04028035742105e-71
"ENSG00000173673",21.7204917302103,1.78715630520399,19.9333354250063,-1.34494930643569,42.5336677902844,8.32335205834587e-14
"ENSG00000158292",16.8560921331233,-0.673322854235712,17.529414987359,2.47031711224631,255.273092129381,5.20543759023458e-40
"ENSG00000097021",17.0866333362847,0.351531049152141,16.7351022871325,2.86935655771921,671.130848307094,1.12733775194112e-58
"ENSG00000069812",19.9309801791185,3.31249323343781,16.6184869456807,-0.810551290582352,32.4200207152583,2.20553749616408e-11
"ENSG00000187017",13.9816591116381,1.25345694872249,12.7282021629156,5.95761089868708,106.358414885879,1.17658334061591e-23
"ENSG00000215788",13.9728901583776,-0.24704868379716,14.2199388421748,5.11330735403401,410.577413105487,1.67996737623005e-44
"ENSG00000171680",16.7752468335713,-0.251953881595655,17.027200715167,2.45350988919945,222.717536192792,1.46218377189807e-37
"ENSG00000162408",13.8803494074428,-0.14107488472653,14.0214242921694,5.75218738416787,1580.01847379107,2.21326954358531e-76
"ENSG00000173662",20.6361803482239,0.452347263328435,20.1838330848955,-0.1083619103898,45.1169191337449,1.08648778670146e-14
"ENSG00000204859",13.9389449599628,-0.0858728190593039,14.0248177790221,6.27909448027414,2025.82578981989,1.24649782650779e-81
"ENSG00000162413",12.2678985040284,0.164125543047907,12.1037729609805,8.17894970773092,1151.89147379755,9.13436481919518e-70
"ENSG00000116273",16.0102035716494,0.193871703155491,15.8163318684939,4.11417589106146,1016.93067376998,3.52250932094659e-67
"ENSG00000041988",16.0704934386479,0.0582006044109074,16.012292834237,3.70592530715914,723.607893382623,3.36413701838001e-60
"ENSG00000007923",15.1805907719849,-0.0913109614825464,15.2719017334675,4.67083765918547,1258.73710356752,1.29276802391682e-71
"ENSG00000171735",15.3718423456186,0.000297373666874972,15.3715449719517,3.94209650208392,886.210063150297,2.42489445066578e-64
"ENSG00000049245",14.2908146693703,0.16187426785574,14.1289404015145,6.06453668277936,1882.78254432544,4.42503221145703e-80
"ENSG00000049246",16.8811366669317,-0.214788072432144,17.0959247393638,2.937719591572,368.697699201748,7.1865427805482e-47
"ENSG00000049247",19.8637120871628,2.58141268749217,17.2822993996707,-0.231065028168754,41.5366930359005,7.39791008602613e-14
"ENSG00000049249",16.5323179637141,0.303577283872817,16.2287406798413,3.91976738108737,446.865925896198,6.88426232578961e-49
"ENSG00000116288",14.4605153378493,-0.0757260068911916,14.5362413447405,5.62859839446405,1546.67772586212,6.2193964516742e-76
"ENSG00000116285",18.354723425217,-0.24012128195542,18.5948447071724,0.982454525500149,101.893936629849,7.45687659067505e-25
"ENSG00000162426",18.4296070439233,0.355315037124064,18.0742920067992,0.684252199884909,79.2663800845444,2.37162220028054e-21
"ENSG00000142599",11.7531928246562,0.356465382715453,11.3967274419408,8.57988233694734,1343.01276407544,5.70865455245219e-73
"ENSG00000074800",11.7119616606503,0.111412022227557,11.6005496384228,8.61728649341264,1338.49197890853,6.71602211863379e-73
"ENSG00000131686",15.7686368082639,-0.268042169515643,16.0366789777795,3.79812549497174,203.444873367527,4.97253156062087e-33
"ENSG00000197241",21.4224995525375,1.78723952297831,19.6352600295592,-0.753549693090601,33.4601757550936,7.49563520774608e-12
"ENSG00000142583",18.8479482467566,1.7267405002181,17.1212077465385,2.38581828860197,136.426647469939,8.68160707185766e-28
"ENSG00000180758",15.8335407385574,0.213909724409224,15.6196310141482,3.86087973797063,634.214106656483,1.55968538972487e-57
"ENSG00000049239",12.9380367371214,0.244105029203792,12.6939317079176,7.16373892011893,1723.84994671524,3.22862572826349e-78
"ENSG00000171621",17.7657138974694,-0.38820571970946,18.1539196171788,2.28670497404427,319.941945814737,3.50433171504242e-44
"ENSG00000171612",16.8936199678351,-0.2067700857892,17.1003900536243,2.67913670966998,266.53992224206,8.50224190410356e-41
"ENSG00000188807",15.9444763584971,0.0161781783966355,15.9282981801005,3.69241383804544,719.549180902945,4.37609993025409e-60
"ENSG00000171608",10.5002394906819,0.320067147770485,10.1801723429114,9.66959145763196,1102.37797633744,7.48333035860517e-69
"ENSG00000171603",12.9275774645395,0.0493380434414646,12.878239421098,6.84384016815468,1309.96479931666,1.89604442721812e-72
"ENSG00000178585",15.9806236940141,-0.217575126683054,16.1981988206972,3.76939933970467,899.079815479375,1.2253295263595e-64
"ENSG00000162441",15.8255214884505,-0.132435527388453,15.957957015839,4.1777500577086,1255.40505115459,1.46848972087572e-71
"ENSG00000173614",16.9036512550499,0.318390650267412,16.5852606047825,3.77000870170823,864.325622331649,7.91149885178011e-64
"ENSG00000162444",17.74376586914,0.154190481920114,17.5895753872199,2.83771243666434,385.531315514847,1.0015315341635e-47
"ENSG00000130939",13.1588122304585,0.278682497384541,12.8801297330739,7.03106572141274,2454.88698798211,1.03819744380217e-85
"ENSG00000054523",13.5533899236017,0.599672895462259,12.9537170281395,7.07915444627394,898.894838650808,2.73910477393094e-61
"ENSG00000142657",12.620346137319,0.489276069871169,12.1310700674479,8.21914787675566,590.937726305553,6.06434475987726e-52
"ENSG00000251503",21.4311413322917,-0.781229339543382,22.2123706718351,-1.00606151456006,36.1787505363358,1.50937014606223e-12
"ENSG00000175279",23.3837896978353,2.45964068411427,20.9241490137211,-1.13213574577842,43.1345574538645,3.11420104682117e-14
"ENSG00000241563",21.8335865668447,1.18663604200916,20.6469505248355,-0.250277375967346,50.9214296538813,5.62101739921485e-16
"ENSG00000160049",15.4282437272336,-0.057208585852874,15.4854523130865,4.45701725683209,1065.65379520367,3.77828063850343e-68
"ENSG00000142655",15.2971145516392,-0.296009953913584,15.5931245055528,4.43833756534724,986.968535758624,1.46324416487374e-66
"ENSG00000130940",15.378231502325,0.00626831477527251,15.3719631875497,4.53306588215419,1282.11725070023,5.334091586205e-72
"ENSG00000175262",19.1596742695055,0.940610109659368,18.2190641598461,0.420697169112653,62.8697547703931,2.09050483951813e-18
"ENSG00000120948",14.5723499011962,0.0247359597646898,14.5476139414315,5.24659112342981,1900.67673521399,2.79140558773346e-80
"ENSG00000277726",25.5467942874612,0,25.5467942874612,-1.61522660110368,0,1
"ENSG00000009724",16.3348507669942,-0.064414829023459,16.3992655960177,3.15173849052077,463.533712507682,2.6518370763092e-51
"ENSG00000116649",15.1419835160242,-0.347189548741929,15.4891730647661,4.54524513384011,1176.33056493475,3.33895609945442e-70
"ENSG00000171824",14.6556859134199,-0.170743921695008,14.8264298351149,4.99891244674825,1279.95405664778,5.78558570318757e-72
"ENSG00000198793",12.9435046409572,-0.0597376261162314,13.0032422670735,6.83875359347796,2899.8701102459,2.92371658854233e-89
"ENSG00000171819",17.1391662246618,-0.341014496091123,17.480180720753,2.7222178115244,452.848905603954,7.58704943963361e-51
"ENSG00000120942",14.5347353577491,-0.234044013028344,14.7687793707775,5.0181882582349,1038.84952669999,1.27443112891797e-67
"ENSG00000204624",18.638681401953,1.94267079200286,16.6960106099501,0.836592885930823,63.8945252372359,1.33045501956272e-18
"ENSG00000116661",17.5611578315414,-0.319715968170031,17.8808737997115,1.77271003012427,170.176342203502,6.48194779762961e-33
"ENSG00000132879",15.390394857404,-0.14126143821759,15.5316562956216,3.90058995789347,837.500523348166,3.50593210440608e-63
"ENSG00000116663",16.7134426204133,0.137974346811451,16.5754682736018,4.47551088968987,617.879394703513,7.86256888815402e-55
"ENSG00000116670",16.0915535081595,-0.271060764938467,16.362614273098,4.06002350412874,841.388118862952,2.81774987150098e-63
"ENSG00000162490",17.5416491766972,-0.0698675998699771,17.6115167765672,2.32504339944434,289.520321559076,2.55749520560098e-42
"ENSG00000177674",13.4541087003432,0.337860610435107,13.1162480899081,7.27906037462408,1126.05358502591,4.54513477115244e-69
