697694,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
21,ENSG00000162576,48.00090106,-0.427921761,0.593905841,-0.720521221,0.471204139,0.998167751
22,ENSG00000175756,279.3455459,0.523972129,0.294136501,1.781391042,0.074848591,0.867451321
23,ENSG00000221978,637.5388681,-0.073547724,0.263778898,-0.278823379,0.780380372,0.998167751
24,ENSG00000242485,171.3916175,0.799602522,0.328768105,2.432117079,0.015010854,0.531796148
25,ENSG00000160072,202.6968805,-0.151948158,0.362341072,-0.419351186,0.674959494,0.998167751
26,ENSG00000197785,84.48685289,-0.07653735,0.450709739,-0.169815167,0.865155499,0.998167751
27,ENSG00000160075,761.3361705,0.095640163,0.309848462,0.308667543,0.757574436,0.998167751
28,ENSG00000228594,27.64459737,-0.49241615,0.717384428,-0.686404848,0.492457848,0.998167751
29,ENSG00000197530,625.6387075,-0.490473818,0.358885041,-1.366659966,0.171731912,0.993249361
30,ENSG00000189409,11.7790753,-1.233994735,1.209747083,-1.020043572,0.307707797,0.998167751
31,ENSG00000248333,231.0858482,-0.312639971,0.310728255,-1.006152373,0.314342278,0.998167751
32,ENSG00000189339,715.6020188,-0.101686924,0.235214116,-0.432316417,0.665511457,0.998167751
33,ENSG00000008128,17.42372122,0.196734923,0.78872626,0.249433717,0.803025307,0.998167751
34,ENSG00000215790,131.7982151,0.063192343,0.346710493,0.182262562,0.855376678,0.998167751
35,ENSG00000008130,2629.749862,-0.018071088,0.280152612,-0.064504442,0.94856857,0.99857334
36,ENSG00000078369,1950.559559,-0.059484197,0.281217444,-0.211523852,0.832478522,0.998167751
37,ENSG00000067606,140.2798828,-0.150333421,0.333799818,-0.450369991,0.65244368,0.998167751
38,ENSG00000162585,178.9516788,0.073171322,0.435254045,0.168111756,0.866495361,0.998167751
39,ENSG00000157933,1048.461451,-0.136135265,0.255346836,-0.53313864,0.593937613,0.998167751
40,ENSG00000116151,94.95707442,0.581078,0.454231101,1.279256304,0.200806814,0.995948656
41,ENSG00000157916,459.4551676,-0.027794372,0.270465051,-0.102765116,0.918149392,0.998167751
42,ENSG00000157911,53.84437878,-0.152385423,0.546580756,-0.278797637,0.780400128,0.998167751
43,ENSG00000149527,198.8792305,-0.536658706,0.40763265,-1.316525323,0.187997785,0.995948656
44,ENSG00000157881,404.4995534,-0.06408917,0.276817372,-0.231521488,0.816909694,0.998167751
45,ENSG00000157873,716.1609954,0.215022422,0.243327034,0.883676664,0.376870781,0.998167751
46,ENSG00000157870,80.27263379,-0.447230202,0.456755898,-0.979144887,0.327508395,0.998167751
47,ENSG00000215912,106.9528417,0.514653808,0.437725098,1.175746629,0.23969614,0.998167751
48,ENSG00000162591,525.8043479,-0.233388451,0.274741964,-0.849482354,0.395612945,0.998167751
49,ENSG00000158109,343.788575,-0.312685807,0.373031729,-0.838228447,0.401902413,0.998167751
50,ENSG00000116213,179.3683183,-0.255216205,0.345880063,-0.737874865,0.460590494,0.998167751
51,ENSG00000078900,20.37331819,-0.32893151,0.729381135,-0.450973427,0.652008701,0.998167751
52,ENSG00000235169,174.5270536,-0.481810789,1.318256715,-0.365490867,0.714745023,0.998167751
53,ENSG00000130764,253.4897057,0.122401832,0.28313385,0.432310839,0.66551551,0.998167751
54,ENSG00000116198,241.8986563,-0.358155,0.292311381,-1.225251644,0.220480422,0.998167751
55,ENSG00000169598,131.7353545,0.357181209,0.333625114,1.070606481,0.284346408,0.998167751
56,ENSG00000198912,134.5739739,-0.026025226,0.384574512,-0.06767278,0.946046118,0.998303891
57,ENSG00000196581,27.85806637,-1.507882057,0.831378034,-1.813714094,0.069721754,0.850276105
58,ENSG00000131697,131.7522613,-0.220207646,0.366153819,-0.60140748,0.547568618,0.998167751
59,ENSG00000069424,1656.557675,-0.063742273,0.217718459,-0.292773859,0.769695011,0.998167751
60,ENSG00000116254,14.70348722,-1.161243909,1.17482056,-0.988443638,0.322935425,0.998167751
61,ENSG00000116251,475.7723313,0.386504071,0.296704399,1.302657031,0.192691878,0.995948656
62,ENSG00000158286,23.25181899,0.252677645,0.806315268,0.313373261,0.753997096,0.998167751
63,ENSG00000116237,140.9681952,0.028043158,0.40801709,0.068730351,0.945204259,0.998303891
64,ENSG00000158292,34.63898161,0.699541355,0.703615763,0.994209329,0.320120967,0.998167751
65,ENSG00000097021,36.93968191,0.09096393,0.55308394,0.164466771,0.869363703,0.998167751
66,ENSG00000187017,315.4771322,-2.390608403,0.393006018,-6.082879891,1.18E-09,7.92E-06
67,ENSG00000215788,176.3134878,-0.031841862,0.344455027,-0.092441275,0.926347447,0.998167751
68,ENSG00000171680,26.87135129,-1.748689862,0.95025657,-1.840229173,0.065734599,0.838990929
69,ENSG00000162408,270.4907469,0.070923153,0.291849682,0.243012611,0.807995628,0.998167751
70,ENSG00000204859,387.7726017,0.245000476,0.267030026,0.9175016,0.358879855,0.998167751
71,ENSG00000162413,1298.75372,0.39049225,0.220586987,1.770241553,0.07668691,0.869361053
72,ENSG00000116273,74.0645223,-0.578507842,0.496688356,-1.164730026,0.244128291,0.998167751
73,ENSG00000041988,66.56834445,0.434484521,0.497372571,0.873559472,0.382358205,0.998167751
74,ENSG00000007923,118.0606437,-0.395689506,0.416598783,-0.949809557,0.342209029,0.998167751
75,ENSG00000171735,81.03352794,-0.983695213,0.534099909,-1.841781278,0.06550715,0.838990929
76,ENSG00000049245,326.3899022,0.211359344,0.275815962,0.7663057,0.443494427,0.998167751
77,ENSG00000049246,39.8050998,0.090246803,0.67981789,0.132751439,0.89438996,0.998167751
78,ENSG00000049249,64.33060179,-0.032251603,0.519892525,-0.062035135,0.950534852,0.998972492
79,ENSG00000116288,251.4523398,0.109257338,0.310605529,0.351755935,0.725021308,0.998167751
80,ENSG00000116285,9.779100511,-0.448002762,1.358202264,-0.329849812,0.741513447,0.998167751
81,ENSG00000162426,11.03256532,1.425455815,1.195799309,1.192052716,0.233240576,0.998167751
82,ENSG00000142599,1550.355988,-0.096922912,0.262769836,-0.368850982,0.712238802,0.998167751
83,ENSG00000074800,1853.036659,-0.064362032,0.363962166,-0.17683715,0.859636307,0.998167751
84,ENSG00000131686,49.58338408,0.15261962,0.744963371,0.204868623,0.83767477,0.998167751
85,ENSG00000142583,13.59172252,-1.292050544,1.219157017,-1.059790106,0.289240099,0.998167751
86,ENSG00000180758,64.82204491,-0.821159985,0.450958234,-1.820922477,0.068618642,0.845600862
87,ENSG00000049239,640.5409449,0.16461775,0.249780704,0.659049105,0.509864236,0.998167751
88,ENSG00000171621,22.31613409,1.639183034,0.700097171,2.341365031,0.019213372,0.594419215
89,ENSG00000171612,32.32274165,-0.233309265,0.901809767,-0.258712284,0.795857241,0.998167751
90,ENSG00000188807,56.91278749,-0.564034107,0.589810547,-0.956297084,0.338922163,0.998167751
91,ENSG00000171608,3219.74516,-0.285406838,0.22905691,-1.246008419,0.212761305,0.997969046
92,ENSG00000171603,498.0757761,-0.420788487,0.244937017,-1.717945666,0.085806526,0.894618259
93,ENSG00000178585,78.0979374,0.701278033,0.521265885,1.345336521,0.178516585,0.995948656
94,ENSG00000162441,90.2083592,0.563895211,0.37868503,1.489087678,0.136464282,0.967023229
95,ENSG00000173614,65.15449118,0.032157976,0.539155226,0.059645117,0.952438284,0.998972492
96,ENSG00000162444,38.59234212,0.21912919,0.696302029,0.314704225,0.752986236,0.998167751
97,ENSG00000130939,576.1547036,-0.350054255,0.292346941,-1.197393254,0.231153312,0.998167751
98,ENSG00000054523,544.3951096,-0.292003511,0.365075343,-0.799844515,0.423800888,0.998167751
99,ENSG00000142657,1264.247569,0.177685241,0.41165445,0.431636877,0.666005352,0.998167751
100,ENSG00000160049,101.6734587,0.179704762,0.404494146,0.444270365,0.656847124,0.998167751
101,ENSG00000142655,110.4514122,0.252204449,0.479851662,0.525588362,0.599174245,0.998167751
102,ENSG00000130940,123.3333702,-0.129960275,0.352437653,-0.368746851,0.712316423,0.998167751
103,ENSG00000120948,149.0023356,-0.419393697,0.4019559,-1.043382363,0.296771239,0.998167751
104,ENSG00000009724,40.32169086,0.015723504,0.748045401,0.021019451,0.983230139,0.999267195
105,ENSG00000116649,126.2451217,0.569046137,0.373090546,1.525222613,0.127203582,0.963311251
106,ENSG00000171824,165.864487,0.313471425,0.363723461,0.861839994,0.388775573,0.998167751
107,ENSG00000198793,575.8874754,-0.10181177,0.249700627,-0.407735339,0.68346799,0.998167751
108,ENSG00000171819,32.72304676,-0.285428762,0.647873673,-0.440562372,0.659529849,0.998167751
109,ENSG00000120942,158.605948,-0.051459966,0.382770262,-0.134440867,0.893053968,0.998167751
110,ENSG00000204624,15.25893663,-1.777252292,1.496444949,-1.187649631,0.234971476,0.998167751
111,ENSG00000116661,18.6585849,0.919227394,0.953475275,0.964080996,0.335005319,0.998167751
112,ENSG00000132879,74.82549394,-0.166095934,0.462777705,-0.358910839,0.719661791,0.998167751
113,ENSG00000116663,92.59223722,0.225275806,0.416711142,0.54060423,0.588780402,0.998167751
114,ENSG00000116670,79.12691116,0.027017721,0.512530517,0.052714366,0.957959493,0.998972492
115,ENSG00000162490,24.96009713,-0.271124549,0.782772562,-0.3463644,0.729068876,0.998167751
116,ENSG00000177674,677.0343753,0.423436185,0.280473228,1.50972051,0.131114756,0.966908103
117,ENSG00000215910,6.359598965,-1.204618135,2.176711005,-0.553412066,0.579981278,0.998167751
118,ENSG00000177000,385.3538467,0.083175399,0.253034036,0.328712294,0.742373161,0.998167751
119,ENSG00000011021,168.2887469,-0.402518901,0.350161176,-1.149524643,0.250339711,0.998167751
120,ENSG00000116685,673.8830124,0.271664163,0.23362679,1.162812547,0.244905565,0.998167751
121,ENSG00000083444,245.9738882,0.132126738,0.352236955,0.375107542,0.707580488,0.998167751
122,ENSG00000116688,717.7602766,-0.423024487,0.429739608,-0.984373977,0.324931668,0.998167751
123,ENSG00000116691,247.9589794,0.288516831,0.384004711,0.751336697,0.452450049,0.998167751
124,ENSG00000120949,117.5473203,0.302508079,0.579849413,0.521701104,0.601878456,0.998167751
125,ENSG00000028137,4200.128974,0.037607787,0.331956803,0.113291206,0.909799689,0.998167751
126,ENSG00000048707,1185.580083,-0.102668478,0.218526966,-0.469820636,0.63848317,0.998167751
127,ENSG00000162496,132.7331876,-0.525402474,0.460002091,-1.1421741,0.253381659,0.998167751
128,ENSG00000116731,1175.529206,0.038709118,0.215623325,0.179521939,0.857527892,0.998167751
129,ENSG00000189337,78.33129539,-1.112091381,0.587698832,-1.892281081,0.05845354,0.822610328
130,ENSG00000171729,14.73208852,-0.509875985,1.410737678,-0.361425085,0.717781699,0.998167751
131,ENSG00000142621,35.02026702,-2.412007074,0.79451038,-3.035840857,0.002398659,0.223658324
132,ENSG00000142634,3361.078665,-0.009424619,0.301080346,-0.031302671,0.975028161,0.998972492
133,ENSG00000215704,9.547029047,-2.942464722,1.549959186,-1.898414325,0.057641524,0.822610328
134,ENSG00000132906,101.4072617,-0.520989724,0.366233578,-1.422561325,0.154863362,0.985312426
135,ENSG00000116138,160.3045677,-0.000586084,0.327752141,-0.001788194,0.998573229,0.999635747
136,ENSG00000116771,37.38647674,0.255381926,0.75486622,0.338314153,0.735126459,0.998167751
137,ENSG00000197312,334.5931343,-0.028294627,0.269888188,-0.10483833,0.916504094,0.998167751
138,ENSG00000116786,380.9796624,-0.089181412,0.267638127,-0.333216396,0.738970942,0.998167751
139,ENSG00000162461,15.12375412,-1.196485301,0.993530523,-1.204276339,0.228482789,0.998167751
140,ENSG00000065526,1418.622453,-0.2967143,0.216394687,-1.371171831,0.170321397,0.993249361
141,ENSG00000116809,257.0114523,-0.235089783,0.282405695,-0.832454115,0.405152668,0.998167751
142,ENSG00000142627,13.47043666,-3.012731481,1.311892563,-2.296477293,0.021648606,0.62916847
143,ENSG00000142632,34.88665089,0.389988041,0.784105097,0.497367052,0.618930235,0.998167751
144,ENSG00000132881,27.59832179,-0.000209446,0.817358844,-0.000256247,0.999795544,0.999928588
145,ENSG00000037637,297.8559826,-0.151796588,0.261651997,-0.580146873,0.561815576,0.998167751
146,ENSG00000055070,392.7161993,0.083144637,0.282448237,0.294371237,0.768474243,0.998167751
147,ENSG00000187144,26.3981869,-0.163319013,0.619212419,-0.263752806,0.791970403,0.998167751
148,ENSG00000157191,683.8063609,0.221273011,0.273263568,0.809742086,0.418088424,0.998167751
149,ENSG00000219481,122.2026154,-1.210756035,0.36257034,-3.339368675,0.00083969,0.127580566
150,ENSG00000058453,266.3135752,-0.896133831,0.336034054,-2.666794692,0.007657844,0.416282863
151,ENSG00000159363,226.2053447,-0.057470035,0.303114329,-0.189598541,0.84962373,0.998167751
152,ENSG00000117118,159.2044075,0.162602653,0.333498154,0.487566878,0.625856661,0.998167751
153,ENSG00000117115,1278.188101,-0.678919569,0.415741895,-1.633031399,0.102462393,0.925920405
154,ENSG00000159339,625.0695315,0.314535406,0.381828628,0.82376067,0.410075559,0.998167751
155,ENSG00000179051,424.7895218,-0.342298028,0.296523441,-1.154370889,0.248348145,0.998167751
156,ENSG00000074964,296.0540926,-0.167986909,0.366741409,-0.458052744,0.646914548,0.998167751
157,ENSG00000159423,9.070781416,-0.611936192,1.574944258,-0.388544667,0.697613006,0.998167751
158,ENSG00000169991,167.7314246,-0.411364546,0.38740182,-1.061854965,0.288301533,0.998167751
159,ENSG00000127481,1912.112919,-0.325218446,0.245698802,-1.323646851,0.185620358,0.995948656
160,ENSG00000127463,246.3568301,-0.072648254,0.291416171,-0.249293832,0.803133502,0.998167751
161,ENSG00000053372,55.82741244,-1.214383016,0.536042676,-2.265459581,0.023484492,0.65556397
162,ENSG00000053371,111.2313723,-0.410885547,0.46689104,-0.880045904,0.378834442,0.998167751
163,ENSG00000040487,87.23233436,-0.134397878,0.402844078,-0.333622573,0.738664383,0.998167751
164,ENSG00000077549,1651.776363,-0.16934466,0.298977381,-0.566412948,0.571113095,0.998167751
165,ENSG00000173436,55.11056885,-0.18054291,0.493020588,-0.366197507,0.714217702,0.998167751
166,ENSG00000158748,21.03908425,-0.744924572,0.857306786,-0.868912487,0.384894999,0.998167751
167,ENSG00000162542,174.8046961,0.131468157,0.30623261,0.429308156,0.667698982,0.998167751
168,ENSG00000169914,93.44888486,-0.414604781,0.403022095,-1.028739581,0.303602065,0.998167751
169,ENSG00000187980,6.741480978,2.05859601,1.702470442,1.209181646,0.226593068,0.998167751
170,ENSG00000162543,17.02264611,-0.674382337,0.844607167,-0.798456801,0.424605452,0.998167751
171,ENSG00000158816,24.83417516,-0.818279175,0.684489473,-1.195459108,0.231907704,0.998167751
172,ENSG00000162545,11.66458781,-0.957948628,1.052243033,-0.910387237,0.362618326,0.998167751
173,ENSG00000090432,161.8299994,0.087857194,0.319479055,0.275001419,0.783315148,0.998167751
174,ENSG00000158825,422.8932573,0.649766827,0.486987349,1.334258125,0.182119276,0.995948656
175,ENSG00000158828,347.5507291,-0.733664443,0.446510947,-1.643105162,0.100361177,0.919055143
176,ENSG00000244038,465.0062375,0.103321731,0.271268574,0.380883525,0.703289678,0.998167751
177,ENSG00000127483,1002.0524,0.105299916,0.256208548,0.410992986,0.681077678,0.998167751
178,ENSG00000075151,525.2689789,0.054052463,0.349654621,0.154588156,0.877146008,0.998167751
179,ENSG00000117298,1630.333284,-0.043917998,0.322390253,-0.136226197,0.891642466,0.998167751
180,ENSG00000142794,63.57429867,0.037891201,0.568319178,0.066672396,0.94684251,0.998303891
181,ENSG00000162551,1165.888154,0.066617463,0.497046224,0.134026696,0.893381465,0.998167751
182,ENSG00000076864,146.2991794,-0.822694764,1.313178873,-0.626491014,0.530992929,0.998167751
183,ENSG00000090686,533.326393,-0.028789652,0.231021417,-0.124618973,0.900825207,0.998167751
184,ENSG00000142798,43.11468246,-1.515290615,0.898259533,-1.68691849,0.091619026,0.909653394
185,ENSG00000070831,1779.657359,0.08227708,0.248180167,0.331521575,0.740250547,0.998167751
186,ENSG00000162552,114.6884299,0.201915881,0.390793263,0.516682092,0.605378099,0.998167751
187,ENSG00000184677,408.6030323,-0.230506374,0.289867976,-0.795211589,0.426490431,0.998167751
188,ENSG00000173372,22.25919552,0.219201903,0.990051104,0.221404635,0.824777384,0.998167751
189,ENSG00000133216,34.52453005,-1.405569081,0.813700502,-1.727378903,0.084099637,0.888438887
190,ENSG00000004487,215.5145656,-0.341290526,0.332800483,-1.025510908,0.305122181,0.998167751
191,ENSG00000169641,183.7035765,0.284902631,0.334525857,0.851661014,0.394402265,0.998167751
192,ENSG00000125944,445.134056,0.151263382,0.264082389,0.5727886,0.566787839,0.998167751
193,ENSG00000125945,51.8806092,-0.250499047,0.488607087,-0.512679929,0.608175232,0.998167751
194,ENSG00000204219,37.5211488,-0.763134982,0.680358152,-1.121666552,0.262004243,0.998167751
195,ENSG00000088280,17.90585932,-2.423135188,1.284393881,-1.886598203,0.059214389,0.822610328
196,ENSG00000007968,781.5437844,-0.43880483,0.986794837,-0.44467686,0.656553294,0.998167751
197,ENSG00000117318,85.102722,0.786878546,0.464387166,1.694445072,0.090180741,0.907240961
198,ENSG00000142676,534.9592002,0.952368551,0.360090492,2.644803377,0.00817384,0.42211595
199,ENSG00000011007,187.0767275,-0.13009344,0.492792119,-0.263992534,0.791785672,0.998167751
200,ENSG00000057757,959.8630154,-0.243921368,0.970005694,-0.251463852,0.801455506,0.998167751
201,ENSG00000011009,206.5304541,0.025744242,0.308282801,0.083508524,0.9334472,0.998167751
202,ENSG00000117308,36.48654265,-0.456441434,0.560931785,-0.813720038,0.415805352,0.998167751
203,ENSG00000117305,137.1847087,-0.126508572,0.353529709,-0.357844245,0.720459877,0.998167751
204,ENSG00000179163,112.4166666,0.494280162,0.471292321,1.048776182,0.294281142,0.998167751
205,ENSG00000188822,115.3378691,0.31576563,0.405413267,0.77887345,0.436054265,0.998167751
206,ENSG00000189266,460.6945513,0.239517926,0.248235466,0.964881973,0.334603931,0.998167751
207,ENSG00000188529,489.786777,0.347052268,0.281305129,1.23372179,0.217306591,0.99811453
208,ENSG00000185436,38.40792069,0.058034759,0.604494906,0.096005373,0.923516305,0.998167751
209,ENSG00000001460,43.49785971,0.545314378,0.647455217,0.842242619,0.399652163,0.998167751
210,ENSG00000001461,349.2677957,-0.030454113,0.279844574,-0.108825096,0.913341218,0.998167751
211,ENSG00000117602,453.8276113,-0.277941712,0.332901583,-0.834906551,0.403770326,0.998167751
212,ENSG00000133226,622.693902,-0.345073045,0.245082142,-1.407989348,0.159134224,0.987382268
213,ENSG00000169504,165.4896778,-0.142454632,0.409804895,-0.34761574,0.728128784,0.998167751
214,ENSG00000020633,1187.289508,0.117828858,0.277576108,0.424492073,0.671206985,0.998167751
215,ENSG00000117614,179.840077,0.242706061,0.334338718,0.725928671,0.467882499,0.998167751
216,ENSG00000117616,1619.935141,0.383993223,0.251828577,1.524819887,0.127304028,0.963311251
217,ENSG00000187010,120.6848278,-0.607118646,1.333258761,-0.455364453,0.648847064,0.998167751
218,ENSG00000183726,395.1268701,-0.165031064,0.251450753,-0.656315647,0.511621052,0.998167751
219,ENSG00000188672,35.73448702,0.343458916,0.72693197,0.472477384,0.63658608,0.998167751
220,ENSG00000204178,158.1843323,0.026447821,0.348187299,0.075958603,0.939452033,0.998167751
221,ENSG00000157978,711.916495,-0.175636328,0.316282948,-0.555313935,0.578679949,0.998167751
222,ENSG00000117643,199.9410938,-0.273106026,0.380831127,-0.717131575,0.473292915,0.998167751
223,ENSG00000162430,146.1654496,-0.36077415,0.374226232,-0.96405361,0.335019049,0.998167751
224,ENSG00000117640,70.8838561,0.383565999,0.437327864,0.877067368,0.380450048,0.998167751
225,ENSG00000182749,46.13696626,0.067958832,0.564427417,0.120403138,0.904163806,0.998167751
226,ENSG00000117632,44.97643132,0.29859394,0.529744493,0.563656524,0.572987911,0.998167751
227,ENSG00000158006,170.308486,-0.138189981,0.36005645,-0.383800876,0.701126038,0.998167751
228,ENSG00000175087,71.12832184,0.417953042,0.617433357,0.676920087,0.498456659,0.998167751
229,ENSG00000142675,11.26592964,1.426972732,1.300293497,1.097423571,0.272456274,0.998167751
230,ENSG00000130695,126.7967179,-0.193489956,0.340928689,-0.567537912,0.570348776,0.998167751
231,ENSG00000142669,1400.019569,0.137407146,0.275829007,0.498160609,0.618370844,0.998167751
232,ENSG00000158062,436.4002631,-0.142700694,0.276388461,-0.516304817,0.605641533,0.998167751
233,ENSG00000169442,130.790339,0.877791427,0.401086658,2.188533103,0.028630793,0.698645766
234,ENSG00000176092,64.33843825,1.285525099,0.722240817,1.779912003,0.075090363,0.867451321
235,ENSG00000176083,36.66591475,-0.761386704,0.924857583,-0.823247513,0.410367255,0.998167751
236,ENSG00000117682,277.6660892,0.039429185,0.302414998,0.13038105,0.896264958,0.998167751
237,ENSG00000198830,827.9770082,0.42339113,0.231451717,1.829284893,0.067356941,0.844668902
238,ENSG00000117676,1658.341275,-0.126905811,0.274762488,-0.461874589,0.644171258,0.998167751
239,ENSG00000117713,1758.209396,-0.240235538,0.264153087,-0.909455728,0.363109617,0.998167751
240,ENSG00000060642,104.970939,0.283714761,0.395158614,0.71797691,0.472771524,0.998167751
241,ENSG00000204160,1784.201884,0.032664631,0.249081923,0.13114011,0.895664472,0.998167751
242,ENSG00000142751,181.5241236,-0.204368679,0.330903947,-0.617607258,0.536834259,0.998167751
243,ENSG00000198746,76.00886213,0.254039912,0.482578886,0.526421522,0.598595366,0.998167751
244,ENSG00000090273,212.7546147,0.027325607,0.391744463,0.069753652,0.944389738,0.998303891
245,ENSG00000175707,14.60100333,0.399857431,1.20538521,0.331725848,0.740096281,0.998167751
246,ENSG00000090020,332.293521,-0.140335715,0.357419904,-0.392635422,0.694588773,0.998167751
247,ENSG00000142784,1314.226294,-0.297926739,0.386858706,-0.770117706,0.441230074,0.998167751
248,ENSG00000186501,199.7082791,-0.258136136,0.34068706,-0.757692812,0.448634903,0.998167751
249,ENSG00000142765,683.1542753,-0.339801166,0.249625509,-1.361243756,0.173436671,0.993742572
250,ENSG00000142733,64.31988052,-0.119329747,0.464243744,-0.257041153,0.797147004,0.998167751
251,ENSG00000158195,3387.462623,-0.386207596,0.37617594,-1.026667458,0.304577078,0.998167751
252,ENSG00000126705,135.6644125,-0.422330434,0.353152084,-1.195888268,0.231740164,0.998167751
253,ENSG00000000938,2797.245446,0.041828811,0.30721944,0.136152878,0.891700426,0.998167751
254,ENSG00000126709,457.3664079,1.786913719,0.431171622,4.144321257,3.41E-05,0.024242095
255,ENSG00000009780,73.32414326,0.269338405,0.470812596,0.572071367,0.567273626,0.998167751
256,ENSG00000117758,183.8441062,0.123149333,0.293855954,0.419080613,0.675157219,0.998167751
257,ENSG00000117751,90.57630621,0.315491633,0.481221404,0.655605987,0.512077672,0.998167751
258,ENSG00000130775,2418.93263,-0.171816168,0.296718278,-0.579054885,0.56255214,0.998167751
259,ENSG00000117748,266.3671213,-0.130651781,0.279092786,-0.468130267,0.639691436,0.998167751
260,ENSG00000130768,12.03601194,-0.623694752,1.081289269,-0.576806568,0.564070132,0.998167751
261,ENSG00000158156,360.800038,-0.112885446,0.340176422,-0.331843827,0.740007189,0.998167751
262,ENSG00000158161,265.3776538,-0.132454911,0.284654046,-0.465318912,0.641703093,0.998167751
263,ENSG00000169403,1697.330174,-0.248014462,0.271123262,-0.914766443,0.360314255,0.998167751
264,ENSG00000126698,175.6972324,0.483960913,0.399758942,1.210631864,0.226036526,0.998167751
265,ENSG00000130770,117.3168176,-0.074913278,0.360727832,-0.207672577,0.835484631,0.998167751
266,ENSG00000130766,118.9201261,0.006413281,0.37585392,0.017063228,0.986386174,0.999267195
267,ENSG00000130772,86.34527846,-0.166285009,0.400004786,-0.415707549,0.677624017,0.998167751
268,ENSG00000204138,178.0344415,-0.36193691,0.317272312,-1.140776856,0.253962794,0.998167751
269,ENSG00000180198,87.83883401,0.262187466,0.398695497,0.657613312,0.510786639,0.998167751
270,ENSG00000180098,82.52243916,-0.259145377,0.495318423,-0.523189457,0.600842417,0.998167751
271,ENSG00000120656,122.7986615,-0.145853417,0.409977089,-0.355759922,0.722020365,0.998167751
272,ENSG00000188060,14.04481768,-0.222380183,1.210982952,-0.183636097,0.854298943,0.998167751
273,ENSG00000162419,167.6408949,0.248353561,0.346027908,0.717726968,0.472925652,0.998167751
274,ENSG00000198492,267.6909247,0.089153867,0.272012193,0.327756876,0.743095496,0.998167751
275,ENSG00000159023,9146.189872,-1.049826728,0.919527917,-1.141701855,0.25357797,0.998167751
276,ENSG00000253304,19.44886381,-0.244635624,0.787923703,-0.310481361,0.756194931,0.998167751
277,ENSG00000116350,655.6156046,-0.196406271,0.273903101,-0.717064797,0.473334116,0.998167751
278,ENSG00000116353,52.86808635,-0.232806219,0.612223954,-0.380263165,0.703750076,0.998167751
279,ENSG00000162511,6146.260709,0.098612059,0.235603665,0.418550616,0.675544587,0.998167751
280,ENSG00000162512,26.99792984,0.186049354,0.723755629,0.257061011,0.797131675,0.998167751
281,ENSG00000134644,641.7789202,-0.540917566,0.247375278,-2.186627419,0.028769734,0.698645766
282,ENSG00000060688,134.0207247,0.354662779,0.373849581,0.948677748,0.342784535,0.998167751
283,ENSG00000121766,51.44172105,0.474203386,0.512073031,0.926046397,0.354421869,0.998167751
284,ENSG00000121769,25.3578141,0.378656953,0.716677927,0.528350237,0.597256269,0.998167751
285,ENSG00000168528,43.38439422,-0.838898437,0.933203895,-0.898944423,0.368682265,0.998167751
286,ENSG00000121764,30.54504824,-0.404618456,0.606097818,-0.667579464,0.50440207,0.998167751
287,ENSG00000162517,97.21932601,-0.331785273,0.454973072,-0.729241561,0.465853912,0.998167751
288,ENSG00000121753,22.35931136,-2.941996819,0.891068493,-3.301650594,0.000961177,0.138771253
289,ENSG00000134668,18.38971791,-2.448980857,1.124667668,-2.177515124,0.029442155,0.69968108
