649427,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,ENSG00000188976,231.5910309,-0.686986787,0.329791339,-2.083095298,0.037242538,0.999867092
2,ENSG00000187961,51.21228754,0.018378156,0.609598541,0.030147966,0.975949047,0.999867092
3,ENSG00000187583,8.329487841,2.525378797,1.379052624,1.831241791,0.067064462,0.999867092
4,ENSG00000188290,39.70320341,0.681616149,0.772293039,0.882587455,0.377459209,0.999867092
5,ENSG00000187608,360.6039025,1.338415513,0.354790402,3.772411844,0.000161677,0.525450569
6,ENSG00000188157,69.19369714,0.102609668,0.509039484,0.201575066,0.840248939,0.999867092
7,ENSG00000131591,75.43526272,-0.389468701,0.45871412,-0.849044501,0.39585653,0.999867092
8,ENSG00000186891,29.59684256,1.332042183,0.615873374,2.162850739,0.030552662,0.999867092
9,ENSG00000186827,40.27541233,0.156202297,0.538454896,0.290093559,0.771744663,0.999867092
10,ENSG00000078808,772.1036895,0.163737937,0.265455538,0.61681869,0.537354323,0.999867092
11,ENSG00000176022,189.8073808,0.040775881,0.403788088,0.100983367,0.919563664,0.999867092
12,ENSG00000184163,11.47194231,-3.618916716,1.447077209,-2.500845632,0.012389717,0.999867092
13,ENSG00000160087,444.9454017,-0.14254339,0.288490916,-0.494100099,0.621235488,0.999867092
14,ENSG00000162572,18.23479618,-1.936578011,1.134734552,-1.706635273,0.087889865,0.999867092
15,ENSG00000131584,369.7818996,-0.341968904,0.300794086,-1.136887058,0.255585503,0.999867092
16,ENSG00000169972,40.14646103,0.286468548,0.65405385,0.437989239,0.661394084,0.999867092
17,ENSG00000127054,449.9931287,-0.25690173,0.293470507,-0.875391986,0.381360659,0.999867092
18,ENSG00000224051,189.4491752,0.011932438,0.350940676,0.034001296,0.972876117,0.999867092
19,ENSG00000169962,28.81907133,-0.070050728,0.670121214,-0.104534414,0.91674526,0.999867092
20,ENSG00000107404,186.5143168,-0.518173838,0.400614035,-1.293449037,0.195855799,0.999867092
21,ENSG00000162576,44.28630079,-0.653498649,0.619918634,-1.054168423,0.291805814,0.999867092
