210899,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,ENSG00000188976,250.8076181,-0.424778147,0.429559193,-0.98886988,0.322726809,0.999908525
2,ENSG00000187961,57.50436721,-0.0658763,0.827823867,-0.079577677,0.93657315,0.999908525
3,ENSG00000187583,11.31420051,2.883536399,1.567002803,1.840160333,0.065744702,0.999908525
4,ENSG00000188290,47.87549585,1.969331662,1.034096112,1.904399059,0.056858232,0.995809986
5,ENSG00000187608,381.9251135,1.860994377,0.478968425,3.885421831,0.000102152,0.135817623
6,ENSG00000188157,71.76263939,0.166158068,0.575789464,0.288574345,0.77290713,0.999908525
7,ENSG00000131591,80.87322727,-0.436008566,0.593659277,-0.734442438,0.46267913,0.999908525
8,ENSG00000186891,40.46672221,0.445346471,0.814051068,0.547074365,0.584327643,0.999908525
9,ENSG00000186827,40.27729095,0.803622842,0.798063354,1.006966223,0.313951006,0.999908525
10,ENSG00000078808,908.0973132,0.219383569,0.326829299,0.671248171,0.502062446,0.999908525
11,ENSG00000176022,224.5519285,-0.162739005,0.502164829,-0.324074876,0.745881347,0.999908525
12,ENSG00000184163,9.286958504,-3.093125094,2.225146918,-1.390076794,0.164505559,0.999908525
13,ENSG00000160087,508.0435718,-0.363541052,0.357268159,-1.017557942,0.308888083,0.999908525
14,ENSG00000162572,10.97864543,0.519418903,1.756623957,0.295691574,0.767465632,0.999908525
15,ENSG00000131584,422.5232894,-0.540085565,0.397158853,-1.359872908,0.173870146,0.999908525
16,ENSG00000169972,46.46418503,-0.245968465,0.882964492,-0.278571185,0.780573929,0.999908525
17,ENSG00000127054,525.9626562,-0.340599373,0.358024869,-0.951328811,0.341437486,0.999908525
18,ENSG00000224051,213.4408121,-0.269034429,0.435214984,-0.618164445,0.536466945,0.999908525
19,ENSG00000169962,42.06412407,-1.355076261,0.828246424,-1.636078613,0.101823136,0.999908525
20,ENSG00000107404,210.9127816,-0.792990574,0.494164716,-1.604709015,0.108557857,0.999908525
21,ENSG00000162576,55.13289183,-0.283756848,0.76326653,-0.371766397,0.710066785,0.999908525
22,ENSG00000175756,325.2407174,0.456867512,0.381377519,1.197940334,0.230940246,0.999908525
23,ENSG00000221978,816.2362823,-0.393486099,0.343754661,-1.144671312,0.252345339,0.999908525
24,ENSG00000242485,229.2185465,0.049802189,0.457026163,0.108970105,0.913226202,0.999908525
25,ENSG00000160072,234.7933677,0.195993685,0.444258908,0.441169961,0.659089958,0.999908525
26,ENSG00000197785,86.29826992,0.107552439,0.577946078,0.186094245,0.852370855,0.999908525
27,ENSG00000160075,925.0062239,-0.20193739,0.401573498,-0.50286533,0.615058958,0.999908525
28,ENSG00000228594,24.67832001,-0.680950026,0.989909008,-0.687891534,0.491521088,0.999908525
29,ENSG00000197530,758.7182063,-0.932316773,0.411217561,-2.2672105,0.02337737,0.940566508
30,ENSG00000189409,13.72999063,-1.724017949,1.545784049,-1.115303234,0.2647205,0.999908525
31,ENSG00000248333,270.2068861,-0.245640007,0.396091365,-0.620159966,0.535152475,0.999908525
32,ENSG00000189339,849.8159977,0.011689001,0.315711282,0.037024337,0.970465601,0.999908525
33,ENSG00000008128,23.25124596,-0.080458155,0.939502757,-0.085639084,0.931753328,0.999908525
34,ENSG00000215790,171.1820105,-0.616955097,0.457410542,-1.34879947,0.177401385,0.999908525
35,ENSG00000008130,2810.846168,0.59389637,0.384186681,1.545853615,0.122139925,0.999908525
36,ENSG00000078369,2137.121894,0.304610435,0.353601352,0.861451556,0.388989391,0.999908525
37,ENSG00000067606,189.7016922,-0.577306497,0.45291037,-1.274659481,0.202429794,0.999908525
38,ENSG00000162585,223.6459572,-0.056275675,0.504281323,-0.111595795,0.911143906,0.999908525
39,ENSG00000157933,1151.870966,0.101199884,0.367368449,0.275472443,0.782953295,0.999908525
40,ENSG00000116151,122.1217421,0.625469865,0.561320629,1.114282697,0.265157928,0.999908525
41,ENSG00000157916,573.5306625,-0.217426543,0.344457565,-0.631214306,0.527900409,0.999908525
42,ENSG00000157911,67.23573379,-0.577696469,0.715454103,-0.807454268,0.419404812,0.999908525
43,ENSG00000149527,241.3315233,-0.855769699,0.423955133,-2.018538362,0.043535223,0.99418373
44,ENSG00000157881,477.3388023,-0.214144124,0.387944213,-0.551997211,0.580950264,0.999908525
45,ENSG00000157873,856.8046893,0.030344801,0.328477204,0.092380235,0.926395943,0.999908525
46,ENSG00000157870,88.27809794,-0.099028753,0.659539568,-0.150148312,0.880647605,0.999908525
47,ENSG00000215912,124.8076567,0.996070138,0.605623037,1.644703184,0.100031036,0.999908525
48,ENSG00000162591,676.3116122,-0.766924511,0.351604856,-2.181211373,0.029167786,0.945007881
49,ENSG00000158109,366.9819987,0.125245588,0.453710673,0.27604726,0.782511768,0.999908525
50,ENSG00000116213,185.7314189,0.063222883,0.470125146,0.134480963,0.893022263,0.999908525
51,ENSG00000078900,19.27854491,-0.688784444,1.084183968,-0.635302185,0.525231349,0.999908525
52,ENSG00000235169,171.1036597,1.206742328,1.52756656,0.789976922,0.429541246,0.999908525
53,ENSG00000130764,292.6039269,0.199015034,0.3965228,0.501900606,0.615737439,0.999908525
54,ENSG00000116198,294.8592326,-0.405748872,0.387300215,-1.047633995,0.294807269,0.999908525
55,ENSG00000169598,164.8061681,-0.28013749,0.428141637,-0.654310317,0.512911901,0.999908525
56,ENSG00000198912,169.0740926,-0.11157308,0.465631831,-0.239616521,0.810627556,0.999908525
57,ENSG00000196581,21.42471808,2.632281396,1.343043083,1.959938165,0.050003018,0.99418373
58,ENSG00000131697,131.7959925,0.404303353,0.536316838,0.753851687,0.450938283,0.999908525
59,ENSG00000069424,2040.394744,-0.190143783,0.313188255,-0.607122969,0.543769308,0.999908525
60,ENSG00000116254,9.070848559,-0.821081755,1.906065475,-0.430773111,0.666633353,0.999908525
61,ENSG00000116251,650.4661994,0.046303173,0.373684552,0.123909786,0.901386705,0.999908525
62,ENSG00000158286,23.2021654,0.78686468,1.197999506,0.65681553,0.511299537,0.999908525
63,ENSG00000116237,152.1496666,0.1980769,0.444712516,0.445404376,0.656027551,0.999908525
64,ENSG00000158292,42.26637295,-0.111998728,1.037659182,-0.107934021,0.91404803,0.999908525
65,ENSG00000097021,41.45080198,0.437229673,0.782378656,0.558846628,0.576266397,0.999908525
66,ENSG00000187017,222.9739961,0.286525691,1.415806145,0.202376358,0.839622509,0.999908525
67,ENSG00000215788,219.2399184,-0.718745549,0.426534189,-1.685083092,0.091972541,0.999908525
68,ENSG00000171680,28.00754661,-1.913370075,1.168652979,-1.637243997,0.101579497,0.999908525
69,ENSG00000162408,341.5724233,-0.14465848,0.38615616,-0.374611349,0.707949531,0.999908525
70,ENSG00000204859,445.3733299,0.310489881,0.38867797,0.798835809,0.424385624,0.999908525
71,ENSG00000162413,1551.362986,0.39882053,0.334728213,1.191475694,0.233466893,0.999908525
72,ENSG00000116273,71.60152944,-0.121723344,0.564258508,-0.215722656,0.82920394,0.999908525
73,ENSG00000041988,82.02567777,0.074673807,0.639616336,0.116747812,0.907059901,0.999908525
74,ENSG00000007923,150.508672,-1.391960527,0.48336801,-2.87971173,0.003980389,0.661184962
75,ENSG00000171735,83.37019536,-0.003162388,0.641023408,-0.004933343,0.996063778,0.999908525
76,ENSG00000049245,366.1075686,0.46130354,0.383815964,1.201887317,0.229407189,0.999908525
77,ENSG00000049246,40.66648932,0.513143896,0.731985906,0.701029749,0.48328445,0.999908525
78,ENSG00000049249,68.65206622,0.632528253,0.67913433,0.931374288,0.351659987,0.999908525
79,ENSG00000116288,308.238122,-0.348178036,0.372311769,-0.9351787,0.349696214,0.999908525
80,ENSG00000116285,10.21221483,-2.187665761,1.770657258,-1.235510571,0.216640545,0.999908525
81,ENSG00000162426,12.08539938,-0.642776568,1.46771488,-0.437943757,0.661427055,0.999908525
82,ENSG00000142599,1651.446451,0.44408608,0.381488961,1.164086316,0.244389034,0.999908525
83,ENSG00000074800,1969.358955,0.23154241,0.447898797,0.516952516,0.605189306,0.999908525
84,ENSG00000131686,88.10004254,-1.12465128,0.830941434,-1.353466362,0.175906689,0.999908525
85,ENSG00000142583,15.69715906,-0.071807552,1.188924238,-0.06039708,0.951839385,0.999908525
86,ENSG00000180758,71.94535292,-0.912673773,0.668286541,-1.365692284,0.172035567,0.999908525
87,ENSG00000049239,764.5794054,-0.220319195,0.407290357,-0.540938893,0.588549702,0.999908525
88,ENSG00000171621,26.23884275,0.361671349,0.914751442,0.395376637,0.692564949,0.999908525
89,ENSG00000171612,41.66169554,-0.927546108,0.979245,-0.947205355,0.343534147,0.999908525
90,ENSG00000188807,58.4064397,0.032206105,0.746733422,0.04312932,0.965598447,0.999908525
91,ENSG00000171608,3491.398228,0.125767903,0.328947426,0.382334358,0.702213373,0.999908525
92,ENSG00000171603,562.9160634,-0.235344544,0.387721902,-0.606993162,0.54385545,0.999908525
93,ENSG00000178585,99.40788711,0.221228268,0.676389781,0.327072162,0.743613306,0.999908525
94,ENSG00000162441,120.2701706,0.474815955,0.487336285,0.974308644,0.329903314,0.999908525
95,ENSG00000173614,71.02255472,0.408917227,0.779419302,0.524643444,0.59983108,0.999908525
96,ENSG00000162444,41.83521397,-0.63507926,0.732995375,-0.866416462,0.386261819,0.999908525
97,ENSG00000130939,627.0190109,0.032935402,0.386593872,0.085193804,0.932107317,0.999908525
98,ENSG00000054523,542.0255195,0.405952797,0.391235477,1.03761755,0.299448144,0.999908525
99,ENSG00000142657,1385.947071,0.837096492,0.418774945,1.998917324,0.0456173,0.99418373
100,ENSG00000160049,134.4905723,-0.300731124,0.498280564,-0.603537736,0.54615102,0.999908525
101,ENSG00000142655,131.1584045,0.188686582,0.609732496,0.309457973,0.756973177,0.999908525
102,ENSG00000130940,136.8325712,0.064465278,0.537936366,0.119838111,0.904611391,0.999908525
103,ENSG00000120948,189.7656578,-0.824382661,0.488681671,-1.686952284,0.091612527,0.999908525
104,ENSG00000009724,43.79453087,-0.315641359,0.855844506,-0.3688069,0.712271661,0.999908525
105,ENSG00000116649,152.3488665,0.327693218,0.432980282,0.756831735,0.449150678,0.999908525
106,ENSG00000171824,207.9749386,-0.014970646,0.4455308,-0.03360182,0.973194671,0.999908525
107,ENSG00000198793,659.764716,-0.080725922,0.344505092,-0.234324323,0.814733204,0.999908525
108,ENSG00000171819,35.27298692,2.400338847,0.88311803,2.718027223,0.006567243,0.686325248
109,ENSG00000120942,194.840009,0.101726743,0.546060105,0.186292208,0.852215617,0.999908525
110,ENSG00000204624,10.43264008,5.962621735,2.202956405,2.706645361,0.006796682,0.686325248
111,ENSG00000116661,26.15316144,-1.238204359,1.06872434,-1.158581604,0.246626771,0.999908525
112,ENSG00000132879,92.58586963,-0.391463319,0.532171958,-0.735595541,0.461976877,0.999908525
113,ENSG00000116663,99.78751282,0.672288255,0.544439539,1.234826288,0.216895161,0.999908525
114,ENSG00000116670,102.0929761,-0.810153735,0.610264933,-1.327544302,0.184328695,0.999908525
115,ENSG00000162490,36.90335668,-1.157416594,1.018774418,-1.136087217,0.255920064,0.999908525
