895966,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1,ENSG00000188976,224.0783255,-0.660212473,0.522704298,-1.263070681,0.20656378,0.950845081
2,ENSG00000187961,56.18673698,-1.010289668,0.88983609,-1.135366029,0.256221987,0.962000729
3,ENSG00000187583,10.49141501,2.569653665,1.918173025,1.339636014,0.180363709,0.941159467
4,ENSG00000188290,32.19917429,1.004394827,1.148004964,0.874904603,0.381625814,0.978087475
5,ENSG00000187608,323.1563374,1.585428557,0.480807164,3.297431228,0.000975736,0.313377737
6,ENSG00000188157,69.12145677,-0.576563202,0.660404026,-0.873046166,0.382637915,0.978087475
7,ENSG00000131591,76.0279537,-0.350449199,0.684541561,-0.511947293,0.608687898,0.988961718
8,ENSG00000186891,26.1782539,1.598554992,1.233124478,1.296345194,0.194856585,0.950845081
9,ENSG00000186827,33.85963323,-0.015437372,0.905537039,-0.017047753,0.98639852,0.999794007
10,ENSG00000078808,774.7842465,0.070093615,0.382643913,0.183182359,0.854654936,0.99911689
11,ENSG00000176022,177.5995184,-0.037879205,0.592339319,-0.06394849,0.949011242,0.999794007
12,ENSG00000184163,12.16785735,-2.724735698,2.258132124,-1.206632539,0.22757369,0.956468948
13,ENSG00000160087,482.9187629,-0.335639474,0.406352513,-0.825981048,0.408814843,0.983303983
14,ENSG00000162572,18.93386175,-4.376515549,1.611892981,-2.715140274,0.00662477,0.575420457
15,ENSG00000131584,379.366927,-0.440761699,0.523776462,-0.841507268,0.400063815,0.983303983
16,ENSG00000169972,38.21344015,0.794786003,1.090365661,0.728916941,0.466052471,0.988065872
17,ENSG00000127054,438.0036083,0.377580131,0.384395895,0.982268894,0.325967395,0.968407982
18,ENSG00000224051,179.9159526,0.320643898,0.520939443,0.615510886,0.538217383,0.988961718
19,ENSG00000169962,28.5416081,-0.868006667,1.091705095,-0.795092623,0.426559626,0.983303983
20,ENSG00000107404,180.9868478,-0.636785922,0.588744604,-1.081599591,0.279430486,0.965734576
21,ENSG00000162576,43.78399295,-0.686770197,0.982754191,-0.698821946,0.484663312,0.988065872
22,ENSG00000175756,276.2497086,0.9299566,0.50283129,1.849440595,0.064394218,0.861255443
23,ENSG00000221978,667.1970919,-0.073767728,0.437990815,-0.168423002,0.866250514,0.999491707
24,ENSG00000242485,201.013018,0.329358519,0.478276309,0.68863649,0.491052052,0.988065872
25,ENSG00000160072,197.309067,0.4582749,0.534722557,0.857033043,0.391426623,0.983303983
26,ENSG00000197785,81.87700905,0.289744504,0.833923093,0.347447513,0.728255144,0.997677323
27,ENSG00000160075,777.2839986,-0.087506495,0.452891921,-0.19321717,0.846788893,0.999037864
28,ENSG00000228594,23.94978647,-1.000648178,1.132577326,-0.883514225,0.3769585,0.976211996
29,ENSG00000197530,635.8668395,-0.019354482,0.495800858,-0.039036805,0.968861045,0.999794007
30,ENSG00000189409,10.79246914,0.325904914,1.734320978,0.187914993,0.85094329,0.999037864
31,ENSG00000248333,228.7882408,-0.615365078,0.516902102,-1.190486702,0.233855154,0.956468948
32,ENSG00000189339,772.8755397,-0.289258148,0.413846283,-0.698950698,0.484582843,0.988065872
33,ENSG00000008128,18.35943789,-0.029303572,1.2687592,-0.023096244,0.981573502,0.999794007
34,ENSG00000215790,142.4540035,-0.035050986,0.531135192,-0.065992588,0.947383727,0.999794007
35,ENSG00000008130,2857.889237,-0.378026604,0.463007338,-0.816459206,0.414237546,0.983303983
36,ENSG00000078369,2078.197487,-0.452013719,0.413708303,-1.092590397,0.274573681,0.965734576
37,ENSG00000067606,160.616782,-0.871294967,0.499873453,-1.743031085,0.081328185,0.866244901
38,ENSG00000162585,175.890098,0.487833109,0.579817507,0.841356295,0.400148362,0.983303983
39,ENSG00000157933,1128.82037,-0.556560889,0.407383683,-1.366183557,0.171881357,0.93102991
40,ENSG00000116151,99.64200786,0.794248956,0.63747738,1.245924925,0.212791959,0.951086394
41,ENSG00000157916,474.208417,-0.345791906,0.394804097,-0.875856934,0.381107814,0.978087475
42,ENSG00000157911,48.83279057,1.590130952,1.04334185,1.524074732,0.127490044,0.914350917
43,ENSG00000149527,207.5150269,0.21825874,0.467368087,0.466995386,0.640503179,0.991961427
44,ENSG00000157881,398.0015802,0.474983828,0.438019991,1.08438847,0.278192594,0.965734576
45,ENSG00000157873,774.4282996,-0.142934154,0.429647366,-0.332677833,0.739377484,0.997677323
46,ENSG00000157870,76.25844769,-0.444069469,0.706230916,-0.62878792,0.529487909,0.988777658
47,ENSG00000215912,119.7550802,0.82424676,0.648823167,1.270371962,0.203952166,0.950845081
48,ENSG00000162591,569.9602634,-0.496907358,0.382570566,-1.298864581,0.193990407,0.950845081
49,ENSG00000158109,342.1026683,-0.511174267,0.499334935,-1.0237102,0.305972176,0.965734576
50,ENSG00000116213,183.7874917,-0.292935146,0.50997777,-0.574407677,0.565691959,0.988961718
51,ENSG00000078900,16.62286956,-1.698160421,1.358657402,-1.249881257,0.211342927,0.951086394
52,ENSG00000162592,2.90780653,-5.021073813,3.956514692,-1.269064872,0.204417928,0.950845081
53,ENSG00000235169,124.5411858,-0.156758046,1.756890368,-0.089224717,0.928903322,0.99979375
54,ENSG00000130764,250.3415267,0.313481834,0.442380814,0.70862439,0.478557597,0.988065872
55,ENSG00000116198,254.5579801,-0.617680443,0.45164126,-1.367635108,0.171426321,0.93087328
56,ENSG00000169598,126.4488023,0.518181047,0.561382227,0.92304498,0.355983765,0.972345387
57,ENSG00000198912,133.3086925,0.529227741,0.645903455,0.819360443,0.412580797,0.983303983
58,ENSG00000196581,20.35172216,-0.443464082,1.443419225,-0.307231658,0.75866705,0.998213694
59,ENSG00000131697,123.8684899,-0.418711153,0.557823523,-0.750615805,0.452883907,0.988065872
60,ENSG00000069424,1747.657031,-0.30933462,0.372221168,-0.831050588,0.405945052,0.983303983
61,ENSG00000116254,7.941701832,-1.335215949,2.650116104,-0.503833001,0.614378735,0.988961718
62,ENSG00000116251,485.6091957,0.677591338,0.4647979,1.457819278,0.144890363,0.916812398
63,ENSG00000158286,21.57539063,0.898569618,1.168950016,0.768698068,0.442072572,0.98765043
64,ENSG00000116237,169.9432492,-0.052405653,0.496947089,-0.105455197,0.916014619,0.999771902
65,ENSG00000158292,42.50274556,-0.106917324,1.079106589,-0.099079484,0.921075161,0.999771902
66,ENSG00000097021,40.12436628,-0.345352309,0.92771626,-0.372260705,0.709698752,0.997677323
67,ENSG00000187017,167.9235969,0.058777458,0.618404233,0.095046985,0.924277507,0.999771902
68,ENSG00000215788,173.7954364,0.133964248,0.614373765,0.218050078,0.827390093,0.998446276
69,ENSG00000171680,23.15980198,-0.356378858,1.196877793,-0.297757097,0.765888561,0.998213694
70,ENSG00000162408,279.3936045,-0.157880386,0.438520876,-0.360029349,0.718825186,0.997677323
71,ENSG00000204859,391.1103582,0.549694392,0.412901771,1.331295796,0.183091701,0.944291328
72,ENSG00000162413,1410.258842,0.29996312,0.38263422,0.783942219,0.433074015,0.985257172
73,ENSG00000116273,80.40694262,-0.46324081,0.664516724,-0.697109333,0.485734374,0.988065872
74,ENSG00000041988,61.49576599,0.445358021,0.770148844,0.578275258,0.563078296,0.988961718
75,ENSG00000007923,119.9104722,-0.397956111,0.652695101,-0.609712116,0.542052527,0.988961718
76,ENSG00000171735,84.12768984,-0.456711463,0.75554434,-0.604480027,0.545524544,0.988961718
77,ENSG00000049245,322.5739595,0.234690793,0.428393378,0.547839451,0.583802148,0.988961718
78,ENSG00000049246,39.6615561,0.89111543,0.903240547,0.986575982,0.323850549,0.968407982
79,ENSG00000049249,68.98822285,0.978660433,0.711559058,1.375374851,0.169015262,0.926172686
80,ENSG00000116288,232.0426401,0.494584472,0.488255127,1.012963192,0.311077742,0.968407982
81,ENSG00000116285,10.31019285,-0.972466735,2.215721949,-0.438893849,0.660738454,0.99226305
82,ENSG00000162426,9.90852774,-1.265481657,2.128443903,-0.594557204,0.552139494,0.988961718
83,ENSG00000142599,1731.612062,-0.651138229,0.442817326,-1.470444338,0.141441451,0.916812398
84,ENSG00000074800,1848.480067,-0.631613965,0.434836341,-1.452532607,0.14635357,0.916812398
85,ENSG00000131686,53.53665406,-0.787338424,0.78697553,-1.000461125,0.317087402,0.968407982
86,ENSG00000142583,12.17790867,-0.944548793,1.76500229,-0.535154429,0.592543075,0.988961718
87,ENSG00000180758,72.99112029,-0.779696368,0.779962558,-0.999658714,0.317475698,0.968407982
88,ENSG00000049239,736.997389,-0.816280902,0.403813563,-2.021430128,0.043235259,0.823759761
89,ENSG00000171621,25.75745503,0.17912035,1.159591165,0.154468537,0.877240318,0.999491707
90,ENSG00000171612,27.2467074,1.191254666,1.242179693,0.959003494,0.337556985,0.968407982
91,ENSG00000188807,61.52126174,-0.756497148,0.793373114,-0.953520021,0.340326657,0.968407982
92,ENSG00000171608,3656.187548,-0.76875342,0.400153372,-1.921146925,0.054713187,0.8446228
93,ENSG00000171603,558.7587255,-0.998181088,0.411184106,-2.427577024,0.015200059,0.740357996
94,ENSG00000178585,82.66461537,0.71541352,0.793186394,0.901948804,0.367084064,0.974864628
95,ENSG00000162441,91.22363801,0.951223258,0.611797489,1.554800852,0.119993506,0.904382676
96,ENSG00000173614,61.05721158,1.52391054,0.811953582,1.876844407,0.060539422,0.85781028
97,ENSG00000162444,33.21542133,0.474860462,1.008127495,0.471032151,0.637617776,0.991961427
98,ENSG00000130939,580.2402159,-0.247198877,0.45932708,-0.538176145,0.590455447,0.988961718
99,ENSG00000054523,578.0235156,-0.999801742,0.436737292,-2.289252055,0.022064712,0.777010082
100,ENSG00000142657,1290.376058,-0.081975353,0.554262436,-0.147899889,0.882421776,0.999491707
101,ENSG00000160049,95.54017626,-0.008289998,0.634209515,-0.013071387,0.989570839,0.999794007
102,ENSG00000142655,122.5250508,0.043310887,0.694734185,0.062341666,0.950290748,0.999794007
103,ENSG00000130940,115.9975389,-0.222273934,0.584758164,-0.380112579,0.703861848,0.997677323
104,ENSG00000120948,165.2787864,-1.076167407,0.577089005,-1.864820499,0.062206569,0.85781028
105,ENSG00000009724,44.81869361,-0.62833461,0.91621053,-0.685797193,0.492841006,0.988065872
106,ENSG00000116649,132.6528368,0.199066789,0.550347181,0.36171129,0.71756779,0.997677323
107,ENSG00000171824,171.3333387,-0.23215213,0.571696449,-0.406075865,0.684686858,0.995991429
108,ENSG00000198793,590.6335678,-0.558295912,0.386545788,-1.444320257,0.14864891,0.919402936
109,ENSG00000171819,31.11385665,0.154703358,0.925102458,0.167228351,0.867190378,0.999491707
110,ENSG00000120942,162.8659124,-0.478814509,0.545226993,-0.878192964,0.379839009,0.978087475
111,ENSG00000116661,21.97701552,0.713370196,1.283239556,0.555913503,0.578269987,0.988961718
112,ENSG00000132879,83.34445271,-0.02150117,0.700586724,-0.030690233,0.97551658,0.999794007
113,ENSG00000116663,96.83560633,0.237252616,0.683731155,0.346996936,0.728593621,0.997677323
114,ENSG00000116670,69.77857633,0.423293678,0.778121001,0.54399467,0.58644514,0.988961718
115,ENSG00000162490,21.04014927,0.727820057,1.570511762,0.463428594,0.643057187,0.992257266
116,ENSG00000177674,735.644281,0.141597157,0.401455843,0.35270917,0.724306484,0.997677323
117,ENSG00000215910,4.262867497,2.36763776,3.193525202,0.741386903,0.458458883,0.988065872
118,ENSG00000177000,391.8281589,-0.233602732,0.45404546,-0.514491946,0.60690809,0.988961718
119,ENSG00000011021,189.2359999,-0.969798462,0.49383776,-1.963799735,0.049553321,0.834951094
120,ENSG00000116685,715.3106783,0.3018533,0.417738482,0.722589163,0.469932328,0.988065872
121,ENSG00000083444,255.4368619,-0.310211177,0.487617127,-0.636177771,0.52466056,0.988065872
122,ENSG00000116688,708.8135245,-0.557085578,0.581427387,-0.958134396,0.337994993,0.968407982
123,ENSG00000116691,254.3748355,0.323670704,0.579428835,0.558603032,0.57643267,0.988961718
124,ENSG00000120949,123.1901485,-0.929203779,0.812704684,-1.14334739,0.252894387,0.961071654
125,ENSG00000028137,4386.999155,-0.42130249,0.457320986,-0.921240231,0.356925018,0.972345387
