row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
ENSG00000139726,101.4755,-0.2861266,0.7141078,-0.4006771,0.6886579,0.9994807,DENR
ENSG00000130783,2.573235,1.976892,3.711921,0.5325791,0.594325,0.9994807,CCDC62
ENSG00000130787,291.052,0.7512979,0.6109194,1.229782,0.2187786,0.9994807,HIP1R
ENSG00000139722,268.8387,0.295515,0.5421942,0.5450354,0.5857291,0.9994807,VPS37B
ENSG00000150967,10.99884,-0.358052,1.901375,-0.1883121,0.850632,0.9994807,ABCB9
ENSG00000111325,10.47803,-1.19617,1.88676,-0.6339809,0.5260933,0.9994807,OGFOD2
ENSG00000182196,1.67921,-1.762979,4.472424,-0.3941887,0.6934417,0.9994807,ARL6IP4
ENSG00000090975,166.1682,-0.1657007,0.6121302,-0.2706952,0.7866254,0.9994807,PITPNM2
ENSG00000051825,86.04799,0.3422826,0.7727738,0.4429273,0.6578183,0.9994807,MPHOSPH9
ENSG00000130921,74.37953,-0.1048338,0.7786366,-0.1346376,0.8928984,0.9994807,C12orf65
ENSG00000111328,32.93842,1.236407,1.092281,1.13195,0.2576556,0.9994807,CDK2AP1
ENSG00000139697,468.5597,0.09013508,0.4872717,0.1849791,0.8532454,0.9994807,SBNO1
ENSG00000150977,428.589,-0.05129578,0.4936288,-0.1039157,0.9172363,0.9994807,RILPL2
ENSG00000184209,100.4321,0.4464793,0.7054146,0.6329319,0.5267781,0.9994807,SNRNP35
ENSG00000188026,54.94924,0.6975035,0.8797209,0.7928691,0.4278541,0.9994807,RILPL1
ENSG00000086598,202.1293,0.1311112,0.5779988,0.2268365,0.8205508,0.9994807,TMED2
ENSG00000111364,75.92137,0.1224423,0.7775176,0.1574785,0.8748677,0.9994807,DDX55
ENSG00000111361,117.6121,-0.3053594,0.6717497,-0.4545732,0.6494163,0.9994807,EIF2B1
ENSG00000111358,21.94601,-0.9718334,1.311111,-0.741229,0.4585546,0.9994807,GTF2H3
ENSG00000185344,151.1909,0.3598591,0.6497734,0.5538224,0.5797004,0.9994807,ATP6V0A2
ENSG00000197653,21.62887,3.408251,1.506436,2.262459,0.02366905,0.9994807,DNAH10
ENSG00000119242,152.8589,-0.6750094,0.6206936,-1.087508,0.2768123,0.9994807,CCDC92
ENSG00000179195,85.355,0.6392532,0.781488,0.8179949,0.4133601,0.9994807,ZNF664
ENSG00000178882,0.2820963,-1.047725,4.979465,-0.2104092,0.8333483,0.9994807,RFLNA
ENSG00000073060,68.55243,0.4667701,0.8597985,0.5428831,0.5872103,0.9994807,SCARB1
ENSG00000150991,3520.276,0.1806195,0.4304144,0.4196409,0.6747478,0.9994807,UBC
ENSG00000150990,140.6372,-0.5103015,0.6366697,-0.8015168,0.4228325,0.9994807,DHX37
ENSG00000184992,97.91977,-0.5380454,0.7130368,-0.7545829,0.4504993,0.9994807,BRI3BP
ENSG00000081760,81.46552,0.05149388,0.7550147,0.06820248,0.9456245,0.9994807,AACS
ENSG00000139364,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,TMEM132B
ENSG00000181234,2.657186,1.659624,3.372346,0.4921275,0.6226292,0.9994807,TMEM132C
ENSG00000139370,653.9948,0.04344102,0.493977,0.08794137,0.9299233,0.9994807,SLC15A4
ENSG00000151948,1282.36,0.3746219,0.4549832,0.8233751,0.4102947,0.9994807,GLT1D1
ENSG00000151952,18.55607,1.602885,1.394035,1.149817,0.2502191,0.9994807,TMEM132D
ENSG00000111432,0.9858529,2.574501,4.923436,0.5229074,0.6010387,0.9994807,FZD10
ENSG00000111450,46.05242,-0.5433769,0.9377211,-0.5794653,0.5622753,0.9994807,STX2
ENSG00000132341,157.4804,-0.8459282,0.6145939,-1.376402,0.1686972,0.9994807,RAN
ENSG00000111452,28.7306,0.9607634,1.19537,0.8037375,0.4215486,0.9994807,ADGRD1
ENSG00000061936,424.5445,-0.6010003,0.4948284,-1.214563,0.2245328,0.9994807,SFSWAP
ENSG00000198598,28.19496,-0.1156455,1.152449,-0.1003476,0.9200683,0.9994807,MMP17
ENSG00000177192,75.65449,-1.039647,0.7866768,-1.321568,0.1863122,0.9994807,PUS1
ENSG00000183495,655.4612,-0.1122904,0.471023,-0.2383969,0.8115732,0.9994807,EP400
ENSG00000185163,74.85726,0.1360078,0.7769585,0.1750516,0.8610391,0.9994807,DDX51
ENSG00000184967,54.00417,-0.4918928,0.8802693,-0.558798,0.5762996,0.9994807,NOC4L
ENSG00000182870,2.30003,3.483959,3.869316,0.900407,0.3679037,0.9994807,GALNT9
ENSG00000112787,549.7824,-0.06291034,0.4776644,-0.1317041,0.8952184,0.9994807,FBRSL1
ENSG00000204583,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,LRCOL1
ENSG00000187848,3.819153,5.471228,3.442529,1.589305,0.1119915,0.9994807,P2RX2
ENSG00000177084,157.0209,-0.5834304,0.6155943,-0.9477514,0.343256,0.9994807,POLE
ENSG00000176894,3.357543,2.551188,3.255592,0.7836327,0.4332556,0.9994807,PXMP2
ENSG00000247077,88.37348,-0.04764901,0.7341118,-0.06490701,0.948248,0.9994807,PGAM5
ENSG00000176915,492.7459,0.08809909,0.5089354,0.1731046,0.8625692,0.9994807,ANKLE2
ENSG00000090615,570.0868,-0.3411823,0.4816392,-0.7083774,0.4787109,0.9994807,GOLGA3
ENSG00000072609,642.0903,0.1649313,0.4685379,0.3520128,0.7248287,0.9994807,CHFR
ENSG00000196458,28.8104,-1.187539,1.151782,-1.031046,0.3025195,0.9994807,ZNF605
ENSG00000198393,116.0715,-0.2614945,0.6716444,-0.3893347,0.6970286,0.9994807,ZNF26
ENSG00000198040,56.62365,0.2169733,0.9183977,0.236252,0.8132372,0.9994807,ZNF84
ENSG00000196387,45.39564,-0.3130102,0.945535,-0.3310403,0.7406141,0.9994807,ZNF140
ENSG00000214029,57.70803,0.3128044,0.9173804,0.3409756,0.7331219,0.9994807,ZNF891
ENSG00000256223,14.64091,1.044727,1.523717,0.6856435,0.492938,0.9994807,ZNF10
ENSG00000090612,26.50277,0.09715113,1.183241,0.08210596,0.9345625,0.9994807,ZNF268
ENSG00000227059,2.628941,3.334889,4.433316,0.7522336,0.4519106,0.9994807,ANHX
ENSG00000198033,0.9858529,2.574501,4.923436,0.5229074,0.6010387,0.9994807,TUBA3C
ENSG00000132958,1.593889,3.111713,4.90124,0.6348827,0.5255049,0.9994807,TPTE2
ENSG00000196199,400.6375,0.438191,0.4992537,0.8776921,0.3801109,0.9994807,MPHOSPH8
ENSG00000132950,68.0095,0.468586,0.8123109,0.5768554,0.5640371,0.9994807,ZMYM5
ENSG00000121741,376.4785,0.2646292,0.5102512,0.5186253,0.604022,0.9994807,ZMYM2
ENSG00000121743,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,GJA3
ENSG00000121742,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,GJB6
ENSG00000165475,36.46977,-0.6027736,1.096835,-0.549557,0.5826233,0.9994807,CRYL1
ENSG00000032742,30.69237,-0.5428924,1.103437,-0.4920011,0.6227185,0.9994807,IFT88
ENSG00000172458,1.054113,-2.390104,4.903154,-0.4874626,0.6259306,0.9994807,IL17D
ENSG00000150456,12.27663,-2.350621,1.991041,-1.180599,0.237762,0.9994807,EEF1AKMT1
ENSG00000132953,116.4904,0.183035,0.6799418,0.2691921,0.7877818,0.9994807,XPO4
ENSG00000150457,190.2151,0.6979898,0.5858118,1.191491,0.2334607,0.9994807,LATS2
ENSG00000150459,173.0713,-0.2541979,0.5980395,-0.4250521,0.6707987,0.9994807,SAP18
ENSG00000165480,30.89948,0.3262914,1.104382,0.2954517,0.7676489,0.9994807,SKA3
ENSG00000173141,41.23087,-1.186417,1.002388,-1.18359,0.2365753,0.9994807,MRPL57
ENSG00000180776,355.8002,-0.2737801,0.5262688,-0.5202287,0.6029042,0.9994807,ZDHHC20
ENSG00000165487,99.71868,0.3737516,0.717943,0.5205867,0.6026547,0.9994807,MICU2
ENSG00000102678,4.815851,0.2689624,3.078896,0.08735678,0.9303879,0.9994807,FGF9
ENSG00000151835,124.6308,-0.1335153,0.6578026,-0.2029716,0.8391572,0.9994807,SACS
ENSG00000127863,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,TNFRSF19
ENSG00000027001,18.85608,0.1249215,1.355528,0.09215708,0.9265732,0.9994807,MIPEP
ENSG00000182957,491.921,0.7581146,0.4874901,1.555138,0.1199131,0.9994807,SPATA13
ENSG00000240654,3.643174,3.834873,3.905353,0.981953,0.326123,0.9994807,C1QTNF9
ENSG00000102699,1100.763,0.7897489,0.4594789,1.718792,0.08565218,0.9994807,PARP4
ENSG00000075673,0.556316,2.763778,4.892473,0.5649041,0.572139,0.9994807,ATP12A
ENSG00000151849,23.16755,2.146255,1.267192,1.693709,0.09032057,0.9994807,CENPJ
ENSG00000151846,1.840512,-2.311688,4.266502,-0.5418228,0.5879406,0.9994807,PABPC3
ENSG00000165566,1.314471,2.795191,4.888595,0.571778,0.5674724,0.9994807,AMER2
ENSG00000139505,286.7415,0.5659219,0.5351277,1.057546,0.2902627,0.9994807,MTMR6
ENSG00000139496,355.926,0.6419156,0.5138418,1.249248,0.2115746,0.9994807,NUP58
ENSG00000132932,12.62588,0.8747798,1.682749,0.5198518,0.6031669,0.9994807,ATP8A2
ENSG00000180730,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,SHISA2
ENSG00000127870,113.2091,0.5563662,0.6926583,0.8032333,0.4218399,0.9994807,RNF6
ENSG00000132970,13.59058,2.741487,1.966797,1.393884,0.1633527,0.9994807,WASF3
ENSG00000152484,358.6222,-0.3609185,0.5833173,-0.6187344,0.5360913,0.9994807,USP12
ENSG00000122026,569.1147,-0.8351608,0.4796257,-1.741276,0.0816352,0.9994807,RPL21
ENSG00000122035,10.51719,-0.4158562,1.759039,-0.2364111,0.8131137,0.9994807,RASL11A
ENSG00000122034,262.786,-0.04073514,0.5465332,-0.0745337,0.9405857,0.9994807,GTF3A
ENSG00000122033,41.03679,-0.7809196,0.9907266,-0.7882291,0.4305627,0.9994807,MTIF3
ENSG00000139517,93.76167,-0.3452253,0.7652933,-0.4511019,0.6519161,0.9994807,LNX2
ENSG00000186184,588.2193,-0.5230479,0.5439316,-0.961606,0.3362476,0.9994807,POLR1D
ENSG00000169840,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,GSX1
ENSG00000139515,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,PDX1
ENSG00000165556,0.9858529,2.574501,4.923436,0.5229074,0.6010387,0.9994807,CDX2
ENSG00000183463,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,URAD
ENSG00000122025,41.59631,1.596524,1.149112,1.389354,0.1647251,0.9994807,FLT3
ENSG00000152520,850.0172,0.3717968,0.4692168,0.7923775,0.4281406,0.9994807,PAN3
ENSG00000102755,30.78762,0.07594449,1.358114,0.05591908,0.9554063,0.9994807,FLT1
ENSG00000132963,38.84835,-0.4177904,1.024678,-0.4077285,0.683473,0.9994807,POMP
ENSG00000139508,106.632,0.3715047,0.691697,0.5370917,0.5912043,0.9994807,SLC46A3
ENSG00000132938,3.307915,-0.8559107,3.357398,-0.2549328,0.798775,0.9994807,MTUS2
ENSG00000139514,221.175,-1.140253,0.6200322,-1.839022,0.06591191,0.9994807,SLC7A1
ENSG00000122042,373.1203,0.03536905,0.512855,0.068965,0.9450175,0.9994807,UBL3
ENSG00000102781,28.80703,-0.4820059,1.190232,-0.4049682,0.6855009,0.9994807,KATNAL1
ENSG00000236444,0.2820963,-1.047725,4.979465,-0.2104092,0.8333483,0.9994807,UBE2L5
ENSG00000189403,312.3516,-0.5394885,0.5225965,-1.032323,0.3019208,0.9994807,HMGB1
ENSG00000132952,82.45986,-0.07412233,0.7791749,-0.09512925,0.9242122,0.9994807,USPL1
ENSG00000132965,804.0883,0.3745963,0.457077,0.8195475,0.4124741,0.9994807,ALOX5AP
ENSG00000120694,157.4198,-0.4346761,0.6289404,-0.6911245,0.4894873,0.9994807,HSPH1
ENSG00000187676,15.58516,-0.5705847,1.541224,-0.3702153,0.7112221,0.9994807,B3GLCT
ENSG00000133105,10.0534,-0.9620552,1.885946,-0.5101182,0.6099686,0.9994807,RXFP2
ENSG00000073910,1381.685,0.4019051,0.4443338,0.9045117,0.3657241,0.9994807,FRY
ENSG00000139618,19.42173,-0.5886778,1.406725,-0.4184741,0.6756005,0.9994807,BRCA2
ENSG00000139597,90.06936,0.3003416,0.7282939,0.4123907,0.6800531,0.9994807,N4BP2L1
ENSG00000244754,927.3058,0.6432115,0.4547135,1.414542,0.1572028,0.9994807,N4BP2L2
ENSG00000083642,259.2191,0.3357237,0.5585856,0.6010246,0.5478236,0.9994807,PDS5B
ENSG00000133116,3.838799,3.089109,3.142845,0.9829021,0.3256556,0.9994807,KL
ENSG00000133121,1.550046,0.5965914,4.717829,0.1264547,0.899372,0.9994807,STARD13
ENSG00000133119,14.94042,-0.2227578,1.524802,-0.1460896,0.8838506,0.9994807,RFC3
ENSG00000172915,34.71661,0.5364044,1.055756,0.5080761,0.6114,0.9994807,NBEA
ENSG00000133083,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,DCLK1
ENSG00000242715,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,CCDC169
ENSG00000133104,132.3432,0.8613638,0.6645128,1.296234,0.194895,0.9994807,SPART
ENSG00000133101,2.03058,-2.255495,4.101127,-0.5499697,0.5823402,0.9994807,CCNA1
ENSG00000133111,41.95058,0.2268907,0.9846119,0.2304367,0.8177524,0.9994807,RFXAP
ENSG00000120693,8.509521,-2.440526,2.030913,-1.201689,0.2294839,0.9994807,SMAD9
ENSG00000120697,26.39405,-1.347885,1.190809,-1.131907,0.2576736,0.9994807,ALG5
ENSG00000120699,49.83381,-0.05654183,0.9057163,-0.06242775,0.9502222,0.9994807,EXOSC8
ENSG00000102710,336.2005,0.8649249,0.5262396,1.643595,0.1002599,0.9994807,SUPT20H
ENSG00000180138,139.6785,1.646569,0.6396968,2.573983,0.01005353,0.9994807,CSNK1A1L
ENSG00000150893,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,FREM2
ENSG00000120685,192.3418,-0.05143557,0.5853455,-0.08787217,0.9299783,0.9994807,PROSER1
ENSG00000188811,69.97136,0.0960258,0.801707,0.1197767,0.90466,0.9994807,NHLRC3
ENSG00000183722,4.143649,1.245601,2.716057,0.4586062,0.646517,0.9994807,LHFPL6
ENSG00000133103,64.80163,-0.3573916,0.8343175,-0.428364,0.6683862,0.9994807,COG6
ENSG00000150907,409.4478,0.1679221,0.5011121,0.3350988,0.7375506,0.9994807,FOXO1
ENSG00000102738,32.46583,1.186259,1.097326,1.081046,0.2796768,0.9994807,MRPS31
ENSG00000102743,19.57876,-0.2315609,1.341686,-0.1725896,0.8629741,0.9994807,SLC25A15
ENSG00000120690,876.2924,0.9278125,0.4610095,2.012567,0.04416022,0.9994807,ELF1
ENSG00000120688,40.40896,0.8628111,1.009457,0.8547283,0.3927016,0.9994807,WBP4
ENSG00000120696,234.6783,0.6171881,0.5679791,1.086639,0.2771965,0.9994807,KBTBD7
ENSG00000120662,36.61625,0.6215413,1.082225,0.5743182,0.5657525,0.9994807,MTRF1
ENSG00000172766,108.8006,0.1079177,0.6846369,0.1576277,0.8747502,0.9994807,NAA16
ENSG00000102760,224.2963,-0.1482295,0.6034828,-0.2456234,0.8059738,0.9994807,RGCC
ENSG00000102763,166.7179,0.1479878,0.6282635,0.2355505,0.8137815,0.9994807,VWA8
ENSG00000102780,117.458,0.9653019,0.8132761,1.18693,0.2352552,0.9994807,DGKH
ENSG00000023516,245.957,-0.1219212,0.5580354,-0.2184829,0.8270529,0.9994807,AKAP11
ENSG00000120659,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,TNFSF11
ENSG00000120675,41.40583,0.2550552,0.9759089,0.2613515,0.7938215,0.9994807,DNAJC15
ENSG00000120658,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,ENOX1
ENSG00000151773,3.617314,5.134628,3.531708,1.453865,0.1459837,0.9994807,CCDC122
ENSG00000179630,9.24474,-0.2883859,2.135692,-0.1350316,0.8925869,0.9994807,LACC1
ENSG00000151778,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,SERP2
ENSG00000102804,242.2545,0.543733,0.5508839,0.9870192,0.3236332,0.9994807,TSC22D1
ENSG00000083635,11.17898,2.095951,1.744704,1.201322,0.2296264,0.9994807,NUFIP1
ENSG00000133114,58.87723,-0.3044766,0.8551511,-0.3560501,0.7218031,0.9994807,GPALPP1
ENSG00000188342,60.54279,1.871216,0.8511981,2.198332,0.02792543,0.9994807,GTF2F2
ENSG00000180332,2.225264,4.764161,4.291485,1.110143,0.2669375,0.9994807,KCTD4
ENSG00000133112,350.3428,-0.3682616,0.5347584,-0.6886505,0.4910433,0.9994807,TPT1
ENSG00000174032,53.40286,-0.3686362,0.8943771,-0.4121709,0.6802142,0.9994807,SLC25A30
ENSG00000136152,166.8987,0.1317455,0.6116655,0.2153881,0.8294647,0.9994807,COG3
ENSG00000165837,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,ERICH6B
ENSG00000174015,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,SPERT
ENSG00000215475,1.054113,-2.390104,4.903154,-0.4874626,0.6259306,0.9994807,SIAH3
ENSG00000123200,406.3267,0.7014129,0.5055345,1.387468,0.1652991,0.9994807,ZC3H13
ENSG00000080618,3.741407,-2.061353,3.519189,-0.5857465,0.5580459,0.9994807,CPB2
ENSG00000136167,9216.555,0.227779,0.4340548,0.5247702,0.5997429,0.9994807,LCP1
ENSG00000173988,1.457003,-0.8078003,4.775731,-0.1691469,0.8656811,0.9994807,LRRC63
ENSG00000102445,431.3411,0.4804261,0.5329288,0.9014827,0.3673317,0.9994807,RUBCNL
ENSG00000136141,118.5928,-0.1555574,0.6787888,-0.2291691,0.8187375,0.9994807,LRCH1
ENSG00000139684,67.37254,-0.8268295,0.8391336,-0.9853371,0.3244585,0.9994807,ESD
ENSG00000136143,27.92394,-0.5521227,1.163481,-0.4745437,0.6351122,0.9994807,SUCLA2
ENSG00000136159,26.19028,0.6603999,1.241958,0.5317409,0.5949055,0.9994807,NUDT15
ENSG00000136146,50.34949,0.5975684,0.9145942,0.65337,0.5135178,0.9994807,MED4
ENSG00000136156,6675.257,0.6878843,0.4149609,1.657709,0.09737626,0.9994807,ITM2B
ENSG00000139687,255.9802,0.1809402,0.5442411,0.3324633,0.7395394,0.9994807,RB1
ENSG00000139679,110.1508,0.210082,0.6892006,0.3048198,0.7605034,0.9994807,LPAR6
ENSG00000136161,252.174,-0.6301139,0.5800579,-1.086295,0.2773485,0.9994807,RCBTB2
ENSG00000152207,33.24736,-2.202203,1.132079,-1.945273,0.05174215,0.9994807,CYSLTR2
ENSG00000102531,241.4248,0.7510533,0.5521019,1.360353,0.1737183,0.9994807,FNDC3A
ENSG00000102539,3.025818,0.3753928,3.739467,0.1003867,0.9200373,0.9994807,MLNR
ENSG00000102543,37.29184,1.261531,1.06631,1.183082,0.2367768,0.9994807,CDADC1
ENSG00000102547,28.0086,1.663853,1.168116,1.42439,0.1543337,0.9994807,CAB39L
ENSG00000136169,100.4687,0.6805662,0.7183717,0.9473733,0.3434486,0.9994807,SETDB2
ENSG00000136147,217.0288,0.663095,0.5967986,1.111087,0.2665311,0.9994807,PHF11
ENSG00000136144,95.45464,-0.3785144,0.7146789,-0.5296286,0.5963695,0.9994807,RCBTB1
ENSG00000152213,363.3506,0.93764,0.5649757,1.659611,0.09699267,0.9994807,ARL11
ENSG00000123179,27.34303,0.5810683,1.203265,0.4829099,0.6291597,0.9994807,EBPL
ENSG00000102753,92.71139,-0.4951277,0.7309403,-0.6773846,0.498162,0.9994807,KPNA3
ENSG00000123178,13.21764,1.2168,1.614823,0.7535195,0.4511378,0.9994807,SPRYD7
ENSG00000204977,243.5495,0.6970023,0.5505437,1.266025,0.205504,0.9994807,TRIM13
ENSG00000198553,41.78847,0.7679412,0.9797599,0.7838055,0.4331543,0.9994807,KCNRG
ENSG00000186047,7.950665,-0.9675719,2.091918,-0.4625285,0.6437024,0.9994807,DLEU7
ENSG00000136104,134.0224,-1.182083,0.6984147,-1.692523,0.09054631,0.9994807,RNASEH2B
ENSG00000150510,2.447332,-3.004568,3.753597,-0.8004504,0.4234499,0.9994807,FAM124A
ENSG00000253309,16.40752,-0.7292837,1.485636,-0.49089,0.6235042,0.9994807,SERPINE3
ENSG00000102786,477.6822,0.5824668,0.4856543,1.199344,0.2303941,0.9994807,INTS6
ENSG00000139668,684.5049,0.321977,0.4816771,0.6684499,0.5038464,0.9994807,WDFY2
ENSG00000102796,274.4886,0.483799,0.5551609,0.8714573,0.3835045,0.9994807,DHRS12
ENSG00000281106,327.8034,0.9516438,0.5371367,1.771698,0.07644478,0.9994807,TMEM272
ENSG00000123171,0.7027417,-2.057174,4.909501,-0.419019,0.6752022,0.9994807,CCDC70
ENSG00000123191,26.77925,0.8772395,1.204596,0.7282438,0.4664643,0.9994807,ATP7B
ENSG00000253710,72.01431,0.8308983,0.7907483,1.050775,0.2933621,0.9994807,ALG11
ENSG00000253797,60.1895,0.09858388,0.8554291,0.115245,0.908251,0.9994807,UTP14C
ENSG00000197168,8.489723,1.170759,1.99105,0.5880108,0.556525,0.9994807,NEK5
ENSG00000136098,8.25081,-0.1970516,2.011579,-0.09795866,0.9219651,0.9994807,NEK3
ENSG00000136100,147.4462,0.4989581,0.6294482,0.7926913,0.4279577,0.9994807,VPS36
ENSG00000136108,42.12397,0.393525,0.9668439,0.4070202,0.6839931,0.9994807,CKAP2
ENSG00000139675,19.99133,1.263459,1.340604,0.9424548,0.3459598,0.9994807,HNRNPA1L2
ENSG00000165416,127.9078,-0.1007784,0.6544955,-0.1539788,0.8776264,0.9994807,SUGT1
ENSG00000136110,2.069225,1.700144,4.016916,0.4232461,0.6721157,0.9994807,CNMD
ENSG00000136099,2.300324,3.224123,4.697102,0.6864069,0.4924566,0.9994807,PCDH8
ENSG00000102837,66.24837,0.6960868,0.9504754,0.7323565,0.463951,0.9994807,OLFM4
ENSG00000118946,2.300324,3.224123,4.697102,0.6864069,0.4924566,0.9994807,PCDH17
ENSG00000139734,9.602583,3.663738,2.192921,1.670711,0.09477874,0.9994807,DIAPH3
ENSG00000083544,53.16182,0.2788011,0.90734,0.307273,0.7586356,0.9994807,TDRD3
ENSG00000237378,1.643088,2.965099,4.86497,0.6094794,0.5422067,0.9994807,
ENSG00000184226,45.55144,-0.5658983,1.104531,-0.5123428,0.6084111,0.9994807,PCDH9
ENSG00000150361,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,KLHL1
ENSG00000276644,55.34715,0.7538617,0.8930185,0.8441725,0.398573,0.9994807,DACH1
ENSG00000136122,15.85886,-1.579077,1.556784,-1.01432,0.31043,0.9994807,BORA
ENSG00000083520,164.536,0.07435773,0.6126921,0.1213623,0.9034041,0.9994807,DIS3
ENSG00000083535,53.57082,0.4063782,0.8816845,0.4609111,0.6448624,0.9994807,PIBF1
ENSG00000102554,38.78769,0.09795936,1.079307,0.0907613,0.9276823,0.9994807,KLF5
ENSG00000136111,121.246,-0.5548003,0.6840668,-0.8110323,0.4173471,0.9994807,TBC1D4
ENSG00000188243,18.89698,1.388152,1.377665,1.007612,0.3136406,0.9994807,COMMD6
ENSG00000118939,2.286524,-2.421835,3.826353,-0.6329354,0.5267758,0.9994807,UCHL3
ENSG00000136153,29.08477,0.7372736,1.1361,0.6489514,0.5163698,0.9994807,LMO7
ENSG00000178695,1007.693,-0.3762334,0.5246126,-0.7171642,0.4732728,0.9994807,KCTD12
ENSG00000102794,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,ACOD1
ENSG00000102805,24.58814,-0.4021371,1.246062,-0.3227263,0.7469025,0.9994807,CLN5
ENSG00000005812,442.1322,0.3122972,0.4913861,0.6355434,0.5250741,0.9994807,FBXL3
ENSG00000005810,1043.172,0.1307245,0.4478068,0.2919217,0.7703465,0.9994807,MYCBP2
ENSG00000152193,27.89256,-0.2111154,1.150844,-0.183444,0.8544497,0.9994807,RNF219
ENSG00000139746,319.3295,0.06650154,0.5209903,0.1276445,0.8984303,0.9994807,RBM26
ENSG00000102471,4.525588,5.577776,3.22755,1.728176,0.08395664,0.9994807,NDFIP2
ENSG00000136158,7.708649,-0.6715128,2.092925,-0.320849,0.7483248,0.9994807,SPRY2
ENSG00000178235,0.9858529,2.574501,4.923436,0.5229074,0.6010387,0.9994807,SLITRK1
ENSG00000165300,3.806816,-0.6161049,3.525306,-0.1747664,0.8612632,0.9994807,SLITRK5
ENSG00000179399,1.692578,-2.509141,4.847671,-0.5175973,0.6047393,0.9994807,GPC5
ENSG00000088451,47.79883,-0.2634943,0.941415,-0.2798917,0.7795606,0.9994807,TGDS
ENSG00000125285,0.6572353,2.229456,4.93851,0.4514431,0.6516702,0.9994807,SOX21
ENSG00000125257,257.2206,-0.5017309,0.5479287,-0.9156866,0.3598313,0.9994807,ABCC4
ENSG00000134874,2.300324,3.224123,4.697102,0.6864069,0.4924566,0.9994807,DZIP1
ENSG00000102580,480.8447,0.6563614,0.4940323,1.32858,0.1839866,0.9994807,DNAJC3
ENSG00000102595,9.077452,-0.3199049,1.901393,-0.1682476,0.8663885,0.9994807,UGGT2
ENSG00000139793,84.4562,-0.296305,0.7505508,-0.3947834,0.6930027,0.9994807,MBNL2
ENSG00000125249,137.3952,0.1910343,0.6482848,0.2946765,0.768241,0.9994807,RAP2A
ENSG00000065150,184.7237,-0.6868535,0.5893004,-1.165541,0.2438002,0.9994807,IPO5
ENSG00000152767,41.49928,0.5247435,1.006207,0.5215067,0.6020139,0.9994807,FARP1
ENSG00000102572,389.7019,-0.09424702,0.5105612,-0.184595,0.8535467,0.9994807,STK24
ENSG00000088387,230.6635,0.2007032,0.5665993,0.3542243,0.7231708,0.9994807,DOCK9
ENSG00000134882,252.0818,-0.1841691,0.5460841,-0.337254,0.7359254,0.9994807,UBAC2
ENSG00000125245,84.23414,0.3966214,0.7455963,0.5319519,0.5947593,0.9994807,GPR18
ENSG00000169508,94.9127,-0.2262408,0.741984,-0.3049133,0.7604322,0.9994807,GPR183
ENSG00000125304,713.5938,-0.04982134,0.4761643,-0.1046306,0.9166689,0.9994807,TM9SF2
ENSG00000125246,29.07465,-0.7160485,1.130302,-0.6335022,0.5264057,0.9994807,CLYBL
ENSG00000139800,1.971706,3.103229,4.847664,0.6401493,0.5220755,0.9994807,ZIC5
ENSG00000043355,2.300324,3.224123,4.697102,0.6864069,0.4924566,0.9994807,ZIC2
ENSG00000175198,32.91559,0.1594743,1.079126,0.1477809,0.8825157,0.9994807,PCCA
ENSG00000134864,16.52365,-0.6122194,1.493038,-0.4100495,0.6817696,0.9994807,GGACT
ENSG00000125247,38.96893,-0.692503,1.003841,-0.6898533,0.4902864,0.9994807,TMTC4
ENSG00000102452,0.3286176,1.642014,4.979464,0.3297571,0.7415835,0.9994807,NALCN
ENSG00000134900,262.6631,-0.54636,0.5426258,-1.006882,0.3139916,0.9994807,TPP2
ENSG00000139780,0.2276984,1.542608,4.955333,0.3113025,0.7555707,0.9994807,METTL21C
ENSG00000175820,3.071325,-0.3711451,3.717715,-0.09983151,0.9204781,0.9994807,CCDC168
ENSG00000151287,4.426038,0.8533048,2.60408,0.32768,0.7431537,0.9994807,TEX30
ENSG00000134897,16.66542,-0.9513065,1.438959,-0.6611076,0.5085433,0.9994807,BIVM
ENSG00000134899,53.27922,0.2183833,0.9041923,0.2415231,0.8091498,0.9994807,ERCC5
