row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
ENSG00000114784,432.7364543,-0.592435621,0.504500698,-1.174300893,0.240274526,0.999480687,EIF1B
ENSG00000168032,14.29420353,-1.056998489,1.587924414,-0.665647861,0.505636207,0.999480687,ENTPD3
ENSG00000188846,693.8224818,-0.588387877,0.46424602,-1.267405325,0.205010397,0.999480687,RPL14
ENSG00000177873,68.6328503,-0.144792049,0.81177364,-0.178365053,0.858436292,0.999480687,ZNF619
ENSG00000177842,12.1532816,-0.247789508,1.650870286,-0.150096292,0.880688646,0.999480687,ZNF620
ENSG00000168038,71.6291992,0.196784615,0.80327116,0.244979061,0.806472644,0.999480687,ULK4
ENSG00000182606,448.9738816,-0.227444495,0.493849331,-0.460554425,0.645118316,0.999480687,TRAK1
ENSG00000114812,58.12704292,-1.378097504,0.871130956,-1.581963648,0.113657869,0.999480687,VIPR1
ENSG00000093183,98.19974493,0.393501527,0.723690212,0.543743055,0.5866183,0.999480687,SEC22C
ENSG00000008324,13.09729027,-1.254294905,1.672904149,-0.749770933,0.453392678,0.999480687,SS18L2
ENSG00000114857,665.9388866,0.313540186,0.465070634,0.674177562,0.500198433,0.999480687,NKTR
ENSG00000114853,118.4474481,-0.31039585,0.711927399,-0.435993684,0.662841312,0.999480687,ZBTB47
ENSG00000157119,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,KLHL40
ENSG00000010282,0.98585294,2.574501223,4.92343629,0.52290739,0.601038701,0.999480687,HHATL
ENSG00000244607,14.24814714,1.165916566,1.549651724,0.75237329,0.451826605,0.999480687,CCDC13
ENSG00000181061,8.28846756,0.213090078,1.95071986,0.109236637,0.913014802,0.999480687,HIGD1A
ENSG00000144648,10.03427363,0.168676819,1.791030592,0.094178636,0.924967255,0.999480687,ACKR2
ENSG00000240747,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,KRBOX1
ENSG00000180432,1.382730213,-1.033668583,4.826618092,-0.214160011,0.830422279,0.999480687,CYP8B1
ENSG00000182983,4.858388867,1.454002347,2.497193299,0.582254625,0.560395184,0.999480687,ZNF662
ENSG00000144649,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,FAM198A
ENSG00000144647,40.63193901,-0.276978747,0.983056532,-0.281752614,0.778133208,0.999480687,POMGNT2
ENSG00000163788,831.6425437,0.705858072,0.454768473,1.552126221,0.120632025,0.999480687,SNRK
ENSG00000160746,115.6826576,0.110091789,0.681385154,0.161570572,0.871644033,0.999480687,ANO10
ENSG00000011198,517.4099794,1.112873047,0.511841867,2.174251695,0.029686238,0.999480687,ABHD5
ENSG00000173769,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,TOPAZ1
ENSG00000179152,145.4416641,0.906120776,0.628046709,1.442760169,0.149088043,0.999480687,TCAIM
ENSG00000185219,326.2635731,0.429415548,0.51751057,0.82977155,0.406667959,0.999480687,ZNF445
ENSG00000178917,62.91220111,-0.149490056,0.847715177,-0.176344673,0.860023168,0.999480687,ZNF852
ENSG00000196345,18.81381154,0.356456321,1.390913405,0.256274992,0.797738506,0.999480687,ZKSCAN7
ENSG00000144792,2.14797456,-0.581769438,4.340688899,-0.134026983,0.893381238,0.999480687,ZNF660
ENSG00000186448,52.88819524,-0.889863257,0.891487881,-0.998177627,0.318193233,0.999480687,ZNF197
ENSG00000169981,23.25822376,-1.757592154,1.272556269,-1.381150835,0.167232588,0.999480687,ZNF35
ENSG00000196653,9.281475275,-0.912597322,1.94583909,-0.468999378,0.639070081,0.999480687,ZNF502
ENSG00000186446,4.917263446,-1.77872179,2.817898988,-0.631222694,0.527894926,0.999480687,ZNF501
ENSG00000163807,102.7530686,0.275245483,0.697506083,0.394613739,0.693127973,0.999480687,KIAA1143
ENSG00000169964,38.40647075,0.478696058,1.049892002,0.455947904,0.648427441,0.999480687,TMEM42
ENSG00000163810,12.09931538,0.922334132,1.668680518,0.552732606,0.580446523,0.999480687,TGM4
ENSG00000163812,460.6275247,0.242336592,0.49621124,0.488373846,0.625285063,0.999480687,ZDHHC3
ENSG00000075914,43.48480752,0.814625942,0.957985525,0.850353081,0.395128814,0.999480687,EXOSC7
ENSG00000163814,4.450528359,5.759742831,3.239849417,1.777781029,0.075439825,0.999480687,CDCP1
ENSG00000249992,51.39947338,-0.396364693,0.897969232,-0.441401196,0.658922576,0.999480687,TMEM158
ENSG00000011376,77.48882612,0.085142804,0.79076915,0.107670872,0.914256776,0.999480687,LARS2
ENSG00000144791,312.8895626,-0.196976597,0.527362437,-0.373512756,0.708766853,0.999480687,LIMD1
ENSG00000211456,252.0949434,0.146777882,0.557135865,0.263450787,0.792203151,0.999480687,SACM1L
ENSG00000163817,5.384495186,0.309210375,2.763036153,0.111909638,0.910895055,0.999480687,SLC6A20
ENSG00000163818,21.19619453,1.121409646,1.307944745,0.857383044,0.391233227,0.999480687,LZTFL1
ENSG00000173585,15.40131848,3.970509134,1.834503498,2.164350811,0.030437436,0.999480687,CCR9
ENSG00000163820,363.2487828,-0.035066521,0.533203198,-0.065765773,0.947564306,0.999480687,FYCO1
ENSG00000172215,84.62308074,0.229271741,0.796986717,0.287673228,0.773596885,0.999480687,CXCR6
ENSG00000173578,8.80578374,3.101181055,2.26063773,1.371816905,0.170120443,0.999480687,XCR1
ENSG00000183625,138.1996976,-0.883054911,0.677497218,-1.303407436,0.192435699,0.999480687,CCR3
ENSG00000163823,526.6704817,0.342494583,0.52050533,0.658003987,0.510535569,0.999480687,CCR1
ENSG00000121807,342.4127812,-1.18351781,0.733505116,-1.613509958,0.106633762,0.999480687,CCR2
ENSG00000160791,55.90820786,-1.094289002,0.870534404,-1.257031309,0.208742298,0.999480687,CCR5
ENSG00000121797,13.67780614,0.782525034,1.571212281,0.498039026,0.618456536,0.999480687,CCRL2
ENSG00000012223,496.9139693,-0.172766892,0.57669894,-0.299579001,0.764498304,0.999480687,LTF
ENSG00000163827,4.987617912,0.856199731,2.818779134,0.303748428,0.76131956,0.999480687,LRRC2
ENSG00000241186,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,TDGF1
ENSG00000178038,47.25683705,-1.777931436,0.972916705,-1.827424102,0.067636028,0.999480687,ALS2CL
ENSG00000181585,5.612649979,2.912316287,2.704272506,1.076931515,0.281510862,0.999480687,TMIE
ENSG00000206549,1.89013998,1.517699712,4.223763894,0.359323994,0.719352727,0.999480687,PRSS50
ENSG00000188086,1.97170588,3.103228809,4.847664231,0.640149289,0.522075548,0.999480687,PRSS45
ENSG00000178055,3.464675419,5.404129421,3.575343987,1.511499156,0.130661323,0.999480687,PRSS42
ENSG00000160808,2.957558819,3.434028358,4.215896241,0.814542902,0.415334005,0.999480687,MYL3
ENSG00000160801,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,PTH1R
ENSG00000160799,166.3952831,-0.692388624,0.622881592,-1.111589479,0.266314698,0.999480687,CCDC12
ENSG00000160796,4449.788297,0.261972351,0.422330301,0.620302048,0.535058947,0.999480687,NBEAL2
ENSG00000181555,809.6832109,0.309880717,0.458558083,0.675772008,0.499185409,0.999480687,SETD2
ENSG00000088727,16.2307658,0.616891653,1.489514265,0.414156257,0.678759675,0.999480687,KIF9
ENSG00000114648,204.5671252,-0.283978455,0.603841178,-0.470286666,0.638150223,0.999480687,KLHL18
ENSG00000114650,805.7588459,-0.111350027,0.474283073,-0.23477546,0.814383016,0.999480687,SCAP
ENSG00000163832,54.80629854,-0.303830398,0.880650743,-0.345006691,0.730089341,0.999480687,ELP6
ENSG00000114646,2.489377115,0.668148018,4.159833814,0.160618921,0.872393552,0.999480687,CSPG5
ENSG00000173473,485.141081,-0.207599515,0.489694951,-0.423936401,0.671612196,0.999480687,SMARCC1
ENSG00000132153,237.1703317,-0.473802473,0.577258715,-0.820780113,0.411771528,0.999480687,DHX30
ENSG00000047849,276.9263091,-0.700195412,0.536550228,-1.304995088,0.19189452,0.999480687,MAP4
ENSG00000164045,4.830437208,2.498989362,2.602503872,0.960225031,0.336941971,0.999480687,CDC25A
ENSG00000164047,50.4313533,-1.934702886,1.161043826,-1.666347852,0.095644151,0.999480687,CAMP
ENSG00000164048,86.08374035,-0.722484616,0.743966495,-0.971125206,0.331485933,0.999480687,ZNF589
ENSG00000172113,101.0905418,-0.223529469,0.702025235,-0.318406601,0.750176532,0.999480687,NME6
ENSG00000229453,0.564192588,-1.635159419,4.938512705,-0.331103617,0.74056622,0.999480687,SPINK8
ENSG00000164049,3.614794112,3.606474955,3.874159647,0.930905095,0.351902659,0.999480687,FBXW12
ENSG00000164050,6.124246343,2.437821068,2.313216108,1.053866545,0.291944022,0.999480687,PLXNB1
ENSG00000164051,15.3078163,0.536475204,1.497115321,0.358339265,0.720089437,0.999480687,CCDC51
ENSG00000232112,7.263386557,0.233223728,2.075332446,0.112378972,0.910522927,0.999480687,TMA7
ENSG00000164053,39.59282367,0.277312045,1.053969433,0.263112038,0.792464226,0.999480687,ATRIP
ENSG00000213689,124.4194908,0.335431672,0.657922707,0.509834466,0.610167437,0.999480687,TREX1
ENSG00000164054,1678.736581,0.635903345,0.452318336,1.405875674,0.159761046,0.999480687,SHISA5
ENSG00000114268,823.5768177,1.020201755,0.475969191,2.143419731,0.03207941,0.999480687,PFKFB4
ENSG00000114270,12.50531541,1.326227582,1.95319998,0.679002455,0.497136306,0.999480687,COL7A1
ENSG00000010256,312.7022638,-0.292829196,0.567296723,-0.516183479,0.605726268,0.999480687,UQCRC1
ENSG00000008300,28.47899941,0.708179198,1.159446648,0.610790672,0.541338169,0.999480687,CELSR3
ENSG00000213672,79.87625866,-0.512198475,0.763926587,-0.670481279,0.502551037,0.999480687,NCKIPSD
ENSG00000068745,190.5320539,0.463562192,0.636449669,0.728356404,0.466395443,0.999480687,IP6K2
ENSG00000114302,163.7258911,0.131963169,0.624246377,0.21139597,0.832578301,0.999480687,PRKAR2A
ENSG00000178537,100.2391731,-0.167083777,0.750703434,-0.222569619,0.823870484,0.999480687,SLC25A20
ENSG00000221883,13.55876502,-0.571262788,1.568469977,-0.364216591,0.715696279,0.999480687,ARIH2OS
ENSG00000177479,208.3692062,-0.274373221,0.578442184,-0.47433128,0.635263689,0.999480687,ARIH2
ENSG00000178467,124.632782,0.145973938,0.660398801,0.221039071,0.825062011,0.999480687,P4HTM
ENSG00000178252,260.8943656,-0.060678202,0.545601838,-0.111213338,0.911447175,0.999480687,WDR6
ENSG00000178149,59.07848809,-0.182167957,0.860476966,-0.211705792,0.832336569,0.999480687,DALRD3
ENSG00000178057,80.50267545,0.052318611,0.784834515,0.066661965,0.946850815,0.999480687,NDUFAF3
ENSG00000178035,139.7477957,-0.653271923,0.63604091,-1.027091046,0.304377595,0.999480687,IMPDH2
ENSG00000198218,345.9913401,-0.149544539,0.511963212,-0.292100165,0.77021004,0.999480687,QRICH1
ENSG00000172053,296.9925599,-0.901799426,0.565869221,-1.593653432,0.11101368,0.999480687,QARS
ENSG00000172046,525.8248728,-0.039134624,0.480054262,-0.081521251,0.935027425,0.999480687,USP19
ENSG00000172037,13.7585853,1.13418871,1.572291795,0.721360191,0.470687932,0.999480687,LAMB2
ENSG00000177352,132.2261911,-0.360634631,0.650379948,-0.554498385,0.579237811,0.999480687,CCDC71
ENSG00000185909,65.19936237,0.171319391,0.817711179,0.209510883,0.834049441,0.999480687,KLHDC8B
ENSG00000236980,0.98585294,2.574501223,4.92343629,0.52290739,0.601038701,0.999480687,C3orf84
ENSG00000173421,19.15723539,0.34942287,1.353764305,0.258112043,0.796320438,0.999480687,CCDC36
ENSG00000188315,187.5646083,0.417512308,0.585583255,0.712985395,0.475854795,0.999480687,C3orf62
ENSG00000114316,1223.088886,0.54028854,0.439934174,1.228112233,0.21940484,0.999480687,USP4
ENSG00000067560,2176.443247,-0.234189416,0.441388475,-0.530574379,0.595713754,0.999480687,RHOA
ENSG00000145022,75.6412381,-0.099378259,0.775473858,-0.128151656,0.898028957,0.999480687,TCTA
ENSG00000145020,78.95723207,0.524419155,0.784129296,0.668791687,0.503628371,0.999480687,AMT
ENSG00000145029,64.75537639,-0.914542819,0.824548925,-1.109143184,0.267368418,0.999480687,NICN1
ENSG00000173402,99.3535375,-0.144178832,0.707755386,-0.2037128,0.838577939,0.999480687,DAG1
ENSG00000164061,30.53882167,0.327658813,1.184767148,0.276559671,0.782118235,0.999480687,BSN
ENSG00000164062,292.0056433,-0.598239962,0.531709022,-1.125126595,0.260535393,0.999480687,APEH
ENSG00000173531,34.87293141,-0.370056756,1.065386099,-0.347345208,0.728331991,0.999480687,MST1
ENSG00000164068,1117.881963,-0.171380912,0.606849644,-0.282410831,0.777628511,0.999480687,RNF123
ENSG00000176095,761.1171178,0.321494608,0.463126916,0.694182515,0.487567756,0.999480687,IP6K1
ENSG00000185614,11.05098452,0.846455298,1.753959844,0.482596737,0.629382096,0.999480687,INKA1
ENSG00000183763,6.656072477,0.456814334,2.192697619,0.208334396,0.834967877,0.999480687,TRAIP
ENSG00000164078,3.331682884,0.937110368,3.595878218,0.260606815,0.794395734,0.999480687,MST1R
ENSG00000164077,40.16154177,0.445516416,1.01518676,0.438851681,0.66076901,0.999480687,MON1A
ENSG00000004534,312.4750344,-0.045050913,0.522205314,-0.0862705,0.931251389,0.999480687,RBM6
ENSG00000003756,669.6967998,0.38532976,0.473646087,0.813539415,0.415908858,0.999480687,RBM5
ENSG00000001617,3.943411759,3.682712166,3.736744105,0.985540369,0.324358712,0.999480687,SEMA3F
ENSG00000114349,1.97170588,3.103228809,4.847664231,0.640149289,0.522075548,0.999480687,GNAT1
ENSG00000114353,4597.368761,-0.137131881,0.431567064,-0.317753352,0.750672037,0.999480687,GNAI2
ENSG00000012171,16.67639469,1.408506887,1.458292066,0.965860625,0.334113927,0.999480687,SEMA3B
ENSG00000179564,1.457002822,-0.807800267,4.775731213,-0.169146929,0.865681073,0.999480687,LSMEM2
ENSG00000214706,130.0935768,-0.704210374,0.7253555,-0.970848604,0.331623675,0.999480687,IFRD2
ENSG00000186792,11.19695379,-0.732764517,1.722258878,-0.425467116,0.670496189,0.999480687,HYAL3
ENSG00000243477,34.77319033,0.217308861,1.061031945,0.204808971,0.837721378,0.999480687,NAA80
ENSG00000114378,51.25570291,0.386237765,0.932313493,0.414278853,0.678669899,0.999480687,HYAL1
ENSG00000068001,47.3421781,-0.55679639,0.938682722,-0.593167826,0.553068842,0.999480687,HYAL2
ENSG00000068028,293.9645137,-0.711249792,0.550529637,-1.291937334,0.196378847,0.999480687,RASSF1
ENSG00000004838,26.36314837,-1.297719273,1.36121969,-0.953350353,0.340412587,0.999480687,ZMYND10
ENSG00000114388,68.61474625,0.360016643,0.808207128,0.445450962,0.65599389,0.999480687,NPRL2
ENSG00000114395,38.70759005,0.279661818,1.017110904,0.274957054,0.783349233,0.999480687,CYB561D2
ENSG00000126062,141.0878271,0.309637667,0.633187901,0.489013871,0.624831877,0.999480687,TMEM115
ENSG00000007402,33.78098241,-0.692635059,1.062601312,-0.651829667,0.514511061,0.999480687,CACNA2D2
ENSG00000088543,22.63093282,-0.223758882,1.331090632,-0.168101913,0.866503104,0.999480687,C3orf18
ENSG00000114735,185.3441474,0.439496321,0.680026164,0.646293252,0.518089457,0.999480687,HEMK1
ENSG00000114737,261.5794305,-0.304745222,0.542412347,-0.561833123,0.574229723,0.999480687,CISH
ENSG00000114738,722.3872988,-0.560645666,0.471043973,-1.19021938,0.233960178,0.999480687,MAPKAPK3
ENSG00000088538,30.95897352,0.340440416,1.202989652,0.282995299,0.777180441,0.999480687,DOCK3
ENSG00000145050,49.58667633,-1.036044687,0.911330343,-1.136848669,0.255601554,0.999480687,MANF
ENSG00000259956,336.1345726,-0.810836828,0.527140196,-1.53818061,0.124004461,0.999480687,RBM15B
ENSG00000145041,145.9967504,-0.400843889,0.628052944,-0.638232641,0.523322252,0.999480687,DCAF1
ENSG00000164080,189.5623366,-0.322445067,0.619929368,-0.520131943,0.602971616,0.999480687,RAD54L2
ENSG00000164081,129.5978615,-0.758869646,0.65716085,-1.154770017,0.248184618,0.999480687,TEX264
ENSG00000164082,6.254780409,0.207993473,2.211296158,0.094059528,0.92506187,0.999480687,GRM2
ENSG00000214686,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,IQCF6
ENSG00000184345,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,IQCF2
ENSG00000114767,28.08326085,-0.118251191,1.198786653,-0.098642399,0.921422205,0.999480687,RRP9
ENSG00000180929,3.199474004,-4.655637335,3.703872985,-1.25696463,0.208766444,0.999480687,GPR62
ENSG00000090097,25.70149198,-0.257441309,1.187939212,-0.216712528,0.828432384,0.999480687,PCBP4
ENSG00000114779,59.40430835,-0.55795386,0.848981999,-0.657203405,0.511050137,0.999480687,ABHD14B
ENSG00000248487,16.51581105,0.972723489,1.445865969,0.672761867,0.501098801,0.999480687,ABHD14A
ENSG00000243989,4.221448313,-5.310916425,3.306128892,-1.606385171,0.108189307,0.999480687,ACY1
ENSG00000162244,735.4213611,-0.57114943,0.477940202,-1.195022782,0.232078129,0.999480687,RPL29
ENSG00000164086,261.0788519,-0.479271397,0.561505332,-0.853547366,0.393355833,0.999480687,DUSP7
ENSG00000164087,9.410611555,-1.197513591,1.881022,-0.636629232,0.52436638,0.999480687,POC1A
ENSG00000023330,194.0798366,0.358135542,0.585707487,0.611458023,0.5408964,0.999480687,ALAS1
ENSG00000239732,17.1578191,-2.063897876,1.482457279,-1.392214066,0.163857585,0.999480687,TLR9
ENSG00000247596,255.7739392,0.036177542,0.544766643,0.066409247,0.947052009,0.999480687,TWF2
ENSG00000164088,504.8955633,0.244648774,0.500665046,0.488647601,0.625091206,0.999480687,PPM1M
ENSG00000164091,807.2126715,-0.125100182,0.47070307,-0.265773033,0.790414013,0.999480687,WDR82
ENSG00000168237,72.80615663,0.471636631,0.786231145,0.599870196,0.548592747,0.999480687,GLYCTK
ENSG00000114841,616.8122519,-0.246862902,0.476724098,-0.517831808,0.604575623,0.999480687,DNAH1
ENSG00000163930,438.5148613,-0.236083853,0.501218698,-0.471019644,0.637626707,0.999480687,BAP1
ENSG00000010318,26.50533539,-0.364633712,1.22009698,-0.298856335,0.765049665,0.999480687,PHF7
ENSG00000010319,3.995131562,5.571344731,3.378983388,1.648822764,0.09918395,0.999480687,SEMA3G
ENSG00000010322,569.1590296,-0.336843142,0.47492316,-0.709258193,0.478164267,0.999480687,NISCH
ENSG00000010327,469.7311257,-1.81455068,0.679364053,-2.670954804,0.007563583,0.999480687,STAB1
ENSG00000168268,17.05210529,-1.135622887,1.427461532,-0.795554108,0.426291249,0.999480687,NT5DC2
ENSG00000168273,16.89379893,-1.178852209,1.491271667,-0.790501312,0.429235057,0.999480687,SMIM4
ENSG00000163939,332.180496,-0.057176824,0.518268503,-0.110322783,0.912153389,0.999480687,PBRM1
ENSG00000163938,53.35469583,-0.736317963,0.902295496,-0.816049694,0.414471714,0.999480687,GNL3
ENSG00000114902,68.73858742,0.730905254,0.804229679,0.908826513,0.363441709,0.999480687,SPCS1
ENSG00000114904,80.46334846,-0.313196488,0.762096331,-0.410967059,0.681096689,0.999480687,NEK4
ENSG00000055957,1.643088233,2.965099062,4.864969962,0.609479418,0.542206711,0.999480687,ITIH1
ENSG00000162267,8.349217355,2.735181739,2.011972971,1.359452526,0.174003236,0.999480687,ITIH3
ENSG00000055955,0.884933691,3.335154384,4.856192858,0.686783759,0.492219006,0.999480687,ITIH4
ENSG00000243696,2.038950571,-3.904346086,4.479777363,-0.871549135,0.38345439,0.999480687,
ENSG00000248592,1.019589384,0.26007363,4.828153126,0.053866069,0.95704187,0.999480687,TMEM110-MUSTN1
ENSG00000213533,13.04462908,-0.193158379,1.634890553,-0.11814759,0.905950716,0.999480687,STIMATE
ENSG00000272305,2.722273963,0.676479226,3.914373701,0.172819275,0.862793486,0.999480687,
ENSG00000163933,106.7333218,-0.403821171,0.692386528,-0.583230833,0.559737917,0.999480687,RFT1
ENSG00000163931,4434.290843,0.06958525,0.446588362,0.155815188,0.876178699,0.999480687,TKT
ENSG00000272886,209.3223537,0.092822329,0.581303997,0.159679495,0.873133554,0.999480687,DCP1A
ENSG00000157388,20.89888574,0.830065893,1.356695582,0.611829141,0.540650807,0.999480687,CACNA1D
ENSG00000016391,4.380667462,2.55358357,3.271008311,0.780671685,0.434995618,0.999480687,CHDH
ENSG00000056736,12.81144214,0.996397398,1.627331245,0.612289232,0.540346413,0.999480687,IL17RB
ENSG00000113812,98.57086893,-0.486582704,0.712508505,-0.682914942,0.494660592,0.999480687,ACTR8
ENSG00000113811,145.736922,-0.852332591,0.669471175,-1.273143076,0.202967276,0.999480687,SELENOK
ENSG00000157445,7.873057768,0.584781809,2.39073161,0.244603705,0.806763295,0.999480687,CACNA2D3
ENSG00000144771,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,LRTM1
ENSG00000114251,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,WNT5A
ENSG00000180376,64.80481121,0.667017194,0.846534144,0.787938914,0.430732438,0.999480687,CCDC66
ENSG00000163946,425.9620096,0.163204952,0.494108696,0.33030172,0.741171993,0.999480687,FAM208A
ENSG00000163947,436.0307189,-0.234890426,0.494718659,-0.474795971,0.634932405,0.999480687,ARHGEF3
ENSG00000157500,143.3885737,0.285358738,0.633051289,0.450767169,0.652157366,0.999480687,APPL1
ENSG00000239388,16.58980971,0.266084718,1.483806899,0.179325705,0.857681964,0.999480687,ASB14
ENSG00000174844,9.383319775,0.704906545,2.354230581,0.2994212,0.764618689,0.999480687,DNAH12
ENSG00000174840,159.4875743,-0.167783771,0.667607639,-0.251320928,0.801565996,0.999480687,PDE12
ENSG00000168374,180.9872682,0.097029192,0.59879947,0.162039543,0.871274715,0.999480687,ARF4
ENSG00000174839,179.0511737,0.584241237,0.618663991,0.944359532,0.344985954,0.999480687,DENND6A
ENSG00000163681,551.6235524,0.550561938,0.476663533,1.155032639,0.248077061,0.999480687,SLMAP
ENSG00000136068,259.0324937,-0.409812189,0.564247179,-0.726299047,0.467655463,0.999480687,FLNB
ENSG00000163687,0.984838005,-3.162422242,4.846461525,-0.652521892,0.514064555,0.999480687,DNASE1L3
ENSG00000163686,40.48041395,-0.78205626,1.006868189,-0.776721589,0.437323047,0.999480687,ABHD6
ENSG00000163684,66.28490924,0.860571004,0.832882327,1.033244404,0.301489538,0.999480687,RPP14
ENSG00000255154,5.1048735,-5.665051588,3.07199362,-1.844096144,0.06516913,0.999480687,HTD2
ENSG00000168297,438.021412,0.34763229,0.498945645,0.696733789,0.485969409,0.999480687,PXK
ENSG00000168291,92.82113131,-0.43461451,0.729661699,-0.595638377,0.551416834,0.999480687,PDHB
ENSG00000168301,15.31078448,-0.423338653,1.51367822,-0.279675461,0.779726507,0.999480687,KCTD6
ENSG00000168306,2.331381878,1.95090783,4.223960668,0.46186695,0.644176736,0.999480687,ACOX2
ENSG00000163689,0.328617647,1.642013671,4.979464343,0.32975709,0.741583513,0.999480687,C3orf67
ENSG00000189283,43.14179961,-1.612007492,0.999983599,-1.612033931,0.106954556,0.999480687,FHIT
ENSG00000144724,1.832141822,0.275850819,4.687729622,0.058845292,0.953075333,0.999480687,PTPRG
ENSG00000114405,4.040764838,-3.528371851,3.725208663,-0.947160863,0.343556815,0.999480687,C3orf14
ENSG00000163618,3.286176466,3.52398999,4.032024073,0.874000236,0.382118125,0.999480687,CADPS
ENSG00000163632,3.980609952,-0.975524614,2.711474309,-0.359776455,0.719014312,0.999480687,C3orf49
ENSG00000163635,948.0054692,0.499003366,0.464061444,1.075295894,0.282242274,0.999480687,ATXN7
ENSG00000163636,301.7295621,0.305903802,0.528498327,0.578816974,0.562712677,0.999480687,PSMD6
ENSG00000163638,2.300323526,3.224122855,4.697101746,0.686406859,0.492456581,0.999480687,ADAMTS9
ENSG00000151276,1.769867383,4.331915029,4.738189803,0.914255277,0.360582725,0.999480687,MAGI1
ENSG00000144741,35.13269693,-1.213306227,1.135933042,-1.068114213,0.285468996,0.999480687,SLC25A26
ENSG00000144749,155.0660747,0.267641134,0.626857117,0.426957159,0.669410532,0.999480687,LRIG1
ENSG00000163376,27.02519296,0.447922085,1.169717583,0.382931822,0.701770316,0.999480687,KBTBD8
ENSG00000172340,124.7650195,-0.034324927,0.660145317,-0.051996016,0.958531867,0.999480687,SUCLG2
ENSG00000183662,13.17757894,0.42463513,1.712817897,0.247916098,0.804199324,0.999480687,FAM19A1
ENSG00000163377,0.657235293,2.229456189,4.938509839,0.4514431,0.651670226,0.999480687,FAM19A4
ENSG00000163378,23.74147805,1.342390661,1.249719318,1.074153726,0.282753788,0.999480687,EOGT
ENSG00000144747,186.9663938,0.360025854,0.588615476,0.611648637,0.540770251,0.999480687,TMF1
ENSG00000144744,148.4240723,0.489588786,0.623472685,0.785261003,0.432300555,0.999480687,UBA3
ENSG00000144746,441.9155804,-0.132803959,0.497402193,-0.266995121,0.789472918,0.999480687,ARL6IP5
ENSG00000114541,91.26843282,0.723632416,0.793596789,0.911838891,0.361853534,0.999480687,FRMD4B
ENSG00000187098,13.36984994,0.869352645,1.589834082,0.546819731,0.584502586,0.999480687,MITF
ENSG00000114861,1026.959772,0.501865688,0.474034442,1.058711444,0.289731214,0.999480687,FOXP1
ENSG00000163412,843.0099383,0.695290302,0.464100676,1.498145421,0.134095472,0.999480687,EIF4E3
ENSG00000170837,148.573045,0.079074906,0.727204337,0.108738221,0.913410126,0.999480687,GPR27
ENSG00000163421,1021.474201,0.134630344,0.676282369,0.19907416,0.842204734,0.999480687,PROK2
ENSG00000163602,610.1066268,0.432226036,0.506494293,0.853368028,0.393455246,0.999480687,RYBP
ENSG00000144736,50.57045855,-0.539417069,0.90317639,-0.597244431,0.550344199,0.999480687,SHQ1
ENSG00000172986,0.98585294,2.574501223,4.92343629,0.52290739,0.601038701,0.999480687,GXYLT2
ENSG00000163605,222.6131575,0.724348094,0.565133047,1.281730201,0.199937307,0.999480687,PPP4R2
ENSG00000255423,27.47005434,0.080378514,1.155343868,0.069571074,0.944535061,0.999480687,EBLN2
ENSG00000227124,35.17637697,-1.228014623,1.146566108,-1.071036912,0.284152833,0.999480687,ZNF717
ENSG00000185008,2.300323526,3.224122855,4.697101746,0.686406859,0.492456581,0.999480687,ROBO2
ENSG00000169855,1.870786631,4.152360781,4.646313815,0.893689266,0.37148817,0.999480687,ROBO1
ENSG00000114480,135.4905429,0.716206371,0.640346185,1.11846746,0.263367397,0.999480687,GBE1
ENSG00000175161,1.535662432,-0.367798767,4.809153032,-0.076478907,0.939038095,0.999480687,CADM2
ENSG00000083937,114.1493948,0.482242738,0.676360615,0.71299648,0.475847935,0.999480687,CHMP2B
ENSG00000064835,0.683095195,2.417145795,4.915445745,0.491744985,0.622899633,0.999480687,POU1F1
ENSG00000163320,393.4342771,-0.153799587,0.502455432,-0.306095979,0.759531569,0.999480687,CGGBP1
ENSG00000175105,48.39157273,0.325796334,0.924955406,0.352229234,0.724666354,0.999480687,ZNF654
ENSG00000179021,46.06887576,-0.28391423,0.948420442,-0.29935482,0.764669331,0.999480687,C3orf38
ENSG00000184500,11.75352583,2.410518965,2.045708372,1.178329716,0.238665185,0.999480687,PROS1
ENSG00000169379,15.16783221,1.891653369,1.548259529,1.221793461,0.221785742,0.999480687,ARL13B
ENSG00000178750,4.028868007,3.714173896,3.112395323,1.193349016,0.232732713,0.999480687,STX19
ENSG00000178700,33.45501814,-0.754782786,1.077660825,-0.700389927,0.483683825,0.999480687,DHFR2
ENSG00000178694,118.5648589,0.244928311,0.708840886,0.345533555,0.729693289,0.999480687,NSUN3
