,no.vs.notx,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11789,ENSG00000012061,142.9964633,-0.286711792,0.140748997,-2.037043234,0.04164571,0.82213453
11790,ENSG00000125740,24.64605248,0.345902332,0.395025846,0.875644809,0.381223158,0.971053785
11791,ENSG00000125744,47.63797122,0.109980672,0.287428752,0.382636293,0.701989456,0.993936736
11792,ENSG00000213889,35.96237859,-0.197378457,0.316904657,-0.622832302,0.533394729,0.986508026
11793,ENSG00000125753,3179.995063,0.031214252,0.158903137,0.196435718,0.844269142,0.998439576
11794,ENSG00000125741,237.209741,0.058749287,0.110198286,0.533123414,0.593948152,0.991846699
11795,ENSG00000125746,170.8153171,0.093114291,0.168732898,0.551844318,0.581055021,0.991695718
11796,ENSG00000010310,30.62497756,0.18753803,0.32286247,0.580860419,0.561334531,0.990233021
11797,ENSG00000125743,85.45758878,-0.232987344,0.250026368,-0.93185109,0.351413487,0.969839461
11798,ENSG00000011478,33.48111607,-0.165536021,0.280009025,-0.591181018,0.55439914,0.989671191
11799,ENSG00000177051,223.0170783,0.087174947,0.125857357,0.692648795,0.488529981,0.978885992
11800,ENSG00000104936,53.13956932,0.343890371,0.267168717,1.287165561,0.198036588,0.933636941
11801,ENSG00000185800,147.5945125,0.369157603,0.154798342,2.38476458,0.017090054,0.749637574
11802,ENSG00000125755,634.1316671,0.130256043,0.08836599,1.474051752,0.140467658,0.92446394
11803,ENSG00000170604,246.3636654,0.063946608,0.133643015,0.478488217,0.632302759,0.993936736
11804,ENSG00000176182,87.6210192,0.203648691,0.177049618,1.150235137,0.250047038,0.954841726
11805,ENSG00000104983,106.4702382,0.009750781,0.182216623,0.053512026,0.957323949,0.999331445
11806,ENSG00000008438,275.8548478,-0.245896097,0.345765548,-0.711164251,0.476982459,0.978315746
11807,ENSG00000204869,8.745645194,1.276247942,0.634702762,2.010780508,0.044348646,0.827494238
11808,ENSG00000011485,184.7959863,0.103763214,0.150895995,0.687647232,0.491674957,0.978885992
11809,ENSG00000230510,8.698081728,0.992567751,0.576568683,1.721508261,0.085158635,0.897313655
11810,ENSG00000204851,8.494721616,1.056752221,0.685296436,1.542036651,0.123064688,0.916946994
11811,ENSG00000160014,1282.341487,-0.009363628,0.103782637,-0.090223451,0.928109649,0.999331445
11812,ENSG00000160013,88.86518098,0.259282388,0.203919133,1.271496127,0.203552205,0.93744967
11813,ENSG00000105287,1334.157076,0.174010691,0.126918271,1.371045237,0.170360855,0.926051041
11814,ENSG00000090372,743.8716992,-0.007979772,0.127270702,-0.062699206,0.95000603,0.999331445
11815,ENSG00000181027,164.4061678,0.054555332,0.154963116,0.352053659,0.724798021,0.993936736
11816,ENSG00000105281,728.1847504,0.018100607,0.365166135,0.049568143,0.960466534,0.999331445
11817,ENSG00000042753,304.0070752,-0.18400941,0.198122692,-0.928764943,0.353010916,0.969839461
11818,ENSG00000160007,494.045628,0.022864184,0.115354755,0.198207554,0.842882678,0.998439576
11819,ENSG00000130751,16.2336138,-0.187474704,0.45969817,-0.407821297,0.683404877,0.993936736
11820,ENSG00000130748,62.91972904,-0.068859704,0.217718625,-0.316278424,0.751791187,0.993936736
11821,ENSG00000130749,831.3669676,0.133665803,0.118280908,1.130070822,0.258446383,0.959371175
11822,ENSG00000142230,211.8184115,-0.107188829,0.142138978,-0.754112842,0.450781467,0.973509277
11823,ENSG00000105327,222.1242429,0.005486331,0.159812575,0.034329781,0.972614177,0.999377886
11824,ENSG00000105321,278.033219,0.222079844,0.127121988,1.746982144,0.080640436,0.892643941
11825,ENSG00000257704,99.29608836,0.251572448,0.22053497,1.140737217,0.253979294,0.958541598
11826,ENSG00000197405,2623.822145,0.021635292,0.195300864,0.110779294,0.911791365,0.999331445
11827,ENSG00000134830,1060.591697,0.039667093,0.191735231,0.206884738,0.836099876,0.998439576
11828,ENSG00000134815,991.4721887,0.128507049,0.153151452,0.839084759,0.401421748,0.971960494
11829,ENSG00000118162,27.28411157,-0.175308925,0.263187421,-0.666099181,0.505347708,0.98039072
11830,ENSG00000105402,431.0301499,-0.103810913,0.153837666,-0.674808165,0.499797652,0.98039072
11831,ENSG00000063169,352.9753286,0.251938996,0.108977999,2.311833571,0.020786857,0.761811346
11832,ENSG00000105373,2415.533304,-0.213117049,0.133689501,-1.594119569,0.110909257,0.916946994
11833,ENSG00000178980,119.764271,-0.10274878,0.178193155,-0.576614628,0.564199815,0.990233021
11834,ENSG00000105507,7.991365427,-0.275284207,0.653601361,-0.421180591,0.673623216,0.993936736
11835,ENSG00000105499,21.80750932,0.236385722,0.530297628,0.445760475,0.655770275,0.993936736
11836,ENSG00000105486,163.2988147,0.352699908,0.165204009,2.134935524,0.032766277,0.812939073
11837,ENSG00000185453,81.37154394,-0.004252083,0.171318156,-0.024819801,0.980198697,0.999377886
11838,ENSG00000178150,9.98616787,0.762955038,0.487083104,1.566375496,0.117260736,0.916946994
11839,ENSG00000105483,1724.394271,0.143607558,0.095261901,1.50750254,0.131681893,0.917738832
11840,ENSG00000105479,7.000051302,1.252006986,0.648450986,1.930765798,0.053512022,0.855275275
11841,ENSG00000142227,711.113863,0.01921876,0.117671013,0.163326201,0.870261606,0.999331445
11842,ENSG00000161558,50.95708089,-0.051832817,0.206106668,-0.251485396,0.801438852,0.997107869
11843,ENSG00000105438,240.414164,-0.240014209,0.128076151,-1.873996107,0.060930962,0.869349843
11844,ENSG00000105464,14.90712022,-0.067009204,0.386003793,-0.173597267,0.86218198,0.999331445
11845,ENSG00000105447,159.2329294,-0.009449684,0.171947158,-0.05495691,0.956172793,0.999331445
11846,ENSG00000182324,12.39181165,0.239676116,0.520951307,0.460073932,0.645463154,0.993936736
11847,ENSG00000105443,267.078257,-0.018723364,0.11748244,-0.159371597,0.873376115,0.999331445
11848,ENSG00000142235,73.44362004,0.230169277,0.251769105,0.914207791,0.360607671,0.969839461
11849,ENSG00000088002,22.00721868,0.513093744,0.46478015,1.103949347,0.269615111,0.959371175
11850,ENSG00000063177,2075.727322,-0.121383855,0.126973904,-0.955974819,0.339084957,0.965268311
11851,ENSG00000063176,127.9967568,0.033904459,0.169542194,0.199976526,0.84149894,0.998439576
11852,ENSG00000105516,216.2588748,-0.083513192,0.14524905,-0.574965498,0.565314631,0.990233021
11853,ENSG00000063180,27.43197085,0.020616886,0.271543956,0.075924674,0.939479027,0.999331445
11854,ENSG00000142233,7.484568367,0.062454912,0.640221556,0.09755203,0.922288018,0.999331445
11855,ENSG00000176920,23.1402576,-0.017030122,0.36051337,-0.047238531,0.962323119,0.999331445
11856,ENSG00000176909,12.02224056,1.372953624,0.568008632,2.417135141,0.015643208,0.749637574
11857,ENSG00000105552,75.58181609,0.044931965,0.207180852,0.216873156,0.828307198,0.998439576
11858,ENSG00000087074,759.1698219,0.13004384,0.17049189,0.762756755,0.445608476,0.973509277
11859,ENSG00000104804,10.77149689,0.369806746,0.640128567,0.577706987,0.563461961,0.990233021
11860,ENSG00000104805,1162.146678,0.020142719,0.190086513,0.105966058,0.915609282,0.999331445
11861,ENSG00000087088,261.9257919,-0.080733582,0.101002576,-0.799322008,0.424103721,0.973509277
11862,ENSG00000087086,10124.29447,-0.102384468,0.240624621,-0.425494562,0.670476185,0.993936736
11863,ENSG00000104812,280.6579025,-0.026885969,0.116481652,-0.230817205,0.817456814,0.998439576
11864,ENSG00000183207,143.1111443,-0.232160182,0.142100295,-1.63377692,0.1023057,0.916946994
11865,ENSG00000104852,1340.724228,0.28171061,0.101830228,2.766473338,0.005666622,0.611995158
11866,ENSG00000104863,12.94546133,0.332069262,0.441425687,0.752265378,0.451891484,0.973509277
11867,ENSG00000177380,16.49304224,-0.063766341,0.472738342,-0.134887179,0.892701076,0.999331445
11868,ENSG00000130529,19.22231752,-0.316955061,0.384942448,-0.823382982,0.410290237,0.973461059
11869,ENSG00000063127,63.85942716,0.012726601,0.186854003,0.068109865,0.945698178,0.999331445
11870,ENSG00000104894,2056.379386,0.000475863,0.084041041,0.005662265,0.99548219,0.99955869
11871,ENSG00000074219,16.32174193,-0.250417238,0.374741646,-0.668239682,0.503980609,0.98039072
11872,ENSG00000104872,157.8994499,0.186035411,0.141075377,1.318695125,0.187271057,0.932345463
11873,ENSG00000161618,171.9514751,-0.100652267,0.147936824,-0.680373315,0.496268113,0.98039072
11874,ENSG00000090554,29.37346504,-0.009373508,0.335762649,-0.027917067,0.977728296,0.999377886
11875,ENSG00000142541,3215.256469,-0.239067563,0.170731597,-1.400253776,0.161437338,0.926051041
11876,ENSG00000142534,2533.209782,-0.11645501,0.148568654,-0.783846437,0.433130222,0.973509277
11877,ENSG00000104870,1658.161136,0.008218653,0.141765161,0.057973713,0.953769567,0.999331445
11878,ENSG00000142552,186.1048039,0.402546251,0.243431181,1.65363471,0.098201756,0.916946994
11879,ENSG00000142546,625.4438915,-0.116120708,0.130386589,-0.890587818,0.373150337,0.971053785
11880,ENSG00000126460,5.780966838,-1.883189745,0.750404918,-2.509564769,0.012088005,0.730977662
11881,ENSG00000126464,681.695483,0.188688515,0.130729177,1.443354269,0.1489207,0.924874813
11882,ENSG00000126458,94.5133426,0.208578158,0.226608654,0.920433328,0.357346359,0.969839461
11883,ENSG00000126461,607.1275001,0.18711632,0.122776997,1.524034013,0.127500215,0.916946994
11884,ENSG00000126456,389.1443361,0.035173098,0.107133456,0.328311057,0.742676485,0.993936736
11885,ENSG00000126453,43.91116404,0.248941708,0.256611575,0.970110985,0.331991174,0.964255927
11886,ENSG00000126457,229.891877,0.124717484,0.131107817,0.95125895,0.34147294,0.965950913
11887,ENSG00000126467,8.574405343,1.120800285,0.810796776,1.382344278,0.166866017,0.926051041
11888,ENSG00000196961,2872.328881,0.114094279,0.291952412,0.390797522,0.695946907,0.993936736
11889,ENSG00000010361,91.29162249,-0.017635673,0.191558262,-0.092064276,0.926646972,0.999331445
11890,ENSG00000104973,1289.885176,-0.074865559,0.218264898,-0.3430032,0.731596053,0.993936736
11891,ENSG00000104960,173.1212111,-0.0015787,0.160853275,-0.009814536,0.992169259,0.99955869
11892,ENSG00000039650,300.7301443,0.119082995,0.128256836,0.928472888,0.353162325,0.969839461
11893,ENSG00000204673,440.3512785,0.001058315,0.184429633,0.005738315,0.995421512,0.99955869
11894,ENSG00000104946,364.8732951,0.027118893,0.136902071,0.198089721,0.842974867,0.998439576
11895,ENSG00000104951,21.08374596,0.323754217,0.403612093,0.802142012,0.422470815,0.973509277
11896,ENSG00000213024,354.4588215,0.105841957,0.124775322,0.848260342,0.396292998,0.971960494
11897,ENSG00000169136,44.38208663,-0.282134241,0.276481592,-1.020444939,0.30751749,0.961063605
11898,ENSG00000161640,9.247616957,-0.336665246,0.740640793,-0.454559416,0.649426237,0.993936736
11899,ENSG00000105053,665.3441725,-0.12041845,0.089389837,-1.347115678,0.177942979,0.931875939
11900,ENSG00000142528,59.74666606,0.117972725,0.243737533,0.484015421,0.628374925,0.993936736
11901,ENSG00000131398,73.5735407,0.170447149,0.24115525,0.706794271,0.479694335,0.978315746
11902,ENSG00000131408,625.1897068,0.028256753,0.098141411,0.287918758,0.773408928,0.99455917
11903,ENSG00000131400,23.32843152,-0.660040326,0.351345913,-1.87860539,0.060298395,0.869349843
11904,ENSG00000062822,131.0776321,0.077507838,0.167155564,0.463686855,0.642872116,0.993936736
11905,ENSG00000269404,53.41125814,-0.863264378,0.320869013,-2.690394973,0.00713675,0.647378809
11906,ENSG00000161671,296.4198604,-0.018410233,0.112186194,-0.164104268,0.869649062,0.999331445
11907,ENSG00000161677,106.2405741,0.043037856,0.160730861,0.267763486,0.788881378,0.995496647
11908,ENSG00000204653,32.39976274,-0.089270032,0.276879,-0.322415321,0.747138079,0.993936736
11909,ENSG00000131409,7.562035362,1.053966612,0.618575687,1.703860391,0.088407172,0.90489349
11910,ENSG00000161681,7.265375581,1.792017872,0.980946882,1.826824577,0.067726149,0.870488641
11911,ENSG00000105472,25.20754315,-0.016285852,0.377054815,-0.043192267,0.965548269,0.999331445
11912,ENSG00000142513,19.04148298,-0.192352803,0.396141052,-0.485566447,0.627274591,0.993936736
11913,ENSG00000167747,62.06607087,-0.156437234,0.225631974,-0.693329192,0.488102987,0.978885992
11914,ENSG00000142544,90.34524781,-0.199132431,0.173204242,-1.149697198,0.250268609,0.955036854
11915,ENSG00000129450,821.7997914,0.061838558,0.173460304,0.356499768,0.721466325,0.993936736
11916,ENSG00000168995,131.0436524,-0.010661116,0.188905069,-0.05643637,0.954994184,0.999331445
11917,ENSG00000105383,213.6413123,0.011720589,0.198066498,0.05917502,0.952812706,0.999331445
11918,ENSG00000105379,40.09271045,0.51116473,0.215293778,2.374266159,0.01758387,0.749637574
11919,ENSG00000160318,50.10899733,0.031572055,0.322317724,0.097953207,0.92196945,0.999331445
11920,ENSG00000105374,658.7082732,-0.358010112,0.243301678,-1.471465855,0.141165175,0.92446394
11921,ENSG00000105370,12.59296579,-0.495388703,0.557655855,-0.888341257,0.374357213,0.971053785
11922,ENSG00000262874,28.13073268,0.0163286,0.452145434,0.036113601,0.971191778,0.999377886
11923,ENSG00000142512,325.0092442,0.136370412,0.20573352,0.66284975,0.507426787,0.98039072
11924,ENSG00000105366,46.35656499,-0.594023192,0.516905546,-1.149190982,0.250477239,0.955122774
11925,ENSG00000105492,10.60023566,-0.811926254,0.568272249,-1.428762809,0.153072418,0.925037519
11926,ENSG00000105497,78.57002981,0.008784676,0.171444908,0.05123906,0.959135027,0.999331445
11927,ENSG00000105501,116.5013766,-0.022396475,0.325883006,-0.068725508,0.945208114,0.999331445
11928,ENSG00000254415,365.0122763,0.126929549,0.307316664,0.413025272,0.679588098,0.993936736
11929,ENSG00000182310,97.19969199,0.274059986,0.232728392,1.177595837,0.23895777,0.954113172
11930,ENSG00000105509,22.37054459,-0.783652261,0.43547338,-1.799541134,0.071933123,0.872095678
11931,ENSG00000171051,4688.13454,-0.000415174,0.202541014,-0.002049829,0.998364475,0.99955869
11932,ENSG00000171049,1329.022916,-0.115658766,0.21987667,-0.526016544,0.598876712,0.992152524
11933,ENSG00000187474,12.64714174,-0.283324902,0.603003183,-0.469856395,0.63845762,0.993936736
11934,ENSG00000161551,64.73501229,0.034859854,0.224083317,0.155566484,0.876374745,0.999331445
11935,ENSG00000176024,40.87198828,0.307264266,0.232396966,1.322152654,0.186117323,0.932345463
11936,ENSG00000198093,52.82736838,-0.429664298,0.245949314,-1.74696278,0.080643795,0.892643941
11937,ENSG00000256683,151.872489,-0.068298418,0.148924146,-0.458612116,0.646512734,0.993936736
11938,ENSG00000197619,56.40279517,0.14031764,0.204764749,0.685262678,0.493178179,0.979190833
11939,ENSG00000142556,46.71934935,-0.429146664,0.245733313,-1.746391887,0.080742879,0.892643941
11940,ENSG00000256087,51.76279493,-0.210059655,0.247835905,-0.847575555,0.396674393,0.971960494
11941,ENSG00000197608,118.9763856,0.151171349,0.164863134,0.916950595,0.35916853,0.969839461
11942,ENSG00000204611,47.24001879,0.54393066,0.204139403,2.664505981,0.00771015,0.668409811
11943,ENSG00000196267,67.74318142,0.081955281,0.217584027,0.376660372,0.706426016,0.993936736
11944,ENSG00000105568,801.7993742,0.055431888,0.09062635,0.611653104,0.540767295,0.986508026
11945,ENSG00000196214,139.1673501,-0.010982198,0.136416809,-0.080504725,0.935835839,0.999331445
11946,ENSG00000198464,55.23401612,0.086374793,0.239984612,0.359918048,0.71890842,0.993936736
11947,ENSG00000167554,9.072459493,0.003047613,0.638621879,0.004772172,0.996192372,0.99955869
11948,ENSG00000221923,34.299617,-0.167416053,0.327742788,-0.510815369,0.609480347,0.993936736
11949,ENSG00000167555,107.4311548,-0.004133641,0.232917418,-0.01774724,0.985840494,0.99955869
11950,ENSG00000258405,6.69389334,-0.268186726,0.635202857,-0.422206423,0.672874354,0.993936736
11951,ENSG00000198482,224.995927,0.051640826,0.14009188,0.368621119,0.712410152,0.993936736
11952,ENSG00000167562,184.0686718,-0.055937681,0.153406106,-0.364637904,0.715381717,0.993936736
11953,ENSG00000167766,238.9228266,-0.13929359,0.151128485,-0.921689842,0.356690381,0.969839461
11954,ENSG00000213020,311.4642605,-0.053031943,0.121097475,-0.437927734,0.661438671,0.993936736
11955,ENSG00000189190,101.1430849,0.186910732,0.25991025,0.719135671,0.472057331,0.976841673
11956,ENSG00000198538,41.97810341,-0.414762335,0.273560205,-1.516164732,0.129477703,0.916946994
11957,ENSG00000204604,85.05267562,-0.24338597,0.187672996,-1.296861963,0.194678686,0.933636941
11958,ENSG00000182986,92.01595934,-0.053057874,0.180482004,-0.29397875,0.768774141,0.99455917
11959,ENSG00000213793,11.28163389,0.377296274,0.525951962,0.717358812,0.473152727,0.976841673
11960,ENSG00000180257,39.61732563,0.07304526,0.320695931,0.227771084,0.819824207,0.998439576
11961,ENSG00000170949,296.8069032,0.108093794,0.132983053,0.812838869,0.416310447,0.973509277
11962,ENSG00000170954,10.37223115,1.277743738,0.655440531,1.949442667,0.051242583,0.844310182
11963,ENSG00000197937,81.37714235,-0.20029994,0.204244201,-0.980688503,0.326746375,0.964255927
11964,ENSG00000197497,25.68595737,0.503417552,0.356170775,1.413416224,0.157533378,0.925037519
11965,ENSG00000197928,25.82284455,-0.189204602,0.430329805,-0.439673477,0.660173615,0.993936736
11966,ENSG00000213799,73.36209282,-0.456834777,0.219494329,-2.081305604,0.037405943,0.816733884
11967,ENSG00000203326,68.92554526,0.041274484,0.243963368,0.16918312,0.865652607,0.999331445
11968,ENSG00000196417,83.30906182,-0.067469561,0.250479564,-0.269361539,0.78765148,0.9953533
11969,ENSG00000160336,61.80171163,-0.06083101,0.233398189,-0.260631887,0.794376397,0.996501387
11970,ENSG00000198346,38.31204588,-0.230520004,0.267069092,-0.863147442,0.388056406,0.971960494
11971,ENSG00000130844,105.5886531,-0.046546194,0.187267711,-0.248554297,0.803705565,0.997503359
11972,ENSG00000142405,1469.596339,-0.07273717,0.169570779,-0.428948726,0.667960539,0.993936736
11973,ENSG00000179820,1591.835977,0.212120501,0.205177451,1.033839247,0.301211321,0.959371175
11974,ENSG00000142408,34.79708184,-0.320521516,0.407185902,-0.787162607,0.431186684,0.973509277
11975,ENSG00000130433,12.28345692,-0.280734968,0.580498964,-0.483609766,0.628662843,0.993936736
11976,ENSG00000189068,55.90572953,-0.427845997,0.344633724,-1.241451337,0.214439065,0.948316465
11977,ENSG00000170909,505.7416426,0.002995574,0.176170479,0.017003834,0.986433557,0.99955869
11978,ENSG00000170906,113.3970678,-0.000690838,0.128410175,-0.005379935,0.995707453,0.99955869
11979,ENSG00000105619,49.16100931,0.165112056,0.211179675,0.781855811,0.434299317,0.973509277
11980,ENSG00000105618,75.8546073,0.244204687,0.194138456,1.257889305,0.208431792,0.943013027
11981,ENSG00000088038,533.6276891,0.098450861,0.114398447,0.860596132,0.389460517,0.971960494
11982,ENSG00000105617,82.47776504,-0.181638909,0.161743906,-1.123003106,0.261436175,0.959371175
11983,ENSG00000167608,42.42245674,-0.039702741,0.27371118,-0.145053414,0.884668699,0.999331445
11984,ENSG00000125505,3529.23609,0.112729834,0.190416829,0.592016132,0.553839786,0.989671191
11985,ENSG00000170892,542.9082402,-0.054950593,0.177593019,-0.309418656,0.75700308,0.993936736
11986,ENSG00000170889,2505.108315,-0.386061147,0.154935651,-2.491751548,0.012711492,0.730977662
11987,ENSG00000204577,930.5563355,0.042943201,0.195663597,0.219474657,0.826280319,0.998439576
11988,ENSG00000244482,269.3116431,0.057240391,0.250143819,0.228829925,0.819001107,0.998439576
11989,ENSG00000131042,1544.4851,-0.074711079,0.161168755,-0.463558086,0.64296439,0.993936736
11990,ENSG00000187116,499.8296119,-0.552139788,0.23383381,-2.361248737,0.01821351,0.749637574
11991,ENSG00000239961,18.00035306,0.39014768,0.509075347,0.766384942,0.44344729,0.973509277
11992,ENSG00000167613,477.9779981,-0.273012506,0.127133445,-2.147448347,0.031757605,0.806692992
11993,ENSG00000167614,70.26554347,0.101039585,0.224899514,0.449265463,0.653240169,0.993936736
11994,ENSG00000167615,2156.330464,0.164776196,0.101962224,1.616051415,0.106083197,0.916946994
11995,ENSG00000275183,48.69189217,-0.204793313,0.234034166,-0.875057334,0.38154271,0.971053785
11996,ENSG00000167618,10.4034025,-0.170640307,0.566737231,-0.30109246,0.76334399,0.99455917
11997,ENSG00000239998,941.9598344,-0.022625586,0.17064344,-0.132589836,0.894517771,0.999331445
11998,ENSG00000104974,791.4880516,-0.00323433,0.146794722,-0.02203301,0.982421624,0.999377886
11999,ENSG00000104972,460.7189607,-0.029888901,0.191542268,-0.156043369,0.875998837,0.999331445
12000,ENSG00000186818,72.87982785,-0.224428709,0.24924358,-0.900439277,0.367886527,0.970956301
12001,ENSG00000243772,9.077696939,-0.682755268,0.600929514,-1.13616531,0.255887386,0.958981256
12002,ENSG00000167633,12.21415811,0.000760003,0.683121577,0.001112544,0.999112319,0.999709517
12003,ENSG00000125498,6.03605951,-1.462799791,0.766960507,-1.907268728,0.056485798,0.86538607
12004,ENSG00000189013,5.607615771,-0.240239465,0.717675344,-0.334746717,0.737816158,0.993936736
12005,ENSG00000186431,328.2292198,0.082729864,0.264219479,0.31311039,0.754196796,0.993936736
12006,ENSG00000189430,71.36769568,-0.337610448,0.277065961,-1.218520122,0.223026383,0.949013905
12007,ENSG00000167634,19.07608999,-0.95220845,0.413993024,-2.300059169,0.021444868,0.775651813
12008,ENSG00000022556,46.96933476,0.30147569,0.37478577,0.804394706,0.421169058,0.973509277
12009,ENSG00000088053,63.17002864,0.449507201,0.278368829,1.61479,0.10635618,0.916946994
12010,ENSG00000160439,81.89011589,-0.121607909,0.215530421,-0.564226192,0.572600205,0.9907667
12011,ENSG00000131037,30.5562145,-0.351976317,0.308771668,-1.139924265,0.254317855,0.958541598
12012,ENSG00000125503,809.1122214,0.05716408,0.087448001,0.653692241,0.513310103,0.98078938
12013,ENSG00000105048,25.25773274,-0.72200819,0.626816976,-1.151864449,0.249376779,0.954820021
12014,ENSG00000180089,52.28044084,0.360354899,0.364160663,0.989549215,0.322394503,0.964255927
12015,ENSG00000105063,1913.701175,0.12991503,0.136637209,0.950802718,0.341704533,0.965950913
12016,ENSG00000133265,81.55743494,0.158223027,0.192468365,0.822072898,0.411035409,0.973461059
12017,ENSG00000160469,6.879620121,0.501110378,0.695396605,0.720610907,0.471148941,0.976841673
12018,ENSG00000180061,79.59204418,-0.052374887,0.286361925,-0.182897522,0.854878427,0.998824978
12019,ENSG00000133247,82.63980325,0.03618068,0.189907807,0.190517074,0.848903965,0.998577012
12020,ENSG00000233493,36.45706697,-0.344550957,0.230336107,-1.495861689,0.134689702,0.922509674
12021,ENSG00000108107,3816.907519,-0.104366123,0.100951412,-1.033825297,0.301217843,0.959371175
12022,ENSG00000108106,127.0858688,-0.097409278,0.185207822,-0.525945813,0.598925857,0.992152524
12023,ENSG00000187902,64.99627841,0.584996118,0.55168399,1.060382626,0.288970563,0.959371175
12024,ENSG00000063241,40.73260258,0.159902005,0.270305735,0.591559795,0.554145403,0.989671191
12025,ENSG00000197483,124.3943923,-0.272096811,0.149107534,-1.824836096,0.068025767,0.870488641
12026,ENSG00000090971,16.30526501,0.267257389,0.347907223,0.768185802,0.442376808,0.973509277
12027,ENSG00000179954,9.783482736,-0.93423179,0.580804958,-1.608512079,0.107723073,0.916946994
12028,ENSG00000218891,55.7661923,-0.016006211,0.25393171,-0.063033527,0.949739807,0.999331445
12029,ENSG00000179943,111.772247,0.044052868,0.158188598,0.278483204,0.780641457,0.99455917
12030,ENSG00000171443,115.2732236,0.097594471,0.163115231,0.598316112,0.549629028,0.987871687
12031,ENSG00000261221,502.7559862,-0.026429911,0.102068028,-0.25894407,0.795678394,0.996501387
12032,ENSG00000179922,91.4371542,0.112969448,0.185918914,0.607627517,0.543434546,0.986508026
12033,ENSG00000213015,140.2873689,0.164274604,0.157685361,1.041787287,0.29751031,0.959371175
12034,ENSG00000171425,96.37707473,-0.108659008,0.167674944,-0.648033666,0.516963176,0.982567535
12035,ENSG00000173581,31.39211721,-0.131824729,0.294197689,-0.448082136,0.65409392,0.993936736
12036,ENSG00000063244,908.2020561,0.089761886,0.076068629,1.18001187,0.237995494,0.954113172
12037,ENSG00000063245,1066.260784,0.042344137,0.11697851,0.36198219,0.71736534,0.993936736
12038,ENSG00000142409,334.8494969,0.070744383,0.131048779,0.539832446,0.589312589,0.991846699
12039,ENSG00000167685,146.1544466,0.228842758,0.163754887,1.39747132,0.162271885,0.926051041
12040,ENSG00000131848,38.50006747,-0.137721333,0.236127834,-0.583249041,0.559725662,0.990233021
12041,ENSG00000267710,55.85248367,0.233712098,0.245365856,0.952504565,0.340841152,0.965950913
12042,ENSG00000018869,20.14475241,0.755220963,0.380484034,1.984895282,0.047156123,0.831342007
12043,ENSG00000198440,28.53332263,-0.203769021,0.303132592,-0.672210862,0.501449467,0.98039072
12044,ENSG00000198046,12.75310983,0.076996619,0.588602559,0.13081258,0.895923571,0.999331445
12045,ENSG00000196263,9.962324639,-0.675948385,0.611681646,-1.105065665,0.269131137,0.959371175
12046,ENSG00000196867,35.80452588,-0.167525668,0.299398908,-0.559540011,0.575793233,0.99095598
12047,ENSG00000197016,36.23483755,-0.239030583,0.306902542,-0.778848495,0.436068967,0.973509277
12048,ENSG00000197951,76.1480049,-0.287403021,0.195534812,-1.469830454,0.141607679,0.92446394
12049,ENSG00000127903,32.30379504,-0.333436364,0.411264161,-0.810759593,0.417503743,0.973509277
12050,ENSG00000083844,464.5561769,-0.182673124,0.100872617,-1.810928758,0.07015188,0.872095678
12051,ENSG00000204524,97.48899721,-0.40978972,0.167204701,-2.450826547,0.014252862,0.749637574
12052,ENSG00000197714,335.2454693,-0.039950524,0.096431601,-0.41428871,0.678662681,0.993936736
12053,ENSG00000178229,70.2992117,-0.044601982,0.202592094,-0.220156579,0.825749212,0.998439576
12054,ENSG00000131845,58.23743161,-0.404997326,0.204924071,-1.97632872,0.048117559,0.834917965
12055,ENSG00000152433,10.19978175,-0.131425984,0.551406884,-0.23834665,0.811612242,0.998439576
12056,ENSG00000256060,9.136888698,0.862079826,0.506851521,1.700852795,0.088970633,0.906769188
12057,ENSG00000188785,88.60709194,0.239487651,0.189071664,1.266650145,0.205280414,0.938905499
12058,ENSG00000186272,43.72530995,0.131852343,0.274176181,0.480903713,0.630584934,0.993936736
12059,ENSG00000186230,30.13922135,-0.410762316,0.328184679,-1.251619415,0.210708577,0.945987053
12060,ENSG00000197128,50.81441788,-0.627366871,0.263520525,-2.380713497,0.017279145,0.749637574
12061,ENSG00000105136,50.69621938,0.085076151,0.26485018,0.321223685,0.748040884,0.993936736
12062,ENSG00000152439,43.53923318,-0.127572041,0.259160831,-0.492250473,0.622542287,0.993936736
12063,ENSG00000121406,106.3090982,0.05069823,0.177343442,0.285875976,0.774973114,0.99455917
12064,ENSG00000251369,86.37203228,0.091795061,0.190153106,0.482742896,0.629278302,0.993936736
12065,ENSG00000083817,32.17744568,-0.483779231,0.322544724,-1.499882637,0.133644806,0.921612382
12066,ENSG00000171649,42.53585768,-0.631569784,0.286147052,-2.207151112,0.027303504,0.784328777
12067,ENSG00000183647,39.77986821,0.347079125,0.289193599,1.200161849,0.230076489,0.95157021
12068,ENSG00000213762,130.0985783,-0.166215898,0.150820761,-1.102075715,0.270428756,0.959371175
12069,ENSG00000121417,113.9494682,0.106998865,0.135796592,0.787934831,0.430734826,0.973509277
12070,ENSG00000204519,82.99972207,-0.014057433,0.180437586,-0.077907455,0.937901669,0.999331445
12071,ENSG00000179909,99.97407499,0.258002539,0.249735728,1.033102237,0.301556057,0.959371175
12072,ENSG00000083814,138.6884308,-0.049641629,0.162182185,-0.306085584,0.759539484,0.994341556
12073,ENSG00000152443,171.355985,-0.262760928,0.16729815,-1.57061467,0.11627218,0.916946994
