,no.vs.healthy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10713,ENSG00000186665,10.22165212,-0.399418017,0.414245507,-0.964206032,0.334942641,0.770326315
10714,ENSG00000182481,64.47331782,-0.104870781,0.143090599,-0.732897772,0.463620782,0.832351282
10715,ENSG00000196704,150.1675326,0.04459723,0.114593125,0.389178931,0.697143788,0.917751292
10716,ENSG00000141337,353.2103297,0.007223347,0.110431419,0.065410255,0.947847359,0.987795948
10717,ENSG00000108932,136.6737312,0.241017247,0.137826349,1.748702261,0.080342499,0.57079403
10718,ENSG00000070540,310.138403,0.151904945,0.134985357,1.125343879,0.260443343,0.733453279
10719,ENSG00000108946,1731.565664,0.141916166,0.109228651,1.2992577,0.193855506,0.689418185
10720,ENSG00000108950,332.7422314,0.260376613,0.132376596,1.966938423,0.04919031,0.515600167
10721,ENSG00000154262,7.345564909,-1.226729073,0.576636863,-2.127385799,0.033388041,0.459630083
10722,ENSG00000154263,14.92510464,0.272187853,0.387545114,0.702338499,0.48246809,0.839939853
10723,ENSG00000154265,192.7432656,-0.171139895,0.11314952,-1.512511016,0.130403912,0.635396836
10724,ENSG00000108984,148.2270984,0.196182326,0.145567741,1.34770468,0.177753386,0.675379804
10725,ENSG00000123700,989.2832697,0.235551247,0.20390172,1.155219517,0.248000545,0.728658028
10726,ENSG00000133195,173.0105336,0.096036684,0.109856734,0.874199337,0.382009707,0.792176215
10727,ENSG00000166685,222.6121696,0.068653957,0.087685179,0.782959646,0.43365081,0.819262937
10728,ENSG00000133193,454.5940225,0.491074837,0.253197751,1.939491305,0.052441542,0.520605733
10729,ENSG00000141219,62.98396359,-0.056484279,0.153334554,-0.368372802,0.712595274,0.921425188
10730,ENSG00000179604,102.4018436,0.084776145,0.16456414,0.515155643,0.606444263,0.890966975
10731,ENSG00000069188,92.75924634,-0.483067832,0.309248146,-1.562071878,0.118271057,0.621935797
10732,ENSG00000172809,489.3633122,0.017180367,0.104341719,0.164654823,0.869215678,0.965216815
10733,ENSG00000141540,220.3240472,0.118910701,0.144548791,0.822633661,0.410716351,0.80910526
10734,ENSG00000171595,7.318084764,-1.157287869,0.456895508,-2.532937724,0.011311105,0.363265176
10735,ENSG00000196169,20.8243139,-0.391617885,0.3937766,-0.994517921,0.319970785,0.761685179
10736,ENSG00000167851,1148.421435,0.081757194,0.106736993,0.76596869,0.443694932,0.824271824
10737,ENSG00000178789,374.7981584,0.115687616,0.120592421,0.959327417,0.337393828,0.771603525
10738,ENSG00000167850,151.7205713,0.531830141,0.194825062,2.729782988,0.006337603,0.31397868
10739,ENSG00000204345,7.679998544,-0.140163107,0.684609196,-0.204734478,0.837779581,0.958804222
10740,ENSG00000186407,657.3188097,0.297854684,0.185390866,1.606630849,0.108135371,0.613906171
10741,ENSG00000172794,768.409672,-0.046341231,0.094524741,-0.490255048,0.623953432,0.896180218
10742,ENSG00000186074,500.1820943,0.204606379,0.118804358,1.722212733,0.085030989,0.580506113
10743,ENSG00000109062,1271.26929,-0.057626476,0.075118438,-0.767141562,0.442997353,0.824271824
10744,ENSG00000109065,152.1753123,-0.032752511,0.113416822,-0.288780015,0.772749727,0.942233108
10745,ENSG00000109066,265.7552008,-0.080313246,0.099158537,-0.809947872,0.417970136,0.811261176
10746,ENSG00000161509,59.26403029,-0.278790056,0.224408659,-1.242331994,0.214114095,0.705284184
10747,ENSG00000161513,34.4211747,0.331900821,0.246417253,1.346905777,0.178010581,0.675379804
10748,ENSG00000167861,16.29767465,-0.873799592,0.367658999,-2.376657705,0.017470292,0.402811899
10749,ENSG00000167862,28.60039226,0.288133035,0.286146405,1.006942704,0.313962309,0.760422444
10750,ENSG00000180901,252.5488767,0.084258511,0.100790386,0.835977653,0.403167475,0.803096656
10751,ENSG00000167863,51.51259036,0.351536004,0.190437982,1.845934301,0.064901745,0.542059865
10752,ENSG00000170190,316.9211011,0.086970412,0.113587323,0.765670057,0.443872648,0.824271824
10753,ENSG00000125449,173.577496,-0.011913576,0.110739466,-0.107582025,0.914327256,0.97839957
10754,ENSG00000125458,18.22722997,0.197549707,0.269267895,0.733654889,0.463159099,0.832351282
10755,ENSG00000189159,372.4016389,0.142762933,0.135064211,1.057000463,0.290511376,0.750638315
10756,ENSG00000188612,226.6479242,0.164175961,0.083693834,1.961625519,0.049806099,0.518156925
10757,ENSG00000125450,238.5006322,-0.112965263,0.085105575,-1.32735445,0.18439146,0.680267336
10758,ENSG00000125447,561.818454,-0.073073565,0.070262124,-1.040013597,0.298333583,0.753969305
10759,ENSG00000125445,75.93556292,-0.072450922,0.165668124,-0.437325665,0.661875185,0.908153996
10760,ENSG00000125457,113.2521851,-0.150545848,0.162590463,-0.92592053,0.354487281,0.780149876
10761,ENSG00000125454,39.35469447,-0.112031588,0.202610957,-0.552939435,0.580304883,0.8810953
10762,ENSG00000177885,2593.043384,0.142156122,0.102384874,1.388448475,0.165000524,0.661631072
10763,ENSG00000177728,340.036897,-0.193189641,0.096659529,-1.998661102,0.045645034,0.508974438
10764,ENSG00000177303,9.039197705,-0.711846283,0.384897783,-1.849442409,0.064393957,0.541286539
10765,ENSG00000182173,147.1123482,-0.182669369,0.155134364,-1.177491335,0.238999454,0.720937993
10766,ENSG00000073350,224.0196239,-0.33124277,0.161214417,-2.054672135,0.039910683,0.487667763
10767,ENSG00000266714,1084.943254,-0.209729576,0.112976724,-1.856396339,0.063397086,0.537619929
10768,ENSG00000108469,167.1877872,-0.088963365,0.110532701,-0.804860138,0.420900393,0.812896357
10769,ENSG00000204323,73.83128942,0.154356471,0.192943136,0.800010171,0.423704905,0.814175024
10770,ENSG00000259120,14.54488866,-0.195479621,0.392497969,-0.498039829,0.61845597,0.894631337
10771,ENSG00000161526,406.5221545,0.017643379,0.063799331,0.276544897,0.782129581,0.94464014
10772,ENSG00000132470,49.52381367,-0.325784194,0.274892513,-1.185133018,0.235964858,0.719058182
10773,ENSG00000108479,138.654592,0.102220991,0.133391351,0.766323981,0.443483553,0.824271824
10774,ENSG00000132475,4184.452601,0.1569783,0.124148619,1.26443855,0.206072664,0.70031006
10775,ENSG00000132478,215.0043241,-0.175121668,0.11028282,-1.587932443,0.112301616,0.617768007
10776,ENSG00000092929,1940.803109,-0.00336615,0.104617778,-0.032175701,0.974331934,0.9957261
10777,ENSG00000132471,2507.898027,0.217607501,0.201840487,1.078116211,0.280981898,0.745869094
10778,ENSG00000132481,11.08454168,0.034168881,0.397401379,0.085980781,0.931481695,0.982911481
10779,ENSG00000141569,164.8047361,-0.347230997,0.10297741,-3.371914266,0.000746477,0.156842975
10780,ENSG00000204316,9.160452421,-0.242423954,0.392221486,-0.618079231,0.536523112,0.862989004
10781,ENSG00000188878,16.15877039,-0.31654828,0.278957553,-1.13475429,0.256478283,0.731742548
10782,ENSG00000161533,923.0348374,0.040626845,0.140286697,0.289598696,0.772123264,0.942233108
10783,ENSG00000167880,51.73873008,0.274577323,0.403939877,0.679747998,0.496664038,0.846537689
10784,ENSG00000167881,300.3984993,-0.069086899,0.106522991,-0.648563269,0.516620703,0.85462386
10785,ENSG00000186919,22.77705163,-0.716905516,0.260241703,-2.754768005,0.005873377,0.305320761
10786,ENSG00000182473,662.8314797,0.058218705,0.065187637,0.893094261,0.371806696,0.787853683
10787,ENSG00000141576,156.4562349,-0.032059077,0.164452276,-0.19494456,0.845436349,0.960169201
10788,ENSG00000185262,1432.802901,0.27760143,0.143074225,1.940261641,0.052347901,0.520241216
10789,ENSG00000129646,49.61731153,-0.250772392,0.203981815,-1.229386023,0.218927108,0.709640834
10790,ENSG00000161542,128.2930951,0.023714212,0.121222453,0.195625571,0.844903244,0.960169201
10791,ENSG00000176170,96.55960311,0.101503233,0.154311764,0.657780261,0.51067934,0.851847039
10792,ENSG00000175931,1399.469497,0.383882616,0.282004682,1.361263273,0.173430505,0.670645217
10793,ENSG00000129673,24.44624768,0.208447903,0.282198434,0.738657192,0.460115186,0.831756476
10794,ENSG00000129667,982.8081924,0.045131991,0.112585645,0.400868077,0.688517254,0.915793802
10795,ENSG00000214140,38.07979666,0.043602714,0.267416162,0.163051904,0.870477568,0.965216815
10796,ENSG00000070731,345.7356328,0.164574147,0.17688473,0.930403363,0.352162278,0.779363906
10797,ENSG00000070526,24.4680704,0.392465437,0.377112412,1.040712064,0.298009202,0.753731504
10798,ENSG00000182534,49.49855231,-0.218134321,0.333275013,-0.654517477,0.512778471,0.852408993
10799,ENSG00000070495,202.4483084,-0.121641842,0.107857941,-1.127796816,0.259405738,0.732903301
10800,ENSG00000181038,76.79496025,-0.246749895,0.165871078,-1.487600478,0.136856287,0.637488486
10801,ENSG00000161547,177.4099579,-0.044104638,0.120056406,-0.367365968,0.713346053,0.921574113
10802,ENSG00000092931,132.0029286,-0.11010521,0.108284996,-1.016809476,0.309244074,0.758657778
10803,ENSG00000129657,5037.224647,0.136453117,0.161075715,0.847136502,0.396919041,0.800005574
10804,ENSG00000184640,3784.02923,0.045782157,0.070828967,0.646376182,0.518035761,0.855542572
10805,ENSG00000078687,623.0870446,-0.175619817,0.082815211,-2.12062272,0.033953565,0.462099733
10806,ENSG00000141524,1627.093202,-0.21383203,0.087036865,-2.456798398,0.014018133,0.379729145
10807,ENSG00000167895,1453.971193,-0.305276415,0.086771704,-3.518156276,0.000434556,0.138561402
10808,ENSG00000187997,8.694788318,0.216818761,0.634070045,0.341947649,0.73239029,0.928030091
10809,ENSG00000108639,747.3165691,0.090112621,0.086188926,1.045524356,0.29578069,0.753124207
10810,ENSG00000167900,51.13845128,0.424030508,0.223040684,1.901135258,0.057284298,0.531088281
10811,ENSG00000183077,28.1348733,-0.000282981,0.251483898,-0.001125243,0.999102186,0.999964329
10812,ENSG00000089685,7.876402343,-0.251356967,0.517670693,-0.48555379,0.627283566,0.897243858
10813,ENSG00000184557,518.3336172,0.295928444,0.224386801,1.318831777,0.187225358,0.682878393
10814,ENSG00000087157,1232.80418,0.114237767,0.140170026,0.814994265,0.415075593,0.810327301
10815,ENSG00000187775,497.942549,0.083177467,0.173853619,0.478433913,0.632341401,0.898848931
10816,ENSG00000108669,2846.126362,-0.050625282,0.052657063,-0.961414855,0.336343618,0.770890593
10817,ENSG00000055483,400.9634523,-0.159877637,0.111790802,-1.430150193,0.152673917,0.650757632
10818,ENSG00000035862,641.490336,0.263749482,0.136292742,1.935168943,0.052969568,0.521291888
10819,ENSG00000178404,200.7747843,0.236558049,0.155968189,1.516707032,0.129340668,0.633088533
10820,ENSG00000108679,162.4062214,0.264301802,0.205177745,1.288160186,0.197690208,0.693417304
10821,ENSG00000171302,1062.109832,0.09533804,0.113614073,0.839139348,0.401391118,0.802093992
10822,ENSG00000167280,307.2900575,-0.371075891,0.117304207,-3.163363871,0.001559573,0.200824976
10823,ENSG00000167281,14.29472221,-1.701671772,0.419715574,-4.054345079,5.03E-05,0.075092922
10824,ENSG00000182156,8.715389544,-0.213171442,0.56066963,-0.380208647,0.703790541,0.91869919
10825,ENSG00000141570,44.42316349,0.063164918,0.209624573,0.301324017,0.763167429,0.938473226
10826,ENSG00000141582,434.2203439,0.039086521,0.082249496,0.47521897,0.634630907,0.899378475
10827,ENSG00000167291,40.72488014,-0.424741825,0.25134511,-1.689875027,0.091051866,0.58792989
10828,ENSG00000171298,842.4639332,0.007339963,0.127249098,0.057681845,0.954002055,0.988930685
10829,ENSG00000141543,310.0175159,-0.037669469,0.097622417,-0.385869052,0.699593652,0.917783317
10830,ENSG00000141527,30.55507972,-0.183446925,0.258597223,-0.70939248,0.478080953,0.837855117
10831,ENSG00000181523,370.1482771,-0.188005455,0.094816974,-1.982824884,0.047386993,0.512738469
10832,ENSG00000181045,116.1386555,-0.378510049,0.175400893,-2.157971047,0.030930083,0.453190012
10833,ENSG00000173821,9262.725766,0.229108062,0.146678532,1.561974058,0.1182941,0.621935797
10834,ENSG00000173818,95.57661947,-0.191963194,0.158338713,-1.212357928,0.225375398,0.713936335
10835,ENSG00000141564,632.174428,-0.080357517,0.093505912,-0.859384342,0.390128505,0.796626728
10836,ENSG00000176108,141.3984235,-0.024605498,0.121797469,-0.202019783,0.839901259,0.959453126
10837,ENSG00000175866,179.6498435,0.102579841,0.153813773,0.666909338,0.504830046,0.849440263
10838,ENSG00000181409,1345.073318,0.046758517,0.176781756,0.264498543,0.791395787,0.945982267
10839,ENSG00000141577,71.88746248,-0.040224304,0.150903431,-0.266556588,0.789810584,0.945982267
10840,ENSG00000167302,182.5152327,-0.064190245,0.119145912,-0.538753234,0.590057136,0.883820734
10841,ENSG00000224877,54.25245088,0.013326305,0.175256919,0.076038679,0.939388326,0.985175449
10842,ENSG00000157637,1021.228493,-0.030774182,0.07708559,-0.399220947,0.68973041,0.915933943
10843,ENSG00000266074,54.02611165,-0.409636611,0.242225669,-1.691136251,0.090810783,0.587150619
10844,ENSG00000184009,7471.226876,0.092047163,0.075795401,1.214416207,0.22458883,0.713936335
10845,ENSG00000186765,23.3125482,-0.462345086,0.300923751,-1.536419389,0.124435554,0.627603389
10846,ENSG00000185504,335.974286,-0.226792609,0.08495303,-2.669623558,0.007593633,0.325788603
10847,ENSG00000182446,1024.705276,0.078429142,0.061657554,1.272011893,0.203368894,0.697827494
10848,ENSG00000185527,10.8872132,0.032869205,0.371299889,0.088524683,0.929459667,0.982911481
10849,ENSG00000204237,61.49475687,-0.263922142,0.195895745,-1.347258166,0.1778971,0.675379804
10850,ENSG00000185298,102.4178358,-0.097449811,0.126793597,-0.768570441,0.442148359,0.824271824
10851,ENSG00000214087,42.44170616,-0.108064259,0.199863259,-0.540690968,0.588720605,0.883272234
10852,ENSG00000185359,623.6143478,-0.087992538,0.082516479,-1.066363213,0.286259484,0.748801017
10853,ENSG00000262814,6.212849368,-0.98878251,0.453051759,-2.182493481,0.029073132,0.447011919
10854,ENSG00000225663,169.8798783,-0.053200093,0.101366255,-0.524830411,0.599701089,0.889315992
10855,ENSG00000185624,919.3308027,0.12443663,0.082640015,1.505767263,0.13212693,0.635907876
10856,ENSG00000141522,954.3318199,0.057570898,0.07845199,0.733836039,0.463048673,0.832351282
10857,ENSG00000183684,115.7290494,0.089949031,0.118109396,0.761573884,0.446314367,0.825449458
10858,ENSG00000141552,117.0032512,0.003980567,0.118127159,0.033697305,0.973118528,0.995113266
10859,ENSG00000185813,104.4537845,-0.217078937,0.125228015,-1.733469449,0.083012263,0.577506612
10860,ENSG00000187531,493.4764631,0.033596874,0.091358387,0.367748109,0.713061065,0.921481596
10861,ENSG00000197063,173.8327091,0.055087724,0.139689427,0.394358583,0.693316317,0.916797296
10862,ENSG00000169696,228.9559395,-0.189065651,0.094553998,-1.999552153,0.045548645,0.508322878
10863,ENSG00000169689,39.12655163,-0.422284262,0.215415481,-1.960324579,0.049957865,0.518156925
10864,ENSG00000169683,74.94561853,-0.157365719,0.162079438,-0.970917232,0.331589496,0.769189313
10865,ENSG00000169738,137.1079062,-0.039007299,0.131619166,-0.296364884,0.76695144,0.939966476
10866,ENSG00000169733,89.92456923,0.190492314,0.18181064,1.04775119,0.294753256,0.75296082
10867,ENSG00000169727,341.6287842,0.039200625,0.091898058,0.426566418,0.669695162,0.911531417
10868,ENSG00000169718,324.3966617,-0.064229202,0.096229173,-0.667460817,0.50447783,0.849440263
10869,ENSG00000169710,361.9910411,-0.124140262,0.113194086,-1.096702717,0.272771368,0.741851493
10870,ENSG00000176155,370.1304629,-0.106543749,0.080992415,-1.315478112,0.188349269,0.68393319
10871,ENSG00000141526,4107.112599,0.207192098,0.135866614,1.524966962,0.127267338,0.631214458
10872,ENSG00000141551,1547.588461,0.044620811,0.086715304,0.514566735,0.606855815,0.890966975
10873,ENSG00000173762,558.6208931,-0.294362344,0.123945726,-2.374929366,0.017552309,0.402811899
10874,ENSG00000141574,1840.288578,0.334768522,0.151453413,2.21037291,0.027079292,0.441175039
10875,ENSG00000181396,123.105951,-0.235080494,0.139198633,-1.68881324,0.091255226,0.588177576
10876,ENSG00000169660,363.2549021,-0.156918813,0.090621749,-1.731580046,0.083348361,0.578097742
10877,ENSG00000178927,2376.705063,0.011717578,0.092004653,0.127358534,0.898656634,0.973654864
10878,ENSG00000141562,635.6853268,0.165465559,0.117033637,1.413829075,0.157412095,0.655375576
10879,ENSG00000141568,357.8680224,-0.090613886,0.077353086,-1.171432072,0.241425147,0.721832049
10880,ENSG00000141580,255.9324938,0.04947621,0.077674477,0.636968689,0.524145239,0.858815494
10881,ENSG00000141542,23.93061807,-0.657691835,0.267850638,-2.455442483,0.014071127,0.379729145
10882,ENSG00000141560,82.10766593,-0.035447571,0.15933727,-0.222468798,0.82394896,0.954878791
10883,ENSG00000167363,33.15489038,0.007943917,0.261987842,0.030321702,0.975810489,0.995964794
10884,ENSG00000141556,618.9635895,-0.034789147,0.083678189,-0.415749276,0.67759348,0.91357472
10885,ENSG00000141579,32.19810347,-0.178254745,0.280674665,-0.635093818,0.525367229,0.859470659
10886,ENSG00000175711,254.0717747,-0.010263004,0.140447586,-0.073073553,0.941747587,0.985611416
10887,ENSG00000176845,507.8098835,0.26219428,0.14457097,1.813602556,0.069738937,0.548089107
10888,ENSG00000101557,179.1264511,0.01359964,0.122166622,0.11132042,0.911362263,0.977391416
10889,ENSG00000079134,128.4729375,-0.112899134,0.131647496,-0.857586643,0.391120753,0.796994108
10890,ENSG00000176890,11.32412155,-0.703128467,0.418672671,-1.67942289,0.093069655,0.590425781
10891,ENSG00000132199,212.7110736,-0.120331116,0.15723058,-0.76531624,0.444083256,0.824271824
10892,ENSG00000176105,35.10242006,-0.606362359,0.226693792,-2.67480796,0.007477207,0.325788603
10893,ENSG00000101574,95.39018338,-0.237832047,0.126624569,-1.878245661,0.060347566,0.536331535
10894,ENSG00000080986,18.58009212,0.211611605,0.313135433,0.675783007,0.499178425,0.846738121
10895,ENSG00000101596,6326.822972,0.102601188,0.113165353,0.906648419,0.364592748,0.783614209
10896,ENSG00000132205,819.124736,0.361287862,0.121281935,2.978909123,0.002892766,0.265341896
10897,ENSG00000101577,1381.95195,0.041979846,0.101799589,0.412377366,0.68006285,0.913839107
10898,ENSG00000101605,51.93835524,0.223043307,0.188477969,1.183391925,0.236653856,0.719058182
10899,ENSG00000101608,676.3745492,0.165009507,0.083524053,1.975592658,0.048200931,0.515060696
10900,ENSG00000118680,637.7246607,0.351142284,0.109428105,3.208885735,0.001332504,0.200356521
10901,ENSG00000177426,159.2351738,-0.110826655,0.124458158,-0.890473206,0.373211849,0.789284216
10902,ENSG00000170579,10.92525981,-0.843309996,0.517530903,-1.629487226,0.103209917,0.603153576
10903,ENSG00000198081,138.2245474,0.015743682,0.13759959,0.114416637,0.908907526,0.976502231
10904,ENSG00000082397,246.7062946,0.419819709,0.172977304,2.427021924,0.015223336,0.387295445
10905,ENSG00000154655,30.45272725,-0.166780705,0.277110421,-0.601856487,0.54726967,0.868483911
10906,ENSG00000173482,64.018999,-0.232284548,0.266842458,-0.870493209,0.384030929,0.793903218
10907,ENSG00000206418,67.58581126,-0.033170211,0.167959555,-0.197489279,0.843444671,0.960169201
10908,ENSG00000168502,18.63539989,-0.712537014,0.430623427,-1.654663841,0.097992706,0.594897073
10909,ENSG00000178127,75.96565753,-0.172783146,0.146947351,-1.175816675,0.239668141,0.721218884
10910,ENSG00000101745,838.2039821,-0.035497966,0.089319637,-0.397426216,0.691053186,0.916231136
10911,ENSG00000128791,49.36201227,0.229194967,0.201798755,1.135760064,0.256056995,0.731622633
10912,ENSG00000017797,1091.070315,0.35611561,0.135876056,2.620885681,0.008770167,0.341184931
10913,ENSG00000154845,1094.851868,0.128997807,0.136999741,0.941591615,0.346401764,0.776808162
10914,ENSG00000168461,1173.253616,0.185513214,0.148203645,1.251745281,0.210662695,0.703217703
10915,ENSG00000101558,874.9196596,-0.012880964,0.097753693,-0.131769594,0.895166537,0.972426206
10916,ENSG00000154856,13.60371873,-0.420830838,0.421015013,-0.999562547,0.317522256,0.760571013
10917,ENSG00000134265,155.4204024,0.144343801,0.105388462,1.369635708,0.170800647,0.666401161
10918,ENSG00000141404,52.00989435,-0.186247652,0.21528188,-0.865133901,0.3869653,0.795088971
10919,ENSG00000255112,368.0928205,0.053101021,0.109527034,0.484821137,0.627803228,0.89747447
10920,ENSG00000154889,527.2263963,-0.022181205,0.108815768,-0.203841826,0.838477107,0.958804222
10921,ENSG00000141401,467.9331888,0.037749549,0.148725172,0.253820849,0.799633966,0.947243566
10922,ENSG00000176014,69.40171493,-0.234619073,0.184217079,-1.273601097,0.202804823,0.69729453
10923,ENSG00000141385,138.6556501,-0.068034341,0.121225835,-0.561219819,0.574647694,0.878328725
10924,ENSG00000134278,22.13367038,0.217710594,0.287501127,0.757251271,0.448899339,0.827373694
10925,ENSG00000128789,109.1678233,0.086754132,0.123467383,0.702648182,0.482275028,0.839939853
10926,ENSG00000101624,23.04120547,-0.116983365,0.285768211,-0.409364515,0.682272177,0.914587984
10927,ENSG00000175354,264.3922234,0.066215756,0.090846402,0.72887593,0.466077559,0.832662679
10928,ENSG00000085415,124.0446295,-0.134492684,0.13483906,-0.997431188,0.318555259,0.761010824
10929,ENSG00000101639,567.5606509,0.135628948,0.089866612,1.509225108,0.131241266,0.6356539
10930,ENSG00000168675,327.02706,-0.099867854,0.107363574,-0.930183775,0.352275941,0.779363906
10931,ENSG00000177150,44.89661614,0.180105258,0.194706705,0.925007991,0.354961751,0.780149876
10932,ENSG00000101654,223.6578169,-0.075351228,0.095624647,-0.787989605,0.430702786,0.818315386
10933,ENSG00000175322,39.68331048,-0.126958501,0.247630992,-0.512692294,0.608166581,0.891253312
10934,ENSG00000067900,1565.362914,0.066460312,0.084110549,0.790154302,0.42943766,0.818053271
10935,ENSG00000141449,56.14018332,-0.276648031,0.186104562,-1.486519339,0.137141806,0.63769191
10936,ENSG00000141446,201.6706137,-0.088457678,0.110787996,-0.798440996,0.424614621,0.814792808
10937,ENSG00000167088,57.34161235,-0.0487974,0.184832716,-0.264008457,0.791773402,0.945982267
10938,ENSG00000158201,426.3529741,0.149294724,0.106554275,1.401114353,0.16117988,0.660300078
10939,ENSG00000101752,451.616925,-0.040885123,0.06277587,-0.651287245,0.514861081,0.853503093
10940,ENSG00000101773,46.90205631,0.326823832,0.257770299,1.267887856,0.204838002,0.700056808
10941,ENSG00000134508,7.727606579,-0.36350201,0.506482711,-0.717698752,0.472943053,0.835794849
10942,ENSG00000134490,30.91435917,-0.266479456,0.2370062,-1.124356476,0.260861828,0.733453279
10943,ENSG00000101782,1558.74628,0.360702481,0.254943922,1.414830675,0.157118148,0.654675244
10944,ENSG00000141452,284.7876261,0.076750275,0.094370844,0.813283759,0.416055386,0.810327301
10945,ENSG00000141458,438.3205367,-0.143109868,0.092025627,-1.555108861,0.119920145,0.623336572
10946,ENSG00000168234,401.9572294,0.057340054,0.12095099,0.474076767,0.635445166,0.899464213
10947,ENSG00000154040,11.68908463,-0.288820117,0.357818834,-0.80716857,0.419569371,0.811871629
10948,ENSG00000141447,78.47183591,0.101043785,0.176333828,0.573025531,0.566627407,0.875109287
10949,ENSG00000154059,65.57205548,-0.098182555,0.144926762,-0.677463247,0.498112081,0.846537689
10950,ENSG00000134489,53.65996106,0.105455527,0.303544531,0.347413695,0.728280546,0.926944942
10951,ENSG00000198795,6.014231767,-0.700471284,0.624861873,-1.1210018,0.262287096,0.734095263
10952,ENSG00000141380,294.4669463,-0.061437593,0.104730589,-0.586625105,0.557455518,0.871927622
10953,ENSG00000141384,85.84010966,-0.051371832,0.17070676,-0.300936134,0.763463196,0.938473226
10954,ENSG00000134504,14.76695809,-0.253810565,0.365818291,-0.693815949,0.487797639,0.841432185
10955,ENSG00000170558,10.48145239,0.301747047,0.602204564,0.501070674,0.616321385,0.89403986
10956,ENSG00000134755,340.3432824,0.06861851,0.281813083,0.243489442,0.807626263,0.94954301
10957,ENSG00000134765,10.4172304,-0.298009704,0.480963618,-0.61960966,0.535514806,0.862936948
10958,ENSG00000118276,18.74054622,-0.230348497,0.280326279,-0.821715673,0.411238737,0.80918442
10959,ENSG00000153339,533.2964641,-0.00181663,0.06875445,-0.026422005,0.978920743,0.996623923
10960,ENSG00000101695,224.9846238,-0.183069168,0.123335045,-1.484324004,0.137722985,0.638323136
10961,ENSG00000134758,186.3405563,-0.07632337,0.110650366,-0.689770603,0.490338458,0.843062348
10962,ENSG00000141441,9.219823986,0.093524951,0.389870199,0.239887407,0.810417544,0.950110456
10963,ENSG00000197705,25.25765911,0.11697651,0.375706122,0.311351089,0.755533733,0.93478453
10964,ENSG00000134769,7.943023993,-0.819893207,0.486869213,-1.684011199,0.092179504,0.58915619
10965,ENSG00000166974,491.7761269,0.02599448,0.076140329,0.341402252,0.73280078,0.928181978
10966,ENSG00000186812,307.4444663,-0.017825178,0.079374013,-0.224571967,0.822312275,0.954133245
10967,ENSG00000186814,110.4460654,-0.031140977,0.127117787,-0.24497734,0.806473977,0.949309967
10968,ENSG00000172466,615.7349854,0.054260522,0.066443591,0.816640417,0.414133951,0.810327301
10969,ENSG00000186496,30.30393583,0.575984479,0.291210385,1.977898141,0.047940199,0.512791647
10970,ENSG00000153391,39.72475255,0.038126459,0.193922128,0.196607056,0.844135048,0.960169201
10971,ENSG00000141429,207.4901441,0.124916092,0.115203372,1.084309338,0.278227666,0.743967149
10972,ENSG00000141428,22.79619995,0.28893659,0.253048845,1.141821413,0.25352826,0.729836377
10973,ENSG00000141425,250.403747,0.086943946,0.093708751,0.92781032,0.35350597,0.779917814
10974,ENSG00000141424,130.4458729,-0.077132849,0.128813801,-0.598793367,0.549310686,0.869497054
10975,ENSG00000134759,314.3303742,-0.071526066,0.104983452,-0.681308003,0.495676621,0.846537689
10976,ENSG00000134779,640.8437988,0.633679814,0.221779719,2.857248698,0.004273309,0.2918535
10977,ENSG00000150477,72.69931244,-0.08965327,0.156540795,-0.572715058,0.56683764,0.875109287
10978,ENSG00000078142,533.5580122,0.199379571,0.078293789,2.546556696,0.010879154,0.358851298
10979,ENSG00000152217,152.9960773,-0.214128808,0.143665486,-1.490467988,0.136101228,0.637262939
10980,ENSG00000132874,7.144475142,-0.89017558,0.506197029,-1.758555521,0.078653033,0.567522318
10981,ENSG00000141469,336.6806755,0.612266872,0.287075925,2.132769826,0.032943613,0.459630083
10982,ENSG00000197046,55.94130239,0.382594719,0.173711954,2.202466263,0.02763239,0.443949903
10983,ENSG00000152223,920.128469,0.063132243,0.077884168,0.810591482,0.41760031,0.811085809
10984,ENSG00000152229,360.5378259,0.169382616,0.172580618,0.981469516,0.32636126,0.767560652
10985,ENSG00000152234,941.7860158,0.044769187,0.071820771,0.623345952,0.533057207,0.862914635
10986,ENSG00000152240,30.97060329,0.088108531,0.236278359,0.372901399,0.709221831,0.920883101
10987,ENSG00000152242,598.9059826,0.080603238,0.089340041,0.902207306,0.366946755,0.784496789
10988,ENSG00000141622,42.51042675,-0.847252102,0.331297781,-2.557373309,0.010546597,0.354656037
10989,ENSG00000167210,112.7164005,0.598584229,0.293643698,2.038471226,0.041502829,0.496255261
10990,ENSG00000078043,281.976624,-0.034039034,0.133254773,-0.255443263,0.79838076,0.947053445
10991,ENSG00000167216,44.78521013,-0.402813117,0.224603338,-1.79344226,0.072902235,0.557439203
10992,ENSG00000167220,101.5405439,0.027439972,0.135654594,0.202278236,0.839699213,0.959328772
10993,ENSG00000134049,15.88824484,-0.011388043,0.307516601,-0.037032286,0.970459263,0.994281748
10994,ENSG00000175387,1106.283413,-0.037904391,0.047085858,-0.805005842,0.420816309,0.812861966
10995,ENSG00000134030,118.654863,0.125231355,0.129233738,0.969029885,0.332530279,0.769393713
10996,ENSG00000101665,142.4910347,-0.086391997,0.149566586,-0.577615625,0.563523656,0.874068659
10997,ENSG00000141627,353.3951672,0.014072923,0.087103617,0.161565306,0.87164818,0.965216815
