,no.vs.healthy,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
2998,ENSG00000163960,535.4477153,0.059026567,0.066060298,0.893525606,0.371575766,0.787613589
2999,ENSG00000163961,326.3101041,-0.065132373,0.075020917,-0.868189507,0.385290597,0.794305985
3000,ENSG00000185798,50.10190696,-0.09266913,0.202475435,-0.457680853,0.647181746,0.903517017
3001,ENSG00000174013,58.96114809,0.09753729,0.158483221,0.615442373,0.538262615,0.862989004
3002,ENSG00000174004,358.8453288,0.147616771,0.142275958,1.037538409,0.299485005,0.754498779
3003,ENSG00000163964,223.5074018,0.13811716,0.126445753,1.092303668,0.274699649,0.742468725
3004,ENSG00000174007,134.1945335,0.060131881,0.166891304,0.360305656,0.71861857,0.923720896
3005,ENSG00000180370,1593.50719,0.114569616,0.107992641,1.060902066,0.28873441,0.749263977
3006,ENSG00000119231,417.775406,0.049747506,0.068228846,0.729127177,0.465923872,0.832584935
3007,ENSG00000114503,163.6491354,0.017180071,0.113466389,0.151411099,0.879651435,0.967471871
3008,ENSG00000270170,48.90039547,0.185043269,0.176509234,1.048348946,0.294477866,0.75296082
3009,ENSG00000119227,19.32639485,0.280474297,0.307371835,0.912491858,0.361509854,0.782593918
3010,ENSG00000163975,13.21412285,-0.88932255,0.406917011,-2.185513329,0.02885123,0.446677073
3011,ENSG00000075711,299.872909,-0.121723312,0.099883537,-1.218652406,0.222976149,0.712791089
3012,ENSG00000161267,112.3122783,-0.071401296,0.161941688,-0.440907446,0.659280003,0.907663514
3013,ENSG00000145016,648.7546356,0.06971265,0.078683293,0.885990496,0.375622649,0.789556851
3014,ENSG00000122068,240.9003337,0.050697275,0.089323144,0.567571542,0.570325935,0.876681905
3015,ENSG00000186001,453.6221292,0.043381292,0.070303201,0.617059977,0.537195166,0.862989004
3016,ENSG00000114473,69.59108808,-0.246692547,0.149648912,-1.64847538,0.099255159,0.598271419
3017,ENSG00000182899,324.0294134,0.185398306,0.171900606,1.078520376,0.280801594,0.745542273
3018,ENSG00000185621,26.79087963,-0.00722867,0.251005106,-0.028798896,0.977024981,0.996461507
3019,ENSG00000272602,45.95721406,-0.55372154,0.245114399,-2.259033099,0.023881326,0.433403763
3020,ENSG00000250312,128.5011626,-0.085517894,0.153385867,-0.557534382,0.577162375,0.879049752
3021,ENSG00000131127,108.9601306,-0.147446624,0.158213104,-0.931949508,0.35136262,0.779363906
3022,ENSG00000182903,109.6390365,-0.178348307,0.174924334,-1.019574025,0.307930529,0.758657778
3023,ENSG00000174227,555.9998963,-0.097336343,0.065587241,-1.484074361,0.137789194,0.638323136
3024,ENSG00000133256,64.59632222,-0.225294487,0.17265032,-1.304917863,0.191920818,0.687587907
3025,ENSG00000169020,10.81231613,0.079608641,0.371192431,0.214467306,0.83018266,0.95640551
3026,ENSG00000215375,160.457901,-0.036104488,0.142269263,-0.253775745,0.799668813,0.947243566
3027,ENSG00000169026,183.8026139,0.194894946,0.153901184,1.266364176,0.20538273,0.700149163
3028,ENSG00000185619,611.3392125,-0.157397132,0.08110905,-1.940561905,0.052311439,0.520241216
3029,ENSG00000178950,1507.66363,0.016196382,0.073511704,0.220323861,0.825618939,0.955469135
3030,ENSG00000127419,310.3572863,-0.156142188,0.096813559,-1.61281322,0.106785093,0.612841385
3031,ENSG00000145214,474.414347,-0.134465632,0.106315753,-1.26477617,0.205951576,0.70031006
3032,ENSG00000145217,142.1192316,-0.17592859,0.145098786,-1.212474578,0.225330768,0.713936335
3033,ENSG00000127415,106.3798278,-0.196336995,0.136493026,-1.438439756,0.150309319,0.64860056
3034,ENSG00000127418,89.81972807,0.048709442,0.190058983,0.256285922,0.797730067,0.947013218
3035,ENSG00000178222,13.57687537,-0.753134297,0.390210107,-1.93007378,0.053597697,0.521543661
3036,ENSG00000159674,421.0753639,-0.823372791,0.243910226,-3.37572066,0.000736226,0.156842975
3037,ENSG00000159692,848.6875973,-0.057603015,0.067557702,-0.852649115,0.393853917,0.798099871
3038,ENSG00000090316,1165.686907,0.13115199,0.092167904,1.42296812,0.154745397,0.651713593
3039,ENSG00000163945,364.8307065,-0.174900821,0.115119452,-1.51929858,0.128687357,0.633088533
3040,ENSG00000174137,12.47079817,-0.139382045,0.377157765,-0.369558996,0.711711108,0.921249508
3041,ENSG00000163950,245.9091809,0.111735299,0.101530038,1.100514696,0.27110793,0.741090841
3042,ENSG00000168936,292.3797557,-0.025149163,0.080544872,-0.312237909,0.754859724,0.934702265
3043,ENSG00000013810,901.0371441,-0.030021173,0.094290098,-0.31839158,0.750187925,0.933559073
3044,ENSG00000168924,311.008069,-0.131202166,0.093969262,-1.396224286,0.162646966,0.661353455
3045,ENSG00000109685,390.8109651,0.196289225,0.101932703,1.925674676,0.054145008,0.521543661
3046,ENSG00000185049,209.8960895,-0.055891692,0.109964897,-0.508268489,0.611265065,0.892571594
3047,ENSG00000243449,42.36511335,0.186118965,0.231692796,0.803300614,0.421801003,0.813179814
3048,ENSG00000130997,16.49532715,-0.396839607,0.356294897,-1.113795371,0.265366983,0.73664972
3049,ENSG00000214367,93.73379742,-0.085129433,0.160950362,-0.528917317,0.596862809,0.887638727
3050,ENSG00000123933,937.5829836,0.092977982,0.093064116,0.999074468,0.317758618,0.760571013
3051,ENSG00000159733,209.0059482,-0.13985936,0.146629109,-0.953830793,0.3401693,0.774489503
3052,ENSG00000063978,645.3020686,0.003555445,0.06596757,0.053896863,0.957017336,0.989714936
3053,ENSG00000125386,570.4123935,0.016184427,0.076890835,0.210485771,0.833288556,0.95739144
3054,ENSG00000168884,316.0815093,0.061117976,0.074840649,0.816641446,0.414133362,0.810327301
3055,ENSG00000087266,2875.05082,0.083279604,0.083394048,0.998627674,0.317975089,0.760686387
3056,ENSG00000087274,2251.805969,0.082536893,0.106337169,0.776181026,0.437642108,0.821660326
3057,ENSG00000109736,328.7294398,-0.00851281,0.101413127,-0.083941892,0.933102632,0.983314187
3058,ENSG00000087269,169.3995369,-0.006153741,0.103129373,-0.059670106,0.952418381,0.988659511
3059,ENSG00000125388,22.98690933,0.088586255,0.275960184,0.321011001,0.748202054,0.932525682
3060,ENSG00000197386,921.9163559,-0.077019217,0.088884531,-0.866508675,0.386211271,0.795088971
3061,ENSG00000188981,23.6908398,-0.348933567,0.28593137,-1.220340274,0.222335909,0.712279903
3062,ENSG00000159788,107.5708,-0.012688605,0.160531607,-0.079041166,0.93699988,0.984395062
3063,ENSG00000175920,49.98339912,-0.030052542,0.206692696,-0.145397213,0.884397265,0.968967964
3064,ENSG00000163956,867.1252791,0.17308134,0.093447093,1.852185375,0.063999208,0.540061371
3065,ENSG00000132406,50.55820174,-0.024484754,0.172887653,-0.141622341,0.887378319,0.969470587
3066,ENSG00000145220,102.5531712,0.145332992,0.150328005,0.966772573,0.333657738,0.770138647
3067,ENSG00000168826,94.05791035,-0.007321975,0.149781689,-0.048884316,0.961011488,0.991515089
3068,ENSG00000168824,60.32067701,0.047958794,0.280041709,0.171255898,0.864022556,0.964329534
3069,ENSG00000168818,153.2470354,0.154493186,0.115033753,1.343024832,0.179263933,0.675566796
3070,ENSG00000152953,9.626864654,-0.255249816,0.445742947,-0.572639046,0.566889117,0.875109287
3071,ENSG00000173040,16.85015711,-0.229860037,0.349581792,-0.657528632,0.510841067,0.851847039
3072,ENSG00000072840,18.85923478,-0.085998284,0.345197593,-0.249127704,0.803262,0.947797099
3073,ENSG00000072832,7.107119417,-0.784616591,0.533980647,-1.469372713,0.141731724,0.641142419
3074,ENSG00000181215,11.38771735,0.103139966,0.471961641,0.218534637,0.827012574,0.955592613
3075,ENSG00000152969,109.1329596,-0.154191881,0.218457843,-0.705819846,0.480300179,0.838943524
3076,ENSG00000109501,25.46170224,-0.461449469,0.286954534,-1.608092624,0.107814894,0.613906171
3077,ENSG00000013288,865.9752126,-0.064746418,0.068096604,-0.950802454,0.341704667,0.774725218
3078,ENSG00000179010,815.0038199,0.206526087,0.09188955,2.247547056,0.024605087,0.434878097
3079,ENSG00000170846,112.7521878,-0.027700249,0.143797643,-0.192633543,0.847245973,0.960645459
3080,ENSG00000163993,121.2105331,0.155287785,0.32313303,0.480569211,0.630822702,0.898175791
3081,ENSG00000178988,244.7473223,0.03737673,0.112463669,0.332344933,0.739628815,0.929359081
3082,ENSG00000186222,126.3392273,0.158663859,0.124521313,1.274190379,0.202595954,0.697263455
3083,ENSG00000170871,882.2773475,0.064948217,0.104119696,0.623784163,0.532769342,0.862856879
3084,ENSG00000132405,1092.820214,0.08937391,0.125874918,0.710021589,0.477690749,0.837855117
3085,ENSG00000173013,8.055327017,0.082010647,0.404967829,0.202511512,0.83951686,0.959319964
3086,ENSG00000173011,693.1089671,0.032509824,0.073173079,0.44428668,0.65683533,0.907158696
3087,ENSG00000109519,169.0012551,0.005806347,0.093828698,0.061882422,0.950656466,0.988599364
3088,ENSG00000184985,13.64069367,-0.523582473,0.415650823,-1.259669039,0.207788779,0.702288105
3089,ENSG00000196526,114.2714473,0.102785722,0.239964671,0.428336892,0.668405863,0.910721112
3090,ENSG00000163995,26.99961954,-0.48944091,0.331011983,-1.478619913,0.139241928,0.639530563
3091,ENSG00000125089,607.4422875,0.008511646,0.109132006,0.077994039,0.937832795,0.984588281
3092,ENSG00000087008,185.3114718,-0.165743964,0.102130008,-1.622872327,0.1046167,0.606505131
3093,ENSG00000155275,181.894622,-0.122481142,0.129460992,-0.946085304,0.344105079,0.77515765
3094,ENSG00000109667,105.452567,-0.05108095,0.162580981,-0.314187733,0.753378459,0.934107041
3095,ENSG00000071127,3615.102812,0.048629506,0.072772226,0.668242662,0.503978707,0.849440263
3096,ENSG00000178163,248.4240895,0.070493727,0.098614063,0.714844562,0.474705096,0.836165389
3097,ENSG00000109684,7.924980312,-0.111355354,0.556708221,-0.200024627,0.841461321,0.959601721
3098,ENSG00000002587,30.47300354,-0.328806535,0.302958716,-1.085317956,0.277780856,0.743967149
3099,ENSG00000157869,77.82950148,0.236028554,0.139341286,1.693888162,0.090286537,0.586950146
3100,ENSG00000038219,2202.499059,0.071818763,0.103484072,0.694007902,0.487677253,0.841432185
3101,ENSG00000137449,387.2277151,0.136751176,0.127155268,1.075466069,0.282166116,0.747087509
3102,ENSG00000163145,29.41034626,0.298434706,0.33035108,0.903386503,0.366320801,0.784090365
3103,ENSG00000048342,429.2326435,0.297480203,0.160860419,1.849306403,0.064413582,0.541286539
3104,ENSG00000118564,2163.635348,0.15585599,0.118425456,1.31606831,0.188151116,0.68393319
3105,ENSG00000237765,133.0978282,0.10623948,0.146252397,0.726411892,0.467586303,0.833366486
3106,ENSG00000109743,391.4666671,0.30228928,0.132239984,2.285914371,0.022259269,0.427918728
3107,ENSG00000004468,155.4836156,-0.08791772,0.168873094,-0.520614137,0.602635599,0.890390108
3108,ENSG00000137441,81.03414781,-0.456177299,0.277630086,-1.643111901,0.100359783,0.5995295
3109,ENSG00000169762,274.1765478,0.071019633,0.100853722,0.704184556,0.481317848,0.839397832
3110,ENSG00000151552,75.42794774,-0.095232989,0.170610156,-0.55819062,0.576714225,0.878949539
3111,ENSG00000002549,404.9926384,0.485811841,0.202843319,2.395010316,0.016619898,0.399530261
3112,ENSG00000118579,708.8147599,0.055596815,0.069998846,0.794253313,0.427047977,0.816535418
3113,ENSG00000047662,47.62586887,-0.135652005,0.198007813,-0.685084102,0.493290852,0.844992464
3114,ENSG00000163257,279.1885789,-0.109417907,0.100141489,-1.092633112,0.274554918,0.742468725
3115,ENSG00000109805,20.53757033,0.523403553,0.351321378,1.489814128,0.136273115,0.637262939
3116,ENSG00000178177,104.6429083,0.031475632,0.12954416,0.242972215,0.808026922,0.94954301
3117,ENSG00000163138,47.27653683,0.027785234,0.183199832,0.151666261,0.879450169,0.967471871
3118,ENSG00000185774,17.51717063,-0.558049555,0.352029556,-1.58523495,0.112912962,0.617768007
3119,ENSG00000152990,13.69075129,-0.766659451,0.440725668,-1.739538919,0.081940013,0.576894965
3120,ENSG00000109606,604.554856,-0.078415281,0.070911141,-1.105824564,0.268802461,0.73887573
3121,ENSG00000181982,92.01809553,0.121066383,0.177843878,0.68074529,0.496032673,0.846537689
3122,ENSG00000109618,109.1475945,0.205694682,0.136989023,1.501541343,0.133215602,0.636675725
3123,ENSG00000038210,43.44074821,-0.316728999,0.243696167,-1.299688059,0.193707905,0.689418185
3124,ENSG00000168228,59.14992952,0.068543602,0.187429823,0.365702752,0.714586892,0.922029835
3125,ENSG00000053900,154.873721,0.036637818,0.113608542,0.322491757,0.747080182,0.932419822
3126,ENSG00000091490,489.9581324,-0.191807311,0.132567705,-1.446863023,0.147935291,0.645325545
3127,ENSG00000250317,27.71627474,0.055307907,0.241305877,0.229202488,0.818711539,0.952422507
3128,ENSG00000168214,820.1192385,0.100087693,0.10290745,0.972599096,0.330752592,0.768918952
3129,ENSG00000109680,38.58085163,0.096413582,0.224740924,0.428998778,0.667924114,0.910417945
3130,ENSG00000109689,375.4706859,-0.023317185,0.090270675,-0.258302991,0.796173078,0.946797748
3131,ENSG00000047365,585.9442978,0.140266773,0.099852435,1.404740633,0.160098418,0.65816719
3132,ENSG00000197057,69.37040709,-0.513838236,0.273151265,-1.881149021,0.05995165,0.53596295
3133,ENSG00000154274,41.70670892,-0.191980938,0.254846151,-0.753320925,0.451257088,0.82829426
3134,ENSG00000181826,436.1281912,0.102411911,0.171189865,0.598235832,0.549682585,0.869643659
3135,ENSG00000169299,297.3384239,-0.039353525,0.1260631,-0.312173226,0.754908878,0.934702265
3136,ENSG00000065882,1245.49069,0.081872315,0.111562981,0.733866329,0.46303021,0.832351282
3137,ENSG00000250254,22.45322288,0.387483409,0.303747112,1.275677675,0.202069484,0.696462135
3138,ENSG00000109787,1227.363886,0.010101872,0.086971074,0.116152094,0.907532003,0.97621128
3139,ENSG00000174123,94.1756205,0.113465615,0.183736543,0.61754517,0.536875197,0.862989004
3140,ENSG00000174125,1650.412515,0.247339253,0.133331474,1.85507027,0.063586193,0.537619929
3141,ENSG00000174130,923.4917571,0.056702172,0.138534441,0.409300183,0.682319381,0.914587984
3142,ENSG00000197712,21.19783868,0.038674709,0.294452033,0.131344684,0.895502645,0.972595015
3143,ENSG00000121895,56.82453069,-0.244431656,0.1950753,-1.253011817,0.210201406,0.703217703
3144,ENSG00000109790,192.4433055,0.060522189,0.1231838,0.491316136,0.623202869,0.895961955
3145,ENSG00000157796,70.3514219,0.092901154,0.165893455,0.560004939,0.575476069,0.878789269
3146,ENSG00000035928,233.4919247,-0.034997219,0.093132745,-0.375777813,0.707082083,0.92003581
3147,ENSG00000134962,20.26876804,-0.729279456,0.33623634,-2.168948945,0.03008656,0.450151941
3148,ENSG00000163682,318.3142956,0.162675378,0.26062724,0.624168746,0.53251677,0.862807727
3149,ENSG00000121897,36.76597944,-0.281506049,0.206505438,-1.363189521,0.172822789,0.669688307
3150,ENSG00000109814,61.80685889,-0.201096271,0.156809788,-1.282421672,0.199694766,0.694446196
3151,ENSG00000163683,238.2831544,0.028972866,0.12444442,0.232817721,0.815902952,0.951543354
3152,ENSG00000078140,274.9302745,0.170835543,0.080010843,2.135154903,0.032748359,0.459630083
3153,ENSG00000121892,680.7859617,-0.0243011,0.077126947,-0.315079246,0.752701486,0.933886063
3154,ENSG00000078177,178.1904518,-0.076407281,0.129213882,-0.591324087,0.554303294,0.871111464
3155,ENSG00000168421,523.1846661,-0.126637658,0.123333424,-1.026791067,0.304518857,0.758012078
3156,ENSG00000163694,1452.348106,0.114994965,0.148931005,0.772135832,0.440033982,0.823380618
3157,ENSG00000179299,77.12164622,-0.013479394,0.229567857,-0.058716384,0.953178009,0.988659511
3158,ENSG00000163697,13.52767191,-1.085714387,0.483729447,-2.244466187,0.024802422,0.436025147
3159,ENSG00000109133,659.0767885,0.057677287,0.093768348,0.61510401,0.538486034,0.863021179
3160,ENSG00000182308,16.34379183,-0.308374714,0.406555828,-0.758505211,0.448148595,0.826781372
3161,ENSG00000014824,202.2592228,0.123363761,0.111094057,1.11044428,0.266807626,0.738120744
3162,ENSG00000188848,24.48536741,-0.52798889,0.349734159,-1.50968636,0.131123473,0.6356539
3163,ENSG00000124406,567.0245327,-0.024835922,0.102683316,-0.241869106,0.80888159,0.94954301
3164,ENSG00000151806,96.14487964,-0.092064276,0.15769956,-0.583795388,0.559357982,0.872462792
3165,ENSG00000163281,57.75369463,-0.105054282,0.192705071,-0.545155776,0.585646384,0.882012912
3166,ENSG00000169019,29.9751635,-0.040989252,0.284555436,-0.14404663,0.885463648,0.969276539
3167,ENSG00000145246,191.5377938,0.057273833,0.123437752,0.463989601,0.642655196,0.901546617
3168,ENSG00000145244,23.37907577,-0.009583269,0.377770515,-0.025367964,0.979761464,0.996678615
3169,ENSG00000170448,160.6506788,0.110498133,0.22300741,0.495490857,0.620253674,0.895217342
3170,ENSG00000198515,5.182308335,-1.023156605,0.662503441,-1.544379305,0.12249647,0.624941993
3171,ENSG00000074966,333.0580112,-0.259270624,0.15790072,-1.641985064,0.100593099,0.5995295
3172,ENSG00000135605,59.67813171,-0.184546217,0.209909758,-0.87916931,0.379309482,0.790414906
3173,ENSG00000109171,409.3895038,0.015973395,0.068891217,0.231864026,0.816643626,0.951909778
3174,ENSG00000075539,997.6481929,-0.021865494,0.054500279,-0.40119967,0.688273124,0.915793802
3175,ENSG00000109180,243.025396,-0.005815461,0.095356742,-0.060986364,0.951370068,0.988659511
3176,ENSG00000145247,48.61587828,0.276055481,0.183013811,1.508386062,0.131455748,0.635907876
3177,ENSG00000109184,109.0681151,0.019660333,0.152128623,0.129234935,0.897171754,0.973473357
3178,ENSG00000163069,21.7495179,0.312599969,0.34420588,0.908177307,0.363784552,0.783582555
3179,ENSG00000109189,74.81313053,0.137724898,0.176379171,0.780845592,0.434893315,0.81971728
3180,ENSG00000184178,133.1907498,0.04168657,0.13154414,0.316901764,0.751318143,0.933886063
3181,ENSG00000145216,92.92563189,0.153186423,0.125153351,1.223989779,0.220956083,0.710796028
3182,ENSG00000072201,7.4218763,-1.230976931,0.539532977,-2.281560132,0.022515323,0.427918728
3183,ENSG00000109220,324.2995902,0.075686848,0.102476053,0.738580829,0.460161569,0.831756476
3184,ENSG00000157404,19.53249618,-1.00229016,0.36100536,-2.776385812,0.005496694,0.305320761
3185,ENSG00000128039,23.12018777,-0.086581479,0.299874871,-0.288725358,0.772791556,0.942233108
3186,ENSG00000134851,643.0038213,0.191160039,0.102019227,1.873764837,0.060962845,0.53711475
3187,ENSG00000134852,223.9181294,-0.055800218,0.122912047,-0.453984938,0.649839668,0.904185786
3188,ENSG00000090989,317.2197375,0.093724672,0.083770768,1.118823116,0.263215608,0.734923094
3189,ENSG00000174799,149.6608608,0.154453728,0.122970052,1.256027184,0.209106114,0.703075341
3190,ENSG00000109265,10.22278817,-0.806823935,0.525681784,-1.534814329,0.124829442,0.628241062
3191,ENSG00000157426,70.67009869,-0.132247335,0.173308534,-0.76307457,0.445418925,0.825155657
3192,ENSG00000128059,38.62657216,-0.266438181,0.174086564,-1.530492505,0.125894867,0.62886388
3193,ENSG00000128050,146.2385894,-0.172486886,0.122621974,-1.406655598,0.159529538,0.657798858
3194,ENSG00000174780,291.0173928,0.173739645,0.10454925,1.661797144,0.096553455,0.594419194
3195,ENSG00000171476,59.07504534,-0.715833075,0.277416547,-2.580354643,0.00986989,0.348662048
3196,ENSG00000084093,560.6211897,-0.017124562,0.066474813,-0.257609789,0.796708074,0.946797748
3197,ENSG00000084092,179.6472111,-0.099716475,0.113778896,-0.87640572,0.38080951,0.791225388
3198,ENSG00000047315,460.3179785,0.036051845,0.074174861,0.486038597,0.626939801,0.897243858
3199,ENSG00000163453,37.16202189,0.005886765,0.242266431,0.024298724,0.980614331,0.996930567
3200,ENSG00000145241,278.6823443,-0.15429535,0.108070087,-1.427734112,0.153368404,0.651492435
3201,ENSG00000035720,27.57891603,-0.104715815,0.350752753,-0.298545953,0.765286508,0.939151818
3202,ENSG00000033178,269.1250089,-0.016240066,0.099167304,-0.163764318,0.869916683,0.965216815
3203,ENSG00000109163,7.960397271,0.012384348,0.558008243,0.022193843,0.982293329,0.997200088
3204,ENSG00000083896,703.5805852,0.018172896,0.064478407,0.281844676,0.778062613,0.944386087
3205,ENSG00000213759,23.41157684,-0.278196729,0.43671221,-0.637025306,0.52410836,0.858815494
3206,ENSG00000173597,806.1162753,0.168895553,0.173715868,0.972251726,0.330925333,0.768918952
3207,ENSG00000132464,12.09097895,-0.770886534,0.486962778,-1.583050222,0.113410018,0.617768007
3208,ENSG00000132465,54.3635102,0.086714047,0.400232985,0.216658923,0.828474163,0.956163224
3209,ENSG00000132467,110.2350434,-0.017568155,0.128693668,-0.136511415,0.891417001,0.970518111
3210,ENSG00000018189,222.1274963,-0.049333739,0.114257333,-0.431777439,0.665903178,0.909581782
3211,ENSG00000132463,325.9140416,0.102976589,0.084375165,1.220460888,0.222290208,0.712279903
3212,ENSG00000173542,222.0026376,-0.039309373,0.132072483,-0.29763485,0.765981873,0.939379968
3213,ENSG00000156136,238.0655725,0.008788904,0.10331274,0.085070862,0.932205055,0.982911481
3214,ENSG00000080493,22.84790354,-0.616387523,0.341026439,-1.807447906,0.07069247,0.55169788
3215,ENSG00000163626,126.0675009,0.026767238,0.130069999,0.20579102,0.836954156,0.958564103
3216,ENSG00000132466,1236.954655,0.079966572,0.085417463,0.936185284,0.349177799,0.778632344
3217,ENSG00000169429,21.67749933,-0.4460479,0.330757931,-1.348562976,0.177477379,0.675379804
3218,ENSG00000109272,50.58358998,0.527406505,0.441769938,1.193848788,0.232537123,0.718395339
3219,ENSG00000163739,67.04784986,-0.092374575,0.223805679,-0.412744553,0.679793779,0.913839107
3220,ENSG00000163737,567.9697053,-0.13435309,0.272019149,-0.493910411,0.621369452,0.895537591
3221,ENSG00000163736,554.0860751,-0.137834773,0.26232911,-0.525426909,0.599286452,0.889315992
3222,ENSG00000163735,47.73752448,-0.626339892,0.343342968,-1.824239755,0.068115834,0.54492667
3223,ENSG00000163738,40.66911855,-0.074928567,0.225045427,-0.33294863,0.73917306,0.929262206
3224,ENSG00000124882,7.192746562,0.244634621,0.537712762,0.454954092,0.649142267,0.904150043
3225,ENSG00000169116,20.23606461,-0.164329588,0.362822336,-0.452920264,0.650606159,0.904644829
3226,ENSG00000163743,114.9510974,-0.078431951,0.123540559,-0.634868031,0.525514489,0.859470659
3227,ENSG00000174796,102.886667,-0.068055805,0.140886378,-0.483054542,0.62905701,0.897823333
3228,ENSG00000138757,616.6829754,0.104378584,0.069776799,1.495892408,0.134681695,0.636799754
3229,ENSG00000138768,263.1410312,0.038844669,0.084752466,0.458330837,0.646714773,0.903517017
3230,ENSG00000138744,455.0633099,0.075556112,0.15104155,0.500233955,0.616910352,0.89438451
3231,ENSG00000198301,101.5606962,-0.091115183,0.136020991,-0.669861191,0.502946282,0.849130225
3232,ENSG00000138750,109.9865148,-0.019468887,0.142005639,-0.137099395,0.890952231,0.970518111
3233,ENSG00000138760,253.348811,0.281929024,0.129741954,2.172998133,0.029780458,0.450151941
3234,ENSG00000118804,7.030295387,-0.780407966,0.50717624,-1.53873132,0.123869903,0.62645987
3235,ENSG00000138758,220.3302237,-0.076347026,0.103115098,-0.740405898,0.459053741,0.831756476
3236,ENSG00000118816,3774.035951,0.255287353,0.153778578,1.660096978,0.096894945,0.594419194
3237,ENSG00000138764,608.9880625,0.062277014,0.118986024,0.523397724,0.600697508,0.889390937
3238,ENSG00000138767,837.4359551,0.030357888,0.068752772,0.441551482,0.6588138,0.907663514
3239,ENSG00000169288,30.309998,-0.104632637,0.223455665,-0.468247858,0.639607351,0.901175813
3240,ENSG00000138772,206.9310634,0.364496023,0.300621687,1.212474146,0.225330933,0.713936335
3241,ENSG00000138756,465.4393303,0.331644987,0.149447595,2.219139011,0.026477269,0.440920482
3242,ENSG00000163291,69.60390883,0.094735724,0.184947822,0.512229462,0.608490426,0.891253312
3243,ENSG00000163297,1114.858695,0.123349314,0.099834278,1.235540712,0.216629334,0.706681902
3244,ENSG00000152784,211.0772638,0.084498492,0.129310306,0.653455195,0.513462865,0.852435574
3245,ENSG00000138669,6.274840603,-0.540324396,0.526753603,-1.025763076,0.305003275,0.758012078
3246,ENSG00000138670,98.78345143,0.055010136,0.163393691,0.336672337,0.736363919,0.928465514
3247,ENSG00000138668,977.3087828,0.03461321,0.058957632,0.587086175,0.557145832,0.871828907
3248,ENSG00000152795,618.8976849,-0.074162975,0.086828125,-0.854135396,0.393029974,0.797929526
3249,ENSG00000145293,70.46474329,-0.116568339,0.162908751,-0.715543757,0.474273113,0.836165389
3250,ENSG00000145284,14.89734964,0.057962996,0.448724174,0.129172884,0.897220852,0.973473357
3251,ENSG00000138674,522.8267152,0.021793189,0.09309823,0.234088117,0.814916571,0.951096375
3252,ENSG00000168152,18.8669243,-0.243206078,0.31285096,-0.777386387,0.436930841,0.82152516
3253,ENSG00000189308,178.3568322,-0.034806618,0.106357555,-0.327260417,0.743470928,0.930374398
3254,ENSG00000138663,66.46511775,-0.024718094,0.171028619,-0.144526072,0.88508507,0.969133137
3255,ENSG00000145287,764.0942393,-0.040417093,0.089345053,-0.452370798,0.65100188,0.904705145
3256,ENSG00000173085,107.0344899,0.031365481,0.142574879,0.219993036,0.825876578,0.955534842
3257,ENSG00000173083,258.6085193,0.336441054,0.14805942,2.272338045,0.023066101,0.431675383
3258,ENSG00000163312,116.3930644,-0.07543396,0.132120011,-0.570950305,0.56803333,0.875699852
3259,ENSG00000163319,38.94378923,0.08805784,0.230029557,0.382810979,0.70185992,0.917783317
3260,ENSG00000163322,77.1670047,0.037705058,0.177767433,0.212103293,0.832026451,0.956852219
3261,ENSG00000138678,264.9206734,0.363681623,0.171351988,2.122424306,0.033802123,0.461445494
3262,ENSG00000163625,1916.911434,0.295096813,0.158610627,1.860510986,0.062813266,0.537619929
3263,ENSG00000138639,137.0835108,0.071403183,0.163587964,0.436481882,0.662487141,0.908153996
3264,ENSG00000163629,50.43685048,0.228413843,0.252300868,0.905323258,0.365294159,0.783614209
3265,ENSG00000163633,27.55023894,0.037429318,0.243100508,0.153966433,0.877636203,0.9666341
3266,ENSG00000172493,1878.058867,0.227119728,0.107047542,2.121671576,0.033865327,0.461837536
3267,ENSG00000145332,292.4064503,0.131487666,0.154003489,0.85379667,0.39321766,0.797929526
3268,ENSG00000170509,8.171473107,0.059218666,0.438591683,0.135020038,0.892596031,0.971130559
3269,ENSG00000198189,648.8082769,0.203994775,0.114582056,1.780337889,0.07502068,0.561693908
3270,ENSG00000170502,49.65768216,-0.080247018,0.188249492,-0.426280133,0.669903733,0.911629996
3271,ENSG00000118762,104.0367062,0.075820625,0.143133675,0.529718983,0.596306784,0.887418792
3272,ENSG00000118777,28.00355278,0.724594556,0.43686399,1.658627337,0.09719091,0.594761013
3273,ENSG00000163644,369.2063348,-0.11295036,0.129269247,-0.873760487,0.382248703,0.792426413
3274,ENSG00000138642,195.2411474,0.279317969,0.202601188,1.378659083,0.167999891,0.663930761
3275,ENSG00000138646,347.1049904,0.948717417,0.359212558,2.641103145,0.008263656,0.338430817
3276,ENSG00000138641,1134.462581,0.054060079,0.068192011,0.792762637,0.427916129,0.817091564
3277,ENSG00000177432,51.78555081,0.357848615,0.194817216,1.836842873,0.066233095,0.542631456
3278,ENSG00000138640,247.7073491,0.288108742,0.134879569,2.136044355,0.032675799,0.459630083
3279,ENSG00000180346,31.88588742,0.026331455,0.270426256,0.097370185,0.922432421,0.980413887
3280,ENSG00000185477,631.1302219,-0.065943142,0.115229645,-0.572275835,0.567135118,0.875109287
3281,ENSG00000145335,3302.814666,0.446780512,0.31453333,1.420455224,0.155475195,0.652112236
3282,ENSG00000138722,47.23209551,-0.126701698,0.343240003,-0.369134416,0.712027537,0.921343751
