AIHpartial.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
623,ENSG00000122484,162.337557,-0.028615774,0.155614637,-0.183888704,0.854100766,0.982743646
624,ENSG00000162676,145.2362075,-0.020610618,0.196999518,-0.104622684,0.916675214,0.989505008
625,ENSG00000067208,195.4528595,0.38483847,0.131994122,2.915572784,0.003550363,0.577234078
626,ENSG00000122406,1027.824281,0.128787502,0.173488502,0.742340276,0.457881195,0.911556667
627,ENSG00000154511,63.53724096,-0.06189821,0.211008873,-0.293344112,0.76925914,0.964790343
628,ENSG00000143033,211.2882147,-0.00427102,0.122067366,-0.034989043,0.972088478,0.996649069
629,ENSG00000117500,291.108371,0.090347913,0.106651574,0.847131552,0.3969218,0.898675787
630,ENSG00000122483,81.45829819,0.078908568,0.180832181,0.436363524,0.662573,0.950502441
631,ENSG00000117505,743.9506812,-0.007843557,0.075451547,-0.103954885,0.917205151,0.989505008
632,ENSG00000137942,39.84320977,-0.130532493,0.23947482,-0.545078155,0.585699766,0.936422779
633,ENSG00000137936,24.23584461,-0.14642869,0.32541776,-0.449971415,0.652731052,0.948678544
634,ENSG00000067334,129.2358571,0.120915263,0.181450148,0.666382831,0.505166434,0.921339106
635,ENSG00000023909,133.7091966,-0.047504156,0.147738999,-0.321541073,0.747800392,0.961494813
636,ENSG00000137962,9.480923095,-0.025747962,0.556101214,-0.046300856,0.963070457,0.994439375
637,ENSG00000117528,143.7141398,-0.046433383,0.134084207,-0.346300167,0.729117143,0.960791773
638,ENSG00000117519,8.593691261,-0.082948238,0.551771176,-0.150330865,0.880503583,0.985285303
639,ENSG00000172339,17.38948445,-0.221614463,0.35264223,-0.628439944,0.529715777,0.923221511
640,ENSG00000152078,42.36156416,0.232053456,0.35034542,0.662356184,0.507742978,0.922359622
641,ENSG00000122481,29.97126576,0.073474441,0.267581507,0.27458714,0.783633447,0.9683546
642,ENSG00000117569,139.7158903,0.009599686,0.153119436,0.062694106,0.950010091,0.992631647
643,ENSG00000188641,1220.266895,0.238466522,0.092990078,2.564429744,0.01033455,0.619397951
644,ENSG00000156869,32.20879948,-0.056809956,0.298112776,-0.190565318,0.848866164,0.981147635
645,ENSG00000162688,168.1146629,-0.227881523,0.13649415,-1.669533251,0.095011746,0.793516374
646,ENSG00000117620,114.9920266,-0.028582392,0.154266776,-0.185278986,0.853010219,0.982743646
647,ENSG00000156875,384.9478392,0.037010348,0.09204245,0.402100861,0.687609799,0.955522815
648,ENSG00000156876,34.04916,-0.185439598,0.23492948,-0.789341542,0.429912413,0.903263175
649,ENSG00000122435,73.68824301,-0.086683555,0.183514587,-0.472352397,0.636675276,0.945214281
650,ENSG00000122477,5.735168704,-1.241565084,0.648867972,-1.913432528,0.055692703,0.737738817
651,ENSG00000137992,119.2532399,0.050188891,0.149831066,0.334969858,0.737647824,0.960908841
652,ENSG00000137996,171.0915426,0.167254272,0.117176704,1.427367952,0.153473863,0.823634895
653,ENSG00000079335,418.6697893,-0.055151875,0.12017753,-0.458920027,0.646291596,0.945754815
654,ENSG00000162694,14.2221749,-0.113577785,0.439667849,-0.258326336,0.796155062,0.971554347
655,ENSG00000162695,342.5683464,-0.029232421,0.086822714,-0.336690933,0.736349899,0.960908841
656,ENSG00000117543,69.48228627,-0.060918019,0.220195239,-0.27665457,0.782045358,0.967994165
657,ENSG00000170989,867.5664786,-0.148491579,0.14567399,-1.019341748,0.308040751,0.875742301
658,ENSG00000185946,264.6125815,0.046663461,0.100743269,0.463191847,0.64322686,0.945420608
659,ENSG00000240038,66.58967401,-0.209887499,0.177920187,-1.179672208,0.238130612,0.855186011
660,ENSG00000198890,110.0009533,-0.111033328,0.193355582,-0.574244232,0.565802541,0.930289313
661,ENSG00000134215,442.2054217,0.086370813,0.12073213,0.715392103,0.474366791,0.915125407
662,ENSG00000085491,148.4737375,0.233229001,0.134629493,1.732376724,0.083206509,0.777417537
663,ENSG00000162636,152.7004021,0.016520031,0.134253836,0.123050719,0.902066935,0.987694571
664,ENSG00000162639,77.22255481,-0.135190708,0.175822024,-0.768906563,0.441948781,0.904141538
665,ENSG00000134186,722.4094618,0.032557722,0.072519614,0.448950572,0.653467313,0.94874771
666,ENSG00000116266,454.4718661,0.077981886,0.100428752,0.77648964,0.437459935,0.903372885
667,ENSG00000121957,79.00187723,0.24016491,0.180306011,1.331985043,0.182865104,0.838178362
668,ENSG00000121940,78.32596203,-0.035357405,0.170489156,-0.207387997,0.835706856,0.980464124
669,ENSG00000085433,125.896796,-0.137406825,0.138777415,-0.990123823,0.322113601,0.880844444
670,ENSG00000197780,27.12071575,0.460608452,0.280670462,1.64110056,0.100776543,0.797162813
671,ENSG00000215717,234.4312531,0.317164619,0.141407538,2.242911685,0.02490251,0.664682246
672,ENSG00000179902,8.096258758,-0.066210753,0.503278414,-0.131558898,0.895333198,0.986882457
673,ENSG00000116299,444.5259138,0.025732569,0.309548521,0.083129355,0.933748685,0.991464317
674,ENSG00000031698,451.3593872,0.123557797,0.081098814,1.523546291,0.127622089,0.805178867
675,ENSG00000143126,44.11952098,-0.409425008,0.255583097,-1.601925214,0.109172148,0.797162813
676,ENSG00000134222,27.03727866,0.097425977,0.266618231,0.365413783,0.714802554,0.958216926
677,ENSG00000134243,640.7900459,0.332606605,0.184518161,1.802568398,0.071456024,0.758263742
678,ENSG00000143106,218.5330071,0.046563081,0.117941379,0.39479851,0.692991595,0.956886668
679,ENSG00000162650,48.08731913,-0.437248819,0.207306968,-2.109185346,0.034928586,0.696395167
680,ENSG00000174151,386.9654946,0.041826517,0.08285755,0.50480031,0.613699098,0.943067056
681,ENSG00000181754,208.1451493,-0.24940817,0.177896693,-1.401983175,0.160920271,0.828843369
682,ENSG00000156097,11.87936204,-0.295499819,0.391059505,-0.755639015,0.449865657,0.908415911
683,ENSG00000065135,1030.538884,0.162742106,0.106087916,1.53403057,0.125022132,0.805178867
684,ENSG00000116337,1077.20356,-0.062055123,0.134740138,-0.460554098,0.64511855,0.945420608
685,ENSG00000168765,63.07863932,-0.230430373,0.264223987,-0.872102398,0.383152518,0.896737428
686,ENSG00000213366,45.04906448,-0.14159743,0.334364923,-0.423481713,0.671943838,0.951518034
687,ENSG00000134184,14.03954696,-1.001052544,1.414443443,-0.707736,0.479109217,0.915125407
688,ENSG00000134202,9.199620626,0.03219513,0.596283296,0.05399301,0.956940733,0.993960896
689,ENSG00000184371,174.9801209,-0.095641049,0.190858569,-0.501109536,0.616294036,0.943067056
690,ENSG00000168710,397.0368995,0.03769714,0.088151868,0.427638582,0.668914272,0.951518034
691,ENSG00000143093,345.2866688,-0.103801271,0.092639693,-1.120483754,0.262507672,0.860926395
692,ENSG00000116396,176.0290248,-0.349073821,0.17368546,-2.009804514,0.044451883,0.720733316
693,ENSG00000162775,468.9918322,-0.09814979,0.081420213,-1.205472043,0.228021124,0.851388683
694,ENSG00000168679,58.43581868,-0.113440892,0.189461537,-0.598754204,0.549336806,0.926919638
695,ENSG00000134248,57.50474487,0.052205091,0.18609728,0.280525816,0.779074122,0.966774853
696,ENSG00000177301,20.46563044,-0.420506596,0.305512504,-1.376397331,0.168698654,0.830103193
697,ENSG00000177272,577.451252,-0.062406854,0.159430934,-0.39143504,0.695475696,0.957108014
698,ENSG00000143119,3367.915407,0.133817657,0.105672811,1.266339526,0.205391551,0.843475707
699,ENSG00000121931,61.94518677,-0.020673162,0.195515844,-0.105736502,0.915791418,0.989505008
700,ENSG00000156171,160.1689869,0.083950773,0.15114634,0.555427101,0.57860256,0.933660615
701,ENSG00000134255,339.7275693,-0.031209499,0.109330929,-0.285459017,0.775292499,0.966697494
702,ENSG00000162777,1130.387519,-0.211371523,0.114123824,-1.85212443,0.064007957,0.747043387
703,ENSG00000064886,46.08137407,-0.018172962,0.226990799,-0.080060347,0.93618926,0.992122051
704,ENSG00000085465,15.42359296,-0.334440517,0.410086977,-0.815535571,0.414765812,0.901761033
705,ENSG00000116455,63.5674053,-0.09449645,0.190355406,-0.496421153,0.619597304,0.94329912
706,ENSG00000116459,258.7183152,0.317108227,0.125203395,2.532744636,0.011317337,0.620339221
707,ENSG00000143110,321.7931923,0.249980423,0.128972634,1.938243906,0.052593472,0.737738817
708,ENSG00000121933,10.40246957,0.362341034,0.705371042,0.513688559,0.607469752,0.941822098
709,ENSG00000282608,17.70549861,-0.048825195,0.449517198,-0.108616967,0.913506303,0.989505008
710,ENSG00000116473,673.4109348,0.223552726,0.095438316,2.342379193,0.019161236,0.640706862
711,ENSG00000197852,1493.278356,0.165893047,0.193040645,0.859368485,0.390137251,0.898582858
712,ENSG00000064703,97.44803072,-0.043556259,0.140322773,-0.3104005,0.756256414,0.962597587
713,ENSG00000171385,14.60600235,-0.239633331,0.43925451,-0.545545522,0.585378381,0.936131701
714,ENSG00000143079,28.6955842,-0.20712634,0.272276529,-0.760720511,0.446824021,0.906601419
715,ENSG00000134245,23.01347368,0.0705273,0.287093723,0.245659499,0.805945827,0.974153224
716,ENSG00000007341,115.6091358,-0.336839451,0.137650824,-2.447057281,0.014402795,0.63332618
717,ENSG00000116489,1135.819576,0.19083877,0.118068631,1.616337612,0.106021339,0.797162813
718,ENSG00000155363,272.5278392,-0.004320324,0.153093642,-0.028220141,0.977486573,0.997144888
719,ENSG00000155366,76.68087055,0.015297921,0.196339662,0.07791559,0.937895198,0.992241856
720,ENSG00000155380,55.65743518,0.486448382,0.200167546,2.430206051,0.015090241,0.633887767
721,ENSG00000198799,245.189504,-0.059832359,0.111051671,-0.538779455,0.590039041,0.937341745
722,ENSG00000081026,46.72941993,-0.110516463,0.253054182,-0.436730433,0.662306856,0.950502441
723,ENSG00000116793,183.8839788,0.055345948,0.176283653,0.313959613,0.753551713,0.962361133
724,ENSG00000081019,382.0487005,0.041180314,0.09434547,0.436484267,0.662485411,0.950502441
725,ENSG00000134242,216.7704976,0.002457968,0.137127694,0.017924666,0.985698952,0.997726914
726,ENSG00000188761,12.89257766,0.24932094,0.484283091,0.514824788,0.606675462,0.941822098
727,ENSG00000134262,116.2061685,-0.146177662,0.145320397,-1.005899142,0.314464089,0.879171724
728,ENSG00000118655,53.01971114,0.218170925,0.240437737,0.907390526,0.364200317,0.891299858
729,ENSG00000163349,1929.031407,0.086324177,0.124578058,0.692932438,0.488351952,0.916228371
730,ENSG00000116774,5.959667687,-0.203067048,0.542826244,-0.374092171,0.708335743,0.957882289
731,ENSG00000197323,763.0781649,0.037465854,0.076287892,0.491111404,0.623347656,0.94372444
732,ENSG00000116752,54.14259761,0.255994142,0.201092569,1.273016419,0.203012216,0.843475707
733,ENSG00000175984,14.39963852,-0.807759792,0.431245601,-1.873085292,0.061056608,0.740504241
734,ENSG00000213281,200.8933501,0.007315493,0.112506177,0.065023032,0.948155663,0.992241856
735,ENSG00000009307,2149.165942,0.15282491,0.108671058,1.40630737,0.159632873,0.827597199
736,ENSG00000052723,151.2830786,-0.052570363,0.149075268,-0.352643088,0.724356031,0.960079041
737,ENSG00000134198,184.6021528,0.253937962,0.24162015,1.05098007,0.293267743,0.873995718
738,ENSG00000173218,36.27795626,-0.205030884,0.24271586,-0.844736246,0.398258118,0.898675787
739,ENSG00000163393,386.7347048,0.1895284,0.180941638,1.047455974,0.294889327,0.873996516
740,ENSG00000173212,12.59366724,0.185865351,0.538057454,0.34543774,0.729765309,0.960791773
741,ENSG00000163399,847.8272569,-0.006433669,0.104090392,-0.061808483,0.950715348,0.992711972
742,ENSG00000116815,205.8307058,0.325002515,0.149383612,2.175623626,0.029583415,0.678784767
743,ENSG00000116824,362.9630363,-0.05936362,0.15312648,-0.387677036,0.698255052,0.957338239
744,ENSG00000134247,19.23236522,0.383355913,0.367412319,1.043394281,0.296765721,0.873996516
745,ENSG00000134256,113.4805318,0.296558778,0.219726124,1.349674646,0.177120368,0.836628014
746,ENSG00000116830,143.537918,0.129973077,0.15067813,0.862587532,0.388364288,0.896737428
747,ENSG00000134253,9.002142606,-0.597316767,0.528106074,-1.13105453,0.258032141,0.860385029
748,ENSG00000198162,416.0561585,0.026467537,0.102719456,0.257668191,0.796662997,0.971554347
749,ENSG00000183508,11402.42869,0.553219284,0.431115528,1.28322746,0.199412398,0.843475707
750,ENSG00000196505,408.5157602,0.015391483,0.100385602,0.153323612,0.878143081,0.984522503
751,ENSG00000065183,101.2607788,-0.091056553,0.163241101,-0.557804086,0.576978172,0.93313668
752,ENSG00000116874,30.23432434,0.231250461,0.249760479,0.925888923,0.354503708,0.888475269
753,ENSG00000143067,62.88811024,-0.031436828,0.212183044,-0.148159,0.882217288,0.985843496
754,ENSG00000092621,17.66737918,-0.207046019,0.449399583,-0.460716981,0.64500167,0.945420608
755,ENSG00000134250,3911.336942,0.047674211,0.129995297,0.366737965,0.713814485,0.957882868
756,ENSG00000265808,491.2167554,0.16172378,0.109310432,1.479490814,0.139009185,0.813955115
757,ENSG00000273136,259.3223253,0.00356266,0.208079254,0.017121649,0.986339568,0.99786398
758,ENSG00000198019,236.187027,0.422219879,0.280691361,1.504214013,0.132526271,0.809497416
759,ENSG00000171943,117.7991591,-0.080815255,0.219658093,-0.367913852,0.712937471,0.957882289
760,ENSG00000266338,228.0282362,0.025606261,0.158421384,0.161633866,0.871594186,0.984000581
761,ENSG00000196369,125.4498949,0.208551683,0.225337718,0.925507215,0.354702133,0.888573125
762,ENSG00000162825,19.86544205,0.258602365,0.333499509,0.775420525,0.438091211,0.903372885
763,ENSG00000117262,52.85744648,-0.243561983,0.225521201,-1.079995946,0.280143985,0.87244594
764,ENSG00000174827,19.78325806,-0.006826477,0.374525943,-0.018226981,0.985457779,0.997724639
765,ENSG00000117281,45.33470408,-0.499095715,0.270140189,-1.847543374,0.064668428,0.750444157
766,ENSG00000265491,247.4663042,0.126805822,0.101141779,1.25374324,0.209935346,0.844947233
767,ENSG00000186141,162.9833497,0.189625304,0.122181598,1.551995609,0.120663274,0.799937385
768,ENSG00000186364,15.29772789,-0.520521817,0.354275765,-1.469256066,0.141763348,0.817294969
769,ENSG00000131788,85.19508699,-0.137242483,0.182892682,-0.750398985,0.453014442,0.910108286
770,ENSG00000143127,14.2485915,-0.742135946,0.377062341,-1.968204897,0.049044467,0.735557531
771,ENSG00000131779,59.99144932,-0.024153816,0.169782125,-0.142263597,0.886871799,0.986232762
772,ENSG00000265241,193.086296,0.113009167,0.125422206,0.90102997,0.367572385,0.893766005
773,ENSG00000271601,291.6293346,-0.136570374,0.096370454,-1.417139472,0.156442154,0.82377338
774,ENSG00000272031,25.09722081,-0.725562505,0.323861857,-2.240345657,0.025068491,0.665751752
775,ENSG00000121851,17.99269426,0.105077246,0.303160773,0.346605681,0.728887577,0.960791773
776,ENSG00000265972,15325.75874,-0.003071798,0.155363273,-0.019771712,0.984225484,0.997724639
777,ENSG00000271425,60.32546945,0.185771902,0.216160986,0.859414576,0.390111831,0.898582858
778,ENSG00000264343,55.16381444,0.165861621,0.279841262,0.592698946,0.553382647,0.927136359
779,ENSG00000270339,8.724707234,-1.21529297,0.602696422,-2.016426387,0.043755409,0.718175155
780,ENSG00000268043,255.9814505,0.00662767,0.138919304,0.047708775,0.961948341,0.994439375
781,ENSG00000131791,123.2701876,-0.094335368,0.119341462,-0.790466,0.429255671,0.903263175
782,ENSG00000131781,71.614791,0.221245183,0.200111707,1.105608394,0.268896055,0.864540559
783,ENSG00000131778,117.0070249,0.018904171,0.154955802,0.121997183,0.902901249,0.987795121
784,ENSG00000116128,115.2325226,-0.070991633,0.1539671,-0.461083137,0.64473896,0.945420608
785,ENSG00000162836,145.8939987,-0.330091816,0.139723547,-2.362463762,0.018153916,0.633887767
786,ENSG00000188092,65.38938593,0.074808814,0.207699439,0.360178218,0.718713863,0.958841729
787,ENSG00000263956,167.7756977,0.020583523,0.162604889,0.126586125,0.899267979,0.987201016
788,ENSG00000270629,369.0791236,-0.173307573,0.14472658,-1.197482683,0.231118473,0.852012614
789,ENSG00000178104,263.8834421,-0.063338356,0.134296332,-0.471631319,0.637189968,0.945303465
790,ENSG00000269713,109.9842414,0.005784,0.183119055,0.031586008,0.974802202,0.997122042
791,ENSG00000271383,442.9900115,-0.080852056,0.153807371,-0.525670877,0.599116902,0.940356531
792,ENSG00000263464,10.86968491,-0.407742781,0.552283028,-0.738285916,0.460340723,0.913458042
793,ENSG00000150337,168.8954785,0.562366983,0.269654743,2.085507477,0.03702326,0.709355375
794,ENSG00000203814,734.5141815,0.187672776,0.144457217,1.29915819,0.193889647,0.843466108
795,ENSG00000183598,186.1457972,0.068883931,0.185065309,0.372214172,0.709733395,0.957882289
796,ENSG00000184678,955.3095262,0.036884026,0.111634874,0.330398778,0.741098665,0.960908841
797,ENSG00000184260,42.94942966,-0.018575849,0.170115838,-0.109195296,0.913047591,0.989505008
798,ENSG00000184270,35.32051962,-0.120819645,0.244051665,-0.495057656,0.620559423,0.94329912
799,ENSG00000178096,33.22896385,-0.291437891,0.370891432,-0.785776822,0.431998248,0.903263175
800,ENSG00000159164,23.80701764,0.328394281,0.398274697,0.824542164,0.409631568,0.900735483
801,ENSG00000143368,230.6441766,0.026587002,0.116253484,0.228698539,0.819103231,0.976846753
802,ENSG00000014914,76.94386041,0.383592837,0.226802931,1.691304582,0.090778645,0.785640907
803,ENSG00000264522,93.44720897,-0.212939744,0.178910737,-1.190201033,0.233967387,0.853422829
804,ENSG00000136631,109.0684958,-0.005609179,0.177940147,-0.031522842,0.974852576,0.997122042
805,ENSG00000023902,1103.008744,0.174964998,0.098361535,1.778794915,0.075273391,0.758263742
806,ENSG00000143401,217.0600018,0.004687939,0.133431248,0.03513374,0.971973097,0.996649069
807,ENSG00000118298,22.50794382,0.174948289,0.316944667,0.551983697,0.580959523,0.934255231
808,ENSG00000117362,357.358688,0.06018639,0.082786102,0.727010797,0.467219342,0.914104827
809,ENSG00000266472,71.01742761,-0.134681413,0.206192412,-0.65318317,0.513638199,0.922359622
810,ENSG00000117360,309.6210739,-0.103733847,0.099186199,-1.045849604,0.295630475,0.873996516
811,ENSG00000163125,406.4828568,-0.099931696,0.086171054,-1.15968984,0.246175108,0.858205241
812,ENSG00000143374,87.87631152,-0.188697394,0.159056268,-1.186356231,0.235481649,0.853499821
813,ENSG00000143382,828.5495489,0.093614512,0.172238232,0.543517608,0.586773471,0.936457712
814,ENSG00000143384,9736.954315,0.094374013,0.134788789,0.700162187,0.483826023,0.915383083
815,ENSG00000143420,467.3434778,0.080464605,0.086244418,0.932983333,0.350828574,0.887532381
816,ENSG00000143457,86.09545341,-0.067328378,0.181064939,-0.371846579,0.710007081,0.957882289
817,ENSG00000143452,39.7697411,0.848615862,0.320238658,2.649948223,0.008050411,0.592587499
818,ENSG00000163131,7190.811899,0.304121324,0.114021573,2.667226178,0.007648018,0.592587499
819,ENSG00000143387,39.0018144,-0.274331064,0.259609373,-1.056707088,0.290645289,0.873813556
820,ENSG00000143437,477.417444,0.069730489,0.091280843,0.763911534,0.444919964,0.90568999
821,ENSG00000143379,267.1107679,0.026911744,0.087418284,0.307850286,0.758196256,0.962597587
822,ENSG00000143418,418.9965063,-0.090792889,0.125626507,-0.722720797,0.469851436,0.914742955
823,ENSG00000143412,106.8102813,-0.243603568,0.188250694,-1.294038089,0.195652265,0.843475707
824,ENSG00000143409,838.286343,0.02049106,0.156544296,0.130896243,0.895857387,0.986926674
825,ENSG00000143363,193.7301119,-0.022886163,0.135517622,-0.168879607,0.86589134,0.983212537
826,ENSG00000163141,18.50148814,0.277723128,0.342853424,0.810034577,0.417920303,0.902156605
827,ENSG00000143443,66.44393997,-0.119887688,0.185972461,-0.644652909,0.519152139,0.922359622
828,ENSG00000197622,2581.077574,-0.046457241,0.092540799,-0.502019022,0.615654141,0.943067056
829,ENSG00000213190,386.9758147,-0.0772369,0.119428768,-0.646719388,0.517813573,0.922359622
830,ENSG00000143458,211.3364239,-0.267289967,0.135980318,-1.965651872,0.049338838,0.735819217
831,ENSG00000143434,28.616463,-0.296772534,0.279241854,-1.062779558,0.287881932,0.873146868
832,ENSG00000163154,263.5846101,-0.024896375,0.116377204,-0.213928276,0.83060299,0.978833901
833,ENSG00000163156,128.1030551,0.034073319,0.130364409,0.261369795,0.793807348,0.971156513
834,ENSG00000163155,138.1747314,-0.014768153,0.128770865,-0.114685514,0.908694397,0.988988038
835,ENSG00000163159,134.8631585,0.1115644,0.113563685,0.982395034,0.325905272,0.881168619
836,ENSG00000143398,267.2125731,-0.137460303,0.105848592,-1.298650274,0.194063976,0.843466108
837,ENSG00000159352,517.2508716,0.207655983,0.108691597,1.910506316,0.056068054,0.739394023
838,ENSG00000143373,613.5897661,0.030111222,0.103196753,0.291784586,0.770451332,0.964985087
839,ENSG00000143393,694.661874,-0.117737363,0.075779396,-1.55368569,0.120259408,0.798524533
840,ENSG00000143390,217.1296239,0.02751135,0.133820549,0.2055839,0.837115955,0.980620402
841,ENSG00000143416,2521.467484,0.598709089,0.409623134,1.46160956,0.143848233,0.817294969
842,ENSG00000159377,409.9891558,-0.022988348,0.086845256,-0.264704707,0.791236951,0.970397203
843,ENSG00000143442,604.277692,-0.138908577,0.076154968,-1.824025165,0.068148268,0.758263742
844,ENSG00000143367,31.07843937,0.113500086,0.373450835,0.303922433,0.761186987,0.963285656
845,ENSG00000143376,974.8895932,0.172333701,0.13714408,1.256588698,0.208902609,0.844947233
846,ENSG00000159409,17.15406537,-0.248869306,0.445341602,-0.558827887,0.576279188,0.93313668
847,ENSG00000143436,29.96093812,-0.203508606,0.258580624,-0.78702187,0.431269064,0.903263175
848,ENSG00000182134,37.36246302,-0.085657619,0.253690133,-0.337646634,0.735629495,0.960908841
849,ENSG00000143365,48.44728953,-0.483194085,0.306399898,-1.577004722,0.114794439,0.797162813
850,ENSG00000225556,30.63281832,-0.239633684,0.314207897,-0.762659647,0.445666402,0.90568999
851,ENSG00000196407,52.63667944,0.591151712,0.313782815,1.883951839,0.05957149,0.740455472
852,ENSG00000159445,143.9606375,-0.187512977,0.19318849,-0.970621891,0.331736601,0.883820304
853,ENSG00000197747,358.1886132,0.22507559,0.12188843,1.846570584,0.064809401,0.750975483
854,ENSG00000163191,1778.225464,0.237789064,0.185723804,1.280337031,0.200426629,0.843475707
855,ENSG00000163220,7867.476672,0.4314136,0.223599211,1.929405735,0.053680512,0.737738817
856,ENSG00000163221,183.5869964,0.388330699,0.33589918,1.156093026,0.247643108,0.858205241
857,ENSG00000143546,875.9585185,0.452375738,0.264145766,1.712598863,0.086786363,0.783461598
858,ENSG00000197956,821.8055821,0.212553359,0.129898535,1.636302983,0.101776192,0.797162813
859,ENSG00000196420,6.809369923,-0.055578603,0.497997373,-0.11160421,0.911137234,0.989505008
860,ENSG00000196154,1184.798524,0.251901195,0.117929248,2.136036647,0.032676427,0.686621633
861,ENSG00000160679,498.8269392,0.071160179,0.087742976,0.811007134,0.417361574,0.902042725
862,ENSG00000143553,81.06525864,0.371848733,0.166709407,2.230520402,0.025712915,0.672325093
863,ENSG00000143621,197.1687125,0.147578808,0.128569207,1.147855007,0.251028425,0.858589021
864,ENSG00000143624,360.5328112,-0.053413679,0.098284533,-0.543459655,0.586813362,0.936457712
865,ENSG00000143554,281.6108084,-0.070841924,0.13672841,-0.518121461,0.604373528,0.941685195
866,ENSG00000143614,803.6310026,-0.075902882,0.081522328,-0.931068625,0.351818067,0.887532381
867,ENSG00000198837,1251.39843,-0.195115978,0.080476669,-2.424503659,0.015329329,0.633887767
868,ENSG00000160741,513.4216611,-0.035399292,0.104346248,-0.339248343,0.734422654,0.960908841
869,ENSG00000143570,297.6343504,0.238319427,0.129500871,1.840292083,0.065725367,0.751035274
870,ENSG00000143578,22.47718257,-0.311034847,0.224026405,-1.388384763,0.165019914,0.828843369
871,ENSG00000143543,452.9079268,0.003612368,0.124109521,0.029106291,0.976779818,0.997144888
872,ENSG00000143545,25.80077518,0.144503148,0.338497617,0.426895613,0.669455361,0.951518034
873,ENSG00000177954,381.5293022,0.14530373,0.315453872,0.460617996,0.645072698,0.945420608
874,ENSG00000143552,36.8174192,-0.408622779,0.355945619,-1.147992156,0.250971802,0.858589021
875,ENSG00000143549,3146.11614,0.152731219,0.087407131,1.74735421,0.080575915,0.772826087
876,ENSG00000143612,382.2790177,0.286383791,0.093796388,3.053249653,0.002263775,0.563725857
877,ENSG00000143569,811.9662265,0.015350998,0.085005706,0.180587849,0.856691094,0.982743646
878,ENSG00000143575,100.7380319,0.071517912,0.170141138,0.420344619,0.674233719,0.951620176
879,ENSG00000143595,19.69465279,0.004633104,0.509651081,0.009090737,0.992746741,0.998711985
880,ENSG00000143515,944.5117443,-0.220339771,0.143369028,-1.536871483,0.124324784,0.805178867
881,ENSG00000160712,3932.203266,0.10052275,0.14331495,0.701411472,0.483046265,0.915125407
882,ENSG00000169291,13.3676913,-0.295678796,0.435009799,-0.679706058,0.496690599,0.917135015
883,ENSG00000160714,218.8392105,0.041418764,0.113133124,0.366106425,0.714285663,0.958164104
884,ENSG00000160716,82.67228813,0.075828671,0.217460862,0.348700314,0.727314308,0.960545618
885,ENSG00000160710,5537.350048,0.15864201,0.142370566,1.114289377,0.265155063,0.86163196
886,ENSG00000163344,67.69965772,0.421301347,0.194401778,2.167168177,0.030222033,0.681689747
887,ENSG00000163346,1600.270486,-0.075541061,0.120817819,-0.625247682,0.531808512,0.923221511
888,ENSG00000163348,287.640342,-0.150905284,0.10746755,-1.404193961,0.1602611,0.828303329
889,ENSG00000160691,320.3389028,0.055922796,0.083711942,0.668038451,0.504109049,0.920082376
890,ENSG00000173207,15.16567601,0.199869666,0.342929905,0.582829504,0.560008081,0.928311964
891,ENSG00000160688,122.7860057,0.146873811,0.144594215,1.01576547,0.309741083,0.876285821
892,ENSG00000163352,6.749295474,0.770736502,0.524390199,1.469776712,0.141622238,0.817294969
893,ENSG00000160685,1515.710555,0.138461086,0.119819616,1.155579452,0.247853217,0.858205241
894,ENSG00000163354,27.00096695,-0.100504264,0.294534837,-0.341230481,0.732930078,0.960908841
895,ENSG00000163357,6.113277506,-0.641523721,0.621731276,-1.031834404,0.302149699,0.87468991
896,ENSG00000143537,267.3796612,-0.109761815,0.154390651,-0.710935632,0.477124124,0.915125407
897,ENSG00000243364,22.85413197,-0.334459534,0.262016969,-1.276480436,0.201785738,0.843475707
898,ENSG00000169242,10.42309332,-0.156547534,0.462584095,-0.338419621,0.73504699,0.960908841
899,ENSG00000169241,105.6083152,0.100292831,0.153613318,0.65289151,0.513826223,0.922359622
900,ENSG00000179085,26.61602253,-0.155257017,0.26189948,-0.592811473,0.553307329,0.927136359
901,ENSG00000163463,25.05413842,-0.326508586,0.264082945,-1.236386491,0.216314935,0.847347694
902,ENSG00000163462,45.69714927,-0.07409752,0.220984969,-0.3353057,0.737394495,0.960908841
903,ENSG00000169231,49.10393298,-0.340474063,0.200694047,-1.69648312,0.089794424,0.783533375
904,ENSG00000173171,141.047099,0.151679582,0.189757063,0.799335633,0.424095823,0.903157251
905,ENSG00000177628,236.6025366,0.175819085,0.128433248,1.368953041,0.171013954,0.830901874
906,ENSG00000160767,72.77570312,-0.184791073,0.185165049,-0.997980313,0.318288905,0.880257254
907,ENSG00000116521,167.9961331,0.042290402,0.135527615,0.312042694,0.755008077,0.962453869
908,ENSG00000176444,286.1122705,-0.08205365,0.096116695,-0.853687801,0.393277995,0.898675787
909,ENSG00000143630,11.90476933,-0.749459911,0.423707032,-1.768816318,0.076924533,0.762324389
910,ENSG00000160752,82.56092638,-0.100399038,0.142964757,-0.70226425,0.482514383,0.915125407
911,ENSG00000160753,84.85597458,-0.109891377,0.149762973,-0.733768667,0.46308974,0.914104827
912,ENSG00000116539,1180.996804,-0.045468439,0.062143969,-0.731662939,0.464374322,0.914104827
913,ENSG00000125459,39.39955797,-0.323182972,0.225535203,-1.432960208,0.151869209,0.823551379
