AIHpartial.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8326,ENSG00000122971,75.95563381,0.079880524,0.181421714,0.440302997,0.659717671,0.94998779
8327,ENSG00000157837,381.1691872,-0.02956708,0.089513808,-0.330307471,0.741167649,0.960908841
8328,ENSG00000157895,70.17688585,0.110210407,0.175481675,0.628045107,0.529974391,0.923221511
8329,ENSG00000135114,291.1011538,0.662435046,0.333094728,1.9887287,0.046731156,0.724171755
8330,ENSG00000089041,178.6617074,0.205839473,0.178234939,1.154877233,0.248140704,0.858205241
8331,ENSG00000135124,208.1350294,-0.137739755,0.126262271,-1.090901927,0.275316039,0.868758384
8332,ENSG00000110931,1428.8841,0.106631731,0.140234962,0.760379077,0.447028026,0.906741527
8333,ENSG00000089053,545.7410984,-0.013319493,0.085974015,-0.154924642,0.876880727,0.984522503
8334,ENSG00000170633,381.7147243,0.048650407,0.08668094,0.561258416,0.574621385,0.932672717
8335,ENSG00000089094,438.6990698,-0.139235978,0.103505818,-1.345199535,0.178560806,0.836974018
8336,ENSG00000276045,393.683968,-0.17954273,0.109847234,-1.634476575,0.102158821,0.797162813
8337,ENSG00000139714,67.92285378,-0.281249244,0.188578676,-1.491415945,0.135852324,0.813955115
8338,ENSG00000188735,100.4316426,-0.262087324,0.147882681,-1.772265162,0.076350551,0.762324389
8339,ENSG00000139725,89.50883152,-0.115529724,0.184732291,-0.625389983,0.531715135,0.923221511
8340,ENSG00000139718,1839.685147,-0.04125412,0.0957892,-0.430676107,0.666703894,0.951120334
8341,ENSG00000158104,20.63875967,0.105455564,0.333452144,0.316253969,0.751809747,0.962081648
8342,ENSG00000110801,52.17175512,-0.093034687,0.189891776,-0.489935314,0.624179673,0.943856138
8343,ENSG00000158023,16.4686713,-0.353026142,0.414058199,-0.852600294,0.393881,0.898675787
8344,ENSG00000110987,71.91021634,-0.350983062,0.28379348,-1.236755199,0.216177979,0.847347694
8345,ENSG00000175727,1130.192566,-0.120422754,0.126767218,-0.949951851,0.342136718,0.883820304
8346,ENSG00000176383,11.67249725,0.246091375,0.414256854,0.594055046,0.552475296,0.927136359
8347,ENSG00000184047,51.60116379,-0.178153532,0.209654571,-0.849747903,0.395465259,0.898675787
8348,ENSG00000139719,84.39839112,-0.069164656,0.162467233,-0.425714498,0.670315896,0.951518034
8349,ENSG00000130779,761.8079597,0.098344866,0.099839354,0.985031069,0.32460881,0.881168619
8350,ENSG00000033030,203.0436559,-0.014011143,0.089349053,-0.156813556,0.875391789,0.984522503
8351,ENSG00000111011,449.1627131,0.125385342,0.084471997,1.48434211,0.137718184,0.813955115
8352,ENSG00000184445,151.0506941,-0.002638772,0.131286837,-0.020099292,0.983964165,0.997724639
8353,ENSG00000182782,314.4020624,-0.001276564,0.20261773,-0.006300359,0.994973074,0.998711985
8354,ENSG00000255398,175.9499925,-0.217598348,0.244774227,-0.888975734,0.374016121,0.896318615
8355,ENSG00000139726,186.4779678,0.132617645,0.106876653,1.240847662,0.21466203,0.847347694
8356,ENSG00000130783,10.91480474,-0.156584399,0.455117126,-0.344052969,0.730806451,0.960791773
8357,ENSG00000130787,388.3734165,-0.292205837,0.118927448,-2.457009225,0.014009909,0.63332618
8358,ENSG00000139722,309.9834202,0.027339452,0.146377744,0.186773285,0.851838394,0.982743646
8359,ENSG00000150967,23.96691037,-0.415767163,0.312782891,-1.329251614,0.183764972,0.838933006
8360,ENSG00000111325,17.12855101,0.095404938,0.369390268,0.258276805,0.796193286,0.971554347
8361,ENSG00000090975,288.3724975,-0.312898613,0.1368912,-2.285746723,0.02226908,0.65358885
8362,ENSG00000051825,205.247472,-0.183496373,0.129135828,-1.42095633,0.155329455,0.82377338
8363,ENSG00000130921,133.0943169,-0.154446346,0.155711953,-0.991872129,0.321259906,0.880844444
8364,ENSG00000111328,44.49118169,-0.415565146,0.227114258,-1.829762472,0.067285465,0.75663772
8365,ENSG00000139697,637.8853104,0.136200558,0.074846038,1.81974305,0.068798144,0.758263742
8366,ENSG00000183955,155.1761725,0.137024854,0.141223544,0.97026919,0.331912331,0.883820304
8367,ENSG00000150977,569.240915,0.340182431,0.138643425,2.453649943,0.014141457,0.63332618
8368,ENSG00000184209,126.6188299,-0.183336299,0.123309093,-1.486802748,0.137066915,0.813955115
8369,ENSG00000188026,62.71075725,-0.270510486,0.223813012,-1.208645039,0.226799245,0.849659397
8370,ENSG00000086598,298.667537,0.078418142,0.10397254,0.754219737,0.450717288,0.908415911
8371,ENSG00000111364,105.2840207,-0.245533676,0.148297735,-1.655680553,0.097786528,0.797162813
8372,ENSG00000111361,188.2484291,-0.242634827,0.126272359,-1.921519717,0.054666219,0.737738817
8373,ENSG00000111358,50.27090269,-0.057728025,0.191106975,-0.302071783,0.762597342,0.963452374
8374,ENSG00000168778,20.47335713,0.132091444,0.395422917,0.334051059,0.73834103,0.960908841
8375,ENSG00000185344,253.6313466,-0.085468701,0.11061329,-0.772680215,0.439711659,0.903372885
8376,ENSG00000197653,28.28679054,-0.22902224,0.408410809,-0.560764393,0.574958164,0.932788579
8377,ENSG00000119242,254.4583523,-0.080321003,0.122185542,-0.657369131,0.510943596,0.922359622
8378,ENSG00000179195,143.4374577,0.014287149,0.128906687,0.110833268,0.911748564,0.989505008
8379,ENSG00000196498,1750.094769,0.032847149,0.092124969,0.356549907,0.721428784,0.959246742
8380,ENSG00000073060,103.1404002,-0.214167958,0.171745101,-1.247010579,0.212393618,0.84717882
8381,ENSG00000150991,4541.447031,0.103449519,0.109107849,0.948140024,0.343058175,0.884575016
8382,ENSG00000150990,205.8046064,-0.098663026,0.120483109,-0.818895084,0.412846275,0.901152571
8383,ENSG00000184992,155.1755847,-0.049083383,0.128803136,-0.381072885,0.703149166,0.957342674
8384,ENSG00000081760,115.9256601,-0.157074361,0.160781382,-0.976943716,0.328597018,0.882705553
8385,ENSG00000139370,905.8790721,-0.115818528,0.133494164,-0.867592443,0.385617485,0.896737428
8386,ENSG00000151948,1461.881579,0.140309141,0.186985795,0.750373261,0.45302993,0.910108286
8387,ENSG00000151952,14.86966553,-0.685451773,0.440880003,-1.55473546,0.120009086,0.798524533
8388,ENSG00000111450,103.2729875,-0.403769147,0.226633044,-1.78159875,0.074814688,0.758263742
8389,ENSG00000132341,304.8535917,0.05721245,0.134314151,0.425959961,0.670137022,0.951518034
8390,ENSG00000111452,55.70195998,0.027544813,0.252630763,0.109031903,0.913177186,0.989505008
8391,ENSG00000061936,680.2494587,-0.059766002,0.076109529,-0.785263064,0.432299347,0.903263175
8392,ENSG00000198598,77.45128411,0.357571743,0.231712067,1.543172732,0.122788871,0.804663303
8393,ENSG00000177169,1198.792892,0.020539724,0.139497096,0.147241232,0.882941617,0.985843496
8394,ENSG00000177192,132.0258784,-0.189234991,0.147142444,-1.286066661,0.198419798,0.843475707
8395,ENSG00000183495,965.5251718,-0.151366515,0.100634128,-1.504127053,0.132548656,0.809497416
8396,ENSG00000185163,132.4060469,-0.143670814,0.15812319,-0.908600531,0.363561026,0.891299858
8397,ENSG00000184967,82.3097171,-0.267057006,0.169131328,-1.578991952,0.114337903,0.797162813
8398,ENSG00000182870,6.851597187,-0.651789366,0.658077374,-0.990444879,0.321956719,0.880844444
8399,ENSG00000112787,806.6672364,-0.111905093,0.088203361,-1.268716874,0.204542062,0.843475707
8400,ENSG00000177084,264.7925711,-0.284942166,0.120192727,-2.370710551,0.017753929,0.633887767
8401,ENSG00000176894,6.338053836,-0.314579903,0.47747431,-0.658841525,0.509997539,0.922359622
8402,ENSG00000247077,140.9529144,-0.039819947,0.114148971,-0.348841926,0.727207986,0.960545618
8403,ENSG00000176915,705.7484066,-0.074836697,0.058918565,-1.270171744,0.20402346,0.843475707
8404,ENSG00000090615,845.5302903,0.016105062,0.094183836,0.170996027,0.86422689,0.983212537
8405,ENSG00000072609,915.8102207,0.025896531,0.078603435,0.329458006,0.74180953,0.960908841
8406,ENSG00000196458,70.84369287,-0.220331385,0.205792703,-1.070647216,0.284328085,0.872876092
8407,ENSG00000198393,234.1130745,-0.168079653,0.134029465,-1.254050025,0.209823823,0.844947233
8408,ENSG00000198040,126.649789,-0.088409462,0.170583437,-0.51827694,0.60426506,0.941685195
8409,ENSG00000196387,94.92835637,-0.141009608,0.15354684,-0.918349139,0.358436109,0.889444688
8410,ENSG00000214029,115.0657686,-0.034282506,0.166570423,-0.205813885,0.836936295,0.980620402
8411,ENSG00000256223,23.86587455,-0.322907492,0.352330878,-0.916489335,0.359410298,0.889444688
8412,ENSG00000090612,57.76220356,-0.023644998,0.229746882,-0.102917603,0.918028366,0.989505008
8413,ENSG00000196199,634.6256216,-0.057442067,0.083438392,-0.688436893,0.491177698,0.916747201
8414,ENSG00000121390,511.429857,0.03401052,0.093346838,0.364345716,0.715599866,0.958656436
8415,ENSG00000132950,129.0815651,0.322191004,0.120094337,2.682815966,0.007300515,0.592587499
8416,ENSG00000121741,658.0290234,0.050404043,0.082522624,0.610790593,0.541338222,0.925156178
8417,ENSG00000165475,65.00703065,0.070366778,0.180130889,0.390642483,0.696061519,0.957179909
8418,ENSG00000032742,60.84421051,0.073197438,0.218631946,0.334797543,0.737777814,0.960908841
8419,ENSG00000150456,17.12281018,0.331034063,0.368961278,0.897205435,0.369609306,0.894441843
8420,ENSG00000132953,248.8020767,0.014968959,0.125864295,0.118929353,0.905331326,0.988127492
8421,ENSG00000150457,270.0861682,0.167294106,0.128171933,1.305231975,0.191813869,0.841902969
8422,ENSG00000150459,268.5650385,0.219469335,0.102495129,2.141266005,0.032252593,0.685474483
8423,ENSG00000165480,25.62016658,0.378841212,0.367954764,1.029586376,0.303204214,0.874861124
8424,ENSG00000173141,60.63215689,0.004136627,0.188897693,0.021898771,0.982528705,0.997435317
8425,ENSG00000180776,553.2596625,0.14518491,0.114489068,1.268111555,0.204758116,0.843475707
8426,ENSG00000165487,209.9429787,0.07778242,0.117440967,0.66231079,0.507772063,0.922359622
8427,ENSG00000151835,280.1811974,0.077550459,0.161077187,0.481449048,0.630197384,0.944742653
8428,ENSG00000027001,41.83149318,0.053798139,0.25997112,0.206938904,0.836057573,0.980620402
8429,ENSG00000182957,643.5037433,0.061400076,0.096308881,0.637532857,0.523777815,0.922359622
8430,ENSG00000102699,1216.349497,-0.046147506,0.110304551,-0.418364476,0.675680655,0.952204651
8431,ENSG00000151849,34.79851669,-0.083350045,0.256758778,-0.324623936,0.745465709,0.960908841
8432,ENSG00000139505,345.0382276,0.170890379,0.134869419,1.267080263,0.205126592,0.843475707
8433,ENSG00000139496,485.3976704,0.08794163,0.115019188,0.764582259,0.444520337,0.90568999
8434,ENSG00000132932,11.59849755,-0.563309066,0.496516298,-1.13452281,0.256575311,0.860385029
8435,ENSG00000127870,212.6869729,0.268245437,0.108535316,2.471503727,0.013454615,0.629990674
8436,ENSG00000132964,140.0264116,-0.038100457,0.149562857,-0.254745448,0.798919712,0.972012955
8437,ENSG00000132970,22.41328505,-0.212582917,0.460886297,-0.461248074,0.644620634,0.945420608
8438,ENSG00000152484,366.8666815,0.31571121,0.255895039,1.233752761,0.217295047,0.847347694
8439,ENSG00000122026,829.87646,0.463998275,0.268872124,1.725721016,0.084397615,0.783242509
8440,ENSG00000122035,18.91839488,-0.333205681,0.392613553,-0.84868614,0.396055961,0.898675787
8441,ENSG00000122034,369.9593674,0.117349897,0.110110634,1.065745356,0.286538769,0.873146868
8442,ENSG00000122033,105.4358367,-0.023691389,0.146665316,-0.161533683,0.871673085,0.984000581
8443,ENSG00000139517,107.637522,-0.175512661,0.141290814,-1.242208581,0.214159614,0.847347694
8444,ENSG00000186184,549.7193718,0.440206074,0.212047756,2.075976102,0.037896161,0.709355375
8445,ENSG00000122025,52.98440811,0.228260549,0.482074756,0.473496166,0.635859235,0.944869294
8446,ENSG00000152520,1076.434226,0.016508159,0.09026779,0.182879844,0.854892298,0.982743646
8447,ENSG00000102755,25.13787854,-0.682342015,0.418521748,-1.630362145,0.10302498,0.797162813
8448,ENSG00000132963,97.16089294,0.359164814,0.161303957,2.226633612,0.025971771,0.672325093
8449,ENSG00000139508,150.8892929,-0.126516614,0.131414093,-0.962732472,0.335681796,0.883820304
8450,ENSG00000139514,239.5819905,-0.163213144,0.156183325,-1.045010052,0.296018324,0.873996516
8451,ENSG00000122042,477.4119291,-0.022840854,0.100587071,-0.227075443,0.820365079,0.976936209
8452,ENSG00000102781,57.27383979,-0.070684499,0.219288174,-0.322336119,0.747198073,0.961247613
8453,ENSG00000189403,548.7590027,0.157860374,0.126538791,1.247525542,0.212204861,0.84717882
8454,ENSG00000132952,150.2931182,-0.072818164,0.132210157,-0.550775864,0.581787331,0.934255231
8455,ENSG00000132965,870.4935986,0.25360535,0.210376597,1.205482709,0.228017009,0.851388683
8456,ENSG00000120694,229.3779999,0.198115026,0.126942922,1.560662254,0.118603462,0.797162813
8457,ENSG00000187676,32.00548017,-0.180246756,0.261224348,-0.690007487,0.490189479,0.916228371
8458,ENSG00000133105,14.81401787,-0.288950589,0.451788749,-0.63957013,0.522452107,0.922359622
8459,ENSG00000073910,1601.553181,0.230618866,0.137987297,1.671305048,0.09466144,0.791574629
8460,ENSG00000139618,46.37009637,-0.114563073,0.240358917,-0.476633339,0.633623239,0.944833957
8461,ENSG00000139597,180.2674444,0.093747459,0.115676757,0.810426063,0.417695344,0.902156605
8462,ENSG00000244754,1458.378724,0.039508703,0.086069696,0.459031519,0.646211532,0.945754815
8463,ENSG00000083642,420.0663805,0.04714799,0.087842091,0.536735744,0.591450162,0.93758622
8464,ENSG00000133116,7.401034015,-0.914288476,0.6502284,-1.406103571,0.159693372,0.827597199
8465,ENSG00000133119,33.26250737,-0.063431629,0.251839059,-0.251873675,0.801138708,0.972863
8466,ENSG00000172915,63.13955228,-0.392784393,0.228876218,-1.716143324,0.086135813,0.783461598
8467,ENSG00000133104,207.6090815,0.008162278,0.13295426,0.061391624,0.951047323,0.992711972
8468,ENSG00000133111,59.75254497,0.120512947,0.198678751,0.6065719,0.544135053,0.925814997
8469,ENSG00000120693,14.87698125,-0.345933801,0.369872341,-0.935278912,0.34964458,0.887532381
8470,ENSG00000120697,51.49308872,0.191429207,0.245554604,0.779578979,0.435638733,0.903372885
8471,ENSG00000120699,81.76277407,-0.004774028,0.166773761,-0.028625775,0.977163055,0.997144888
8472,ENSG00000102710,502.3946568,-0.009425261,0.10262126,-0.091845112,0.926821102,0.990790912
8473,ENSG00000180138,142.7931628,0.063959136,0.240160301,0.266318521,0.789993911,0.970397203
8474,ENSG00000120686,152.7608453,-0.069407709,0.157876574,-0.439632727,0.660203133,0.950263035
8475,ENSG00000120685,296.5729688,0.043041321,0.105044165,0.409744992,0.681993022,0.954027096
8476,ENSG00000188811,156.4177032,-0.065612554,0.117491119,-0.558446928,0.576539236,0.93313668
8477,ENSG00000133103,93.03358726,0.056076749,0.177006871,0.316805491,0.751391197,0.962004088
8478,ENSG00000150907,602.906669,-0.004934363,0.086174544,-0.057260102,0.954338002,0.993960896
8479,ENSG00000102738,90.05484978,0.139424871,0.179701701,0.775868397,0.437826694,0.903372885
8480,ENSG00000102743,39.60685061,-0.134932259,0.228300208,-0.591029944,0.554500358,0.927188028
8481,ENSG00000120690,1126.483655,0.063152613,0.102769661,0.614506385,0.538880755,0.924524285
8482,ENSG00000120688,52.97702546,-0.01985498,0.202152676,-0.098217744,0.921759393,0.989943702
8483,ENSG00000165572,83.80131858,0.241338129,0.188829894,1.278071624,0.201224173,0.843475707
8484,ENSG00000120696,254.1162291,0.136911854,0.189876192,0.721058562,0.470873484,0.914742955
8485,ENSG00000120662,73.20588968,-0.019708289,0.162772927,-0.121078423,0.90362892,0.987795121
8486,ENSG00000172766,182.3085197,0.024018031,0.142803679,0.168189161,0.866434468,0.983212537
8487,ENSG00000102760,255.8056478,0.180467537,0.20265399,0.89052052,0.373186455,0.895194499
8488,ENSG00000102763,257.9900899,0.159783655,0.140401619,1.138047094,0.255100818,0.860385029
8489,ENSG00000102780,195.195144,0.184010128,0.195479242,0.94132823,0.34653668,0.886540637
8490,ENSG00000023516,482.8750513,-0.006122837,0.099712551,-0.061404883,0.951036764,0.992711972
8491,ENSG00000133106,406.5592951,0.817087509,0.366372578,2.230209238,0.025733555,0.672325093
8492,ENSG00000120675,82.82172849,-0.008944465,0.192401201,-0.046488612,0.96292081,0.994439375
8493,ENSG00000151773,13.91101638,-0.334765947,0.505466876,-0.662290574,0.507785017,0.922359622
8494,ENSG00000179630,16.35094555,0.312399026,0.372956843,0.837627816,0.402239766,0.899994477
8495,ENSG00000102804,340.3098042,-0.240090806,0.172938757,-1.388299594,0.165045836,0.828843369
8496,ENSG00000083635,20.52869779,-0.380828608,0.343814413,-1.107657487,0.268009766,0.864019788
8497,ENSG00000133114,113.791954,-0.070331657,0.15681397,-0.448503768,0.653789667,0.948874128
8498,ENSG00000188342,93.51809803,0.096473306,0.171005188,0.564154265,0.57264915,0.932672717
8499,ENSG00000180332,9.796933327,0.03324187,0.472503159,0.070352693,0.943912944,0.992241856
8500,ENSG00000133112,602.2273923,0.275949773,0.247823962,1.113491085,0.265497575,0.861850833
8501,ENSG00000174032,105.4544682,-0.248638862,0.144574932,-1.719792345,0.085470195,0.783461598
8502,ENSG00000136152,269.9183213,0.020769913,0.102935662,0.20177568,0.840092095,0.980620402
8503,ENSG00000123200,571.3742305,-0.089603873,0.0881019,-1.017048134,0.309130532,0.876026513
8504,ENSG00000136167,10769.4664,0.161970607,0.130070988,1.245247767,0.213040689,0.847347694
8505,ENSG00000102445,520.129923,0.013224781,0.185134468,0.071433379,0.943052845,0.992241856
8506,ENSG00000136141,206.5659067,0.038955246,0.143061854,0.272296525,0.785394028,0.968537203
8507,ENSG00000139684,119.3087439,0.17739776,0.147592279,1.201944717,0.229384948,0.852012614
8508,ENSG00000136143,64.85133752,0.31524714,0.198024701,1.591958673,0.111393991,0.797162813
8509,ENSG00000136159,39.86291801,-0.042969236,0.274752016,-0.156392795,0.875723416,0.984522503
8510,ENSG00000136146,78.06665263,0.086294875,0.170371813,0.506509108,0.612499297,0.943067056
8511,ENSG00000136156,7588.482022,0.129743469,0.141454032,0.917212942,0.359031066,0.889444688
8512,ENSG00000139687,356.4621909,0.022628652,0.10024188,0.225740495,0.82140326,0.977061148
8513,ENSG00000139679,205.4631974,0.21692015,0.159134445,1.363125059,0.1728431,0.832179705
8514,ENSG00000136161,398.0044096,0.199667308,0.13061344,1.528688837,0.126341601,0.805178867
8515,ENSG00000152207,82.28957711,0.177268903,0.266470404,0.665247999,0.505891884,0.921645137
8516,ENSG00000102531,396.295815,0.055601037,0.089611781,0.620465704,0.534951226,0.923606593
8517,ENSG00000102543,53.68303687,-0.131002657,0.184278669,-0.71089431,0.477149732,0.915125407
8518,ENSG00000102547,29.06974173,-0.268844003,0.324718967,-0.827928241,0.40771114,0.900735483
8519,ENSG00000136169,182.9875015,0.006658767,0.12274855,0.054247219,0.9567382,0.993960896
8520,ENSG00000136147,306.4831307,0.045170024,0.132431504,0.341082164,0.733041728,0.960908841
8521,ENSG00000136144,186.9233044,0.059804201,0.14629998,0.408777917,0.682702647,0.954454497
8522,ENSG00000152213,470.8179358,0.245135595,0.172662332,1.419739865,0.155683428,0.82377338
8523,ENSG00000123179,50.87966614,0.298383876,0.225927846,1.320704291,0.186599983,0.839404213
8524,ENSG00000102753,166.8254859,0.075320373,0.121774089,0.618525447,0.536229029,0.923966867
8525,ENSG00000123178,24.95395147,-0.015098339,0.280656631,-0.053796479,0.957097315,0.993960896
8526,ENSG00000204977,327.9308039,0.056061455,0.126416137,0.443467549,0.657427587,0.949770652
8527,ENSG00000198553,45.54590109,0.010998409,0.246672337,0.04458712,0.964436409,0.994860621
8528,ENSG00000186047,21.03402414,-0.345517382,0.34557958,-0.999820018,0.317397616,0.880257254
8529,ENSG00000136104,258.094164,0.005521399,0.121509295,0.04544014,0.963756487,0.994620972
8530,ENSG00000253309,18.19434879,-0.641512613,0.364783622,-1.758611335,0.078643546,0.768479404
8531,ENSG00000102786,659.1043417,0.019916574,0.08372241,0.237888206,0.811967803,0.975694255
8532,ENSG00000139668,932.2789308,0.164471976,0.088205951,1.864635815,0.062232469,0.745347522
8533,ENSG00000102796,282.9739477,-0.003045345,0.147266132,-0.020679192,0.983501568,0.997724639
8534,ENSG00000281106,329.8159156,0.112019999,0.180970315,0.618996539,0.535918639,0.923912728
8535,ENSG00000123191,29.26411146,0.094183406,0.296406267,0.317751063,0.750673775,0.961849432
8536,ENSG00000253710,113.1961365,0.084576817,0.136077471,0.621534307,0.534248129,0.923221511
8537,ENSG00000253797,101.7626335,0.170656849,0.146327256,1.166268361,0.243505961,0.858205241
8538,ENSG00000197168,12.90605885,-0.07659794,0.383758749,-0.199599202,0.841794052,0.980755568
8539,ENSG00000136098,28.48469662,-0.057532057,0.260336929,-0.220990765,0.825099624,0.977766465
8540,ENSG00000136114,7.605506209,-0.823632762,0.518338274,-1.588986968,0.112063335,0.797162813
8541,ENSG00000136100,263.3742349,-0.070305488,0.10845638,-0.648237456,0.51683138,0.922359622
8542,ENSG00000136108,75.12269795,0.29280633,0.192622848,1.520101755,0.128485404,0.805178867
8543,ENSG00000139675,33.3545342,-0.111924224,0.250799593,-0.44626956,0.655402542,0.949236691
8544,ENSG00000165416,268.6422379,-0.04187789,0.112201773,-0.373237331,0.708971814,0.957882289
8545,ENSG00000102837,65.59170669,-0.97017886,0.697745842,-1.390447354,0.164393075,0.828843369
8546,ENSG00000139734,11.3149489,0.052514157,0.604405857,0.086885586,0.930762457,0.991161928
8547,ENSG00000083544,102.4752983,-0.104510246,0.176496942,-0.592136298,0.553759322,0.927136359
8548,ENSG00000184226,103.1590386,-0.237337022,0.39374613,-0.602766616,0.546663958,0.926598168
8549,ENSG00000276644,64.2056574,-0.062373847,0.270940481,-0.230212359,0.817926759,0.976692309
8550,ENSG00000204899,28.40039934,0.087420229,0.285877793,0.305795802,0.759760125,0.962600417
8551,ENSG00000136122,31.61790791,-0.084273892,0.289702525,-0.290898025,0.771129312,0.965506559
8552,ENSG00000083520,285.5032748,0.074748516,0.096988461,0.770694943,0.44088777,0.903372885
8553,ENSG00000083535,124.928311,-0.122394706,0.172614852,-0.709062426,0.478285739,0.915125407
8554,ENSG00000102554,57.05757611,0.041963499,0.257178594,0.163168708,0.870385604,0.983743396
8555,ENSG00000118922,519.1173212,-0.184391962,0.145322001,-1.268850972,0.204494222,0.843475707
8556,ENSG00000136111,214.3439103,-0.262914649,0.189757355,-1.385530745,0.165890238,0.828843369
8557,ENSG00000188243,38.50213425,-0.39261109,0.299302004,-1.311755634,0.189602599,0.841097501
8558,ENSG00000118939,7.557404682,0.094469014,0.52334477,0.180510094,0.85675213,0.982743646
8559,ENSG00000136153,75.41173825,-0.226090833,0.209523024,-1.079073934,0.28055477,0.872479342
8560,ENSG00000178695,1377.044441,0.280511559,0.117431499,2.388725025,0.016906951,0.633887767
8561,ENSG00000102805,42.01838841,-0.009475087,0.205192205,-0.04617664,0.963169461,0.994439375
8562,ENSG00000005812,596.356719,0.0651383,0.082556299,0.789016715,0.430102237,0.903263175
8563,ENSG00000005810,1606.852398,-0.031198988,0.083230476,-0.374850529,0.707771633,0.957882289
8564,ENSG00000139737,84.18129064,-0.202289574,0.17286145,-1.170241103,0.241903956,0.858205241
8565,ENSG00000152193,31.12458406,0.147435685,0.281449466,0.523844253,0.600386871,0.940655098
8566,ENSG00000139746,566.389595,0.017119133,0.094983796,0.180232142,0.856970326,0.982743646
8567,ENSG00000102471,16.10784042,-0.44704713,0.329331198,-1.357439356,0.17464165,0.835793324
8568,ENSG00000136158,11.95103134,0.139527576,0.468743347,0.297663054,0.765960345,0.963725248
8569,ENSG00000165300,5.877210306,-0.639829908,0.667000542,-0.959264449,0.33742554,0.883820304
8570,ENSG00000088451,49.82583203,-0.064751134,0.182858419,-0.354105291,0.723259977,0.959805095
8571,ENSG00000152749,53.68326469,0.125705517,0.22972266,0.547205562,0.584237515,0.935197586
8572,ENSG00000125257,257.4568712,0.090412301,0.237878235,0.380078071,0.703887464,0.957342674
8573,ENSG00000102580,604.9480402,0.188332803,0.142796968,1.318885175,0.187207503,0.839404213
8574,ENSG00000102595,27.41515213,0.501752479,0.357956105,1.401715103,0.161000339,0.828843369
8575,ENSG00000139793,194.9608908,-0.096792705,0.127755798,-0.75763845,0.448667455,0.907874306
8576,ENSG00000125249,188.4948673,0.084771109,0.162614276,0.521301763,0.602156573,0.941339689
8577,ENSG00000065150,297.6712233,-0.022354521,0.110621794,-0.202080623,0.839853696,0.980620402
8578,ENSG00000152767,65.98764734,-0.155262781,0.190000749,-0.817169308,0.41383168,0.901454063
8579,ENSG00000102572,540.9098523,0.032985972,0.096115956,0.343189339,0.731456024,0.960809177
8580,ENSG00000088387,433.1957774,-0.189929621,0.156981904,-1.209882259,0.226324076,0.849537131
8581,ENSG00000134882,425.6892115,-0.020501423,0.070690346,-0.290017294,0.771803007,0.965783924
8582,ENSG00000125245,148.3051565,-0.210058534,0.148951415,-1.410248666,0.15846627,0.825798583
8583,ENSG00000169508,219.5387447,0.05877032,0.174926547,0.335971417,0.736892421,0.960908841
8584,ENSG00000125304,977.4937329,0.14025567,0.093831594,1.494759534,0.134977211,0.813955115
8585,ENSG00000125246,48.41483709,-0.326389832,0.235240353,-1.387473824,0.165297327,0.828843369
8586,ENSG00000175198,70.98410425,0.128130455,0.215630464,0.59421314,0.552369565,0.927136359
8587,ENSG00000134864,25.04018246,-0.371472829,0.28072076,-1.323282356,0.185741497,0.83898966
8588,ENSG00000125247,92.42799467,-0.098771684,0.181154269,-0.5452352,0.585591765,0.936361511
8589,ENSG00000134900,525.8085945,0.041353781,0.104775619,0.394688966,0.693072447,0.956892321
8590,ENSG00000151287,15.2699497,-0.463806907,0.375916143,-1.233804175,0.217275883,0.847347694
8591,ENSG00000134897,28.07681817,-0.314346602,0.270443976,-1.162335381,0.24509926,0.858205241
8592,ENSG00000134899,123.9096676,-0.174651167,0.121242697,-1.440508756,0.149723515,0.822353681
8593,ENSG00000134884,490.5559556,-0.047921239,0.10507025,-0.45608761,0.64832698,0.946980212
8594,ENSG00000174405,77.27420645,0.074055543,0.200226931,0.369858052,0.711488258,0.957882289
8595,ENSG00000139826,213.4077811,0.223737085,0.137100515,1.631920091,0.102696321,0.797162813
8596,ENSG00000102524,411.7796762,0.353279703,0.1674047,2.110333243,0.034829662,0.69579244
8597,ENSG00000041515,20.62990281,0.081019736,0.453050816,0.178831455,0.858070046,0.982743646
8598,ENSG00000185950,1245.866454,0.14171975,0.235793081,0.601034386,0.547817084,0.926919638
8599,ENSG00000139832,63.07686097,0.368378003,0.229805403,1.602999749,0.10893471,0.797162813
8600,ENSG00000213995,176.2449151,-0.114318234,0.110815397,-1.031609655,0.302255016,0.87468991
8601,ENSG00000134905,796.3878436,0.055016359,0.096597907,0.569539868,0.568989823,0.931401019
8602,ENSG00000153487,288.8899107,-0.054925072,0.109268033,-0.502663683,0.615200748,0.943067056
8603,ENSG00000088448,760.0596828,-0.024237465,0.075950663,-0.319121173,0.749634629,0.961849432
8604,ENSG00000102606,470.4323888,-0.080880475,0.078830968,-1.025998751,0.304892173,0.874861124
8605,ENSG00000126216,511.3214237,0.073338253,0.077183327,0.950182592,0.342019482,0.883820304
8606,ENSG00000068650,2193.179096,0.139692564,0.11099752,1.25851968,0.208203874,0.844313052
8607,ENSG00000126217,84.24163617,-0.452443604,0.235644029,-1.920029995,0.054854111,0.737738817
8608,ENSG00000126231,9.744852695,-0.661025189,0.439183358,-1.505123491,0.132292331,0.809497416
8609,ENSG00000126226,192.5410312,-0.132658358,0.150270853,-0.882794998,0.377347044,0.896318615
8610,ENSG00000139842,690.5374147,0.008679034,0.114706234,0.075663143,0.9396871,0.992241856
