AIHelite.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
7599,ENSG00000137720,10.10354857,-0.957451568,0.49583984,-1.930969419,0.053486834,NA
7600,ENSG00000150764,23.90778592,-0.660481886,0.321655928,-2.053380111,0.040035727,NA
7601,ENSG00000150768,98.34610887,-0.099624497,0.157921718,-0.630847347,0.528140342,NA
7602,ENSG00000150776,109.1509744,-0.168435766,0.187983789,-0.896012187,0.370246254,NA
7603,ENSG00000150779,27.24608119,0.153102459,0.315500317,0.485268797,0.627485686,NA
7604,ENSG00000204370,84.4295086,-0.073120184,0.156622738,-0.466855484,0.640603276,NA
7605,ENSG00000150782,27.48361994,0.208571059,0.302679757,0.689081627,0.490771901,NA
7606,ENSG00000197580,9.548221813,0.454460414,0.577921111,0.78637102,0.431650156,NA
7607,ENSG00000150787,34.45624499,-0.346506724,0.221818051,-1.562121396,0.118259393,NA
7608,ENSG00000188771,16.62011438,0.08601089,0.319451289,0.269245711,0.787740606,NA
7609,ENSG00000149294,77.59279985,-0.461746623,0.334232041,-1.381515134,0.167120628,NA
7610,ENSG00000149292,174.681758,-0.33241631,0.181057632,-1.835969606,0.066362152,NA
7611,ENSG00000170209,11.50436986,-1.426854476,0.512199144,-2.785741624,0.005340542,NA
7612,ENSG00000166682,11.50803699,-0.97334358,0.431786192,-2.254225815,0.024181966,NA
7613,ENSG00000086827,65.60514764,-0.357500872,0.156499354,-2.284360053,0.022350379,NA
7614,ENSG00000048028,205.4582688,-0.182855239,0.135082175,-1.353659272,0.175845108,0.338038423
7615,ENSG00000109906,208.4218714,-0.345571606,0.259224227,-1.333099186,0.182499257,0.346038832
7616,ENSG00000180425,13.88859224,-0.128591075,0.418864755,-0.306999034,0.758844107,NA
7617,ENSG00000076053,87.04931476,-0.040878798,0.149000154,-0.274354067,0.783812538,NA
7618,ENSG00000076043,61.57365231,-0.532521755,0.207848209,-2.562070451,0.010405021,NA
7619,ENSG00000182985,15.61999657,-0.221277459,0.541231911,-0.408840377,0.682656806,NA
7620,ENSG00000137656,114.3082453,0.075214723,0.131922144,0.57014479,0.568579498,NA
7621,ENSG00000109917,157.8803587,-0.2162523,0.123977136,-1.744291785,0.081108223,NA
7622,ENSG00000160584,1116.708861,0.17890363,0.101887405,1.755895444,0.079106263,0.203329113
7623,ENSG00000168092,530.6742191,0.161634375,0.093572492,1.727370647,0.084101119,0.212131823
7624,ENSG00000149577,784.9660417,-0.123115101,0.136884075,-0.899411428,0.368433554,0.543240733
7625,ENSG00000149591,200.0637206,-0.232197689,0.14920828,-1.556198414,0.119660918,0.266582599
7626,ENSG00000160613,1118.014099,-0.315324886,0.096942217,-3.252709661,0.001143102,0.029665112
7627,ENSG00000167257,110.3759451,-0.071290428,0.146367648,-0.48706411,0.626212899,NA
7628,ENSG00000186318,81.92056343,-0.052991909,0.17709829,-0.299223154,0.764769784,NA
7629,ENSG00000110274,293.6056284,-0.037914775,0.084353556,-0.449474525,0.653089381,0.783271884
7630,ENSG00000177103,11.72141615,-0.74033798,0.670353407,-1.104399519,0.269419869,NA
7631,ENSG00000137731,7.880849045,-1.261257235,0.587873332,-2.145457475,0.031916288,NA
7632,ENSG00000137726,9.141615152,-0.801690799,0.559383053,-1.433169623,0.151809369,NA
7633,ENSG00000137747,21.32547144,0.278436527,0.329305044,0.845527673,0.397816289,NA
7634,ENSG00000110324,2600.451692,-0.064301769,0.069251553,-0.928524577,0.353135525,0.528040323
7635,ENSG00000160593,4645.294858,0.37535142,0.131428387,2.855938737,0.004290979,0.04641696
7636,ENSG00000160588,564.4771636,0.40308131,0.159266218,2.530865083,0.011378161,0.071600827
7637,ENSG00000149573,56.09507344,0.153454844,0.29556348,0.519194199,0.603625324,NA
7638,ENSG00000198851,1080.352087,-0.053803336,0.119914435,-0.44868106,0.653661749,0.783755247
7639,ENSG00000167286,188.3033414,-0.187211089,0.18665004,-1.003005886,0.315858021,NA
7640,ENSG00000160654,507.1805571,-0.152340648,0.145149534,-1.049542804,0.293928366,0.473087659
7641,ENSG00000110344,549.6057443,0.025524686,0.077629025,0.328803376,0.742304311,0.844960251
7642,ENSG00000167283,51.1343711,-0.104755678,0.225295172,-0.464970809,0.641952361,NA
7643,ENSG00000118058,1445.768074,-0.168177287,0.106092091,-1.585200991,0.112920675,0.257083849
7644,ENSG00000149582,34.44053581,-0.74613235,0.263155887,-2.835324564,0.004577915,NA
7645,ENSG00000118096,45.98917241,-0.502195593,0.24440012,-2.05480911,0.039897446,NA
7646,ENSG00000095139,612.4464148,0.133867079,0.079231293,1.689573327,0.091109612,0.223448291
7647,ENSG00000019144,17.6708063,-1.019038446,0.501810198,-2.030724864,0.042282913,NA
7648,ENSG00000110367,1900.77134,0.09761329,0.064188531,1.520727904,0.128328133,0.278646526
7649,ENSG00000160683,14.00753747,-0.115723533,0.453219255,-0.255336753,0.798463016,NA
7650,ENSG00000186174,974.7118243,-0.253336651,0.122931918,-2.060788238,0.039323247,0.137123312
7651,ENSG00000110375,6.598402508,-0.237073668,0.609462871,-0.388987876,0.697285115,NA
7652,ENSG00000186166,240.4517507,-0.281435297,0.116364787,-2.418560667,0.015582047,0.083610228
7653,ENSG00000118181,507.875113,0.08359312,0.190961336,0.437748925,0.661568299,0.789142076
7654,ENSG00000196655,93.96860956,-0.158901758,0.17333586,-0.916727545,0.359285428,NA
7655,ENSG00000137700,50.33515968,-0.474586015,0.210859268,-2.250723998,0.024403024,NA
7656,ENSG00000149428,291.6489299,-0.228466835,0.147357911,-1.550421245,0.121040443,0.268547599
7657,ENSG00000160695,302.6814598,-0.000665576,0.099898518,-0.006662517,0.99468412,0.998082604
7658,ENSG00000256269,151.7222703,0.711590213,0.276108834,2.577209152,0.009960166,NA
7659,ENSG00000188486,63.91431621,-0.004490203,0.194331763,-0.023105863,0.981565829,NA
7660,ENSG00000172269,80.77576454,-0.164672604,0.156195537,-1.054272145,0.291758338,NA
7661,ENSG00000172375,241.3203008,0.011507874,0.116932075,0.098415034,0.921602737,0.960944867
7662,ENSG00000172273,155.0405931,-0.213453679,0.112650462,-1.89483181,0.058114687,NA
7663,ENSG00000160703,283.0266195,0.247976982,0.16152621,1.535212036,0.124731753,0.273926987
7664,ENSG00000172367,12.45480634,0.901939578,0.440544009,2.047331392,0.040625558,NA
7665,ENSG00000248712,16.32501998,0.586363533,0.448140678,1.308436306,0.190725365,NA
7666,ENSG00000110395,1995.635483,0.292067651,0.130856055,2.231976584,0.025616511,0.108309221
7667,ENSG00000076706,26.53732149,0.211291882,0.387260813,0.545606152,0.585336694,NA
7668,ENSG00000173456,108.2665846,0.085222715,0.176230488,0.48358667,0.628679237,NA
7669,ENSG00000110400,154.843082,0.121096174,0.178496065,0.678424897,0.497502328,NA
7670,ENSG00000184232,120.0521468,0.087845997,0.178760443,0.491417426,0.623131241,NA
7671,ENSG00000196914,780.5763372,0.423841633,0.293639968,1.443405798,0.148906192,0.304043608
7672,ENSG00000149403,16.29168598,-1.937352455,0.658963118,-2.940001347,0.003282108,NA
7673,ENSG00000154114,193.7282502,0.360942156,0.191415221,1.885650235,0.059342103,NA
7674,ENSG00000109927,24.32040283,0.012719491,0.448254653,0.028375592,0.977362591,NA
7675,ENSG00000109929,50.84104101,-0.535148012,0.196579395,-2.722299616,0.006482934,NA
7676,ENSG00000137642,14887.3182,0.413292515,0.145786837,2.834909686,0.004583864,0.048233332
7677,ENSG00000154127,381.8363678,0.233284217,0.105193616,2.217665158,0.026577672,0.110528714
7678,ENSG00000109943,27.28656543,-0.995298354,0.319490807,-3.115264452,0.001837801,NA
7679,ENSG00000109944,24.3785581,0.038488666,0.363942687,0.105754745,0.915776944,NA
7680,ENSG00000109971,2356.512753,-0.028770778,0.100532991,-0.286182457,0.774738379,0.865308871
7681,ENSG00000166250,53.42121378,0.479831043,0.275016206,1.744737337,0.081030601,NA
7682,ENSG00000023171,165.5915819,0.13200261,0.144478391,0.913649497,0.360901049,NA
7683,ENSG00000166257,9.082390014,0.224007478,0.600208255,0.373216257,0.708987497,NA
7684,ENSG00000166261,84.70188085,-0.371461483,0.184093308,-2.017789171,0.043613223,NA
7685,ENSG00000110002,45.82656251,0.127378507,0.206129853,0.617952741,0.536606491,NA
7686,ENSG00000154144,343.0751245,-0.094218484,0.073569679,-1.280670045,0.200309586,0.366036271
7687,ENSG00000110013,62.79643356,0.188998358,0.19087181,0.99018476,0.32208382,NA
7688,ENSG00000064199,6.897233187,-0.895563524,0.613500488,-1.459760086,0.144356022,NA
7689,ENSG00000154146,1509.195846,0.0343422,0.297544276,0.11541879,0.908113186,0.950920462
7690,ENSG00000019102,66.99594237,-0.138231872,0.278858555,-0.495706045,0.620101821,NA
7691,ENSG00000149564,72.09154832,-0.302854121,0.282287449,-1.072857198,0.283335193,NA
7692,ENSG00000120458,84.18616,-0.325946567,0.180128862,-1.809518828,0.070370438,NA
7693,ENSG00000154134,28.25576367,-0.849867776,0.376262959,-2.258706994,0.023901617,NA
7694,ENSG00000149548,44.57939229,0.231815697,0.296949346,0.780657375,0.435004037,NA
7695,ENSG00000134955,335.9803201,-0.012593978,0.142918173,-0.088120203,0.929781139,0.966113299
7696,ENSG00000150433,84.03058081,-0.326179674,0.156612282,-2.082720914,0.03727667,NA
7697,ENSG00000149557,12.76992824,-1.381421984,0.582172811,-2.372872723,0.017650345,NA
7698,ENSG00000149547,114.6642945,0.020564807,0.154175779,0.133385456,0.893888547,NA
7699,ENSG00000134910,314.0169822,-0.142504449,0.095717803,-1.488797741,0.136540637,0.289037788
7700,ENSG00000149554,16.17098703,0.088433514,0.403304667,0.219272231,0.826437992,NA
7701,ENSG00000198331,33.48370163,-0.533751896,0.291059271,-1.833825442,0.06667991,NA
7702,ENSG00000110060,40.8990984,-0.096369982,0.271421625,-0.35505639,0.722547347,NA
7703,ENSG00000064309,13.3126488,-1.475518565,0.551048328,-2.677657275,0.007413904,NA
7704,ENSG00000165526,82.84879518,-0.354697107,0.186272624,-1.904182689,0.056886396,NA
7705,ENSG00000197798,100.3562473,0.086122644,0.144989595,0.593991892,0.552517536,NA
7706,ENSG00000182934,872.4769736,0.040260376,0.090433614,0.445192602,0.656180573,0.785553943
7707,ENSG00000110074,94.45134452,-0.018129773,0.155548988,-0.116553462,0.907213918,NA
7708,ENSG00000150455,113.4565699,0.086129057,0.150234285,0.573298276,0.566442753,NA
7709,ENSG00000110063,119.9692609,0.278000321,0.196610569,1.413964281,0.15737239,NA
7710,ENSG00000110080,276.1379715,0.314034713,0.199478409,1.574279217,0.115422912,0.261019221
7711,ENSG00000149571,29.88720266,0.090212362,0.301866288,0.298848748,0.765055454,NA
7712,ENSG00000134954,3202.952509,-0.177454776,0.122933634,-1.443500607,0.148879502,0.304043608
7713,ENSG00000151702,2234.821419,0.242191555,0.080396192,3.012475448,0.002591264,0.038528052
7714,ENSG00000151704,8.674803428,-1.307287459,0.575064607,-2.273287979,0.023008831,NA
7715,ENSG00000174370,8.009161243,-0.58716526,0.666055437,-0.88155614,0.378016882,NA
7716,ENSG00000134909,78.49258615,-0.683828524,0.213997915,-3.195491518,0.001395929,NA
7717,ENSG00000151715,72.07729237,-0.005299872,0.263720048,-0.020096585,0.983966324,NA
7718,ENSG00000170322,334.0915588,-0.101596795,0.083369697,-1.218629774,0.222984743,0.394129549
7719,ENSG00000170325,190.3905099,0.095741177,0.119120968,0.803730683,0.42155253,NA
7720,ENSG00000084234,2460.497217,0.334723993,0.127709136,2.620987054,0.008767559,0.064920829
7721,ENSG00000149418,184.1800281,-0.106538961,0.203875869,-0.522567781,0.601275066,NA
7722,ENSG00000196323,715.8402956,0.137329294,0.100995477,1.359756871,0.173906875,0.336589928
7723,ENSG00000120451,808.4734826,-0.136551055,0.091618165,-1.490436479,0.136109507,0.288577815
7724,ENSG00000080854,141.0013495,-0.178023196,0.169288713,-1.051595189,0.292985316,NA
7725,ENSG00000166086,98.44370686,-0.226387956,0.248556422,-0.910811132,0.362394896,NA
7726,ENSG00000151503,182.7027864,-0.172276659,0.113355508,-1.519790809,0.12856356,NA
7727,ENSG00000151502,387.8600986,0.009451818,0.082773545,0.114188878,0.909088069,0.951679485
7728,ENSG00000151500,71.01298562,-0.391732331,0.164830039,-2.376583375,0.017473812,NA
7729,ENSG00000151498,180.8455478,-0.031335667,0.138454355,-0.226324893,0.820948739,NA
7730,ENSG00000166105,29.35527077,0.17009947,0.330705867,0.514352742,0.607005393,NA
7731,ENSG00000149328,30.56509026,0.011243046,0.444774176,0.025278101,0.979833142,NA
7732,ENSG00000109956,122.3469406,0.303500526,0.296085519,1.025043465,0.305342679,NA
7733,ENSG00000120645,10.59772563,-3.076169146,0.705483462,-4.360370314,1.30E-05,NA
7734,ENSG00000111181,48.324807,0.011721523,0.298195343,0.039308201,0.968644668,NA
7735,ENSG00000073614,1819.414263,0.112021152,0.05882802,1.904214215,0.056882291,0.167147854
7736,ENSG00000120647,42.6615564,0.001710412,0.240164549,0.007121834,0.994317647,NA
7737,ENSG00000139044,44.41477575,0.013368362,0.399865981,0.033432105,0.973330007,NA
7738,ENSG00000171840,173.4251937,0.64523438,0.203294483,3.173890257,0.001504105,NA
7739,ENSG00000060237,6481.114827,0.371782273,0.225294168,1.650208152,0.09890037,0.236327666
7740,ENSG00000002016,171.4634617,-0.08589539,0.13513447,-0.635629016,0.525018252,NA
7741,ENSG00000082805,387.1466532,0.101509496,0.097950076,1.036339132,0.300043956,0.479324438
7742,ENSG00000111186,13.23207474,0.174132821,0.514750981,0.338285556,0.735148008,NA
7743,ENSG00000171823,244.9976159,-0.108790425,0.132121011,-0.823415019,0.410272025,0.581093641
7744,ENSG00000006831,339.3465939,0.169476525,0.104002215,1.629547266,0.103197218,0.242410174
7745,ENSG00000151062,139.0566972,-0.02031474,0.153901688,-0.13199816,0.894985747,NA
7746,ENSG00000151065,95.47748915,-0.037215039,0.170481945,-0.218293139,0.82720072,NA
7747,ENSG00000151067,60.82448025,-0.976012709,0.260154525,-3.751665314,0.000175664,NA
7748,ENSG00000004478,143.0205299,-0.082994618,0.134324904,-0.617864712,0.536664522,NA
7749,ENSG00000111203,252.4930825,-0.179394439,0.112268291,-1.59790834,0.110063378,0.252666416
7750,ENSG00000053702,141.697249,-0.192844339,0.142717901,-1.351227399,0.1766226,NA
7751,ENSG00000111206,27.30105414,-0.03728566,0.286713148,-0.130045171,0.896530689,NA
7752,ENSG00000171792,59.49733993,-0.068489813,0.195000838,-0.351228303,0.725417078,NA
7753,ENSG00000078246,33.18857141,-0.092703173,0.290316167,-0.319317984,0.749485396,NA
7754,ENSG00000011105,50.14670615,0.404627696,0.327037371,1.237252169,0.215993479,NA
7755,ENSG00000130038,471.9728486,0.098572087,0.089962045,1.095707499,0.2732068,0.449214226
7756,ENSG00000111224,205.4235864,0.035863313,0.119892676,0.299128475,0.76484202,0.858333075
7757,ENSG00000118971,1131.029596,-0.037478462,0.098920596,-0.378874201,0.704781283,0.818152552
7758,ENSG00000078237,80.25311341,-0.078922655,0.19086455,-0.413500858,0.679239694,NA
7759,ENSG00000047621,74.99028975,-0.065334325,0.168778067,-0.387101988,0.698680706,NA
7760,ENSG00000010219,33.56662189,0.058930424,0.316911194,0.185952486,0.852482022,NA
7761,ENSG00000111254,9.168574172,-0.22866653,0.588668666,-0.388446919,0.697685328,NA
7762,ENSG00000139180,88.34916295,-0.184454698,0.17246585,-1.069514333,0.284837974,NA
7763,ENSG00000130035,8.572447224,-0.428680011,0.559024046,-0.766836444,0.443178765,NA
7764,ENSG00000110799,78.14048918,-0.145111501,0.413425926,-0.350997584,0.725590161,NA
7765,ENSG00000010278,148.9333816,-0.438140662,0.249367376,-1.757008754,0.078916317,NA
7766,ENSG00000008323,269.5884198,0.350127785,0.172425245,2.030606271,0.042294951,0.14203724
7767,ENSG00000067182,2613.52255,0.365071925,0.144252502,2.530784,0.011380791,0.071600827
7768,ENSG00000111319,15.1755619,-0.200236935,0.396107389,-0.50551174,0.613199455,NA
7769,ENSG00000111321,467.5126138,0.309067247,0.14780382,2.091063996,0.036522328,0.131695073
7770,ENSG00000139193,109.3095972,-0.279982524,0.208115855,-1.345320487,0.17852176,NA
7771,ENSG00000139192,450.1725376,0.035175938,0.109998633,0.319785229,0.749131146,0.849361463
7772,ENSG00000139190,329.6013645,-0.032235697,0.099975712,-0.322435281,0.74712296,0.848181728
7773,ENSG00000111639,46.27190235,0.023652055,0.21876008,0.108118699,0.913901535,NA
7774,ENSG00000010292,356.0197611,0.006329112,0.112999238,0.056010223,0.955333663,0.978537213
7775,ENSG00000111640,1737.606885,0.272250493,0.100258103,2.715496145,0.006617655,0.057183402
7776,ENSG00000010295,435.2139036,-0.108497886,0.103954832,-1.043702195,0.296623194,0.475528911
7777,ENSG00000111641,155.0843112,-0.090776244,0.148359231,-0.611867851,0.540625193,NA
7778,ENSG00000111642,1184.169122,0.051572455,0.098785121,0.522067034,0.601623658,0.744427389
7779,ENSG00000184574,171.6164024,-0.388687753,0.184317273,-2.108797224,0.034962088,NA
7780,ENSG00000111644,145.8432765,-0.053161406,0.233114013,-0.228048949,0.819608187,NA
7781,ENSG00000111653,132.3139549,0.187973021,0.140950306,1.333612016,0.182331043,NA
7782,ENSG00000126746,208.7621303,0.002621515,0.129813165,0.020194521,0.983888199,0.994549678
7783,ENSG00000139200,32.50886066,-0.074582267,0.253154487,-0.294611672,0.768290545,NA
7784,ENSG00000111652,202.3958877,-0.163942842,0.112714844,-1.454492036,0.14580994,0.300298381
7785,ENSG00000089693,555.4812203,0.2047674,0.131140916,1.561430302,0.118422257,0.2652462
7786,ENSG00000159335,438.7940753,1.195320605,0.309732801,3.859199295,0.000113759,0.011809074
7787,ENSG00000089692,46.250504,0.15418189,0.266614006,0.578296286,0.563064101,NA
7788,ENSG00000010610,1325.77799,0.139416447,0.127283386,1.095323205,0.273375065,0.44935402
7789,ENSG00000250510,103.7598323,-0.232705469,0.243917155,-0.954034861,0.340065996,NA
7790,ENSG00000110811,12.26469555,-0.44819956,0.538336331,-0.832564206,0.405090553,NA
7791,ENSG00000111665,6.275679947,0.504947995,0.541148926,0.933103571,0.350766496,NA
7792,ENSG00000111667,250.5025198,-0.195201873,0.121117371,-1.611675275,0.107032621,0.247647701
7793,ENSG00000111669,674.7655955,0.137404781,0.097853109,1.404194322,0.160260992,0.320166113
7794,ENSG00000111671,75.1837082,-0.10978895,0.16585419,-0.661960668,0.507996429,NA
7795,ENSG00000010626,14.76378115,-0.545358342,0.395662171,-1.3783434,0.16809729,NA
7796,ENSG00000111674,145.062793,-0.34349533,0.1828344,-1.878723755,0.060282222,NA
7797,ENSG00000111676,210.2405872,-0.095886648,0.117742519,-0.814375713,0.415429748,0.586271838
7798,ENSG00000111678,11.16607117,-0.882293205,0.399483734,-2.208583557,0.02720362,NA
7799,ENSG00000111679,3489.650297,0.175808277,0.100371295,1.751579233,0.079846186,0.204632791
7800,ENSG00000215021,365.3406612,-0.131971624,0.101213519,-1.30389325,0.192269982,0.357025581
7801,ENSG00000126749,9.693492473,-0.592146395,0.454714433,-1.30223796,0.192835052,NA
7802,ENSG00000111684,103.282685,0.232414726,0.198671566,1.169843934,0.24206378,NA
7803,ENSG00000159403,10.87875187,0.057577729,0.480956487,0.119715047,0.90470888,NA
7804,ENSG00000139178,603.1619551,0.480444037,0.138170437,3.477184034,0.00050671,0.021857354
7805,ENSG00000139194,66.28973526,0.12636123,0.235377497,0.53684499,0.591374692,NA
7806,ENSG00000139182,270.8433717,-0.031616282,0.127961704,-0.247076126,0.80484931,0.885369
7807,ENSG00000139197,151.4611464,-0.108195937,0.125296654,-0.863518173,0.387852632,NA
7808,ENSG00000177575,289.416673,0.520632322,0.237079443,2.196024745,0.028090172,0.113806569
7809,ENSG00000198178,42.8296486,0.131682535,0.373603053,0.352466433,0.724488488,NA
7810,ENSG00000173262,10.45257094,0.078816787,0.574489379,0.137194507,0.890877052,NA
7811,ENSG00000059804,2049.782933,0.475535748,0.161965921,2.936023481,0.003324492,0.04220383
7812,ENSG00000065970,382.9519268,0.250764277,0.125935222,1.991216372,0.046457105,0.149182303
7813,ENSG00000171860,166.6813021,0.429035514,0.221861112,1.933802232,0.053137448,NA
7814,ENSG00000089818,237.660962,0.060724782,0.102034454,0.595139971,0.551749912,0.703959167
7815,ENSG00000111729,92.66947783,0.076746843,0.197667377,0.388262565,0.697821737,NA
7816,ENSG00000171847,11.29121283,-0.461187217,0.543550213,-0.848472148,0.396175077,NA
7817,ENSG00000205846,10.06986482,0.508231824,0.578143943,0.879074892,0.37936067,NA
7818,ENSG00000166527,78.56468205,0.701783451,0.298525256,2.350834435,0.018731366,NA
7819,ENSG00000166523,373.8485163,0.587885811,0.21365642,2.751547603,0.00593144,0.054405649
7820,ENSG00000166532,73.29827511,-0.109631443,0.207829088,-0.527507697,0.597841073,NA
7821,ENSG00000111752,114.7847245,-0.146981369,0.176293096,-0.833732983,0.404431468,NA
7822,ENSG00000003056,502.844565,0.00041721,0.087249192,0.004781819,0.996184675,0.998082604
7823,ENSG00000139187,176.4479894,-0.197403069,0.203403643,-0.970499179,0.331797734,NA
7824,ENSG00000175899,872.6513438,-0.149914406,0.241715019,-0.620211382,0.535118629,0.690880258
7825,ENSG00000126838,528.832007,-0.036164854,0.288251317,-0.125462928,0.900157072,0.946813693
7826,ENSG00000111796,59.81087329,-0.32076395,0.279341846,-1.148284637,0.250851079,NA
7827,ENSG00000069493,777.6193904,-0.241590649,0.128867995,-1.874714107,0.060832065,0.17540547
7828,ENSG00000184293,25.64610284,-0.384820084,0.277033496,-1.389074205,0.164810187,NA
7829,ENSG00000110848,37.68671259,-0.390676724,0.33674568,-1.160153633,0.245986261,NA
7830,ENSG00000150045,62.79071516,-1.139450605,0.356524244,-3.195997533,0.001393483,NA
7831,ENSG00000110852,165.2986568,0.05713821,0.15067189,0.379222762,0.70452245,NA
7832,ENSG00000172322,433.0476694,0.757136321,0.358505553,2.111923555,0.034693007,0.127833473
7833,ENSG00000165682,91.71123392,0.959390238,0.355815929,2.696310536,0.007011227,NA
7834,ENSG00000256660,21.73148374,0.892516454,0.415665212,2.147200269,0.031777341,NA
7835,ENSG00000197992,10.47645185,0.260446166,0.508838428,0.51184453,0.608759823,NA
7836,ENSG00000150048,13.63602379,0.292712456,0.445380306,0.657219128,0.511040028,NA
7837,ENSG00000172243,1365.304925,0.240356592,0.146924541,1.635918626,0.101856619,0.240459857
7838,ENSG00000139112,299.324757,0.374805776,0.156030447,2.402132305,0.016299812,0.085949523
7839,ENSG00000134539,575.3885548,-0.457074637,0.269366129,-1.696852676,0.089724517,0.221658908
7840,ENSG00000213809,21.88555077,-0.84557484,0.370396169,-2.282893048,0.022436669,NA
7841,ENSG00000255819,13.3628679,-1.292123083,0.465089441,-2.778224938,0.005465677,NA
7842,ENSG00000183542,9.836391709,-0.92079969,0.625481601,-1.472145125,0.140981692,NA
7843,ENSG00000205810,6.759092352,-0.247940125,0.650859916,-0.380942379,0.703246005,NA
7844,ENSG00000205809,11.1898858,-0.909638638,0.64915048,-1.401275462,0.161131716,NA
7845,ENSG00000134545,22.67137775,-0.966305433,0.487964216,-1.980279296,0.047672154,NA
7846,ENSG00000180574,9.145581387,-0.714873766,0.575324128,-1.242558292,0.214030647,NA
7847,ENSG00000111196,49.81289894,-0.243923282,0.233266231,-1.045686215,0.295705929,NA
7848,ENSG00000060140,9.399236622,0.161145742,0.561116498,0.287187674,0.773968624,NA
7849,ENSG00000060138,12240.21353,0.987191675,0.405992443,2.431551847,0.015034296,0.081974881
7850,ENSG00000231887,9.805036404,-0.738243488,0.606315284,-1.217590101,0.223379778,NA
7851,ENSG00000111215,30.93080403,-0.500997812,0.265657946,-1.885875503,0.059311733,NA
7852,ENSG00000212128,12.18224656,-0.190692305,0.469740163,-0.405952738,0.684777327,NA
7853,ENSG00000134551,18.0698406,-0.052077157,0.372024453,-0.139983157,0.888673298,NA
7854,ENSG00000212127,19.82409292,-0.274548785,0.366116856,-0.749893867,0.453318628,NA
7855,ENSG00000212126,8.195640001,-0.772023746,0.593998244,-1.299707118,0.19370137,NA
7856,ENSG00000255837,17.96851991,-0.636926183,0.377590231,-1.686818491,0.091638259,NA
7857,ENSG00000212124,21.86184412,-0.914888279,0.429360156,-2.130817838,0.033104152,NA
7858,ENSG00000256436,25.96921424,-0.210550394,0.33897627,-0.621136087,0.534510087,NA
7859,ENSG00000226761,10.22448169,0.400436017,0.516058252,0.775951193,0.437777804,NA
7860,ENSG00000256188,27.21226821,0.298316158,0.345946247,0.862319393,0.388511784,NA
7861,ENSG00000255374,10.43509663,1.141200874,0.640541775,1.781618184,0.074811517,NA
7862,ENSG00000256537,36.65171358,-0.036972705,0.253376129,-0.14592024,0.883984354,NA
7863,ENSG00000197870,6.717397797,-0.830359685,0.635086414,-1.307475119,0.1910514,NA
7864,ENSG00000139083,798.4942422,0.395047497,0.106627268,3.704938763,0.000211442,0.015047016
7865,ENSG00000070018,26.67123144,-0.667400152,0.331736532,-2.011837971,0.04423702,NA
7866,ENSG00000111261,232.3170344,0.577339691,0.225855513,2.556234665,0.010581173,0.068898883
7867,ENSG00000165714,202.4766383,0.135224529,0.116466912,1.161055332,0.245619398,0.420505396
7868,ENSG00000111266,368.7186483,-0.015402769,0.1070586,-0.143872314,0.885601299,0.937274763
7869,ENSG00000111269,236.7130712,-0.172785802,0.115321972,-1.498290394,0.134057819,0.28579941
7870,ENSG00000183150,11.04567481,-0.464051115,0.511127337,-0.907897272,0.363932499,NA
7871,ENSG00000111276,1147.472712,0.059217184,0.077763655,0.761502067,0.446357245,0.612270312
7872,ENSG00000178878,53.1756525,0.044266209,0.254341426,0.174042467,0.861832087,NA
7873,ENSG00000213782,12.59552846,-0.169179279,0.439750804,-0.384716247,0.700447657,NA
7874,ENSG00000111291,6.906033516,-0.590769826,0.698880316,-0.845309007,0.397938334,NA
7875,ENSG00000013583,158.3613145,0.307000198,0.270905455,1.133237417,0.257114565,NA
7876,ENSG00000084444,42.52861504,0.401601808,0.253985229,1.581201436,0.113831987,NA
7877,ENSG00000134531,13.17843925,-0.229982317,0.505610756,-0.454860413,0.649209664,NA
7878,ENSG00000171681,1641.853117,0.004163606,0.063123738,0.065959437,0.947410119,0.974860813
7879,ENSG00000121316,869.3423151,0.463012584,0.17141626,2.701100732,0.00691104,0.057928254
7880,ENSG00000070019,47.72284846,0.330221586,0.297363676,1.110497387,0.266784753,NA
7881,ENSG00000197837,333.340791,-0.117976019,0.131859976,-0.894706819,0.370943832,0.544858451
7882,ENSG00000246705,49.07358455,0.309615499,0.23899819,1.295472151,0.195157402,NA
7883,ENSG00000084463,325.8032264,-0.104829021,0.106321268,-0.985964729,0.324150421,0.500361445
7884,ENSG00000182993,27.53113092,-0.161580924,0.309618493,-0.521871038,0.601760124,NA
7885,ENSG00000139055,116.2576761,-0.144445076,0.159377974,-0.906305131,0.36477437,NA
7886,ENSG00000111348,4109.691543,0.177037479,0.091018332,1.945074968,0.051765956,0.159767085
7887,ENSG00000151490,65.76544995,0.011023209,0.225952397,0.048785539,0.961090207,NA
7888,ENSG00000151491,25.85249919,0.071114935,0.357544269,0.198898265,0.842342327,NA
7889,ENSG00000023734,255.5921848,-0.119876622,0.127908172,-0.937208469,0.348651334,0.524531745
7890,ENSG00000023697,81.44085922,0.271020455,0.171770709,1.577803671,0.11461072,NA
7891,ENSG00000008394,42.54547713,0.233270154,0.261408583,0.892358434,0.372200843,NA
7892,ENSG00000052126,41.56101321,-0.475917093,0.295142998,-1.612496639,0.106853911,NA
7893,ENSG00000139154,272.5627529,0.058797648,0.120752825,0.486925655,0.626311017,0.764157326
7894,ENSG00000172572,13.98599074,-0.613718391,0.54643802,-1.123125348,0.261384262,NA
