AIHpartial.vs.healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
720,ENSG00000007341,120.1253782,-0.314302839,0.137303692,-2.289106975,0.022073138,0.400252021
721,ENSG00000116489,1115.199938,0.19575235,0.099885344,1.95977049,0.050022622,0.479791445
722,ENSG00000155363,294.5758303,-0.016892333,0.140318667,-0.120385504,0.904177774,0.97659979
723,ENSG00000155366,84.58465809,-0.028678997,0.19518475,-0.146932569,0.883185245,0.969018441
724,ENSG00000155380,61.07703563,0.497026657,0.193733162,2.565521839,0.010302074,0.349186073
725,ENSG00000198799,268.1039566,-0.052001481,0.103711608,-0.501404635,0.616086379,0.890407377
726,ENSG00000081026,49.38007422,-0.137715859,0.267900847,-0.514055335,0.607213304,0.888226956
727,ENSG00000116793,171.1909044,0.12019869,0.134246116,0.895360657,0.370594325,0.777397751
728,ENSG00000081019,394.3907118,0.03331262,0.079499663,0.419028436,0.67519535,0.911402527
729,ENSG00000134242,226.5871337,0.034535204,0.135041152,0.255738367,0.798152868,0.949915587
730,ENSG00000188761,12.93706002,0.268738465,0.463764078,0.579472361,0.562270491,0.870908234
731,ENSG00000134262,129.4034067,-0.149480955,0.142845587,-1.046451331,0.295352704,0.738736817
732,ENSG00000118655,57.3016545,0.141957678,0.223774677,0.634377758,0.525834322,0.851911234
733,ENSG00000163349,1944.269462,0.116263241,0.098734206,1.177537608,0.238980996,0.704316747
734,ENSG00000116774,6.51907029,-0.287920373,0.569710399,-0.50538023,0.613291802,0.890104026
735,ENSG00000197323,800.2544421,0.076849484,0.064850451,1.185026217,0.236007081,0.702247737
736,ENSG00000116752,57.738434,0.233205271,0.206648511,1.128511741,0.259103861,0.715418665
737,ENSG00000175984,16.45408305,-0.806992866,0.391155521,-2.063099772,0.03910315,0.47052345
738,ENSG00000213281,203.8731005,0.022023084,0.107527339,0.204813811,0.837717596,0.95841506
739,ENSG00000009307,2251.092917,0.17432511,0.111427425,1.564472205,0.117706715,0.58579995
740,ENSG00000052723,155.2038078,-0.072128794,0.154752026,-0.466092729,0.641149127,0.900377404
741,ENSG00000134198,173.3096493,0.317240384,0.213770875,1.484020607,0.137803454,0.611453953
742,ENSG00000173218,41.0657034,-0.183808578,0.21845808,-0.841390613,0.400129142,0.791943
743,ENSG00000163393,353.2486311,0.225771759,0.168530895,1.339646112,0.180360425,0.650029366
744,ENSG00000173212,11.0238385,0.399706306,0.546503724,0.731388073,0.464542149,0.821863482
745,ENSG00000163399,936.6038703,-0.066087533,0.094653026,-0.698208344,0.485046909,0.834478871
746,ENSG00000116815,208.1797883,0.384663937,0.140935982,2.729352237,0.006345888,0.310948518
747,ENSG00000116824,401.3021255,-0.094543324,0.13839428,-0.683144741,0.494515387,0.83967081
748,ENSG00000134247,20.70818764,0.26364364,0.35430021,0.74412499,0.456800862,0.817490387
749,ENSG00000134256,127.0505954,0.238755695,0.200275196,1.192138115,0.233207094,0.701332609
750,ENSG00000116830,152.7949107,0.106960686,0.149156392,0.717104272,0.47330976,0.827649495
751,ENSG00000134253,10.62048392,-0.621689356,0.563258793,-1.103736618,0.269707406,0.72364327
752,ENSG00000198162,441.9354815,-0.016263743,0.110152748,-0.147647187,0.882621213,0.969018441
753,ENSG00000183508,11364.01851,0.614196507,0.403647962,1.521614288,0.128105755,0.599955955
754,ENSG00000196505,436.6904637,0.048381647,0.089686478,0.539453084,0.589574261,0.881720923
755,ENSG00000065183,112.6486173,-0.119451152,0.160833162,-0.742702255,0.457661964,0.818165288
756,ENSG00000116874,32.46305971,0.194393069,0.253293546,0.767461596,0.442807118,0.809559487
757,ENSG00000143067,66.89414471,-0.03052393,0.198573023,-0.153716398,0.877833355,0.969018441
758,ENSG00000092621,18.55414909,-0.252041655,0.409037553,-0.616182191,0.537774281,0.859243079
759,ENSG00000134250,3988.037514,0.081151742,0.121251412,0.669284921,0.503313744,0.843218966
760,ENSG00000265808,498.1238061,0.211902223,0.103594843,2.045490061,0.040806568,0.471981333
761,ENSG00000273136,279.0282433,0.000825865,0.183048944,0.004511719,0.996400182,0.998467402
762,ENSG00000198019,194.8674673,0.542846675,0.259617243,2.090950001,0.036532546,0.457468662
763,ENSG00000171943,117.5636993,-0.074739583,0.17704777,-0.4221436,0.672920205,0.911150666
764,ENSG00000266338,260.8649091,-0.030402484,0.153796746,-0.197679634,0.843295725,0.959786624
765,ENSG00000196369,120.398086,0.240096179,0.181600624,1.322110985,0.186131196,0.65624946
766,ENSG00000162825,21.83827918,0.165352478,0.286746579,0.576650219,0.564175767,0.870908234
767,ENSG00000117262,56.1689517,-0.281712172,0.220113078,-1.279852039,0.200597178,0.66692496
768,ENSG00000174827,21.1024027,-0.052034082,0.35136055,-0.148093125,0.882269275,0.969018441
769,ENSG00000117281,48.52335159,-0.365814616,0.274973997,-1.330360762,0.183399436,0.654245168
770,ENSG00000265491,265.2507162,0.147295362,0.090196096,1.633056967,0.102457016,0.565331981
771,ENSG00000186141,172.8756763,0.189196187,0.13010736,1.454154379,0.14590351,0.619776321
772,ENSG00000186364,17.75962108,-0.497791234,0.350970336,-1.418328511,0.156094877,0.626231422
773,ENSG00000131788,88.2427564,-0.137361232,0.172543026,-0.796098433,0.425974825,0.803883083
774,ENSG00000198483,5.383188563,-0.563840533,0.801870895,-0.703156252,0.481958379,0.833178292
775,ENSG00000143127,16.49321888,-0.796806971,0.380115174,-2.096225108,0.036062227,0.457468662
776,ENSG00000131779,64.80698472,-0.126591068,0.164427055,-0.769891963,0.441363982,0.809559487
777,ENSG00000265241,199.3021183,0.128569427,0.111737458,1.15063855,0.249880967,0.709588415
778,ENSG00000271601,308.4741448,-0.144599836,0.100147134,-1.443873925,0.148774443,0.619972661
779,ENSG00000272031,25.09686892,-0.875808346,0.322140983,-2.718711347,0.006553677,0.315276367
780,ENSG00000121851,18.55818134,0.055527552,0.306406307,0.18122196,0.856193358,0.962862657
781,ENSG00000265972,14218.71205,0.025540247,0.102971128,0.248033091,0.804108804,0.951637712
782,ENSG00000271425,61.1294721,0.231350694,0.208955776,1.107175397,0.268218102,0.723615293
783,ENSG00000264343,55.92037294,0.286066759,0.294306092,0.972004205,0.331048456,0.757054472
784,ENSG00000270339,10.5471068,-1.437635654,0.588956142,-2.440989321,0.014647088,0.362133852
785,ENSG00000268043,286.1793329,-0.053766949,0.128734222,-0.417658555,0.676196778,0.911668169
786,ENSG00000131791,136.8053362,-0.09966497,0.112721081,-0.884173294,0.376602672,0.779764327
787,ENSG00000131781,73.4066273,0.289072147,0.19946527,1.449235483,0.147271832,0.619776321
788,ENSG00000131778,129.8420225,0.01802736,0.154692517,0.116536729,0.907227179,0.977407893
789,ENSG00000116128,121.4493921,-0.101237576,0.14903878,-0.679270027,0.496966784,0.840278724
790,ENSG00000162836,156.6193359,-0.354408164,0.144282083,-2.456356034,0.014035403,0.356619302
791,ENSG00000188092,69.98746598,0.056022403,0.183041791,0.306063458,0.75955633,0.936393784
792,ENSG00000263956,184.8307416,0.018395695,0.156334316,0.117668954,0.906329967,0.977200347
793,ENSG00000270629,383.1714077,-0.157230179,0.148794312,-1.056694822,0.290650889,0.735960049
794,ENSG00000178104,291.5625059,-0.09051892,0.131717222,-0.687221597,0.491943097,0.838616846
795,ENSG00000269713,123.7225024,-0.071086873,0.173641139,-0.409389579,0.682253786,0.913357594
796,ENSG00000271383,482.0513984,-0.119096487,0.143393757,-0.830555592,0.406224731,0.795445475
797,ENSG00000263464,10.81594359,-0.433775212,0.56028696,-0.77420187,0.438811423,0.809559487
798,ENSG00000150337,121.201938,0.720308117,0.225267237,3.197571592,0.0013859,0.22050485
799,ENSG00000203814,710.4488466,0.191027444,0.145271196,1.314971232,0.188519571,0.657954593
800,ENSG00000183598,169.2915559,0.073203535,0.17466755,0.419102088,0.675141525,0.911402527
801,ENSG00000184678,946.1979021,0.036948408,0.11106059,0.332686938,0.739370611,0.930222446
802,ENSG00000184260,42.03700107,-0.017558282,0.175701703,-0.099932336,0.920398045,0.979806608
803,ENSG00000184270,31.08172071,-0.1119205,0.245046334,-0.456731992,0.647863693,0.901240459
804,ENSG00000178096,34.21563015,-0.309074127,0.330003509,-0.936578307,0.348975515,0.765564492
805,ENSG00000159164,29.2245993,0.409952229,0.395316658,1.037022399,0.299725418,0.741718235
806,ENSG00000143368,247.7860515,0.031944775,0.126809854,0.251910825,0.801109993,0.950298028
807,ENSG00000014914,81.20470046,0.415936056,0.218767107,1.901273286,0.057266226,0.499558809
808,ENSG00000264522,100.9163328,-0.183619148,0.186828926,-0.982819693,0.325696188,0.753457962
809,ENSG00000136631,117.917852,-0.001806263,0.166720045,-0.010834111,0.991355799,0.997838862
810,ENSG00000023902,1159.349176,0.229340191,0.102991533,2.226786848,0.025961523,0.419324696
811,ENSG00000143401,232.4190176,-0.002273243,0.125758767,-0.018076221,0.985578048,0.995722063
812,ENSG00000118298,24.30042855,0.247110207,0.316111046,0.78171962,0.434379369,0.808052172
813,ENSG00000117362,371.1219111,0.058786354,0.081378651,0.722380543,0.470060546,0.825168591
814,ENSG00000266472,79.87929341,-0.147338773,0.199382759,-0.73897449,0.459922488,0.819400214
815,ENSG00000117360,338.2598448,-0.092845856,0.091722317,-1.012249354,0.311418844,0.747149516
816,ENSG00000163125,444.4288244,-0.134702621,0.077755051,-1.732397047,0.083202893,0.541266838
817,ENSG00000143374,100.0848668,-0.232515344,0.154591637,-1.50406159,0.132565509,0.603942918
818,ENSG00000143382,825.568816,0.120988455,0.166920922,0.724824985,0.468559406,0.824277575
819,ENSG00000143384,9343.876103,0.129693552,0.112982642,1.147906882,0.251007007,0.709848637
820,ENSG00000143420,485.3379038,0.102499213,0.076512798,1.339634878,0.180364079,0.650029366
821,ENSG00000143457,93.63678495,-0.154949478,0.179220245,-0.864575752,0.387271686,0.783699169
822,ENSG00000143452,40.734278,0.857364666,0.317573215,2.699738597,0.006939398,0.322159648
823,ENSG00000163131,7391.282328,0.342277697,0.110441513,3.099176103,0.001940596,0.22700169
824,ENSG00000143387,43.47290104,-0.227211666,0.26015614,-0.873366532,0.382463327,0.78157057
825,ENSG00000143437,508.8009843,0.088028466,0.080040201,1.099803162,0.271417894,0.724138015
826,ENSG00000143379,288.0564801,0.023399219,0.085421173,0.273927622,0.784140244,0.945667261
827,ENSG00000143418,430.0471478,-0.074875699,0.116671777,-0.641763596,0.52102669,0.851015285
828,ENSG00000143412,113.4042058,-0.161956758,0.178009056,-0.909823142,0.362915788,0.773060914
829,ENSG00000143409,859.2740914,0.061519916,0.14898054,0.412939273,0.679651107,0.912673346
830,ENSG00000143363,197.3378856,-0.024406588,0.142816733,-0.170894455,0.864306757,0.965594208
831,ENSG00000163141,19.49604619,0.227798111,0.349153634,0.652429445,0.514124174,0.84819359
832,ENSG00000143443,64.22939249,-0.048707997,0.183593536,-0.265303444,0.790775712,0.948200647
833,ENSG00000197622,2602.921028,-0.023143835,0.074506972,-0.310626429,0.756084633,0.934499048
834,ENSG00000213190,397.7491524,-0.069481549,0.122076955,-0.569161878,0.569246289,0.872898764
835,ENSG00000143458,234.3011408,-0.299198032,0.127176765,-2.352615518,0.018641898,0.37808811
836,ENSG00000143434,32.24510876,-0.397172691,0.272943885,-1.455144123,0.145629366,0.619776321
837,ENSG00000163154,267.1878021,-0.026203872,0.11408486,-0.229687551,0.818334569,0.954911175
838,ENSG00000163156,127.4046303,0.009547786,0.134139236,0.071178172,0.943255953,0.986143944
839,ENSG00000163155,138.1042597,0.013087236,0.139739068,0.093654809,0.92538337,0.981168964
840,ENSG00000163159,138.4171009,0.098007193,0.118066065,0.830104683,0.406479599,0.795445475
841,ENSG00000143398,281.6947661,-0.144713509,0.104023683,-1.391159253,0.16417714,0.63438047
842,ENSG00000159352,523.6025554,0.240966045,0.09999844,2.409698045,0.015965728,0.366735421
843,ENSG00000143373,631.9438601,0.057625467,0.10186545,0.565701785,0.571596521,0.873097057
844,ENSG00000143393,722.2379603,-0.094281331,0.078684478,-1.198220201,0.230831303,0.69900639
845,ENSG00000143390,232.9122947,0.034831634,0.122137092,0.285184732,0.775502617,0.94241583
846,ENSG00000143416,2426.171407,0.615346339,0.39420835,1.560967289,0.118531469,0.585817474
847,ENSG00000159377,416.5256019,-0.011697788,0.082719553,-0.141415033,0.887542079,0.969230123
848,ENSG00000143442,639.2011497,-0.132535199,0.070426822,-1.881885289,0.059851592,0.504921381
849,ENSG00000143367,30.29698215,0.12015951,0.35532682,0.338166169,0.735237969,0.929918726
850,ENSG00000143376,963.6653797,0.23321989,0.124529975,1.872801233,0.061095838,0.507219219
851,ENSG00000159409,17.90516604,-0.036508095,0.457303764,-0.079833359,0.936369793,0.983493715
852,ENSG00000143436,30.054374,-0.19730658,0.280303653,-0.703902991,0.481493189,0.832687927
853,ENSG00000182134,42.10487523,-0.149208035,0.251960824,-0.592187437,0.553725081,0.866934244
854,ENSG00000143365,53.97324919,-0.594201522,0.333297423,-1.782796628,0.074619415,0.531750338
855,ENSG00000225556,33.94827158,-0.273713882,0.312208442,-0.876702374,0.380648317,0.78045601
856,ENSG00000196407,58.45105389,0.624025687,0.307589318,2.028762545,0.042482482,0.473777674
857,ENSG00000159445,162.7853156,-0.306222969,0.173780825,-1.762121733,0.078048732,0.535077179
858,ENSG00000197747,383.0952257,0.209184285,0.116447208,1.796387294,0.072432943,0.528550837
859,ENSG00000163191,1648.112091,0.275239923,0.164810146,1.670042351,0.094910985,0.553424731
860,ENSG00000197915,7.068552659,-2.083493763,0.843490129,-2.470086716,0.01350803,0.356089463
861,ENSG00000163220,6618.310191,0.463182817,0.18154924,2.551279298,0.010732828,0.351454629
862,ENSG00000163221,143.079023,0.358000922,0.320207337,1.118028476,0.263554831,0.719627608
863,ENSG00000143546,731.3845349,0.458313377,0.23715478,1.932549606,0.053291706,0.49003584
864,ENSG00000197956,802.7764226,0.215924359,0.121973576,1.770255216,0.076684635,0.534830733
865,ENSG00000196420,7.543593673,-0.087423209,0.473977313,-0.184445979,0.853663603,0.962144104
866,ENSG00000196154,1192.824831,0.265422502,0.107277893,2.474158416,0.013355046,0.356089463
867,ENSG00000160679,522.7987325,0.082768634,0.082644501,1.001502011,0.316584168,0.748276028
868,ENSG00000143553,79.6802522,0.376007134,0.169325301,2.220619899,0.026376717,0.42215233
869,ENSG00000143621,208.2765902,0.104663875,0.126546648,0.827077419,0.408193182,0.795638695
870,ENSG00000143624,384.6740041,-0.014936168,0.097865672,-0.152619072,0.878698684,0.969018441
871,ENSG00000143554,309.8037851,-0.094873576,0.128884332,-0.736114115,0.461661253,0.820318187
872,ENSG00000143614,861.0147511,-0.052161593,0.078561875,-0.663955554,0.506718758,0.845098013
873,ENSG00000198837,1362.422816,-0.190697445,0.084091841,-2.267728279,0.023345773,0.405153014
874,ENSG00000160741,543.3404492,-0.013342681,0.09886014,-0.13496522,0.892639373,0.971785413
875,ENSG00000143570,306.8926452,0.252168495,0.12219177,2.063710962,0.039045129,0.47052345
876,ENSG00000143578,22.68949324,-0.339767268,0.234027294,-1.451827529,0.146549567,0.619776321
877,ENSG00000143543,452.5940011,0.026149843,0.121447868,0.215317428,0.829519843,0.957137147
878,ENSG00000143545,24.02685025,0.153343549,0.291682886,0.525720076,0.599082713,0.885754303
879,ENSG00000177954,394.5838101,0.014715836,0.332967403,0.044196026,0.96474815,0.991720988
880,ENSG00000143552,38.67317425,-0.307089388,0.340783084,-0.901128611,0.367519942,0.775173025
881,ENSG00000143549,3232.785551,0.177334808,0.085332195,2.078170005,0.037693704,0.464981702
882,ENSG00000143612,390.6826098,0.268539966,0.100381035,2.675206191,0.00746833,0.327485026
883,ENSG00000143569,872.7603985,0.030763793,0.081610957,0.376956653,0.706205819,0.920310406
884,ENSG00000143575,106.9673375,0.034468449,0.167190808,0.206162344,0.836664101,0.95841506
885,ENSG00000143595,22.61391246,0.077260396,0.517152012,0.149395911,0.881241238,0.969018441
886,ENSG00000143515,1060.113001,-0.290486822,0.131105238,-2.215676701,0.026713652,0.424032189
887,ENSG00000160712,3915.170821,0.14132877,0.135153465,1.045691055,0.295703694,0.739185331
888,ENSG00000169291,13.40729209,-0.37374658,0.430190938,-0.868792313,0.384960739,0.783205236
889,ENSG00000160714,227.8331545,0.039835863,0.104634421,0.38071471,0.703414953,0.919376896
890,ENSG00000160716,82.33302937,0.130710583,0.222333528,0.587903154,0.556597299,0.868214749
891,ENSG00000160710,5645.331147,0.19552092,0.142696845,1.370183903,0.170629502,0.640814219
892,ENSG00000163344,72.24533483,0.366180601,0.165925449,2.206898363,0.027321161,0.428147601
893,ENSG00000163346,1665.560717,-0.076586171,0.106076563,-0.721989554,0.4703009,0.825323302
894,ENSG00000163348,307.1460103,-0.178291881,0.112903588,-1.579151593,0.11430129,0.579148008
895,ENSG00000160691,341.8117113,0.058637586,0.085299298,0.687433387,0.491809664,0.838616846
896,ENSG00000173207,16.17988019,0.290672832,0.381093899,0.762732839,0.445622742,0.810834971
897,ENSG00000160688,130.8618973,0.104304474,0.142839569,0.730221146,0.465255019,0.822105887
898,ENSG00000163352,6.475993217,0.948773152,0.526626635,1.801604948,0.071607582,0.528550837
899,ENSG00000160685,1538.423878,0.170710417,0.115306307,1.480495049,0.138741181,0.61262031
900,ENSG00000163354,26.35514013,-0.091836928,0.320274507,-0.286744422,0.774308021,0.941805365
901,ENSG00000163357,7.531782042,-0.537970202,0.597714638,-0.900045219,0.368096187,0.775359319
902,ENSG00000143537,277.3550835,-0.166521916,0.114152124,-1.458771947,0.144627886,0.619046424
903,ENSG00000243364,23.19615466,-0.336705254,0.272181721,-1.237060494,0.216064625,0.684507094
904,ENSG00000169242,11.26355137,-0.167053988,0.464320649,-0.359781517,0.719010526,0.923852064
905,ENSG00000169241,106.1504466,0.056643715,0.141940051,0.399067878,0.68984319,0.914385393
906,ENSG00000179085,27.45525412,-0.166272432,0.24841253,-0.669339955,0.503278645,0.843218966
907,ENSG00000163463,25.72352492,-0.372314582,0.272987436,-1.363852448,0.172614009,0.643489008
908,ENSG00000163462,45.10973858,-0.164402032,0.213422653,-0.770312006,0.441114836,0.809559487
909,ENSG00000169231,50.41274039,-0.354714349,0.190711925,-1.859948445,0.06289282,0.509342451
910,ENSG00000173171,135.4454864,0.179629809,0.18174589,0.988356922,0.322977877,0.751378163
911,ENSG00000177628,234.9453921,0.14409403,0.129843555,1.109751112,0.267106291,0.722963846
912,ENSG00000160767,76.82099614,-0.196808592,0.190030117,-1.03567053,0.300355875,0.742268724
913,ENSG00000116521,180.5895045,-0.020464302,0.130560265,-0.156742193,0.875448033,0.968075159
914,ENSG00000176444,314.227805,-0.096737555,0.099983232,-0.967537785,0.333275262,0.757446525
915,ENSG00000143630,13.13205602,-0.741486913,0.411479918,-1.802000248,0.071545367,0.528550837
916,ENSG00000160752,90.22807532,-0.137805193,0.119514017,-1.153046278,0.24889139,0.709588415
917,ENSG00000160753,90.98904563,-0.099563991,0.135734378,-0.733520815,0.463240837,0.821376627
918,ENSG00000116539,1252.510778,-0.034027731,0.058487163,-0.581798282,0.560702561,0.870391132
919,ENSG00000125459,46.37122792,-0.358712907,0.201777579,-1.777763954,0.075442631,0.533220301
920,ENSG00000163374,542.192745,0.070305835,0.130949179,0.536894048,0.591340802,0.882518293
921,ENSG00000132676,270.1714513,0.055481168,0.099725728,0.556337553,0.57798012,0.875633598
922,ENSG00000116580,635.2183168,0.062590059,0.078957577,0.792704906,0.427949771,0.805231983
923,ENSG00000132718,153.5606348,0.134368082,0.139055288,0.9662925,0.333897838,0.757446525
924,ENSG00000143622,407.0238253,0.266987937,0.112678743,2.369461455,0.017814012,0.375583377
925,ENSG00000132680,326.0850295,-0.026283832,0.088290838,-0.297696027,0.765935176,0.938986194
926,ENSG00000173080,26.81865715,0.257574733,0.245463775,1.049339085,0.294022083,0.738198353
927,ENSG00000116584,2131.165939,-0.018940426,0.083140265,-0.227812914,0.819791687,0.955186145
928,ENSG00000163479,490.3914177,-0.006941895,0.098769189,-0.070284017,0.943967604,0.986403707
929,ENSG00000160803,156.4465687,-0.260492346,0.142660695,-1.825957357,0.067856685,0.520825093
930,ENSG00000116586,85.74086744,0.22125633,0.150645356,1.468723205,0.141907881,0.616253577
931,ENSG00000160789,210.575799,0.025927582,0.223352848,0.116083507,0.90758636,0.977407893
932,ENSG00000196189,893.6127263,0.195511066,0.176713659,1.106372124,0.268565486,0.723615293
933,ENSG00000160785,700.3423982,0.178638942,0.135967743,1.313833255,0.188902324,0.657954593
934,ENSG00000160783,94.20031294,0.149056082,0.147587025,1.009953838,0.312517407,0.747490545
935,ENSG00000160781,39.59063476,-0.236462188,0.327408774,-0.722223125,0.470157308,0.825231335
936,ENSG00000198952,655.7612778,0.045889907,0.117187997,0.391592212,0.695359543,0.916628608
937,ENSG00000163472,55.78895553,0.074022693,0.163182613,0.45361875,0.650103256,0.901583553
938,ENSG00000198715,73.43465334,-0.09337962,0.211873595,-0.440732692,0.659406526,0.905638342
939,ENSG00000163468,374.8028611,0.088995114,0.087748287,1.014209141,0.310482968,0.747149516
940,ENSG00000125462,12.67246554,-0.834625455,0.485233867,-1.720047818,0.08542375,0.542542841
941,ENSG00000116604,1051.532246,-0.009599355,0.085480799,-0.112298376,0.91058683,0.978010896
942,ENSG00000187862,23.19540991,-0.339128125,0.500725661,-0.677273309,0.498232562,0.841016726
943,ENSG00000163382,102.2073954,0.111912635,0.162863189,0.687157332,0.491983589,0.838616846
944,ENSG00000160818,67.40564823,-0.028554875,0.209718805,-0.136157913,0.891696446,0.971734575
945,ENSG00000143320,7.454999702,0.253388166,0.529824541,0.478249206,0.632472844,0.896599868
946,ENSG00000143319,332.4872005,-0.062826353,0.096575213,-0.650543245,0.515341377,0.84910175
947,ENSG00000143303,90.83000407,0.007560957,0.161085462,0.046937552,0.962562999,0.991145271
948,ENSG00000143314,42.5575732,0.095030984,0.189874391,0.500493951,0.616727315,0.890851211
949,ENSG00000143321,2050.482332,0.550107133,0.298856001,1.840709678,0.065664115,0.515105272
950,ENSG00000143294,373.8948973,0.06744764,0.0810596,0.83207467,0.405366799,0.794749287
951,ENSG00000027869,214.6267261,-0.153043537,0.186390721,-0.821089895,0.411595065,0.797390474
952,ENSG00000198400,17.07174347,-1.055918761,0.412067234,-2.562491444,0.010392415,0.350056686
953,ENSG00000187800,62.9511337,-0.139276553,0.352653358,-0.394938966,0.692887932,0.91622938
954,ENSG00000132694,813.0835189,0.071705629,0.126633433,0.566245639,0.571226809,0.873097057
955,ENSG00000117036,330.6818143,0.131770191,0.069372355,1.899462553,0.057503686,0.500437481
956,ENSG00000143297,137.734705,-0.060771854,0.341803931,-0.177797411,0.858882081,0.964158287
957,ENSG00000160856,224.4383469,-0.369488722,0.223397737,-1.653950155,0.098137641,0.558158402
958,ENSG00000132704,91.24457442,-0.355621127,0.373097699,-0.953158191,0.340509926,0.760385376
959,ENSG00000163534,289.9096529,-0.142723815,0.370722453,-0.384988322,0.700246067,0.918410791
960,ENSG00000158473,208.7458386,0.306861924,0.146266008,2.097971551,0.035907659,0.457468662
961,ENSG00000158477,9.72722181,-0.497960472,0.469959277,-1.059582172,0.289334728,0.735242927
962,ENSG00000158481,34.43865274,-0.072938322,0.331526128,-0.220007764,0.825865108,0.955504149
963,ENSG00000163554,118.9128713,0.480380406,0.376237978,1.276799353,0.201673094,0.668486991
964,ENSG00000163563,4452.148201,0.266595764,0.157628444,1.691292239,0.090781002,0.550261254
965,ENSG00000163564,277.9432373,-0.258270493,0.148132369,-1.743511531,0.081244302,0.538067212
966,ENSG00000163565,1130.722199,0.249491979,0.133011081,1.875723262,0.06069329,0.506669213
967,ENSG00000163568,68.86833549,0.225134173,0.217890361,1.033245216,0.301489158,0.743090828
968,ENSG00000213088,45.20367853,0.756980696,0.461226241,1.641235099,0.100748622,0.563022053
969,ENSG00000179639,65.45404489,0.288472884,0.325341919,0.88667604,0.375253342,0.779110003
970,ENSG00000158716,72.17058137,-0.171355932,0.169273762,-1.012300606,0.311394345,0.747149516
971,ENSG00000181036,195.8647525,-0.6298747,0.289435709,-2.176216272,0.029539093,0.435954615
972,ENSG00000158714,19.0157488,-0.465865833,0.421992769,-1.103966388,0.269607719,0.72364327
973,ENSG00000243284,15.48872211,0.075319804,0.396316123,0.190049811,0.849270098,0.961078091
974,ENSG00000213085,45.0850001,0.019500866,0.289043667,0.067466852,0.94621005,0.986882999
975,ENSG00000158710,4624.020254,0.130151139,0.15526941,0.838227816,0.401902768,0.792782233
976,ENSG00000085552,14.06888168,0.192721348,0.475906297,0.4049565,0.685509486,0.913775731
977,ENSG00000143315,98.08242569,0.010114928,0.146454634,0.069065261,0.944937673,0.986521728
978,ENSG00000162728,13.04548762,-0.95574261,0.447781555,-2.13439477,0.032810479,0.446260857
979,ENSG00000162729,179.9952947,-0.322346931,0.141616651,-2.276193726,0.022834417,0.40315572
980,ENSG00000162734,204.7210231,0.146951362,0.115397492,1.27343636,0.202863242,0.669264366
981,ENSG00000132716,319.9942403,-0.130045528,0.091326145,-1.423968224,0.154455671,0.625408073
982,ENSG00000162735,95.63581439,-0.481633965,0.143559495,-3.354943291,0.000793813,0.172418189
983,ENSG00000122218,1046.414541,0.102480748,0.098495959,1.040456369,0.298127925,0.740964028
984,ENSG00000162736,561.2344808,0.088409874,0.112871403,0.783279661,0.433462904,0.807347792
985,ENSG00000162739,272.5515989,-0.126986877,0.133990158,-0.947732872,0.343265462,0.761535779
986,ENSG00000066294,569.8390593,0.040920309,0.093366461,0.438276319,0.66118599,0.905668396
987,ENSG00000117090,169.7962636,-0.225169428,0.165783356,-1.358214924,0.174395496,0.645426845
988,ENSG00000117091,257.1782353,-0.053494154,0.124014665,-0.431353451,0.666211391,0.907589641
989,ENSG00000026751,241.0948126,-0.210358145,0.190633165,-1.103470875,0.269822733,0.72364327
990,ENSG00000122224,388.1895344,-0.190960691,0.142864569,-1.336655354,0.181335162,0.65136168
991,ENSG00000122223,250.1674394,-0.114782896,0.126304426,-0.908779681,0.363466434,0.773060914
992,ENSG00000179914,26.14769612,0.877305426,0.492727142,1.780509639,0.074992593,0.531863244
993,ENSG00000158769,265.4752809,0.200104276,0.157666601,1.269160836,0.204383706,0.671629037
994,ENSG00000215845,47.99013467,-0.164866345,0.210059058,-0.78485711,0.432537352,0.806660268
995,ENSG00000158773,546.2377484,0.193230419,0.091624743,2.10893271,0.03495039,0.454052909
996,ENSG00000186517,3720.878237,0.059906926,0.084587478,0.708224522,0.478805841,0.831542258
997,ENSG00000143256,46.74544214,-0.135974074,0.208349988,-0.652623385,0.513999106,0.848158292
998,ENSG00000158793,127.8761014,-0.118365279,0.150589803,-0.78601125,0.431860897,0.806489151
999,ENSG00000158796,104.3342392,0.282313646,0.120115973,2.350342253,0.018756156,0.37808811
1000,ENSG00000143222,64.22528989,0.228773182,0.177083791,1.291892273,0.196394454,0.663331465
1001,ENSG00000143258,149.6838362,-0.20981282,0.134168098,-1.563805576,0.117863235,0.585817474
1002,ENSG00000143224,95.2090327,-0.180797604,0.195753473,-0.923598447,0.355695423,0.76880692
1003,ENSG00000158850,288.0162453,0.187579302,0.178624355,1.050132849,0.293657038,0.738044561
1004,ENSG00000158859,19.48085965,-0.590826165,0.409898631,-1.441395798,0.149472897,0.620273536
1005,ENSG00000158864,266.6765036,0.123304947,0.09145423,1.348269478,0.177571725,0.647657684
1006,ENSG00000158869,535.9082458,0.45552979,0.148301752,3.071641336,0.002128854,0.229548989
1007,ENSG00000158874,17.56715487,0.365337911,0.386857622,0.944373048,0.344979049,0.762211512
1008,ENSG00000158882,36.56746173,0.230675799,0.284277407,0.811446119,0.417109523,0.799483692
1009,ENSG00000143257,12.40684001,-0.502079133,0.448346288,-1.119846749,0.262779074,0.718815573
