AIHelite.vs.AIHpartial,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8666,ENSG00000235194,217.1565622,-0.065145745,0.140967913,-0.462131727,0.64398686,0.943657718
8667,ENSG00000129473,48.00028811,-0.139822986,0.229377471,-0.609575933,0.542142758,0.919282573
8668,ENSG00000100836,124.550057,-0.163572353,0.128921063,-1.268779126,0.204519852,0.837684033
8669,ENSG00000092096,21.72126274,-0.252887651,0.425085815,-0.594909644,0.55190387,0.923592476
8670,ENSG00000166091,61.23677099,-0.246472875,0.414948243,-0.593984622,0.552522399,0.923592476
8671,ENSG00000129460,65.15370575,-0.365136643,0.199718046,-1.828260645,0.067510443,0.808449263
8672,ENSG00000136367,25.47239269,-0.132109763,0.307871497,-0.429106832,0.667845481,0.946007392
8673,ENSG00000259431,39.02263673,-0.230405511,0.220272998,-1.045999794,0.295561128,0.856385363
8674,ENSG00000213983,213.1179388,-0.078437279,0.12439135,-0.6305686,0.528322635,0.914661114
8675,ENSG00000092051,9.552471491,0.549889809,0.523086853,1.051239972,0.293148389,0.856385363
8676,ENSG00000157326,44.48429844,-0.256256061,0.236258909,-1.084640835,0.278080762,0.851916086
8677,ENSG00000187630,56.73679643,-0.05153145,0.195493327,-0.263596975,0.79209049,0.965637069
8678,ENSG00000186648,25.32711446,0.168681986,0.392649933,0.429598917,0.667487425,0.946007392
8679,ENSG00000100884,10.73715056,-0.47639396,0.484325882,-0.983622758,0.325301031,0.867763593
8680,ENSG00000129535,20.41625792,-0.185842121,0.363850807,-0.510764625,0.609515882,0.938131028
8681,ENSG00000100889,163.148607,-0.196256086,0.149051557,-1.316699334,0.187939427,0.833499619
8682,ENSG00000100897,499.2514609,0.223875411,0.141777076,1.579066361,0.114320836,0.814137503
8683,ENSG00000092010,876.2879944,-0.058645614,0.100677922,-0.582507192,0.560225098,0.924299426
8684,ENSG00000100908,19.03855777,0.264790253,0.335939193,0.788208872,0.43057454,0.89409179
8685,ENSG00000100911,245.4027766,-0.242871908,0.14278793,-1.700927442,0.088956613,0.808449263
8686,ENSG00000092098,266.4531454,0.077243568,0.131818547,0.585984064,0.557886224,0.924299426
8687,ENSG00000259529,32.94575649,0.359740426,0.296605632,1.212857705,0.225184229,0.843982989
8688,ENSG00000213928,69.69074579,0.050562244,0.187967865,0.268994085,0.787934235,0.965637069
8689,ENSG00000100918,136.8653098,0.132149316,0.169642999,0.778984791,0.435988674,0.895947255
8690,ENSG00000100926,14.9006206,0.10250483,0.341782266,0.299912664,0.764243774,0.962209567
8691,ENSG00000139908,92.77060463,0.331636988,0.141753007,2.339541116,0.019307446,0.807632706
8692,ENSG00000254505,19.72571077,0.238738692,0.327108657,0.729845226,0.465484796,0.900869845
8693,ENSG00000129559,40.82044199,-0.410307422,0.25038153,-1.638728791,0.101269755,0.808449263
8694,ENSG00000100938,438.1002475,0.110059211,0.117616093,0.935749594,0.349402129,0.877647955
8695,ENSG00000092330,412.9009011,0.028161869,0.085407426,0.329735597,0.741599754,0.959561387
8696,ENSG00000092295,20.24680549,0.169029822,0.442127247,0.382310348,0.70223118,0.951155438
8697,ENSG00000100949,140.6046417,-0.074826566,0.130741829,-0.572323078,0.567103118,0.92576762
8698,ENSG00000157379,125.7256387,0.113754598,0.141975233,0.801228466,0.422999394,0.891765874
8699,ENSG00000196943,130.505426,0.001142426,0.150531103,0.007589305,0.993944669,0.999343144
8700,ENSG00000213906,30.76408464,0.233799636,0.275050978,0.850022922,0.395312343,0.884336151
8701,ENSG00000213903,658.5367976,0.142338435,0.172518955,0.825059686,0.409337706,0.888639756
8702,ENSG00000129467,103.3491951,0.014822743,0.205189013,0.072239456,0.942411346,0.99041716
8703,ENSG00000129465,146.970637,0.135559818,0.129880726,1.043725439,0.296612437,0.856385363
8704,ENSG00000205978,7.310502707,0.474240964,0.622658119,0.761639413,0.446275245,0.897675583
8705,ENSG00000139899,12.2375976,-0.004356863,0.525547173,-0.008290147,0.993385496,0.999343144
8706,ENSG00000100441,721.1721874,0.085400503,0.080930931,1.055227002,0.291321517,0.856385363
8707,ENSG00000100445,18.02681273,-0.005090433,0.314639179,-0.016178638,0.987091878,0.997187575
8708,ENSG00000100448,20.2310314,-1.100368955,0.782689032,-1.405882681,0.159758965,0.82223693
8709,ENSG00000100450,139.7717541,0.352065737,0.40119328,0.877546446,0.380189903,0.881519226
8710,ENSG00000100453,175.7015586,0.088313868,0.238109422,0.370896151,0.710714882,0.952926721
8711,ENSG00000092140,143.700405,-0.044655129,0.164799733,-0.270966029,0.78641716,0.965637069
8712,ENSG00000092108,222.6808148,-0.194362521,0.11825052,-1.64365046,0.100248425,0.808449263
8713,ENSG00000100473,8.365607033,0.362490898,0.591573505,0.612757155,0.540036925,0.918436588
8714,ENSG00000196792,171.5401782,0.02479935,0.131368967,0.188776319,0.850268133,0.974191558
8715,ENSG00000100478,114.9055325,0.129142622,0.157445213,0.82023848,0.41208017,0.889172924
8716,ENSG00000092148,848.9939792,0.138179062,0.067963428,2.033138503,0.042038532,0.807632706
8717,ENSG00000129493,108.5764138,0.11111178,0.163659258,0.678921448,0.497187635,0.90476134
8718,ENSG00000129480,25.63590888,-0.281977039,0.289444274,-0.974201476,0.329956512,0.86872171
8719,ENSG00000151413,32.58232474,0.217008066,0.248039839,0.874891981,0.381632683,0.881618708
8720,ENSG00000100852,213.8240813,-0.103978046,0.161467795,-0.643955325,0.519604404,0.910848441
8721,ENSG00000151320,27.81424688,-0.919892579,0.416892107,-2.206548322,0.027345631,0.807632706
8722,ENSG00000129521,33.87790332,-0.006624842,0.313951958,-0.021101452,0.983164727,0.997187575
8723,ENSG00000165389,62.0017254,-0.308039324,0.203381831,-1.514586244,0.129877218,0.814137503
8724,ENSG00000129518,108.8616154,0.012405098,0.124459197,0.09967201,0.920604723,0.987859541
8725,ENSG00000129515,365.8424558,-0.148578659,0.107448881,-1.382784613,0.166730918,0.823010852
8726,ENSG00000165410,32.51053716,-0.625928829,0.292941665,-2.13670127,0.032622297,0.807632706
8727,ENSG00000198604,888.6272119,0.090060631,0.1255257,0.717467663,0.473085582,0.900869845
8728,ENSG00000100883,201.5884207,-0.066667132,0.123837932,-0.538341771,0.590341119,0.930792935
8729,ENSG00000151327,223.854068,0.358337946,0.144417204,2.4812691,0.01309155,0.77486964
8730,ENSG00000092020,121.7725512,0.330431474,0.178155439,1.854736938,0.063633801,0.808449263
8731,ENSG00000100890,52.49057131,0.222991249,0.230294028,0.968289324,0.332899895,0.871179901
8732,ENSG00000100902,47.10914027,-0.173251894,0.236479435,-0.732629854,0.463784218,0.900869845
8733,ENSG00000100906,1007.730215,0.111236987,0.160039039,0.695061577,0.487016713,0.903738181
8734,ENSG00000174373,349.270691,0.008217881,0.123853117,0.066351827,0.947097722,0.991051803
8735,ENSG00000100916,11.30914761,-0.012113752,0.486791206,-0.024884904,0.980146768,0.996970933
8736,ENSG00000151332,41.01001383,0.033074021,0.273915882,0.120745176,0.903892875,0.983797346
8737,ENSG00000100934,266.3580494,-0.04449307,0.095300054,-0.466873504,0.640590383,0.94168693
8738,ENSG00000092208,26.42998382,-0.176317281,0.287621442,-0.613018556,0.53986407,0.918436588
8739,ENSG00000182400,144.783797,-0.376475737,0.14550781,-2.587323237,0.009672481,0.76795876
8740,ENSG00000100941,403.4429414,0.021455531,0.099784594,0.215018473,0.829752916,0.971536817
8741,ENSG00000150527,51.08419254,0.12699885,0.212808761,0.596774539,0.550657919,0.923256324
8742,ENSG00000165355,304.5911595,0.101482717,0.117626994,0.862750238,0.388274804,0.88284887
8743,ENSG00000179476,28.65332556,0.052319549,0.288604411,0.181284648,0.856144155,0.975353112
8744,ENSG00000179454,254.6163718,-0.222392812,0.114310264,-1.945519189,0.051712523,0.807632706
8745,ENSG00000198718,110.1867328,-0.134863069,0.148848592,-0.906041951,0.364913648,0.877647955
8746,ENSG00000185246,103.4755085,-0.215784435,0.15927061,-1.354828963,0.175472056,0.823398213
8747,ENSG00000100442,52.40397141,-0.302317485,0.219308041,-1.37850616,0.168047067,0.823010852
8748,ENSG00000187790,65.17240287,-0.030812222,0.221541427,-0.139081085,0.889386075,0.98121966
8749,ENSG00000129534,305.9574833,-0.125613699,0.116245828,-1.080586733,0.279880987,0.851916086
8750,ENSG00000213741,246.5269145,-0.227931608,0.217737356,-1.046819032,0.295183051,0.856385363
8751,ENSG00000165501,29.89016681,0.087451648,0.276071639,0.316771574,0.751416935,0.960767628
8752,ENSG00000165502,238.7785105,-0.272822226,0.124850949,-2.185183435,0.0288754,0.807632706
8753,ENSG00000165506,71.90729327,-0.182336687,0.242428273,-0.752126328,0.451975093,0.898290372
8754,ENSG00000100479,35.09519625,-0.087421663,0.331740012,-0.263524628,0.792146244,0.965637069
8755,ENSG00000197776,36.70966399,0.007276555,0.314412036,0.023143372,0.981535909,0.997187575
8756,ENSG00000165516,197.3715175,-0.04719913,0.128039496,-0.368629459,0.712403934,0.954137044
8757,ENSG00000165525,336.149645,0.051541435,0.103565934,0.497667846,0.618718175,0.938475317
8758,ENSG00000165527,1276.700424,-0.143813302,0.077441541,-1.857056297,0.063303145,0.808449263
8759,ENSG00000100483,157.6060117,0.319201389,0.162537375,1.963864549,0.049545802,0.807632706
8760,ENSG00000100485,873.7126424,0.231922501,0.151871566,1.527096261,0.126737076,0.814137503
8761,ENSG00000087299,25.56764741,0.058911177,0.272859663,0.215902843,0.829063481,0.971536817
8762,ENSG00000125375,138.9665901,0.039190869,0.162119583,0.241740502,0.808981244,0.968908949
8763,ENSG00000100490,46.62609851,0.156033511,0.235026744,0.66389683,0.506756345,0.907803057
8764,ENSG00000012983,185.490654,0.196101865,0.135058859,1.451973362,0.146509012,0.81840061
8765,ENSG00000198513,19.73255851,0.039300445,0.388856511,0.101066702,0.91949751,0.987534924
8766,ENSG00000151748,70.78931657,-0.077697649,0.195098854,-0.398247593,0.690447687,0.948915829
8767,ENSG00000100503,2459.715063,0.214092907,0.103059963,2.077362554,0.03776811,0.807632706
8768,ENSG00000100504,1571.124848,0.340589684,0.211019671,1.614018647,0.106523382,0.808449263
8769,ENSG00000131969,163.0818291,0.50291659,0.258152982,1.948133955,0.051398937,0.807632706
8770,ENSG00000100505,25.10897462,0.49760528,0.433697519,1.147355607,0.251234681,0.845469076
8771,ENSG00000139921,211.9022683,-0.157373965,0.150786635,-1.043686431,0.29663049,0.856385363
8772,ENSG00000139926,5.936796356,-0.890924075,0.675814091,-1.318297572,0.187404053,0.833327704
8773,ENSG00000186469,578.4221931,-0.102388825,0.087274909,-1.173175968,0.240725247,0.843995871
8774,ENSG00000087302,136.5156422,-0.2612561,0.164750793,-1.585765358,0.112792547,0.811026582
8775,ENSG00000087303,13.55592461,-0.459957497,0.424388602,-1.083812086,0.278448125,0.851916086
8776,ENSG00000168229,227.7992973,0.188524501,0.255446792,0.738018668,0.460503105,0.900753806
8777,ENSG00000125384,482.8680798,-0.009764358,0.133941379,-0.072900234,0.941885507,0.99041716
8778,ENSG00000087301,90.57819915,-0.265255124,0.190104868,-1.395309479,0.162922535,0.82223693
8779,ENSG00000197930,552.6937891,0.198919309,0.115443698,1.723085046,0.084873147,0.808449263
8780,ENSG00000100519,150.733216,-0.095905947,0.150030014,-0.639245071,0.522663516,0.910848441
8781,ENSG00000198252,278.0686735,-0.145446137,0.139067132,-1.045869964,0.295621074,0.856385363
8782,ENSG00000100522,34.62812133,-0.064313599,0.239849041,-0.268141988,0.788590027,0.965637069
8783,ENSG00000100523,464.0708844,-0.045800784,0.126868914,-0.361008714,0.718092933,0.954851853
8784,ENSG00000100526,6.833912055,0.45414804,0.567287914,0.800560048,0.423386388,0.891765874
8785,ENSG00000100528,120.7894657,-0.080393267,0.150041702,-0.535806151,0.592092531,0.931101352
8786,ENSG00000197045,191.0125798,-0.161570547,0.151357808,-1.067474143,0.285757784,0.853905514
8787,ENSG00000100532,37.98296432,-0.368839972,0.260466531,-1.416074343,0.156753739,0.82223693
8788,ENSG00000020577,51.24946849,-0.426730617,0.290500745,-1.468948444,0.141846773,0.815634121
8789,ENSG00000131979,309.2026318,-0.278257687,0.155266308,-1.792131798,0.073111856,0.808449263
8790,ENSG00000198554,25.44364825,-0.117635707,0.322290887,-0.364998553,0.715112487,0.954534387
8791,ENSG00000180008,157.52101,-0.263185446,0.154367432,-1.704928582,0.088207745,0.808449263
8792,ENSG00000168175,412.4767391,0.067075194,0.078385952,0.855704275,0.392161375,0.883908849
8793,ENSG00000131981,730.1241168,0.021255582,0.33929631,0.062646075,0.950048339,0.991051803
8794,ENSG00000126787,10.41278673,0.172764823,0.585823642,0.294909271,0.76806319,0.962209567
8795,ENSG00000178974,219.0943263,0.007165046,0.109506842,0.065430121,0.947831543,0.991051803
8796,ENSG00000126775,166.5804253,-0.14221613,0.122376854,-1.162116245,0.245188249,0.844614124
8797,ENSG00000126777,362.4040889,-0.244168185,0.130981714,-1.86413948,0.06230212,0.808449263
8798,ENSG00000139946,672.4095989,0.129035593,0.151573784,0.85130548,0.394599682,0.884180004
8799,ENSG00000070269,259.9730475,0.058492635,0.128185629,0.456311954,0.648165669,0.944461619
8800,ENSG00000070367,257.8725638,-0.177428761,0.107653881,-1.648140872,0.099323767,0.808449263
8801,ENSG00000053770,293.402357,-0.079046059,0.113211848,-0.698213667,0.485043581,0.903279763
8802,ENSG00000139977,176.9901549,0.041383461,0.15450596,0.267843784,0.788819567,0.965637069
8803,ENSG00000131966,163.7404309,-0.039196785,0.111581292,-0.35128456,0.725374877,0.956426471
8804,ENSG00000100567,391.5000997,-0.024986206,0.105770125,-0.236231227,0.81325325,0.968908949
8805,ENSG00000032219,569.7151407,0.050999877,0.110759979,0.46045402,0.645190368,0.943907092
8806,ENSG00000100575,15.9256991,-0.72165173,0.413718238,-1.744307268,0.081105525,0.808449263
8807,ENSG00000100578,190.2692863,-0.007913846,0.154234829,-0.051310371,0.959078204,0.993186764
8808,ENSG00000165617,44.16099004,-0.588946664,0.518057423,-1.136836648,0.25560658,0.845469076
8809,ENSG00000100592,103.9290007,-0.112757291,0.151020589,-0.746635223,0.455283781,0.898290372
8810,ENSG00000181619,31.04527416,-0.043122673,0.283505514,-0.152105235,0.879103935,0.97823247
8811,ENSG00000126790,87.4674017,0.012460314,0.190192786,0.065514127,0.947764659,0.991051803
8812,ENSG00000050130,144.4045914,-0.186252658,0.125887944,-1.479511479,0.139003666,0.814476573
8813,ENSG00000139970,181.0943962,0.066976956,0.201329577,0.332673207,0.739380976,0.958767543
8814,ENSG00000126773,444.9771505,-0.059127392,0.090806362,-0.651137117,0.514957978,0.910562419
8815,ENSG00000100612,433.7448051,0.124461368,0.136330843,0.912936247,0.361276073,0.877647955
8816,ENSG00000100614,1735.014427,0.149856171,0.21211507,0.706485264,0.479886413,0.901602138
8817,ENSG00000020426,29.90954263,-0.54408244,0.289336063,-1.88045152,0.060046568,0.807632706
8818,ENSG00000126814,30.60302337,0.031162445,0.315276084,0.098841767,0.921263905,0.988260905
8819,ENSG00000139974,45.86885651,-0.069777197,0.213000996,-0.327590943,0.743220971,0.959827683
8820,ENSG00000027075,949.5757042,0.114322341,0.130546137,0.875723658,0.381180281,0.881618708
8821,ENSG00000182107,13.60523376,-0.288525128,0.41562331,-0.694198618,0.487557659,0.903738181
8822,ENSG00000100644,644.4645478,0.270424045,0.135632519,1.993799472,0.046173973,0.807632706
8823,ENSG00000023608,16.71827826,0.17376082,0.357109357,0.486575936,0.62655888,0.938544999
8824,ENSG00000154001,373.4995571,0.101447458,0.077784821,1.304206357,0.192163233,0.83412935
8825,ENSG00000140006,37.47709671,0.005366879,0.250854954,0.021394351,0.982931079,0.997187575
8826,ENSG00000126821,179.5632375,-0.130395926,0.135583916,-0.961735951,0.336182258,0.872203619
8827,ENSG00000054654,3028.609077,0.256113304,0.105514012,2.427291872,0.015212012,0.791598303
8828,ENSG00000140009,69.0779584,0.058186283,0.214480917,0.27128886,0.786168874,0.965637069
8829,ENSG00000100714,131.9008393,-0.068622058,0.139411705,-0.492225944,0.622559626,0.938505575
8830,ENSG00000089775,331.9419488,-0.040145604,0.149571086,-0.268404844,0.788387711,0.965637069
8831,ENSG00000179841,68.83886233,-0.039922536,0.238791798,-0.16718554,0.867224061,0.976174942
8832,ENSG00000126804,286.8976377,-0.14705721,0.141197716,-1.041498503,0.297644248,0.856385363
8833,ENSG00000126803,7.150389703,0.244005769,0.640029463,0.381241463,0.703024085,0.951155438
8834,ENSG00000126822,2002.279925,0.093660399,0.150591082,0.62195183,0.533973543,0.917235903
8835,ENSG00000070182,1872.337645,0.251144873,0.396431125,0.633514517,0.526397704,0.91336405
8836,ENSG00000258289,323.6756674,-0.184529922,0.116446989,-1.584668895,0.113041583,0.811026582
8837,ENSG00000176153,98.61919781,0.110742371,0.165110243,0.67071775,0.502400353,0.906706622
8838,ENSG00000139998,157.4645007,0.058898995,0.129950823,0.453240647,0.650375466,0.944851645
8839,ENSG00000257365,58.81148816,-0.110793398,0.204058166,-0.542950079,0.587164174,0.930214504
8840,ENSG00000125952,841.437547,0.045258176,0.098954568,0.457363176,0.647410027,0.944060934
8841,ENSG00000033170,171.8098758,-0.07081746,0.164661076,-0.430080149,0.667137339,0.946007392
8842,ENSG00000196553,8.619780437,-0.282127165,0.544674362,-0.517974012,0.604476402,0.936296871
8843,ENSG00000171723,75.34780346,-0.262831934,0.195379169,-1.345240311,0.178547642,0.824860368
8844,ENSG00000072415,114.1574643,-0.227742946,0.153731489,-1.481433297,0.138491147,0.814137503
8845,ENSG00000100554,153.8748314,0.222783389,0.129244724,1.723732947,0.084756064,0.808449263
8846,ENSG00000134001,149.8658999,0.123639432,0.169529179,0.729310626,0.465811674,0.900869845
8847,ENSG00000100558,126.0401632,0.128032581,0.353208905,0.362484012,0.716990369,0.954687315
8848,ENSG00000198133,309.6881105,-0.198977803,0.141251606,-1.408676394,0.158930878,0.82223693
8849,ENSG00000054690,18.52145862,-0.343723261,0.420283894,-0.817835911,0.413450889,0.889172924
8850,ENSG00000100564,46.6696304,-0.337742834,0.232077207,-1.455303767,0.145585184,0.81840061
8851,ENSG00000081181,24.85374026,-0.591995699,0.275257368,-2.150698826,0.031499979,0.807632706
8852,ENSG00000100568,178.1939655,0.076143399,0.164628,0.462517915,0.643709958,0.943657718
8853,ENSG00000072042,114.2347325,0.036567439,0.143083307,0.255567471,0.798284839,0.967577518
8854,ENSG00000072121,530.3905981,0.047363412,0.098576736,0.480472512,0.630891444,0.938817418
8855,ENSG00000182185,83.02901276,0.081855856,0.193495262,0.423038039,0.672267508,0.946599026
8856,ENSG00000185650,2890.430858,0.214019057,0.136011723,1.573533897,0.115595246,0.814137503
8857,ENSG00000072110,3466.484317,0.283122547,0.163105793,1.735821529,0.082595396,0.808449263
8858,ENSG00000139990,587.2248461,-0.024855798,0.067068296,-0.370604279,0.710932295,0.952926721
8859,ENSG00000081177,48.54118148,-0.069247056,0.225634781,-0.306898857,0.758920359,0.962110213
8860,ENSG00000100632,31.67664302,-0.160425244,0.27239393,-0.588945737,0.555897675,0.923592476
8861,ENSG00000029364,302.2512446,-0.006243991,0.091484836,-0.068251654,0.945585309,0.990549999
8862,ENSG00000175985,7.789326379,0.976515121,0.676937212,1.442549034,0.149147549,0.818727438
8863,ENSG00000100647,1915.564845,0.189851108,0.134889753,1.407453892,0.15929284,0.82223693
8864,ENSG00000100650,1307.645745,-0.069367565,0.066218172,-1.047560849,0.294840984,0.856385363
8865,ENSG00000100652,89.37349122,0.045599235,0.165906349,0.274849247,0.783432061,0.965637069
8866,ENSG00000100678,10.74457515,0.083247359,0.528537192,0.157505206,0.874846706,0.977626478
8867,ENSG00000133983,9.028000574,0.188500187,0.494131886,0.381477482,0.702848977,0.951155438
8868,ENSG00000213463,95.6860832,-0.197331899,0.182075722,-1.083790284,0.278457794,0.851916086
8869,ENSG00000134007,12.31072501,0.274363437,0.476461005,0.57583608,0.564725984,0.925740663
8870,ENSG00000133997,97.73762583,0.06086619,0.151645834,0.401370672,0.688147239,0.948915829
8871,ENSG00000133985,216.7785391,0.188753999,0.157254235,1.200311071,0.230018552,0.843982989
8872,ENSG00000006432,64.75743406,-0.069610371,0.251624809,-0.276643512,0.78205385,0.965637069
8873,ENSG00000100731,2548.745625,0.199853277,0.117492109,1.700993193,0.088944265,0.808449263
8874,ENSG00000197555,1296.071866,0.197389334,0.129883773,1.519738218,0.128576782,0.814137503
8875,ENSG00000182732,54.16229376,-0.073069196,0.354103493,-0.20634983,0.836517657,0.972896839
8876,ENSG00000205683,26.41231931,0.176469262,0.343294765,0.514045886,0.60721991,0.937479451
8877,ENSG00000119599,65.13093384,-0.44925419,0.233089147,-1.92739214,0.053930778,0.807632706
8878,ENSG00000165861,319.1557404,0.084173246,0.104896494,0.802440983,0.422297914,0.891289363
8879,ENSG00000119707,873.4253021,-0.047356883,0.086607922,-0.546796202,0.584518753,0.929227848
8880,ENSG00000080815,1059.48017,0.090604907,0.10952664,0.827240814,0.408100583,0.887480375
8881,ENSG00000100767,57.72317403,0.479390459,0.250632929,1.912719376,0.055783987,0.807632706
8882,ENSG00000133961,1905.999111,0.247191479,0.155954891,1.585019084,0.112961998,0.811026582
8883,ENSG00000187105,40.23427132,0.308885404,0.261997625,1.17896261,0.238413065,0.843995871
8884,ENSG00000170468,117.3498537,-0.022124813,0.14455458,-0.153055084,0.878354836,0.978108624
8885,ENSG00000119673,65.47148013,-0.172572082,0.241745127,-0.713859609,0.475313995,0.900869845
8886,ENSG00000119661,22.7461384,-0.112903004,0.3395748,-0.332483457,0.739524229,0.958767543
8887,ENSG00000176903,188.7137808,0.158767483,0.149344183,1.063097871,0.28773757,0.855917526
8888,ENSG00000156030,1275.833315,0.096586634,0.073189074,1.319686506,0.186939707,0.833199265
8889,ENSG00000140043,9.201063334,0.220262116,0.439437715,0.501236258,0.616204859,0.938131028
8890,ENSG00000119725,48.20495115,-0.05375091,0.220894874,-0.243332536,0.807747801,0.968646374
8891,ENSG00000156050,34.2254216,0.232339518,0.240418336,0.96639683,0.33384565,0.871448687
8892,ENSG00000119723,25.95919331,0.041978714,0.341498498,0.122925032,0.902166463,0.983396571
8893,ENSG00000187097,119.9878003,0.226402975,0.21056693,1.075206708,0.282282193,0.852237275
8894,ENSG00000119636,79.34900671,0.421715094,0.333918633,1.262927708,0.206615161,0.837807645
8895,ENSG00000119711,58.79426751,0.103229029,0.216612105,0.476561683,0.633674274,0.939697611
8896,ENSG00000205659,42.04173821,-0.281399628,0.24269718,-1.159468059,0.246265449,0.845469076
8897,ENSG00000119688,188.8079376,-0.001384524,0.124181561,-0.011149192,0.991104416,0.998711646
8898,ENSG00000119655,239.9826421,-0.216840816,0.120459181,-1.800118628,0.071841909,0.808449263
8899,ENSG00000165898,41.28450024,0.198338243,0.255792625,0.77538687,0.438111092,0.896954246
8900,ENSG00000119681,110.1641461,0.392503519,0.200440948,1.958200271,0.050206517,0.807632706
8901,ENSG00000119682,864.7063052,0.208094324,0.112263248,1.853628216,0.063792368,0.808449263
8902,ENSG00000119616,122.7383747,-0.268480125,0.138845469,-1.933661409,0.053154772,0.807632706
8903,ENSG00000119596,784.510526,-0.011308317,0.094937535,-0.119113233,0.905185647,0.984053452
8904,ENSG00000119608,28.58662524,-0.334082115,0.334815676,-0.99780906,0.318371956,0.863402594
8905,ENSG00000119689,420.3242972,0.008618084,0.082607574,0.104325592,0.91691097,0.986915282
8906,ENSG00000198208,36.248041,-0.443310363,0.273125825,-1.623099399,0.104568158,0.808449263
8907,ENSG00000119630,21.848642,-0.443646231,0.68622295,-0.646504508,0.517952679,0.910848441
8908,ENSG00000119718,79.74987787,0.018089429,0.178069994,0.101586058,0.919085246,0.987421614
8909,ENSG00000119684,163.7282886,-0.089061043,0.141673955,-0.628633843,0.529588798,0.915555677
8910,ENSG00000119640,33.70475506,-0.219965273,0.2604004,-0.844719411,0.398267519,0.886372793
8911,ENSG00000119703,9.83473768,-0.033364683,0.431887517,-0.077253178,0.938422138,0.99041716
8912,ENSG00000119638,628.3887752,0.079634638,0.083759193,0.950756988,0.341727752,0.874292934
8913,ENSG00000170348,629.1729158,-0.132588412,0.0914541,-1.44978095,0.147119613,0.81840061
8914,ENSG00000170345,942.4562225,0.305047984,0.205290577,1.485932715,0.137296919,0.814137503
8915,ENSG00000140044,335.2526224,0.202920262,0.197882635,1.025457649,0.305147299,0.861283218
8916,ENSG00000156127,66.38064077,-0.054389876,0.206394646,-0.263523678,0.792146976,0.965637069
8917,ENSG00000119686,62.82792341,-0.014527353,0.2131812,-0.068145562,0.945669762,0.990561248
8918,ENSG00000119685,144.3076713,-0.092798849,0.119972952,-0.773498086,0.439227661,0.897375798
8919,ENSG00000133935,66.34052192,-0.279919592,0.188955933,-1.481401438,0.138499632,0.814137503
8920,ENSG00000119650,25.65272269,0.194430929,0.307167675,0.632979785,0.526746844,0.91336405
8921,ENSG00000119699,22.60024648,-0.338385583,0.355383798,-0.952169415,0.34101107,0.873951695
8922,ENSG00000089916,821.0008834,-0.024734989,0.064097771,-0.385894684,0.699574668,0.951155438
8923,ENSG00000071246,127.7916363,0.195031314,0.2421766,0.805326833,0.420631102,0.890859231
8924,ENSG00000013523,159.0439777,-0.058742534,0.15241821,-0.385403647,0.699938381,0.951155438
8925,ENSG00000100565,6.108549086,0.286734887,0.656634948,0.436673205,0.662348364,0.946007392
8926,ENSG00000119669,691.6483278,0.27613915,0.196932138,1.402204603,0.160854158,0.82223693
8927,ENSG00000198894,97.14433864,-0.222280551,0.157775016,-1.408845057,0.158880989,0.82223693
8928,ENSG00000165548,39.83482891,0.130152652,0.369902463,0.351856678,0.72494575,0.956307187
8929,ENSG00000009830,41.8968347,-0.135316023,0.258981044,-0.522493931,0.601326471,0.934072634
8930,ENSG00000100577,86.11701587,-0.345271215,0.171220451,-2.016530226,0.043744561,0.807632706
8931,ENSG00000100580,310.5739304,0.174129308,0.163804807,1.063029288,0.28776867,0.855917526
8932,ENSG00000100583,10.26035516,0.216623866,0.542887603,0.399021574,0.689877308,0.948915829
8933,ENSG00000165555,15.10422045,0.584508921,0.384773968,1.519096847,0.12873812,0.814137503
8934,ENSG00000151445,186.2652775,0.232020043,0.110694133,2.096046437,0.036078072,0.807632706
8935,ENSG00000100591,133.7978586,-0.08898773,0.117731395,-0.755853863,0.449736818,0.898270417
8936,ENSG00000100596,897.2632325,0.103612801,0.14631512,0.708148283,0.478853178,0.901602138
8937,ENSG00000100601,63.54286888,0.06063555,0.181279714,0.334486129,0.738012757,0.958240494
8938,ENSG00000119705,31.82852666,-0.092234873,0.263584292,-0.34992553,0.726394586,0.956624598
8939,ENSG00000100603,178.9341906,0.015391029,0.11313182,0.136045094,0.891785633,0.981403784
8940,ENSG00000063761,65.02002796,0.032312371,0.229302514,0.140915906,0.887936376,0.980692778
8941,ENSG00000021645,15.90872396,0.377068011,0.657016819,0.573909221,0.566029233,0.92576762
8942,ENSG00000100629,93.50182293,-0.063225274,0.172816424,-0.36585223,0.714475344,0.954534387
8943,ENSG00000165409,13.26812549,-0.293337586,0.489169594,-0.59966439,0.548729925,0.922767205
8944,ENSG00000165417,320.2621305,0.109034119,0.094150338,1.158085264,0.246829243,0.845469076
8945,ENSG00000140022,94.67472095,0.111817111,0.253231438,0.441560936,0.658806957,0.945486602
8946,ENSG00000071537,889.8866106,0.158571563,0.1018977,1.556183921,0.119664364,0.814137503
8947,ENSG00000054983,304.7859063,0.111768496,0.095312097,1.172658031,0.240932968,0.843995871
8948,ENSG00000140030,237.4635229,-0.039104877,0.146398976,-0.267111681,0.789383174,0.965637069
8949,ENSG00000042317,16.54078277,-0.46811667,0.391195709,-1.19663038,0.231450654,0.843982989
8950,ENSG00000100722,158.5779808,-0.249661625,0.139410297,-1.790840642,0.073318871,0.808449263
