AIHelite.vs.AIHpartial,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
3776,ENSG00000168944,283.053675,0.023446449,0.118501922,0.197857124,0.843156851,0.974191558
3777,ENSG00000151292,157.539008,-0.125720047,0.17097258,-0.735322867,0.462142885,0.900753806
3778,ENSG00000168916,81.73491618,0.569525826,0.423437002,1.345007222,0.178622902,0.824860368
3779,ENSG00000155324,23.87048685,0.08727734,0.315574625,0.276566406,0.782113063,0.965637069
3780,ENSG00000164902,94.43258017,0.084635807,0.170104657,0.497551383,0.618800278,0.938475317
3781,ENSG00000113368,483.0057466,0.05241669,0.172945253,0.303082559,0.761826945,0.962110213
3782,ENSG00000173926,101.1574988,0.037044593,0.228393728,0.162196192,0.871151359,0.976755076
3783,ENSG00000164241,43.53933663,-0.285512436,0.248438179,-1.149229308,0.250461439,0.845469076
3784,ENSG00000164244,216.1535352,-0.257119056,0.123281621,-2.085623579,0.037012734,0.807632706
3785,ENSG00000064651,114.6257432,-0.03143519,0.152395383,-0.206273899,0.836576966,0.972896839
3786,ENSG00000138829,108.6181786,-0.159410266,0.246444869,-0.646839457,0.517735852,0.910848441
3787,ENSG00000066583,69.86520243,0.282998457,0.192274049,1.471849467,0.141061532,0.815398691
3788,ENSG00000169567,104.0262795,-0.34398032,0.250833538,-1.371348995,0.170266189,0.823398213
3789,ENSG00000186687,79.98085664,-0.501657764,0.200547498,-2.501441144,0.0123689,0.76795876
3790,ENSG00000158985,1382.315429,-0.088035444,0.070953269,-1.240752472,0.214697204,0.841504942
3791,ENSG00000158987,153.9036694,-0.000353456,0.142731436,-0.002476371,0.998024144,0.99961126
3792,ENSG00000217128,745.7961906,0.288145863,0.154418204,1.866009676,0.062040012,0.808449263
3793,ENSG00000164398,47.03066288,-0.297937096,0.251363463,-1.185284018,0.23590517,0.843995871
3794,ENSG00000072682,19.50587346,0.12501479,0.417956164,0.299109812,0.76485626,0.962209567
3795,ENSG00000131435,15.85192057,0.443661858,0.577857624,0.767770191,0.442623727,0.897375798
3796,ENSG00000197208,409.7141186,0.185069107,0.202919714,0.912031181,0.361752304,0.877647955
3797,ENSG00000197375,221.9071278,0.082418976,0.132986226,0.619755736,0.535418615,0.917669145
3798,ENSG00000125347,4426.434602,0.152426431,0.124994157,1.219468459,0.22266644,0.843041821
3799,ENSG00000113522,210.7455785,-0.097433889,0.145893464,-0.667842726,0.50423399,0.906706622
3800,ENSG00000131437,64.79237915,-0.169995088,0.209682761,-0.810725151,0.417523527,0.889172924
3801,ENSG00000205089,12.84277233,-0.572121192,0.447799823,-1.277627106,0.201380938,0.834309095
3802,ENSG00000164402,53.7199482,0.045121334,0.226403813,0.199295824,0.842031346,0.973992271
3803,ENSG00000164403,42.45178875,-0.190063983,0.347887143,-0.546338049,0.584833587,0.929304287
3804,ENSG00000164405,21.50984982,0.578843062,0.28108061,2.059348965,0.039460821,0.807632706
3805,ENSG00000164406,39.96160409,0.11827973,0.252265152,0.468870669,0.639162083,0.941370021
3806,ENSG00000072364,793.0345588,0.060070117,0.070218109,0.855478988,0.392286032,0.883963422
3807,ENSG00000155329,41.90568108,-0.010566506,0.255591849,-0.041341327,0.967023787,0.994708026
3808,ENSG00000170606,355.1397988,-0.091799535,0.111889305,-0.820449595,0.411959853,0.889172924
3809,ENSG00000113583,137.6372937,-0.293757227,0.125131084,-2.347595954,0.018895006,0.807632706
3810,ENSG00000213585,204.8377036,-0.079001494,0.12873057,-0.613696451,0.539415934,0.918367948
3811,ENSG00000081059,2400.819678,-0.082894974,0.167946987,-0.493578216,0.621604088,0.938505575
3812,ENSG00000113558,478.6445992,0.029886917,0.098773888,0.302579128,0.762210623,0.962209567
3813,ENSG00000113575,300.3883366,-0.172553586,0.112855638,-1.528976214,0.126270341,0.814137503
3814,ENSG00000006837,6.187174354,0.020895364,0.617938289,0.033814645,0.973024958,0.995680894
3815,ENSG00000119048,681.5494034,0.153873425,0.156294707,0.98450823,0.324865687,0.867763593
3816,ENSG00000237190,50.90107,-0.19674914,0.221799698,-0.887057746,0.375047811,0.878948812
3817,ENSG00000043143,1315.670013,-0.020353743,0.095311165,-0.213550455,0.830897639,0.971766969
3818,ENSG00000152700,212.7427212,-0.151474842,0.124210185,-1.219504191,0.222652886,0.843041821
3819,ENSG00000113615,160.4978184,0.06935426,0.129502172,0.535545147,0.592272948,0.931101352
3820,ENSG00000164615,102.4181605,-0.147522721,0.145635446,-1.012958903,0.311079791,0.861858692
3821,ENSG00000145833,463.309254,0.152879158,0.094990717,1.609411568,0.107526377,0.808449263
3822,ENSG00000181904,114.9183516,-0.31847153,0.149222866,-2.134200604,0.032826363,0.807632706
3823,ENSG00000113621,166.0094901,-0.049493411,0.128463829,-0.385271177,0.700036514,0.951155438
3824,ENSG00000132570,70.657233,0.02184037,0.185158747,0.11795484,0.906103441,0.984305823
3825,ENSG00000113648,1904.693311,0.039606591,0.120423956,0.328892961,0.742236595,0.959561387
3826,ENSG00000255833,14.48751218,-0.120786456,0.474676586,-0.254460531,0.799139793,0.967679679
3827,ENSG00000120708,816.3421528,-0.140147263,0.168241346,-0.833013208,0.40483728,0.886774822
3828,ENSG00000113658,168.9116653,-0.012360165,0.151669586,-0.081494026,0.935049076,0.99041716
3829,ENSG00000152377,8.370293833,-0.257539253,0.572315899,-0.449994929,0.652714097,0.944986682
3830,ENSG00000146021,107.8748159,-0.244702643,0.230852673,-1.059994842,0.289146946,0.856385363
3831,ENSG00000177733,779.2093727,-0.005859495,0.082959929,-0.070630428,0.943691893,0.99041716
3832,ENSG00000120729,13.81267995,-0.462911352,0.453629046,-1.020462326,0.307509248,0.861823763
3833,ENSG00000078795,26.03101246,0.388134761,0.329635995,1.177464739,0.239010063,0.843995871
3834,ENSG00000031003,338.3023357,-0.114775994,0.094001379,-1.22100329,0.222084774,0.843041821
3835,ENSG00000112983,288.1148642,0.054542062,0.094911763,0.574660722,0.565520777,0.92576762
3836,ENSG00000112984,8.318501147,-0.002021284,0.497691292,-0.00406132,0.996759544,0.99961126
3837,ENSG00000094880,81.17980281,-0.066744031,0.171329439,-0.389565456,0.6968579,0.951155438
3838,ENSG00000158402,13.03993753,0.414058683,0.51204478,0.808637641,0.418723607,0.8894304
3839,ENSG00000120709,730.1345565,0.326896779,0.180628212,1.80977697,0.070330381,0.808449263
3840,ENSG00000120733,1366.412058,0.219891935,0.100698724,2.183661591,0.028987124,0.807632706
3841,ENSG00000120738,40.03376082,0.523184437,0.301502278,1.735258654,0.082695002,0.808449263
3842,ENSG00000120705,288.1920591,-0.014317151,0.105596707,-0.135583309,0.892150701,0.981403784
3843,ENSG00000113013,432.2946958,-0.163373509,0.102476929,-1.594246731,0.110880784,0.808449263
3844,ENSG00000044115,613.2132506,0.12593333,0.141485641,0.890078517,0.373423727,0.877881516
3845,ENSG00000146006,16.51812148,0.213144883,0.447920238,0.475854549,0.634178004,0.939797532
3846,ENSG00000120725,84.35434172,-0.115046519,0.165883999,-0.693535966,0.487973263,0.903738181
3847,ENSG00000015479,208.2678411,-0.116614277,0.164419523,-0.709248357,0.47817037,0.901602138
3848,ENSG00000120727,214.9507043,0.122676443,0.112242551,1.092958432,0.274412051,0.851916086
3849,ENSG00000170482,56.04571834,0.31826018,0.214235532,1.485562069,0.137394994,0.814137503
3850,ENSG00000170476,45.27980214,0.264958528,0.345794488,0.766231208,0.443538742,0.897375798
3851,ENSG00000228672,30.17348359,-0.366027274,0.333299428,-1.098193525,0.272119993,0.851789569
3852,ENSG00000170469,11.07022837,-0.202736575,0.488098977,-0.415359557,0.677878709,0.947616255
3853,ENSG00000170464,22.06228008,-0.209443777,0.306769248,-0.682740458,0.49477086,0.904433951
3854,ENSG00000184584,443.6034172,-0.050472045,0.112731956,-0.447717287,0.654357244,0.945486602
3855,ENSG00000131508,545.8762555,0.15275027,0.070400996,2.16971746,0.030028257,0.807632706
3856,ENSG00000171604,223.5868067,-0.262465185,0.180794777,-1.451729909,0.146576719,0.81840061
3857,ENSG00000185129,419.9604833,-0.237589609,0.117454782,-2.02281767,0.043091949,0.807632706
3858,ENSG00000182700,59.76295348,-0.025931608,0.199140941,-0.130217364,0.896394457,0.981418532
3859,ENSG00000120306,184.5672103,0.419627832,0.255631513,1.641534047,0.100686606,0.808449263
3860,ENSG00000113068,97.8370068,0.190583956,0.174332894,1.093218564,0.274297848,0.851916086
3861,ENSG00000113070,9.921919971,0.434046524,0.494817821,0.877184502,0.380386432,0.881519226
3862,ENSG00000113073,6.882543468,-0.809190885,0.689901146,-1.172908451,0.24083252,0.843995871
3863,ENSG00000131503,72.17039198,-0.034195567,0.172933464,-0.197738286,0.843249833,0.974191558
3864,ENSG00000254996,37.06027851,0.019609366,0.236398664,0.08295041,0.933890971,0.99041716
3865,ENSG00000213523,210.2987041,0.109121468,0.134169769,0.813308905,0.416040973,0.889172924
3866,ENSG00000243056,18.22389296,0.442240787,0.339183479,1.30383941,0.192288342,0.83412935
3867,ENSG00000113108,186.4311483,0.075805253,0.133896798,0.566146865,0.571293947,0.926182294
3868,ENSG00000176087,398.9077238,0.131612,0.088694153,1.483885866,0.137839202,0.814137503
3869,ENSG00000170458,2223.893581,-0.091029418,0.183023735,-0.497364002,0.618932386,0.938475317
3870,ENSG00000131495,32.46528995,-0.244839718,0.288293084,-0.849273644,0.395729043,0.884532082
3871,ENSG00000113119,158.4004508,0.071299213,0.140166334,0.508675735,0.610979534,0.938131028
3872,ENSG00000113141,509.4731543,0.095910513,0.091947334,1.043102708,0.296900727,0.856385363
3873,ENSG00000120314,207.4836258,-0.045922058,0.10193453,-0.450505413,0.652346052,0.944986682
3874,ENSG00000170445,182.7528278,0.053167569,0.105112394,0.505816369,0.612985566,0.938131028
3875,ENSG00000112855,131.1613133,-0.148253107,0.139913889,-1.059602502,0.289325475,0.856385363
3876,ENSG00000146007,487.5674001,0.220915707,0.233532293,0.945974982,0.344161347,0.87492247
3877,ENSG00000178913,415.7125786,-0.012664038,0.153826018,-0.082327024,0.934386665,0.99041716
3878,ENSG00000253910,8.168632895,-0.100772358,0.6042004,-0.166786315,0.867538187,0.976174942
3879,ENSG00000253485,8.644742566,0.510124928,0.550514382,0.926633245,0.354116988,0.877647955
3880,ENSG00000262209,9.138155338,-0.505066397,0.562597995,-0.897739418,0.369324489,0.877647955
3881,ENSG00000253731,11.70412086,-0.497427264,0.539918018,-0.921301469,0.356893054,0.877647955
3882,ENSG00000253537,7.088130342,0.472694716,0.671909622,0.703509372,0.481738368,0.901602138
3883,ENSG00000276547,7.628288676,-0.166278247,0.698139838,-0.238173268,0.811746709,0.968908949
3884,ENSG00000261934,6.338636635,-0.807493421,0.716398792,-1.127156313,0.259676398,0.845947014
3885,ENSG00000253305,10.16260278,0.589918674,0.631572176,0.934047915,0.350279177,0.877647955
3886,ENSG00000253846,10.38848633,-0.445754271,0.551923488,-0.807637799,0.419299121,0.8894304
3887,ENSG00000254122,9.590275083,0.011394594,0.620672652,0.018358459,0.985352891,0.997187575
3888,ENSG00000253873,9.870248194,0.140851569,0.573880372,0.245437161,0.806117958,0.968537107
3889,ENSG00000253159,6.399764774,0.459605903,0.712674312,0.644903142,0.518989956,0.910848441
3890,ENSG00000240184,8.275662369,-0.733300754,0.641261831,-1.143527836,0.252819504,0.845469076
3891,ENSG00000131504,1915.595819,0.24088414,0.123271123,1.954100313,0.050689355,0.807632706
3892,ENSG00000171720,149.8655434,-0.021853488,0.10454881,-0.209026659,0.834427427,0.972762711
3893,ENSG00000164620,58.84749059,0.006279816,0.219558063,0.028602076,0.977181957,0.996064771
3894,ENSG00000197948,305.8983625,0.204885392,0.110592675,1.852612674,0.063937895,0.808449263
3895,ENSG00000120318,841.0277343,0.317306095,0.165855638,1.913146274,0.055729329,0.807632706
3896,ENSG00000156453,41.86390194,0.339158024,0.421588511,0.804476438,0.421121872,0.891046404
3897,ENSG00000081791,448.8252929,0.103031364,0.090520186,1.138214231,0.255031038,0.845469076
3898,ENSG00000113555,101.7950381,-0.115257022,0.194855327,-0.591500494,0.554185125,0.923592476
3899,ENSG00000013561,258.1812787,0.109546815,0.22280907,0.491662277,0.62295811,0.938505575
3900,ENSG00000113552,99.28555026,-0.056469083,0.148010204,-0.381521552,0.702816282,0.951155438
3901,ENSG00000131507,603.3342722,-0.143657462,0.083554261,-1.719331369,0.085554051,0.808449263
3902,ENSG00000145819,2998.18577,0.395048868,0.151136414,2.613856301,0.008952668,0.76795876
3903,ENSG00000113580,1128.679805,0.143830179,0.092522661,1.554540021,0.120055658,0.814137503
3904,ENSG00000145817,118.9056897,-0.123743372,0.15989307,-0.773913291,0.438982069,0.897375798
3905,ENSG00000186314,9.507251682,-0.114079406,0.594750553,-0.191810509,0.847890639,0.974191558
3906,ENSG00000133706,304.9554128,-0.291187631,0.132003747,-2.20590429,0.027390702,0.807632706
3907,ENSG00000091009,76.07452326,-0.218251769,0.162862621,-1.340097365,0.180213693,0.825867691
3908,ENSG00000113649,338.9781229,-0.205348843,0.128482408,-1.598264274,0.109984175,0.808449263
3909,ENSG00000156475,69.03171262,0.376260065,0.26951136,1.396082394,0.162689685,0.82223693
3910,ENSG00000176049,30.15715641,0.160775024,0.343047401,0.46866708,0.639307621,0.941481185
3911,ENSG00000204909,5.707930778,0.173987595,0.774569876,0.22462479,0.822271178,0.969807691
3912,ENSG00000145868,630.4592324,0.205379262,0.101808386,2.017311843,0.04366298,0.807632706
3913,ENSG00000169252,292.4025657,-0.029180307,0.158916423,-0.18362046,0.854311211,0.975103481
3914,ENSG00000169247,24.88865568,-0.081731088,0.431647338,-0.189346907,0.849820934,0.974191558
3915,ENSG00000173210,60.08825036,0.349262328,0.394493745,0.885343131,0.375971594,0.879022275
3916,ENSG00000164284,95.87030257,-0.14641921,0.166090518,-0.881562727,0.378013319,0.879972824
3917,ENSG00000145882,177.2155436,0.056304282,0.150317305,0.374569526,0.707980641,0.952146102
3918,ENSG00000113712,942.2080506,0.069063163,0.066703599,1.035373857,0.30049435,0.858592718
3919,ENSG00000183111,35.77614348,0.305473038,0.401507095,0.760816041,0.446766952,0.897675583
3920,ENSG00000155846,196.4012649,-0.150248964,0.164214033,-0.914958125,0.360213614,0.877647955
3921,ENSG00000132915,10.28038753,-0.574536813,0.506838351,-1.133570125,0.256974911,0.845469076
3922,ENSG00000155850,118.4982215,-0.101065871,0.129007231,-0.783412451,0.433384947,0.895614989
3923,ENSG00000164296,16.61261031,0.223300516,0.378869477,0.589386398,0.555602099,0.923592476
3924,ENSG00000113716,234.79724,-0.128762294,0.139114084,-0.925587763,0.354660255,0.877647955
3925,ENSG00000182578,991.4968121,0.005969505,0.176612176,0.033800077,0.973036575,0.995680894
3926,ENSG00000113721,39.23774432,0.196599292,0.370495192,0.530639252,0.59566879,0.931850663
3927,ENSG00000070814,364.4557326,-0.043782631,0.114220514,-0.383316705,0.701484954,0.951155438
3928,ENSG00000019582,11129.99069,-0.141549429,0.117329729,-1.206424243,0.227653953,0.843982989
3929,ENSG00000164587,1209.199023,-0.247362132,0.181753497,-1.360975915,0.173521301,0.823398213
3930,ENSG00000070614,903.5713157,0.019100644,0.189551167,0.100767746,0.919734831,0.987534924
3931,ENSG00000171992,50.76751324,-0.657908018,0.329720097,-1.995353102,0.046004382,0.807632706
3932,ENSG00000164591,7.900043492,-0.234403951,0.609409264,-0.384641265,0.700503217,0.951155438
3933,ENSG00000086589,322.8275539,0.112738074,0.09961835,1.131699867,0.257760638,0.845907849
3934,ENSG00000132912,377.0738778,0.142892644,0.101729655,1.404631174,0.160130982,0.82223693
3935,ENSG00000256235,77.26970164,0.172453853,0.228047433,0.756219222,0.44951777,0.898189649
3936,ENSG00000237693,8.618977592,0.274629571,0.546652329,0.502384342,0.615397191,0.938131028
3937,ENSG00000145908,14.98505838,0.211062837,0.4334693,0.486915306,0.626318352,0.938544999
3938,ENSG00000211445,172.3739754,0.081617995,0.144902066,0.563263159,0.573255701,0.926198591
3939,ENSG00000145901,2630.861092,0.108548707,0.137100103,0.791747815,0.428507736,0.89409179
3940,ENSG00000197043,1624.512024,-0.054234278,0.11132918,-0.487152412,0.626150326,0.938544999
3941,ENSG00000198624,1160.778189,-0.05227641,0.075382895,-0.693478412,0.488009369,0.903738181
3942,ENSG00000196743,402.9451153,-0.05922716,0.164168849,-0.360769784,0.718271553,0.954898967
3943,ENSG00000123643,511.4052548,0.262209826,0.164648323,1.592544774,0.111262351,0.808449263
3944,ENSG00000086570,37.27711424,0.208446481,0.265410394,0.785374222,0.43223419,0.895090953
3945,ENSG00000113140,482.2432003,0.068327325,0.32365475,0.211111763,0.832800061,0.972521438
3946,ENSG00000177556,148.5752183,0.185686072,0.155799126,1.19183,0.23332791,0.843995871
3947,ENSG00000145907,744.8171291,-0.141649507,0.088144076,-1.607022417,0.108049451,0.808449263
3948,ENSG00000145888,5.857795256,0.145075578,0.633046587,0.229170461,0.818736431,0.969617785
3949,ENSG00000055147,102.2828971,-0.198383624,0.15220136,-1.303428715,0.192428438,0.83412935
3950,ENSG00000037749,162.5144218,0.061277817,0.117061021,0.523469008,0.600647913,0.933664834
3951,ENSG00000164574,727.4326483,0.210098353,0.091447891,2.297465248,0.021592243,0.807632706
3952,ENSG00000164576,406.7793409,0.00692797,0.1033106,0.067059628,0.946534234,0.991003275
3953,ENSG00000155506,1253.03355,0.083925589,0.105271866,0.79722714,0.425319127,0.892778364
3954,ENSG00000170271,1038.298364,0.319756985,0.358453929,0.89204486,0.372368888,0.877647955
3955,ENSG00000155508,383.3444485,-0.084748579,0.099140775,-0.854830716,0.392644871,0.883963422
3956,ENSG00000082516,114.2474849,0.141837659,0.170714718,0.830846111,0.40606057,0.887190416
3957,ENSG00000082515,41.3165249,0.049543789,0.239407747,0.206943131,0.836054272,0.972896839
3958,ENSG00000170624,5.325489293,0.495425405,0.82908217,0.59755887,0.550134315,0.923200213
3959,ENSG00000145850,9.431995318,-0.022289632,0.525159698,-0.042443532,0.966145126,0.994416605
3960,ENSG00000113249,12.87548053,-0.034115189,0.4559482,-0.074822511,0.940355931,0.99041716
3961,ENSG00000135077,121.715252,-0.118628163,0.175689859,-0.675213492,0.499540136,0.905475895
3962,ENSG00000155868,55.65982078,-0.551977131,0.239587922,-2.303860421,0.02123048,0.807632706
3963,ENSG00000113263,1065.437388,-0.019872212,0.148831527,-0.133521521,0.893780946,0.981403784
3964,ENSG00000055163,2547.301682,0.083382876,0.059765107,1.395176542,0.162962609,0.82223693
3965,ENSG00000172568,136.2852039,0.089597581,0.15441085,0.580254435,0.56174305,0.924647617
3966,ENSG00000135074,1638.425371,0.065144572,0.14163477,0.459947595,0.645553836,0.943907092
3967,ENSG00000172548,62.33626767,0.088913642,0.250251208,0.355297555,0.722366687,0.955685315
3968,ENSG00000039600,9.083373251,-0.603916364,0.564105648,-1.070573157,0.284361399,0.852653383
3969,ENSG00000113272,39.58949728,-0.807680101,0.246184421,-3.280792901,0.001035157,0.65392253
3970,ENSG00000155858,44.16408738,-0.189622144,0.250581816,-0.756727472,0.449213152,0.898189649
3971,ENSG00000113282,485.825842,-0.148468092,0.089950158,-1.650559547,0.098828545,0.808449263
3972,ENSG00000164330,60.32760956,-0.639035375,0.344471615,-1.855117658,0.063579427,0.808449263
3973,ENSG00000145860,712.2130142,0.084045933,0.104834456,0.801701428,0.422725689,0.891765874
3974,ENSG00000164332,137.9845388,-0.035851339,0.141648062,-0.253101514,0.800189769,0.967941107
3975,ENSG00000113312,168.9707044,0.038521485,0.106831673,0.360581123,0.718412603,0.954898967
3976,ENSG00000170234,347.8234633,0.048871133,0.078879099,0.619570124,0.535540841,0.917669145
3977,ENSG00000170231,24.94370864,0.97456499,0.44496764,2.190192952,0.028510246,0.807632706
3978,ENSG00000135083,783.0901753,0.45440171,0.254189419,1.787649984,0.073832496,0.808449263
3979,ENSG00000221886,8.632712328,-0.305349263,0.506736058,-0.602580491,0.546787802,0.921692735
3980,ENSG00000164609,281.7002633,0.012765906,0.142359412,0.089673774,0.928546457,0.989922515
3981,ENSG00000164611,10.73510905,-0.48292154,0.434159387,-1.112313945,0.26600319,0.849866627
3982,ENSG00000113328,198.0451473,-0.140854465,0.129939434,-1.084000912,0.278364394,0.851916086
3983,ENSG00000170584,67.37230516,-0.145424157,0.20325385,-0.715480454,0.474312214,0.900869845
3984,ENSG00000038274,647.2383252,0.028595221,0.085905156,0.332869673,0.739232662,0.958767543
3985,ENSG00000113645,7.990377391,-0.294090356,0.724073675,-0.406160817,0.684624442,0.948915829
3986,ENSG00000113643,140.466389,-0.312357958,0.140534669,-2.222639867,0.026240094,0.807632706
3987,ENSG00000120137,342.7064799,-0.198482117,0.102681537,-1.932987393,0.053237751,0.807632706
3988,ENSG00000040275,26.56248559,-0.010949809,0.335726812,-0.032615235,0.973981421,0.995680894
3989,ENSG00000134516,3659.360171,0.175097666,0.072807333,2.404945478,0.016174879,0.802059117
3990,ENSG00000204767,325.3164951,0.142622819,0.122920227,1.160287635,0.245931717,0.845414952
3991,ENSG00000234511,71.21240812,0.178308971,0.187797932,0.949472491,0.342380357,0.874292934
3992,ENSG00000043462,2939.407724,0.086180332,0.078974897,1.091237022,0.275168601,0.851916086
3993,ENSG00000145936,40.50037258,-0.308616187,0.299024179,-1.0320777,0.30203572,0.85994696
3994,ENSG00000181163,609.658046,-0.269782493,0.154236029,-1.749153517,0.080264487,0.808449263
3995,ENSG00000072803,346.0446483,0.001456162,0.075918911,0.019180495,0.984697117,0.997187575
3996,ENSG00000072786,4798.856431,0.204906555,0.086055366,2.381101429,0.017260959,0.807632706
3997,ENSG00000168246,47.38145703,-0.209948916,0.195938578,-1.071503727,0.283942996,0.852653383
3998,ENSG00000174705,29.55406885,0.765169506,0.440352454,1.73762971,0.082276081,0.808449263
3999,ENSG00000214357,8.628025056,-0.237117001,0.590508689,-0.401547015,0.688017431,0.948915829
4000,ENSG00000120129,2969.07369,0.491408268,0.232541886,2.113203245,0.034583376,0.807632706
4001,ENSG00000113719,2534.314019,0.236107447,0.180578527,1.30750567,0.19104103,0.83412935
4002,ENSG00000037241,12.85782036,0.135505801,0.460739356,0.294105114,0.768677583,0.962209567
4003,ENSG00000113732,550.427345,0.057639619,0.130420668,0.441951573,0.65852425,0.945486602
4004,ENSG00000164463,1001.510245,0.118662393,0.126234655,0.940014397,0.347210176,0.87680438
4005,ENSG00000113734,17.44011223,0.148420128,0.369358955,0.401831676,0.687807909,0.948915829
4006,ENSG00000145919,83.11824487,-0.343773842,0.173242995,-1.984344829,0.047217412,0.807632706
4007,ENSG00000113742,1039.649462,0.403749657,0.152256996,2.651764246,0.008007243,0.76795876
4008,ENSG00000164466,205.4519085,-0.002336812,0.149400304,-0.015641278,0.987520575,0.997187575
4009,ENSG00000113749,1046.184428,0.322192794,0.211434967,1.523838739,0.127549,0.814137503
4010,ENSG00000145920,32.38168725,-0.241353868,0.405279019,-0.595525197,0.551492461,0.923592476
4011,ENSG00000051596,105.671046,-0.095882133,0.205829604,-0.465832571,0.641335349,0.942092744
4012,ENSG00000182230,40.92612866,-0.115389065,0.387034535,-0.298136355,0.765599096,0.962209567
4013,ENSG00000170085,110.0363408,-0.01378912,0.152409855,-0.090473939,0.927910603,0.989922515
4014,ENSG00000122203,206.5325786,-0.118527622,0.136610236,-0.867633539,0.38559498,0.882839612
4015,ENSG00000175414,129.8535871,-0.098551147,0.202004002,-0.487867298,0.625643839,0.938544999
4016,ENSG00000048162,25.05949092,0.069629563,0.292880495,0.237740527,0.812082349,0.968908949
4017,ENSG00000146066,33.350364,0.118896996,0.253504545,0.469013273,0.639060149,0.94132306
4018,ENSG00000175416,345.5308163,-0.046445517,0.194963016,-0.238227323,0.811704786,0.968908949
4019,ENSG00000113194,259.829088,0.146859578,0.094945301,1.546780906,0.121916086,0.814137503
4020,ENSG00000146083,1610.831266,0.068397632,0.089398852,0.76508401,0.444221521,0.897504264
4021,ENSG00000074276,88.56188362,0.008845644,0.187623944,0.047145603,0.962397182,0.993523341
4022,ENSG00000169258,11.82481099,0.734228034,0.44210627,1.660750104,0.096763646,0.808449263
4023,ENSG00000048140,194.1020799,-0.136755869,0.160224186,-0.853528252,0.393366428,0.884180004
4024,ENSG00000113763,153.0963987,0.161455167,0.209179702,0.771849112,0.4402038,0.897375798
4025,ENSG00000160883,1457.287784,0.036523794,0.173417788,0.210611579,0.833190376,0.972521438
4026,ENSG00000087206,569.2897667,0.118143626,0.120182957,0.983031445,0.325591963,0.867771677
4027,ENSG00000113761,181.0632988,0.079336189,0.129206453,0.614026523,0.5391978,0.918239536
4028,ENSG00000160867,7.140229259,0.691116703,0.711004981,0.972027934,0.331036652,0.870031396
4029,ENSG00000165671,1274.299535,0.088965631,0.062846851,1.415594101,0.156894379,0.82223693
4030,ENSG00000169228,63.7710648,0.033171587,0.178647672,0.185681607,0.852694453,0.975103481
4031,ENSG00000213347,226.7058401,0.313520933,0.169326145,1.85158017,0.064086133,0.808449263
4032,ENSG00000169230,330.2096544,-0.037364821,0.118410263,-0.315553909,0.752341126,0.961022819
4033,ENSG00000169223,690.9239787,0.113577273,0.091401837,1.242614766,0.214009826,0.841504942
4034,ENSG00000169220,1441.81215,0.195085013,0.112953186,1.72713156,0.084144039,0.808449263
4035,ENSG00000131187,8.163968266,0.797303169,0.544759664,1.46358701,0.143306824,0.816200433
4036,ENSG00000198055,2637.950544,0.062778075,0.087417757,0.718138701,0.472671769,0.900869845
4037,ENSG00000131188,154.8907947,0.16273832,0.147504935,1.103273731,0.269908311,0.85081583
4038,ENSG00000113758,99.37815818,-0.049275306,0.190505321,-0.258655796,0.795900829,0.966589728
4039,ENSG00000196923,928.7813733,0.271923563,0.18056466,1.505962261,0.132076862,0.814137503
4040,ENSG00000146094,1858.3419,0.372023719,0.184683937,2.014380484,0.043969602,0.807632706
4041,ENSG00000183258,251.9081821,0.098970885,0.101305099,0.976958565,0.328589666,0.868554122
4042,ENSG00000146067,609.252702,0.145496727,0.089200038,1.631128532,0.102863201,0.808449263
4043,ENSG00000184840,276.7447062,-0.104648877,0.12604925,-0.830222136,0.406413202,0.887214273
4044,ENSG00000027847,206.2562342,0.038795505,0.130221195,0.297920048,0.765764186,0.962209567
4045,ENSG00000170074,58.97376371,-0.290585821,0.323208168,-0.899067073,0.368616936,0.877647955
4046,ENSG00000204677,17.27119017,-0.029516979,0.593570365,-0.049727852,0.960339262,0.993186764
4047,ENSG00000145911,52.1334643,-0.254645956,0.303284402,-0.839627607,0.401117215,0.886774822
4048,ENSG00000145916,244.9124785,-0.214340868,0.090973878,-2.356070475,0.018469413,0.807632706
4049,ENSG00000145912,40.22637765,0.020325069,0.249141935,0.081580282,0.934980482,0.99041716
4050,ENSG00000197451,351.2123589,-0.092476869,0.100424761,-0.920857243,0.357124964,0.877647955
4051,ENSG00000175309,961.6005772,-0.006163098,0.079344719,-0.077674963,0.93808661,0.99041716
4052,ENSG00000050767,8.633671746,0.096354421,0.611239207,0.157637828,0.874742194,0.977626478
4053,ENSG00000113240,402.5245755,0.117208261,0.1308009,0.896081455,0.370209261,0.877647955
4054,ENSG00000169131,95.9668507,0.109794434,0.221850737,0.494902274,0.620669105,0.938505575
4055,ENSG00000178338,59.7545155,-0.134185007,0.228087406,-0.588305201,0.556327455,0.923592476
4056,ENSG00000198939,5.42311188,0.348223615,0.683266831,0.509645133,0.610300098,0.938131028
4057,ENSG00000234284,32.94137757,-0.156128738,0.293549804,-0.531864563,0.594819802,0.931783353
4058,ENSG00000177932,54.47914838,-0.498442978,0.23388341,-2.131160046,0.033075959,0.807632706
4059,ENSG00000087116,59.62911913,0.977070205,1.05990052,0.921850859,0.356606375,0.877647955
4060,ENSG00000176783,479.9121763,0.176942005,0.107898813,1.639888339,0.101028386,0.808449263
