Non-elite.vs.Healthy,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
10124,ENSG00000179588,179.1455142,-0.216346789,0.144561949,-1.496568009,0.134505699,0.544044131
10125,ENSG00000158545,590.4994153,-0.001900334,0.086786535,-0.02189665,0.982530397,0.996269552
10126,ENSG00000051523,3637.119429,0.139088018,0.093316996,1.490489663,0.136095533,0.545350782
10127,ENSG00000167508,118.56543,-0.365244136,0.130007649,-2.809404968,0.004963317,0.230375903
10128,ENSG00000185669,166.2935263,-0.0731404,0.128736543,-0.56814016,0.5699398,0.848878591
10129,ENSG00000158717,1067.646528,0.040482967,0.096320656,0.420293721,0.674270896,0.897712254
10130,ENSG00000174177,59.8212064,-0.242087416,0.189033593,-1.280658178,0.200313755,0.600735563
10131,ENSG00000103335,1280.887116,-0.171151577,0.102805761,-1.664805316,0.095951603,0.487138149
10132,ENSG00000167513,48.17152317,-0.165386145,0.232923125,-0.71004605,0.47767558,0.800490195
10133,ENSG00000198931,263.6620563,0.063656282,0.111201712,0.572439763,0.567024084,0.847596124
10134,ENSG00000141012,515.6126269,-5.16E-05,0.106314458,-0.000485816,0.999612375,0.999873881
10135,ENSG00000167515,71.50056623,0.013816861,0.151392794,0.091264988,0.927282038,0.98299658
10136,ENSG00000205022,9.294545632,-0.301592053,0.413381578,-0.729573037,0.465651208,0.793820389
10137,ENSG00000129993,538.0115498,0.046453073,0.129880966,0.357658819,0.720598654,0.916484283
10138,ENSG00000176715,645.7665101,-0.074624254,0.08113239,-0.919783746,0.357685779,0.728779675
10139,ENSG00000170100,130.8126917,-0.263949878,0.137249438,-1.923139961,0.054462475,0.422240741
10140,ENSG00000167522,2213.535918,-0.028091374,0.064926838,-0.432661972,0.665260361,0.893862587
10141,ENSG00000197912,679.6958,-0.209311653,0.0701016,-2.985832743,0.002828073,0.194963874
10142,ENSG00000167526,4799.390286,-0.175011952,0.12905852,-1.35606663,0.175077969,0.580670967
10143,ENSG00000131165,627.22894,0.023547167,0.095381496,0.246873537,0.805006097,0.948272265
10144,ENSG00000167523,29.86870532,-0.3239769,0.249107409,-1.30055104,0.193412175,0.594897634
10145,ENSG00000185324,197.5007788,-0.149080749,0.144990354,-1.0282115,0.30385035,0.689094651
10146,ENSG00000158792,102.0137818,0.229780989,0.160598805,1.430776455,0.152494293,0.562057525
10147,ENSG00000075399,147.8476022,0.072367629,0.154512415,0.468361256,0.63952627,0.882419531
10148,ENSG00000158805,789.5882112,-0.018695092,0.085190348,-0.219450825,0.826298882,0.952640827
10149,ENSG00000187741,121.6955748,0.004672142,0.146902531,0.031804365,0.974628065,0.994423912
10150,ENSG00000204991,44.98033556,-0.08077905,0.242954836,-0.332485872,0.739522406,0.926185626
10151,ENSG00000141002,851.0594149,-0.143612692,0.076365793,-1.880589287,0.06002781,0.431192024
10152,ENSG00000258839,51.60190352,-0.265929364,0.223275602,-1.191036378,0.233639304,0.631765916
10153,ENSG00000140995,1137.244301,0.037507118,0.121750796,0.30806466,0.758033132,0.934453396
10154,ENSG00000177946,13.45313541,0.666094956,0.395258862,1.685211946,0.091947687,0.486295661
10155,ENSG00000003249,28.53906882,-0.535754985,0.279790191,-1.914845488,0.055512211,0.423454307
10156,ENSG00000141013,21.8361029,0.207001116,0.311868492,0.663744884,0.506853607,0.816265377
10157,ENSG00000272636,13.44258221,0.761415525,0.625247481,1.217782635,0.223306585,0.620209368
10158,ENSG00000181031,43.84181119,-0.556077886,0.25572846,-2.174485724,0.029668676,0.362573018
10159,ENSG00000187624,34.8237101,0.051692076,0.227170151,0.227547836,0.819997777,0.951663815
10160,ENSG00000183688,1073.245149,0.113521909,0.163563621,0.694053533,0.487648638,0.805690991
10161,ENSG00000141252,736.0242925,0.043013545,0.062455071,0.688711813,0.491004641,0.807907595
10162,ENSG00000167695,31.20333867,-0.153746892,0.222352417,-0.691455905,0.489279082,0.806826819
10163,ENSG00000179409,173.0817117,-0.176280907,0.128405947,-1.372840672,0.169801884,0.577659876
10164,ENSG00000167699,165.9565079,-0.053295467,0.104490695,-0.510049888,0.610016512,0.868265032
10165,ENSG00000171861,35.88099923,0.100946633,0.243174322,0.415120444,0.678053734,0.898839061
10166,ENSG00000167693,14.94843317,-0.269684792,0.410368402,-0.657177285,0.511066929,0.818801587
10167,ENSG00000177370,119.1411345,0.167674726,0.135654598,1.236041601,0.216443101,0.618087344
10168,ENSG00000159842,1669.254771,0.113639441,0.079536881,1.428764109,0.153072044,0.562342034
10169,ENSG00000108953,619.0922252,0.157581901,0.063594322,2.477924069,0.013214926,0.299745961
10170,ENSG00000167193,458.6191219,0.10016113,0.113854712,0.87972758,0.379006905,0.74230197
10171,ENSG00000197879,156.4681196,-0.13629916,0.147267805,-0.925519057,0.354695975,0.72770301
10172,ENSG00000132376,637.7176665,-0.026189967,0.123389697,-0.21225408,0.831908818,0.95454755
10173,ENSG00000174238,750.5457422,0.188364342,0.10442294,1.80385979,0.07125329,0.453973991
10174,ENSG00000167703,2771.780836,0.136784254,0.134451076,1.01735336,0.308985361,0.692492541
10175,ENSG00000074660,403.1742782,0.207013146,0.203260396,1.01846277,0.308458085,0.692093289
10176,ENSG00000167705,606.9252558,0.427288719,0.289740223,1.474730417,0.140285035,0.549851296
10177,ENSG00000174231,1788.210419,-0.159040594,0.101206463,-1.571447013,0.116078853,0.517808881
10178,ENSG00000185561,12.42745726,-0.031157262,0.456563131,-0.068243054,0.945592155,0.987615856
10179,ENSG00000167716,626.6070102,-0.074643826,0.084301427,-0.88543966,0.37591955,0.740170774
10180,ENSG00000167711,9.985314689,-0.071926896,0.509692586,-0.141118192,0.887776572,0.972566541
10181,ENSG00000132386,57.49787021,-0.430170388,0.159659857,-2.694292711,0.007053819,0.257241226
10182,ENSG00000186532,187.6066392,-0.184805864,0.140416895,-1.316122706,0.188132861,0.590488088
10183,ENSG00000132383,424.9635251,-0.011876827,0.09862979,-0.12041825,0.904151835,0.976180551
10184,ENSG00000185924,5.712225734,-0.955306429,0.623065039,-1.533237092,0.125217448,0.532629685
10185,ENSG00000108963,95.49468017,0.025900973,0.182173129,0.142177793,0.886939572,0.972498538
10186,ENSG00000177374,81.78168775,0.15807081,0.188666895,0.837830133,0.402126113,0.757760001
10187,ENSG00000070366,322.4361167,-0.118814299,0.095238822,-1.247540616,0.212199337,0.613838032
10188,ENSG00000167720,19.41996288,0.249164546,0.318786251,0.781603804,0.434447451,0.776694093
10189,ENSG00000167721,94.03851598,0.007404407,0.131335701,0.056377715,0.95504091,0.989761679
10190,ENSG00000141258,336.4994142,-0.247235815,0.101536491,-2.434945434,0.014894036,0.309137033
10191,ENSG00000070444,564.9810412,0.036361211,0.07942245,0.457820311,0.647081543,0.886211819
10192,ENSG00000127804,248.3856903,-0.083272896,0.10996933,-0.757237459,0.448907612,0.785016672
10193,ENSG00000007168,697.2144479,0.070507613,0.073143682,0.963960397,0.335065782,0.713090068
10194,ENSG00000132361,282.297943,-0.270430495,0.10800586,-2.503850217,0.012285003,0.295364699
10195,ENSG00000132359,1213.31071,-0.00658925,0.080899067,-0.081450263,0.935083878,0.985055373
10196,ENSG00000167723,9.193296967,-0.531555591,0.594275321,-0.894460146,0.371075744,0.736807562
10197,ENSG00000196689,9.692929545,-0.235304686,0.487953628,-0.482227556,0.629644303,0.877549781
10198,ENSG00000040531,105.304032,-0.034844764,0.146226167,-0.238293631,0.811653361,0.949695359
10199,ENSG00000257950,17.85926715,-0.260513083,0.304915293,-0.854378541,0.392895282,0.751522437
10200,ENSG00000083454,73.77188799,-0.348749565,0.245493615,-1.420605439,0.155431496,0.563767024
10201,ENSG00000083457,76.65697972,-0.314745672,0.161697836,-1.946505164,0.051594088,0.416890471
10202,ENSG00000074356,448.9687628,-0.10108234,0.075171011,-1.344698419,0.178722645,0.584249115
10203,ENSG00000004660,172.2716069,0.131439864,0.163084869,0.805959899,0.420265972,0.766090121
10204,ENSG00000108405,393.236089,0.307176583,0.166732233,1.842334725,0.065426203,0.441508645
10205,ENSG00000074370,3868.380598,-0.100515905,0.074349102,-1.351945108,0.176392876,0.581703142
10206,ENSG00000074755,1925.105771,-0.019149803,0.076142605,-0.251499187,0.801428191,0.9469718
10207,ENSG00000167740,72.35150405,0.035606297,0.1391192,0.25594093,0.797996449,0.9460054
10208,ENSG00000185722,789.7045923,0.105939437,0.085597001,1.237653604,0.215844529,0.617991071
10209,ENSG00000132388,315.9279391,0.052405579,0.083243127,0.629548413,0.528990084,0.828327071
10210,ENSG00000182557,77.69830008,-0.320838974,0.249111372,-1.287933876,0.197768982,0.599160198
10211,ENSG00000183018,41.34363492,0.042775161,0.224690172,0.190373973,0.849016091,0.960393924
10212,ENSG00000132382,284.5181411,-0.149997943,0.125305688,-1.197056138,0.231284674,0.629421995
10213,ENSG00000161905,158.1546507,-0.300035339,0.376536114,-0.796830177,0.425549666,0.769955422
10214,ENSG00000141456,210.2719431,-0.272644946,0.118224867,-2.306155647,0.021101937,0.343661205
10215,ENSG00000141480,3486.951243,0.218508,0.124884899,1.749675112,0.080174391,0.4671251
10216,ENSG00000161920,19.74007116,-0.441004378,0.270947895,-1.62763537,0.103602225,0.497938499
10217,ENSG00000161921,483.886937,0.255206816,0.162728339,1.568299768,0.11681119,0.518512746
10218,ENSG00000141497,20.45444199,-0.361662682,0.352808656,-1.025095829,0.305317973,0.690427239
10219,ENSG00000182853,6.969994103,-0.591618986,0.759047338,-0.779423043,0.435730554,0.778083823
10220,ENSG00000182327,22.08607909,0.314667325,0.353601238,0.889893164,0.373523255,0.738844418
10221,ENSG00000142507,87.51994045,0.090722798,0.163624842,0.554456139,0.579266715,0.853468599
10222,ENSG00000129219,116.9361095,-0.020232975,0.154523247,-0.130938063,0.895824304,0.975278453
10223,ENSG00000141503,881.0572085,-0.184141122,0.104401162,-1.76378422,0.077768315,0.465031645
10224,ENSG00000108556,7.919096493,0.457772118,0.505431678,0.905705238,0.36509189,0.733479397
10225,ENSG00000205710,10.12122507,0.176116565,0.473047543,0.37230204,0.70966798,0.911858798
10226,ENSG00000185245,156.752091,-0.241626327,0.165399749,-1.460862721,0.144053119,0.553768741
10227,ENSG00000108528,285.8807534,-0.065802864,0.10230101,-0.643227903,0.520076231,0.824023221
10228,ENSG00000108523,506.5846025,0.079966118,0.086395236,0.925584808,0.354661792,0.72770301
10229,ENSG00000108518,1436.751175,0.039458392,0.072865158,0.541526195,0.588144947,0.857182487
10230,ENSG00000108515,74.66553484,-0.165851986,0.17330802,-0.956978137,0.33857829,0.716166227
10231,ENSG00000091640,88.80719314,-0.082245341,0.14494446,-0.567426593,0.570424387,0.849392595
10232,ENSG00000108509,385.3041732,-0.091739433,0.084238951,-1.089038172,0.276137053,0.667315419
10233,ENSG00000196388,21.05530178,0.070419735,0.294304314,0.239275238,0.810892165,0.94956471
10234,ENSG00000129250,306.799238,-0.015625692,0.083933605,-0.18616729,0.852313575,0.961707241
10235,ENSG00000132517,14.13578807,0.02039801,0.418466306,0.04874469,0.961122761,0.99107539
10236,ENSG00000180787,77.51559992,-0.344703021,0.17501432,-1.969570381,0.048887629,0.411746598
10237,ENSG00000167840,32.91774668,-0.366835237,0.274647656,-1.335657627,0.181661205,0.586664963
10238,ENSG00000129204,15.69716334,-0.912212737,0.44609826,-2.044869524,0.040867723,0.39497442
10239,ENSG00000180626,90.59552533,-0.153117124,0.16754943,-0.913862395,0.360789156,0.73149403
10240,ENSG00000161929,249.1040685,0.282678644,0.142791103,1.979665666,0.047741109,0.41083672
10241,ENSG00000029725,402.2510199,-0.003933445,0.097910769,-0.040173775,0.967954585,0.993015136
10242,ENSG00000108559,208.7312951,0.000737757,0.135754382,0.0054345,0.995663918,0.998946496
10243,ENSG00000129197,159.0432036,-0.211797303,0.111071451,-1.906856352,0.056539192,0.425639615
10244,ENSG00000108561,164.0224697,0.153023442,0.13131833,1.16528624,0.243903147,0.639306602
10245,ENSG00000005100,100.8891437,-0.053228783,0.126509741,-0.420748495,0.673938745,0.897712254
10246,ENSG00000072849,145.9739795,-0.008388196,0.119601134,-0.070134752,0.944086407,0.987300886
10247,ENSG00000167842,61.09080178,-0.051292182,0.185463696,-0.276561847,0.782116564,0.941940659
10248,ENSG00000091592,2936.325655,-0.059642015,0.080767615,-0.738439722,0.460247284,0.790699611
10249,ENSG00000091622,11.13631207,-0.905846462,0.479559018,-1.888915501,0.058903152,0.430823071
10250,ENSG00000198920,158.5915248,-0.100474284,0.114107091,-0.880526205,0.378574316,0.741992479
10251,ENSG00000129235,34.89350104,0.381767187,0.225466345,1.693233582,0.090411015,0.484017026
10252,ENSG00000108590,29.94851782,0.125295159,0.266667282,0.469855764,0.63845807,0.882000352
10253,ENSG00000256806,9.004324324,-0.299521662,0.427521451,-0.700600312,0.483552484,0.802666008
10254,ENSG00000141485,8.187992903,-1.024702688,0.691087431,-1.482739582,0.138143614,0.547647752
10255,ENSG00000132530,484.7373289,0.492865671,0.280755457,1.755498101,0.079174145,0.466389229
10256,ENSG00000177294,7.371572299,0.775851675,0.61519159,1.261154553,0.207253169,0.607439759
10257,ENSG00000108839,201.913555,0.06394136,0.119218709,0.536336627,0.591725921,0.859791454
10258,ENSG00000219200,29.64474281,0.029336639,0.235467878,0.124588709,0.900849168,0.975700787
10259,ENSG00000174327,80.10967708,-0.021587134,0.14785567,-0.146001392,0.88392029,0.971808865
10260,ENSG00000174326,20.81212929,-0.424400766,0.337815206,-1.256310428,0.209003443,0.608763638
10261,ENSG00000132514,55.98515615,-0.253532403,0.226391868,-1.119882996,0.262763625,0.655713576
10262,ENSG00000161944,101.2306971,0.361084439,0.254335992,1.419714275,0.155690881,0.563993346
10263,ENSG00000141505,65.37373021,0.441139991,0.220202666,2.003336288,0.045141205,0.404743173
10264,ENSG00000132535,92.0260221,0.126673749,0.202148606,0.626636766,0.530897362,0.829083726
10265,ENSG00000072778,646.0356082,-0.030373049,0.08112041,-0.374419329,0.708092364,0.910925658
10266,ENSG00000004975,149.5552679,-0.223803471,0.116396344,-1.922770622,0.054508863,0.422300267
10267,ENSG00000040633,247.5699338,0.229780594,0.097060148,2.367404105,0.017913362,0.327552109
10268,ENSG00000170296,7.453886691,-0.794470622,0.421949096,-1.882858926,0.059719489,0.430823071
10269,ENSG00000175826,142.754755,-0.090228396,0.12669832,-0.712151481,0.476370978,0.800041302
10270,ENSG00000170291,68.61799242,-0.358392394,0.175559254,-2.041432656,0.041207841,0.395707155
10271,ENSG00000132507,578.9784023,0.188808129,0.130735369,1.444200833,0.148682491,0.556485513
10272,ENSG00000132522,6.934535563,0.180073024,0.376641259,0.478102225,0.632577449,0.878908556
10273,ENSG00000215041,174.4764944,-0.254617429,0.121722424,-2.091787373,0.03645754,0.385476807
10274,ENSG00000072818,1237.265137,-0.133714203,0.082647464,-1.617886345,0.105687094,0.503222148
10275,ENSG00000213859,44.95229606,-0.048368605,0.193920549,-0.249424857,0.80303216,0.947565326
10276,ENSG00000174292,67.97518013,-0.39639153,0.17266969,-2.295663653,0.02169512,0.344581402
10277,ENSG00000169992,21.70994994,-0.272193651,0.344699902,-0.789653986,0.429729871,0.772850885
10278,ENSG00000181284,76.01109597,-0.174753257,0.17752038,-0.984412365,0.324912801,0.704433661
10279,ENSG00000161958,6.319986584,-0.294350757,0.482568837,-0.609966359,0.541884093,0.8360294
10280,ENSG00000170175,55.21229557,-0.314695212,0.170351358,-1.847330226,0.064699295,0.439302737
10281,ENSG00000174282,752.0802328,-0.187618267,0.090496671,-2.073206295,0.038153085,0.389694819
10282,ENSG00000259224,19.19289149,-0.053008571,0.328028543,-0.161597435,0.871622877,0.967550963
10283,ENSG00000181222,1965.349111,-0.013090934,0.110624017,-0.118337177,0.905800501,0.97689756
10284,ENSG00000239697,93.36810767,0.064372975,0.16136108,0.398937434,0.689939306,0.904316363
10285,ENSG00000161955,40.62640646,0.324889528,0.211441792,1.53654358,0.124405118,0.531402749
10286,ENSG00000161956,45.58251305,-0.227327464,0.175286323,-1.296892193,0.194668283,0.595372983
10287,ENSG00000161960,49.98453106,-0.34404643,0.203090873,-1.694051659,0.090255467,0.484017026
10288,ENSG00000129255,64.76437397,0.098670721,0.160384244,0.615214556,0.538413036,0.833976748
10289,ENSG00000129194,7.965912254,-0.32537027,0.439955289,-0.739553036,0.459571248,0.790343222
10290,ENSG00000129245,186.7537418,-0.049207514,0.110667758,-0.444641826,0.656578616,0.890979313
10291,ENSG00000129214,6.685480285,0.2536444,0.471016568,0.5385042,0.590229007,0.859116055
10292,ENSG00000141504,70.83878652,-0.066657801,0.153717036,-0.433639645,0.664550141,0.893862587
10293,ENSG00000129244,49.12150576,1.398903851,0.378599777,3.69494103,0.000219938,0.100364574
10294,ENSG00000141510,328.6578306,-0.0805802,0.099319456,-0.811323415,0.417179967,0.763642048
10295,ENSG00000141499,63.51506285,-0.137961868,0.160204666,-0.861160112,0.389149866,0.750635338
10296,ENSG00000132510,3807.816211,0.124820465,0.151589366,0.82341175,0.410273883,0.761381776
10297,ENSG00000167874,70.10664225,-0.064207984,0.23580067,-0.272297715,0.785393113,0.942137051
10298,ENSG00000183011,59.17748778,-0.290318431,0.198562594,-1.462100314,0.143713723,0.553667164
10299,ENSG00000170004,1734.810346,-0.166411657,0.097609531,-1.704870983,0.088218489,0.479472424
10300,ENSG00000179859,23.3109276,-0.349248957,0.25042885,-1.394603528,0.163135431,0.57061505
10301,ENSG00000170049,30.61464662,-0.082745953,0.263331079,-0.314227829,0.753348008,0.932260238
10302,ENSG00000170043,160.6401497,-0.067475887,0.136129231,-0.495675221,0.620123572,0.873371416
10303,ENSG00000170037,111.8574534,-0.121586767,0.111120994,-1.09418358,0.273874472,0.665583888
10304,ENSG00000132518,7.70308692,-0.269676651,0.58711174,-0.459327642,0.645998901,0.885660461
10305,ENSG00000179593,11.72136128,0.064381109,0.523137078,0.123067379,0.902053743,0.975700787
10306,ENSG00000179094,255.5369119,0.177876766,0.283238788,0.628009909,0.529997449,0.828652235
10307,ENSG00000220205,339.6981738,-0.149861721,0.098542497,-1.520782672,0.128314384,0.536157951
10308,ENSG00000179029,53.22389673,-0.117534655,0.191677185,-0.613190635,0.539750297,0.835024732
10309,ENSG00000196544,60.57825174,-0.07221362,0.187210148,-0.385735605,0.699692491,0.907645222
10310,ENSG00000178999,10.64665979,0.562094634,0.357941107,1.570355076,0.116332528,0.517903295
10311,ENSG00000178971,955.0485665,-0.127529415,0.068112446,-1.872336446,0.061160072,0.432846682
10312,ENSG00000178921,125.6700795,-0.46593108,0.173016276,-2.692989875,0.007081442,0.257241226
10313,ENSG00000125434,35.17055783,-0.495040835,0.213283666,-2.321044294,0.020284453,0.341361873
10314,ENSG00000184619,11.35990897,-0.138240986,0.310714424,-0.444913319,0.656382397,0.890979313
10315,ENSG00000161970,25.5530526,-0.134630692,0.318000078,-0.423366853,0.672027625,0.89689693
10316,ENSG00000189051,20.75555258,-0.543667287,0.320978913,-1.693778824,0.09030732,0.484017026
10317,ENSG00000166579,1934.912576,0.138980607,0.122506162,1.134478504,0.256593886,0.650520947
10318,ENSG00000133026,676.6430385,0.293153485,0.135934376,2.156580945,0.031038331,0.366599583
10319,ENSG00000185156,43.08637511,0.324414022,0.290633008,1.116232541,0.264322609,0.657503185
10320,ENSG00000276231,171.8374678,-0.044657086,0.175046043,-0.25511623,0.798633329,0.946175672
10321,ENSG00000141506,2371.829452,0.07758879,0.092162352,0.841870771,0.399860293,0.756448525
10322,ENSG00000065320,31.43776112,-0.198146308,0.257691996,-0.768926902,0.441936706,0.781092057
10323,ENSG00000170310,85.96548917,0.109702568,0.185627322,0.590982874,0.554531896,0.841905329
10324,ENSG00000109047,5.985540999,-0.101601309,0.60798394,-0.167111831,0.867282057,0.966100878
10325,ENSG00000007237,1322.898268,0.26832607,0.149031997,1.800459473,0.071788117,0.454120337
10326,ENSG00000109063,41.14484123,-0.257592641,0.222772776,-1.156302154,0.247557588,0.643269086
10327,ENSG00000133028,244.739835,-0.106894985,0.106814533,-1.000753191,0.316946145,0.698796287
10328,ENSG00000170222,58.66357754,-0.093386086,0.202462461,-0.461251365,0.644618273,0.885334687
10329,ENSG00000187824,46.90159075,0.069974837,0.245273254,0.285293386,0.775419379,0.94010468
10330,ENSG00000007174,16.6096389,-0.686931297,0.502783717,-1.366256055,0.171858609,0.579090654
10331,ENSG00000154957,134.9756012,0.06044691,0.12243574,0.493703144,0.621515844,0.874055172
10332,ENSG00000065559,385.8101016,0.233231689,0.116668259,1.999101474,0.045597376,0.405027906
10333,ENSG00000006740,14.78482792,-0.691316404,0.404845956,-1.707603584,0.087709923,0.478954507
10334,ENSG00000006744,302.7090439,-0.190081448,0.108649153,-1.749497734,0.08020502,0.4671251
10335,ENSG00000006695,97.27807957,-0.062952679,0.126065353,-0.499365425,0.617521972,0.872468198
10336,ENSG00000223510,7.539619876,-0.654461966,0.692229523,-0.945440701,0.344433931,0.720325429
10337,ENSG00000125430,253.216558,-0.435831139,0.122391342,-3.560963792,0.000369496,0.108959465
10338,ENSG00000239704,17.88546507,-0.068202724,0.396972284,-0.17180727,0.86358905,0.964809562
10339,ENSG00000175106,76.27267642,-0.172333787,0.157395834,-1.094906915,0.273557419,0.665583888
10340,ENSG00000221926,29.05861267,-0.355915003,0.239558123,-1.485714611,0.137354624,0.547647752
10341,ENSG00000187607,28.1482631,-0.198061014,0.317007851,-0.624782678,0.532113701,0.830053144
10342,ENSG00000170425,20.77747122,-0.062197538,0.3574875,-0.17398521,0.861877086,0.964409572
10343,ENSG00000214941,37.95491398,0.104112631,0.204677195,0.508667469,0.610985329,0.868545201
10344,ENSG00000011295,268.7839224,-0.022178268,0.096474611,-0.229887098,0.818179502,0.951561493
10345,ENSG00000141027,1665.700921,0.04260187,0.063762099,0.668137817,0.504045624,0.814652031
10346,ENSG00000108474,101.9870617,-0.150401991,0.156358692,-0.961903616,0.336098022,0.713812283
10347,ENSG00000166582,33.75008856,0.084711133,0.272024235,0.311410241,0.75548877,0.932785861
10348,ENSG00000170315,1917.912583,0.422157813,0.315581452,1.337714273,0.180989596,0.585637186
10349,ENSG00000187688,421.4179431,-0.071445397,0.070259756,-1.01687511,0.309212845,0.692492541
10350,ENSG00000181350,146.6436836,0.180508703,0.171559499,1.052163852,0.292724381,0.681124821
10351,ENSG00000141040,36.98547221,-0.238801492,0.272462037,-0.876457853,0.38078118,0.743621231
10352,ENSG00000197566,38.94459387,0.066720781,0.203058181,0.328579628,0.742473449,0.927285446
10353,ENSG00000170160,69.39738147,-0.802189898,0.646096644,-1.241594281,0.214386293,0.616385657
10354,ENSG00000266302,17.12944143,-0.388366306,0.780264432,-0.497736781,0.61866958,0.872857781
10355,ENSG00000240505,19.3936613,-0.999651303,0.364530645,-2.742297027,0.006101114,0.240467496
10356,ENSG00000133030,1632.082128,-0.249565944,0.085120639,-2.931908711,0.003368858,0.209769602
10357,ENSG00000179598,38.99498872,0.234248573,0.225979074,1.036594093,0.299925067,0.684939175
10358,ENSG00000154803,402.7412625,0.106079065,0.105491374,1.005570987,0.314621986,0.697370121
10359,ENSG00000141030,218.5780414,0.289148024,0.133963564,2.158407961,0.030896127,0.366599583
10360,ENSG00000205309,99.3400682,0.501329993,0.361060486,1.388493098,0.164986945,0.572784083
10361,ENSG00000141026,97.66002437,-0.130851025,0.143334189,-0.912908678,0.361290573,0.73176554
10362,ENSG00000108551,9.688630838,0.089950247,0.574250208,0.156639469,0.875528995,0.969400344
10363,ENSG00000133027,30.71080131,-0.442505766,0.264120893,-1.675391,0.093857541,0.486831921
10364,ENSG00000108557,291.8514814,-0.285354733,0.108510264,-2.629748773,0.008544799,0.277190643
10365,ENSG00000072310,541.7213588,0.037983092,0.115155606,0.329841447,0.741519768,0.926991733
10366,ENSG00000175662,528.9025834,-0.05713622,0.082600923,-0.69171406,0.489116916,0.806756319
10367,ENSG00000171962,49.49453386,-0.26586401,0.188606153,-1.409625328,0.158650344,0.566652862
10368,ENSG00000171953,100.9985151,-0.038191905,0.157356458,-0.242709486,0.808230459,0.948483734
10369,ENSG00000141034,247.0590855,0.30941005,0.222607571,1.38993498,0.164548622,0.572636215
10370,ENSG00000108591,240.5042832,-0.232247123,0.123337318,-1.883023953,0.059697122,0.430823071
10371,ENSG00000091536,42.86643172,-0.684673865,0.272888287,-2.508989566,0.012107706,0.295146885
10372,ENSG00000091542,508.8001733,0.059847286,0.096780201,0.618383567,0.536322528,0.832966496
10373,ENSG00000131899,198.1694612,-0.106296073,0.121015325,-0.878368696,0.379743667,0.742775974
10374,ENSG00000177731,1850.555268,0.017532984,0.089776575,0.195295756,0.845161419,0.958682093
10375,ENSG00000177427,102.1329544,-0.094513026,0.153066173,-0.617465139,0.536927969,0.833280588
10376,ENSG00000177302,498.7964998,0.107338129,0.0905515,1.185382129,0.235866394,0.632793774
10377,ENSG00000176994,990.2792888,0.097245117,0.057410813,1.693846694,0.090294419,0.484017026
10378,ENSG00000176974,98.47314924,-0.129626903,0.180343297,-0.7187786,0.472277345,0.79867478
10379,ENSG00000171916,24.08874266,-0.433269777,0.468675194,-0.924456387,0.355248749,0.728128554
10380,ENSG00000249459,18.7934217,-0.411953216,0.354603785,-1.161728199,0.245345888,0.640973247
10381,ENSG00000108448,10.09824949,-0.63269253,0.404542595,-1.563970119,0.117824586,0.520565435
10382,ENSG00000171928,131.3209228,0.033664907,0.143099958,0.235254485,0.814011219,0.950205294
10383,ENSG00000141127,153.6030094,-0.154133473,0.117540476,-1.311322516,0.189748825,0.592170912
10384,ENSG00000154025,55.62177617,-0.298511325,0.224710213,-1.328427938,0.184036775,0.58736663
10385,ENSG00000188522,73.86137921,-0.295763502,0.173744868,-1.702286263,0.088701719,0.480708193
10386,ENSG00000154016,42.09664759,0.031893279,0.270397619,0.117949557,0.906107627,0.97689756
10387,ENSG00000189152,7.392660947,-0.696446541,0.580728247,-1.199264104,0.230425268,0.628422654
10388,ENSG00000072134,95.05422965,-0.126594109,0.178049674,-0.711004443,0.477081482,0.800189299
10389,ENSG00000108641,17.01789823,-1.14282825,0.307814597,-3.712716232,0.000205047,0.100364574
10390,ENSG00000166484,190.2613926,-0.160414015,0.101228231,-1.584676657,0.113039818,0.513064838
10391,ENSG00000166482,18.89578155,-0.078686689,0.287029411,-0.274141556,0.783975839,0.942006758
10392,ENSG00000142494,9.450583644,-0.784415196,0.575707579,-1.362523658,0.173032683,0.579338817
10393,ENSG00000072210,166.081494,0.009247278,0.135492775,0.068249236,0.945587234,0.987615856
10394,ENSG00000180638,13.33247035,-0.692617401,0.442481101,-1.56530392,0.117511665,0.519743899
10395,ENSG00000083290,202.3180416,-0.0500671,0.126200241,-0.396727451,0.691568455,0.904372365
10396,ENSG00000108599,525.5562992,0.081119246,0.072040896,1.126016609,0.260158489,0.653515803
10397,ENSG00000128487,1598.908512,0.609658278,0.255412075,2.386959497,0.016988363,0.321523255
10398,ENSG00000170298,8.541028365,-0.29530651,0.637981769,-0.462876095,0.643453183,0.884284609
10399,ENSG00000124422,1031.786937,0.073950856,0.065450925,1.129867238,0.258532171,0.652097572
10400,ENSG00000109016,171.4687011,0.081507417,0.133402985,0.610986454,0.541208548,0.835681503
10401,ENSG00000178307,173.6484099,0.094705384,0.130035363,0.728304837,0.466427002,0.794348583
10402,ENSG00000274180,1073.305889,0.305464782,0.200917616,1.52034843,0.128423428,0.536157951
10403,ENSG00000034152,4901.982339,0.415479087,0.278418799,1.492281014,0.135625492,0.545083773
10404,ENSG00000212719,26.93934161,0.048122656,0.318770834,0.150963171,0.880004768,0.970500376
10405,ENSG00000109046,1056.477979,0.278932137,0.101166218,2.757166793,0.00583046,0.234570296
10406,ENSG00000141068,751.9614481,-0.024464252,0.123969154,-0.197341448,0.843560346,0.958233493
