,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,replicate,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
8579,ENSG00000129484,31.42310876,-0.100771241,0.254200338,-0.396424496,0.691791898,0.943247051,8579,ENSG00000129484,31.42310876,-0.100771241,0.254200338,-0.396424496,0.691791898,0.943247051
8580,ENSG00000129566,990.3941135,-0.031330457,0.096752498,-0.323820655,0.746073818,0.955917002,8580,ENSG00000129566,990.3941135,-0.031330457,0.096752498,-0.323820655,0.746073818,0.955917002
8581,ENSG00000092094,97.94712361,0.074953221,0.176427687,0.424838199,0.670954629,0.934686266,8581,ENSG00000092094,97.94712361,0.074953221,0.176427687,0.424838199,0.670954629,0.934686266
8582,ENSG00000100823,218.6683856,0.059624319,0.119201766,0.500196606,0.616936648,0.916738973,8582,ENSG00000100823,218.6683856,0.059624319,0.119201766,0.500196606,0.616936648,0.916738973
8583,ENSG00000165782,178.9214482,0.053493162,0.099227573,0.539095741,0.589820794,0.911980089,8583,ENSG00000165782,178.9214482,0.053493162,0.099227573,0.539095741,0.589820794,0.911980089
8584,ENSG00000198805,152.9390193,0.098559244,0.171860382,0.573484378,0.566316774,0.90832078,8584,ENSG00000198805,152.9390193,0.098559244,0.171860382,0.573484378,0.566316774,0.90832078
8585,ENSG00000169413,152.9340363,-0.237545563,0.239980961,-0.989851702,0.32224661,0.83334153,8585,ENSG00000169413,152.9340363,-0.237545563,0.239980961,-0.989851702,0.32224661,0.83334153
8586,ENSG00000169385,50.47709566,-0.270578116,0.476641339,-0.56767656,0.57025461,0.909963331,8586,ENSG00000169385,50.47709566,-0.270578116,0.476641339,-0.56767656,0.57025461,0.909963331
8587,ENSG00000165792,62.94144881,0.012987902,0.185050934,0.070185553,0.944045973,0.990646259,8587,ENSG00000165792,62.94144881,0.012987902,0.185050934,0.070185553,0.944045973,0.990646259
8588,ENSG00000165795,39.30539523,0.095064495,0.217958619,0.436158457,0.662721767,0.932483736,8588,ENSG00000165795,39.30539523,0.095064495,0.217958619,0.436158457,0.662721767,0.932483736
8589,ENSG00000165801,916.6287193,-0.458408607,0.198687957,-2.307178624,0.021044864,0.685164366,8589,ENSG00000165801,916.6287193,-0.458408607,0.198687957,-2.307178624,0.021044864,0.685164366
8590,ENSG00000165804,161.1804322,-0.283114115,0.237946041,-1.189824861,0.234115236,0.798278705,8590,ENSG00000165804,161.1804322,-0.283114115,0.237946041,-1.189824861,0.234115236,0.798278705
8591,ENSG00000092199,1748.658017,0.07098691,0.056247682,1.262041518,0.206933847,0.778959287,8591,ENSG00000092199,1748.658017,0.07098691,0.056247682,1.262041518,0.206933847,0.778959287
8592,ENSG00000092200,60.87200524,-0.415402941,0.278692962,-1.490539763,0.136082369,0.75130774,8592,ENSG00000092200,60.87200524,-0.415402941,0.278692962,-1.490539763,0.136082369,0.75130774
8593,ENSG00000092201,356.2081237,0.07683336,0.111525573,0.688930419,0.490867056,0.886732707,8593,ENSG00000092201,356.2081237,0.07683336,0.111525573,0.688930419,0.490867056,0.886732707
8594,ENSG00000100888,768.4397942,-0.0418848,0.078167194,-0.535836037,0.592071874,0.912407261,8594,ENSG00000100888,768.4397942,-0.0418848,0.078167194,-0.535836037,0.592071874,0.912407261
8595,ENSG00000129472,645.699341,-0.181820623,0.371893888,-0.488904575,0.624909257,0.920594731,8595,ENSG00000129472,645.699341,-0.181820623,0.371893888,-0.488904575,0.624909257,0.920594731
8596,ENSG00000092203,441.3206293,-0.089136913,0.086846101,-1.026377831,0.304713524,0.824825868,8596,ENSG00000092203,441.3206293,-0.089136913,0.086846101,-1.026377831,0.304713524,0.824825868
8597,ENSG00000165819,215.5901925,0.12434796,0.134586092,0.923928752,0.355523412,0.845303525,8597,ENSG00000165819,215.5901925,0.12434796,0.134586092,0.923928752,0.355523412,0.845303525
8598,ENSG00000165821,17.10216518,0.112312584,0.431716974,0.260153273,0.794745546,0.964593278,8598,ENSG00000165821,17.10216518,0.112312584,0.431716974,0.260153273,0.794745546,0.964593278
8599,ENSG00000129562,179.3636351,-0.012740867,0.117983938,-0.107988148,0.914005093,0.986407921,8599,ENSG00000129562,179.3636351,-0.012740867,0.117983938,-0.107988148,0.914005093,0.986407921
8600,ENSG00000100439,226.4163787,-0.155230554,0.154577417,-1.00422531,0.315270025,0.832069109,8600,ENSG00000100439,226.4163787,-0.155230554,0.154577417,-1.00422531,0.315270025,0.832069109
8601,ENSG00000155463,407.8451051,0.000892922,0.097581084,0.009150566,0.992699007,0.998756387,8601,ENSG00000155463,407.8451051,0.000892922,0.097581084,0.009150566,0.992699007,0.998756387
8602,ENSG00000155465,703.0383405,-0.075387919,0.143225032,-0.526359941,0.598638143,0.913416456,8602,ENSG00000155465,703.0383405,-0.075387919,0.143225032,-0.526359941,0.598638143,0.913416456
8603,ENSG00000172590,54.55420484,0.010669825,0.194193403,0.054944323,0.95618282,0.993062242,8603,ENSG00000172590,54.55420484,0.010669825,0.194193403,0.054944323,0.95618282,0.993062242
8604,ENSG00000157227,27.94555651,-0.514585127,0.394712588,-1.303695759,0.192337336,0.768895438,8604,ENSG00000157227,27.94555651,-0.514585127,0.394712588,-1.303695759,0.192337336,0.768895438
8605,ENSG00000197324,5396.278932,-0.309160805,0.159567651,-1.937490482,0.052685416,0.721938419,8605,ENSG00000197324,5396.278932,-0.309160805,0.159567651,-1.937490482,0.052685416,0.721938419
8606,ENSG00000139890,141.0015653,-0.200676746,0.198535624,-1.010784572,0.312119549,0.829617733,8606,ENSG00000139890,141.0015653,-0.200676746,0.198535624,-1.010784572,0.312119549,0.829617733
8607,ENSG00000100461,838.7730569,-0.237323042,0.094101626,-2.521986627,0.011669414,0.590340644,8607,ENSG00000100461,838.7730569,-0.237323042,0.094101626,-2.521986627,0.011669414,0.590340644
8608,ENSG00000100462,33.1593772,-0.315198822,0.238576505,-1.321164556,0.186446502,0.766365885,8608,ENSG00000100462,33.1593772,-0.315198822,0.238576505,-1.321164556,0.186446502,0.766365885
8609,ENSG00000092036,74.39444075,0.187680516,0.260734458,0.71981478,0.471639044,0.881755184,8609,ENSG00000092036,74.39444075,0.187680516,0.260734458,0.71981478,0.471639044,0.881755184
8610,ENSG00000129474,7.458739397,0.214742651,0.563862171,0.380842451,0.703320157,0.945327099,8610,ENSG00000129474,7.458739397,0.214742651,0.563862171,0.380842451,0.703320157,0.945327099
8611,ENSG00000100802,51.66906512,-0.013007594,0.193299245,-0.067292522,0.94634883,0.991365452,8611,ENSG00000100802,51.66906512,-0.013007594,0.193299245,-0.067292522,0.94634883,0.991365452
8612,ENSG00000100804,37.35890195,0.092228441,0.25211059,0.365825334,0.714495415,0.947946278,8612,ENSG00000100804,37.35890195,0.092228441,0.25211059,0.365825334,0.714495415,0.947946278
8613,ENSG00000100813,1486.507332,-0.042260387,0.061682651,-0.685125975,0.49326443,0.887941139,8613,ENSG00000100813,1486.507332,-0.042260387,0.061682651,-0.685125975,0.49326443,0.887941139
8614,ENSG00000179933,94.56565056,0.219754853,0.139643057,1.573689784,0.115559185,0.740188982,8614,ENSG00000179933,94.56565056,0.219754853,0.139643057,1.573689784,0.115559185,0.740188982
8615,ENSG00000092067,49.8497251,-0.066457974,0.396693461,-0.167529795,0.866953206,0.977587201,8615,ENSG00000092067,49.8497251,-0.066457974,0.396693461,-0.167529795,0.866953206,0.977587201
8616,ENSG00000092068,24.29085357,-0.227550708,0.448377288,-0.507498292,0.611805235,0.914952537,8616,ENSG00000092068,24.29085357,-0.227550708,0.448377288,-0.507498292,0.611805235,0.914952537
8617,ENSG00000215271,91.2383193,-0.144768193,0.161968747,-0.893803252,0.371427169,0.849185718,8617,ENSG00000215271,91.2383193,-0.144768193,0.161968747,-0.893803252,0.371427169,0.849185718
8618,ENSG00000235194,187.6301156,0.088058712,0.137168997,0.641972408,0.520891098,0.8979386,8618,ENSG00000235194,187.6301156,0.088058712,0.137168997,0.641972408,0.520891098,0.8979386
8619,ENSG00000129473,43.8576538,0.25054825,0.2095797,1.195479573,0.231899713,0.798278705,8619,ENSG00000129473,43.8576538,0.25054825,0.2095797,1.195479573,0.231899713,0.798278705
8620,ENSG00000100836,118.8554847,0.122138041,0.119173978,1.024871728,0.305423716,0.824825868,8620,ENSG00000100836,118.8554847,0.122138041,0.119173978,1.024871728,0.305423716,0.824825868
8621,ENSG00000092096,18.37051016,0.03044535,0.432450751,0.07040189,0.943873787,0.990646259,8621,ENSG00000092096,18.37051016,0.03044535,0.432450751,0.07040189,0.943873787,0.990646259
8622,ENSG00000166091,52.95491203,-0.014560965,0.374445836,-0.038886705,0.968980716,0.995494371,8622,ENSG00000166091,52.95491203,-0.014560965,0.374445836,-0.038886705,0.968980716,0.995494371
8623,ENSG00000129460,60.81671626,0.332424423,0.187974936,1.76845078,0.076985574,0.721938419,8623,ENSG00000129460,60.81671626,0.332424423,0.187974936,1.76845078,0.076985574,0.721938419
8624,ENSG00000136367,22.68736465,0.005485358,0.264983153,0.02070078,0.983484347,0.998086101,8624,ENSG00000136367,22.68736465,0.005485358,0.264983153,0.02070078,0.983484347,0.998086101
8625,ENSG00000259431,35.86562571,0.357417452,0.232041473,1.540317114,0.123483074,0.748736254,8625,ENSG00000259431,35.86562571,0.357417452,0.232041473,1.540317114,0.123483074,0.748736254
8626,ENSG00000213983,189.5602895,0.007036303,0.13041149,0.053954627,0.956971314,0.993127921,8626,ENSG00000213983,189.5602895,0.007036303,0.13041149,0.053954627,0.956971314,0.993127921
8627,ENSG00000092051,8.363360059,-0.158102856,0.560724012,-0.281961986,0.777972659,0.9601978,8627,ENSG00000092051,8.363360059,-0.158102856,0.560724012,-0.281961986,0.777972659,0.9601978
8628,ENSG00000157326,43.37006177,0.323999222,0.233021505,1.390426269,0.164399474,0.760273739,8628,ENSG00000157326,43.37006177,0.323999222,0.233021505,1.390426269,0.164399474,0.760273739
8629,ENSG00000187630,51.22859065,0.023743931,0.181786333,0.130614503,0.896080269,0.982305661,8629,ENSG00000187630,51.22859065,0.023743931,0.181786333,0.130614503,0.896080269,0.982305661
8630,ENSG00000186648,24.05674022,0.00755359,0.350452514,0.021553819,0.982803872,0.997858539,8630,ENSG00000186648,24.05674022,0.00755359,0.350452514,0.021553819,0.982803872,0.997858539
8631,ENSG00000100884,10.93418111,0.583357191,0.48899274,1.192977203,0.232878301,0.798278705,8631,ENSG00000100884,10.93418111,0.583357191,0.48899274,1.192977203,0.232878301,0.798278705
8632,ENSG00000129535,16.89162966,0.245916056,0.411785635,0.597194354,0.550377629,0.904344246,8632,ENSG00000129535,16.89162966,0.245916056,0.411785635,0.597194354,0.550377629,0.904344246
8633,ENSG00000100889,165.1190468,0.179145163,0.146353172,1.224060678,0.220929338,0.78959274,8633,ENSG00000100889,165.1190468,0.179145163,0.146353172,1.224060678,0.220929338,0.78959274
8634,ENSG00000100897,490.3177271,-0.272155435,0.156571972,-1.738212982,0.082173292,0.721938419,8634,ENSG00000100897,490.3177271,-0.272155435,0.156571972,-1.738212982,0.082173292,0.721938419
8635,ENSG00000092010,821.9596547,-0.036805091,0.108284641,-0.339892077,0.733937803,0.953020818,8635,ENSG00000092010,821.9596547,-0.036805091,0.108284641,-0.339892077,0.733937803,0.953020818
8636,ENSG00000100908,16.90608479,-0.2965028,0.327063601,-0.906560069,0.364639486,0.848187934,8636,ENSG00000100908,16.90608479,-0.2965028,0.327063601,-0.906560069,0.364639486,0.848187934
8637,ENSG00000100911,231.1710391,0.190455543,0.141006182,1.350689313,0.176794977,0.765097106,8637,ENSG00000100911,231.1710391,0.190455543,0.141006182,1.350689313,0.176794977,0.765097106
8638,ENSG00000092098,245.7656196,-0.075226046,0.140903404,-0.53388381,0.593421924,0.912407261,8638,ENSG00000092098,245.7656196,-0.075226046,0.140903404,-0.53388381,0.593421924,0.912407261
8639,ENSG00000259529,34.05537239,-0.29033459,0.294601826,-0.985515243,0.324371048,0.833483861,8639,ENSG00000259529,34.05537239,-0.29033459,0.294601826,-0.985515243,0.324371048,0.833483861
8640,ENSG00000213928,69.36458467,-0.062977449,0.197161504,-0.319420614,0.749407582,0.956290682,8640,ENSG00000213928,69.36458467,-0.062977449,0.197161504,-0.319420614,0.749407582,0.956290682
8641,ENSG00000100918,138.8906562,-0.114623162,0.185327652,-0.618489259,0.536252876,0.901899123,8641,ENSG00000100918,138.8906562,-0.114623162,0.185327652,-0.618489259,0.536252876,0.901899123
8642,ENSG00000100926,15.51756281,-0.063096498,0.351072605,-0.179724927,0.857368523,0.975792497,8642,ENSG00000100926,15.51756281,-0.063096498,0.351072605,-0.179724927,0.857368523,0.975792497
8643,ENSG00000139908,89.18051971,-0.253984812,0.151871016,-1.672371845,0.094451021,0.732505884,8643,ENSG00000139908,89.18051971,-0.253984812,0.151871016,-1.672371845,0.094451021,0.732505884
8644,ENSG00000254505,18.71336065,-0.172060405,0.357624052,-0.481120897,0.630430577,0.920917786,8644,ENSG00000254505,18.71336065,-0.172060405,0.357624052,-0.481120897,0.630430577,0.920917786
8645,ENSG00000129559,39.42103028,0.458995277,0.200172861,2.292994536,0.02184832,0.689070953,8645,ENSG00000129559,39.42103028,0.458995277,0.200172861,2.292994536,0.02184832,0.689070953
8646,ENSG00000100938,394.5723028,-0.095968811,0.102763645,-0.933879008,0.350366308,0.844025327,8646,ENSG00000100938,394.5723028,-0.095968811,0.102763645,-0.933879008,0.350366308,0.844025327
8647,ENSG00000092330,372.2642561,-0.010478807,0.07797523,-0.134386356,0.89309707,0.981919958,8647,ENSG00000092330,372.2642561,-0.010478807,0.07797523,-0.134386356,0.89309707,0.981919958
8648,ENSG00000092295,18.66345806,-0.39571152,0.38430155,-1.02969015,0.303155481,0.824561443,8648,ENSG00000092295,18.66345806,-0.39571152,0.38430155,-1.02969015,0.303155481,0.824561443
8649,ENSG00000100949,133.6392624,0.081038491,0.136474798,0.593798212,0.552647085,0.904781084,8649,ENSG00000100949,133.6392624,0.081038491,0.136474798,0.593798212,0.552647085,0.904781084
8650,ENSG00000157379,118.7071543,-0.121072896,0.134667093,-0.899053316,0.368624263,0.848187934,8650,ENSG00000157379,118.7071543,-0.121072896,0.134667093,-0.899053316,0.368624263,0.848187934
8651,ENSG00000196943,117.6920528,0.001571024,0.12555936,0.012512203,0.990016967,0.998636249,8651,ENSG00000196943,117.6920528,0.001571024,0.12555936,0.012512203,0.990016967,0.998636249
8652,ENSG00000213906,30.11021654,-0.307729113,0.302375986,-1.017703547,0.308818861,0.828052022,8652,ENSG00000213906,30.11021654,-0.307729113,0.302375986,-1.017703547,0.308818861,0.828052022
8653,ENSG00000213903,596.4453248,-0.100338979,0.150515563,-0.666635245,0.50500515,0.891866287,8653,ENSG00000213903,596.4453248,-0.100338979,0.150515563,-0.666635245,0.50500515,0.891866287
8654,ENSG00000129467,95.16968409,0.04028882,0.19454411,0.207093499,0.835936839,0.972102299,8654,ENSG00000129467,95.16968409,0.04028882,0.19454411,0.207093499,0.835936839,0.972102299
8655,ENSG00000129465,138.1287381,-0.110544615,0.144751742,-0.76368418,0.44505547,0.872376787,8655,ENSG00000129465,138.1287381,-0.110544615,0.144751742,-0.76368418,0.44505547,0.872376787
8656,ENSG00000205978,7.420617305,-0.461195139,0.622968915,-0.74031806,0.459107025,0.878348593,8656,ENSG00000205978,7.420617305,-0.461195139,0.622968915,-0.74031806,0.459107025,0.878348593
8657,ENSG00000139899,10.8000136,0.034190067,0.51206863,0.066768525,0.946765981,0.991365452,8657,ENSG00000139899,10.8000136,0.034190067,0.51206863,0.066768525,0.946765981,0.991365452
8658,ENSG00000100441,664.9735037,-0.10367859,0.070898499,-1.46235239,0.143644669,0.75130774,8658,ENSG00000100441,664.9735037,-0.10367859,0.070898499,-1.46235239,0.143644669,0.75130774
8659,ENSG00000100445,16.79892517,0.225587259,0.363746905,0.620176436,0.535141634,0.901506263,8659,ENSG00000100445,16.79892517,0.225587259,0.363746905,0.620176436,0.535141634,0.901506263
8660,ENSG00000100448,16.20522905,1.633956763,0.903029823,1.809416168,0.070386373,0.721938419,8660,ENSG00000100448,16.20522905,1.633956763,0.903029823,1.809416168,0.070386373,0.721938419
8661,ENSG00000100450,128.6374719,-0.252177199,0.449359104,-0.561193034,0.574665951,0.911058645,8661,ENSG00000100450,128.6374719,-0.252177199,0.449359104,-0.561193034,0.574665951,0.911058645
8662,ENSG00000100453,137.625819,-0.059541441,0.265744882,-0.224054892,0.822714591,0.969519722,8662,ENSG00000100453,137.625819,-0.059541441,0.265744882,-0.224054892,0.822714591,0.969519722
8663,ENSG00000092140,137.8727582,0.010767997,0.183774304,0.058593592,0.953275815,0.992905629,8663,ENSG00000092140,137.8727582,0.010767997,0.183774304,0.058593592,0.953275815,0.992905629
8664,ENSG00000092108,198.0741322,0.16865804,0.102733209,1.641709051,0.100650315,0.732794676,8664,ENSG00000092108,198.0741322,0.16865804,0.102733209,1.641709051,0.100650315,0.732794676
8665,ENSG00000100473,7.313644843,0.187770121,0.604544024,0.310597928,0.756106303,0.956929385,8665,ENSG00000100473,7.313644843,0.187770121,0.604544024,0.310597928,0.756106303,0.956929385
8666,ENSG00000196792,156.60112,-0.031103124,0.145267921,-0.21410869,0.830462299,0.971667134,8666,ENSG00000196792,156.60112,-0.031103124,0.145267921,-0.21410869,0.830462299,0.971667134
8667,ENSG00000100478,104.5132608,-0.089756385,0.174799676,-0.513481415,0.607614608,0.913795433,8667,ENSG00000100478,104.5132608,-0.089756385,0.174799676,-0.513481415,0.607614608,0.913795433
8668,ENSG00000092148,789.393454,-0.11773947,0.079382703,-1.483187954,0.138024481,0.75130774,8668,ENSG00000092148,789.393454,-0.11773947,0.079382703,-1.483187954,0.138024481,0.75130774
8669,ENSG00000129493,111.2959192,-0.049274851,0.16312955,-0.302059627,0.762606608,0.95716679,8669,ENSG00000129493,111.2959192,-0.049274851,0.16312955,-0.302059627,0.762606608,0.95716679
8670,ENSG00000129480,22.9092617,0.284744975,0.309172109,0.920991791,0.357054713,0.845997501,8670,ENSG00000129480,22.9092617,0.284744975,0.309172109,0.920991791,0.357054713,0.845997501
8671,ENSG00000151413,32.97314904,-0.240736649,0.245436364,-0.980851593,0.326665931,0.834118005,8671,ENSG00000151413,32.97314904,-0.240736649,0.245436364,-0.980851593,0.326665931,0.834118005
8672,ENSG00000100852,185.6744998,0.131888774,0.167138115,0.789100518,0.430053259,0.866246059,8672,ENSG00000100852,185.6744998,0.131888774,0.167138115,0.789100518,0.430053259,0.866246059
8673,ENSG00000151320,23.60796095,0.91281518,0.436448922,2.091459355,0.036486906,0.695834809,8673,ENSG00000151320,23.60796095,0.91281518,0.436448922,2.091459355,0.036486906,0.695834809
8674,ENSG00000129521,32.93833117,-0.076282824,0.288672327,-0.264254022,0.791584186,0.96407674,8674,ENSG00000129521,32.93833117,-0.076282824,0.288672327,-0.264254022,0.791584186,0.96407674
8675,ENSG00000165389,52.48317858,0.172016329,0.228720762,0.752080079,0.452002903,0.874799869,8675,ENSG00000165389,52.48317858,0.172016329,0.228720762,0.752080079,0.452002903,0.874799869
8676,ENSG00000129518,98.08958296,0.019417861,0.122815991,0.158105313,0.874373814,0.977796399,8676,ENSG00000129518,98.08958296,0.019417861,0.122815991,0.158105313,0.874373814,0.977796399
8677,ENSG00000129515,324.5713907,0.155354383,0.117419447,1.323072002,0.185811434,0.766365885,8677,ENSG00000129515,324.5713907,0.155354383,0.117419447,1.323072002,0.185811434,0.766365885
8678,ENSG00000165410,23.67915082,0.729168602,0.283883738,2.568546576,0.010212599,0.590340644,8678,ENSG00000165410,23.67915082,0.729168602,0.283883738,2.568546576,0.010212599,0.590340644
8679,ENSG00000198604,860.8291948,-0.067437685,0.101142766,-0.666757373,0.504927125,0.891866287,8679,ENSG00000198604,860.8291948,-0.067437685,0.101142766,-0.666757373,0.504927125,0.891866287
8680,ENSG00000100883,176.6345489,-0.054957076,0.136772751,-0.40181305,0.687821617,0.942680833,8680,ENSG00000100883,176.6345489,-0.054957076,0.136772751,-0.40181305,0.687821617,0.942680833
8681,ENSG00000151327,213.4364381,-0.272663857,0.153795014,-1.772904399,0.07624455,0.721938419,8681,ENSG00000151327,213.4364381,-0.272663857,0.153795014,-1.772904399,0.07624455,0.721938419
8682,ENSG00000092020,113.2908639,-0.265824858,0.17885513,-1.486257944,0.137210906,0.75130774,8682,ENSG00000092020,113.2908639,-0.265824858,0.17885513,-1.486257944,0.137210906,0.75130774
8683,ENSG00000100890,51.62559433,-0.196236482,0.218404903,-0.898498522,0.368919833,0.848187934,8683,ENSG00000100890,51.62559433,-0.196236482,0.218404903,-0.898498522,0.368919833,0.848187934
8684,ENSG00000100902,41.16340872,0.158954413,0.274906719,0.578212178,0.563120878,0.906392728,8684,ENSG00000100902,41.16340872,0.158954413,0.274906719,0.578212178,0.563120878,0.906392728
8685,ENSG00000100906,895.9440198,-0.039012206,0.149036192,-0.261763307,0.79350393,0.964257232,8685,ENSG00000100906,895.9440198,-0.039012206,0.149036192,-0.261763307,0.79350393,0.964257232
8686,ENSG00000174373,335.5102512,0.058079267,0.141815699,0.409540465,0.682143077,0.939980255,8686,ENSG00000174373,335.5102512,0.058079267,0.141815699,0.409540465,0.682143077,0.939980255
8687,ENSG00000100916,10.10790082,0.024789624,0.460129248,0.053875348,0.957034477,0.993127921,8687,ENSG00000100916,10.10790082,0.024789624,0.460129248,0.053875348,0.957034477,0.993127921
8688,ENSG00000151332,38.9101165,-0.124279096,0.257146186,-0.483301337,0.628881791,0.920917786,8688,ENSG00000151332,38.9101165,-0.124279096,0.257146186,-0.483301337,0.628881791,0.920917786
8689,ENSG00000100934,248.290569,0.020126158,0.103210471,0.195001127,0.845392065,0.973268209,8689,ENSG00000100934,248.290569,0.020126158,0.103210471,0.195001127,0.845392065,0.973268209
8690,ENSG00000092208,23.52225971,0.132791782,0.284509687,0.466739051,0.640686587,0.923670239,8690,ENSG00000092208,23.52225971,0.132791782,0.284509687,0.466739051,0.640686587,0.923670239
8691,ENSG00000182400,136.2543441,0.286571383,0.153641061,1.865200498,0.062153306,0.721938419,8691,ENSG00000182400,136.2543441,0.286571383,0.153641061,1.865200498,0.062153306,0.721938419
8692,ENSG00000100941,382.6819795,-0.005117047,0.10578493,-0.048372173,0.961419636,0.993426989,8692,ENSG00000100941,382.6819795,-0.005117047,0.10578493,-0.048372173,0.961419636,0.993426989
8693,ENSG00000150527,49.72940747,-0.192987062,0.242659713,-0.795299143,0.426439512,0.86515436,8693,ENSG00000150527,49.72940747,-0.192987062,0.242659713,-0.795299143,0.426439512,0.86515436
8694,ENSG00000165355,272.1012221,-0.009171757,0.122551072,-0.07484028,0.940341793,0.990156314,8694,ENSG00000165355,272.1012221,-0.009171757,0.122551072,-0.07484028,0.940341793,0.990156314
8695,ENSG00000179476,23.28002518,-0.101700206,0.31009058,-0.32796935,0.742934837,0.95569368,8695,ENSG00000179476,23.28002518,-0.101700206,0.31009058,-0.32796935,0.742934837,0.95569368
8696,ENSG00000179454,240.5696392,0.233673757,0.120846973,1.93363351,0.053158204,0.721938419,8696,ENSG00000179454,240.5696392,0.233673757,0.120846973,1.93363351,0.053158204,0.721938419
8697,ENSG00000198718,99.74075773,0.200862081,0.149475972,1.343775046,0.179021141,0.765097106,8697,ENSG00000198718,99.74075773,0.200862081,0.149475972,1.343775046,0.179021141,0.765097106
8698,ENSG00000185246,92.36534813,0.266165936,0.162826847,1.634656328,0.102121112,0.732794676,8698,ENSG00000185246,92.36534813,0.266165936,0.162826847,1.634656328,0.102121112,0.732794676
8699,ENSG00000100442,44.67462805,0.314506188,0.234380495,1.341861612,0.179640871,0.765097106,8699,ENSG00000100442,44.67462805,0.314506188,0.234380495,1.341861612,0.179640871,0.765097106
8700,ENSG00000187790,57.82280144,0.086780734,0.218423063,0.39730573,0.691142023,0.943247051,8700,ENSG00000187790,57.82280144,0.086780734,0.218423063,0.39730573,0.691142023,0.943247051
8701,ENSG00000129534,288.6108949,0.064405194,0.11635606,0.553518177,0.579908638,0.911058645,8701,ENSG00000129534,288.6108949,0.064405194,0.11635606,0.553518177,0.579908638,0.911058645
8702,ENSG00000213741,194.5408016,0.28036175,0.178677881,1.569090416,0.116626873,0.740188982,8702,ENSG00000213741,194.5408016,0.28036175,0.178677881,1.569090416,0.116626873,0.740188982
8703,ENSG00000165501,27.82435439,0.078865464,0.273889488,0.287946299,0.773387846,0.959710056,8703,ENSG00000165501,27.82435439,0.078865464,0.273889488,0.287946299,0.773387846,0.959710056
8704,ENSG00000165502,215.7896994,0.292366813,0.097368578,3.002681335,0.002676125,0.443324048,8704,ENSG00000165502,215.7896994,0.292366813,0.097368578,3.002681335,0.002676125,0.443324048
8705,ENSG00000165506,60.36074895,0.113010449,0.249492633,0.452961065,0.650576778,0.926875358,8705,ENSG00000165506,60.36074895,0.113010449,0.249492633,0.452961065,0.650576778,0.926875358
8706,ENSG00000100479,34.58062438,-0.059335477,0.338899639,-0.17508274,0.86101462,0.977106354,8706,ENSG00000100479,34.58062438,-0.059335477,0.338899639,-0.17508274,0.86101462,0.977106354
8707,ENSG00000197776,29.7279152,-0.132887477,0.326263465,-0.407301126,0.683786836,0.940577372,8707,ENSG00000197776,29.7279152,-0.132887477,0.326263465,-0.407301126,0.683786836,0.940577372
8708,ENSG00000165516,180.9084944,0.122807532,0.111261282,1.103775994,0.269690321,0.811759744,8708,ENSG00000165516,180.9084944,0.122807532,0.111261282,1.103775994,0.269690321,0.811759744
8709,ENSG00000165525,308.0876462,-0.015734406,0.117448148,-0.133968957,0.893427121,0.981919958,8709,ENSG00000165525,308.0876462,-0.015734406,0.117448148,-0.133968957,0.893427121,0.981919958
8710,ENSG00000165527,1162.250954,0.148994843,0.078042249,1.909156198,0.056241945,0.721938419,8710,ENSG00000165527,1162.250954,0.148994843,0.078042249,1.909156198,0.056241945,0.721938419
8711,ENSG00000100483,147.5700615,-0.26015541,0.189460469,-1.373138215,0.169709383,0.764724938,8711,ENSG00000100483,147.5700615,-0.26015541,0.189460469,-1.373138215,0.169709383,0.764724938
8712,ENSG00000100485,825.419723,-0.144249652,0.137942339,-1.045724272,0.295688353,0.821509622,8712,ENSG00000100485,825.419723,-0.144249652,0.137942339,-1.045724272,0.295688353,0.821509622
8713,ENSG00000087299,24.49378003,-0.136985163,0.266370246,-0.514266009,0.607066023,0.913763817,8713,ENSG00000087299,24.49378003,-0.136985163,0.266370246,-0.514266009,0.607066023,0.913763817
8714,ENSG00000125375,126.6132691,-0.069484658,0.145666341,-0.477012452,0.633353255,0.921913894,8714,ENSG00000125375,126.6132691,-0.069484658,0.145666341,-0.477012452,0.633353255,0.921913894
8715,ENSG00000100490,42.11681388,-0.112708714,0.239224499,-0.471142023,0.637539318,0.923353312,8715,ENSG00000100490,42.11681388,-0.112708714,0.239224499,-0.471142023,0.637539318,0.923353312
8716,ENSG00000012983,180.9314768,-0.171751503,0.136942602,-1.254186068,0.209774383,0.779504529,8716,ENSG00000012983,180.9314768,-0.171751503,0.136942602,-1.254186068,0.209774383,0.779504529
8717,ENSG00000198513,20.18936251,0.024280612,0.382491447,0.063480144,0.94938417,0.992085057,8717,ENSG00000198513,20.18936251,0.024280612,0.382491447,0.063480144,0.94938417,0.992085057
8718,ENSG00000151748,60.18765204,0.109456743,0.182449686,0.599928371,0.548553973,0.904344246,8718,ENSG00000151748,60.18765204,0.109456743,0.182449686,0.599928371,0.548553973,0.904344246
8719,ENSG00000100503,2371.321247,-0.189410889,0.090615395,-2.090272723,0.036593308,0.695834809,8719,ENSG00000100503,2371.321247,-0.189410889,0.090615395,-2.090272723,0.036593308,0.695834809
8720,ENSG00000100504,1486.092159,-0.334205048,0.194295349,-1.720087743,0.085416493,0.721938419,8720,ENSG00000100504,1486.092159,-0.334205048,0.194295349,-1.720087743,0.085416493,0.721938419
