"modLLIDs" "row" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"624" "ENSG00000086015" "ENSG00000086015" 120.063095364892 0.0396297456001347 0.104144009382017 0.380528326451947 0.703553273710771 0.821919138004952
"626" "ENSG00000278139" "ENSG00000278139" 0 NA NA NA NA NA
"662" "ENSG00000123080" "ENSG00000123080" 24.2473992947992 0.140652025927713 0.225658367252342 0.623296302460741 0.533089827158598 0.699139433544709
"676" "ENSG00000134748" "ENSG00000134748" 301.329729881421 0.0591291917607033 0.0581174479148977 1.01740860760588 0.30895908893695 0.495514740728892
"801" "ENSG00000077254" "ENSG00000077254" 423.237203680135 0.0254318034154704 0.0569231306386541 0.446774503266705 0.655037882322383 0.790375176494092
"838" "ENSG00000153936" "ENSG00000153936" 100.990804166351 0.163951002393611 0.116487269837988 1.40745853707136 0.159291463853061 0.321982038150947
"843" "ENSG00000137944" "ENSG00000137944" 100.333788450069 0.170526495052821 0.112948499781457 1.50977211191625 0.13110158345163 0.284872193195464
"852" "ENSG00000197147" "ENSG00000197147" 162.46514310808 -0.0213114105559513 0.0958963755517982 -0.22223374380234 0.824131927068074 0.900501434576846
"854" "ENSG00000271949" "ENSG00000271949" 0 NA NA NA NA NA
"918" "ENSG00000237763" "ENSG00000237763" 0 NA NA NA NA NA
"920" "ENSG00000187733" "ENSG00000187733" 0 NA NA NA NA NA
"933" "ENSG00000274068" "ENSG00000274068" 0 NA NA NA NA NA
"953" "ENSG00000134183" "ENSG00000134183" 0 NA NA NA NA NA
"969" "ENSG00000168679" "ENSG00000168679" 58.7196176660102 -0.0583601643088255 0.14080517135701 -0.414474580346582 0.678526579504298 0.805616508984388
"988" "ENSG00000282608" "ENSG00000282608" 17.5823481986212 0.186081729664635 0.325019481587899 0.572524849142958 0.566966456122647 0.724563284941606
"1015" "ENSG00000116752" "ENSG00000116752" 54.802736415305 0.133791721328282 0.134375559155489 0.995655178435151 0.319417714888601 0.505938379982538
"1056" "ENSG00000273136" "ENSG00000273136" 257.64803441825 0.0775704222349918 0.150396930689534 0.515771311817003 0.606014141483991 0.75437451592118
"1061" "ENSG00000203818" "ENSG00000203818" 0 NA NA NA NA NA
"1065" "ENSG00000279782" "ENSG00000279782" 0 NA NA NA NA NA
"1081" "ENSG00000280778" "ENSG00000280778" 0 NA NA NA NA NA
"1084" "ENSG00000121851" "ENSG00000121851" 17.7517324091036 0.0756686947686546 0.213983224656251 0.353619751689466 0.723623869908302 0.83597899121875
"1088" "ENSG00000213240" "ENSG00000213240" 0.0598868649331231 -0.386914640576487 3.21232407725908 -0.120446950952291 0.904129100609524 NA
"1090" "ENSG00000270339" "ENSG00000270339" 8.52882170762874 -0.62578983932868 0.445897717611131 -1.40343808593888 0.160486242510587 NA
"1096" "ENSG00000162836" "ENSG00000162836" 144.469834998038 -0.169044288398974 0.100024411323331 -1.69003032522266 0.0910221531644787 0.223160882711494
"1111" "ENSG00000270882" "ENSG00000270882" 5.19599564744745 0.561734414552682 0.479476117047418 1.17155869621162 0.241374279135064 NA
"1113" "ENSG00000203812" "ENSG00000203812" 0.301126886845309 1.08814798495546 1.18420987917021 0.918881022777768 0.358157807035552 NA
"1117" "ENSG00000270276" "ENSG00000270276" 0.761260896666941 0.722554084457759 1.04792667762842 0.689508245073961 0.490503486439954 NA
"1128" "ENSG00000118298" "ENSG00000118298" 22.1460125531532 -0.0731779938965307 0.226537160373898 -0.323028653558432 0.746673541957654 0.851787191337057
"1140" "ENSG00000143457" "ENSG00000143457" 84.1063952653954 -0.063396694713561 0.128164602469085 -0.494650578180144 0.620846793233326 0.764739616644067
"1159" "ENSG00000163157" "ENSG00000163157" 0 NA NA NA NA NA
"1279" "ENSG00000163352" "ENSG00000163352" 6.74714258547783 0.586874638238677 0.399466960282845 1.46914437635377 0.141793633540936 NA
"1284" "ENSG00000243364" "ENSG00000243364" 22.2370663514156 0.0401907304638868 0.193769081465477 0.207415600878757 0.835685299777872 0.907306647967183
"1285" "ENSG00000251246" "ENSG00000251246" 0 NA NA NA NA NA
"1288" "ENSG00000169241" "ENSG00000169241" 103.141960412793 0.128171543269364 0.1133098106687 1.13116015738582 0.257987688091959 0.439313658743343
"1291" "ENSG00000273088" "ENSG00000273088" 0 NA NA NA NA NA
"1312" "ENSG00000173080" "ENSG00000173080" 25.2108661039101 0.230565794417587 0.203710782088934 1.13182911603044 0.257706284238735 0.439071750363851
"1327" "ENSG00000163472" "ENSG00000163472" 50.3766478166239 0.00139370493753485 0.121566271534885 0.0114645692422582 0.990852797584932 0.995850687219669
"1328" "ENSG00000198715" "ENSG00000198715" 67.490660943934 -0.0391235241816986 0.147205465072516 -0.265774943630155 0.790412541481 0.877191526257966
"1364" "ENSG00000158477" "ENSG00000158477" 8.19734869076546 -0.449873184149286 0.337887180819014 -1.33143016275085 0.183047510115328 NA
"1371" "ENSG00000198965" "ENSG00000198965" 0 NA NA NA NA NA
"1374" "ENSG00000279111" "ENSG00000279111" 0 NA NA NA NA NA
"1397" "ENSG00000256029" "ENSG00000256029" 0 NA NA NA NA NA
"1428" "ENSG00000215845" "ENSG00000215845" 44.4002495022858 -0.149657445144466 0.135015403722763 -1.10844719208312 0.267668733488498 0.450495866985079
"1449" "ENSG00000188931" "ENSG00000188931" 0 NA NA NA NA NA
"1461" "ENSG00000254706" "ENSG00000254706" 0 NA NA NA NA NA
"1507" "ENSG00000117479" "ENSG00000117479" 35.9202865471514 0.148881900206129 0.178053836637854 0.836162269892236 0.403063621042553 0.584700879686113
"1510" "ENSG00000000460" "ENSG00000000460" 67.5645956670384 0.0478579750635134 0.116289700948455 0.411540959114911 0.6806759139115 0.806818516227424
"1599" "ENSG00000173627" "ENSG00000173627" 2.87507941950934 0.368628559773492 0.581520033023143 0.633905177534652 0.526142706447126 NA
"1613" "ENSG00000262180" "ENSG00000262180" 15.3590010243432 -0.125980789666345 0.243643738063243 -0.517069679967084 0.605107518203272 NA
"1626" "ENSG00000023572" "ENSG00000023572" 20.7335460282672 0.154206096518757 0.224163756474311 0.687917167985312 0.491504944699157 0.662705829783609
"1634" "ENSG00000080910" "ENSG00000080910" 0 NA NA NA NA NA
"1711" "ENSG00000174529" "ENSG00000174529" 24.2884061545862 0.382448790119159 0.24573591445442 1.55634063896711 0.119627112644443 0.268714025190049
"1779" "ENSG00000117691" "ENSG00000117691" 25.7252628832972 -0.0344319785393682 0.171925435652967 -0.200272742707306 0.841267278856101 0.910658014339836
"1807" "ENSG00000118873" "ENSG00000118873" 366.198276395565 -0.0156620044988715 0.0610284554765286 -0.256634456444586 0.797460973212523 0.881767419214298
"1840" "ENSG00000255835" "ENSG00000255835" 0 NA NA NA NA NA
"1843" "ENSG00000143751" "ENSG00000143751" 269.932808159141 0.179235292414951 0.0795952526015739 2.25183395437088 0.024332767092446 0.094657845777232
"1867" "ENSG00000154370" "ENSG00000154370" 395.758713493348 -0.0891696682612574 0.063970614848412 -1.39391607338085 0.163342949911267 0.327298401083492
"1869" "ENSG00000168148" "ENSG00000168148" 6.31994396846916 0.18733216891916 0.484963458048419 0.386280998723118 0.699288571345194 NA
"1875" "ENSG00000213029" "ENSG00000213029" 0 NA NA NA NA NA
"1984" "ENSG00000279263" "ENSG00000279263" 0 NA NA NA NA NA
"2007" "ENSG00000279301" "ENSG00000279301" 0 NA NA NA NA NA
"2028" "ENSG00000255767" "ENSG00000255767" 0 NA NA NA NA NA
"2043" "ENSG00000119203" "ENSG00000119203" 103.292498634057 -0.0448791226008453 0.105961796961866 -0.423540595645018 0.671900886409392 0.801724954327147
"2044" "ENSG00000134330" "ENSG00000134330" 192.350749730981 0.098278654434396 0.0888513505731717 1.10610197594532 0.26868238357599 0.451878412205914
"2078" "ENSG00000250741" "ENSG00000250741" 0 NA NA NA NA NA
"2148" "ENSG00000163794" "ENSG00000163794" 9.68221549707894 0.672782664431829 0.336903675792907 1.9969585159569 0.0458296896428288 NA
"2165" "ENSG00000163798" "ENSG00000163798" 165.808130752478 0.0765451300692603 0.0826394255221287 0.926254382646495 0.35431379656915 0.540030839106149
"2172" "ENSG00000163806" "ENSG00000163806" 31.6492303735063 0.0259007319432837 0.22150610929348 0.116930101954737 0.906915443861171 0.949647987711047
"2213" "ENSG00000115841" "ENSG00000115841" 44.1481291298434 0.0837052911568016 0.166366794675616 0.503137007117384 0.61486794959814 0.760482652864359
"2258" "ENSG00000171150" "ENSG00000171150" 110.817353901721 -0.111687411533919 0.129726388857212 -0.860945968802475 0.389267802106896 0.572243626556042
"2259" "ENSG00000180398" "ENSG00000180398" 180.359879536656 0.0297021641811342 0.0820723501089307 0.361902201432174 0.717425114793114 0.831946963067337
"2279" "ENSG00000270898" "ENSG00000270898" 6.3655402429616 0.0548307958595613 0.425930794430223 0.128731701432646 0.897569949994469 NA
"2326" "ENSG00000011523" "ENSG00000011523" 464.719383173927 0.0127412512535288 0.0573247276526598 0.222264488210571 0.82410799499703 0.900501434576846
"2332" "ENSG00000197223" "ENSG00000197223" 68.2812693869677 0.000926230632177732 0.132265722615672 0.00700280173774956 0.994412618277942 0.997488302001791
"2356" "ENSG00000115998" "ENSG00000115998" 93.1128216047899 0.171497587162033 0.121803991835477 1.40798002247478 0.159136985626563 0.321888231766324
"2379" "ENSG00000116096" "ENSG00000116096" 6.85038566993182 0.320577288903945 0.411156289624973 0.779696910866551 0.435569297571177 NA
"2408" "ENSG00000274049" "ENSG00000274049" 0 NA NA NA NA NA
"2418" "ENSG00000115307" "ENSG00000115307" 200.644473751355 -0.07147761598501 0.0845103475146996 -0.84578537524742 0.397672485453358 0.580389539291084
"2472" "ENSG00000187627" "ENSG00000187627" 10.1249764132269 -0.304678639347361 0.412608429597737 -0.738420782252075 0.460258789539102 NA
"2473" "ENSG00000183281" "ENSG00000183281" 17.6511035249589 -0.0130835458738234 0.297715388386275 -0.0439464884389783 0.964947058657682 0.981647423120431
"2474" "ENSG00000125551" "ENSG00000125551" 9.63152249680479 -0.66413383268048 0.38877018637351 -1.7082941438375 0.0875817773846231 NA
"2475" "ENSG00000185304" "ENSG00000185304" 36.6801908751742 0.518786749022645 0.365839569455328 1.41807172415775 0.156169825563114 0.317981642315253
"2503" "ENSG00000144021" "ENSG00000144021" 411.179705476322 -0.0567754230605413 0.0562790702531005 -1.00881949195693 0.31306121121687 0.499572946078518
"2512" "ENSG00000158158" "ENSG00000158158" 115.256684239432 -0.188879385795176 0.0955031905673364 -1.97772854156116 0.0479593386267255 0.146216282389986
"2514" "ENSG00000163126" "ENSG00000163126" 15.903053710485 0.129336668863167 0.265517747885677 0.487111200260913 0.626179529623529 NA
"2537" "ENSG00000273155" "ENSG00000273155" 0.105522094246278 0.667963116510129 3.2135742886036 0.207856752799818 0.835340817875187 NA
"2591" "ENSG00000186522" "ENSG00000186522" 22.4350795035474 -0.111421370592701 0.263309275560367 -0.423157787949465 0.672180142468624 0.801923052045986
"2593" "ENSG00000015568" "ENSG00000015568" 0.45657860682562 -0.71867004896587 1.30139503484886 -0.552230513964833 0.580790430761368 NA
"2598" "ENSG00000257207" "ENSG00000257207" 0 NA NA NA NA NA
"2599" "ENSG00000256671" "ENSG00000256671" 0 NA NA NA NA NA
"2613" "ENSG00000125611" "ENSG00000125611" 69.3476338373366 0.145232493858688 0.108679679841702 1.33633531190217 0.181439699558879 0.350247144173101
"2641" "ENSG00000186132" "ENSG00000186132" 21.9469630689597 0.197799506996967 0.217421134749072 0.909752896034004 0.36295284115716 0.547948567169022
"2670" "ENSG00000173349" "ENSG00000173349" 0 NA NA NA NA NA
"2672" "ENSG00000144233" "ENSG00000144233" 173.009066797431 -0.0304869642949428 0.0730019395191242 -0.417618552270877 0.676226030300443 0.80421984949034
"2751" "ENSG00000136541" "ENSG00000136541" 35.9594324712154 0.0759077427610723 0.185554947863598 0.409084983370384 0.682477296014713 0.807856167207612
"2764" "ENSG00000248672" "ENSG00000248672" 0 NA NA NA NA NA
"2802" "ENSG00000251569" "ENSG00000251569" 0 NA NA NA NA NA
"2891" "ENSG00000064989" "ENSG00000064989" 11.8579215747806 0.396834032210291 0.377065312773993 1.05242783880295 0.292603301844008 NA
"2930" "ENSG00000115541" "ENSG00000115541" 8.47681461706916 -0.254054471550475 0.338045879360272 -0.751538436236096 0.452328677983946 NA
"2931" "ENSG00000270757" "ENSG00000270757" 0 NA NA NA NA NA
"2962" "ENSG00000003393" "ENSG00000003393" 139.767637142265 0.105274428486414 0.102711002772292 1.02495765443751 0.305383168659445 0.492230270424562
"3019" "ENSG00000138376" "ENSG00000138376" 75.3736936909445 0.0129349349873817 0.151518545443826 0.0853686586648052 0.931968308941773 0.964725430221371
"3024" "ENSG00000115425" "ENSG00000115425" 73.8190470822562 -0.0791086375322129 0.113915943013778 -0.694447462219095 0.487401637739832 0.658987194165551
"3068" "ENSG00000158552" "ENSG00000158552" 140.996989352968 0.0854865959542005 0.0949578857116724 0.900257996621467 0.367982968442927 0.553035185104734
"3069" "ENSG00000115657" "ENSG00000115657" 1.70081884811317 0.0739566931068498 0.704185722568808 0.105024414350609 0.916356435999162 NA
"3103" "ENSG00000124019" "ENSG00000124019" 15.0850683450187 0.0242581089361748 0.321795663782862 0.0753835792906877 0.939909523859632 NA
"3156" "ENSG00000115474" "ENSG00000115474" 19.6552937034316 -0.209080916115867 0.229071738427999 -0.912731171250899 0.361383945593151 0.546492110161189
"3191" "ENSG00000177483" "ENSG00000177483" 23.6062400347865 0.104091531155632 0.232648981293241 0.447418813428763 0.654572694542941 0.789976039117833
"3193" "ENSG00000184182" "ENSG00000184182" 99.4434477650139 0.200219190129945 0.0896480922184572 2.23339041774636 0.0255232095334216 0.0976728031493829
"3194" "ENSG00000258984" "ENSG00000258984" 6.31345004775813 -0.260330407456856 0.46890550659914 -0.555187353940392 0.578766517844507 NA
"3246" "ENSG00000091181" "ENSG00000091181" 118.779267965507 -0.0052912872612289 0.217123947083578 -0.0243698925535474 0.980557563452308 0.989920127918972
"3289" "ENSG00000272410" "ENSG00000272410" 0 NA NA NA NA NA
"3321" "ENSG00000154781" "ENSG00000154781" 200.868862341246 0.095824578132629 0.0787074052329434 1.21747855680193 0.223422190168393 0.399171925170156
"3443" "ENSG00000280571" "ENSG00000280571" 0 NA NA NA NA NA
"3483" "ENSG00000183625" "ENSG00000183625" 212.955273666757 0.0626550345855866 0.194509987241043 0.322117313739486 0.74736382229195 0.852265893380945
"3552" "ENSG00000145022" "ENSG00000145022" 140.625764275495 -0.0626214680296425 0.109510628103512 -0.571830050782387 0.567437116511657 0.724770832432751
"3560" "ENSG00000176020" "ENSG00000176020" 0.217864247716024 0.366850326097543 2.42830748493304 0.151072435584762 0.879918576128868 NA
"3583" "ENSG00000114383" "ENSG00000114383" 129.060160235983 -0.014637123644224 0.0911435769464082 -0.160594132188059 0.872413076746278 0.928765844566543
"3587" "ENSG00000114395" "ENSG00000114395" 81.2156841518926 -0.10774867747425 0.122979716596969 -0.876149990061898 0.380948499461621 0.564460620074466
"3588" "ENSG00000272104" "ENSG00000272104" 0 NA NA NA NA NA
"3605" "ENSG00000214681" "ENSG00000214681" 0 NA NA NA NA NA
"3620" "ENSG00000173366" "ENSG00000173366" 0 NA NA NA NA NA
"3637" "ENSG00000114902" "ENSG00000114902" 150.142625205837 -0.00115837239177006 0.0918039060563466 -0.0126178987532305 0.989932640535413 0.995582998221443
"3643" "ENSG00000272573" "ENSG00000272573" 1.11297083634706 0.373734223489122 0.941385134198728 0.397004594519362 0.691364072513194 NA
"3644" "ENSG00000248592" "ENSG00000248592" 4.10017608942551 -0.654521335078141 0.411282305938401 -1.59141622585673 0.111515935072855 NA
"3733" "ENSG00000064835" "ENSG00000064835" 3.7839084887997 0.0732864165650198 0.598827946149181 0.12238309356852 0.902595627236027 NA
"3741" "ENSG00000178750" "ENSG00000178750" 4.9780929323713 0.4225375371265 0.523266656574447 0.807499449501774 0.419378791549278 NA
"3754" "ENSG00000230301" "ENSG00000230301" 0 NA NA NA NA NA
"3762" "ENSG00000154165" "ENSG00000154165" 36.6677343102995 0.342827166766691 0.339035363841186 1.0111840926638 0.311928327872314 0.498576400063484
"3783" "ENSG00000144815" "ENSG00000144815" 300.94306906409 0.0625058960296109 0.0691894784244446 0.903401752014473 0.366312710486046 0.551674638031509
"3842" "ENSG00000251012" "ENSG00000251012" 0 NA NA NA NA NA
"3919" "ENSG00000163870" "ENSG00000163870" 191.769636300593 -0.0219874162925726 0.0782461225451526 -0.281003269904967 0.778707891824186 0.870198666947255
"3937" "ENSG00000261796" "ENSG00000261796" 0 NA NA NA NA NA
"3964" "ENSG00000274810" "ENSG00000274810" 2.27278903286661 -0.121643552642466 0.678970748275196 -0.17915875308543 0.857813049923668 NA
"4042" "ENSG00000163751" "ENSG00000163751" 19.2792189260363 0.416083954531467 0.350096192172944 1.18848466174098 0.234642519201756 0.412633875203568
"4075" "ENSG00000169860" "ENSG00000169860" 34.4667118631655 0.384294249674915 0.187639632882126 2.04804413530443 0.0405556750054831 0.131592817740021
"4105" "ENSG00000248710" "ENSG00000248710" 0 NA NA NA NA NA
"4148" "ENSG00000144959" "ENSG00000144959" 54.859844731258 0.0567810997093424 0.134300677543574 0.42279086560021 0.672447852720371 0.801930926120469
"4155" "ENSG00000275163" "ENSG00000275163" 0 NA NA NA NA NA
"4194" "ENSG00000163888" "ENSG00000163888" 0.993379204405408 1.53418275824559 1.15958057749205 1.32304971989418 0.185818843872133 NA
"4203" "ENSG00000177383" "ENSG00000177383" 37.1100403475375 -0.449318271210031 0.190593119495558 -2.35747372412624 0.0183997574177454 0.0787145371917815
"4252" "ENSG00000114315" "ENSG00000114315" 10.8879547611472 0.216182460464532 0.31027462367164 0.696745540793291 0.485962053055122 NA
"4256" "ENSG00000133657" "ENSG00000133657" 353.43409280563 -0.0196762784008526 0.071046346580183 -0.276949897467928 0.781818577834791 0.87170750440176
"4271" "ENSG00000272741" "ENSG00000272741" 0 NA NA NA NA NA
"4276" "ENSG00000163961" "ENSG00000163961" 322.825319345733 -0.087052441446698 0.0601861979669122 -1.4463854569208 0.148069118606107 0.307110190249363
"4324" "ENSG00000168936" "ENSG00000168936" 289.221242122246 -0.0353379441769835 0.0708360473153172 -0.498869509469965 0.617871315331765 0.762672740764409
"4330" "ENSG00000243449" "ENSG00000243449" 41.6710840386741 0.229277865597533 0.187131733953338 1.22522172350898 0.220491691705316 0.395740508043924
"4349" "ENSG00000175920" "ENSG00000175920" 50.6497334978544 0.187027178546353 0.159844695401373 1.17005558474571 0.241978600762189 0.420836134091936
"4355" "ENSG00000168826" "ENSG00000168826" 91.4836961285969 -0.028584716003615 0.11720044880589 -0.24389596025317 0.807311397973498 0.888944960694977
"4391" "ENSG00000231396" "ENSG00000231396" 0 NA NA NA NA NA
"4392" "ENSG00000233136" "ENSG00000233136" 0 NA NA NA NA NA
"4393" "ENSG00000227551" "ENSG00000227551" 0 NA NA NA NA NA
"4394" "ENSG00000232399" "ENSG00000232399" 0 NA NA NA NA NA
"4395" "ENSG00000223569" "ENSG00000223569" 0 NA NA NA NA NA
"4396" "ENSG00000249104" "ENSG00000249104" 0 NA NA NA NA NA
"4398" "ENSG00000248920" "ENSG00000248920" 0 NA NA NA NA NA
"4399" "ENSG00000250745" "ENSG00000250745" 0 NA NA NA NA NA
"4400" "ENSG00000249811" "ENSG00000249811" 0 NA NA NA NA NA
"4402" "ENSG00000250913" "ENSG00000250913" 0 NA NA NA NA NA
"4403" "ENSG00000232264" "ENSG00000232264" 0 NA NA NA NA NA
"4404" "ENSG00000230430" "ENSG00000230430" 0 NA NA NA NA NA
"4405" "ENSG00000229579" "ENSG00000229579" 0 NA NA NA NA NA
"4406" "ENSG00000227140" "ENSG00000227140" 0 NA NA NA NA NA
"4407" "ENSG00000235780" "ENSG00000235780" 0 NA NA NA NA NA
"4408" "ENSG00000231051" "ENSG00000231051" 0 NA NA NA NA NA
"4409" "ENSG00000231637" "ENSG00000231637" 0 NA NA NA NA NA
"4410" "ENSG00000228856" "ENSG00000228856" 0 NA NA NA NA NA
"4451" "ENSG00000281028" "ENSG00000281028" 0 NA NA NA NA NA
"4477" "ENSG00000109790" "ENSG00000109790" 190.368359944722 0.0460373928125698 0.101933299628462 0.451642328663665 0.651526671064207 0.787771488976335
"4515" "ENSG00000170448" "ENSG00000170448" 161.28958825839 0.309615100125134 0.175183314571277 1.76737779441409 0.0771649792248343 0.199814833571615
"4536" "ENSG00000282278" "ENSG00000282278" 0 NA NA NA NA NA
"4570" "ENSG00000109163" "ENSG00000109163" 7.80854819595638 0.0185637135994079 0.4523083201815 0.0410421669713234 0.967262279783408 NA
"4586" "ENSG00000271271" "ENSG00000271271" 0 NA NA NA NA NA
"4719" "ENSG00000255072" "ENSG00000255072" 0 NA NA NA NA NA
"4857" "ENSG00000151470" "ENSG00000151470" 63.6558719848625 0.149511404025278 0.156684301977032 0.954220698173034 0.339971939621812 0.525813724798582
"4897" "ENSG00000250673" "ENSG00000250673" 1.80258027687608 -1.39102457608455 0.779013781348311 -1.78562255173069 0.0741603929343052 NA
"4946" "ENSG00000205208" "ENSG00000205208" 23.8746446082379 -0.236446526137868 0.215934974421489 -1.09498948362271 0.273521243752708 0.45778982653144
"5005" "ENSG00000177300" "ENSG00000177300" 0 NA NA NA NA NA
"5034" "ENSG00000272297" "ENSG00000272297" 0 NA NA NA NA NA
"5115" "ENSG00000082213" "ENSG00000082213" 105.222316212652 0.0875597109060654 0.0989212161447125 0.885145920345072 0.376077935350493 0.560422386611788
"5127" "ENSG00000273294" "ENSG00000273294" 1.03165297445306 -0.613908397200728 1.02346521687303 -0.599833181508981 0.548617417114533 NA
"5168" "ENSG00000205765" "ENSG00000205765" 159.890671820858 0.0436160081972656 0.0840064486122224 0.519198334387389 0.603622440439461 0.753243690302684
"5231" "ENSG00000186105" "ENSG00000186105" 2.08943042963152 0.250689088298792 0.785301989782535 0.319226350576564 0.749554876592863 NA
"5255" "ENSG00000134058" "ENSG00000134058" 91.9398344104691 -0.00550984450523038 0.0906894621326125 -0.0607550687330519 0.951554274135077 0.975365947051353
"5265" "ENSG00000172058" "ENSG00000172058" 1.44957625631675 -0.075188038317615 0.879480343218665 -0.0854914369574727 0.931870702867247 NA
"5285" "ENSG00000171617" "ENSG00000171617" 124.911954155156 0.123151329475968 0.229935665323773 0.535590376127854 0.592241681467351 0.743807847075243
"5328" "ENSG00000228716" "ENSG00000228716" 67.0395545204724 -0.103316560783675 0.127307151130149 -0.811553474148932 0.417047897297818 0.597321525418268
"5329" "ENSG00000113318" "ENSG00000113318" 135.911017163975 0.102552270952912 0.116631391579944 0.879285324162647 0.37924659116296 0.563435099683432
"5401" "ENSG00000258864" "ENSG00000258864" 0 NA NA NA NA NA
"5402" "ENSG00000153037" "ENSG00000153037" 46.7016396470886 0.141621027812012 0.169489787107826 0.835572633777137 0.403395369504504 0.585037745360838
"5464" "ENSG00000273217" "ENSG00000273217" 0 NA NA NA NA NA
"5479" "ENSG00000113520" "ENSG00000113520" 3.58226725798427 0.207885249516951 0.567073029184503 0.366593434739626 0.713922306105787 NA
"5490" "ENSG00000170606" "ENSG00000170606" 349.959195470209 0.115834945273167 0.0764532876014551 1.51510744543787 0.129745196473512 0.283109134358031
"5496" "ENSG00000272772" "ENSG00000272772" 0 NA NA NA NA NA
"5505" "ENSG00000145833" "ENSG00000145833" 463.148351474892 -0.087646397860744 0.0626288821738256 -1.39945652578442 0.161676126422896 0.325047726680175
"5512" "ENSG00000251380" "ENSG00000251380" 0 NA NA NA NA NA
"5553" "ENSG00000279686" "ENSG00000279686" 0 NA NA NA NA NA
"5577" "ENSG00000256453" "ENSG00000256453" 0 NA NA NA NA NA
"5611" "ENSG00000279983" "ENSG00000279983" 0 NA NA NA NA NA
"5622" "ENSG00000262209" "ENSG00000262209" 8.94773766855517 0.201398366642449 0.392524617530306 0.513084677107926 0.607892089534648 NA
"5761" "ENSG00000170234" "ENSG00000170234" 345.314235156502 -0.0729466773207702 0.0554703631549316 -1.31505678297123 0.188490819525718 0.358966154923755
"5787" "ENSG00000234511" "ENSG00000234511" 70.0147242342061 0.0990949386567992 0.137162017118263 0.722466326602343 0.470007821054663 0.644814090829574
"5800" "ENSG00000168246" "ENSG00000168246" 47.0747074835565 -0.05200043852931 0.130592505312183 -0.398188536202766 0.690491215596382 0.812599848084839
"5828" "ENSG00000113194" "ENSG00000113194" 255.176866241884 0.0189594214662492 0.0645136709839243 0.293882229566095 0.768847897570557 0.865461375136813
"5883" "ENSG00000213316" "ENSG00000213316" 2.9629823708075 0.724789615571861 0.646576908013252 1.12096427600382 0.262303069030281 NA
"5907" "ENSG00000230178" "ENSG00000230178" 0 NA NA NA NA NA
"5949" "ENSG00000259040" "ENSG00000259040" 0 NA NA NA NA NA
