"modLLIDs" "logFC" "logCPM" "F" "PValue" "FDR"
"ENSG00000104805" "ENSG00000186891" 0.65503031984818 7.72672431675924 25.1966999739185 2.59228390335171e-06 0.0019051846531911
"ENSG00000172493" "ENSG00000176022" 0.467407996520661 8.39935643440561 24.7862869637462 2.88922716886441e-06 0.00191107931084537
"ENSG00000249992" "ENSG00000131584" 2.64461776426771 5.02962988389515 23.9879817240528 4.6239602860193e-06 0.00210932312495687
"ENSG00000198356" "ENSG00000169972" 0.589486419942126 5.55639547026852 22.0711444558482 9.10311291477517e-06 0.00308782258332207
"ENSG00000119522" "ENSG00000107404" 0.384715683648765 6.94744745999149 20.9524777731604 1.43683555672373e-05 0.00401343180629
"ENSG00000133069" "ENSG00000221978" 1.28052066588671 6.99015104195353 20.800776831987 1.71147569199145e-05 0.00404305570167051
"ENSG00000068028" "ENSG00000162585" -0.351965186887514 6.40246227190951 20.1466660855967 2.0293795894479e-05 0.00447444376480105
"ENSG00000159335" "ENSG00000157881" 1.00238962112894 6.42800878394506 19.8755736512761 2.51883372395809e-05 0.00496133474746242
"ENSG00000107372" "ENSG00000235169" 0.341474331291108 8.12224710132052 19.6304903888021 2.53572451953961e-05 0.00496133474746242
"ENSG00000068831" "ENSG00000198912" -0.267397507819847 8.4913822749566 18.7841967909532 3.66346204297231e-05 0.00520361861600149
"ENSG00000140983" "ENSG00000187017" -0.267358816493573 6.59870441287151 18.7343685763144 3.74409087471191e-05 0.00520361861600149
"ENSG00000129244" "ENSG00000171735" 1.47602635828314 3.08636195898307 18.7984048988451 3.83372466822249e-05 0.00520361861600149
"ENSG00000105402" "ENSG00000162426" 0.462265288775211 6.28513570438436 18.6700167964918 3.87851318989983e-05 0.00520361861600149
"ENSG00000274290" "ENSG00000178585" 0.646827322634961 4.23875344291346 18.5904012331318 3.98742959048752e-05 0.00527497060525594
"ENSG00000141179" "ENSG00000116691" 0.708024364437964 5.52409362535106 18.5209336534287 4.35678671501514e-05 0.00542235652152352
