AIHsteroid.vs.AIHnotx,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
7845,ENSG00000013573,134.8764219,-0.166656419,0.432502781,-0.385330283,0.699992728,NA
7846,ENSG00000139146,196.2803965,-0.376658203,0.155521091,-2.421910765,0.015439141,NA
7847,ENSG00000170456,54.10879494,-0.792702183,0.399855595,-1.982471156,0.047426533,NA
7848,ENSG00000139160,41.1044956,0.015554385,0.301641858,0.051565738,0.95887472,NA
7849,ENSG00000151743,83.82492225,0.276836282,0.243315179,1.137768236,0.255217272,NA
7850,ENSG00000174718,5035.778789,0.465062422,0.17827341,2.608703244,0.009088602,0.054884405
7851,ENSG00000151746,103.2301732,-0.283224271,0.227603699,-1.24437464,0.213361712,NA
7852,ENSG00000139132,419.2198259,0.672969403,0.227543738,2.957538659,0.003101059,0.035547924
7853,ENSG00000087470,240.1942007,-0.218324478,0.160010164,-1.364441312,0.172428713,NA
7854,ENSG00000139131,94.11618927,-0.397840544,0.220265252,-1.806188402,0.070888916,NA
7855,ENSG00000057294,16.44438785,0.712243757,0.614117013,1.159785093,0.246136315,NA
7856,ENSG00000139133,34.03478552,-0.954671448,0.326206107,-2.926589746,0.003427006,NA
7857,ENSG00000175548,64.64073415,-0.692406708,0.303755235,-2.279488974,0.022638015,NA
7858,ENSG00000139117,89.70797014,-0.084699618,0.245651778,-0.344795461,0.730248146,NA
7859,ENSG00000139116,53.00839545,-0.477039791,0.28547566,-1.6710349,0.094714784,NA
7860,ENSG00000173208,142.8485505,-0.417759569,0.251558158,-1.660687821,0.096776161,NA
7861,ENSG00000180116,5.329689717,-0.618105337,0.863861779,-0.715514163,0.474291393,NA
7862,ENSG00000151229,63.32842725,-0.697256158,0.240584699,-2.898173329,0.003753431,NA
7863,ENSG00000188906,5189.446705,0.590707314,0.212681978,2.777420634,0.005479222,0.044418407
7864,ENSG00000151233,147.7807815,-0.159471761,0.153926092,-1.036028131,0.300189019,NA
7865,ENSG00000015153,212.9905872,0.078452148,0.141313447,0.555164065,0.578782446,NA
7866,ENSG00000134283,345.1658438,-0.582493437,0.11887526,-4.900039216,9.58E-07,NA
7867,ENSG00000139168,36.74528942,-0.126796235,0.332249119,-0.381630012,0.70273582,NA
7868,ENSG00000139174,18.81240985,-0.289821303,0.469325615,-0.617527135,0.536887089,NA
7869,ENSG00000129317,158.4618683,-0.267875112,0.198214365,-1.351441467,0.176554058,NA
7870,ENSG00000198001,388.7562246,0.141652675,0.125605001,1.127763016,0.259420016,0.410622671
7871,ENSG00000151239,105.3975313,-0.016080868,0.210735258,-0.076308388,0.939173753,NA
7872,ENSG00000139173,17.33330452,-1.048752568,0.435986919,-2.40546797,0.016151768,NA
7873,ENSG00000184613,299.263759,-0.849854072,0.284884344,-2.983154709,0.002852937,NA
7874,ENSG00000177119,453.2861836,0.099054771,0.171964896,0.576017392,0.564603426,0.688525343
7875,ENSG00000189079,528.2626429,-0.039588704,0.105952159,-0.373646979,0.708666977,0.800005188
7876,ENSG00000139218,1447.11162,0.136621837,0.098528199,1.386626745,0.165555609,0.30237171
7877,ENSG00000111371,1345.745167,-0.288908855,0.151571428,-1.906090471,0.056638469,0.152923866
7878,ENSG00000134294,895.2080176,0.123286906,0.142854895,0.863021921,0.388125415,0.537518325
7879,ENSG00000139211,50.08192943,-0.373085845,0.292798413,-1.274207194,0.202589996,NA
7880,ENSG00000179715,344.3034024,-0.292107062,0.207124129,-1.410299531,0.158451257,NA
7881,ENSG00000005175,165.7775401,-0.067363496,0.177300423,-0.379939849,0.703990067,NA
7882,ENSG00000111405,87.96264447,0.344312575,0.253625586,1.357562463,0.174602561,NA
7883,ENSG00000079337,101.1645041,0.363604303,0.280714307,1.295282406,0.195222826,NA
7884,ENSG00000211584,503.7042974,0.318995068,0.34646818,0.920705239,0.35720434,0.511836219
7885,ENSG00000061273,1090.992606,0.201595537,0.117604843,1.714177173,0.086496192,0.19886211
7886,ENSG00000111424,248.7951153,0.547032846,0.202048192,2.707437474,0.006780484,NA
7887,ENSG00000134291,43.54631845,-0.555025707,0.324223825,-1.711859722,0.086922523,NA
7888,ENSG00000079387,140.0835994,-0.166966446,0.167805688,-0.99499873,0.319736882,NA
7889,ENSG00000152556,77.11982621,0.061980674,0.220692615,0.280846164,0.778828394,NA
7890,ENSG00000177981,264.5123009,0.212136215,0.119147618,1.780448645,0.075002567,NA
7891,ENSG00000172640,25.16672817,-0.682416711,0.389706842,-1.75110272,0.079928218,NA
7892,ENSG00000167528,687.5355345,0.09437555,0.166953818,0.565279378,0.571883753,0.692749062
7893,ENSG00000139620,158.776051,-0.376852948,0.146839641,-2.56642515,0.01027528,NA
7894,ENSG00000129315,328.6085806,-0.135523097,0.104116552,-1.301647956,0.193036758,NA
7895,ENSG00000174233,7.790818074,0.875425212,0.948033706,0.923411485,0.355792809,NA
7896,ENSG00000167535,30.91009843,-0.017513376,0.372745631,-0.046984791,0.962525349,NA
7897,ENSG00000174243,636.1070438,0.112513947,0.108996105,1.032274934,0.30194334,0.454794325
7898,ENSG00000139537,48.42928964,-0.139882113,0.293214782,-0.477063646,0.633316801,NA
7899,ENSG00000134285,112.7509572,0.001091631,0.185704377,0.005878329,0.995309799,NA
7900,ENSG00000134287,658.1349266,0.290153987,0.153044357,1.895881643,0.057975697,0.155901625
7901,ENSG00000169884,17.86001335,-0.459972707,0.453348364,-1.014612038,0.310290799,NA
7902,ENSG00000125084,23.49821615,-0.40062463,0.385647869,-1.038835327,0.298881329,NA
7903,ENSG00000181929,100.6909459,0.168101895,0.170249016,0.987388351,0.323452293,NA
7904,ENSG00000167548,3794.216833,0.207727512,0.134804008,1.54095947,0.123326651,0.247679634
7905,ENSG00000139636,321.7786984,-0.079043988,0.132299332,-0.597463242,0.550198142,NA
7906,ENSG00000123416,137.4526667,0.515915977,0.178726566,2.886621658,0.003894022,NA
7907,ENSG00000167552,993.6439095,0.394005138,0.204134622,1.930124026,0.053591472,0.147749654
7908,ENSG00000167553,60.79957674,0.523823845,0.325560606,1.608990265,0.10761847,NA
7909,ENSG00000135451,11.84990858,1.214720352,0.720453537,1.686049536,0.091786259,NA
7910,ENSG00000123352,38.82794759,0.00544718,0.304624027,0.01788165,0.985733268,NA
7911,ENSG00000135519,110.4537025,0.671423864,0.298431684,2.249841085,0.024459035,NA
7912,ENSG00000187778,266.670633,-0.063319967,0.119452386,-0.530085406,0.596052717,NA
7913,ENSG00000110844,33.7987376,-0.51925882,0.353773675,-1.467771223,0.142166377,NA
7914,ENSG00000135436,32.87489735,-0.516582951,0.333708418,-1.548006952,0.121620623,NA
7915,ENSG00000161791,373.6876212,-0.350037385,0.187200139,-1.869856438,0.061503757,NA
7916,ENSG00000139644,3023.57249,0.194188359,0.118885466,1.633407053,0.102383415,0.221367714
7917,ENSG00000167566,309.0338979,0.311709053,0.163840926,1.90251032,0.057104471,NA
7918,ENSG00000186666,24.85748905,-0.201682979,0.385468297,-0.523215477,0.600824312,NA
7919,ENSG00000161800,53.29190023,-0.000416905,0.275585945,-0.001512795,0.998792965,NA
7920,ENSG00000110881,6.490623441,1.128932448,0.873825549,1.291942595,0.196377025,NA
7921,ENSG00000066117,264.5490457,0.075759831,0.12666331,0.598119782,0.549760011,NA
7922,ENSG00000167588,7.651678182,0.61220966,0.749293861,0.817048814,0.413900533,NA
7923,ENSG00000178449,44.93412822,0.003392771,0.271878369,0.012479002,0.990043455,NA
7924,ENSG00000139624,308.6226583,-0.015612522,0.114237917,-0.136666722,0.891294235,NA
7925,ENSG00000050405,58.65231437,-0.321438007,0.264275341,-1.216299658,0.223870792,NA
7926,ENSG00000185958,7.149379333,0.848465033,0.922283231,0.919961466,0.357592897,NA
7927,ENSG00000161813,171.2284481,-0.317878743,0.161783237,-1.964843515,0.049432352,NA
7928,ENSG00000066084,1386.737839,0.410297032,0.146260609,2.805246298,0.005027814,0.042775703
7929,ENSG00000123268,126.7485289,-0.021134953,0.192305956,-0.109902748,0.912486503,NA
7930,ENSG00000185432,415.6412744,0.280844822,0.167954979,1.672143474,0.094496034,0.210442087
7931,ENSG00000110911,237.6211418,-0.084864876,0.156911331,-0.540846067,0.588613687,NA
7932,ENSG00000050426,224.0817388,-0.348810781,0.152549088,-2.286547792,0.022222232,NA
7933,ENSG00000110925,192.2209916,-0.002566099,0.130228224,-0.019704631,0.984278997,NA
7934,ENSG00000135457,207.4911838,0.070009228,0.152744579,0.458341816,0.646706886,NA
7935,ENSG00000184271,98.34432196,-0.065839038,0.285041916,-0.230980196,0.817330187,NA
7936,ENSG00000183283,2626.579222,0.299396605,0.150195924,1.993373701,0.046220541,0.132574635
7937,ENSG00000170545,41.69092829,-0.1268454,0.319468879,-0.397050881,0.69132994,NA
7938,ENSG00000110934,1949.18339,0.379718697,0.121289897,3.130670445,0.001744078,0.028561805
7939,ENSG00000139629,164.1553049,-0.466002354,0.209507561,-2.224274635,0.026129972,NA
7940,ENSG00000050438,58.94724872,-0.084071217,0.372454417,-0.225722164,0.821417519,NA
7941,ENSG00000196876,15.73465741,0.120046919,0.610931574,0.196498142,0.844220287,NA
7942,ENSG00000261308,43.39685503,-0.49406116,0.305822645,-1.615515291,0.106199152,NA
7943,ENSG00000139567,16.02601484,1.789688819,0.613004538,2.919536001,0.003505529,NA
7944,ENSG00000135503,244.7270412,0.486355749,0.176415365,2.756878619,0.005835601,NA
7945,ENSG00000161835,35.58339788,-0.670680884,0.361251036,-1.856550754,0.063375096,NA
7946,ENSG00000123358,59.63242177,-0.03317096,0.514705487,-0.064446487,0.948614716,NA
7947,ENSG00000123395,47.23688961,0.150721327,0.321406847,0.468942491,0.639110744,NA
7948,ENSG00000170486,30.25033662,0.114688499,0.691445116,0.165867828,0.868260967,NA
7949,ENSG00000186049,18.49945117,0.672541315,0.672889762,0.999482164,0.317561175,NA
7950,ENSG00000167768,941.272303,1.137748287,0.574637741,1.979940065,0.047710264,0.135538636
7951,ENSG00000063046,1556.120353,-0.260474436,0.123550064,-2.108250107,0.035009361,0.114147288
7952,ENSG00000111077,48.26867743,-0.27138095,0.265978448,-1.020311803,0.307580607,NA
7953,ENSG00000167778,382.1375639,0.303608211,0.144442639,2.101929275,0.035559472,NA
7954,ENSG00000139631,247.2825699,0.223032426,0.197942734,1.126752278,0.259847233,NA
7955,ENSG00000139651,297.1148019,-0.138783214,0.112386186,-1.234877876,0.216875958,NA
7956,ENSG00000139626,335.7416039,-0.206998372,0.192853423,-1.073345597,0.283116084,NA
7957,ENSG00000172819,149.0987758,-0.320406147,0.18573612,-1.725061052,0.084516471,NA
7958,ENSG00000182544,138.0010527,-0.078494839,0.185979742,-0.42206123,0.672980326,NA
7959,ENSG00000135476,16.28645793,0.655805679,0.602687562,1.088135412,0.276535333,NA
7960,ENSG00000123349,238.164984,-0.236090272,0.259325869,-0.9104,0.362611598,NA
7961,ENSG00000139637,75.32916007,-0.676524734,0.224848461,-3.008803044,0.002622791,NA
7962,ENSG00000094914,102.3908871,-0.085504712,0.19451582,-0.439577162,0.660243384,NA
7963,ENSG00000170374,7.337775539,-1.030343172,0.697584899,-1.47701473,0.139671689,NA
7964,ENSG00000185591,1698.123593,0.288414529,0.142000301,2.031083923,0.042246482,0.126044983
7965,ENSG00000205352,313.4654889,0.178752837,0.153406741,1.165221523,0.243929336,NA
7966,ENSG00000197111,808.6440177,0.157572063,0.166693587,0.945279694,0.344516102,0.497803674
7967,ENSG00000139625,188.6605034,0.018139494,0.155671149,0.116524446,0.907236913,NA
7968,ENSG00000139546,57.85966122,-0.015336962,0.249269552,-0.061527618,0.95093902,NA
7969,ENSG00000170653,115.1676211,0.148004517,0.181550303,0.815225944,0.41494299,NA
7970,ENSG00000135390,313.7651352,-0.378406614,0.130992438,-2.888766869,0.003867557,NA
7971,ENSG00000012822,842.4310462,0.172406831,0.13152682,1.310811219,0.189921551,0.33144963
7972,ENSG00000198353,6.226107748,-0.21652637,0.821847142,-0.263463068,0.792193686,NA
7973,ENSG00000123415,132.8956679,-0.208939301,0.182821301,-1.142860812,0.253096385,NA
7974,ENSG00000094916,439.7490305,-0.308367429,0.140014596,-2.202394869,0.027637428,0.09794346
7975,ENSG00000135486,1851.432837,-0.125658218,0.115399018,-1.088901967,0.276197119,0.430093416
7976,ENSG00000123405,2672.424569,0.618294884,0.264839551,2.334601765,0.019564234,0.081318516
7977,ENSG00000111481,260.6576009,-0.154100109,0.122719857,-1.255706391,0.209222441,NA
7978,ENSG00000139572,14.02856784,1.35495894,0.631776725,2.144680054,0.031978437,NA
7979,ENSG00000161642,422.7547325,-0.122009743,0.213394007,-0.571758058,0.567485896,0.691008729
7980,ENSG00000161638,1319.128734,0.351201505,0.154736088,2.269680646,0.023226967,0.089273529
7981,ENSG00000170627,6.990738296,-0.353334892,0.742089679,-0.476135031,0.633978181,NA
7982,ENSG00000123338,1651.25283,0.131718161,0.110779599,1.189010997,0.23443534,0.384303501
7983,ENSG00000123360,67.11878161,0.32125776,0.290439333,1.106109685,0.268679047,NA
7984,ENSG00000135426,467.1258036,-0.561489233,0.198726527,-2.825436757,0.004721621,0.042186914
7985,ENSG00000135424,11.43558464,0.790456998,0.634186912,1.246410141,0.21261386,NA
7986,ENSG00000258311,6.547910943,1.54283794,0.654211379,2.358317187,0.018357999,NA
7987,ENSG00000135441,19.62263979,0.767255074,0.37197354,2.062660353,0.039144909,NA
7988,ENSG00000135437,24.63724474,0.912615841,0.385180853,2.369317772,0.017820935,NA
7989,ENSG00000135404,645.5381467,0.663302704,0.203797606,3.254712929,0.00113507,0.025963387
7990,ENSG00000135414,165.29495,-0.499457394,0.174303866,-2.865440713,0.004164292,NA
7991,ENSG00000205323,18.71905908,-0.314295797,0.423884734,-0.741465241,0.4584114,NA
7992,ENSG00000257390,6.569653915,0.071240524,0.800222454,0.0890259,0.929061327,NA
7993,ENSG00000123353,35.95231717,-0.00819787,0.281007403,-0.029173147,0.976726498,NA
7994,ENSG00000135392,75.48426766,-0.175912108,0.186703217,-0.942201806,0.346089329,NA
7995,ENSG00000170473,82.72292688,-0.308186059,0.191337465,-1.610693747,0.107246489,NA
7996,ENSG00000065357,915.1037029,-0.427569902,0.158600636,-2.695890217,0.00702008,0.049209607
7997,ENSG00000185664,41.99280517,-0.309871573,0.375975697,-0.824179795,0.409837406,NA
7998,ENSG00000123374,19.37908759,0.224320609,0.417416916,0.537401817,0.590990089,NA
7999,ENSG00000111540,1060.040237,0.114800134,0.161386809,0.711335301,0.476876481,0.615423119
8000,ENSG00000139531,68.32502697,0.08649972,0.230876495,0.374657973,0.707914852,NA
8001,ENSG00000123411,49.98977494,-0.121088773,0.267708214,-0.45231624,0.651041178,NA
8002,ENSG00000197728,328.2011455,-0.051256071,0.479864716,-0.106813585,0.91493687,NA
8003,ENSG00000065361,8.993587807,0.755493755,0.659356761,1.145804214,0.251876171,NA
8004,ENSG00000170515,145.8439826,-0.3648554,0.264537436,-1.379220292,0.167826844,NA
8005,ENSG00000229117,298.9680117,-0.482588568,0.355891812,-1.35599795,0.17509982,NA
8006,ENSG00000135482,123.8191529,-0.551254197,0.181135652,-3.043322457,0.002339815,NA
8007,ENSG00000139641,865.3645395,-0.253174055,0.158691575,-1.595384345,0.110626315,0.231266338
8008,ENSG00000196465,22.64156133,-0.127616685,0.375443337,-0.339909308,0.733924827,NA
8009,ENSG00000092841,450.9862154,0.033796105,0.181609929,0.186091723,0.852372833,0.901092153
8010,ENSG00000139613,790.8475268,0.09720311,0.120108386,0.809294949,0.418345511,0.564411671
8011,ENSG00000181852,376.2360067,0.07118659,0.110287567,0.645463416,0.518626919,NA
8012,ENSG00000139579,48.93966686,-0.289102396,0.262897898,-1.099675572,0.271473502,NA
8013,ENSG00000139645,333.7927796,-0.043425123,0.129044997,-0.336511483,0.736485194,NA
8014,ENSG00000135469,22.0820224,0.136104005,0.395884556,0.343797207,0.730998801,NA
8015,ENSG00000062485,361.9713965,-0.045556747,0.135192447,-0.336977012,0.73613423,NA
8016,ENSG00000257727,12.78326162,-0.644660828,0.476674041,-1.35241438,0.176242792,NA
8017,ENSG00000135473,194.8817846,-0.246804385,0.183347782,-1.346099648,0.178270382,NA
8018,ENSG00000110944,20.14466587,-0.678218923,0.45966882,-1.475451224,0.140091272,NA
8019,ENSG00000170581,1125.629835,0.235934403,0.224825316,1.049412084,0.293988499,0.446933656
8020,ENSG00000111602,55.229546,-0.163565749,0.24830721,-0.658723316,0.510073458,NA
8021,ENSG00000176422,39.0699155,-0.01299842,0.317228381,-0.040974958,0.967315859,NA
8022,ENSG00000135423,5.268503164,-1.704445749,0.831721953,-2.049297536,0.040433029,NA
8023,ENSG00000076067,95.40377913,0.018712226,0.252147054,0.074211559,0.940842049,NA
8024,ENSG00000076108,1783.80932,0.200818648,0.131817564,1.523458952,0.127643923,0.253467456
8025,ENSG00000110955,1265.300825,0.092532271,0.138642036,0.66741858,0.504504801,0.637115263
8026,ENSG00000110958,810.6952471,-0.012106784,0.115979236,-0.104387512,0.916861833,0.947607595
8027,ENSG00000196531,1709.619541,-0.360003094,0.117549089,-3.062576656,0.002194403,0.031358994
8028,ENSG00000198056,26.37542507,-0.446778806,0.410881188,-1.087367393,0.276874476,NA
8029,ENSG00000139547,7.512413588,0.120161111,0.726054811,0.165498678,0.86855149,NA
8030,ENSG00000166856,19.03412911,-0.312981454,0.422106833,-0.741474502,0.458405786,NA
8031,ENSG00000166860,113.8786814,-0.51853815,0.208357839,-2.488690379,0.012821457,NA
8032,ENSG00000166866,5.104079291,0.56261865,1.009087587,0.557551849,0.577150445,NA
8033,ENSG00000166881,118.0545248,-0.320733422,0.168179289,-1.907092268,0.05650864,NA
8034,ENSG00000166886,101.5994546,-0.018830734,0.191386613,-0.098391073,0.921621763,NA
8035,ENSG00000166888,3046.644501,0.248131167,0.138158338,1.79599125,0.072495909,0.178681146
8036,ENSG00000123384,1804.140962,-0.112126438,0.286296143,-0.391644949,0.695320571,0.79095136
8037,ENSG00000182199,168.7615145,-0.195819695,0.178967922,-1.094160856,0.273884436,NA
8038,ENSG00000185633,6.453178293,0.114574193,0.769076184,0.14897639,0.881572263,NA
8039,ENSG00000185482,45.25174326,-0.321124361,0.346314755,-0.927261564,0.353790745,NA
8040,ENSG00000179912,265.8595142,-0.008698934,0.098103853,-0.088670668,0.929343644,NA
8041,ENSG00000111087,226.3936151,0.3514,0.261206749,1.345294491,0.178530152,NA
8042,ENSG00000123329,1549.543375,0.284560132,0.157531826,1.806365986,0.070861191,0.176048297
8043,ENSG00000166986,549.6304426,0.231846197,0.102578726,2.26017816,0.023810196,0.089928219
8044,ENSG00000175197,28.69127113,0.520210481,0.357071546,1.456880245,0.14514944,NA
8045,ENSG00000166987,790.1065622,0.329409473,0.184259927,1.787743425,0.073817412,0.180510094
8046,ENSG00000175203,296.7738097,0.150773668,0.105532823,1.428689795,0.153093412,NA
8047,ENSG00000166908,144.9050861,0.246739954,0.154860889,1.593300647,0.111092762,NA
8048,ENSG00000178498,40.21672888,-0.057354865,0.318732672,-0.179946614,0.85719448,NA
8049,ENSG00000135506,839.1413473,0.32270719,0.14343727,2.24981409,0.024460749,0.091247998
8050,ENSG00000135439,482.7635684,0.32659392,0.115749894,2.821548321,0.004779244,0.042186914
8051,ENSG00000135452,95.19317919,-0.226351059,0.181128494,-1.249671178,0.21141969,NA
8052,ENSG00000135446,56.48445801,-0.485734115,0.261888784,-1.854734316,0.063634176,NA
8053,ENSG00000139266,129.5801901,-0.464856497,0.187304305,-2.481824949,0.013071147,NA
8054,ENSG00000037897,9.632024794,-1.210344163,0.623930669,-1.939869641,0.052395534,NA
8055,ENSG00000123427,11.72406645,1.555812582,0.581222203,2.676794819,0.007433014,NA
8056,ENSG00000123297,30.44093347,-0.559493272,0.289508182,-1.932564628,0.053289853,NA
8057,ENSG00000135407,176.6469906,0.386161402,0.236213643,1.634797198,0.102091568,NA
8058,ENSG00000175215,3229.189113,0.235692164,0.137185893,1.71804957,0.085787574,0.197650215
8059,ENSG00000166896,18.74808891,-0.01351328,0.426864282,-0.031657087,0.974745518,NA
8060,ENSG00000118596,291.2569152,-0.454453505,0.157953903,-2.877127425,0.004013135,NA
8061,ENSG00000198673,243.3601126,0.712907956,0.208194723,3.424236429,0.00061653,NA
8062,ENSG00000135655,2290.458968,0.442275054,0.151770514,2.914103948,0.003567111,0.037821391
8063,ENSG00000061987,773.3525394,0.015967969,0.10440435,0.152943524,0.878442813,0.920716288
8064,ENSG00000111110,48.63112438,0.507744458,0.364485606,1.393043923,0.163606509,NA
8065,ENSG00000166148,13.30873809,0.476670092,0.75550297,0.630930799,0.528085773,NA
8066,ENSG00000177990,9.387905986,-0.863468256,0.631588805,-1.367136734,0.171582451,NA
8067,ENSG00000118600,39.15802745,-0.185927468,0.320022446,-0.580982585,0.561252191,NA
8068,ENSG00000196935,26.57004629,0.548244724,0.435371189,1.259258163,0.2079371,NA
8069,ENSG00000174206,67.43383482,-0.550654161,0.261962554,-2.102033867,0.035550309,NA
8070,ENSG00000184575,239.7211153,-0.21323343,0.136180511,-1.565814583,0.117392031,NA
8071,ENSG00000183735,150.6444794,0.110166274,0.18337426,0.600772831,0.547991302,NA
8072,ENSG00000153179,1998.50995,0.274481233,0.159736372,1.718338972,0.085734805,0.197650215
8073,ENSG00000135677,1281.54006,0.427740448,0.178588976,2.395111159,0.016615327,0.074479479
8074,ENSG00000111490,39.21500046,0.755668038,0.347368693,2.175406283,0.029599684,NA
8075,ENSG00000174106,370.0496419,0.142607041,0.104657185,1.362611083,0.173005114,NA
8076,ENSG00000174099,37.4926719,0.277832718,0.375755058,0.739398479,0.459665065,NA
8077,ENSG00000139233,79.94341521,-0.040955714,0.219727509,-0.186393203,0.852136422,NA
8078,ENSG00000155957,237.8776637,0.209034973,0.16525334,1.264936452,0.205894109,NA
8079,ENSG00000090376,1083.992229,1.308579741,0.296309434,4.416260812,1.00E-05,0.00392095
8080,ENSG00000127311,619.7857678,-0.189672556,0.138832718,-1.366194927,0.171877789,0.308990834
8081,ENSG00000155974,53.70087204,-0.169364083,0.299284734,-0.565896164,0.571464369,NA
8082,ENSG00000111530,443.6969833,-0.273619955,0.136512692,-2.004355425,0.045032001,0.130889276
8083,ENSG00000127334,731.4489497,-0.513381391,0.166519478,-3.083011051,0.002049175,0.030156109
8084,ENSG00000111537,9.238147687,-1.664886513,0.610566316,-2.726790637,0.00639536,NA
8085,ENSG00000111554,95.26146713,-0.085068495,0.194546715,-0.437265134,0.661919078,NA
8086,ENSG00000127314,958.0059472,0.046161863,0.103697251,0.445159949,0.656204168,0.759411625
8087,ENSG00000111581,113.5020831,-0.323600569,0.193190681,-1.675031981,0.093927957,NA
8088,ENSG00000175782,259.6642024,0.33427178,0.217599125,1.536181635,0.124493839,NA
8089,ENSG00000135679,962.7788418,0.453702354,0.211591664,2.144235482,0.032014023,0.107648815
8090,ENSG00000135678,64.05616114,0.786980866,0.311048853,2.530087663,0.011403403,NA
8091,ENSG00000111605,632.3971683,-0.234532375,0.118240797,-1.983514845,0.047309951,0.134870514
8092,ENSG00000090382,7036.211484,0.287677952,0.23663775,1.215689181,0.224103347,0.37108243
8093,ENSG00000127337,30.01941455,0.525285188,0.414040421,1.268680935,0.204554885,NA
8094,ENSG00000166225,165.1610322,-0.087890142,0.164434945,-0.534497957,0.592997062,NA
8095,ENSG00000166226,131.6984251,-0.344349485,0.219122389,-1.571493844,0.116067983,NA
8096,ENSG00000127328,104.4282356,-0.003435887,0.200878353,-0.017104318,0.986353394,NA
8097,ENSG00000111596,452.3512384,-0.142155276,0.112184592,-1.26715509,0.205099841,0.349354108
8098,ENSG00000135643,9.712850735,-0.558099493,0.597120968,-0.934650638,0.349968374,NA
8099,ENSG00000127329,8.553060119,-0.836505045,0.821808798,-1.017882805,0.308733654,NA
8100,ENSG00000133858,630.5855922,0.186726532,0.124962791,1.494257055,0.135108445,0.262581374
8101,ENSG00000173451,28.7626049,-0.292217182,0.347134799,-0.841797431,0.39990135,NA
8102,ENSG00000139291,87.85145648,-0.41774251,0.208806179,-2.000623319,0.045432999,NA
8103,ENSG00000080371,539.6565998,0.160350954,0.114208493,1.404019519,0.160313037,0.296570041
8104,ENSG00000121749,273.0935322,-0.187131361,0.150441849,-1.243878362,0.213544334,NA
8105,ENSG00000253719,288.3963946,-0.254589637,0.127581439,-1.995506865,0.045987626,NA
8106,ENSG00000180881,21.17947098,-0.645571671,0.410812878,-1.571449451,0.116078287,NA
8107,ENSG00000173401,6.397533061,-0.352594255,0.782891241,-0.450374505,0.652440425,NA
8108,ENSG00000139278,578.6336441,0.261839879,0.136221136,1.92216778,0.05458465,0.149981539
8109,ENSG00000111615,306.3313194,-0.146783789,0.16820252,-0.872661057,0.38284785,NA
8110,ENSG00000139289,18.01090407,-0.822433459,0.510665144,-1.610514188,0.107285651,NA
8111,ENSG00000187109,1017.006363,-0.353426064,0.127883615,-2.763654,0.005715811,0.045131005
8112,ENSG00000179941,66.43172748,0.030055632,0.255628887,0.117575257,0.906404211,NA
8113,ENSG00000091039,1805.40935,-0.070307453,0.165727397,-0.424235549,0.671394038,0.771524559
8114,ENSG00000186908,407.7616418,0.03506104,0.142207852,0.24654785,0.805258169,0.870254197
8115,ENSG00000175183,18.33642193,0.213377277,0.45957488,0.464292733,0.64243803,NA
8116,ENSG00000067798,19.50553806,1.009002624,0.702417245,1.436471884,0.150868111,NA
8117,ENSG00000177425,36.84047483,-0.891925712,0.407846025,-2.186917755,0.028748529,NA
8118,ENSG00000058272,1050.10994,0.270138716,0.131281947,2.057698879,0.039619048,0.12185985
8119,ENSG00000111052,244.252606,0.504984579,0.280421968,1.800802495,0.071734015,NA
8120,ENSG00000111058,132.8795999,0.50000241,0.304060088,1.644419734,0.100089532,NA
8121,ENSG00000133773,46.39975071,-0.466953,0.294080443,-1.587841052,0.112322286,NA
8122,ENSG00000127720,70.29339389,-0.122583038,0.265095406,-0.462411025,0.643786595,NA
8123,ENSG00000179104,107.0950021,-0.218276872,0.197644557,-1.104391011,0.269423558,NA
8124,ENSG00000133641,53.55046487,-0.337564653,0.266918385,-1.264673668,0.205988333,NA
8125,ENSG00000198707,87.62014829,-0.484960551,0.280095268,-1.731412868,0.083378153,NA
8126,ENSG00000139324,69.41151435,-0.248413949,0.248035193,-1.001527028,0.31657208,NA
8127,ENSG00000139318,526.6291707,0.023630908,0.185156638,0.127626575,0.8984445,0.933593569
8128,ENSG00000139323,200.6407034,0.526330169,0.194054713,2.712277173,0.006682269,NA
8129,ENSG00000257594,9.166460352,0.060403,0.469569259,0.128634911,0.897646541,NA
8130,ENSG00000070961,876.8297553,-0.143353457,0.11198115,-1.280157041,0.200489911,0.343832304
8131,ENSG00000133639,1397.811005,0.156517685,0.123967465,1.262570668,0.206743515,0.351787012
8132,ENSG00000102189,182.8019465,-0.109771025,0.204501604,-0.536773419,0.591424134,NA
8133,ENSG00000173598,792.3164349,0.256563761,0.324547137,0.790528498,0.429219186,0.574931972
8134,ENSG00000177889,228.1925104,-0.35858,0.129381936,-2.771484277,0.005580137,NA
8135,ENSG00000198015,187.2429296,-0.556736993,0.16655292,-3.34270329,0.000829666,NA
8136,ENSG00000120833,64.99613724,-0.241593779,0.303794491,-0.795253982,0.426465776,NA
8137,ENSG00000169372,66.86381808,-0.099466898,0.227780322,-0.436679065,0.662344114,NA
8138,ENSG00000136040,4337.457051,0.694463106,0.215640773,3.220462882,0.001279838,0.026632036
8139,ENSG00000173588,103.497194,-0.019936382,0.191314212,-0.104207535,0.917004654,NA
8140,ENSG00000057704,681.7133329,0.689643502,0.244550263,2.820048086,0.004801645,0.042186914
8141,ENSG00000184752,58.56685203,0.080775458,0.256180114,0.315307294,0.752528347,NA
