"","x"
"359","ENSG00000103126"
"360","ENSG00000103168"
"361","ENSG00000103184"
"362","ENSG00000103187"
"363","ENSG00000103194"
"364","ENSG00000103197"
"365","ENSG00000103227"
"366","ENSG00000103245"
"367","ENSG00000103253"
"368","ENSG00000103260"
"369","ENSG00000103264"
"370","ENSG00000103266"
"371","ENSG00000103274"
"372","ENSG00000103313"
"373","ENSG00000103326"
"374","ENSG00000103335"
"375","ENSG00000103356"
"376","ENSG00000103365"
"377","ENSG00000103381"
"378","ENSG00000103479"
"379","ENSG00000103494"
"380","ENSG00000103496"
"381","ENSG00000103510"
"382","ENSG00000103522"
"383","ENSG00000103569"
"384","ENSG00000103647"
"385","ENSG00000103707"
"386","ENSG00000104093"
"387","ENSG00000104129"
"388","ENSG00000104267"
"389","ENSG00000104312"
"390","ENSG00000104325"
"391","ENSG00000104341"
"392","ENSG00000104343"
"393","ENSG00000104365"
"394","ENSG00000104408"
"395","ENSG00000104427"
"396","ENSG00000104611"
"397","ENSG00000104626"
"398","ENSG00000104689"
"399","ENSG00000104731"
"400","ENSG00000104805"
"401","ENSG00000104951"
"402","ENSG00000104957"
"403","ENSG00000104960"
"404","ENSG00000104969"
"405","ENSG00000104980"
"406","ENSG00000104998"
"407","ENSG00000105136"
"408","ENSG00000105278"
"409","ENSG00000105364"
"410","ENSG00000105374"
"411","ENSG00000105401"
"412","ENSG00000105404"
"413","ENSG00000105426"
"414","ENSG00000105479"
"415","ENSG00000105552"
"416","ENSG00000105568"
"417","ENSG00000105576"
"418","ENSG00000105617"
"419","ENSG00000105643"
"420","ENSG00000105649"
"421","ENSG00000105662"
"422","ENSG00000105699"
"423","ENSG00000105701"
"424","ENSG00000105767"
"425","ENSG00000105771"
"426","ENSG00000105808"
"427","ENSG00000106009"
"428","ENSG00000106034"
"429","ENSG00000106245"
"430","ENSG00000106305"
"431","ENSG00000106333"
"432","ENSG00000106399"
"433","ENSG00000106415"
"434","ENSG00000106636"
"435","ENSG00000106701"
"436","ENSG00000107021"
"437","ENSG00000107077"
"438","ENSG00000107201"
"439","ENSG00000107262"
"440","ENSG00000107282"
"441","ENSG00000107317"
"442","ENSG00000107331"
"443","ENSG00000107362"
"444","ENSG00000107372"
"445","ENSG00000107443"
"446","ENSG00000107551"
"447","ENSG00000107669"
"448","ENSG00000107672"
"449","ENSG00000107779"
"450","ENSG00000107816"
"451","ENSG00000107829"
"452","ENSG00000107957"
"453","ENSG00000108055"
"454","ENSG00000108106"
"455","ENSG00000108344"
"456","ENSG00000108375"
"457","ENSG00000108379"
"458","ENSG00000108465"
"459","ENSG00000108509"
"460","ENSG00000108515"
"461","ENSG00000108557"
"462","ENSG00000108591"
"463","ENSG00000108641"
"464","ENSG00000108799"
"465","ENSG00000108840"
"466","ENSG00000109046"
"467","ENSG00000109103"
"468","ENSG00000109606"
"469","ENSG00000109670"
"470","ENSG00000109689"
"471","ENSG00000109771"
"472","ENSG00000109805"
"473","ENSG00000109906"
"474","ENSG00000109911"
"475","ENSG00000110057"
"476","ENSG00000110060"
"477","ENSG00000110066"
"478","ENSG00000110075"
"479","ENSG00000110077"
"480","ENSG00000110108"
"481","ENSG00000110172"
"482","ENSG00000110344"
"483","ENSG00000110455"
"484","ENSG00000110583"
"485","ENSG00000110660"
"486","ENSG00000110697"
"487","ENSG00000110723"
"488","ENSG00000110799"
"489","ENSG00000110844"
"490","ENSG00000110848"
"491","ENSG00000110911"
"492","ENSG00000110917"
"493","ENSG00000110921"
"494","ENSG00000110958"
"495","ENSG00000111087"
"496","ENSG00000111215"
"497","ENSG00000111249"
"498","ENSG00000111266"
"499","ENSG00000111271"
"500","ENSG00000111291"
"501","ENSG00000111300"
"502","ENSG00000111364"
"503","ENSG00000111371"
"504","ENSG00000111405"
"505","ENSG00000111412"
"506","ENSG00000111530"
"507","ENSG00000111644"
"508","ENSG00000111666"
"509","ENSG00000111790"
"510","ENSG00000111837"
"511","ENSG00000111843"
"512","ENSG00000111877"
"513","ENSG00000111911"
"514","ENSG00000111962"
"515","ENSG00000112031"
"516","ENSG00000112077"
"517","ENSG00000112078"
"518","ENSG00000112079"
"519","ENSG00000112144"
"520","ENSG00000112149"
"521","ENSG00000112294"
"522","ENSG00000112306"
"523","ENSG00000112511"
"524","ENSG00000112578"
"525","ENSG00000112599"
"526","ENSG00000112624"
"527","ENSG00000112715"
"528","ENSG00000112796"
"529","ENSG00000112877"
"530","ENSG00000112992"
"531","ENSG00000113108"
"532","ENSG00000113194"
"533","ENSG00000113249"
"534","ENSG00000113300"
"535","ENSG00000113319"
"536","ENSG00000113456"
"537","ENSG00000113555"
"538","ENSG00000113649"
"539","ENSG00000113712"
"540","ENSG00000113716"
"541","ENSG00000113721"
"542","ENSG00000113758"
"543","ENSG00000113916"
"544","ENSG00000113966"
"545","ENSG00000113971"
"546","ENSG00000114013"
"547","ENSG00000114021"
"548","ENSG00000114023"
"549","ENSG00000114026"
"550","ENSG00000114062"
"551","ENSG00000114120"
"552","ENSG00000114346"
"553","ENSG00000114374"
"554","ENSG00000114423"
"555","ENSG00000114450"
"556","ENSG00000114650"
"557","ENSG00000114735"
"558","ENSG00000114739"
"559","ENSG00000114779"
"560","ENSG00000114982"
"561","ENSG00000114988"
"562","ENSG00000114993"
"563","ENSG00000115020"
"564","ENSG00000115085"
"565","ENSG00000115145"
"566","ENSG00000115207"
"567","ENSG00000115239"
"568","ENSG00000115271"
"569","ENSG00000115275"
"570","ENSG00000115355"
"571","ENSG00000115415"
"572","ENSG00000115421"
"573","ENSG00000115464"
"574","ENSG00000115486"
"575","ENSG00000115523"
"576","ENSG00000115524"
"577","ENSG00000115540"
"578","ENSG00000115602"
"579","ENSG00000115661"
"580","ENSG00000115687"
"581","ENSG00000115762"
"582","ENSG00000115808"
"583","ENSG00000115825"
"584","ENSG00000115827"
"585","ENSG00000115866"
"586","ENSG00000115902"
"587","ENSG00000115919"
"588","ENSG00000115970"
"589","ENSG00000115977"
"590","ENSG00000116120"
"591","ENSG00000116337"
"592","ENSG00000116353"
"593","ENSG00000116497"
"594","ENSG00000116560"
"595","ENSG00000116584"
"596","ENSG00000116663"
"597","ENSG00000116747"
"598","ENSG00000116752"
"599","ENSG00000116809"
"600","ENSG00000116815"
"601","ENSG00000116819"
"602","ENSG00000116852"
"603","ENSG00000116977"
"604","ENSG00000116984"
"605","ENSG00000116985"
"606","ENSG00000117020"
"607","ENSG00000117036"
"608","ENSG00000117143"
"609","ENSG00000117153"
"610","ENSG00000117174"
"611","ENSG00000117228"
"612","ENSG00000117318"
"613","ENSG00000117475"
"614","ENSG00000117477"
"615","ENSG00000117505"
"616","ENSG00000117533"
"617","ENSG00000117682"
"618","ENSG00000117713"
"619","ENSG00000117906"
"620","ENSG00000118260"
"621","ENSG00000118263"
"622","ENSG00000118402"
"623","ENSG00000118407"
"624","ENSG00000118514"
"625","ENSG00000118564"
"626","ENSG00000118640"
"627","ENSG00000118689"
"628","ENSG00000118985"
"629","ENSG00000119411"
"630","ENSG00000119509"
"631","ENSG00000119522"
"632","ENSG00000119640"
"633","ENSG00000119655"
"634","ENSG00000119686"
"635","ENSG00000119688"
"636","ENSG00000119707"
"637","ENSG00000119772"
"638","ENSG00000119844"
"639","ENSG00000119900"
"640","ENSG00000119917"
"641","ENSG00000119922"
"642","ENSG00000119965"
"643","ENSG00000120071"
"644","ENSG00000120093"
"645","ENSG00000120159"
"646","ENSG00000120215"
"647","ENSG00000120217"
"648","ENSG00000120253"
"649","ENSG00000120306"
"650","ENSG00000120500"
"651","ENSG00000120662"
"652","ENSG00000120688"
"653","ENSG00000120693"
"654","ENSG00000120709"
"655","ENSG00000120729"
"656","ENSG00000120738"
"657","ENSG00000120742"
"658","ENSG00000120800"
"659","ENSG00000120963"
"660","ENSG00000121064"
"661","ENSG00000121210"
"662","ENSG00000121289"
"663","ENSG00000121316"
"664","ENSG00000121413"
"665","ENSG00000121417"
"666","ENSG00000121644"
"667","ENSG00000121716"
"668","ENSG00000121753"
"669","ENSG00000121807"
"670","ENSG00000121879"
"671","ENSG00000121892"
"672","ENSG00000121940"
"673","ENSG00000122008"
"674","ENSG00000122085"
"675","ENSG00000122188"
"676","ENSG00000122203"
"677","ENSG00000122257"
"678","ENSG00000122299"
"679","ENSG00000122378"
"680","ENSG00000122435"
"681","ENSG00000122477"
"682","ENSG00000122490"
"683","ENSG00000122515"
"684","ENSG00000122678"
"685","ENSG00000122783"
"686","ENSG00000122882"
"687","ENSG00000123104"
"688","ENSG00000123159"
"689","ENSG00000123268"
"690","ENSG00000123329"
"691","ENSG00000123415"
"692","ENSG00000123575"
"693","ENSG00000123607"
"694","ENSG00000123810"
"695","ENSG00000123933"
"696","ENSG00000124104"
"697","ENSG00000124107"
"698","ENSG00000124151"
"699","ENSG00000124177"
"700","ENSG00000124181"
"701","ENSG00000124191"
"702","ENSG00000124193"
"703","ENSG00000124203"
"704","ENSG00000124209"
"705","ENSG00000124215"
"706","ENSG00000124222"
"707","ENSG00000124228"
"708","ENSG00000124334"
"709","ENSG00000124374"
"710","ENSG00000124496"
"711","ENSG00000124507"
"712","ENSG00000124562"
"713","ENSG00000124608"
"714","ENSG00000124731"
"715","ENSG00000124795"
"716","ENSG00000124802"
"717","ENSG00000125124"
"718","ENSG00000125149"
"719","ENSG00000125247"
"720","ENSG00000125355"
"721","ENSG00000125386"
"722","ENSG00000125430"
"723","ENSG00000125482"
"724","ENSG00000125485"
"725","ENSG00000125520"
"726","ENSG00000125551"
"727","ENSG00000125652"
"728","ENSG00000125676"
"729","ENSG00000125731"
"730","ENSG00000125733"
"731","ENSG00000125863"
"732","ENSG00000125875"
"733","ENSG00000125912"
"734","ENSG00000125962"
"735","ENSG00000126001"
"736","ENSG00000126003"
"737","ENSG00000126016"
"738","ENSG00000126070"
"739","ENSG00000126351"
"740","ENSG00000126453"
"741","ENSG00000126456"
"742","ENSG00000126458"
"743","ENSG00000126460"
"744","ENSG00000126602"
"745","ENSG00000126698"
"746","ENSG00000126705"
"747","ENSG00000126709"
"748","ENSG00000126838"
"749","ENSG00000126882"
"750","ENSG00000126895"
"751","ENSG00000126947"
"752","ENSG00000127054"
"753","ENSG00000127080"
"754","ENSG00000127125"
"755","ENSG00000127366"
"756","ENSG00000127415"
"757","ENSG00000127463"
"758","ENSG00000127511"
"759","ENSG00000127526"
"760","ENSG00000127533"
"761","ENSG00000127561"
"762","ENSG00000127586"
"763","ENSG00000127804"
"764","ENSG00000127903"
"765","ENSG00000127914"
"766","ENSG00000127920"
"767","ENSG00000128000"
"768","ENSG00000128059"
"769","ENSG00000128159"
"770","ENSG00000128294"
"771","ENSG00000128298"
"772","ENSG00000128311"
"773","ENSG00000128340"
"774","ENSG00000128383"
"775","ENSG00000128394"
"776","ENSG00000128512"
"777","ENSG00000128513"
"778","ENSG00000128534"
"779","ENSG00000128590"
"780","ENSG00000128739"
"781","ENSG00000128918"
"782","ENSG00000129007"
"783","ENSG00000129158"
"784","ENSG00000129194"
"785","ENSG00000129197"
"786","ENSG00000129245"
"787","ENSG00000129292"
"788","ENSG00000129315"
"789","ENSG00000129317"
"790","ENSG00000129351"
"791","ENSG00000129473"
"792","ENSG00000129480"
"793","ENSG00000129646"
"794","ENSG00000129667"
"795","ENSG00000129696"
"796","ENSG00000129810"
"797","ENSG00000129933"
"798","ENSG00000129968"
"799","ENSG00000130023"
"800","ENSG00000130066"
"801","ENSG00000130193"
"802","ENSG00000130299"
"803","ENSG00000130313"
"804","ENSG00000130340"
"805","ENSG00000130433"
"806","ENSG00000130487"
"807","ENSG00000130517"
"808","ENSG00000130635"
"809","ENSG00000130640"
"810","ENSG00000130684"
"811","ENSG00000130702"
"812","ENSG00000130717"
"813","ENSG00000130734"
"814","ENSG00000130748"
"815","ENSG00000130758"
"816","ENSG00000130827"
"817","ENSG00000130856"
"818","ENSG00000131037"
"819","ENSG00000131069"
"820","ENSG00000131127"
"821","ENSG00000131203"
"822","ENSG00000131238"
"823","ENSG00000131263"
"824","ENSG00000131400"
"825","ENSG00000131409"
"826","ENSG00000131471"
"827","ENSG00000131584"
"828","ENSG00000131591"
"829","ENSG00000131711"
"830","ENSG00000131778"
"831","ENSG00000131791"
"832","ENSG00000131848"
"833","ENSG00000131849"
"834","ENSG00000131966"
"835","ENSG00000132004"
"836","ENSG00000132185"
"837","ENSG00000132275"
"838","ENSG00000132294"
"839","ENSG00000132323"
"840","ENSG00000132356"
"841","ENSG00000132361"
"842","ENSG00000132424"
"843","ENSG00000132436"
"844","ENSG00000132464"
"845","ENSG00000132467"
"846","ENSG00000132478"
"847","ENSG00000132485"
"848","ENSG00000132518"
"849","ENSG00000132541"
"850","ENSG00000132600"
"851","ENSG00000132635"
"852","ENSG00000132680"
"853","ENSG00000132716"
"854","ENSG00000132781"
"855","ENSG00000132846"
"856","ENSG00000132963"
"857","ENSG00000133027"
"858","ENSG00000133030"
"859","ENSG00000133056"
"860","ENSG00000133059"
"861","ENSG00000133065"
"862","ENSG00000133067"
"863","ENSG00000133106"
"864","ENSG00000133193"
"865","ENSG00000133226"
"866","ENSG00000133302"
"867","ENSG00000133393"
"868","ENSG00000133460"
"869","ENSG00000133561"
"870","ENSG00000133619"
"871","ENSG00000133818"
"872","ENSG00000134070"
"873","ENSG00000134121"
"874","ENSG00000134186"
"875","ENSG00000134242"
"876","ENSG00000134243"
"877","ENSG00000134262"
"878","ENSG00000134313"
"879","ENSG00000134321"
"880","ENSG00000134324"
"881","ENSG00000134369"
"882","ENSG00000134453"
"883","ENSG00000134461"
"884","ENSG00000134531"
"885","ENSG00000134548"
"886","ENSG00000134590"
"887","ENSG00000134602"
"888","ENSG00000134644"
"889","ENSG00000134717"
"890","ENSG00000134744"
"891","ENSG00000134759"
"892","ENSG00000134815"
"893","ENSG00000134882"
"894","ENSG00000134884"
"895","ENSG00000134899"
"896","ENSG00000134909"
"897","ENSG00000134910"
"898","ENSG00000134954"
"899","ENSG00000135045"
"900","ENSG00000135093"
"901","ENSG00000135114"
"902","ENSG00000135148"
"903","ENSG00000135316"
"904","ENSG00000135318"
"905","ENSG00000135372"
"906","ENSG00000135436"
"907","ENSG00000135437"
"908","ENSG00000135519"
"909","ENSG00000135521"
"910","ENSG00000135597"
"911","ENSG00000135604"
"912","ENSG00000135622"
"913","ENSG00000135631"
"914","ENSG00000135677"
"915","ENSG00000135698"
"916","ENSG00000135720"
"917","ENSG00000135862"
"918","ENSG00000135929"
"919","ENSG00000135968"
"920","ENSG00000136010"
"921","ENSG00000136044"
"922","ENSG00000136051"
"923","ENSG00000136052"
"924","ENSG00000136100"
"925","ENSG00000136111"
"926","ENSG00000136146"
"927","ENSG00000136159"
"928","ENSG00000136161"
"929","ENSG00000136205"
"930","ENSG00000136261"
"931","ENSG00000136270"
"932","ENSG00000136279"
"933","ENSG00000136367"
"934","ENSG00000136383"
"935","ENSG00000136560"
"936","ENSG00000136573"
"937","ENSG00000136643"
"938","ENSG00000136689"
"939","ENSG00000136717"
"940","ENSG00000136720"
"941","ENSG00000136802"
"942","ENSG00000136811"
"943","ENSG00000136826"
"944","ENSG00000136848"
"945","ENSG00000136856"
"946","ENSG00000136869"
"947","ENSG00000136875"
"948","ENSG00000136877"
"949","ENSG00000136878"
"950","ENSG00000136891"
"951","ENSG00000136925"
"952","ENSG00000136933"
"953","ENSG00000136935"
"954","ENSG00000136937"
"955","ENSG00000137070"
"956","ENSG00000137074"
"957","ENSG00000137135"
"958","ENSG00000137166"
"959","ENSG00000137210"
"960","ENSG00000137267"
"961","ENSG00000137274"
"962","ENSG00000137409"
"963","ENSG00000137497"
"964","ENSG00000137501"
"965","ENSG00000137502"
"966","ENSG00000137504"
"967","ENSG00000137522"
"968","ENSG00000137574"
"969","ENSG00000137752"
"970","ENSG00000137764"
"971","ENSG00000137770"
"972","ENSG00000137817"
"973","ENSG00000137860"
"974","ENSG00000137871"
"975","ENSG00000137877"
"976","ENSG00000137947"
"977","ENSG00000137968"
"978","ENSG00000138002"
"979","ENSG00000138061"
"980","ENSG00000138085"
"981","ENSG00000138119"
"982","ENSG00000138160"
"983","ENSG00000138166"
"984","ENSG00000138175"
"985","ENSG00000138182"
"986","ENSG00000138185"
"987","ENSG00000138286"
"988","ENSG00000138311"
"989","ENSG00000138336"
"990","ENSG00000138375"
"991","ENSG00000138398"
"992","ENSG00000138399"
"993","ENSG00000138439"
"994","ENSG00000138448"
"995","ENSG00000138463"
"996","ENSG00000138495"
"997","ENSG00000138496"
"998","ENSG00000138592"
"999","ENSG00000138621"
"1000","ENSG00000138640"
"1001","ENSG00000138646"
"1002","ENSG00000138688"
"1003","ENSG00000138750"
"1004","ENSG00000138772"
"1005","ENSG00000138780"
"1006","ENSG00000138802"
"1007","ENSG00000138834"
"1008","ENSG00000139044"
"1009","ENSG00000139116"
"1010","ENSG00000139168"
"1011","ENSG00000139173"
"1012","ENSG00000139187"
"1013","ENSG00000139278"
"1014","ENSG00000139324"
"1015","ENSG00000139350"
"1016","ENSG00000139354"
"1017","ENSG00000139405"
"1018","ENSG00000139436"
"1019","ENSG00000139514"
"1020","ENSG00000139624"
"1021","ENSG00000139625"
"1022","ENSG00000139631"
"1023","ENSG00000139636"
"1024","ENSG00000139645"
"1025","ENSG00000139687"
"1026","ENSG00000139714"
"1027","ENSG00000139737"
"1028","ENSG00000139793"
"1029","ENSG00000139880"
"1030","ENSG00000139899"
"1031","ENSG00000140105"
"1032","ENSG00000140263"
"1033","ENSG00000140326"
"1034","ENSG00000140368"
"1035","ENSG00000140400"
"1036","ENSG00000140406"
"1037","ENSG00000140443"
"1038","ENSG00000140455"
"1039","ENSG00000140463"
"1040","ENSG00000140464"
"1041","ENSG00000140474"
"1042","ENSG00000140545"
"1043","ENSG00000140682"
"1044","ENSG00000140691"
"1045","ENSG00000140829"
"1046","ENSG00000140830"
"1047","ENSG00000140983"
"1048","ENSG00000141002"
"1049","ENSG00000141012"
"1050","ENSG00000141127"
"1051","ENSG00000141258"
"1052","ENSG00000141380"
"1053","ENSG00000141424"
"1054","ENSG00000141446"
"1055","ENSG00000141458"
"1056","ENSG00000141469"
"1057","ENSG00000141503"
"1058","ENSG00000141524"
"1059","ENSG00000141564"
"1060","ENSG00000141568"
"1061","ENSG00000141570"
"1062","ENSG00000141574"
"1063","ENSG00000141576"
"1064","ENSG00000141696"
"1065","ENSG00000141698"
"1066","ENSG00000141736"
"1067","ENSG00000141905"
"1068","ENSG00000141965"
"1069","ENSG00000142089"
"1070","ENSG00000142102"
