"","x"
"1","ENSG00000000971"
"2","ENSG00000001629"
"3","ENSG00000001630"
"4","ENSG00000001631"
"5","ENSG00000002016"
"6","ENSG00000002726"
"7","ENSG00000002745"
"8","ENSG00000002822"
"9","ENSG00000002919"
"10","ENSG00000003056"
"11","ENSG00000003137"
"12","ENSG00000003402"
"13","ENSG00000004139"
"14","ENSG00000004487"
"15","ENSG00000004660"
"16","ENSG00000004700"
"17","ENSG00000004777"
"18","ENSG00000004799"
"19","ENSG00000004838"
"20","ENSG00000004866"
"21","ENSG00000004939"
"22","ENSG00000004975"
"23","ENSG00000005007"
"24","ENSG00000005075"
"25","ENSG00000005102"
"26","ENSG00000005206"
"27","ENSG00000005243"
"28","ENSG00000005249"
"29","ENSG00000005379"
"30","ENSG00000005448"
"31","ENSG00000005513"
"32","ENSG00000005801"
"33","ENSG00000005812"
"34","ENSG00000005844"
"35","ENSG00000005961"
"36","ENSG00000006007"
"37","ENSG00000006016"
"38","ENSG00000006327"
"39","ENSG00000006432"
"40","ENSG00000006453"
"41","ENSG00000006534"
"42","ENSG00000006625"
"43","ENSG00000006634"
"44","ENSG00000006695"
"45","ENSG00000006740"
"46","ENSG00000006831"
"47","ENSG00000006837"
"48","ENSG00000007264"
"49","ENSG00000007314"
"50","ENSG00000007341"
"51","ENSG00000007392"
"52","ENSG00000007516"
"53","ENSG00000007541"
"54","ENSG00000007545"
"55","ENSG00000008128"
"56","ENSG00000008277"
"57","ENSG00000008311"
"58","ENSG00000008324"
"59","ENSG00000008382"
"60","ENSG00000008394"
"61","ENSG00000008517"
"62","ENSG00000008710"
"63","ENSG00000008838"
"64","ENSG00000008952"
"65","ENSG00000009413"
"66","ENSG00000009694"
"67","ENSG00000009724"
"68","ENSG00000009790"
"69","ENSG00000010030"
"70","ENSG00000010165"
"71","ENSG00000010270"
"72","ENSG00000010292"
"73","ENSG00000010295"
"74","ENSG00000010322"
"75","ENSG00000011021"
"76","ENSG00000011132"
"77","ENSG00000011258"
"78","ENSG00000011422"
"79","ENSG00000011426"
"80","ENSG00000011478"
"81","ENSG00000011485"
"82","ENSG00000011566"
"83","ENSG00000012174"
"84","ENSG00000012817"
"85","ENSG00000012822"
"86","ENSG00000012963"
"87","ENSG00000012983"
"88","ENSG00000013288"
"89","ENSG00000013306"
"90","ENSG00000013503"
"91","ENSG00000013573"
"92","ENSG00000013725"
"93","ENSG00000013810"
"94","ENSG00000014138"
"95","ENSG00000014914"
"96","ENSG00000014919"
"97","ENSG00000016391"
"98","ENSG00000017797"
"99","ENSG00000018510"
"100","ENSG00000018610"
"101","ENSG00000019485"
"102","ENSG00000021762"
"103","ENSG00000021776"
"104","ENSG00000022277"
"105","ENSG00000023041"
"106","ENSG00000023734"
"107","ENSG00000023909"
"108","ENSG00000025039"
"109","ENSG00000025293"
"110","ENSG00000025708"
"111","ENSG00000026025"
"112","ENSG00000026559"
"113","ENSG00000026652"
"114","ENSG00000027075"
"115","ENSG00000027847"
"116","ENSG00000028137"
"117","ENSG00000028277"
"118","ENSG00000028310"
"119","ENSG00000028528"
"120","ENSG00000029363"
"121","ENSG00000030066"
"122","ENSG00000030419"
"123","ENSG00000031003"
"124","ENSG00000031698"
"125","ENSG00000032389"
"126","ENSG00000032444"
"127","ENSG00000033030"
"128","ENSG00000033100"
"129","ENSG00000033178"
"130","ENSG00000033327"
"131","ENSG00000034053"
"132","ENSG00000034693"
"133","ENSG00000035681"
"134","ENSG00000036257"
"135","ENSG00000036530"
"136","ENSG00000037042"
"137","ENSG00000037474"
"138","ENSG00000037637"
"139","ENSG00000037757"
"140","ENSG00000038210"
"141","ENSG00000038358"
"142","ENSG00000038382"
"143","ENSG00000038532"
"144","ENSG00000039650"
"145","ENSG00000040199"
"146","ENSG00000040341"
"147","ENSG00000040633"
"148","ENSG00000041982"
"149","ENSG00000042088"
"150","ENSG00000042286"
"151","ENSG00000042832"
"152","ENSG00000043143"
"153","ENSG00000044090"
"154","ENSG00000044115"
"155","ENSG00000044459"
"156","ENSG00000044574"
"157","ENSG00000046647"
"158","ENSG00000047315"
"159","ENSG00000047365"
"160","ENSG00000047410"
"161","ENSG00000047597"
"162","ENSG00000047621"
"163","ENSG00000047634"
"164","ENSG00000047648"
"165","ENSG00000047662"
"166","ENSG00000047849"
"167","ENSG00000047932"
"168","ENSG00000048028"
"169","ENSG00000049089"
"170","ENSG00000049192"
"171","ENSG00000049245"
"172","ENSG00000049323"
"173","ENSG00000049618"
"174","ENSG00000050030"
"175","ENSG00000050130"
"176","ENSG00000050327"
"177","ENSG00000050393"
"178","ENSG00000050426"
"179","ENSG00000051128"
"180","ENSG00000051341"
"181","ENSG00000051382"
"182","ENSG00000051523"
"183","ENSG00000051596"
"184","ENSG00000052344"
"185","ENSG00000052850"
"186","ENSG00000053371"
"187","ENSG00000053524"
"188","ENSG00000053770"
"189","ENSG00000054148"
"190","ENSG00000054179"
"191","ENSG00000054219"
"192","ENSG00000054267"
"193","ENSG00000054282"
"194","ENSG00000054392"
"195","ENSG00000054611"
"196","ENSG00000054965"
"197","ENSG00000054967"
"198","ENSG00000055609"
"199","ENSG00000055732"
"200","ENSG00000055917"
"201","ENSG00000056050"
"202","ENSG00000056277"
"203","ENSG00000058091"
"204","ENSG00000058453"
"205","ENSG00000058729"
"206","ENSG00000058799"
"207","ENSG00000058804"
"208","ENSG00000059122"
"209","ENSG00000059588"
"210","ENSG00000059769"
"211","ENSG00000059804"
"212","ENSG00000060069"
"213","ENSG00000060491"
"214","ENSG00000060749"
"215","ENSG00000060971"
"216","ENSG00000061337"
"217","ENSG00000061794"
"218","ENSG00000061938"
"219","ENSG00000062485"
"220","ENSG00000062524"
"221","ENSG00000062598"
"222","ENSG00000062822"
"223","ENSG00000063244"
"224","ENSG00000063245"
"225","ENSG00000063438"
"226","ENSG00000063587"
"227","ENSG00000063854"
"228","ENSG00000063978"
"229","ENSG00000064012"
"230","ENSG00000064199"
"231","ENSG00000064201"
"232","ENSG00000064309"
"233","ENSG00000064419"
"234","ENSG00000064607"
"235","ENSG00000064651"
"236","ENSG00000064687"
"237","ENSG00000064763"
"238","ENSG00000064933"
"239","ENSG00000065029"
"240","ENSG00000065060"
"241","ENSG00000065308"
"242","ENSG00000065357"
"243","ENSG00000065413"
"244","ENSG00000065457"
"245","ENSG00000065485"
"246","ENSG00000065534"
"247","ENSG00000065559"
"248","ENSG00000065613"
"249","ENSG00000065615"
"250","ENSG00000065802"
"251","ENSG00000065809"
"252","ENSG00000065970"
"253","ENSG00000065978"
"254","ENSG00000066056"
"255","ENSG00000066279"
"256","ENSG00000066468"
"257","ENSG00000066557"
"258","ENSG00000066654"
"259","ENSG00000066735"
"260","ENSG00000066855"
"261","ENSG00000067048"
"262","ENSG00000067082"
"263","ENSG00000067141"
"264","ENSG00000067221"
"265","ENSG00000067225"
"266","ENSG00000067560"
"267","ENSG00000067606"
"268","ENSG00000067646"
"269","ENSG00000067836"
"270","ENSG00000067840"
"271","ENSG00000068028"
"272","ENSG00000068079"
"273","ENSG00000068097"
"274","ENSG00000068305"
"275","ENSG00000068724"
"276","ENSG00000068745"
"277","ENSG00000068784"
"278","ENSG00000068796"
"279","ENSG00000068831"
"280","ENSG00000068976"
"281","ENSG00000069424"
"282","ENSG00000069667"
"283","ENSG00000069764"
"284","ENSG00000069869"
"285","ENSG00000069956"
"286","ENSG00000069974"
"287","ENSG00000070010"
"288","ENSG00000070047"
"289","ENSG00000070423"
"290","ENSG00000070495"
"291","ENSG00000070669"
"292","ENSG00000070731"
"293","ENSG00000070761"
"294","ENSG00000070814"
"295","ENSG00000070950"
"296","ENSG00000071051"
"297","ENSG00000071073"
"298","ENSG00000071462"
"299","ENSG00000071553"
"300","ENSG00000071794"
"301","ENSG00000071909"
"302","ENSG00000072042"
"303","ENSG00000072062"
"304","ENSG00000072163"
"305","ENSG00000072315"
"306","ENSG00000072364"
"307","ENSG00000072401"
"308","ENSG00000072415"
"309","ENSG00000072694"
"310","ENSG00000072818"
"311","ENSG00000072858"
"312","ENSG00000072958"
"313","ENSG00000073060"
"314","ENSG00000073067"
"315","ENSG00000073331"
"316","ENSG00000073350"
"317","ENSG00000073464"
"318","ENSG00000073578"
"319","ENSG00000073584"
"320","ENSG00000073605"
"321","ENSG00000073711"
"322","ENSG00000073792"
"323","ENSG00000073861"
"324","ENSG00000073969"
"325","ENSG00000074054"
"326","ENSG00000074071"
"327","ENSG00000074181"
"328","ENSG00000074219"
"329","ENSG00000074356"
"330","ENSG00000074370"
"331","ENSG00000074621"
"332","ENSG00000074706"
"333","ENSG00000074800"
"334","ENSG00000074842"
"335","ENSG00000074966"
"336","ENSG00000075073"
"337","ENSG00000075089"
"338","ENSG00000075151"
"339","ENSG00000075234"
"340","ENSG00000075239"
"341","ENSG00000075275"
"342","ENSG00000075391"
"343","ENSG00000075568"
"344","ENSG00000075711"
"345","ENSG00000075856"
"346","ENSG00000075886"
"347","ENSG00000075945"
"348","ENSG00000076043"
