"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ATAD3C"	3.79973945754267	0.238442952506713	0.577472578777059	0.412907835401769	0.6796741401805	NA
"ATAD3B"	160.532374598093	0.305222280695648	0.120351351023994	2.5360935136889	0.0112096795908101	0.0618236981517668
"ATAD3A"	74.1602667741646	0.0867520092894726	0.148378011821456	0.584668902248547	0.558770368010444	0.734508273431451
"TMEM240"	6.36616452703913	-0.79920876589807	0.479508454324547	-1.66672507792144	0.095569083942294	NA
"SSU72"	779.840385406111	-0.0218472044150042	0.05151305378641	-0.424110061608652	0.67148554797293	0.815263691291393
"FNDC10"	26.7561972598845	-0.106690352844265	0.21826568304418	-0.488809561614273	0.62497652802531	0.78631716014368
"MIB2"	547.898077689683	0.412317536052267	0.0935861159951932	4.4057554015111	1.05415863297268e-05	0.000935561172832398
"MMP23B"	8.07672775063164	0.64220704636124	0.442378177208986	1.45171502449103	0.146580859945335	NA
"CDK11B"	283.010430327572	0.0048077702451989	0.0766308768340327	0.0627393348977538	0.949974074356915	0.975865852996553
"SLC35E2B"	799.637413397027	0.104035791265563	0.064731503177945	1.60718948515025	0.108012807925462	0.269809954007886
"CDK11A"	18.0980400874656	-0.076838821235519	0.21727815128056	-0.353642650136051	0.723606707006065	0.845430853178171
"SLC35E2A"	126.824477396435	0.0987297583939318	0.110835795098473	0.890775027203215	0.373049875029657	0.579224948758438
"NADK"	3122.32727055391	-0.359978240129041	0.104157848405258	-3.45608368107256	0.000548085139758502	0.00992434343974039
"GNB1"	2153.76137096315	-0.188691600456329	0.0728922090683268	-2.58863879786461	0.0096356106389093	0.0563146093720325
"CALML6"	1.3684279261184	2.08047827595949	0.884730139059045	2.35153996016479	0.0186958813631446	NA
"TMEM52"	0.877301758726709	-0.333349858072223	1.20112121580263	-0.277532237118521	0.781371455963928	NA
"CFAP74"	2.7289104149496	0.244789312797321	0.840726945988163	0.291163871891371	0.770925992137125	NA
"GABRD"	1.71240712554016	-1.19576977513228	1.12180418399245	-1.06593449391194	0.286453254764078	NA
"PRKCZ"	161.323597407153	0.169692132947129	0.105273621916829	1.61191502541058	0.106980432080765	0.268223741184748
"FAAP20"	172.521528137509	0.168669971913531	0.087415809611018	1.92951335306596	0.0536671639923609	0.172364801085695
"SKI"	1162.16557935708	-0.0730111804132782	0.088677331560909	-0.823335334161805	0.410317325429815	0.612376305610153
"MORN1"	103.146323309135	-0.219309805039533	0.154988496311349	-1.41500698606025	0.157066447738613	0.3404133678245
"RER1"	476.690941720969	0.0454072167423074	0.0566368647105902	0.80172546581338	0.422711781586773	0.625082088615308
"PEX10"	50.1036161118086	-0.00811228200422907	0.146271104141769	-0.0554605918361461	0.955771524762472	0.978234691758406
"PLCH2"	183.834982383774	0.550541369923097	0.127496078959444	4.31810432459041	1.57375044410203e-05	0.00125796499314735
"PANK4"	401.329717729459	0.160875741225191	0.0660600448125988	2.43529567201428	0.0148796256259626	0.07443255307368
"HES5"	1.33476901119804	0.860434362225956	0.86904838002925	0.990087988193473	0.322131113963837	NA
"TNFRSF14"	735.704237659313	-0.0114834796034478	0.0693076247919532	-0.165688546360069	0.868402060145575	0.930997656223245
"FAM213B"	74.7084953501934	0.236872763973165	0.112908158574711	2.09792425067695	0.0359118373908509	0.132220855848133
"MMEL1"	2.62298331183026	0.215418126034749	0.750541608656631	0.287016900262623	0.774099379876887	NA
"TTC34"	85.7074209120113	0.18637309448483	0.154755381127198	1.20430768305009	0.228470678211981	0.430441733644839
"ACTRT2"	0.435631940027411	0.55062207006083	2.12772793391353	0.258784058471268	0.795801858493935	NA
"PRDM16"	4.22238666065892	-0.375033071355142	0.799902535996098	-0.468848459003975	0.639177959274815	NA
"ARHGEF16"	2.77604746351372	1.17561223077814	0.983053588493688	1.19587807270965	0.231744143159718	NA
"MEGF6"	590.021289554151	0.270380015712995	0.104293374738194	2.59249464687211	0.00952826641562814	0.0559538119622435
"TPRG1L"	436.269855942588	-0.362718018036414	0.160243012428953	-2.26354967083031	0.0236018263262222	0.101008168321099
"WRAP73"	184.696349428014	-0.0273378810876746	0.0833659332539419	-0.327926288600409	0.742967396390748	0.856949463315918
"TP73"	17.4217900014261	0.0146626816783597	0.285830996185171	0.0512984311500658	0.95908771822132	0.979620362783573
"CCDC27"	3.58155969417076	1.13721979145556	0.715307060546675	1.58983442800976	0.111872131271378	NA
"SMIM1"	189.954755291328	-0.564357937614045	0.341925041955915	-1.65053116433282	0.0988343447043843	0.255008980284194
"LRRC47"	253.119456060537	-0.0287211934509624	0.0848830321779824	-0.338362010804938	0.735090398530968	0.851902741525302
"CEP104"	259.920563855525	0.200369814369206	0.0779692743981628	2.56985608646278	0.0101740770768507	0.058021782251445
"DFFB"	105.291580645075	0.157982375515306	0.118575161924505	1.33233953006019	0.182748642969829	0.374560730783303
"C1orf174"	129.167269702695	0.230412936845385	0.105326227459261	2.18761216843645	0.0286978647117368	0.114321002048394
"AJAP1"	15.1563794055379	0.85455529562778	0.406512902083019	2.10216032811982	0.0355392336950476	0.131406478817659
"NPHP4"	133.784840809424	-0.0760929923067757	0.129605736265111	-0.587111300005471	0.55712895884048	0.733302659507295
"KCNAB2"	1743.23093664014	0.0200704720139897	0.0568905912531241	0.352790708830743	0.724245349770226	0.845625696685398
"CHD5"	5.79895037962344	0.00313044254505538	0.52021673401642	0.006017573715644	0.995198699815614	NA
"RPL22"	456.069281822267	0.0782902081246185	0.119982167598223	0.652515367006741	0.514068762819113	0.698865221804116
"RNF207"	19.2348170786452	0.102408241438852	0.269313623115004	0.380256446942236	0.703755061873938	0.833963132914108
"ICMT"	136.356982475115	0.153777245381082	0.102519445795129	1.49998123954341	0.133619262224555	0.308459190350058
"HES3"	0.311879380611169	1.19924290533557	1.95587883660103	0.613147850927025	0.539778582864668	NA
"GPR153"	25.2234115884791	0.339008349552763	0.2396360202356	1.41468026893229	0.157162262058536	0.340438845428992
"ACOT7"	37.0637265019759	-0.060753578270067	0.176919562151833	-0.343396612172984	0.731300107852597	0.849454714188246
"HES2"	0.773336077197526	0.130028226908561	1.39212874967043	0.0934024435163365	0.925583849360724	NA
"ESPN"	344.960167408905	-0.142454972884828	0.321610675785785	-0.442942301392112	0.657807469283207	0.805925254793885
"TNFRSF25"	165.633498989413	0.539544021326437	0.163274123999609	3.30452865469197	0.000951362500416473	0.0137444166231393
"PLEKHG5"	23.8616503332133	0.639981388655785	0.273474356527796	2.34018793126125	0.0192740385408798	0.0881128849491834
"NOL9"	259.397481075764	0.196127623608254	0.0877089316862654	2.236119170962	0.025343965986679	0.105999720047556
"TAS1R1"	3.1402082552284	-0.0211643144517809	0.729628311749504	-0.0290069808297777	0.97685902304129	NA
"ZBTB48"	387.168558465998	-0.168316192083791	0.0750672012785882	-2.24220683889811	0.0249480073638197	0.104885221270038
"KLHL21"	1465.66467083081	-0.304363954663042	0.0957656736863092	-3.17821556458757	0.001481845334357	0.0176513929533702
"PHF13"	84.0346090060981	-0.110294256921617	0.125486728807501	-0.878931644563068	0.379438339582878	0.584973458435727
"THAP3"	64.0145641180037	0.0969081469181744	0.13807795654254	0.701836479513065	0.4827811460592	0.675237817960087
"DNAJC11"	121.769628087377	0.119947474175487	0.109819532220587	1.09222350296081	0.274734874361966	0.481330745998253
"CAMTA1"	76.3372178465031	0.327407946127893	0.149089884786165	2.19604399451702	0.0280887945974021	0.112825103564977
"VAMP3"	340.214194245071	-0.260237670547954	0.0864278197516105	-3.01104055726345	0.00260354075050293	0.0247791585459564
"PER3"	39.3104050593882	-0.128418362244825	0.219063846644882	-0.586214312455674	0.557731504823851	0.733936725182475
"UTS2"	2.92064640384003	0.441978934762298	0.819264610388458	0.539482517806709	0.589553956634005	NA
"TNFRSF9"	74.4645618921369	-0.275769175276324	0.180245716559581	-1.52996243428157	0.126026027671383	0.297563219172996
"PARK7"	238.963770000222	-0.0564806070917161	0.0913869467534469	-0.618038014160767	0.536550280603517	0.716000154320044
"ERRFI1"	10.1386609526567	-0.021621120035274	0.422684673391162	-0.0511518902774724	0.959204487617993	NA
"SLC45A1"	6.24340036046317	0.752014524763829	0.443228350406596	1.69667514290087	0.0897580946391801	NA
"RERE"	1911.70751810139	-0.204102536774837	0.0884058590372734	-2.30869920837242	0.0209602783112927	0.0935007405279465
"ENO1"	1917.87323314583	-0.186336802978557	0.0827098513467293	-2.25289732655196	0.0242656234802891	0.103122534202698
"CA6"	65.3087322610012	0.246753043711887	0.249102051348038	0.99057009918851	0.321895544176256	0.529576587973196
"SLC2A7"	0.907452219730295	-0.535081002318824	1.34665286001486	-0.397341451688536	0.691115683914905	NA
"SLC2A5"	26.938607275817	-0.757787702375397	0.360043959457915	-2.10470883476653	0.0353166609721395	0.13111022807005
"GPR157"	69.7101399335372	0.21179632507128	0.160643683549102	1.3184229867746	0.18736209001524	0.379929645870776
"H6PD"	713.378990530862	-0.0927064677054648	0.0762141368791635	-1.21639464148823	0.22383462424668	0.425867629908731
"SPSB1"	22.822177248883	-0.102509018436211	0.218387919058942	-0.469389602126042	0.638791179257681	0.794727916033261
"SLC25A33"	30.3096372547509	0.168834258583346	0.233209936872761	0.723958253440382	0.469091364797234	0.663885856993173
"TMEM201"	61.5570402936295	0.242459119635625	0.147783782268773	1.64063414749169	0.100873382161462	0.258456476096325
"PIK3CD"	4020.26921518982	-0.0978403357512912	0.0807073871180228	-1.21228476407264	0.225403394017433	0.427333182159248
"CLSTN1"	558.266246489139	0.139795094937224	0.0891236854258583	1.56855155023318	0.116752469277833	0.283382173653808
"CTNNBIP1"	64.6185203622125	0.134624696270449	0.13042689277062	1.03218510700252	0.301985410454584	0.509896690207592
"LZIC"	90.0146892974718	-0.0563485801989135	0.11012454507515	-0.511680481044991	0.608874648987675	0.775153546231886
"NMNAT1"	66.6524057367442	-0.403286443184318	0.136185711694176	-2.96129776147115	0.00306345610134187	0.0274086830863798
"RBP7"	34.3903622222506	-0.298846219255526	0.19647345641875	-1.52105136593406	0.128246947674657	0.300868973594724
"UBE4B"	658.017150434966	-0.136648781543725	0.0758410533501562	-1.80177852900883	0.0715802571190049	0.207615212221511
"KIF1B"	698.257435296969	-0.419410250219693	0.115868106601901	-3.61972127205548	0.000294920524334186	0.00699860228644601
"PGD"	1494.98412050471	-0.479610299621025	0.129383941264788	-3.70687656391214	0.000209831149007649	0.00567805893194417
"CENPS-CORT"	0.875578334206675	0.5747187672371	1.16932391980845	0.491496631088542	0.623075234276543	NA
"CENPS"	0.585654962976359	-1.00795281971211	1.33850985655883	-0.75304101405981	0.451425268291101	NA
"CORT"	2.76199872017202	-0.457111190404226	0.6109821334278	-0.748158031790045	0.454364841917368	NA
"DFFA"	109.175695092769	0.0409739700991129	0.1181417700162	0.346820350613455	0.728726287405272	0.848116563263898
"PEX14"	101.425812993254	0.189232412616804	0.126571897505822	1.49505866899167	0.134899131263191	0.309775929852158
"CASZ1"	115.492013431267	-0.0036158049165479	0.102602829044156	-0.0352407916061635	0.971887735420355	0.986667445300577
"C1orf127"	4.62366779357049	0.739598147617826	0.541143242862524	1.36673266713176	0.17170911459746	NA
"TARDBP"	181.883045353398	0.14749101466194	0.0853028832469327	1.729027308901	0.083804207597	0.229497292503706
""	0	NA	NA	NA	NA	NA
"MASP2"	44.2374139065405	0.190402230279817	0.197432543357859	0.964391315846548	0.334849774427214	0.54202301615916
"SRM"	111.312985594878	0.191014706943187	0.120298770542763	1.58783590290548	0.112323450561412	0.276541018099525
"EXOSC10"	159.396860145348	0.134614806093672	0.115018752561851	1.17037268354378	0.241851023586604	0.446336245579579
"MTOR"	577.359756883957	0.0513843196431753	0.0604270990274187	0.850352250401095	0.395129274989823	0.600102586390794
"ANGPTL7"	34.0659690401996	-0.133903084006742	0.223317725176982	-0.599607952752617	0.548767545802693	0.725914608764585
"UBIAD1"	159.546952418758	0.189395755191966	0.117599314259533	1.61051751351188	0.107284925222241	0.268654542755611
"DISP3"	7.04559859587278	0.667673721154588	0.571318848185683	1.1686534117943	0.242543299356052	NA
"FBXO2"	14.9932028360331	0.464036706831491	0.280235105825227	1.65588356771009	0.0977453999544316	0.253361226618189
"FBXO44"	71.752559649364	0.403297803180165	0.141352946817181	2.85312625071602	0.00432914186469513	0.0342441885781548
"FBXO6"	115.143193210904	-0.788933403832997	0.159446824233754	-4.94794052891512	7.50028154717034e-07	0.00029318753174019
"MAD2L2"	88.5521626460199	-0.248421126305718	0.167713280375547	-1.48122513464317	0.138546590557237	0.314525611971306
"DRAXIN"	22.0877323511383	0.17243122893633	0.227020424985878	0.759540596169075	0.447529239066423	0.64647250679551
"AGTRAP"	778.621275373041	-0.442495733256337	0.098182081185697	-4.50688891407202	6.5785051542074e-06	0.000783567902918681
"C1orf167"	3.89531006194318	0.0486536280227498	0.8050311438269	0.0604369512854666	0.951807629561802	NA
"MTHFR"	378.914343112317	0.143768327624742	0.0664670473293444	2.163001568467	0.030541058980393	0.119354733551552
"CLCN6"	171.637053079512	0.188055986435372	0.0921462274615691	2.04084303411991	0.041266431556655	0.144862009029846
"NPPA"	5.20777923584952	-0.705522825328134	0.540265780026303	-1.30588101525472	0.191593023633314	NA
"NPPB"	0.588369535345891	0.630529422780973	1.52529730307558	0.413381326715509	0.679327253559874	NA
"KIAA2013"	718.751895509961	-0.290009911646524	0.0947165819675481	-3.06187053652219	0.00219958564480121	0.0222152664873937
"PLOD1"	290.1159040828	-0.382037502321188	0.113107379418031	-3.37765320253087	0.000731072164619586	0.0117961843295192
"MFN2"	932.72444681529	-0.534503824711778	0.16298655357031	-3.2794351006459	0.00104015131336944	0.0143586252068353
"MIIP"	282.647540074392	-0.528103333063752	0.137206277377101	-3.84897355397449	0.000118613810968453	0.00414125805536408
"TNFRSF8"	117.691355565348	-0.215785767118986	0.151377812454208	-1.42547817028511	0.154019025917802	0.336388848625075
"TNFRSF1B"	4726.67776338929	-0.303540844741003	0.0849502865919827	-3.57315857212953	0.000352701028472254	0.00781443612499483
"VPS13D"	1268.03649752722	0.0944505560044849	0.0474867513748866	1.98898752325339	0.0467025801317567	0.157141054721917
"DHRS3"	143.353842556128	0.382184431664317	0.159221686487469	2.40032900100197	0.0163803420197664	0.0794495630898849
"AADACL4"	0.722574431140556	-0.593230526086034	2.25296774552714	-0.263310705296952	0.79231110911721	NA
"AADACL3"	0.668527430010905	1.64812284593699	1.31294227790256	1.25528964500243	0.209373632830531	NA
"C1orf158"	0.713550804766036	-0.620597913053971	1.777229924183	-0.349193936366596	0.726943718118982	NA
"PRAMEF12"	0.506262278805427	-0.806864790656195	1.63230931274826	-0.494308758980065	0.62108814018094	NA
"PRAMEF1"	0.387892523402628	1.03369352001508	1.95989482363793	0.527422955327954	0.597899905980276	NA
"PRAMEF11"	0.231294108767477	-0.381569498933508	3.22744883467391	-0.118226351052924	0.905888311254027	NA
"HNRNPCL1"	0.305436735199403	0.0888148274185609	1.44289732759589	0.0615531165800559	0.950918713649714	NA
"PRAMEF2"	0.483814144958355	1.51254007852588	1.79572774294661	0.842299220729279	0.399620487143371	NA
"PRAMEF4"	0.0966043574674773	0.589516411689909	3.34180751272088	0.17640645352728	0.859974634990688	NA
"PRAMEF10"	0.40377918037088	0.903105280259754	2.26148298499796	0.399342062819265	0.689641177752605	NA
"PRAMEF7"	0.054848644717542	-0.168554514479577	3.34302160806772	-0.0504198100523204	0.959787850323309	NA
"PRAMEF6"	0.14329560715693	-0.337139059651899	3.34267966990844	-0.10085891947317	0.919662454267921	NA
"PRAMEF27"	0.138213242018131	1.38265433143011	3.33777767054112	0.41424398743909	0.678695430338625	NA
"PRAMEF26"	0.148466114803135	-0.211198324813846	3.3421590915641	-0.0631921817686444	0.949613470383191	NA
"PRAMEF25"	0.13271570625446	0.484522769203055	2.83054612371175	0.171176426041661	0.86408504319447	NA
"HNRNPCL3"	0.0334036271280089	-0.0884234479937367	3.3430267087872	-0.0264501171232985	0.978898320430998	NA
"HNRNPCL2"	0.228331375796654	0.466324560038844	2.21335378884207	0.21068686008973	0.833131628595797	NA
"HNRNPCL4"	0.0270162138287607	-0.478382319769909	3.34308643307312	-0.143096007042258	0.88621435840911	NA
"PRAMEF9"	0.625850727891665	-0.17689995284917	2.09747053989757	-0.0843396603118958	0.93278638034641	NA
"PRAMEF13"	0.100146225250093	0.869592003958892	3.34137810130492	0.260249507117823	0.794671318349329	NA
"PRAMEF18"	0.147232005470407	-0.435308700985161	2.27768857249877	-0.191118621852503	0.848432658415779	NA
"PRAMEF5"	0.192116012629544	-0.293935884789682	3.34240284008143	-0.0879414896567406	0.929923180349957	NA
"PRAMEF8"	0.337459491441194	0.126615527979745	2.29478995669553	0.0551752144505939	0.955998874851746	NA
"PRAMEF15"	0.550907807519957	1.26271997600115	1.95151143630283	0.647047182256535	0.517601407461414	NA
"PRAMEF33"	0.130746847648817	-0.789988815859122	3.3429430809118	-0.236315365454458	0.813187964647518	NA
"PRAMEF14"	0.639120537959535	1.28735005005902	2.38406180534603	0.539981827305091	0.589209565037567	NA
"PRAMEF19"	0.284476776519491	0.921195029397566	2.15930175407139	0.426617089371896	0.669658248387626	NA
"PRAMEF17"	0.653586700493754	0.156479368287475	1.74924789715164	0.0894552273249984	0.928720134291491	NA
"PRAMEF20"	0.501538533015592	0.557962515105658	2.2591855962345	0.246975067491419	0.804927519725004	NA
"LRRC38"	0.724049686127409	-0.845255691807646	1.76747725146589	-0.478227197044046	0.632488507100475	NA
"PDPN"	0.780256846156751	1.74746371581943	1.64190166991414	1.06429255042466	0.287196191673132	NA
"PRDM2"	1212.72825278727	-0.0663667320710062	0.0586700002620563	-1.13118683781441	0.257976460636132	0.464664083775355
"KAZN"	80.5590136755735	-0.377152646271798	0.258451799033658	-1.45927653698662	0.144489010527124	0.32312561713686
"TMEM51"	12.6481626841529	-0.379283911718285	0.433320799137934	-0.875295883495202	0.381412933378366	NA
"FHAD1"	17.8964303422417	0.637685509861558	0.362809138141332	1.7576335401264	0.0788098826506446	0.220478948700284
"EFHD2"	3638.48438246815	-0.197250911111884	0.084137844873263	-2.34437798364105	0.019058845451167	0.0876144427664317
"CTRC"	4.26180003109491	0.722886462986151	0.531840698731883	1.35921614255885	0.174078107491452	NA
"CELA2A"	1.07971725416227	-1.51802473920881	1.55961900221156	-0.973330497420354	0.330389069747624	NA
"CELA2B"	8.84898071722724	0.307638196651663	0.421228430003868	0.730335786330562	0.465184958746506	NA
"CASP9"	110.24221343721	0.0338060420431341	0.10364237136555	0.326179742876581	0.744288366848157	0.857564908398091
"DNAJC16"	171.241177333386	0.0324740573175985	0.0975848716507316	0.332777578822127	0.739302184060067	0.85433912272492
"AGMAT"	30.2543495107543	0.097340349288635	0.214420308076461	0.453969822923321	0.649850546937443	0.80113675053324
"DDI2"	330.589538085055	0.0347885086218876	0.0716171322319716	0.485756795025048	0.627139610251693	0.787326541078535
"RSC1A1"	0	NA	NA	NA	NA	NA
"PLEKHM2"	462.45957832334	-0.123188651812163	0.0741504282244155	-1.66133432755551	0.0966463193517953	0.251666076630542
"SLC25A34"	10.3436917664729	0.118595701013184	0.437742578706836	0.270925669062249	0.786448202041143	NA
"TMEM82"	0.56512299252732	1.64674415288234	1.51470368653773	1.08717247308378	0.276960593680505	NA
"FBLIM1"	2.58711606261505	0.161255511241489	0.730558666249404	0.220729037504072	0.825303420395205	NA
"UQCRHL"	8.80165819716976	0.389398983270581	0.334834643953615	1.16295906144205	0.244846112677965	NA
"SPEN"	1588.12254461191	0.0187084093053561	0.0527562176202099	0.354619988871023	0.722874299238733	0.845149858579361
"ZBTB17"	285.360360890485	0.0553435211427273	0.0797292741292466	0.694143045288631	0.487592506092859	0.679776127255105
"SRARP"	0.365419618976716	1.01693760026133	2.12319659146379	0.478965350806363	0.631963278505898	NA
"HSPB7"	1.986111667869	0.206145872058911	0.830598598970282	0.248189525379017	0.803987770398214	NA
"CLCNKA"	1.58417695107684	0.258965789799153	1.02858289399932	0.251769489177725	0.801219241880641	NA
"CLCNKB"	0.874012982079021	-0.686010824134744	1.98935906549781	-0.344840122646779	0.730214567567847	NA
"FAM131C"	0.879609440893364	0.444192187884265	1.39064686968236	0.319414078130218	0.749412536719037	NA
"EPHA2"	9.63296958510927	0.971514515614981	0.457989683776746	2.12125851308162	0.0339000535871821	NA
"ARHGEF19"	29.2050290503013	0.265461524235495	0.218871453788879	1.21286499285355	0.225181441780088	0.427159175273704
"CPLANE2"	26.8673044284946	0.332082124076667	0.19610829694389	1.69336090951665	0.0903867907876929	0.240727643154421
"FBXO42"	297.67204062066	0.0336047996864941	0.0632037875659017	0.531689649951039	0.594940961538495	0.7640347407983
"SZRD1"	421.563639025944	-0.0980235061862321	0.0659014882966128	-1.48742477172963	0.13690265837048	0.312150186362563
"SPATA21"	31.6534260906217	-0.306830782344117	0.234780522320245	-1.30688346423216	0.191252292854217	0.385103639075031
"NECAP2"	655.36503524263	0.0442389258159806	0.0625632952992394	0.707106708564285	0.479500167313929	0.672144531499273
"NBPF1"	148.331642818058	0.217208039651362	0.14692051484	1.47840510828529	0.139299378939473	0.315468304587996
"CROCC"	293.276704411475	0.370765925288841	0.127474676398008	2.90854572661332	0.00363114069627346	0.0305001297380494
"MFAP2"	1.44795601418333	0.0173498550964685	0.921791285385494	0.0188218909980395	0.98498319042424	NA
"ATP13A2"	237.872954401882	-0.0221377695137359	0.089187244099995	-0.248216768408221	0.803966692944483	0.894523380886032
"SDHB"	170.123660020789	-0.125273463056149	0.0807947831419624	-1.5505142558033	0.121018134539442	0.290178938189157
"PADI2"	1675.78395667689	-0.646877162474885	0.189537619089725	-3.41292227675742	0.00064270269274656	0.0109061979285904
"PADI1"	1.10529844269522	0.211390795043855	1.22490734179497	0.172576967931374	0.862983957162681	NA
"PADI3"	0.796780950639429	-0.149352939555249	1.18892236825666	-0.125620430351771	0.900032389986495	NA
"PADI4"	786.257773933276	-0.443429308858329	0.166341064923903	-2.66578375617101	0.00768090811189715	0.0488091179704761
"PADI6"	2.49178104041253	0.890700213769316	0.724868843729306	1.22877431065576	0.219156435806441	NA
"RCC2"	437.61822513421	0.0431330119756184	0.0788669140144756	0.546908833883135	0.584441366380731	0.75437826426494
"ARHGEF10L"	297.577368532843	-0.0448490413085268	0.161860636013323	-0.277084301737424	0.781715375486805	0.880963775599079
"ACTL8"	0.499319530284379	-1.07316055904658	2.11358640742461	-0.507743878024944	0.611632972549907	NA
"IGSF21"	1.41635976373196	-0.77714844430807	1.25457712438683	-0.619450513803922	0.535619612634738	NA
"KLHDC7A"	3.70011692034449	0.116259614842785	0.814086008697592	0.142809990100164	0.886440246998692	NA
"PAX7"	1.38409208350639	0.260742789686424	1.11847297120765	0.233123907683608	0.815665190648934	NA
"TAS1R2"	0.356908158581864	0.800469736766324	2.26766460567485	0.352993002035284	0.724093686844011	NA
".1"	0.799296585079001	0.29077141026986	1.32964200835675	0.218683982938546	0.826896226772741	NA
"ALDH4A1"	10.9540291376136	-0.125048340329774	0.316652291311606	-0.394907422939563	0.692911211611675	NA
"IFFO2"	159.414024941608	0.425778185891869	0.148814955914866	2.86112496740885	0.00422140619068896	0.0337133412211999
"UBR4"	2144.75382329412	-0.0181241512594055	0.0732813993568533	-0.247322668760016	0.804658516490396	0.894883384472156
"EMC1"	254.693418046891	0.217822500112113	0.0918978937432527	2.3702665125348	0.0177752670853336	0.0838908072042203
"MRTO4"	49.4403162969108	0.368964977657006	0.157379860146166	2.34442308764495	0.0190565404694768	0.0876144427664317
"AKR7A3"	4.88080850715555	0.636342003563637	0.505263982368646	1.25942482695977	0.20787692669557	NA
"AKR7A2"	99.4985118635226	0.241715168532221	0.118054924479367	2.04748060784594	0.0406109189860332	0.143520263432316
"PQLC2"	87.4597182548118	-0.113424844228855	0.117580778477704	-0.9646546459153	0.334717818944123	0.54202301615916
"CAPZB"	1816.76137299451	-0.138579931004963	0.07037815032747	-1.9690760606829	0.0489443574198593	0.16194824146277
"MINOS1"	63.0287420640002	0.175963476777803	0.11520142661536	1.5274418203632	0.126651183955756	0.29826721657507
"MINOS1-NBL1"	0.420350116817662	-0.354943160413947	1.85393931341212	-0.19145349464578	0.848170312426338	NA
