"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"DTL",21.6984039937073,-1.27872010089936,0.392050079458371,-3.26162438907281,0.00110775819162871,0.0147776199094257
"E2F2",1076.96042723378,-1.26618061281093,0.299272345992866,-4.23086405999273,2.32795335410078e-05,0.00161626475727569
"SLC1A5",807.257726866027,-1.25648737676953,0.274795875783389,-4.57243899016872,4.82079614981118e-06,0.000681077595583789
"CR1L",93.0483328174044,-1.25622642237018,0.301333082719398,-4.16889646179334,3.06077982371927e-05,0.00189737116623414
"CMPK2",345.418685600214,-1.25596067670322,0.292088238167422,-4.29993581591366,1.70847583174555e-05,0.00132216441756105
"ATF3",15.0136541342684,-1.25090777878723,0.399590248226382,-3.13047624244961,0.00174523115224541,0.0194208804429445
"KIF4A",15.0341132933606,-1.25004259946994,0.431236895583981,-2.89873759010608,0.00374668321263979,0.0311369364114729
"KIF14",23.5020397397848,-1.24593085638797,0.348952246916956,-3.57049099811206,0.000356312700087286,0.00784275236605166
"AHSP",172.307609458433,-1.24257575095461,0.309654450073398,-4.01278183039217,6.00073693371412e-05,0.00265123468162279
"IFIT1",361.091881455443,-1.23877139906287,0.313653766205453,-3.94948676704694,7.83189403026714e-05,0.00314681761451619
"EPB42",1301.96357982417,-1.23856194834887,0.286322938748573,-4.32575173250955,1.52012557124706e-05,0.00123130171271012
"BCL2L1",4194.28971431926,-1.23444747251787,0.308818659951211,-3.99732151131313,6.40632625997186e-05,0.00278985175837484
"CD274",109.557073683036,-1.23439582558019,0.25792290140329,-4.78591012610424,1.70214217654687e-06,0.000382981989723046
"SELENBP1",2694.54754179425,-1.2315718116223,0.301451718816893,-4.08546952877181,4.3987773340113e-05,0.00223068757485454
"GBP1",776.073275508684,-1.22924072434477,0.21764108903398,-5.64801770566795,1.62308464477335e-08,4.60352505800755e-05
"ACHE",37.1468057372702,-1.22821093332774,0.355600249303902,-3.45390908958023,0.000552523597219048,0.00994542474994286
"FCGR1B",238.426393076189,-1.22754556776866,0.224030541650636,-5.47936704845785,4.26850048038964e-08,5.18622808367341e-05
"GADD45G",17.5671820298453,-1.22415741015769,0.348025138493106,-3.5174396178911,0.000435731473397887,0.00867582166953672
"IFI44L",407.170818222715,-1.21889806297026,0.388857412884605,-3.13456301097178,0.00172110286206111,0.0192554325727832
"SEMA6B",40.8323441916573,-1.2185513150005,0.309510657292031,-3.93702538601366,8.24978825483305e-05,0.00326244720512867
"GLRX5",1348.76334963677,-1.21364286449196,0.294060709465248,-4.12718471195619,3.67231415753798e-05,0.00204672555110489
"BSG",9577.88071463211,-1.20292469771387,0.258433432064786,-4.65467911060481,3.2448565990813e-06,0.000532770374038349
"SLPI",34.6983905194272,-1.197353952875,0.337695153114999,-3.5456652007891,0.0003916234261373,0.00837715603445104
"GMPR",1359.46258755358,-1.19505387751583,0.304371920465344,-3.92629476361931,8.62644322308268e-05,0.00334860335975893
"ACKR1",46.1573047700996,-1.19337639552327,0.357871606299152,-3.33464956290971,0.0008540695745481,0.0129227214579818
"IFIT3",863.975145002258,-1.18752386290492,0.259264015215114,-4.58036516143443,4.64164792531189e-06,0.000669991849456464
"ANXA3",208.933043877202,-1.18177651011441,0.26500140222024,-4.45951040339118,8.21470861829489e-06,0.000853065894976777
"TSTA3",572.798169388352,-1.17978934216845,0.294279492740076,-4.00907766689166,6.09563672165161e-05,0.00268301813313055
"TRIM58",6142.0848530722,-1.17494523883854,0.308058892662684,-3.81402798887897,0.000136719973876682,0.00449026219617479
"BPI",97.7195691537519,-1.16706117423714,0.375687999759625,-3.1064638076911,0.00189339484389188,0.020286373327413
"IFITM3",1284.88830960603,-1.16532551201621,0.248989468062191,-4.68022009559513,2.86567107379424e-06,0.000512027993332353
"SLC4A1",14017.6220610962,-1.16108902294971,0.318664567445553,-3.64360880237521,0.000268841930741832,0.00664822143043484
"EMID1",27.1041652006044,-1.15758783164409,0.328496804410409,-3.52389373687133,0.000425254757030241,0.00861986951408058
"KLC3",151.681387396077,-1.15647145380062,0.312352989904339,-3.70245040444403,0.000213527110808655,0.00568742638154785
"DCAF12",16271.1566492418,-1.14781355995301,0.299333941600602,-3.83455866653615,0.000125789947472016,0.00426912810554467
"PTMS",474.011225457107,-1.14717154678659,0.229220644187299,-5.00466068775733,5.59605147846611e-07,0.000257113971083569
"SMOX",392.466190232756,-1.14478569832132,0.262302217193759,-4.36437675048579,1.27485700888252e-05,0.00107566060124463
"SLC6A8",2481.16103912641,-1.14392687789029,0.312753662946688,-3.65759705933575,0.000254590864414557,0.00640430435328544
"PITHD1",1105.38906725194,-1.14256842622818,0.281564654326712,-4.05792562621303,4.95105288719487e-05,0.00236831860548889
"PFKFB2",250.886010809853,-1.13191285126389,0.253728967176607,-4.46111007292294,8.15361944983517e-06,0.000853065894976777
"FOXO4",1747.15361824124,-1.12804100720727,0.28080717753143,-4.01713737207095,5.8909386665204e-05,0.00261222280285485
"CACNA1E",136.082490202873,-1.12768716743847,0.232060165579343,-4.85946032410679,1.17706167090315e-06,0.000310897810901592
"ITLN1",27.2786053091867,-1.12511581342452,0.403737374897546,-2.78675169399423,0.00532392559533812,0.038595283999617
"TGM2",245.771920525989,-1.12432074418519,0.274560176787372,-4.09498841871703,4.22189491563888e-05,0.0021828094989367
"LCN2",109.398951181263,-1.12307874312808,0.375739608211843,-2.9889815142802,0.00279909066065668,0.0258221751867726
"TNFAIP6",89.7372504548394,-1.11607768970968,0.253422264688254,-4.40402381804384,1.06261269013062e-05,0.000935561172832398
"SFRP2",90.7351134556739,-1.11203665398324,0.295801513580962,-3.75940150042156,0.000170320317068,0.00505963778087089
"KLF1",467.697966483549,-1.11164358239885,0.250532384209243,-4.43712530780217,9.11682263490842e-06,0.000894788103198494
"RBM38",6775.30989565212,-1.11134884849873,0.278740544352565,-3.98703694534314,6.69036106105783e-05,0.00283233055372309
"C9orf78",1480.53307659383,-1.11001105186073,0.283728808676681,-3.91222539945046,9.14494965774217e-05,0.00349406095413734
"HIST1H3G",53.6608069827725,-1.10588443763845,0.281308075366808,-3.93122179729979,8.45152562070173e-05,0.00329121911190788
"FKBP5",1694.77241134287,-1.10118894422507,0.273427107990594,-4.02735834174477,5.64070310264564e-05,0.0025572590558636
"HIST3H2A",15.7237945612969,-1.09769988508763,0.356928135947404,-3.07540867344059,0.00210214296099869,0.0215354443306359
"FAM210B",3082.81532739805,-1.09572573897504,0.311225679876679,-3.52067907574084,0.000430443233086412,0.00865054047250043
"TNS1",6121.13592999186,-1.09308640864788,0.305006315100088,-3.58381566063373,0.000338611103105423,0.00761874981987202
"CTNNAL1",52.1420062965553,-1.09182275832493,0.333228679855327,-3.2764969653841,0.00105103442167192,0.0143969202066673
"IFI44",212.694985451603,-1.09057877629588,0.343843751990374,-3.17172776874077,0.00151534984780776,0.017927459251085
"LYL1",2449.73126106159,-1.08827925583956,0.258915820723417,-4.20321652342017,2.63148649389632e-05,0.0017238754007634
"ABCG2",33.2269413007558,-1.08442507604006,0.39351643729797,-2.7557300617126,0.00585613046898133,0.0407981566503
"BPGM",764.243968442347,-1.08255490966667,0.273168656032687,-3.9629543352043,7.40279456408158e-05,0.00303864709302673
"HBQ1",359.143915559127,-1.08185898479332,0.308875143287683,-3.50257703898721,0.000460780512106606,0.00891833359575658
"KCNE1",162.483745293232,-1.08003381082809,0.219692863834151,-4.91610784246237,8.82817782325295e-07,0.00029318753174019
"TRIM9",26.7405151261291,-1.0680986268507,0.338346845868268,-3.15681567567075,0.00159502136630342,0.0185746738615884
"BMX",47.183907696079,-1.06785544454524,0.296564230938619,-3.60075603576839,0.000317293198895118,0.00730134917912062
"IFIT1B",156.131342045947,-1.06277914451733,0.281215101687901,-3.7792392305333,0.000157308237007594,0.00487733207560819
"UBB",2156.50023541816,-1.06195583379627,0.276190033114274,-3.84501867001435,0.000120543260291669,0.00418457317869651
"GADD45A",108.56153337003,-1.06005265139367,0.239459166520656,-4.42686186040085,9.56139206910306e-06,0.000902754119334456
"C1QA",22.3919980543986,-1.0557957900174,0.376598154781237,-2.80350760250195,0.00505500404857068,0.0373136690098018
"ST6GALNAC4",887.081868774124,-1.05081168945111,0.263741010871671,-3.98425594100116,6.76918858785388e-05,0.00284646969957601
"NCAPG",23.1410256548689,-1.05072272521458,0.331352089958291,-3.17101583800735,0.0015190686064087,0.0179539723422819
"RNF10",8129.95051178135,-1.0425721811167,0.276554608651492,-3.7698600873093,0.000163339089256792,0.00496142483617505
"SOX6",293.671780506449,-1.04158990076376,0.256232778996264,-4.06501426103233,4.80295250893387e-05,0.00233423491934186
"SPECC1",1645.31999404774,-1.040979420019,0.232639179574804,-4.47465221430717,7.65357872577527e-06,0.000837756590253779
"CLEC4E",464.190783580879,-1.0406071182768,0.214115866519133,-4.86001871413773,1.17374657079505e-06,0.000310897810901592
"GBP5",1656.59327701178,-1.03732186279788,0.23462384340807,-4.42121247239868,9.81486035211691e-06,0.000903713065047281
"IFI6",613.666476122657,-1.03692926118006,0.281220196039357,-3.68725033188918,0.000226690327145035,0.0059745932208507
"KRT1",874.480337235594,-1.03064496140316,0.326507416642536,-3.15657442639818,0.00159634142680678,0.0185746738615884
"YBX3",12548.6453839637,-1.02962165818292,0.280660514709014,-3.668566129619,0.000243914607266627,0.00625803095995038
"HDGF",2170.50073259186,-1.02161986778699,0.246433171412547,-4.14562642655245,3.38885953029447e-05,0.00201345612553982
"HERC5",317.524242435363,-1.0155472726233,0.282950820546763,-3.58912997905747,0.000331783395307967,0.00750612497306506
"GCAT",35.1739234982683,-1.01183166217115,0.334685208175139,-3.02323388502328,0.00250088876200468,0.024115713062188
"PGLYRP1",266.640434446883,-1.01179506505677,0.257858756972313,-3.92383441592953,8.71506471549161e-05,0.00336957034116716
"HIST1H2BO",59.6969785286452,-1.01092088275895,0.255993719032909,-3.94900658726313,7.84761923620086e-05,0.00314681761451619
"CYSTM1",185.734362869742,-1.00456010802608,0.198421674372462,-5.06275391135141,4.1324313492846e-07,0.000228222913153672
"CHIT1",58.6804613135384,-0.999599463172144,0.283076439442279,-3.53119978879757,0.000413679158222181,0.00857972282851088
"NFIX",1562.42714067605,-0.999271760905789,0.281432789653358,-3.5506586213234,0.000384268497538957,0.00832239259375815
"OAS3",1312.37989126797,-0.994483769259508,0.307862738805721,-3.23028299273035,0.00123667744779323,0.0158833308569638
"ARHGEF37",45.7535495813399,-0.992235152312493,0.344690710326116,-2.87862458310445,0.00399413486675163,0.0326673432729651
"SERINC2",57.8330486561667,-0.990648040242579,0.332461019317412,-2.97974193268286,0.0028849131601908,0.0263555954121524
"SMTNL1",116.077757593081,-0.990558524810542,0.22160287379271,-4.46997147580821,7.82300295950279e-06,0.000848656124624633
"KREMEN1",547.664903915189,-0.990420052850154,0.221116968097101,-4.47916802303124,7.49345327577136e-06,0.000837756590253779
"MYBL2",99.2320943064804,-0.989059743189472,0.239501539503067,-4.12965922992242,3.63301316254122e-05,0.00203855378687686
"CASP5",60.2345168752192,-0.985837281726115,0.254889025830729,-3.8677117561774,0.000109861415812148,0.00393524636872406
"ADIPOR1",9356.51989037268,-0.984227187685645,0.267656607825345,-3.67720115592246,0.000235807084547991,0.00614818900699161
"SLC6A9",157.663543731026,-0.981487403642497,0.271426215194166,-3.61603761427534,0.000299146926795454,0.00705754400109663
"SLC38A5",1041.17164056438,-0.979201941638849,0.271010711925699,-3.61314847919114,0.000302501363484318,0.00710907459639161
"MAP2K3",5032.75812433847,-0.978917387721612,0.246260328990107,-3.97513229896212,7.03401432170367e-05,0.00290765546502611
"SLC25A37",23263.348711977,-0.978477112007007,0.251553129363113,-3.88974334958318,0.000100350295047396,0.00370594554658316
"MFSD2B",221.230498356852,-0.975933843827528,0.271670735586141,-3.59234071245072,0.000327720977742892,0.007456572808195
"FAM104A",488.926773960889,-0.975773534837665,0.255802332690889,-3.81456073747688,0.000136425381395595,0.00449026219617479
"HIST1H2BM",43.4510871041694,-0.975608318511609,0.254036151102364,-3.84043103423688,0.000122818473268632,0.00421537980286407
"GYPC",7035.56483547018,-0.972059552003251,0.26038615317924,-3.73314609910967,0.000189102830761445,0.00531531579913259
"SLC25A39",21264.0440236125,-0.971186528465693,0.283032105910289,-3.43136523449224,0.000600551440900749,0.0105204809018158
"LIPN",64.3211982139431,-0.971157801644264,0.228352050399303,-4.25289722577953,2.11022439613872e-05,0.00150818978900502
"ISG15",339.987784366827,-0.968265468697774,0.28350078524677,-3.41538901860521,0.000636909778872717,0.0108839012845338
"IL1R1",202.007978809078,-0.964121182944202,0.206572776780541,-4.66722284499504,3.05298155431978e-06,0.000514589804531866
"TMOD1",446.113039180772,-0.962463489923757,0.294251955019274,-3.27088222697013,0.00107212549538466,0.0145545528144399
"LGALS3",759.503506551824,-0.962156430382984,0.255326381279573,-3.76833927446557,0.000164337244913997,0.00497929557532433
"MT2A",157.681958835478,-0.952386234391428,0.194960113819549,-4.88503117757171,1.03412488825794e-06,0.000310897810901592
"HORMAD1",36.3317060321459,-0.950576962273527,0.231182817684644,-4.11179763182144,3.92590347558272e-05,0.00212945210840759
"SIPA1L2",474.278693374743,-0.946078354834855,0.213195977564608,-4.43759945962466,9.09676922498549e-06,0.000894788103198494
"VNN1",132.587249566779,-0.945845260396118,0.230308527354989,-4.10686165752876,4.01071277958988e-05,0.00213722108020016
"TMEM86B",60.1700528760745,-0.945481929941667,0.286152187827287,-3.30412266675498,0.000952741348083907,0.0137462720370041
"FKBP8",23996.275261491,-0.944716329549384,0.265315263692465,-3.56073117091534,0.000369823561459053,0.00808157602828686
"MGAM2",141.989557524784,-0.944284212549247,0.213199973467793,-4.42910098528644,9.46267099253962e-06,0.000902754119334456
"HBA1",69473.8012429931,-0.938441915643009,0.339056897143963,-2.76780069524599,0.00564359568200317,0.0399357527876171
"TOP2A",26.9453225189467,-0.93531492668611,0.342066162314143,-2.73430999534863,0.00625111616043978,0.0426451776245611
"LDHD",21.0954736752031,-0.931887146972152,0.333022367577676,-2.79827194116261,0.00513768366984449,0.0377177381200064
"TCN2",56.1695138761711,-0.930865978174654,0.249028792964572,-3.73798534335379,0.000185500757813714,0.00527031773302331
"RNF175",174.334519019411,-0.928799958631074,0.197941806320314,-4.6922879804788,2.70166462946799e-06,0.000489928735045314
"EIF2AK1",2171.03653526446,-0.927726172361092,0.248456605621472,-3.73395655970001,0.000188495019607331,0.00531531579913259
"HIST1H3C",90.6528870405098,-0.926177214515708,0.261624428728319,-3.5401021954165,0.000399972118053627,0.00848188874112563
"MKI67",153.439963183433,-0.920291574748558,0.242168186176649,-3.80021665635822,0.000144569635596603,0.00457480584443028
"CDC34",2203.47797622231,-0.919614215198508,0.254208090448637,-3.61756470289964,0.000297388001750422,0.00702969692853625
"IL18R1",265.982986316892,-0.915079274768859,0.256494232877841,-3.56764073991745,0.000360209913919384,0.00791419611956693
"HMGB3",14.5194879982553,-0.912213911752169,0.319772206069146,-2.85269918535357,0.00433496355289505,0.0342679291917208
"DPM2",1069.42743541311,-0.907768214339699,0.242148477147178,-3.74880827265314,0.000177676846691692,0.00520186430675676
"OASL",265.806212977508,-0.90644666586553,0.241845326787512,-3.74804292440161,0.000178219759086836,0.00520521652140638
"TPGS2",676.068324370362,-0.906409454884593,0.218603620157762,-4.14636067888745,3.37801565233259e-05,0.00201345612553982
"KANK2",192.629605411732,-0.902904669533099,0.264939839989375,-3.40796110380873,0.00065450223527583,0.0110294066000018
"SKA3",30.9718249651981,-0.902034902936105,0.321982124912222,-2.80150614939266,0.00508646717110653,0.037500349592806
"PCSK1N",91.4309522658602,-0.896586831136563,0.273448779556473,-3.27881087123813,0.00104245475178227,0.0143586252068353
"GRINA",2023.57536289558,-0.896039659872654,0.219602342316461,-4.08028279853866,4.49809428674372e-05,0.00223068757485454
"MKRN1",9410.36769166316,-0.894678966607115,0.262112344693332,-3.41334158699727,0.000641714537035776,0.0109046596153632
"SH3PXD2B",28.4717050689675,-0.892799338349999,0.321458524543728,-2.77733912832837,0.00548059627816353,0.0392625264031173
"BLVRB",2473.2281912812,-0.890924238246785,0.24042240614591,-3.70566226554647,0.00021083909506606,0.00568742638154785
"HBM",829.745707102984,-0.889903863704515,0.262952666872735,-3.38427396188081,0.000713667544861611,0.0116335320744134
"PDZK1IP1",769.368909966153,-0.887493831132093,0.271924021468834,-3.26375664179345,0.00109945558024462,0.0147776199094257
"FZD5",70.47886515614,-0.885590214530548,0.262566382163935,-3.3728240730286,0.000744014740303423,0.0119573797548764
"BBOF1",88.2910418226673,-0.885256382820456,0.282085480743507,-3.13825575313959,0.00169956513039016,0.0191666816386057
"DOCK4",304.604060337637,-0.885003174744581,0.166767830781042,-5.3067979034071,1.11567756482926e-07,9.57303048625481e-05
"HIST1H3B",142.585048345892,-0.884794068579861,0.259613206591321,-3.40812426377325,0.000654110996689978,0.0110294066000018
"UBXN6",5205.65274262632,-0.884385596475656,0.257701323874326,-3.4318240324871,0.000599536431481583,0.0105204809018158
"HYAL3",23.6951738933433,-0.883130761639297,0.261574409547789,-3.37621238700704,0.000734911643178063,0.0118327935702466
"IFIT2",1127.06306706366,-0.87977128147698,0.218380939272362,-4.02860837767412,5.61079939647522e-05,0.0025572590558636
"OPLAH",88.6682438338077,-0.877805676494521,0.243955745698719,-3.59821685683351,0.000320406415826123,0.00735905094950357
"ST6GALNAC3",42.1338246722923,-0.876585751724397,0.23676195788774,-3.70239273042347,0.000213575671190907,0.00568742638154785
"MPP1",3654.36365097616,-0.875040230512893,0.249136831478591,-3.51228770679813,0.000444266777048058,0.00877697779046164
"TSPAN5",1149.53049860047,-0.870912776098166,0.245203584162843,-3.55179464065168,0.000382613350925879,0.00830134323883827
"RAB2B",600.364273518586,-0.869795599730383,0.259592616783616,-3.35061763507475,0.000806315540101158,0.0124640379290446
"STRADB",3855.77357128564,-0.868577195335261,0.281250502890927,-3.08826895030338,0.00201326177399685,0.020960694562178
"DMTN",13564.2135966551,-0.867631943249905,0.28301302790774,-3.06569612594918,0.00217163899176579,0.0220245523789268
"PLEK2",124.589836166911,-0.867373664783764,0.250031783265761,-3.4690536277215,0.000522295186890728,0.00958826820230609
"RAB3IL1",105.993661780113,-0.864777100217563,0.269274252978911,-3.21151053489429,0.00132039129241948,0.0164255149532426
"TRIM10",148.102476025807,-0.863117646889584,0.283200662774526,-3.04772467138174,0.00230581086483986,0.023039146387997
"TENT5C",10468.1559298498,-0.862656424073315,0.291702633562661,-2.95731448680256,0.00310331425323276,0.0276837504969002
"CD24",147.954121247544,-0.855618793068779,0.276795225926064,-3.09116167089286,0.00199375046988655,0.0208565777544231
"PPDPF",977.903202411189,-0.85372178653022,0.208388303999184,-4.09678360131749,4.18930177451527e-05,0.00217521438292139
"MARCH8",5253.47510392987,-0.85169004870452,0.237686352902038,-3.58325178667511,0.000339343218290195,0.00762110924625854
"SNX3",918.570628029979,-0.849791573617479,0.218370033454239,-3.89152101217935,9.96177601095749e-05,0.00369010910161992
"CFAP58",24.5032801702565,-0.849376955525696,0.253063420321108,-3.35637981359746,0.000789700357815689,0.0123759594741034
"EPB41",12112.040613358,-0.848410608204991,0.266903842861283,-3.17871259967557,0.00147930688754269,0.0176384481684433
"SLC7A5",580.625938985479,-0.847458431706756,0.222110748222126,-3.81547691181175,0.000135920165045951,0.00449026219617479
"RPIA",548.833585872067,-0.845196447653073,0.258715228319833,-3.26689871772144,0.00108732573241418,0.0146952254158312
"SDC3",30.0570043096182,-0.845074649677547,0.288533204414495,-2.92886446602362,0.00340202728551051,0.029278459185579
"STIL",201.875360022088,-0.841735026029913,0.241590287203201,-3.48414266059435,0.00049371625067081,0.00927148755123701
"LRRTM2",15.3356444675352,-0.840265110531293,0.305689954919818,-2.7487494993144,0.00598230862652611,0.0414632343481416
"GALNT14",56.6723518769728,-0.837315599958099,0.263111768374629,-3.18235708395185,0.00146081591025876,0.0175038592797278
"SORT1",598.347744802479,-0.831080801622756,0.153979511082158,-5.39734667152777,6.7633628959046e-08,6.84790493210341e-05
"XK",335.859285811895,-0.830876958743993,0.277124386813675,-2.99820946217424,0.00271570954147044,0.0254401472080693
"SNCA",3322.28061117969,-0.829974111143812,0.26580098593937,-3.12253962569247,0.00179297967404633,0.0196476410783951
