"modLLIDs" "logFC" "logCPM" "F" "PValue" "FDR"
"ENSG00000150337" "ENSG00000188290" 1.548896661224 4.87663630290931 35.7282004875039 5.11392584006297e-08 0.000509354780976412
"ENSG00000115415" "ENSG00000187608" 0.649342103467677 9.03828515061586 29.9800165502499 3.60955939189918e-07 0.000955017223908685
"ENSG00000162645" "ENSG00000188157" 0.575212675514313 8.33522302086059 28.3327818392617 6.90615281471566e-07 0.00114201869482342
"ENSG00000138496" "ENSG00000097021" 0.694380657414846 7.51086922114929 27.7754443420157 9.33671731790478e-07 0.00135205028391455
"ENSG00000155313" "ENSG00000116663" 0.298353543403664 7.13258814122665 27.0510975947202 1.1520185147301e-06 0.00138545935739678
"ENSG00000117228" "ENSG00000159189" 1.01652906844596 7.08059937225969 25.8963385296317 2.126850858137e-06 0.00171810488596002
"ENSG00000159189" "ENSG00000126709" 2.84569563859478 1.13854315257682 23.6894650500771 4.54300422365652e-06 0.00210932312495687
"ENSG00000149131" "ENSG00000214114" 1.4483889247886 4.63308450617453 23.0448038666116 6.71875088072035e-06 0.0026030136112188
"ENSG00000156587" "ENSG00000137959" 0.673243397575772 7.14786860470883 22.6672491551553 7.52835682953243e-06 0.00271364882348075
"ENSG00000135148" "ENSG00000137965" 0.40798004670731 6.86521636416428 21.7607400609782 1.01921942074685e-05 0.00313903115678753
"ENSG00000168394" "ENSG00000117228" 0.443757162873132 8.62054812567891 21.3370646370376 1.21979471626518e-05 0.0035971953412917
"ENSG00000092010" "ENSG00000162645" 0.321573879029552 7.31400082667125 20.6736843978582 1.61861508330933e-05 0.00404163446829103
"ENSG00000155629" "ENSG00000162654" 0.436367368198788 8.28027584376417 19.5864525934771 2.58452320237957e-05 0.00496133474746242
"ENSG00000068784" "ENSG00000154451" 0.468802885725683 5.21142345669786 19.5510725141684 2.62442501307943e-05 0.00496133474746242
"ENSG00000168062" "ENSG00000174151" 1.50728371782068 4.01666616929508 19.1783316926614 3.36962038158056e-05 0.00520361861600149
"ENSG00000116663" "ENSG00000155363" 0.692768060843129 4.47864186727979 18.8456578621543 3.59562358019758e-05 0.00520361861600149
"ENSG00000119655" "ENSG00000196505" 0.420658247406271 5.48319646407173 17.8202694545868 5.5941337420614e-05 0.00596812865110728
"ENSG00000163565" "ENSG00000150337" 0.466303394377581 7.69847724862515 17.4452327451144 6.65519737971814e-05 0.0065216004545401
"ENSG00000173193" "ENSG00000160710" 0.608841036506492 8.89931320386588 17.4727636701916 6.71586578142892e-05 0.00653266091342082
"ENSG00000132274" "ENSG00000163565" 0.623187931937892 8.42680103507734 17.3703486343701 7.11358968432836e-05 0.00677019265712086
"ENSG00000133106" "ENSG00000153029" 1.22027760174667 6.17202819235256 17.0735969821592 8.43279159436195e-05 0.00719010136310925
"ENSG00000120217" "ENSG00000134326" 0.940800648858208 4.19325183681436 16.7419230995443 9.46089507169517e-05 0.00736224593549737
"ENSG00000100342" "ENSG00000134321" 0.558940292679959 5.75472639739664 16.5267084819699 0.000102659362156106 0.00762966686496138
"ENSG00000163840" "ENSG00000055332" 0.432622978046241 7.41129653367491 15.9155304174449 0.000131809062871019 0.0084645732656345
"ENSG00000181381" "ENSG00000068784" 0.602942004405618 8.23721599889939 15.7158112257906 0.000149097275627404 0.00893653551339578
"ENSG00000154451" "ENSG00000168899" 0.792570979897125 8.14961138851863 15.3268048433652 0.000181363617458005 0.0100387418215563
"ENSG00000177409" "ENSG00000115109" 0.654929169992207 7.26062873782478 15.2809674885569 0.000184234991236636 0.0101130485438567
"ENSG00000177989" "ENSG00000072135" 0.458853176941121 6.58325441614809 14.5680203450661 0.000247418990629391 0.011485320386467
"ENSG00000119917" "ENSG00000115159" 1.04436228073611 7.30868718599139 14.6316164421071 0.000249636449699391 0.011485320386467
"ENSG00000119922" "ENSG00000115267" 0.803719158799253 7.7387977044028 14.3988803319408 0.00027634326495271 0.012185816840198
"ENSG00000185885" "ENSG00000073737" 0.432522732879792 5.02735556576807 14.1493162026874 0.0002932523971764 0.0123156697214177
"ENSG00000214872" "ENSG00000115415" 0.807361997190023 4.38396056337542 13.8743657176616 0.000344670261118391 0.012919384155162
"ENSG00000162654" "ENSG00000196141" 0.529311856249694 6.77436889181621 13.6308557810365 0.00038681587855701 0.0138198210794593
"ENSG00000140464" "ENSG00000003400" 0.38295681614746 7.65002604641953 13.5253430995636 0.000391612067669922 0.0138198210794593
"ENSG00000107201" "ENSG00000085449" 0.502544945123554 6.93157709131328 13.4672398127965 0.000415429337469989 0.0141213330307286
"ENSG00000114127" "ENSG00000079263" 0.252773032910742 7.61742971922424 13.3951323209617 0.00041610274274509 0.0141213330307286
"ENSG00000160710" "ENSG00000067066" 0.385797456872215 9.96661999226957 13.2312569189163 0.000449181423836659 0.0147084679602355
"ENSG00000128335" "ENSG00000163512" 0.356124139125032 7.29791064162702 12.6753517599425 0.00058300265768469 0.0165520263868248
"ENSG00000124762" "ENSG00000213689" 0.668941094233584 5.33583010625926 12.2183500641777 0.000749397956964378 0.0185501793137399
"ENSG00000221963" "ENSG00000138496" 0.425955959612615 7.96810654968326 12.0032342522693 0.000809624904511315 0.0193330827829967
"ENSG00000132256" "ENSG00000163840" 0.371427767153825 5.47154716256193 11.5579180897583 0.000990857379858731 0.0215948142967894
"ENSG00000167208" "ENSG00000173193" 0.210233160273238 7.39432285508006 11.386850275949 0.00107548881527212 0.022154562425766
"ENSG00000185880" "ENSG00000138246" 0.297645504338942 5.63613848828406 10.8304149223012 0.00140612530628362 0.0249686331232564
"ENSG00000135114" "ENSG00000114127" 0.871157317007044 5.69984442119419 10.6987063859856 0.00155263422057299 0.0261034835670575
"ENSG00000070501" "ENSG00000163746" 0.353690371871669 4.94092481626789 10.5965675437033 0.00157488552849642 0.0263057584046455
"ENSG00000168961" "ENSG00000174944" 0.409921967012878 6.72960448414294 10.6102689335805 0.00159109876050443 0.0264676213734936
"ENSG00000100911" "ENSG00000078081" 0.351585590200392 5.50347203685084 10.4733085632556 0.00167212268538295 0.0270091709461918
"ENSG00000073737" "ENSG00000145016" 0.665160905453277 5.1343621882597 9.95537227808121 0.00221127467483369 0.0304070642036374
"ENSG00000067066" "ENSG00000002549" 0.272823492122279 8.16931572428184 9.8836493935325 0.00223079184300798 0.0304238611248995
"ENSG00000196116" "ENSG00000118579" 0.350515535055447 5.53784158526684 9.82079130223461 0.00230078590677143 0.0309634758501315
"ENSG00000185745" "ENSG00000138642" 1.12187559359773 6.0806273850365 9.75094799782958 0.00245602051011107 0.0317602104870571
"ENSG00000134326" "ENSG00000138646" 1.03282914206656 5.91057564552419 9.73170984127055 0.00247885391743911 0.0318938439515494
"ENSG00000122643" "ENSG00000174749" 0.25079636952722 5.57143338865797 9.66778346091114 0.00248081982206851 0.0318938439515494
"ENSG00000168899" "ENSG00000137628" 0.489072265128897 4.38165609232559 9.45623038652177 0.00275781668447887 0.0332875519333677
"ENSG00000124256" "ENSG00000181381" 0.444987538525203 6.46370327267278 9.42518434875532 0.00285222211903236 0.0338707777492631
"ENSG00000055332" "ENSG00000153922" 0.547496236660928 7.01440224218511 9.24455524346084 0.00313602802484368 0.0354932624215405
"ENSG00000010030" "ENSG00000112983" 1.11028681248626 3.65553647743946 9.09258283699866 0.00338058915681042 0.0369157915390418
"ENSG00000115267" "ENSG00000112343" 0.444278301914482 6.19827568378678 9.07898718713601 0.00338211046528979 0.0369157915390418
"ENSG00000138246" "ENSG00000186470" 0.245280531056476 6.49862377908309 9.03693252282678 0.00339162896195828 0.0369891669725853
"ENSG00000104312" "ENSG00000124508" 0.30841838966302 5.03760814364686 8.94077736596677 0.00355829703898483 0.037878954334423
"ENSG00000134321" "ENSG00000026950" 1.34013122490049 6.42349288360646 8.98280081418475 0.00358003187756361 0.037878954334423
"ENSG00000126709" "ENSG00000234127" 0.967146521674633 6.87396047640034 8.97175830322703 0.00359877223320019 0.037941539819899
"ENSG00000068079" "ENSG00000204516" 0.433828194643204 5.29491684637131 8.91102529536803 0.00364637422857654 0.038210286505115
"ENSG00000141664" "ENSG00000204267" 0.466295482795999 7.53708289584677 8.61441934985761 0.00426860838946078 0.0418602078459427
"ENSG00000136816" "ENSG00000168394" 0.301478735877029 5.84236536187377 8.52894006686163 0.00437411151917959 0.042432239867549
"ENSG00000138646" "ENSG00000010030" 0.908049856236867 5.87577540766408 8.48722436151613 0.00457654081157305 0.0434695023374781
"ENSG00000152778" "ENSG00000124762" 0.503799171005606 5.6449143442832 8.47462946154251 0.00457729357896341 0.0434695023374781
"ENSG00000142039" "ENSG00000137200" 0.148623656807426 6.69147325090943 8.41020990168068 0.00464368561994871 0.0437130051773132
"ENSG00000002549" "ENSG00000172432" 0.485529128173638 6.1731576921516 8.05163623554408 0.00567056898616482 0.0482728166782332
"ENSG00000112343" "ENSG00000112297" 0.186534152881895 7.43344086469313 7.98306277989591 0.00576496711195016 0.0487134547255567
"ENSG00000085449" "ENSG00000080546" 0.230422681059568 6.38244799632287 7.86720737040112 0.00611521075516849 0.0504038150031925
"ENSG00000185507" "ENSG00000106346" 0.351565346871436 6.85115856161262 7.7878955298404 0.00643148452278553 0.0517303509118705
"ENSG00000130589" "ENSG00000106392" 0.383259565133687 8.67573007975462 7.75570778378622 0.00651571885477408 0.0518576608112139
"ENSG00000066777" "ENSG00000122643" 0.137262417488651 7.54034608567883 7.62145591553996 0.00693338013830252 0.0538200093755607
"ENSG00000160932" "ENSG00000205413" 0.742687893412037 7.60086806099616 7.08603654665038 0.00929941049678592 0.0627342689760229
"ENSG00000187608" "ENSG00000177409" 0.849917584381149 5.98876190104165 7.07247815273152 0.00936574017167377 0.0630507723589195
"ENSG00000099290" "ENSG00000169871" 0.200035104657868 6.04128730576985 7.01767365919603 0.00946536423954995 0.0634699958835974
"ENSG00000089127" "ENSG00000080802" 0.653078339056577 6.07394584556662 7.00044752282032 0.00971585649913016 0.0643620759273875
"ENSG00000165185" "ENSG00000059378" 0.374092933862217 3.75405529050428 6.94162195083372 0.00984676802543088 0.0650338962598228
"ENSG00000152223" "ENSG00000013374" 0.174048654780768 7.38712035290743 6.88158237389092 0.0101591859653137 0.0661196728288839
"ENSG00000170581" "ENSG00000070501" 0.327749603300129 7.64874142199014 6.75859045838826 0.010898935108753 0.0687235522181569
"ENSG00000129667" "ENSG00000066777" 0.246901673172544 7.46577484656591 6.63688118893402 0.0115436103303209 0.0713763885469031
"ENSG00000137965" "ENSG00000104312" 0.996612537658558 5.33922610861104 6.60852705762318 0.011904674453716 0.072437107110577
"ENSG00000173821" "ENSG00000104472" 0.309293681209443 10.6920947176937 6.4413090506934 0.0127913788100525 0.0754423318226414
"ENSG00000122729" "ENSG00000160932" 0.337847907106542 6.35957281739393 6.43664890639906 0.0129289001337213 0.0759824166454906
"ENSG00000111331" "ENSG00000178685" 0.877537742017494 7.92189207705687 6.39581864299486 0.0133006053022189 0.0773174632252493
"ENSG00000111335" "ENSG00000120217" 0.543227197202904 7.15145706880832 6.26728938636413 0.0142182570134746 0.0805883984709749
"ENSG00000112297" "ENSG00000122729" 0.146155267687477 7.51155107043511 6.23213119982839 0.0142833973847062 0.0807162866615345
"ENSG00000213689" "ENSG00000107201" 0.258862928937892 5.17034380482965 6.04235972066373 0.0157950391529524 0.085566164190994
"ENSG00000204267" "ENSG00000215126" 0.258398333656151 5.62795142683543 6.0341829789326 0.0158638278657195 0.0858333655769341
"ENSG00000181963" "ENSG00000196116" 0.713665346898152 2.80737732598134 5.98368288264151 0.0163284194586357 0.08705034572155
"ENSG00000174749" "ENSG00000106785" 0.273393751329057 4.08567834021549 5.82780531233184 0.0177083473632488 0.0914378326574624
"ENSG00000137959" "ENSG00000165185" 1.12215801292214 6.252972294254 5.78709315327541 0.0183326786042363 0.0933243017778596
"ENSG00000137628" "ENSG00000136816" 0.515251540090169 6.2271352802163 5.70048557236701 0.019184282650967 0.0963145636393331
"ENSG00000099622" "ENSG00000130717" -0.142106722587758 7.88898471778388 5.65439228348834 0.0194323466835611 0.0971393645934335
"ENSG00000131979" "ENSG00000099290" 0.266226120145333 5.85887087055595 5.49226356204254 0.021229748188424 0.102015379144446
"ENSG00000132530" "ENSG00000107798" 0.551439029003001 6.37058469197228 5.18196372777784 0.0253505074289182 0.11297269732892
"ENSG00000130303" "ENSG00000119922" 0.249437127779663 6.14260279855957 5.14370641487278 0.0256489924970438 0.113748079699427
"ENSG00000110057" "ENSG00000119917" 0.207668648433341 7.33453018996936 5.01204454067067 0.027526900533751 0.118616731974264
"ENSG00000157601" "ENSG00000185745" 0.676514773577128 7.37104762012212 4.96014926581596 0.0286014173482893 0.121349631206068
"ENSG00000153922" "ENSG00000152778" 0.129128904036758 7.20323135726929 4.54976033529652 0.0355238005751542 0.137652125895933
"ENSG00000174944" "ENSG00000155629" 0.450315322586151 3.66702154875639 4.49092468827357 0.0367599819765306 0.140915039573319
"ENSG00000023171" "ENSG00000177951" 0.264976055821689 4.83429892358985 4.45601433034887 0.0374281723037872 0.142403592581766
"ENSG00000115159" "ENSG00000185885" 0.228879074683908 5.31084204209931 4.303868510904 0.040754289407869 0.150053614788917
"ENSG00000059378" "ENSG00000185507" 0.240367096962992 6.8750537703133 4.1548572380947 0.0444366420513976 0.158793176039422
"ENSG00000175550" "ENSG00000181963" 0.179881990026139 6.34362003671955 4.13052484009088 0.0449327493750346 0.159918036449376
"ENSG00000013374" "ENSG00000132256" 0.146474101052002 6.4465271232109 3.95197859490822 0.0497203878450719 0.170049382317078
"ENSG00000130487" "ENSG00000132274" 0.361732413244053 3.60728484512745 3.83877401516563 0.0530377914268759 0.176907651414021
"ENSG00000213928" "ENSG00000166016" 0.269059491170923 3.68539114824864 3.71769262129409 0.0568515997052882 0.184180621034699
"ENSG00000087237" "ENSG00000134809" 0.300693160671699 4.20935642920465 3.41251760385482 0.0678489235596516 0.204524059591453
"ENSG00000128872" "ENSG00000214872" 0.180414343712845 6.04901051040278 3.37595510714498 0.0693081225638326 0.206970012053486
"ENSG00000259529" "ENSG00000156587" 0.388054301672244 2.63368812201403 3.32638332400383 0.0713487919457317 0.210591960876859
"ENSG00000134809" "ENSG00000149131" 0.423015048339991 2.60865565969895 3.12197056134461 0.0804835427250333 0.227654251931703
"ENSG00000106392" "ENSG00000166801" 0.154321723033985 5.95778579727038 3.05909756149804 0.0835448251190083 0.232578807133704
"ENSG00000088827" "ENSG00000168062" 0.72208082222147 4.89617514487201 2.99238493261081 0.0873150579341497 0.239131834947502
"ENSG00000167202" "ENSG00000175550" 0.0987919929411549 7.30217723635426 2.78813192161835 0.0982862120903342 0.257216280859155
