,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,hgnc
10827,ENSG00000081923,89.40940905,0.07640016,0.725894509,0.105249674,0.916177695,0.999515697,ATP8B1
10828,ENSG00000049759,136.7746282,-0.111339446,0.667346803,-0.166838959,0.867496763,0.999515697,NEDD4L
10829,ENSG00000172175,161.9529696,-0.28119744,0.621396721,-0.452524822,0.650890944,0.999515697,MALT1
10830,ENSG00000074657,54.56491087,-0.341084827,0.880396659,-0.387421765,0.698443993,0.999515697,ZNF532
10831,ENSG00000166562,32.63562498,-0.019372152,1.071901019,-0.018072706,0.985580852,0.999515697,SEC11C
10832,ENSG00000074695,99.13187386,-0.539239773,0.708838633,-0.760736997,0.446814172,0.999515697,LMAN1
10833,ENSG00000141682,25.26631087,-0.795979663,1.330541877,-0.598237212,0.549681665,0.999515697,PMAIP1
10834,ENSG00000176641,10.93856656,1.928562836,2.045380592,0.942887032,0.345738689,0.999515697,RNF152
10835,ENSG00000197563,87.22096513,-0.368252721,0.754916354,-0.487805992,0.625687267,0.999515697,PIGN
10836,ENSG00000134444,434.8171324,0.219805762,0.502786327,0.437175297,0.661984224,0.999515697,RELCH
10837,ENSG00000141655,19.80575741,3.617467339,1.658474634,2.181201487,0.029168517,0.999515697,TNFRSF11A
10838,ENSG00000141664,797.8319993,1.058808725,0.55030185,1.92405082,0.054348214,0.999515697,ZCCHC2
10839,ENSG00000081913,160.2264288,0.795216208,0.608720029,1.306374311,0.191425297,0.999515697,PHLPP1
10840,ENSG00000171791,341.863089,-0.301346406,0.535451469,-0.562789391,0.573578305,0.999515697,BCL2
10841,ENSG00000119537,84.13068353,-0.727231283,0.75003933,-0.969590865,0.332250468,0.999515697,KDSR
10842,ENSG00000119541,412.691338,0.067081295,0.497531902,0.134828129,0.892747765,0.999515697,VPS4B
10843,ENSG00000197632,4.727260169,-4.209305793,2.918808428,-1.442131574,0.149265259,0.999515697,SERPINB2
10844,ENSG00000242550,3.751377717,1.815683779,3.409066185,0.532604438,0.594307429,0.999515697,SERPINB10
10845,ENSG00000166401,66.63051368,-0.717377284,0.837426268,-0.856645309,0.391640937,0.999515697,SERPINB8
10846,ENSG00000171451,10.01957759,1.221661355,2.322669728,0.525972909,0.59890703,0.999515697,DSEL
10847,ENSG00000166479,129.4707152,0.235312908,0.678868412,0.346625214,0.728872901,0.999515697,TMX3
10848,ENSG00000150636,5.509551991,-1.901000192,2.668358656,-0.712423043,0.476202851,0.999515697,CCDC102B
10849,ENSG00000206052,25.94668093,1.239310869,1.194333695,1.0376588,0.299428932,0.999515697,DOK6
10850,ENSG00000150637,274.5857858,0.529086646,0.603893601,0.876125604,0.380961755,0.999515697,CD226
10851,ENSG00000176225,91.57193612,0.790963649,0.744710004,1.062109605,0.28818593,0.999515697,RTTN
10852,ENSG00000170677,14.30963423,-1.256393343,1.545454966,-0.812960177,0.41624089,0.999515697,SOCS6
10853,ENSG00000166342,5.241480455,0.949300776,2.769118734,0.342816927,0.731736191,0.999515697,NETO1
10854,ENSG00000075336,28.18515681,-0.068628761,1.178943772,-0.058212073,0.953579704,0.999515697,TIMM21
10855,ENSG00000166347,21.948408,-0.093827096,1.287001076,-0.072903666,0.941882777,0.999515697,CYB5A
10856,ENSG00000133313,361.3762654,-0.79858608,0.579342881,-1.378434267,0.16806925,0.999515697,CNDP2
10857,ENSG00000215421,439.0502592,0.221402204,0.498503541,0.444133665,0.656945948,0.999515697,ZNF407
10858,ENSG00000180011,201.2382881,-0.836876394,0.585909625,-1.428336998,0.153194884,0.999515697,ZADH2
10859,ENSG00000179981,206.4273279,-0.72008976,0.570441535,-1.262337534,0.206827356,0.999515697,TSHZ1
10860,ENSG00000101493,1748.388461,0.310310349,0.438410324,0.707808032,0.479064478,0.999515697,ZNF516
10861,ENSG00000130856,236.3237299,-0.118636988,0.578490756,-0.20508018,0.837509481,0.999515697,ZNF236
10862,ENSG00000197971,3290.478192,0.410871145,0.421932831,0.973783302,0.330164146,0.999515697,MBP
10863,ENSG00000166377,287.9836753,-0.277886595,0.531533612,-0.522801547,0.601112363,0.999515697,ATP9B
10864,ENSG00000131196,365.6052062,-0.326111023,0.508644359,-0.641137599,0.521433288,0.999515697,NFATC1
10865,ENSG00000060069,756.1933825,0.157129246,0.460937523,0.34089055,0.733185979,0.999515697,CTDP1
10866,ENSG00000178342,27.6092066,-0.456776678,1.166862715,-0.391457086,0.695459403,0.999515697,KCNG2
10867,ENSG00000122490,539.152745,-0.748517562,0.505964087,-1.479388718,0.139036454,0.999515697,PQLC1
10868,ENSG00000226742,17.71631144,-1.279471749,1.594946588,-0.802203508,0.422435247,0.999515697,HSBP1L1
10869,ENSG00000141759,135.6888319,-0.841839853,0.656298142,-1.282709488,0.199593875,0.999515697,TXNL4A
10870,ENSG00000101546,9.390819212,-0.312777379,1.838247246,-0.170149788,0.864892339,0.999515697,RBFA
10871,ENSG00000101544,122.5687827,-0.172442149,0.665033991,-0.259298248,0.795405131,0.999515697,ADNP2
10872,ENSG00000141934,7.574541226,4.843740786,2.42183601,2.000028394,0.045497198,0.999515697,PLPP2
10873,ENSG00000105556,76.72805287,-0.089974775,0.776815334,-0.115825179,0.907791095,0.999515697,MIER2
10874,ENSG00000099866,28.07786205,-0.326072143,1.155578777,-0.282172146,0.777811515,0.999515697,MADCAM1
10875,ENSG00000141933,83.65701684,-0.501878397,0.754734114,-0.66497378,0.506067264,0.999515697,TPGS1
10876,ENSG00000099804,2258.958487,-0.001912703,0.533658355,-0.003584134,0.997140281,0.999515697,CDC34
10877,ENSG00000197540,108.4371687,0.421699115,0.78239572,0.538984435,0.589897595,0.999515697,GZMM
10878,ENSG00000172270,9601.680516,0.223581664,0.472079435,0.473610261,0.635777857,0.999515697,BSG
10879,ENSG00000099822,8.044024093,1.201937164,1.986786623,0.6049654,0.545201987,0.999515697,HCN2
10880,ENSG00000099821,210.1288567,-0.411935179,0.576388619,-0.714683054,0.474804911,0.999515697,POLRMT
10881,ENSG00000070388,9.595271608,-0.147465232,1.829928939,-0.080585223,0.935771818,0.999515697,FGF22
10882,ENSG00000070423,226.9422631,-0.256402517,0.565380127,-0.45350465,0.650185395,0.999515697,RNF126
10883,ENSG00000070404,34.29244871,-2.134548435,1.25030863,-1.707217229,0.087781684,0.999515697,FSTL3
10884,ENSG00000185198,8.511918583,-2.933792529,2.036149459,-1.440853232,0.149626151,0.999515697,PRSS57
10885,ENSG00000011304,919.6526323,-0.221458069,0.450783291,-0.491273907,0.623232732,0.999515697,PTBP1
10886,ENSG00000172232,37.34061951,-0.691589857,1.012497059,-0.683053695,0.494572914,0.999515697,AZU1
10887,ENSG00000196415,17.38883211,0.253150424,1.442580157,0.175484477,0.860698967,0.999515697,PRTN3
10888,ENSG00000197561,51.20949428,-2.539798361,1.227401545,-2.069248138,0.038522808,0.999515697,ELANE
10889,ENSG00000197766,1250.932763,0.617248042,0.466991056,1.321755598,0.186249548,0.999515697,CFD
10890,ENSG00000175221,721.5891909,0.158009864,0.483416862,0.326860473,0.743773418,0.999515697,MED16
10891,ENSG00000198858,11295.82717,-0.212312109,0.476290694,-0.445761615,0.655769452,0.999515697,R3HDM4
10892,ENSG00000116014,13.55851516,2.593785802,1.999800387,1.297022352,0.194623496,0.999515697,KISS1R
10893,ENSG00000116017,603.7561655,0.285831857,0.478635288,0.597180909,0.550386604,0.999515697,ARID3A
10894,ENSG00000065268,74.12491101,-1.739572252,0.80742859,-2.15445957,0.031204149,0.999515697,WDR18
10895,ENSG00000116032,15.32742414,-0.388106552,1.580102227,-0.245621166,0.805975503,0.999515697,GRIN3B
10896,ENSG00000182087,642.9770293,0.210942138,0.467178611,0.451523534,0.651612267,0.999515697,TMEM259
10897,ENSG00000064666,3309.60132,0.344946864,0.459447917,0.750785567,0.452781717,0.999515697,CNN2
10898,ENSG00000064687,1152.759876,0.388049247,0.4563946,0.850249426,0.395186428,0.999515697,ABCA7
10899,ENSG00000180448,5822.390559,0.053181986,0.419408343,0.126802403,0.899096793,0.999515697,ARHGAP45
10900,ENSG00000099817,445.4897709,-0.468182191,0.495363803,-0.945127982,0.344593541,0.999515697,POLR2E
10901,ENSG00000167468,330.0935734,0.389740603,0.528369262,0.737629213,0.460739798,0.999515697,GPX4
10902,ENSG00000064932,3441.597721,0.328753792,0.430415871,0.763804995,0.44498346,0.999515697,SBNO2
10903,ENSG00000118046,1154.125839,-0.225143812,0.545835999,-0.412475199,0.679991155,0.999515697,STK11
10904,ENSG00000099625,5.602140062,4.005369493,3.211913758,1.247035193,0.212384594,0.999515697,CBARP
10905,ENSG00000099624,180.1080857,-0.340325802,0.625052354,-0.544475674,0.586114184,0.999515697,ATP5F1D
10906,ENSG00000167470,1722.444772,0.036953622,0.437942789,0.084380022,0.93275429,0.999515697,MIDN
10907,ENSG00000099622,822.6540214,-0.311133904,0.465089317,-0.668976673,0.503510358,0.999515697,CIRBP
10908,ENSG00000228300,100.9881721,-0.169668518,0.697657778,-0.243197344,0.807852525,0.999515697,C19orf24
10909,ENSG00000160953,66.05664903,-0.929223223,0.81297477,-1.142991464,0.253042135,0.999515697,MUM1
10910,ENSG00000115286,13.6001714,-0.42173252,1.624349191,-0.259631687,0.795147892,0.999515697,NDUFS7
10911,ENSG00000130005,6.490385223,0.703515933,2.203926537,0.319210247,0.749567088,0.999515697,GAMT
10912,ENSG00000071626,479.5424729,-0.554901929,0.486398248,-1.140838668,0.253937066,0.999515697,DAZAP1
10913,ENSG00000115268,1013.934064,-0.252656586,0.449809231,-0.5616972,0.574322342,0.999515697,RPS15
10914,ENSG00000115266,196.1289605,0.199385994,0.576779956,0.345688147,0.729577093,0.999515697,APC2
10915,ENSG00000119559,253.5971206,0.326387833,0.573090304,0.569522517,0.569001594,0.999515697,C19orf25
10916,ENSG00000115257,5.520663808,-0.883759892,2.989696099,-0.295601915,0.767534111,0.999515697,PCSK4
10918,ENSG00000185761,6.27056092,-0.110563679,2.207602972,-0.050083135,0.960056139,0.999515697,ADAMTSL5
10919,ENSG00000181588,12.34660996,-1.4021674,1.638510682,-0.855757253,0.392132065,0.999515697,MEX3D
10920,ENSG00000071655,93.76987977,-0.615149679,0.741522614,-0.829576425,0.40677831,0.999515697,MBD3
10921,ENSG00000127540,54.95623334,0.894305195,0.893354625,1.001064045,0.316795846,0.999515697,UQCR11
10922,ENSG00000071564,564.9290419,-0.603107755,0.557288387,-1.082218416,0.279155487,0.999515697,TCF3
10923,ENSG00000205922,6.261215363,4.110562429,3.074739547,1.336881504,0.181261319,0.999515697,ONECUT3
10924,ENSG00000130270,11.24298035,1.060818263,1.692541942,0.626760399,0.530816306,0.999515697,ATP8B3
10925,ENSG00000079313,276.8824711,-0.100906718,0.534839146,-0.188667414,0.850353493,0.999515697,REXO1
10926,ENSG00000129911,143.0982272,0.213181263,0.627716782,0.33961377,0.734147407,0.999515697,KLF16
10927,ENSG00000129968,709.6686506,-0.180516586,0.462368174,-0.390417413,0.696227914,0.999515697,ABHD17A
10928,ENSG00000227500,158.6694915,-0.088151135,0.615165502,-0.143296617,0.886055928,0.999515697,SCAMP4
10929,ENSG00000213638,22.32352014,-1.086839109,1.45137299,-0.748835148,0.453956572,0.999515697,ADAT3
10930,ENSG00000133275,879.2264248,0.072176045,0.456199172,0.158211697,0.874289987,0.999515697,CSNK1G2
10931,ENSG00000133243,316.6776513,-0.506752518,0.521604123,-0.971527055,0.331285887,0.999515697,BTBD2
10932,ENSG00000099875,3414.046579,0.481484077,0.441432627,1.090730605,0.275391439,0.999515697,MKNK2
10933,ENSG00000172081,3441.666391,0.188104955,0.430507292,0.436937906,0.662156381,0.999515697,MOB3A
10934,ENSG00000099840,5.873833702,-2.500225743,2.686180098,-0.930773683,0.351970646,0.999515697,IZUMO4
10935,ENSG00000065000,670.4990567,-0.289748861,0.465384251,-0.622601346,0.533546526,0.999515697,AP3D1
10936,ENSG00000104885,230.8893533,-0.358322078,0.557138908,-0.64314675,0.520128882,0.999515697,DOT1L
10937,ENSG00000104886,113.8306206,-0.883802774,0.679846086,-1.300004209,0.193599526,0.999515697,PLEKHJ1
10938,ENSG00000104897,238.944582,-0.1295704,0.552606721,-0.23447127,0.814619135,0.999515697,SF3A2
10939,ENSG00000104899,9.790772978,-1.376403942,1.872924544,-0.734895566,0.462403099,0.999515697,AMH
10940,ENSG00000104904,6382.911937,0.666602888,0.506805618,1.31530288,0.188408131,0.999515697,OAZ1
10941,ENSG00000188305,598.6767328,0.365171699,0.470906793,0.77546492,0.438064986,0.999515697,PEAK3
10942,ENSG00000220008,923.4431016,0.443770573,0.492327353,0.901372978,0.367390044,0.999515697,LINGO3
10943,ENSG00000130332,39.17581934,-1.171348055,1.024284395,-1.143576981,0.252799113,0.999515697,LSM7
10944,ENSG00000005206,125.9235564,-0.239424724,0.655456479,-0.365279361,0.714902883,0.999515697,SPPL2B
10945,ENSG00000178297,279.4224529,0.619560992,2.585596355,0.239620152,0.810624741,0.999515697,TMPRSS9
10946,ENSG00000099800,62.58878342,-0.436647178,0.844721913,-0.516912337,0.605217355,0.999515697,TIMM13
10947,ENSG00000176619,158.8900789,-0.09212332,0.608801534,-0.151319133,0.879723977,0.999515697,LMNB2
10948,ENSG00000099860,247.0811669,0.32360558,0.556883604,0.581100929,0.561172433,0.999515697,GADD45B
10949,ENSG00000176533,92.33325644,-0.897223718,0.722015458,-1.242665524,0.213991113,0.999515697,GNG7
10951,ENSG00000141873,52.54009812,-0.506012576,0.886354322,-0.570891982,0.568072866,0.999515697,SLC39A3
10952,ENSG00000104969,191.1377369,-0.60847062,0.607003665,-1.002416714,0.316142373,0.999515697,SGTA
10953,ENSG00000172009,57.12528053,-0.307759101,0.873467671,-0.352341719,0.724582004,0.999515697,THOP1
10954,ENSG00000172006,28.9877381,-0.444883342,1.169221566,-0.380495327,0.703577765,0.999515697,ZNF554
10955,ENSG00000186300,33.63759457,-0.554657906,1.052249451,-0.527116366,0.598112783,0.999515697,ZNF555
10956,ENSG00000171970,6.293314941,-1.367477875,2.234078078,-0.612099411,0.540471987,0.999515697,ZNF57
10957,ENSG00000175691,13.53998888,-0.281573039,1.587284695,-0.177392903,0.859199782,0.999515697,ZNF77
10958,ENSG00000065717,29.76570424,-0.509494207,1.11132227,-0.45845766,0.646623675,0.999515697,TLE2
10959,ENSG00000104964,854.1972503,-0.554176599,0.45836266,-1.209035219,0.226649315,0.999515697,AES
10960,ENSG00000088256,17.03891804,-1.045399489,1.44785904,-0.722031262,0.470275258,0.999515697,GNA11
10961,ENSG00000060558,110.5036993,-0.55383455,0.752328731,-0.736160307,0.461633145,0.999515697,GNA15
10962,ENSG00000125910,1634.070567,0.300614031,0.433516063,0.693432278,0.488038312,0.999515697,S1PR4
10963,ENSG00000125912,460.8884863,-0.090663641,0.488148263,-0.185729722,0.852656719,0.999515697,NCLN
10964,ENSG00000141905,518.0124492,-0.586328309,0.485264518,-1.208265361,0.226945208,0.999515697,NFIC
10965,ENSG00000095932,125.3213349,0.582957473,0.80544156,0.723773769,0.469204636,0.999515697,SMIM24
10966,ENSG00000129932,66.39192404,0.060985205,0.852865059,0.071506277,0.942994829,0.999515697,DOHH
10967,ENSG00000105325,792.387254,-0.169518713,0.531030626,-0.31922587,0.749555241,0.999515697,FZR1
10968,ENSG00000161091,233.4664022,-1.104492955,0.557270742,-1.981968319,0.047482787,0.999515697,MFSD12
10969,ENSG00000183397,19.32243817,1.358538321,1.5005455,0.905362964,0.36527313,0.999515697,C19orf71
10970,ENSG00000064961,138.69469,-0.840983187,0.642974999,-1.307956278,0.190888139,0.999515697,HMG20B
10971,ENSG00000179855,12.37666616,0.982610469,1.759730756,0.558386825,0.576580268,0.999515697,GIPC3
10972,ENSG00000006638,57.35336517,-0.43200231,0.865547458,-0.49910875,0.617702774,0.999515697,TBXA2R
10973,ENSG00000105298,126.8414102,-0.318561868,0.695464824,-0.458056047,0.646912176,0.999515697,CACTIN
10974,ENSG00000186111,369.7127398,-0.499990023,0.513082693,-0.974482339,0.329817104,0.999515697,PIP5K1C
10975,ENSG00000105289,43.49992071,-0.139368235,0.961133719,-0.145004001,0.884707712,0.999515697,TJP3
10976,ENSG00000011132,133.620342,-0.018152353,0.639167054,-0.028400013,0.977343114,0.999515697,APBA3
10977,ENSG00000183617,35.19037864,-1.388250867,1.186513099,-1.17002574,0.24199061,0.999515697,MRPL54
10978,ENSG00000173976,5.748163307,-2.24671388,2.52625409,-0.889345965,0.373817176,0.999515697,RAX2
10979,ENSG00000007264,154.6067445,-0.626469961,0.673954673,-0.929543167,0.352607665,0.999515697,MATK
10980,ENSG00000105278,10.69540515,4.878451501,2.143164462,2.276284246,0.022829002,0.999515697,ZFR2
10981,ENSG00000167657,223.481257,-0.193096763,0.560751773,-0.34435337,0.730580552,0.999515697,DAPK3
10982,ENSG00000167658,10732.27199,-0.49329207,0.415023047,-1.188589582,0.234601209,0.999515697,EEF2
10983,ENSG00000105229,202.6874883,-0.243126948,0.571891434,-0.425127802,0.670743512,0.999515697,PIAS4
10984,ENSG00000178951,742.8196197,-0.635157062,0.48431796,-1.311446436,0.189706979,0.999515697,ZBTB7A
10985,ENSG00000126934,937.593706,-0.338736358,0.469055554,-0.72216682,0.47019192,0.999515697,MAP2K2
10986,ENSG00000077463,103.047902,0.213031228,0.727059647,0.293003784,0.769519259,0.999515697,SIRT6
10987,ENSG00000105248,82.26576774,-0.397495614,0.754979096,-0.526498835,0.598541661,0.999515697,YJU2
10988,ENSG00000167664,24.59472291,-1.438892109,1.222959399,-1.176565723,0.239368886,0.999515697,TMIGD2
10989,ENSG00000105255,12.93223115,1.12611207,1.597108993,0.705094064,0.480751701,0.999515697,FSD1
10990,ENSG00000008382,36.93898556,-0.362504367,1.015504899,-0.356969589,0.721114572,0.999515697,MPND
10991,ENSG00000141985,513.2522444,0.082028391,0.483424966,0.169681743,0.865260433,0.999515697,SH3GL1
10992,ENSG00000167670,71.213339,-0.978948823,0.788953493,-1.240819429,0.214672462,0.999515697,CHAF1A
10993,ENSG00000167671,5873.89885,0.063122289,0.515309968,0.122493824,0.902507937,0.999515697,UBXN6
10994,ENSG00000167674,179.8184297,0.137170734,0.594152752,0.230867792,0.817417513,0.999515697,HDGFL2
10995,ENSG00000167676,169.4050831,1.159446368,0.616429311,1.880907262,0.059984535,0.999515697,PLIN4
10996,ENSG00000214456,104.642402,1.184986083,0.694382683,1.706531733,0.087909123,0.999515697,PLIN5
10997,ENSG00000267385,7.277689318,0.530880782,2.073913173,0.255980235,0.797966099,0.999515697,
10998,ENSG00000171236,551.7065347,0.54768091,0.51064869,1.072519953,0.283486557,0.999515697,LRG1
10999,ENSG00000167680,36.42592486,0.989113343,1.023892558,0.966032359,0.334027989,0.999515697,SEMA6B
11000,ENSG00000185361,69.38321394,-0.319570269,0.824675355,-0.387510391,0.698378394,0.999515697,TNFAIP8L1
11001,ENSG00000074842,96.64365056,-0.032502255,0.769515516,-0.042237296,0.966309531,0.999515697,MYDGF
11002,ENSG00000142002,317.5276418,-0.11090371,0.527369834,-0.210295892,0.833436741,0.999515697,DPP9
11003,ENSG00000141965,47.82243678,0.972451563,0.968463293,1.004118143,0.315321671,0.999515697,FEM1A
11004,ENSG00000127666,101.0381609,-1.074233296,0.808761822,-1.32824432,0.184097407,0.999515697,TICAM1
11005,ENSG00000105355,512.9772507,0.289722357,0.506744289,0.57173285,0.567502975,0.999515697,PLIN3
11006,ENSG00000205784,60.16942385,0.388473291,0.870121831,0.446458504,0.655266081,0.999515697,ARRDC5
11007,ENSG00000276043,144.6941865,-0.226763474,0.631094433,-0.359317817,0.719357347,0.999515697,UHRF1
11008,ENSG00000127663,2469.485118,0.527555775,0.435929381,1.210186323,0.226207405,0.999515697,KDM4B
11009,ENSG00000105426,57.28760018,0.482638227,0.949884821,0.508101841,0.611381924,0.999515697,PTPRS
11010,ENSG00000130254,689.0537426,-0.105906103,0.467226772,-0.226669595,0.820680672,0.999515697,SAFB2
11011,ENSG00000160633,826.3070601,0.199964769,0.455147449,0.439340634,0.660414736,0.999515697,SAFB
11012,ENSG00000130255,220.3895382,-0.535535433,0.563728166,-0.94998878,0.342117954,0.999515697,RPL36
11013,ENSG00000174917,25.65142414,-0.438706551,1.21237865,-0.361856051,0.717459604,0.999515697,C19orf70
11014,ENSG00000167733,6.574388544,1.869083054,2.491216766,0.750269138,0.453092626,0.999515697,HSD11B1L
11015,ENSG00000196365,241.2143182,-0.700544649,0.555333272,-1.261485102,0.207134124,0.999515697,LONP1
11016,ENSG00000141994,68.34291919,-0.012393777,0.803462793,-0.015425452,0.987692758,0.999515697,DUS3L
11017,ENSG00000174886,65.40314288,-1.070631937,0.827736525,-1.293445323,0.195857083,0.999515697,NDUFA11
11018,ENSG00000187650,49.54871847,1.018548621,0.959341172,1.061716781,0.288364279,0.999515697,VMAC
11019,ENSG00000105519,52.25720293,-0.234831171,0.893621709,-0.262785884,0.792715616,0.999515697,CAPS
11020,ENSG00000031823,407.9429023,-0.051751822,0.503829687,-0.102716896,0.918187663,0.999515697,RANBP3
11021,ENSG00000087903,365.0430251,0.389105579,0.569080337,0.68374455,0.494136487,0.999515697,RFX2
11022,ENSG00000130377,8.724924397,-4.923432318,2.357347588,-2.08854746,0.036748479,0.999515697,ACSBG2
11023,ENSG00000130382,563.4103879,0.279321244,0.483982432,0.577130957,0.563850994,0.999515697,MLLT1
11024,ENSG00000125656,125.5921567,-0.441430756,0.66904387,-0.65979344,0.509386394,0.999515697,CLPP
11025,ENSG00000125652,66.88774804,-0.097229413,0.833947472,-0.116589374,0.907185459,0.999515697,ALKBH7
11026,ENSG00000125650,19.74642955,-0.361952307,1.328249998,-0.272503149,0.785235171,0.999515697,PSPN
11027,ENSG00000125651,240.3634538,-0.519828677,0.555842124,-0.935209216,0.34968049,0.999515697,GTF2F1
11028,ENSG00000088247,396.5831242,-0.442325388,0.506951951,-0.872519351,0.382925116,0.999515697,KHSRP
11029,ENSG00000125648,36.89886398,1.432381338,1.121984588,1.276649745,0.201725931,0.999515697,SLC25A23
11030,ENSG00000205744,347.318383,-0.086176916,0.51084225,-0.168695749,0.866035963,0.999515697,DENND1C
11031,ENSG00000104833,8.228977271,-1.471165301,1.989384182,-0.739507891,0.45959865,0.999515697,TUBB4A
11032,ENSG00000125726,4.331064363,-1.124477475,3.33786668,-0.336885077,0.736203535,0.999515697,CD70
11033,ENSG00000125735,409.1926443,0.523375197,0.522192088,1.002265659,0.316215304,0.999515697,TNFSF14
11034,ENSG00000125730,12.39379246,0.134447629,1.611946198,0.08340702,0.933527907,0.999515697,C3
11035,ENSG00000125734,250.8875818,0.030569689,0.544533646,0.05613921,0.955230908,0.999515697,GPR108
11036,ENSG00000125733,29.33858588,-0.087800299,1.275626281,-0.068829171,0.945125598,0.999515697,TRIP10
11037,ENSG00000125731,62.39219945,0.033053489,0.868469614,0.038059466,0.96964027,0.999515697,SH2D3A
11038,ENSG00000141968,1125.859356,-0.203870567,0.474735536,-0.429440291,0.667602838,0.999515697,VAV1
11039,ENSG00000174837,209.2423435,-0.113096928,0.626000233,-0.180665952,0.856629785,0.999515697,ADGRE1
11040,ENSG00000130544,104.7831631,0.105955094,0.70685296,0.149896937,0.880845928,0.999515697,ZNF557
11041,ENSG00000171105,117.3247158,0.042505339,0.667007043,0.063725473,0.949188822,0.999515697,INSR
11042,ENSG00000263264,259.0811142,-0.232435915,0.560878044,-0.414414359,0.678570675,0.999515697,
11043,ENSG00000104880,47.8149276,0.345296714,0.958793254,0.360136779,0.71874485,0.999515697,ARHGEF18
11044,ENSG00000104883,23.34211303,0.645292626,1.288272437,0.500897642,0.616443162,0.999515697,PEX11G
11045,ENSG00000090674,549.5927051,-0.922139347,0.54279273,-1.698879325,0.089341923,0.999515697,MCOLN1
11046,ENSG00000032444,764.3152796,-0.261666356,0.459252769,-0.56976544,0.568836799,0.999515697,PNPLA6
11047,ENSG00000076826,6.617048181,2.645111313,2.429441302,1.088773501,0.27625378,0.999515697,CAMSAP3
11048,ENSG00000076924,328.3161939,-0.449903581,0.540562675,-0.832287544,0.40524666,0.999515697,XAB2
11049,ENSG00000229833,17.4120991,0.63396239,1.479299506,0.428555805,0.668246514,0.999515697,PET100
11050,ENSG00000174788,19.80178836,0.288132772,1.314617376,0.219176147,0.826512835,0.999515697,PCP2
11051,ENSG00000076944,741.803279,0.041792236,0.469625182,0.088990619,0.929089366,0.999515697,STXBP2
11052,ENSG00000104918,69.33915434,-4.829953539,3.305496215,-1.461188646,0.143963678,0.999515697,RETN
11053,ENSG00000183019,120.3444272,-0.081070742,0.957615614,-0.08465896,0.932532524,0.999515697,MCEMP1
11054,ENSG00000181029,60.35454801,0.379661651,0.85119999,0.44603108,0.655574795,0.999515697,TRAPPC5
11055,ENSG00000104921,102.5679916,-1.185271998,0.738948217,-1.603998725,0.108714334,0.999515697,FCER2
11056,ENSG00000182566,10.53355852,-2.890812731,2.076545064,-1.392126172,0.163884194,0.999515697,CLEC4G
11057,ENSG00000090659,5.799793434,2.301084198,2.611189197,0.881239935,0.378187969,0.999515697,CD209
11058,ENSG00000142459,72.07248524,-1.479090169,0.806672401,-1.83356982,0.066717876,0.999515697,EVI5L
11059,ENSG00000076984,487.8861011,0.023268966,0.539129468,0.043160256,0.965573786,0.999515697,MAP2K7
11060,ENSG00000104976,48.75389436,0.126288188,0.905165674,0.139519418,0.889039713,0.999515697,SNAPC2
11061,ENSG00000104980,56.15134499,-0.670512801,0.922571485,-0.726786825,0.467356555,0.999515697,TIMM44
11062,ENSG00000066044,179.8802179,-0.361878899,0.605325911,-0.597824895,0.549956778,0.999515697,ELAVL1
11063,ENSG00000090661,101.2812759,0.743482021,0.699760273,1.062481039,0.288017361,0.999515697,CERS4
11064,ENSG00000167775,33.04072482,0.37182868,1.147036329,0.324164693,0.745813351,0.999515697,CD320
11065,ENSG00000233927,670.7313675,-0.736897586,0.467719738,-1.575510987,0.115138544,0.999515697,RPS28
11066,ENSG00000186994,7.879724613,-1.998014447,2.081994995,-0.959663424,0.337224637,0.999515697,KANK3
11067,ENSG00000185236,812.3690864,0.078842947,0.483958992,0.162912454,0.870587365,0.999515697,RAB11B
11068,ENSG00000099785,874.3966177,0.600626754,0.526087342,1.141686382,0.253584404,0.999515697,2-Mar
11069,ENSG00000099783,665.5886198,-0.554387363,0.487486455,-1.137236446,0.255439455,0.999515697,HNRNPM
11070,ENSG00000133246,591.9028719,-0.05400156,0.486295213,-0.111046866,0.911579183,0.999515697,PRAM1
11071,ENSG00000133250,50.1017747,-0.328943763,0.901399671,-0.364925541,0.715166988,0.999515697,ZNF414
11072,ENSG00000142347,8134.441937,0.349360109,0.418083137,0.835623535,0.403366724,0.999515697,MYO1F
11073,ENSG00000142303,55.5677108,-0.637258919,1.062852027,-0.599574449,0.54878988,0.999515697,ADAMTS10
11074,ENSG00000167785,38.53716451,0.417546698,1.000652861,0.417274275,0.676477802,0.999515697,ZNF558
11075,ENSG00000181143,5.434906092,-0.442071074,2.752999884,-0.160577949,0.872425824,0.999515697,MUC16
11076,ENSG00000130803,196.5958445,-0.117660762,0.576436637,-0.204117426,0.838261737,0.999515697,ZNF317
11077,ENSG00000196110,31.43958416,-0.152128969,1.081489853,-0.140666109,0.88813372,0.999515697,ZNF699
11078,ENSG00000188321,55.48478217,0.445889633,0.861935658,0.51731197,0.6049384,0.999515697,ZNF559
11079,ENSG00000174652,125.5732593,-0.140891352,0.684176514,-0.205928367,0.836846867,0.999515697,ZNF266
11080,ENSG00000130818,48.82898092,-0.276821077,0.910339921,-0.304085398,0.761062831,0.999515697,ZNF426
11081,ENSG00000197961,128.9636435,-0.312381668,0.648980792,-0.481341931,0.6302735,0.999515697,ZNF121
