"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1QC",11.7907951275338,-4.23482245024187,0.881517026827581,-4.80401662289182,1.55513909869763e-06,0.0288975947319994
"CASP1",697.702711049552,-0.623654702335589,0.14095049001383,-4.42463663854163,9.66047443205293e-06,0.0897554679482038
