"","logFC","logCPM","F","PValue","FDR"
"ENSG00000160953",-0.372384117589595,4.51799316860231,12.4557456806043,0.000630230177645507,0.0138032353066038
"ENSG00000096060",1.10120051915542,8.38371675036862,12.6083728231584,0.000631438449336966,0.0138036600966771
"ENSG00000124678",-2.35363022748843,-0.754070168586921,12.4492364592966,0.000632185440844859,0.0138036600966771
"ENSG00000104903",0.781770798921226,8.65895372049815,12.603810340104,0.000632357430876991,0.0138036600966771
"ENSG00000103253",-0.681857140943808,3.00289344297793,12.4420111030749,0.000634363127186624,0.013832073248289
"ENSG00000168610",0.399965931416723,8.99744221448318,12.4357614663684,0.000636460303107987,0.0138624158701325
"ENSG00000156521",-0.333743705182205,5.6086533955764,12.4273783807539,0.000638797023069403,0.0138979028961478
"ENSG00000084234",0.343399482209335,8.78396951450474,12.4100498217638,0.000644089042589375,0.0139819696905426
"ENSG00000218823",-2.28225392221644,-1.04245402242675,12.4006407695191,0.000646981369513108,0.0139819696905426
"ENSG00000198336",1.03492758629537,5.68877300656431,12.5547847156802,0.00064736402596708,0.0139819696905426
"ENSG00000129691",0.256159540092605,5.94853904613495,12.3980971548885,0.000647765563949098,0.0139819696905426
"ENSG00000203909",-1.60664983080523,-1.4502254245269,12.5466715112532,0.000649562464554272,0.0139819696905426
"ENSG00000155249",-1.53504717281734,-1.46613913453411,12.9606292920524,0.000649562520283172,0.0139819696905426
"ENSG00000177201",-1.47014268103877,-1.47220021955803,12.5197905544149,0.000649562524007166,0.0139819696905426
"ENSG00000237521",-1.65784601562716,-1.45918124830529,14.0805578480546,0.000649562546168181,0.0139819696905426
"ENSG00000242441",-1.70911867507376,-1.46072352225291,15.2630709299964,0.000649562576070627,0.0139819696905426
"ENSG00000138193",-0.537162293174981,2.94897295463506,12.3915841220723,0.000649777986738542,0.0139819696905426
"ENSG00000163297",0.298881463069973,7.67269537860807,12.3863581744937,0.000651397370258938,0.0140014800176226
"ENSG00000136155",-2.0971770894069,-1.17902245867545,12.382967552627,0.000652450254534363,0.0140024435973148
"ENSG00000189190",-0.597407750883679,4.24537120353647,12.4489687021723,0.000652867674597391,0.0140024435973148
"ENSG00000148175",0.532823532349272,7.39995369377747,12.5125683232102,0.000654514775111224,0.0140224615832444
"ENSG00000021852",-2.3111277034869,-0.882952613686619,12.3728998818946,0.000655586879409272,0.0140301305369004
"ENSG00000204694",-1.9545751417824,-1.30463339701464,12.3691687548187,0.000656753263265362,0.0140397982699797
"ENSG00000188581",-1.80232578313033,-1.37778666963177,12.363552761412,0.000658512899109869,0.014062113495557
"ENSG00000131584",-0.255656182699557,6.17172912035644,12.3460402653833,0.000664031220676855,0.0141522313006032
"ENSG00000170178",-1.85730349174318,-1.34616028652167,12.3444521154043,0.000664534005616644,0.0141522313006032
"ENSG00000118520",1.37906666191099,4.08828203348899,12.4960233885793,0.000665246902277795,0.0141522313006032
"ENSG00000182022",0.414985350018765,9.24238552911679,12.3498267103184,0.000665614462066443,0.0141522313006032
"ENSG00000162496",-0.436371550558134,4.84388893578385,12.3368661365856,0.000668007217547873,0.0141877511307519
"ENSG00000183762",0.859155525236958,6.6426735284319,12.4843740916928,0.000668899780767872,0.0141913661911076
"ENSG00000275385",-1.81411919010952,-1.33184250391237,12.3279297061607,0.00066978804551374,0.0141948823540053
"ENSG00000165349",-2.09927172575932,-1.20305003498904,12.32450542513,0.000670882284098469,0.0142027514584036
"ENSG00000181788",0.82720730936769,7.84462897951698,12.4728782147802,0.000672412212682916,0.0142198173631524
"ENSG00000115523",-0.692786055136452,7.22392783889217,12.4686474364471,0.000673603168787526,0.0142296858645158
"ENSG00000129197",-0.325193575824874,4.79119138381524,12.3114756039563,0.000675062839273932,0.0142452035879438
"ENSG00000181072",-2.19367556645921,-1.10836318208825,12.3040700879606,0.000677450797569064,0.0142802557607745
"ENSG00000167139",-2.20018921215146,-0.968244734635694,12.2976108944479,0.000679540702215417,0.0143089567371105
"ENSG00000162623",-0.556608811106921,3.15759440852304,12.2938963841811,0.000680745553314339,0.0143189798077232
"ENSG00000198797",-2.39368702925788,-0.733971632699624,12.2901581122191,0.000681960330639652,0.0143291900061461
"ENSG00000116132",-2.22833005633993,-0.915281565703703,12.2731444952648,0.000687517257299982,0.0144167783055051
"ENSG00000180884",-0.356005288401307,4.83140541280177,12.2719792524405,0.000687899544970343,0.0144167783055051
"ENSG00000179532",-0.35840408507759,5.95301182992511,12.2800402330023,0.000688330349718201,0.0144167783055051
"ENSG00000146592",0.502330118713071,8.46721075246336,12.364348909403,0.000692725015332106,0.0144710112770411
"ENSG00000163586",-2.09703330394177,-1.17707770776339,12.2552474675201,0.000693413011421398,0.0144710112770411
"ENSG00000111364",-0.371612404309076,4.30500331505235,12.2541067911627,0.000693790538967105,0.0144710112770411
"ENSG00000116754",-0.227137619896581,7.27114297854521,12.2538786843693,0.000693866060418034,0.0144710112770411
"ENSG00000139668",0.225316227752395,7.42300307465078,12.2327132988292,0.000700910410866162,0.0145931771553487
"ENSG00000021355",0.432107335926852,7.33593198108377,12.3169507489351,0.00070120936753788,0.0145931771553487
"ENSG00000172489",-1.35586452617887,-1.49056355459789,12.2294220037979,0.000702012425259395,0.0145944297424826
"ENSG00000186591",0.63194818902224,8.03424944449308,12.3578943530204,0.000707580481977078,0.0146811947812534
"ENSG00000231824",-1.89989323261043,-1.35617768078244,12.2125771233708,0.000707680518062045,0.0146811947812534
"ENSG00000112062",0.460909370965614,8.50446169511511,12.2757317102552,0.000713215616855454,0.0147804156210361
"ENSG00000146830",-0.215825297814311,7.15978214093761,12.1932841332113,0.000714230250313081,0.0147851473445966
"ENSG00000135175",-1.73986912660015,-1.40317082525686,12.1911777787609,0.000714949097901187,0.0147851473445966
"ENSG00000178719",0.828913572995194,8.59023098146882,12.3306065743242,0.000718435965674024,0.014839058528016
"ENSG00000158201",0.292434137727004,6.27336074537619,12.1791543832145,0.00071906666592035,0.014839058528016
"ENSG00000153046",0.551626061026531,6.39837702304172,12.3032242823258,0.000723967379730271,0.0149245153643032
"ENSG00000070423",-0.224476348829695,6.03758675389698,12.157219467126,0.000726641535548405,0.0149639408882431
"ENSG00000170909",0.415746487987686,6.52356804022368,12.2327945243272,0.000727928512217648,0.0149661434373233
"ENSG00000082014",0.421982923396954,5.03899488065236,12.1525286203173,0.000728272071978066,0.0149661434373233
"ENSG00000265107",-1.94164846739413,-1.31932352821513,12.146426410955,0.000730398832960232,0.0149941645478963
"ENSG00000004139",-0.383165034929537,4.66940037881889,12.141257525547,0.000732205307424941,0.0150155589453762
"ENSG00000243335",-0.310481987011221,5.50102653865129,12.1374064996146,0.000733554190861871,0.0150275345502318
"ENSG00000142669",0.338481483211086,8.13303777737468,12.1324374851109,0.000735298446433854,0.0150453137352097
"ENSG00000103502",0.425154534261245,6.5738386166887,12.2177475036077,0.000735953705565331,0.0150453137352097
"ENSG00000180739",-0.722209122371226,5.60990823857639,12.2687756428321,0.000739336600721372,0.0150806039491589
"ENSG00000165097",0.317676249679341,6.26310803790369,12.1193383962183,0.000739917055140922,0.0150806039491589
"ENSG00000126945",0.377350117776572,5.499743785914,12.1180596706527,0.000740369517350874,0.0150806039491589
"ENSG00000173077",-2.19210109006958,-0.911567025111227,12.1169837977046,0.000740750423034632,0.0150806039491589
"ENSG00000183036",-1.94511807464355,-1.23954271806012,12.1113398994825,0.00074275191368288,0.0151056978221676
"ENSG00000181733",-1.59144979476214,-1.40047303250788,12.1090882097177,0.000743551980496781,0.0151059526053475
"ENSG00000087460",0.478117804272163,9.7572255658456,12.1625009460791,0.00074491008783441,0.0151059526053475
"ENSG00000113368",0.446872688703269,6.43415760329547,12.2048397254446,0.000745071163319849,0.0151059526053475
"ENSG00000138434",0.339059686550121,6.85802934815477,12.0995603331153,0.000746947237376185,0.0151209660032523
"ENSG00000117501",-2.18767053298212,-0.609836332042413,12.0984302129747,0.000747351012376974,0.0151209660032523
"ENSG00000182816",-1.68427771829063,-1.44540430264485,13.1434076652137,0.000752120355989065,0.0151953981670281
"ENSG00000131759",0.356519681162805,7.88046328855892,12.0838604482075,0.000752576728927941,0.0151953981670281
"ENSG00000130299",-0.501883606887124,3.96032917156907,12.0809617257476,0.000753620885866443,0.015200858237918
"ENSG00000167754",-1.80754023690254,-1.34945278172134,12.0784234010604,0.000754536447074503,0.0152037159376674
"ENSG00000180304",0.349772811188125,8.03729218763197,12.0761311676174,0.000755364227832648,0.0152048008401641
"ENSG00000133067",-0.957772389409073,3.10304847131855,12.1725504905168,0.000758031795150216,0.0152428788613318
"ENSG00000115310",0.273089121540428,7.99460117842858,12.0631246139376,0.000760078934541463,0.0152684158977521
"ENSG00000221963",0.428320317444829,7.96558516139357,12.1283550844278,0.000761040049997186,0.01527210707073
"ENSG00000177752",-1.78935070192243,-1.34245262503199,12.0575373367696,0.000762113537651486,0.0152775292371141
"ENSG00000171596",-0.813420925687782,4.10150989410373,12.18980462,0.000762865528942733,0.0152775292371141
"ENSG00000185864",-0.314797727202318,5.0750386722102,12.0523956118877,0.000763990844876889,0.0152844848660401
"ENSG00000112335",0.636313084984893,7.34373480013084,12.1872876922456,0.000767235762957359,0.0153216936697067
"ENSG00000186017",-0.66149858241083,3.00909160562047,12.0430629148159,0.000767410494298655,0.0153216936697067
"ENSG00000151967",-2.12811882383566,-1.07198361727586,12.0388617045365,0.00076895502212838,0.015336944532725
"ENSG00000176971",-1.51626596227052,-1.46986790317448,12.0288682640385,0.000772641866051947,0.015394850000463
"ENSG00000171862",0.396685979056498,9.15315218110458,12.0242755612677,0.000774342331353069,0.0154130997383611
"ENSG00000151726",0.72601377753196,10.1302526369796,12.1579501871937,0.000776643662851273,0.0154353014466985
"ENSG00000107341",0.344742324312175,7.39261332101783,12.017040190034,0.00077702907109767,0.0154353014466985
"ENSG00000125779",0.214162989797109,6.96973932208085,12.0134392626949,0.000778369791377884,0.0154440250812443
"ENSG00000062038",-2.26751663383488,-0.527428636642569,12.0116403676984,0.00077904045889815,0.0154440250812443
"ENSG00000124201",0.313708189802101,8.38594702437661,12.0080570374677,0.000780378175640358,0.0154494151447751
"ENSG00000164104",0.719619953115195,5.80944138575785,12.1492546569435,0.000781658355998336,0.0154494151447751
"ENSG00000110975",-2.24879541320201,-1.04993954136162,12.0032549612788,0.000782174577901075,0.0154494151447751
"ENSG00000069702",-0.57839938489739,5.54618746522715,12.1382326918091,0.000782457908431805,0.0154494151447751
"ENSG00000147416",0.348607872852712,9.12963905293275,11.9916292267909,0.000786541276980176,0.0154577775906298
"ENSG00000198053",0.472571288224438,8.82893331844357,12.0679615243218,0.000787834402960564,0.0154577775906298
"ENSG00000280236",-1.49568046743215,-1.53688083958153,24.8669294627645,0.000789862999594979,0.0154577775906298
"ENSG00000196900",-1.56784208755063,-1.53895679497254,30.1372072554777,0.000789863403448532,0.0154577775906298
"ENSG00000184155",-1.40947391442789,-1.54758639576031,28.4167585798494,0.000789863427070294,0.0154577775906298
"ENSG00000170276",-1.61459319024407,-1.53909682326088,30.8841038105944,0.000789863504525729,0.0154577775906298
"ENSG00000186306",-1.64143047423946,-1.5382390682621,31.4974754051549,0.000789863516606722,0.0154577775906298
"ENSG00000213780",-1.76200692658151,-1.53410427839326,33.6889663337678,0.000789863542396142,0.0154577775906298
"ENSG00000034152",0.794565142625432,9.80438670730796,12.1260032300368,0.000789962776188148,0.0154577775906298
"ENSG00000164690",-2.18695200355854,-0.389296907850371,11.9782760098209,0.000791587799153486,0.0154741630867357
"ENSG00000145824",-1.98303260779143,-1.2380837375912,11.9605447683558,0.000798340435701806,0.0155906522860812
"ENSG00000275713",0.478964190466347,4.34561149254527,11.9555900928101,0.000800237914679465,0.0155973489097904
"ENSG00000124762",0.669952274910108,5.33389166006488,12.0933785234515,0.000800271185028438,0.0155973489097904
"ENSG00000204970",-1.92120202529053,-1.30673138584064,11.9473002633173,0.000803423034316222,0.0156432595958142
"ENSG00000158050",-0.707552246868756,4.10761035501609,12.0479639637063,0.000806829866779969,0.0156927644941839
"ENSG00000188153",-2.39334456725246,-0.668462661125321,11.9350806722434,0.000808141856204997,0.0156927644941839
"ENSG00000188283",-0.411236770084664,4.40645671567103,11.9345126815266,0.000808361888838139,0.0156927644941839
"ENSG00000188042",-0.329797057692788,7.43654304817613,11.9287467640009,0.0008105990273821,0.0157090879004972
"ENSG00000069667",-0.413334599145214,7.20893908582838,12.0142243836084,0.00081080195108949,0.0157090879004972
"ENSG00000153786",0.234391521064582,7.36040090266002,11.9243472231167,0.000812310305806116,0.0157228061752384
"ENSG00000185339",0.940604869842277,3.52851119518557,12.0310452954303,0.000814054832088905,0.0157312775358713
"ENSG00000176463",0.280558670335959,7.83558153147458,11.9191172128014,0.00081434944792737,0.0157312775358713
"ENSG00000100364",0.329589958520816,7.53361856311888,11.908336534445,0.000818569393095178,0.0157885758151919
"ENSG00000165915",-0.337943364215151,4.72951196542565,11.90743609928,0.000818922872629573,0.0157885758151919
"ENSG00000197540",-0.445709660444583,5.32682998900867,11.9666359644383,0.000820838453945002,0.0158099924178466
"ENSG00000065308",-0.278454853447802,5.22849968917133,11.9004211141868,0.000821682096895523,0.0158107409163658
"ENSG00000145526",-2.06332593985002,-1.2244418463748,11.8955625364391,0.000823598742128955,0.0158321143716883
"ENSG00000171163",-0.302353997679467,4.85333071405288,11.8908831612201,0.000825449044347793,0.0158521719699479
"ENSG00000188305",0.515993443996331,6.52291834336041,12.0146911502898,0.000827025783155864,0.0158669419295704
"ENSG00000184845",-2.22116138649746,-1.04736263304847,11.8844620787682,0.000827995012218295,0.015870039034186
"ENSG00000106244",0.212761209733928,6.70680420887125,11.8737781392288,0.000832249134785576,0.0159225081327424
"ENSG00000166710",0.422618078900249,11.3496247841046,11.8735168685882,0.000832353448657561,0.0159225081327424
"ENSG00000147647",-2.09858411983434,-1.08821296765236,11.8634779367713,0.000836371761611979,0.0159838128683161
"ENSG00000119318",0.259783125937342,6.98479545340701,11.8598189480633,0.000837841316073851,0.0159963367304051
"ENSG00000132256",0.37320132963983,5.46943751718037,11.8499073176852,0.000841835475209548,0.0160569900446279
"ENSG00000102313",-2.1792960681031,-0.965283479320896,11.8438383319291,0.000844290805952827,0.0160837303702713
"ENSG00000100554",0.318470548050475,4.83154099653144,11.842335426636,0.000844899974522103,0.0160837303702713
"ENSG00000156575",-1.7864085548082,-1.32593828904722,11.8403794874994,0.000845693447647879,0.0160837303702713
"ENSG00000088832",0.290983688661776,7.20534134790053,11.8373233239554,0.000846934788736295,0.0160917609859896
"ENSG00000143839",-2.2198628364549,-0.853452540460259,11.8252237317837,0.00085186779563537,0.0161698499643019
"ENSG00000174963",-2.3298365467882,-0.557494673950018,11.8221947171653,0.000853107347885024,0.0161777480275571
"ENSG00000119139",0.419035979792743,4.94217894185249,11.8136948951044,0.00085659562204791,0.0162068540432001
"ENSG00000187720",-2.15702805430298,0.198785260929139,11.8128802552794,0.00085693071523008,0.0162068540432001
"ENSG00000143278",-1.8200763387374,-1.37162714574334,11.8108106120055,0.000857782647333978,0.0162068540432001
"ENSG00000182512",0.964618317330022,7.83672995699519,11.9521250276181,0.000857941983351732,0.0162068540432001
"ENSG00000166947",0.971672045405936,7.77345100821249,11.9491392186385,0.000859147012401959,0.0162140270947636
"ENSG00000169826",0.415714928023249,6.59446231690701,11.8673030190502,0.000867645706050129,0.0163587020547609
"ENSG00000165879",0.495391791148266,7.37754118824787,11.9009972658931,0.00086907960365474,0.016368239573634
"ENSG00000117016",-0.634326782952161,2.64094965098808,11.7811851779196,0.000870073440104384,0.016368239573634
"ENSG00000184814",-1.89119740629058,-1.32753623609546,11.7798035594644,0.000870651041150746,0.016368239573634
"ENSG00000167508",-0.352638954508926,4.41711102811713,11.7768399106643,0.000871891359447735,0.0163758868524954
"ENSG00000115963",-1.93032487281987,-1.30508501846113,11.7648248927061,0.000876938434731229,0.0164549498459692
"ENSG00000144635",0.332388158845703,6.14812320099522,11.7515981276303,0.000882529311027914,0.0165440561492886
"ENSG00000241635",-1.76981486066634,-1.37771043628194,11.7283939577364,0.000892426394519798,0.0167136405593288
"ENSG00000139266",-0.352667037212817,4.61476737761586,11.7244406017391,0.000894123944714899,0.0167294847789228
"ENSG00000113100",-1.90685011149196,-1.2303793184031,11.7156643315387,0.00089790431978118,0.0167842324133407
"ENSG00000170929",-1.93872419026122,-1.2735193181768,11.7113655820449,0.000899762004266032,0.0168029699009605
"ENSG00000135636",0.601135852901157,9.60173892592501,11.8281061237532,0.000901480163984065,0.0168190686625175
"ENSG00000121060",0.435923033833422,9.06781066262381,11.7498837079555,0.000902552415687396,0.0168230974939227
"ENSG00000163932",0.345523605766554,8.40613599656519,11.7001740232048,0.000904616966132141,0.0168455970773763
"ENSG00000257008",-2.21262343553722,-0.564407650698843,11.6971204965446,0.000905946280503066,0.0168543755935258
"ENSG00000125207",-2.26560074619688,-0.911547845527684,11.6891115653767,0.000909442430600341,0.0169034115341289
"ENSG00000273703",0.766955854892356,2.98647183181668,11.6814754724115,0.000912788760760892,0.0169495727730704
"ENSG00000174292",-0.580992710732338,3.52424485530898,11.675475012762,0.000915427207429342,0.0169785004873327
"ENSG00000187005",-1.61070989752233,-1.50081859531005,18.1884844604267,0.000916939263133371,0.0169785004873327
"ENSG00000124479",-1.64772609320138,-1.49917329136327,18.1425649807415,0.000916939276038888,0.0169785004873327
"ENSG00000133056",-0.416175011542414,5.66099051152325,11.7263060291595,0.000921892724715794,0.0170517973143478
"ENSG00000158578",1.22463650911312,11.7570348237083,11.7974012915904,0.000922633642733978,0.0170517973143478
"ENSG00000163635",0.203188189253897,7.80944004524153,11.6542839998048,0.000924808047647924,0.0170702663363528
"ENSG00000142538",-1.6442638178636,-1.41058268306841,11.6530199296869,0.000925370744590033,0.0170702663363528
"ENSG00000169891",0.620127351863896,6.8926373787004,11.7787586796168,0.000929565742851597,0.017131565275856
"ENSG00000103310",-2.23715641043691,-0.855144100321578,11.6274389550074,0.000936834097286571,0.0172398534333573
"ENSG00000169154",-2.0245208579457,-1.16344780673534,11.6250365919698,0.000937918127847807,0.0172398534333573
"ENSG00000187550",-1.88463256875278,-1.27168812399332,11.6231866016276,0.000938753788577335,0.0172398534333573
"ENSG00000118508",0.429359539650468,4.98106643993856,11.6259493635839,0.000938951602040736,0.0172398534333573
"ENSG00000213973",-2.1387565278143,-1.07259283825968,11.6185941026209,0.000940831585404343,0.0172495333579961
"ENSG00000162236",0.243464640414075,6.02971573630602,11.6177039993321,0.000941234844740499,0.0172495333579961
"ENSG00000158825",0.64854916757138,6.55176519441656,11.7504350204277,0.000942534240586629,0.0172572485466588
"ENSG00000071054",0.301618944788204,8.61077756687502,11.6123808905641,0.000943650184724829,0.0172615936025177
"ENSG00000240065",0.338934681012604,7.50041373336749,11.6088838516409,0.000945240425055792,0.0172745985029266
"ENSG00000101846",0.703153803685756,4.16410043143165,11.6954682097254,0.000947881943211665,0.0173067738441788
"ENSG00000113532",0.315538245400255,7.97515170980669,11.5727527856946,0.000961833067899601,0.0175451926202002
"ENSG00000278674",1.94801511406813,-1.35423544239877,11.5706360460774,0.000962814398765755,0.0175468011856698
"ENSG00000121716",-0.566624222933836,3.67290454202095,11.5584633666629,0.000968477758128875,0.0176294139472254
"ENSG00000137766",-2.28504988319502,-0.667671278570065,11.557040103818,0.000969142169551227,0.0176294139472254
"ENSG00000197993",1.16542956866622,4.21802318429411,11.6865880584154,0.000971833031270573,0.0176595822430822
"ENSG00000178462",-2.17705186846828,-1.02871216451322,11.5496525605314,0.000972598390869133,0.0176595822430822
"ENSG00000103642",0.342029882739621,5.20649309247072,11.5469809559945,0.000973851408911947,0.0176660062599115
"ENSG00000206422",-1.71386764846156,-1.39741749470278,11.5425288481229,0.000975943200993582,0.0176816561554083
"ENSG00000269964",-1.9258606628619,-1.22109015633576,11.5413153709124,0.000976514146829785,0.0176816561554083
"ENSG00000164749",-1.99174404500195,-1.18886458057399,11.5387343057976,0.000977729692252653,0.0176873642117823
"ENSG00000132122",0.627349898721678,3.83381503320635,11.5531305839516,0.000979882906460187,0.0177100088135389
"ENSG00000185697",-0.544481816994824,5.46268747928382,11.6512057701627,0.000981356833777538,0.0177203459158029
"ENSG00000135454",-2.17016247255225,-0.96023064761176,11.5140584161099,0.00098942968379951,0.0178497112653124
"ENSG00000126217",-0.563909495934448,3.98368964061341,11.5287723758248,0.000991486289898127,0.0178572874102314
"ENSG00000167766",-0.355488417317513,5.46942747732545,11.5093728978996,0.000991667543752541,0.0178572874102314
"ENSG00000172216",0.443242150158634,8.28618817587873,11.5793667626441,0.000993443076520571,0.0178728779132996
"ENSG00000258790",-1.69838624517002,-1.31596485418478,11.4973608977366,0.000997428459652461,0.0179263312395139
"ENSG00000168143",-1.61698207275154,-1.4202313965819,11.4956762720279,0.000998239151788061,0.0179263312395139
"ENSG00000155307",0.607169984855268,5.11975032771078,11.608584602045,0.000999954423018862,0.0179273349345448
"ENSG00000115386",-1.69326559512406,-1.39970535246391,11.4917731064085,0.00100012007982597,0.0179273349345448
"ENSG00000096063",0.520089553622337,6.77345394227909,11.6088167328397,0.00100266095600578,0.017956089061489
"ENSG00000130844",-0.394764242309154,4.30987420737511,11.4846705378447,0.00100355216275653,0.017956089061489
"ENSG00000196782",0.372281625740036,6.21339271466726,11.5152903250686,0.00100485806348308,0.0179630951002627
"ENSG00000138675",-2.04500962263585,-1.1810443054868,11.4733233443845,0.00100906050871523,0.018010200292777
"ENSG00000204946",-0.287600838509962,5.35802591913602,11.4727767980715,0.00100932660706238,0.018010200292777
"ENSG00000169016",-0.480114745179249,2.96161133882248,11.4668019762979,0.00101224030064314,0.0180458012218105
"ENSG00000138463",0.365712010908345,5.78427780331983,11.4701176820183,0.00101445342224521,0.0180548809837667
"ENSG00000141736",-0.508932209571709,4.09571751132471,11.4620014058165,0.00101458763137934,0.0180548809837667
"ENSG00000169306",-1.71017591816989,-1.3934797883427,11.4368077429447,0.00102699878664606,0.018259201956967
"ENSG00000145685",0.507889712518606,5.00352837233832,11.503275955882,0.00102871483630478,0.0182731751121552
"ENSG00000138380",-0.429278355137435,3.92144119731263,11.4207956450895,0.00103496799349943,0.0183558830864149
"ENSG00000109466",0.546120740931126,6.61942359037487,11.5446229950737,0.00103566789913586,0.0183558830864149
"ENSG00000205002",-2.02708079301866,-1.12859864401345,11.4173434838103,0.00103669446046402,0.0183558830864149
"ENSG00000278259",-0.327716587376512,4.95467464614366,11.415416939349,0.00103765923751281,0.0183558830864149
"ENSG00000106780",0.505462244848304,9.25756382178717,11.5017721190168,0.00103903113924007,0.0183558830864149
"ENSG00000204389",0.477435341449914,6.88503747242465,11.5190952464144,0.00104095811502746,0.0183558830864149
"ENSG00000143753",0.29869377991328,5.74324000018307,11.4075406956592,0.00104161313921102,0.0183558830864149
"ENSG00000103227",-0.347039530742899,5.47062829129555,11.4070107316044,0.00104187973951385,0.0183558830864149
"ENSG00000126351",-0.266524402733018,5.4302715558265,11.4067559049106,0.00104200795600731,0.0183558830864149
"ENSG00000185104",-0.272093382513886,5.0894148155987,11.4053526056306,0.00104271431968029,0.0183558830864149
"ENSG00000145192",-2.08465048730689,-1.19619745685096,11.3985989417202,0.00104612074322059,0.0183824175485789
"ENSG00000115687",-0.480301570139194,5.47388752630354,11.494940045295,0.00104636282325882,0.0183824175485789
"ENSG00000146576",-0.222147989810141,5.70246149556893,11.3956012167667,0.00104763641104598,0.0183824175485789
"ENSG00000106333",-0.919725150889616,1.47465474798557,11.3942319789626,0.00104832945820137,0.0183824175485789
"ENSG00000168724",-0.290392293789038,4.94779666076431,11.3931054042129,0.00104890003420324,0.0183824175485789
"ENSG00000134686",0.717817910645788,8.50809182396111,11.5168521116467,0.00105242227532779,0.0184122931381616
"ENSG00000101336",0.34642615944647,9.27725083297124,11.3842192026034,0.0010534118525118,0.0184122931381616
"ENSG00000089775",-0.330465774620952,5.92076803412003,11.38421037668,0.00105341634364724,0.0184122931381616
"ENSG00000091527",0.187424169535558,7.28737179274616,11.3798283389143,0.00105564861286819,0.0184349090208074
"ENSG00000167281",-1.15252533621577,1.56926864455706,11.3769324765742,0.0010571264773883,0.0184443221800804
"ENSG00000171234",-1.43951002620603,-1.44798777322906,11.3701640375478,0.00106058897598424,0.0184561580399651
"ENSG00000198373",0.260347142260128,7.84613566847281,11.3690664714351,0.00106115155240908,0.0184561580399651
"ENSG00000090512",-2.00548250227255,-1.21910280666372,11.3686307140539,0.00106137499259084,0.0184561580399651
"ENSG00000168916",1.40297457482351,3.90834605812563,11.4999258723147,0.00106156258704879,0.0184561580399651
"ENSG00000129355",0.484985872974772,6.81785789742918,11.469458898759,0.00106721624726179,0.0185073367503148
"ENSG00000221869",0.623223175975281,8.35849392253459,11.4835511010173,0.00106727572763351,0.0185073367503148
"ENSG00000116260",0.381690551392307,6.75652365764773,11.4063723268856,0.00106901825774258,0.0185073367503148
"ENSG00000026025",0.298504049739967,7.48091333362818,11.3531418327777,0.00106934866891674,0.0185073367503148
"ENSG00000164715",0.338563910193514,7.16590784737891,11.3557384929414,0.0010694067646075,0.0185073367503148
"ENSG00000007080",0.451276347425584,5.67306018458097,11.4302230943523,0.00107015853346012,0.0185073367503148
"ENSG00000107404",-0.311997903926788,5.14102774903758,11.3495580615323,0.00107120236777665,0.0185090956177133
"ENSG00000198604",0.289012424925915,7.33211768273586,11.3423473401876,0.00107494213542358,0.0185533964438602
"ENSG00000186431",0.692187666378494,5.867422680152,11.4707998737859,0.00107565502135584,0.0185533964438602
"ENSG00000101464",-0.47722794412719,3.5486350204427,11.3345878106511,0.00107898156184948,0.0185751539104604
"ENSG00000181143",-1.58450370830868,1.84202159829002,11.4415858567818,0.00107974171355067,0.0185751539104604
"ENSG00000125826",0.252886385127906,7.49602482238953,11.3331094840624,0.00107975291488068,0.0185751539104604
"ENSG00000177575",0.745087328278687,5.89096889631126,11.4582601288536,0.00108244701101668,0.0186052090799945
"ENSG00000166634",-1.6092600610992,-1.42102375446432,11.3251129051515,0.00108393518212391,0.0186145022622434
"ENSG00000163956",0.271697370408042,7.30272766939801,11.3161755253135,0.00108862924608914,0.0186787861735084
"ENSG00000238243",1.09790949216519,6.29512543818916,11.4403840495709,0.0010920001850607,0.0187202754238242
"ENSG00000132823",0.337050556913236,6.00044792558755,11.3053752759539,0.00109432967311148,0.0187438541917596
"ENSG00000188293",-1.68601296168002,-1.40130974856988,11.3023434341101,0.00109593541527398,0.0187511821621104
"ENSG00000092607",-2.29348653697692,-0.653126829891597,11.2992115439029,0.0010975966942091,0.0187511821621104
"ENSG00000106211",0.672753730507089,5.36685675793195,11.4249884742794,0.0010976208636072,0.0187511821621104
"ENSG00000033327",0.434603049922491,8.34782835989971,11.3629960938595,0.0010990294849415,0.0187589341973594
"ENSG00000174899",-2.03079187767811,-1.20385516443505,11.2935864781874,0.00110058696877171,0.0187692114483412
"ENSG00000187609",-0.41713191095187,4.31841873064843,11.2874561080571,0.0011038554199934,0.0188086240947011
"ENSG00000174903",0.313721544938793,5.55598647426897,11.2796300024407,0.00110804249970958,0.0188636074084006
"ENSG00000133026",0.32857953000208,6.959390473833,11.2659671001129,0.00111539160604425,0.0189722800799527
"ENSG00000197208",0.519718890297846,6.20734485389514,11.3785477911533,0.00111742716484044,0.0189904620073143
"ENSG00000126267",0.334082377796997,5.5172097171345,11.2598055786756,0.00111872222172714,0.0189960386932164
"ENSG00000060718",-2.21973615195722,-0.949440758163996,11.2561266716306,0.00112071574108933,0.0190134554831096
"ENSG00000118518",0.291858787816544,5.79661818394695,11.2495074490044,0.00112431177356493,0.0190470677341171
"ENSG00000163131",0.286037499886287,10.3613684826901,11.2489117436553,0.00112463598552254,0.0190470677341171
"ENSG00000156931",0.259335677033973,7.50457957262345,11.2465553927034,0.00112591937105704,0.0190523789524433
